Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em SETEMBRO / 2021;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
16;60.498.557;BANCO MUFG BRASIL S.A.; 132 ; 35.184.743 ; 391 ; 48.139.138 ; 239 ; 216.060.137 ; 339 ; 137.212.690 ; 1.101 ; 436.596.707 ; 635 ; 1.269.379.763 ; 661 ; 1.360.543.386 ; 1.296 ; 2.629.923.149 ; 2.397 ; 3.066.519.856 ;
17;59.588.111;BANCO VOTORANTIM S.A.; 220 ; 150.184.267 ; 727 ; 154.811.951 ; 292 ; 342.421.303 ; 550 ; 204.825.344 ; 1.789 ; 852.242.865 ; 283 ; 1.149.366.839 ; 377 ; 551.567.475 ; 660 ; 1.700.934.313 ; 2.449 ; 2.553.177.179 ;
18;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 113 ; 567.127.673 ; 15 ; 2.718.780 ; 86 ; 350.035.482 ; 199 ; 83.787.977 ; 413 ; 1.003.669.913 ; 57 ; 229.133.167 ; 84 ; 1.086.695.494 ; 141 ; 1.315.828.661 ; 554 ; 2.319.498.573 ;
19;53.518.684;BANCO HSBC S.A.; 32 ; 730.828.031 ; 150 ; 55.721.563 ; 61 ; 32.235.612 ; 198 ; 446.401.333 ; 441 ; 1.265.186.538 ; 160 ; 354.326.171 ; 176 ; 681.696.479 ; 336 ; 1.036.022.650 ; 777 ; 2.301.209.189 ;
20;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 5 ; 7.683.150 ; 1 ; 12.375 ; 25 ; 206.591.066 ; 64 ; 53.446.048 ; 95 ; 267.732.639 ; 85 ; 871.299.462 ; 95 ; 1.031.041.702 ; 180 ; 1.902.341.164 ; 275 ; 2.170.073.804 ;
21;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 128 ; 284.002.671 ; 186 ; 82.088.195 ; 264 ; 358.565.647 ; 389 ; 422.825.538 ; 967 ; 1.147.482.052 ; 76 ; 333.699.871 ; 89 ; 404.287.061 ; 165 ; 737.986.932 ; 1.132 ; 1.885.468.984 ;
22;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 762 ; 103.380.381 ; 2.065 ; 96.527.753 ; 2.086 ; 176.536.214 ; 5.195 ; 435.337.786 ; 10.108 ; 811.782.134 ; 1.631 ; 446.272.887 ; 4.387 ; 175.204.756 ; 6.018 ; 621.477.643 ; 16.126 ; 1.433.259.777 ;
23;68.900.810;BANCO RENDIMENTO S.A.; 57 ; 5.214.819 ; 181 ; 83.041.976 ; 316.559 ; 483.707.657 ; 3.079 ; 56.264.601 ; 319.876 ; 628.229.053 ; 1.513 ; 149.625.197 ; 6.655 ; 478.152.259 ; 8.168 ; 627.777.456 ; 328.044 ; 1.256.006.509 ;
24;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 9 ; 24.807.544 ; 6 ; 14.959.676 ; 38 ; 269.698.047 ; 100 ; 275.006.122 ; 153 ; 584.471.389 ; 23 ; 378.073.960 ; 24 ; 284.575.258 ; 47 ; 662.649.218 ; 200 ; 1.247.120.608 ;
25;33.264.668;BANCO XP S.A.; 244 ; 171.911.273 ; 1.935 ; 250.306.758 ; 1.036 ; 196.444.879 ; 2.066 ; 159.209.144 ; 5.281 ; 777.872.054 ; 26 ; 297.710.398 ; 12 ; 114.942.761 ; 38 ; 412.653.159 ; 5.319 ; 1.190.525.213 ;
26;31.872.495;BANCO C6 S.A.; 54 ; 64.132.828 ; 313 ; 32.669.358 ; 1.464 ; 95.375.851 ; 9.514 ; 187.746.948 ; 11.345 ; 379.924.985 ; 85 ; 407.370.174 ; 104 ; 370.375.057 ; 189 ; 777.745.231 ; 11.534 ; 1.157.670.215 ;
27;62.232.889;BANCO DAYCOVAL S.A.; 587 ; 94.773.530 ; 1.242 ; 140.602.902 ; 83.861 ; 287.537.776 ; 1.929 ; 74.867.451 ; 87.619 ; 597.781.659 ; 342 ; 210.829.435 ; 844 ; 345.147.376 ; 1.186 ; 555.976.811 ; 88.805 ; 1.153.758.470 ;
28;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 140 ; 117.563.006 ; 586 ; 107.597.187 ; 333 ; 286.274.084 ; 427 ; 124.209.057 ; 1.486 ; 635.643.334 ; 57 ; 134.937.966 ; 71 ; 311.954.778 ; 128 ; 446.892.744 ; 1.614 ; 1.082.536.078 ;
29;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;;;; 198 ; 364.684.160 ; 197 ; 488.260.818 ; 395 ; 852.944.979 ; 16 ; 154.732.734 ; 12 ; 39.730.587 ; 28 ; 194.463.321 ; 423 ; 1.047.408.300 ;
30;78.632.767;BANCO OURINVEST S.A.; 1.095 ; 108.734.075 ; 2.188 ; 125.577.558 ; 9.219 ; 239.536.613 ; 12.243 ; 121.841.629 ; 24.745 ; 595.689.875 ; 379 ; 160.964.906 ; 4.339 ; 234.046.320 ; 4.718 ; 395.011.226 ; 29.463 ; 990.701.100 ;
31;58.160.789;BANCO SAFRA S.A.; 305 ; 88.666.949 ; 1.030 ; 133.320.084 ; 941 ; 268.125.051 ; 1.386 ; 127.368.999 ; 3.662 ; 617.481.083 ; 216 ; 139.287.066 ; 222 ; 229.994.125 ; 438 ; 369.281.191 ; 4.100 ; 986.762.273 ;
32;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 101 ; 5.249.908 ; 623 ; 32.244.360 ; 181 ; 8.640.780 ; 20.653 ; 21.274.432 ; 21.558 ; 67.409.481 ; 386 ; 451.028.867 ; 463 ; 405.358.866 ; 849 ; 856.387.733 ; 22.407 ; 923.797.214 ;
33;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 60 ; 55.399.343 ; 183 ; 82.656.436 ; 54 ; 12.248.864 ; 142 ; 96.590.301 ; 439 ; 246.894.943 ; 85 ; 310.571.438 ; 77 ; 197.682.358 ; 162 ; 508.253.796 ; 601 ; 755.148.739 ;
34;30.723.886;BANCO MODAL S.A.; 9 ; 21.194.207 ; 36 ; 6.373.174 ; 151 ; 130.113.488 ; 116 ; 192.035.777 ; 312 ; 349.716.646 ; 10 ; 145.000.000 ; 9 ; 115.000.000 ; 19 ; 260.000.000 ; 331 ; 609.716.646 ;
35;71.027.866;BANCO BS2 S.A.; 471 ; 103.438.494 ; 1.240 ; 76.298.980 ; 8.818 ; 144.173.221 ; 15.230 ; 106.053.053 ; 25.759 ; 429.963.748 ; 35 ; 34.609.663 ; 45 ; 103.461.667 ; 80 ; 138.071.330 ; 25.839 ; 568.035.078 ;
36;07.679.404;BANCO TOPÁZIO S.A.; 44 ; 40.428.622 ; 13 ; 428.002 ; 265 ; 14.423.639 ; 417 ; 214.709.822 ; 739 ; 269.990.085 ; 390 ; 212.533.386 ; 1.034 ; 50.761.708 ; 1.424 ; 263.295.094 ; 2.163 ; 533.285.179 ;
37;58.616.418;BANCO FIBRA S.A.; 94 ; 77.117.892 ; 741 ; 131.315.011 ; 28 ; 8.169.680 ; 185 ; 16.465.061 ; 1.048 ; 233.067.643 ; 73 ; 180.072.191 ; 61 ; 119.011.500 ; 134 ; 299.083.691 ; 1.182 ; 532.151.334 ;
38;49.336.860;ING BANK N.V.;;;;; 20 ; 4.093.635 ; 27 ; 4.481.892 ; 47 ; 8.575.527 ; 20 ; 244.324.788 ; 19 ; 244.092.147 ; 39 ; 488.416.935 ; 86 ; 496.992.462 ;
39;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 13.850.979 ; 15 ; 16.712.268 ; 2 ; 601.082 ; 284 ; 140.719.930 ; 302 ; 171.884.259 ; 21 ; 253.793.880 ; 4 ; 30.034.123 ; 25 ; 283.828.003 ; 327 ; 455.712.262 ;
40;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 737 ; 80.082.232 ; 452 ; 29.367.227 ; 399 ; 10.621.023 ; 396 ; 137.126.289 ; 1.984 ; 257.196.771 ; 14 ; 121.097.339 ; 17 ; 43.598.638 ; 31 ; 164.695.977 ; 2.015 ; 421.892.748 ;
41;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 50 ; 48.275.695 ; 271 ; 82.952.364 ; 21 ; 8.572.392 ; 215 ; 29.925.647 ; 557 ; 169.726.098 ; 31 ; 152.839.578 ; 16 ; 97.741.187 ; 47 ; 250.580.765 ; 604 ; 420.306.863 ;
42;33.923.798;BANCO MASTER S/A; 149 ; 32.882.980 ; 348 ; 6.558.735 ; 18.399 ; 89.040.535 ; 44.891 ; 94.652.432 ; 63.787 ; 223.134.682 ; 82 ; 63.358.597 ; 57 ; 59.677.507 ; 139 ; 123.036.104 ; 63.926 ; 346.170.786 ;
43;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 17 ; 92.345.463 ; 14 ; 2.192.818 ; 17 ; 22.790.649 ; 37 ; 37.032.799 ; 85 ; 154.361.729 ; 12 ; 53.022.294 ; 19 ; 128.736.910 ; 31 ; 181.759.204 ; 116 ; 336.120.933 ;
44;36.588.217;WISE BRASIL CORRETORA DE CâMBIO LTDA;;;;; 187 ; 133.514 ; 89.962 ; 90.736.955 ; 90.149 ; 90.870.469 ; 1.145 ; 164.632.363 ; 1.124 ; 74.028.654 ; 2.269 ; 238.661.017 ; 92.418 ; 329.531.486 ;
45;13.059.145;BEXS BANCO DE CÂMBIO S/A; 21 ; 37.830.488 ; 32 ; 1.774.278 ; 7.989 ; 64.509.063 ; 61.714 ; 110.942.877 ; 69.756 ; 215.056.706 ; 129 ; 62.028.474 ; 30 ; 46.630.053 ; 159 ; 108.658.527 ; 69.915 ; 323.715.233 ;
46;00.360.305;CAIXA ECONOMICA FEDERAL; 132 ; 56.614.781 ; 81 ; 5.861.279 ; 9.175 ; 46.824.368 ; 623 ; 49.745.445 ; 10.011 ; 159.045.873 ; 175 ; 48.550.129 ; 200 ; 95.817.587 ; 375 ; 144.367.716 ; 10.386 ; 303.413.589 ;
47;10.690.848;BANCO DA CHINA BRASIL S.A.; 14 ; 107.261.935 ; 16 ; 4.933.885 ; 20 ; 1.162.955 ; 38 ; 19.380.588 ; 88 ; 132.739.363 ; 24 ; 27.588.674 ; 25 ; 111.787.760 ; 49 ; 139.376.434 ; 137 ; 272.115.797 ;
48;03.609.817;BANCO CARGILL S.A.; 21 ; 123.038.614 ;;; 24 ; 12.306.679 ; 28 ; 3.812.208 ; 73 ; 139.157.501 ;;; 3 ; 125.000.000 ; 3 ; 125.000.000 ; 76 ; 264.157.501 ;
49;15.114.366;BANCO BOCOM BBM S.A.; 23 ; 12.960.337 ; 118 ; 14.335.203 ; 30 ; 82.242.955 ; 190 ; 75.033.140 ; 361 ; 184.571.635 ; 11 ; 67.313.562 ; 7 ; 10.309.439 ; 18 ; 77.623.001 ; 379 ; 262.194.636 ;
50;00.997.185;BANCO B3 S.A.;;;;; 107 ; 87.149.363 ; 104 ; 97.040.845 ; 211 ; 184.190.208 ; 49 ; 43.104.346 ; 39 ; 33.268.423 ; 88 ; 76.372.769 ; 299 ; 260.562.977 ;
51;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 11 ; 955.905 ; 118 ; 3.107.155 ; 278 ; 54.134.307 ; 785 ; 84.633.290 ; 1.192 ; 142.830.657 ; 127 ; 73.180.598 ; 57 ; 40.521.888 ; 184 ; 113.702.486 ; 1.376 ; 256.533.143 ;
52;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 10 ; 3.172.402 ; 49 ; 2.293.922 ; 3.843 ; 103.932.090 ; 196 ; 3.071.822 ; 4.098 ; 112.470.236 ; 43 ; 2.201.756 ; 191 ; 103.940.400 ; 234 ; 106.142.156 ; 4.332 ; 218.612.392 ;
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 291 ; 8.540.483 ; 1.649 ; 37.648.457 ; 1.784 ; 28.207.102 ; 3.294 ; 33.909.219 ; 7.018 ; 108.305.261 ; 530 ; 59.539.944 ; 212 ; 24.707.461 ; 742 ; 84.247.405 ; 7.760 ; 192.552.666 ;
54;61.186.680;BANCO BMG S.A.; 8 ; 4.747.135 ;;; 20 ; 1.219.560 ; 35 ; 3.734.621 ; 63 ; 9.701.316 ; 4 ; 100.000.000 ; 5 ; 56.209.088 ; 9 ; 156.209.088 ; 72 ; 165.910.404 ;
55;92.894.922;BANCO ORIGINAL S.A.; 1 ; 15.180.266 ; 6 ; 9.444.077 ; 55 ; 52.473.320 ; 130 ; 68.065.049 ; 192 ; 145.162.712 ; 7 ; 20.022.843 ; 5 ; 22.836 ; 12 ; 20.045.680 ; 204 ; 165.208.392 ;
56;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.010 ; 59.384.597 ; 661 ; 43.488.778 ; 584 ; 9.042.105 ; 318 ; 13.035.622 ; 2.573 ; 124.951.101 ; 12 ; 9.731.398 ; 6 ; 17.505.549 ; 18 ; 27.236.947 ; 2.591 ; 152.188.049 ;
57;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 231 ; 6.609.245 ; 746 ; 20.320.674 ; 4.927 ; 24.069.789 ; 2.720 ; 38.020.067 ; 8.624 ; 89.019.775 ; 1.225 ; 44.514.532 ; 157 ; 16.386.602 ; 1.382 ; 60.901.134 ; 10.006 ; 149.920.909 ;
58;61.024.352;BANCO VOITER S.A.; 22 ; 5.824.873 ; 153 ; 13.271.969 ; 73 ; 26.676.935 ; 428 ; 36.734.181 ; 676 ; 82.507.958 ; 35 ; 21.493.111 ; 33 ; 19.475.971 ; 68 ; 40.969.082 ; 744 ; 123.477.040 ;
59;07.656.500;BANCO KDB DO BRASIL S.A.;;; 2 ; 4.742.447 ; 64 ; 18.965.501 ; 252 ; 17.981.770 ; 318 ; 41.689.717 ; 51 ; 57.781.939 ; 13 ; 14.160.000 ; 64 ; 71.941.939 ; 382 ; 113.631.656 ;
60;45.246.410;BANCO GENIAL S.A.; 70 ; 5.758.859 ; 34 ; 3.872.231 ; 250 ; 11.134.621 ; 379 ; 45.051.511 ; 733 ; 65.817.222 ; 30 ; 33.156.631 ; 7 ; 1.192.827 ; 37 ; 34.349.458 ; 770 ; 100.166.680 ;
61;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 130 ; 2.541.459 ; 950 ; 23.481.225 ; 532 ; 11.407.767 ; 1.040 ; 14.287.297 ; 2.652 ; 51.717.747 ; 521 ; 34.379.828 ; 68 ; 10.474.075 ; 589 ; 44.853.903 ; 3.241 ; 96.571.650 ;
62;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 6.395 ; 40.353.164 ; 10.047 ; 39.023.651 ; 16.442 ; 79.376.815 ; 28 ; 4.274.807 ; 148 ; 7.698.877 ; 176 ; 11.973.684 ; 16.618 ; 91.350.499 ;
63;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 220 ; 4.812.302 ; 759 ; 23.677.413 ; 571 ; 8.574.177 ; 582 ; 9.374.685 ; 2.132 ; 46.438.578 ; 350 ; 30.603.234 ; 97 ; 11.109.182 ; 447 ; 41.712.416 ; 2.579 ; 88.150.994 ;
64;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 13 ; 8.077.212 ; 31 ; 10.362.353 ; 5 ; 108.890 ; 62 ; 1.626.458 ; 111 ; 20.174.913 ; 11 ; 38.586.550 ; 11 ; 27.086.054 ; 22 ; 65.672.604 ; 133 ; 85.847.517 ;
65;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 118 ; 2.126.286 ; 655 ; 13.409.188 ; 1.780 ; 9.931.346 ; 1.340 ; 14.224.596 ; 3.893 ; 39.691.416 ; 1.854 ; 29.226.749 ; 424 ; 13.604.632 ; 2.278 ; 42.831.381 ; 6.171 ; 82.522.797 ;
66;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 30 ; 25.948.364 ; 37 ; 808.312 ; 31 ; 130.104 ; 72 ; 11.270.743 ; 170 ; 38.157.523 ; 35 ; 17.026.938 ; 31 ; 25.958.813 ; 66 ; 42.985.751 ; 236 ; 81.143.273 ;
67;59.118.133;BANCO LUSO BRASILEIRO S.A.; 96 ; 10.395.873 ; 203 ; 18.240.109 ; 44 ; 6.509.092 ; 176 ; 1.879.664 ; 519 ; 37.024.737 ; 213 ; 21.661.649 ; 117 ; 18.432.775 ; 330 ; 40.094.425 ; 849 ; 77.119.162 ;
68;62.144.175;BANCO PINE S.A.; 28 ; 14.854.224 ; 210 ; 23.595.981 ; 7 ; 872.266 ; 32 ; 8.637.911 ; 277 ; 47.960.382 ; 8 ; 24.064.000 ; 7 ; 3.905.000 ; 15 ; 27.969.000 ; 292 ; 75.929.382 ;
69;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 181 ; 3.170.423 ; 1.164 ; 24.233.004 ; 372 ; 5.650.546 ; 954 ; 9.970.809 ; 2.671 ; 43.024.782 ; 400 ; 27.823.096 ; 35 ; 2.394.360 ; 435 ; 30.217.457 ; 3.106 ; 73.242.239 ;
70;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 64 ; 1.486.187 ; 223 ; 3.190.077 ; 1.393 ; 11.723.244 ; 2.292 ; 22.888.385 ; 3.972 ; 39.287.892 ; 790 ; 17.788.990 ; 90 ; 4.877.068 ; 880 ; 22.666.058 ; 4.852 ; 61.953.950 ;
71;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 36 ; 1.015.616 ; 585 ; 19.278.698 ; 223 ; 3.602.534 ; 540 ; 6.228.127 ; 1.384 ; 30.124.975 ; 793 ; 24.889.921 ; 165 ; 4.048.783 ; 958 ; 28.938.703 ; 2.342 ; 59.063.678 ;
72;60.889.128;BANCO SOFISA S.A.; 112 ; 25.984.464 ; 46 ; 5.745.469 ; 29 ; 7.608.460 ; 72 ; 3.223.482 ; 259 ; 42.561.874 ; 10 ; 1.629.311 ; 17 ; 14.634.235 ; 27 ; 16.263.546 ; 286 ; 58.825.420 ;
73;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 758 ; 8.021.231 ; 2.727 ; 24.673.348 ; 3.485 ; 32.694.579 ; 1.527 ; 19.745.135 ; 692 ; 2.717.458 ; 2.219 ; 22.462.593 ; 5.704 ; 55.157.172 ;
74;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 26 ; 8.543.191 ; 15 ; 1.839.778 ; 19 ; 2.432.587 ; 32 ; 7.759.444 ; 92 ; 20.575.000 ; 11 ; 11.451.200 ; 21 ; 15.213.800 ; 32 ; 26.665.000 ; 124 ; 47.240.000 ;
75;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 24 ; 31.230.164 ;;; 29 ; 9.514.927 ; 2 ; 25.974 ; 55 ; 40.771.065 ;;; 1 ; 3.616.920 ; 1 ; 3.616.920 ; 56 ; 44.387.985 ;
76;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 4 ; 4.648.133 ; 33 ; 12.237.279 ; 37 ; 5.985.349 ; 66 ; 5.239.980 ; 140 ; 28.110.742 ; 38 ; 11.528.520 ; 9 ; 4.696.255 ; 47 ; 16.224.776 ; 187 ; 44.335.517 ;
77;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 7 ; 2.808.258 ; 14 ; 3.354.449 ; 4 ; 75.898 ; 14 ; 1.821.665 ; 39 ; 8.060.270 ; 13 ; 20.663.889 ; 9 ; 7.670.184 ; 22 ; 28.334.073 ; 61 ; 36.394.343 ;
78;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 10 ; 8.557.875 ; 19 ; 15.692.121 ; 29 ; 24.249.996 ; 3 ; 8.644.219 ; 2 ; 3.405.000 ; 5 ; 12.049.219 ; 34 ; 36.299.215 ;
79;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 151 ; 13.369.843 ; 96 ; 3.597.746 ; 74 ; 2.539.389 ; 38 ; 8.943.679 ; 359 ; 28.450.657 ; 2 ; 1.118.080 ; 4 ; 5.000.000 ; 6 ; 6.118.080 ; 365 ; 34.568.737 ;
80;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 26 ; 877.258 ; 431 ; 10.181.807 ; 369 ; 2.534.223 ; 446 ; 5.685.802 ; 1.272 ; 19.279.090 ; 333 ; 13.306.739 ; 54 ; 850.508 ; 387 ; 14.157.247 ; 1.659 ; 33.436.336 ;
81;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 2 ; 46.229 ; 19 ; 396.420 ; 440 ; 1.973.387 ; 663 ; 4.122.840 ; 1.124 ; 6.538.877 ; 932 ; 14.205.248 ; 75 ; 11.780.035 ; 1.007 ; 25.985.283 ; 2.131 ; 32.524.160 ;
82;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 81 ; 5.018.915 ; 226 ; 6.546.805 ; 501 ; 2.791.677 ; 972 ; 4.804.988 ; 1.780 ; 19.162.385 ; 467 ; 7.698.686 ; 114 ; 4.102.653 ; 581 ; 11.801.340 ; 2.361 ; 30.963.725 ;
