Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em fevereiro / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
58;34.111.187;BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO; 5 ; 2.478.323 ;;; 152 ; 17.492.944 ; 60 ; 4.985.966 ; 217 ; 24.957.233 ; 25 ; 31.701.937 ; 38 ; 49.694.665 ; 63 ; 81.396.602 ; 280 ; 106.353.835 ;;;;
59;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 153 ; 9.442.278 ; 2.102 ; 2.185.271 ; 3.078 ; 11.452.646 ; 5.333 ; 23.080.195 ; 970 ; 50.866.002 ; 59 ; 31.789.296 ; 1.029 ; 82.655.298 ; 6.362 ; 105.735.493 ;;;;
60;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 29 ; 18.421.216 ; 35 ; 6.282.255 ; 28 ; 10.239.109 ; 32 ; 2.118.795 ; 124 ; 37.061.375 ; 12 ; 20.790.473 ; 16 ; 40.243.425 ; 28 ; 61.033.898 ; 152 ; 98.095.273 ;;;;
61;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 1 ; 2.713 ; 22 ; 297.819 ; 423 ; 11.682.537 ; 1.005 ; 45.248.836 ; 1.451 ; 57.231.905 ; 501 ; 35.749.423 ; 294 ; 4.565.589 ; 795 ; 40.315.013 ; 2.246 ; 97.546.918 ;;;;
62;03.532.415;BANCO ABN AMRO S.A.; 16 ; 44.451.139 ;;; 7 ; 805.293 ; 8 ; 571.194 ; 31 ; 45.827.627 ; 1 ; 500.000 ; 16 ; 45.340.000 ; 17 ; 45.840.000 ; 48 ; 91.667.627 ;;;;
63;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 69 ; 1.994.006 ; 875 ; 24.583.639 ; 684 ; 8.214.965 ; 2.164 ; 17.928.583 ; 3.792 ; 52.721.193 ; 538 ; 35.232.875 ; 63 ; 3.009.509 ; 601 ; 38.242.384 ; 4.393 ; 90.963.576 ;;;;
64;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 490 ; 30.947.763 ; 200 ; 9.192.617 ; 124 ; 4.124.963 ; 248 ; 1.710.630 ; 1.062 ; 45.975.973 ; 15 ; 6.833.652 ; 72 ; 30.700.107 ; 87 ; 37.533.759 ; 1.149 ; 83.509.733 ;;;;
65;61.024.352;BANCO INDUSVAL S.A.; 36 ; 6.610.100 ; 26 ; 6.296.618 ; 19 ; 2.086.900 ; 73 ; 2.912.767 ; 154 ; 17.906.385 ; 31 ; 31.571.372 ; 34 ; 33.071.069 ; 65 ; 64.642.441 ; 219 ; 82.548.825 ;;;;
66;15.114.366;BANCO BBM S/A; 19 ; 9.743.334 ; 4 ; 15.296.276 ; 8 ; 557.928 ; 36 ; 3.370.179 ; 67 ; 28.967.717 ; 6 ; 25.517.090 ; 8 ; 15.020.600 ; 14 ; 40.537.690 ; 81 ; 69.505.407 ;;;;
67;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 40 ; 20.824.100 ; 15 ; 1.276.377 ; 234 ; 10.073.963 ; 289 ; 32.174.440 ; 36 ; 30.440.000 ; 3 ; 750.000 ; 39 ; 31.190.000 ; 328 ; 63.364.440 ;;;;
68;02.318.507;BANCO KEB DO BRASIL S.A.;;; 4 ; 1.274.985 ; 32 ; 24.140.195 ; 306 ; 26.335.399 ; 342 ; 51.750.579 ; 6 ; 6.500.000 ; 5 ; 2.990.250 ; 11 ; 9.490.250 ; 353 ; 61.240.829 ;;;;
69;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 5 ; 365.490 ; 200 ; 4.884.408 ; 421 ; 1.913.510 ; 1.396 ; 13.536.844 ; 2.022 ; 20.700.252 ; 944 ; 25.832.383 ; 332 ; 9.853.144 ; 1.276 ; 35.685.527 ; 3.298 ; 56.385.779 ;;;;
70;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 44 ; 48.315 ; 105 ; 2.197.444 ; 149 ; 2.245.759 ; 271 ; 27.579.228 ; 134 ; 25.439.588 ; 405 ; 53.018.815 ; 554 ; 55.264.575 ;;;;
71;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 18 ; 565.465 ; 314 ; 10.949.201 ; 184 ; 2.265.594 ; 482 ; 11.016.324 ; 998 ; 24.796.584 ; 633 ; 24.267.515 ; 126 ; 5.237.057 ; 759 ; 29.504.572 ; 1.757 ; 54.301.156 ;;;;
72;30.723.886;BANCO MODAL S.A.; 14 ; 1.018.187 ; 38 ; 4.826.306 ; 10 ; 4.704.075 ; 39 ; 9.847.514 ; 101 ; 20.396.082 ; 13 ; 20.684.807 ; 13 ; 11.035.028 ; 26 ; 31.719.835 ; 127 ; 52.115.918 ;;;;
73;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 103 ; 323.316 ; 1.323 ; 25.101.690 ; 1.426 ; 25.425.006 ; 271 ; 24.718.414 ; 6 ; 509.000 ; 277 ; 25.227.414 ; 1.703 ; 50.652.420 ;;;;
74;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 66 ; 12.308.107 ; 115 ; 11.325.908 ; 5 ; 57.578 ; 65 ; 1.944.288 ; 251 ; 25.635.881 ; 48 ; 13.129.306 ; 29 ; 11.549.057 ; 77 ; 24.678.363 ; 328 ; 50.314.244 ;;;;
75;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 264 ; 14.263.541 ; 201 ; 7.485.019 ; 117 ; 2.185.501 ; 192 ; 12.386.073 ; 774 ; 36.320.135 ; 15 ; 8.528.018 ; 11 ; 4.947.380 ; 26 ; 13.475.398 ; 800 ; 49.795.533 ;;;;
76;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 14 ; 6.920.662 ; 2 ; 485.390 ; 4 ; 5.128 ; 8 ; 47.182 ; 28 ; 7.458.361 ; 30 ; 17.100.000 ; 54 ; 22.850.000 ; 84 ; 39.950.000 ; 112 ; 47.408.361 ;;;;
77;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 32 ; 11.160.446 ; 31 ; 10.248.485 ; 63 ; 21.408.931 ; 25 ; 9.154.000 ; 15 ; 10.053.500 ; 40 ; 19.207.500 ; 103 ; 40.616.431 ;;;;
78;60.889.128;BANCO SOFISA S.A.; 70 ; 8.737.074 ; 84 ; 4.778.038 ; 23 ; 2.449.071 ; 92 ; 5.939.800 ; 269 ; 21.903.984 ; 7 ; 2.956.231 ; 6 ; 12.925.812 ; 13 ; 15.882.042 ; 282 ; 37.786.026 ;;;;
79;19.307.785;MSB BANK S.A. BANCO DE CÂMBIO;;; 1 ; 52.321 ; 19 ; 5.169.035 ; 154 ; 3.340.344 ; 174 ; 8.561.700 ; 91 ; 13.136.570 ; 132 ; 15.036.282 ; 223 ; 28.172.853 ; 397 ; 36.734.552 ;;;;
80;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 32 ; 925.112 ; 484 ; 11.325.016 ; 129 ; 1.966.762 ; 519 ; 5.930.000 ; 1.164 ; 20.146.889 ; 282 ; 14.788.758 ; 5 ; 457.019 ; 287 ; 15.245.777 ; 1.451 ; 35.392.666 ;;;;
81;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 304 ; 14.209.081 ;;; 50 ; 2.447.325 ; 354 ; 16.656.406 ; 243 ; 16.965.776 ; 7 ; 666.859 ; 250 ; 17.632.635 ; 604 ; 34.289.040 ;;;;
82;59.285.411;BANCO PAN S.A.; 14 ; 6.596.653 ;;; 10 ; 126.453 ; 28 ; 666.124 ; 52 ; 7.389.231 ; 1 ; 500.000 ; 9 ; 26.000.000 ; 10 ; 26.500.000 ; 62 ; 33.889.231 ;;;;
83;10.690.848;BANCO DA CHINA BRASIL S.A.; 3 ; 389.791 ; 12 ; 540.455 ; 6 ; 14.620.650 ; 26 ; 1.151.663 ; 47 ; 16.702.559 ; 7 ; 1.500.000 ; 5 ; 14.770.000 ; 12 ; 16.270.000 ; 59 ; 32.972.559 ;;;;
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 6 ; 53.935 ; 372 ; 8.856.030 ; 1.166 ; 1.781.775 ; 789 ; 5.763.391 ; 2.333 ; 16.455.131 ; 350 ; 14.558.906 ; 23 ; 1.782.410 ; 373 ; 16.341.316 ; 2.706 ; 32.796.447 ;;;;
85;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 24 ; 593.071 ; 391 ; 8.194.338 ; 135 ; 2.302.235 ; 1.041 ; 8.168.404 ; 1.591 ; 19.258.048 ; 346 ; 12.936.661 ; 3 ; 200.000 ; 349 ; 13.136.661 ; 1.940 ; 32.394.709 ;;;;
86;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.;;; 38 ; 626.836 ; 353 ; 1.805.334 ; 1.271 ; 11.667.234 ; 1.662 ; 14.099.404 ; 588 ; 12.982.142 ; 38 ; 2.707.993 ; 626 ; 15.690.135 ; 2.288 ; 29.789.539 ;;;;
87;61.186.680;BANCO BMG S.A.; 3 ; 1.750.000 ;;;;; 7 ; 11.446.987 ; 10 ; 13.196.987 ; 1 ; 11.100.000 ; 3 ; 1.750.000 ; 4 ; 12.850.000 ; 14 ; 26.046.987 ;;;;
88;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;;; 7 ; 201.477 ; 49 ; 10.339.460 ; 55 ; 2.832.471 ; 111 ; 13.373.407 ; 26 ; 2.485.797 ; 21 ; 9.357.478 ; 47 ; 11.843.275 ; 158 ; 25.216.682 ;;;;
89;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 10 ; 24.186.153 ;;; 10 ; 24.186.153 ;;;;; -   ; -   ; 10 ; 24.186.153 ;;;;
90;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 2 ; 14.626 ; 116 ; 4.703.599 ; 154 ; 425.907 ; 428 ; 3.231.749 ; 700 ; 8.375.880 ; 309 ; 9.813.915 ; 19 ; 2.351.958 ; 328 ; 12.165.872 ; 1.028 ; 20.541.753 ;;;;
91;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;;;; 134 ; 1.262.708 ; 313 ; 3.278.517 ; 447 ; 4.541.225 ; 124 ; 8.981.343 ; 28 ; 6.984.180 ; 152 ; 15.965.523 ; 599 ; 20.506.748 ;;;;
92;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 197 ; 8.669.571 ; 4 ; 95.393 ; 52 ; 1.351.025 ; 253 ; 10.115.989 ; 123 ; 10.013.507 ; 1 ; 89.332 ; 124 ; 10.102.840 ; 377 ; 20.218.829 ;;;;
93;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 12 ; 9.489.000 ; 2 ; 37.502 ;;; 10 ; 625.255 ; 24 ; 10.151.757 ; 1 ; 500.000 ; 6 ; 9.250.000 ; 7 ; 9.750.000 ; 31 ; 19.901.757 ;;;;
94;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 12 ; 177.717 ; 172 ; 3.267.684 ; 95 ; 1.283.036 ; 460 ; 4.771.494 ; 739 ; 9.499.931 ; 395 ; 8.222.333 ; 64 ; 1.628.492 ; 459 ; 9.850.825 ; 1.198 ; 19.350.756 ;;;;
95;10.853.017;TURMALINA CORRETORA DE CÂMBIO S.A.;;; 13 ; 245.868 ; 513 ; 1.647.485 ; 801 ; 8.850.474 ; 1.327 ; 10.743.827 ; 391 ; 7.412.988 ; 3 ; 7.277 ; 394 ; 7.420.265 ; 1.721 ; 18.164.092 ;;;;
96;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 11 ; 11.407 ; 47 ; 9.073.356 ; 58 ; 9.084.763 ; 167 ; 9.061.958 ;;; 167 ; 9.061.958 ; 225 ; 18.146.721 ;;;;
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 15 ; 52.744 ; 217 ; 4.256.073 ; 92 ; 2.005.551 ; 374 ; 3.236.572 ; 698 ; 9.550.940 ; 567 ; 6.963.778 ; 34 ; 1.529.470 ; 601 ; 8.493.247 ; 1.299 ; 18.044.188 ;;;;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 45 ; 1.069.516 ; 565 ; 846.709 ; 1.469 ; 6.352.713 ; 2.079 ; 8.268.937 ; 246 ; 7.932.023 ; 20 ; 1.453.421 ; 266 ; 9.385.445 ; 2.345 ; 17.654.382 ;;;;
99;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 7 ; 708.211 ; 14 ; 4.432.305 ; 11 ; 1.099.094 ; 44 ; 3.840.270 ; 76 ; 10.079.880 ; 5 ; 6.799.573 ; 2 ; 300.294 ; 7 ; 7.099.867 ; 83 ; 17.179.747 ;;;;
100;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 8 ; 147.996 ; 50 ; 845.801 ; 79 ; 530.625 ; 1.093 ; 6.979.877 ; 1.230 ; 8.504.298 ; 395 ; 7.840.390 ; 19 ; 762.067 ; 414 ; 8.602.457 ; 1.644 ; 17.106.755 ;;;;
101;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 21 ; 476.283 ; 135 ; 4.074.800 ; 109 ; 615.727 ; 528 ; 3.914.506 ; 793 ; 9.081.316 ; 522 ; 6.757.575 ; 2 ; 1.557 ; 524 ; 6.759.132 ; 1.317 ; 15.840.448 ;;;;
102;92.894.922;BANCO ORIGINAL S.A.; 11 ; 1.648.313 ; 32 ; 5.365.907 ; 2 ; 10.377 ; 87 ; 2.575.380 ; 132 ; 9.599.977 ; 7 ; 4.095.444 ;;; 7 ; 4.095.444 ; 139 ; 13.695.421 ;;;;
103;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 2 ; 35.093 ; 97 ; 2.450.493 ; 119 ; 479.581 ; 1.200 ; 3.863.043 ; 1.418 ; 6.828.210 ; 205 ; 6.246.004 ; 19 ; 386.450 ; 224 ; 6.632.454 ; 1.642 ; 13.460.664 ;;;;
104;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 11 ; 207.394 ; 112 ; 2.563.161 ; 212 ; 1.990.172 ; 416 ; 3.386.393 ; 751 ; 8.147.121 ; 162 ; 4.362.660 ; 6 ; 635.000 ; 168 ; 4.997.660 ; 919 ; 13.144.781 ;;;;
105;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 8 ; 348.442 ;;; 19 ; 5.689.687 ; 27 ; 6.038.129 ; 17 ; 6.030.729 ;;; 17 ; 6.030.729 ; 44 ; 12.068.858 ;;;;
106;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 2 ; 115.500 ; 18 ; 380.203 ; 35 ; 493.676 ; 509 ; 5.041.851 ; 564 ; 6.031.230 ; 110 ; 5.377.726 ; 12 ; 587.100 ; 122 ; 5.964.826 ; 686 ; 11.996.056 ;;;;
107;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 8 ; 344.711 ; 70 ; 185.447 ; 426 ; 4.967.345 ; 504 ; 5.497.502 ; 207 ; 5.737.422 ; 9 ; 681.060 ; 216 ; 6.418.482 ; 720 ; 11.915.984 ;;;;
108;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 99 ; 728.200 ; 214 ; 3.239.541 ; 313 ; 3.967.740 ; 203 ; 4.935.435 ; 31 ; 2.453.826 ; 234 ; 7.389.260 ; 547 ; 11.357.001 ;;;;
109;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 1 ; 15.000 ; 123 ; 2.874.709 ; 11 ; 48.402 ; 395 ; 2.451.478 ; 530 ; 5.389.588 ; 224 ; 5.293.152 ; 6 ; 55.524 ; 230 ; 5.348.677 ; 760 ; 10.738.265 ;;;;
110;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 267 ; 606.154 ; 688 ; 4.794.330 ; 955 ; 5.400.484 ; 185 ; 4.519.934 ; 3 ; 61.300 ; 188 ; 4.581.234 ; 1.143 ; 9.981.718 ;;;;
111;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 13 ; 3.383.883 ; 11 ; 552.881 ; 7 ; 1.147.385 ; 9 ; 84.199 ; 40 ; 5.168.349 ;;; 7 ; 3.850.000 ; 7 ; 3.850.000 ; 47 ; 9.018.349 ;;;;
112;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 2 ; 443.000 ;;; 8 ; 3.801.952 ; 49 ; 151.845 ; 59 ; 4.396.796 ; 2 ; 80.000 ; 4 ; 4.153.000 ; 6 ; 4.233.000 ; 65 ; 8.629.796 ;;;;
113;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 26 ; 484.609 ; 242 ; 297.551 ; 1.244 ; 2.599.400 ; 1.512 ; 3.381.559 ; 164 ; 3.913.708 ; 32 ; 1.098.200 ; 196 ; 5.011.908 ; 1.708 ; 8.393.467 ;;;;
114;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 2.269 ; 24 ; 1.223.784 ; 27 ; 886.615 ; 331 ; 1.911.903 ; 383 ; 4.024.571 ; 64 ; 3.090.991 ; 10 ; 828.480 ; 74 ; 3.919.471 ; 457 ; 7.944.041 ;;;;
115;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;;;;;; -   ; -   ; 3 ; 3.949.980 ; 3 ; 3.949.980 ; 6 ; 7.899.960 ; 6 ; 7.899.960 ;;;;
116;07.679.404;BANCO TOPÁZIO S.A.; 1 ; 48.333 ; 3 ; 13.728 ; 4 ; 25.905 ; 61 ; 3.867.593 ; 69 ; 3.955.559 ; 35 ; 3.790.271 ; 1 ; 54.000 ; 36 ; 3.844.271 ; 105 ; 7.799.830 ;;;;
117;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;;;; 265 ; 507.958 ; 690 ; 3.684.186 ; 955 ; 4.192.144 ; 275 ; 3.147.995 ; 2 ; 1.208 ; 277 ; 3.149.203 ; 1.232 ; 7.341.347 ;;;;
118;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 17 ; 387.840 ; 44 ; 448.954 ; 169 ; 2.458.459 ; 230 ; 3.295.253 ; 8 ; 3.596.576 ; 2 ; 84.501 ; 10 ; 3.681.077 ; 240 ; 6.976.330 ;;;;
119;33.042.151;BANCO DE LA NACION ARGENTINA; 4 ; 949.577 ; 10 ; 1.253.073 ; 271 ; 400.420 ; 66 ; 111.418 ; 351 ; 2.714.489 ; 1 ; 250.000 ; 9 ; 3.900.000 ; 10 ; 4.150.000 ; 361 ; 6.864.489 ;;;;
120;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 1 ; 953 ; 36 ; 41.168 ; 1.496 ; 3.349.999 ; 1.533 ; 3.392.119 ; 171 ; 3.255.960 ;;; 171 ; 3.255.960 ; 1.704 ; 6.648.079 ;;;;
121;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;;; 28 ; 901.786 ; 14 ; 798.336 ; 86 ; 1.553.060 ; 128 ; 3.253.182 ; 77 ; 2.425.419 ; 1 ; 770.000 ; 78 ; 3.195.419 ; 206 ; 6.448.601 ;;;;
122;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 17 ; 650.771 ; 51 ; 942.324 ; 129 ; 191.115 ; 723 ; 1.817.999 ; 920 ; 3.602.209 ; 181 ; 2.321.061 ; 10 ; 368.838 ; 191 ; 2.689.899 ; 1.111 ; 6.292.108 ;;;;
123;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 27 ; 406.348 ; 25 ; 64.035 ; 70 ; 2.621.177 ; 122 ; 3.091.560 ; 205 ; 3.008.627 ; 2 ; 42.498 ; 207 ; 3.051.125 ; 329 ; 6.142.685 ;;;;
124;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 4 ; 62.625 ; 11 ; 177.725 ; 184 ; 1.336.829 ; 351 ; 2.651.624 ; 550 ; 4.228.803 ; 177 ; 1.499.151 ; 12 ; 107.093 ; 189 ; 1.606.244 ; 739 ; 5.835.047 ;;;;
125;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 208 ; 1.646.450 ; 319 ; 2.822.689 ; 527 ; 4.469.139 ; 79 ; 1.134.457 ; 6 ; 13.077 ; 85 ; 1.147.534 ; 612 ; 5.616.674 ;;;;
126;14.388.334;PARANÁ BANCO S.A.; 2 ; 1.041.326 ; 3 ; 874.135 ; 1 ; 100 ; 8 ; 26.866 ; 14 ; 1.942.428 ; 1 ; 500.000 ; 4 ; 3.100.000 ; 5 ; 3.600.000 ; 19 ; 5.542.428 ;;;;
127;04.902.979;BANCO DA AMAZONIA S.A.; 25 ; 1.829.868 ; 11 ; 819.272 ; 12 ; 91.085 ; 48 ; 411.717 ; 96 ; 3.151.942 ; 5 ; 680.000 ; 7 ; 1.280.000 ; 12 ; 1.960.000 ; 108 ; 5.111.942 ;;;;
128;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 156 ; 413.714 ; 706 ; 1.498.123 ; 862 ; 1.911.837 ; 158 ; 2.110.716 ; 16 ; 1.055.000 ; 174 ; 3.165.716 ; 1.036 ; 5.077.553 ;;;;
129;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 152 ; 492.210 ; 304 ; 2.208.466 ; 456 ; 2.700.675 ; 196 ; 1.977.698 ; 7 ; 277.041 ; 203 ; 2.254.738 ; 659 ; 4.955.414 ;;;;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 4.000 ; 100 ; 195.323 ; 390 ; 2.362.532 ; 491 ; 2.561.855 ; 76 ; 2.256.537 ; 6 ; 61.073 ; 82 ; 2.317.611 ; 573 ; 4.879.465 ;;;;
131;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 990 ; 356.708 ; 1.993 ; 2.366.370 ; 2.983 ; 2.723.078 ; 57 ; 2.094.115 ;;; 57 ; 2.094.115 ; 3.040 ; 4.817.193 ;;;;
132;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;;;; 2 ; 325.500 ; 16 ; 2.009.036 ; 18 ; 2.334.536 ; 4 ; 2.181.000 ; 1 ; 200.000 ; 5 ; 2.381.000 ; 23 ; 4.715.536 ;;;;
133;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 27 ; 246.042 ; 150 ; 2.046.448 ; 177 ; 2.292.490 ; 160 ; 2.010.950 ; 4 ; 216.726 ; 164 ; 2.227.675 ; 341 ; 4.520.166 ;;;;
134;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 3 ; 31.556 ; 13 ; 120.089 ; 28 ; 201.400 ; 273 ; 1.677.294 ; 317 ; 2.030.338 ; 148 ; 1.683.189 ; 17 ; 123.697 ; 165 ; 1.806.886 ; 482 ; 3.837.225 ;;;;
135;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;;; 397 ; 241.638 ; 1.339 ; 1.661.518 ; 1.736 ; 1.903.155 ; 60 ; 1.478.755 ; 6 ; 168.000 ; 66 ; 1.646.755 ; 1.802 ; 3.549.910 ;;;;
136;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 327 ; 1.744.458 ; 1 ; 2.420 ; 328 ; 1.746.879 ; 1 ; 2.420 ; 22 ; 1.744.415 ; 23 ; 1.746.835 ; 351 ; 3.493.714 ;;;;
137;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 96 ; 258.086 ; 221 ; 1.728.599 ; 317 ; 1.986.685 ; 143 ; 1.455.795 ;;; 143 ; 1.455.795 ; 460 ; 3.442.480 ;;;;
138;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 165 ; 159.001 ; 815 ; 1.997.227 ; 980 ; 2.156.228 ; 25 ; 1.255.610 ;;; 25 ; 1.255.610 ; 1.005 ; 3.411.838 ;;;;
139;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 3 ; 135.083 ; 53 ; 1.178.180 ; 9 ; 37.744 ; 91 ; 203.073 ; 156 ; 1.554.081 ; 104 ; 1.365.867 ; 9 ; 157.442 ; 113 ; 1.523.308 ; 269 ; 3.077.389 ;;;;
140;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 137 ; 517.148 ; 161 ; 1.492.316 ; 298 ; 2.009.464 ; 85 ; 967.772 ;;; 85 ; 967.772 ; 383 ; 2.977.236 ;;;;
141;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 14 ; 831.603 ; 5 ; 10.482 ; 46 ; 600.955 ; 65 ; 1.443.041 ; 41 ; 1.403.278 ; 1 ; 9.051 ; 42 ; 1.412.329 ; 107 ; 2.855.370 ;;;;
142;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 1 ; 200.000 ; 2 ; 25.968 ; 27 ; 642.893 ; 17 ; 564.774 ; 47 ; 1.433.635 ; 3 ; 507.763 ; 5 ; 827.649 ; 8 ; 1.335.413 ; 55 ; 2.769.048 ;;;;
143;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 64 ; 387.412 ; 150 ; 1.136.431 ; 214 ; 1.523.844 ; 105 ; 733.251 ;;; 105 ; 733.251 ; 319 ; 2.257.094 ;;;;
144;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 3 ; 2.129.572 ; 2 ; 13.092 ; 5 ; 2.142.664 ;;;;; -   ; -   ; 5 ; 2.142.664 ;;;;
145;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 25 ; 129.030 ; 2 ; 8.380 ; 111 ; 459.736 ; 336 ; 723.278 ; 474 ; 1.320.424 ; 36 ; 390.626 ; 5 ; 235.080 ; 41 ; 625.706 ; 515 ; 1.946.130 ;;;;
146;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 11.601 ; 9 ; 12.065 ; 511 ; 890.386 ; 522 ; 914.052 ; 78 ; 937.370 ; 2 ; 40.000 ; 80 ; 977.370 ; 602 ; 1.891.422 ;;;;
