Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Mar/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
64;58.616.418;BANCO FIBRA S.A.; 255 ; 19.325.844 ; 629 ; 48.948.194 ; 244 ; 37.235.971 ; 579 ; 45.261.512 ; 1.707 ; 150.771.520 ; 115 ; 94.943.900 ; 84 ; 40.007.215 ; 199 ; 134.951.114 ; 1.906 ; 285.722.634 ;;;;
65;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 2 ; 37.857 ; 124 ; 93.788.003 ; 53 ; 13.734.713 ; 705 ; 33.330.914 ; 884 ; 140.891.487 ; 113 ; 123.910.000 ; 8 ; 10.550.000 ; 121 ; 134.460.000 ; 1.005 ; 275.351.487 ;;;;
66;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 1.638 ; 86.864.637 ; 746 ; 31.510.736 ; 396 ; 16.928.226 ; 976 ; 10.784.711 ; 3.756 ; 146.088.309 ; 74 ; 34.612.260 ; 219 ; 94.468.789 ; 293 ; 129.081.048 ; 4.049 ; 275.169.357 ;;;;
67;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 87 ; 67.613.320 ; 117 ; 13.349.410 ; 57 ; 10.830.991 ; 119 ; 11.311.581 ; 380 ; 103.105.301 ; 30 ; 37.377.877 ; 44 ; 90.394.567 ; 74 ; 127.772.444 ; 454 ; 230.877.746 ;;;;
68;60.889.128;BANCO SOFISA S.A.; 260 ; 34.935.893 ; 247 ; 17.292.876 ; 73 ; 6.907.288 ; 308 ; 47.145.716 ; 888 ; 106.281.772 ; 36 ; 31.073.470 ; 24 ; 89.185.329 ; 60 ; 120.258.799 ; 948 ; 226.540.571 ;;;;
69;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 43 ; 1.140.060 ; 1.323 ; 43.292.113 ; 644 ; 8.812.879 ; 1.980 ; 52.142.434 ; 3.990 ; 105.387.486 ; 2.689 ; 101.003.062 ; 394 ; 15.575.177 ; 3.083 ; 116.578.240 ; 7.073 ; 221.965.726 ;;;;
70;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 374 ; 1.228.757 ; 5.080 ; 98.009.490 ; 5.454 ; 99.238.248 ; 1.034 ; 108.973.409 ; 85 ; 12.034.126 ; 1.119 ; 121.007.535 ; 6.573 ; 220.245.782 ;;;;
71;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 15 ; 970.208 ; 715 ; 18.884.180 ; 1.427 ; 7.522.357 ; 5.039 ; 51.785.128 ; 7.196 ; 79.161.873 ; 3.296 ; 100.978.293 ; 1.271 ; 38.826.238 ; 4.567 ; 139.804.531 ; 11.763 ; 218.966.404 ;;;;
72;61.186.680;BANCO BMG S.A.; 4 ; 2.250.000 ;;; 1 ; 400 ; 35 ; 98.186.741 ; 40 ; 100.437.141 ; 8 ; 112.800.000 ; 5 ; 2.950.000 ; 13 ; 115.750.000 ; 53 ; 216.187.141 ;;;;
73;62.144.175;BANCO PINE S.A.; 17 ; 41.463.079 ; 31 ; 20.514.350 ; 17 ; 31.005.365 ; 150 ; 35.397.109 ; 215 ; 128.379.903 ; 5 ; 55.000.000 ; 1 ; 30.000.000 ; 6 ; 85.000.000 ; 221 ; 213.379.903 ;;;;
74;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 13 ; 543.333 ; 31 ; 3.853.954 ; 94 ; 41.113.257 ; 180 ; 23.051.148 ; 318 ; 68.561.693 ; 105 ; 67.188.623 ; 55 ; 73.517.669 ; 160 ; 140.706.293 ; 478 ; 209.267.986 ;;;;
75;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 137 ; 173.703 ; 373 ; 8.992.772 ; 510 ; 9.166.474 ; 1.021 ; 97.076.826 ; 546 ; 88.266.997 ; 1.567 ; 185.343.824 ; 2.077 ; 194.510.298 ;;;;
76;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 1.382.108 ; 16 ; 6.512.042 ; 110 ; 51.988.600 ; 1.095 ; 70.883.222 ; 1.222 ; 130.765.973 ; 26 ; 33.790.707 ; 14 ; 9.710.250 ; 40 ; 43.500.957 ; 1.262 ; 174.266.930 ;;;;
77;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 39 ; 15.958.719 ; 4 ; 916.332 ; 10 ; 17.441 ; 19 ; 203.623 ; 72 ; 17.096.114 ; 79 ; 63.810.000 ; 151 ; 88.950.000 ; 230 ; 152.760.000 ; 302 ; 169.856.114 ;;;;
78;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 857 ; 45.021.204 ; 872 ; 29.330.000 ; 360 ; 6.428.653 ; 722 ; 38.267.861 ; 2.811 ; 119.047.718 ; 79 ; 29.068.477 ; 30 ; 17.960.082 ; 109 ; 47.028.560 ; 2.920 ; 166.076.277 ;;;;
79;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 88 ; 30.349.505 ; 105 ; 52.714.320 ; 193 ; 83.063.825 ; 92 ; 50.109.610 ; 42 ; 27.743.750 ; 134 ; 77.853.360 ; 327 ; 160.917.185 ;;;;
80;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 38 ; 32.998.500 ; 2 ; 37.502 ; 7 ; 35.700.000 ; 30 ; 903.092 ; 77 ; 69.639.094 ; 3 ; 4.544.100 ; 20 ; 72.000.000 ; 23 ; 76.544.100 ; 100 ; 146.183.194 ;;;;
81;10.690.848;BANCO DA CHINA BRASIL S.A.; 17 ; 1.974.341 ; 56 ; 4.539.194 ; 36 ; 58.838.121 ; 112 ; 7.069.636 ; 221 ; 72.421.292 ; 31 ; 10.920.858 ; 24 ; 60.120.862 ; 55 ; 71.041.720 ; 276 ; 143.463.012 ;;;;
82;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 65 ; 1.811.673 ; 1.349 ; 28.645.203 ; 449 ; 5.753.679 ; 4.496 ; 37.709.082 ; 6.359 ; 73.919.636 ; 1.490 ; 58.920.127 ; 17 ; 600.938 ; 1.507 ; 59.521.065 ; 7.866 ; 133.440.701 ;;;;
83;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 27 ; 6.326.199 ; 69 ; 15.264.652 ; 40 ; 25.996.978 ; 156 ; 23.133.590 ; 292 ; 70.721.419 ; 30 ; 36.311.765 ; 14 ; 25.212.748 ; 44 ; 61.524.514 ; 336 ; 132.245.933 ;;;;
84;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 80 ; 1.548.723 ; 1.767 ; 40.230.506 ; 467 ; 11.037.808 ; 1.904 ; 23.917.728 ; 4.218 ; 76.734.764 ; 1.016 ; 53.497.615 ; 28 ; 1.930.856 ; 1.044 ; 55.428.471 ; 5.262 ; 132.163.235 ;;;;
85;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 22 ; 310.882 ; 1.439 ; 35.309.790 ; 2.523 ; 6.095.037 ; 3.105 ; 25.671.463 ; 7.089 ; 67.387.172 ; 1.313 ; 59.283.805 ; 72 ; 4.712.258 ; 1.385 ; 63.996.062 ; 8.474 ; 131.383.234 ;;;;
86;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 179 ; 25.563.757 ; 423 ; 35.021.711 ; 23 ; 792.081 ; 170 ; 4.364.949 ; 795 ; 65.742.498 ; 164 ; 37.957.471 ; 80 ; 24.187.733 ; 244 ; 62.145.204 ; 1.039 ; 127.887.702 ;;;;
87;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;;; 45 ; 1.077.417 ; 158 ; 50.346.171 ; 181 ; 17.123.425 ; 384 ; 68.547.013 ; 67 ; 9.871.346 ; 55 ; 41.220.207 ; 122 ; 51.091.554 ; 506 ; 119.638.567 ;;;;
88;19.307.785;MSB BANK S.A. BANCO DE CÂMBIO;;; 5 ; 211.911 ; 66 ; 17.036.648 ; 520 ; 10.939.358 ; 591 ; 28.187.917 ; 316 ; 38.834.344 ; 450 ; 47.025.115 ; 766 ; 85.859.459 ; 1.357 ; 114.047.376 ;;;;
89;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 3 ; 68.567 ; 175 ; 2.328.995 ; 1.123 ; 4.894.350 ; 4.437 ; 41.788.719 ; 5.738 ; 49.080.632 ; 2.129 ; 46.474.375 ; 110 ; 7.387.187 ; 2.239 ; 53.861.562 ; 7.977 ; 102.942.194 ;;;;
90;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 835 ; 39.742.049 ; 1 ; 120 ; 176 ; 8.041.906 ; 1.012 ; 47.784.075 ; 709 ; 49.256.422 ; 18 ; 1.486.192 ; 727 ; 50.742.614 ; 1.739 ; 98.526.689 ;;;;
91;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 37 ; 1.005.125 ; 1.492 ; 5.262.168 ; 2.617 ; 43.530.014 ; 4.146 ; 49.797.307 ; 1.572 ; 39.363.447 ; 10 ; 120.383 ; 1.582 ; 39.483.829 ; 5.728 ; 89.281.136 ;;;;
92;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 7 ; 63.394 ; 420 ; 15.235.320 ; 451 ; 1.600.827 ; 1.591 ; 14.905.463 ; 2.469 ; 31.805.004 ; 1.205 ; 42.205.781 ; 85 ; 13.718.116 ; 1.290 ; 55.923.896 ; 3.759 ; 87.728.900 ;;;;
93;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 3.790 ; 463 ; 3.735.133 ; 1.203 ; 13.369.377 ; 1.667 ; 17.108.300 ; 520 ; 37.771.115 ; 120 ; 28.162.800 ; 640 ; 65.933.915 ; 2.307 ; 83.042.215 ;;;;
94;59.285.411;BANCO PAN S.A.; 34 ; 14.358.076 ;;; 21 ; 707.365 ; 74 ; 9.935.701 ; 129 ; 25.001.142 ; 2 ; 8.437.545 ; 28 ; 47.580.000 ; 30 ; 56.017.545 ; 159 ; 81.018.687 ;;;;
95;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 47 ; 709.654 ; 751 ; 15.913.195 ; 290 ; 5.122.986 ; 1.678 ; 18.153.316 ; 2.766 ; 39.899.152 ; 1.564 ; 34.572.278 ; 216 ; 6.081.775 ; 1.780 ; 40.654.053 ; 4.546 ; 80.553.205 ;;;;
96;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 23 ; 33.972 ; 182 ; 38.534.786 ; 205 ; 38.568.758 ; 806 ; 38.600.903 ; 1 ; 100.000 ; 807 ; 38.700.903 ; 1.012 ; 77.269.662 ;;;;
97;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 22 ; 329.123 ; 206 ; 3.663.676 ; 247 ; 1.232.729 ; 4.228 ; 31.641.426 ; 4.703 ; 36.866.953 ; 1.710 ; 35.492.187 ; 42 ; 1.707.191 ; 1.752 ; 37.199.378 ; 6.455 ; 74.066.331 ;;;;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 26.041 ; 131 ; 3.304.293 ; 1.728 ; 2.474.919 ; 4.950 ; 24.374.246 ; 6.811 ; 30.179.499 ; 962 ; 31.467.026 ; 68 ; 6.377.528 ; 1.030 ; 37.844.555 ; 7.841 ; 68.024.054 ;;;;
99;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 647 ; 28.630.635 ; 25 ; 596.149 ; 236 ; 4.651.147 ; 908 ; 33.877.931 ; 438 ; 32.954.810 ; 5 ; 278.255 ; 443 ; 33.233.065 ; 1.351 ; 67.110.996 ;;;;
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 56 ; 1.326.427 ; 555 ; 14.860.099 ; 369 ; 1.666.599 ; 2.142 ; 18.042.869 ; 3.122 ; 35.895.993 ; 2.066 ; 29.878.171 ; 5 ; 67.661 ; 2.071 ; 29.945.832 ; 5.193 ; 65.841.826 ;;;;
101;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 9 ; 12.500.000 ; 6 ; 13.826.010 ; 7 ; 392.480 ; 37 ; 5.964.458 ; 59 ; 32.682.948 ; 15 ; 20.759.726 ; 18 ; 12.200.000 ; 33 ; 32.959.726 ; 92 ; 65.642.673 ;;;;
102;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 36 ; 336.098 ; 753 ; 15.544.380 ; 240 ; 3.443.430 ; 1.322 ; 14.542.235 ; 2.351 ; 33.866.143 ; 2.254 ; 28.966.657 ; 95 ; 2.659.109 ; 2.349 ; 31.625.767 ; 4.700 ; 65.491.910 ;;;;
103;92.894.922;BANCO ORIGINAL S.A.; 22 ; 9.461.526 ; 135 ; 28.926.356 ; 55 ; 334.405 ; 344 ; 5.151.811 ; 556 ; 43.874.099 ; 30 ; 17.998.176 ; 6 ; 790 ; 36 ; 17.998.966 ; 592 ; 61.873.064 ;;;;
104;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 28 ; 1.276.061 ; 231 ; 460.709 ; 1.741 ; 25.718.472 ; 2.000 ; 27.455.241 ; 834 ; 28.895.785 ; 22 ; 2.349.060 ; 856 ; 31.244.846 ; 2.856 ; 58.700.087 ;;;;
105;33.042.151;BANCO DE LA NACION ARGENTINA; 16 ; 7.603.191 ; 23 ; 1.401.067 ; 911 ; 1.177.720 ; 261 ; 668.444 ; 1.211 ; 10.850.423 ; 16 ; 16.980.135 ; 27 ; 27.947.644 ; 43 ; 44.927.779 ; 1.254 ; 55.778.202 ;;;;
106;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 6 ; 114.905 ; 442 ; 12.379.643 ; 32 ; 144.656 ; 2.972 ; 13.961.661 ; 3.452 ; 26.600.866 ; 1.004 ; 26.384.138 ; 22 ; 291.486 ; 1.026 ; 26.675.625 ; 4.478 ; 53.276.490 ;;;;
107;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 3 ; 49.882 ; 325 ; 10.117.677 ; 408 ; 2.028.155 ; 5.045 ; 14.077.354 ; 5.781 ; 26.273.068 ; 711 ; 23.745.342 ; 84 ; 1.583.440 ; 795 ; 25.328.782 ; 6.576 ; 51.601.850 ;;;;
108;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 60 ; 1.064.371 ; 438 ; 9.869.997 ; 635 ; 6.099.190 ; 1.586 ; 14.322.689 ; 2.719 ; 31.356.247 ; 615 ; 18.349.928 ; 15 ; 1.304.054 ; 630 ; 19.653.981 ; 3.349 ; 51.010.228 ;;;;
109;07.679.404;BANCO TOPÁZIO S.A.; 19 ; 1.851.493 ; 12 ; 102.129 ; 52 ; 1.062.000 ; 211 ; 23.168.116 ; 294 ; 26.183.738 ; 119 ; 22.457.094 ; 17 ; 2.093.000 ; 136 ; 24.550.094 ; 430 ; 50.733.832 ;;;;
110;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 9 ; 5.705.589 ; 7 ; 430.716 ; 93 ; 18.690.906 ; 44 ; 865.818 ; 153 ; 25.693.029 ; 12 ; 920.674 ; 28 ; 23.940.339 ; 40 ; 24.861.013 ; 193 ; 50.554.043 ;;;;
111;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 72 ; 1.423.676 ; 893 ; 1.153.940 ; 4.678 ; 10.806.091 ; 5.643 ; 13.383.706 ; 620 ; 22.673.975 ; 154 ; 11.433.318 ; 774 ; 34.107.293 ; 6.417 ; 47.490.999 ;;;;
112;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 364 ; 2.443.037 ; 863 ; 14.047.270 ; 1.227 ; 16.490.308 ; 963 ; 20.781.066 ; 114 ; 9.205.205 ; 1.077 ; 29.986.271 ; 2.304 ; 46.476.579 ;;;;
113;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 8 ; 15.109 ; 319 ; 363.494 ; 9.535 ; 21.991.422 ; 9.862 ; 22.370.025 ; 847 ; 21.624.191 ;;; 847 ; 21.624.191 ; 10.709 ; 43.994.215 ;;;;
114;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 4 ; 315.500 ; 75 ; 1.645.357 ; 144 ; 2.737.774 ; 1.967 ; 18.021.404 ; 2.190 ; 22.720.036 ; 398 ; 18.062.493 ; 31 ; 1.623.508 ; 429 ; 19.686.001 ; 2.619 ; 42.406.037 ;;;;
115;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 74 ; 4.670.757 ;;; 58 ; 16.219.346 ; 132 ; 20.890.103 ; 74 ; 20.882.557 ;;; 74 ; 20.882.557 ; 206 ; 41.772.661 ;;;;
116;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 1 ; 2.500 ; 899 ; 1.773.315 ; 2.395 ; 18.129.879 ; 3.295 ; 19.905.694 ; 647 ; 16.080.108 ; 26 ; 112.740 ; 673 ; 16.192.848 ; 3.968 ; 36.098.542 ;;;;
117;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 55 ; 1.800.815 ; 150 ; 1.191.359 ; 1.021 ; 12.966.079 ; 1.226 ; 15.958.253 ; 25 ; 16.339.535 ; 5 ; 2.663.026 ; 30 ; 19.002.560 ; 1.256 ; 34.960.813 ;;;;
118;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 47 ; 8.588.195 ; 41 ; 1.584.514 ; 20 ; 7.161.095 ; 39 ; 5.423.777 ; 147 ; 22.757.581 ; 2 ; 1.000.000 ; 16 ; 8.250.000 ; 18 ; 9.250.000 ; 165 ; 32.007.581 ;;;;
119;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 103 ; 1.961.120 ; 79 ; 258.257 ; 233 ; 13.601.678 ; 415 ; 15.821.055 ; 808 ; 15.512.749 ; 6 ; 247.842 ; 814 ; 15.760.591 ; 1.229 ; 31.581.645 ;;;;
120;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;;;; 738 ; 1.417.237 ; 2.232 ; 15.191.823 ; 2.970 ; 16.609.060 ; 1.141 ; 13.772.958 ; 3 ; 16.108 ; 1.144 ; 13.789.066 ; 4.114 ; 30.398.126 ;;;;
121;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 2 ; 57.268 ; 106 ; 3.507.404 ; 99 ; 2.428.443 ; 1.319 ; 9.240.053 ; 1.526 ; 15.233.167 ; 238 ; 11.939.293 ; 27 ; 1.708.185 ; 265 ; 13.647.478 ; 1.791 ; 28.880.646 ;;;;
122;04.902.979;BANCO DA AMAZONIA S.A.; 90 ; 6.837.605 ; 63 ; 4.788.994 ; 48 ; 570.041 ; 176 ; 2.577.915 ; 377 ; 14.774.555 ; 19 ; 5.513.573 ; 31 ; 5.493.520 ; 50 ; 11.007.092 ; 427 ; 25.781.647 ;;;;
123;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 51 ; 2.046.516 ; 194 ; 4.109.731 ; 422 ; 746.736 ; 3.044 ; 6.931.339 ; 3.711 ; 13.834.322 ; 653 ; 9.800.835 ; 35 ; 1.515.434 ; 688 ; 11.316.270 ; 4.399 ; 25.150.592 ;;;;
124;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;;; 99 ; 2.867.782 ; 21 ; 955.234 ; 415 ; 8.246.806 ; 535 ; 12.069.823 ; 309 ; 10.953.885 ; 3 ; 803.120 ; 312 ; 11.757.005 ; 847 ; 23.826.827 ;;;;
125;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 14 ; 157.202 ; 35 ; 736.936 ; 435 ; 2.559.792 ; 1.225 ; 10.532.495 ; 1.709 ; 13.986.425 ; 806 ; 8.849.950 ; 35 ; 301.847 ; 841 ; 9.151.797 ; 2.550 ; 23.138.222 ;;;;
126;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 522 ; 1.651.246 ; 1.272 ; 10.796.310 ; 1.794 ; 12.447.556 ; 862 ; 9.865.676 ; 35 ; 723.452 ; 897 ; 10.589.127 ; 2.691 ; 23.036.684 ;;;;
127;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 6.104 ; 457 ; 668.627 ; 2.839 ; 6.074.795 ; 3.298 ; 6.749.526 ; 615 ; 10.452.698 ; 53 ; 4.952.237 ; 668 ; 15.404.935 ; 3.966 ; 22.154.462 ;;;;
128;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 100 ; 504.458 ; 583 ; 9.999.465 ; 683 ; 10.503.924 ; 662 ; 10.004.416 ; 15 ; 536.599 ; 677 ; 10.541.015 ; 1.360 ; 21.044.939 ;;;;
129;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 656 ; 5.046.813 ; 999 ; 9.758.359 ; 1.655 ; 14.805.172 ; 287 ; 4.502.605 ; 14 ; 35.271 ; 301 ; 4.537.875 ; 1.956 ; 19.343.047 ;;;;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 4 ; 28.423 ; 276 ; 543.488 ; 1.280 ; 9.344.048 ; 1.560 ; 9.915.958 ; 291 ; 9.067.641 ; 24 ; 156.243 ; 315 ; 9.223.884 ; 1.875 ; 19.139.842 ;;;;
131;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 22 ; 4.089.430 ;;; 20 ; 3.849.696 ; 242 ; 809.910 ; 284 ; 8.749.036 ; 14 ; 543.018 ; 26 ; 7.789.522 ; 40 ; 8.332.540 ; 324 ; 17.081.576 ;;;;
132;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;; 1 ; 0 ; 5 ; 566 ; 6 ; 567 ; 19 ; 8.422.500 ; 13 ; 8.421.710 ; 32 ; 16.844.210 ; 38 ; 16.844.776 ;;;;
133;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 2.935 ; 1.002.263 ; 7.396 ; 8.417.740 ; 10.331 ; 9.420.003 ; 193 ; 7.365.851 ;;; 193 ; 7.365.851 ; 10.524 ; 16.785.854 ;;;;
134;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 3.000 ; 1.230 ; 669.387 ; 5.812 ; 7.450.858 ; 7.043 ; 8.123.245 ; 229 ; 7.092.783 ; 17 ; 429.000 ; 246 ; 7.521.783 ; 7.289 ; 15.645.028 ;;;;
135;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 8 ; 84.055 ; 63 ; 598.433 ; 117 ; 1.069.867 ; 973 ; 6.827.295 ; 1.161 ; 8.579.650 ; 534 ; 6.527.282 ; 51 ; 276.913 ; 585 ; 6.804.195 ; 1.746 ; 15.383.845 ;;;;
136;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 19 ; 642.517 ; 228 ; 5.433.841 ; 31 ; 207.579 ; 432 ; 1.144.731 ; 710 ; 7.428.668 ; 409 ; 6.414.680 ; 30 ; 687.026 ; 439 ; 7.101.707 ; 1.149 ; 14.530.375 ;;;;
137;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 17.967 ;;; 1.076 ; 7.135.521 ; 17 ; 91.110 ; 1.094 ; 7.244.597 ; 16 ; 93.895 ; 75 ; 7.156.236 ; 91 ; 7.250.131 ; 1.185 ; 14.494.729 ;;;;
138;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 328 ; 769.379 ; 792 ; 6.996.730 ; 1.120 ; 7.766.109 ; 558 ; 6.246.861 ;;; 558 ; 6.246.861 ; 1.678 ; 14.012.970 ;;;;
139;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 538 ; 496.291 ; 2.587 ; 6.829.048 ; 3.125 ; 7.325.339 ; 88 ; 5.842.970 ;;; 88 ; 5.842.970 ; 3.213 ; 13.168.309 ;;;;
140;14.388.334;PARANÁ BANCO S.A.; 12 ; 4.625.147 ; 5 ; 1.012.386 ; 1 ; 100 ; 15 ; 41.996 ; 33 ; 5.679.629 ; 1 ; 500.000 ; 7 ; 4.770.000 ; 8 ; 5.270.000 ; 41 ; 10.949.629 ;;;;
141;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 469 ; 1.902.847 ; 570 ; 4.886.748 ; 1.039 ; 6.789.596 ; 268 ; 2.950.609 ;;; 268 ; 2.950.609 ; 1.307 ; 9.740.205 ;;;;
142;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 46 ; 2.236.999 ; 15 ; 39.422 ; 192 ; 2.258.300 ; 253 ; 4.534.722 ; 147 ; 4.612.556 ; 6 ; 231.943 ; 153 ; 4.844.499 ; 406 ; 9.379.220 ;;;;
143;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 226 ; 1.422.342 ; 527 ; 4.088.788 ; 753 ; 5.511.131 ; 390 ; 2.670.273 ;;; 390 ; 2.670.273 ; 1.143 ; 8.181.404 ;;;;
144;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 11.601 ; 50 ; 55.901 ; 1.934 ; 3.440.609 ; 1.986 ; 3.508.111 ; 315 ; 3.488.116 ; 3 ; 44.257 ; 318 ; 3.532.374 ; 2.304 ; 7.040.485 ;;;;
145;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 67 ; 333.982 ; 5 ; 65.422 ; 239 ; 1.027.112 ; 1.268 ; 2.830.629 ; 1.579 ; 4.257.145 ; 194 ; 2.070.131 ; 16 ; 549.228 ; 210 ; 2.619.359 ; 1.789 ; 6.876.503 ;;;;
146;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 41 ; 43.447 ; 472 ; 2.793.516 ; 513 ; 2.836.962 ; 332 ; 2.844.660 ; 12 ; 65.184 ; 344 ; 2.909.844 ; 857 ; 5.746.806 ;;;;
147;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 1.476 ; 925.882 ; 3.247 ; 2.796.050 ; 4.723 ; 3.721.932 ; 200 ; 1.857.987 ;;; 200 ; 1.857.987 ; 4.923 ; 5.579.919 ;;;;
