Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Nov/2015;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;
65;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 7.406 ; 327.127.518 ; 2.558 ; 105.873.822 ; 1.109 ; 107.319.723 ; 3.023 ; 91.304.486 ; 14.096 ; 631.625.549 ; 212 ; 81.775.974 ; 854 ; 314.304.526 ; 1.066 ; 396.080.500 ; 15.162 ; 1.027.706.049 ;
66;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 212 ; 6.286.488 ; 7.157 ; 244.458.535 ; 3.269 ; 38.939.196 ; 10.189 ; 198.218.436 ; 20.827 ; 487.902.655 ; 12.839 ; 460.124.288 ; 1.750 ; 62.653.489 ; 14.589 ; 522.777.778 ; 35.416 ; 1.010.680.433 ;
67;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 777 ; 42.034.357 ; 16.188 ; 30.016.199 ; 28.960 ; 166.259.266 ; 45.925 ; 238.309.822 ; 16.222 ; 457.323.501 ; 942 ; 279.045.886 ; 17.164 ; 736.369.387 ; 63.089 ; 974.679.208 ;
68;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 553 ; 1.054.757 ; 1.492 ; 27.276.479 ; 2.045 ; 28.331.237 ; 3.811 ; 476.398.050 ; 1.839 ; 450.170.796 ; 5.650 ; 926.568.846 ; 7.695 ; 954.900.082 ;
69;60.889.128;BANCO SOFISA S.A.; 974 ; 230.384.252 ; 776 ; 56.340.604 ; 237 ; 51.540.405 ; 1.082 ; 74.153.852 ; 3.069 ; 412.419.113 ; 125 ; 171.055.242 ; 121 ; 344.013.076 ; 246 ; 515.068.318 ; 3.315 ; 927.487.431 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 579 ; 18.364.423 ; 7.981 ; 305.252.975 ; 3.818 ; 84.905.277 ; 9.401 ; 99.648.563 ; 21.779 ; 508.171.238 ; 2.817 ; 354.169.287 ; 213 ; 52.428.167 ; 3.030 ; 406.597.455 ; 24.809 ; 914.768.692 ;
71;10.690.848;BANCO DA CHINA BRASIL S.A.; 113 ; 90.840.925 ; 184 ; 42.349.623 ; 144 ; 177.577.431 ; 495 ; 19.958.387 ; 936 ; 330.726.366 ; 148 ; 142.440.751 ; 195 ; 440.526.801 ; 343 ; 582.967.551 ; 1.279 ; 913.693.917 ;
72;61.024.352;BANCO INDUSVAL S.A.; 575 ; 153.686.537 ; 454 ; 51.379.353 ; 170 ; 19.737.212 ; 884 ; 57.435.708 ; 2.083 ; 282.238.810 ; 336 ; 250.987.849 ; 448 ; 378.248.576 ; 784 ; 629.236.425 ; 2.867 ; 911.475.235 ;
73;61.186.680;BANCO BMG S.A.; 50 ; 79.232.817 ; 7 ; 8.333.053 ; 16 ; 16.289.099 ; 167 ; 331.604.884 ; 240 ; 435.459.853 ; 44 ; 357.416.703 ; 58 ; 107.549.996 ; 102 ; 464.966.699 ; 342 ; 900.426.552 ;
74;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 6 ; 43.181 ; 497 ; 300.679.172 ; 212 ; 35.753.440 ; 3.758 ; 112.499.245 ; 4.473 ; 448.975.039 ; 406 ; 395.570.000 ; 19 ; 18.310.000 ; 425 ; 413.880.000 ; 4.898 ; 862.855.039 ;
75;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 3 ; 1.486.697 ; 122 ; 26.132.815 ; 424 ; 317.035.754 ; 3.423 ; 333.406.407 ; 3.972 ; 678.061.673 ; 134 ; 110.273.978 ; 64 ; 69.196.640 ; 198 ; 179.470.618 ; 4.170 ; 857.532.292 ;
76;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 117 ; 6.066.941 ; 2.559 ; 58.696.949 ; 5.784 ; 31.118.799 ; 17.445 ; 174.796.087 ; 25.905 ; 270.678.776 ; 14.749 ; 362.931.242 ; 5.536 ; 167.640.381 ; 20.285 ; 530.571.623 ; 46.190 ; 801.250.399 ;
77;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 393 ; 181.581.558 ; 407 ; 214.110.936 ; 800 ; 395.692.495 ; 297 ; 210.085.001 ; 191 ; 177.519.803 ; 488 ; 387.604.804 ; 1.288 ; 783.297.299 ;
78;92.894.922;BANCO ORIGINAL S.A.; 108 ; 108.108.401 ; 1.267 ; 206.716.784 ; 145 ; 19.762.614 ; 1.390 ; 84.138.169 ; 2.910 ; 418.725.968 ; 141 ; 209.888.296 ; 47 ; 139.118.719 ; 188 ; 349.007.015 ; 3.098 ; 767.732.982 ;
79;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 40 ; 6.154.046 ; 531 ; 17.864.998 ; 391 ; 175.307.351 ; 2.672 ; 81.594.971 ; 3.634 ; 280.921.366 ; 1.435 ; 126.335.425 ; 2.311 ; 215.008.539 ; 3.746 ; 341.343.965 ; 7.380 ; 622.265.330 ;
80;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 3.585 ; 187.691.017 ; 3.077 ; 90.289.960 ; 1.501 ; 26.957.046 ; 2.897 ; 130.670.737 ; 11.060 ; 435.608.761 ; 272 ; 89.696.343 ; 150 ; 87.898.387 ; 422 ; 177.594.730 ; 11.482 ; 613.203.491 ;
81;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;; 7 ; 21.272 ; 1.490 ; 6.023.349 ; 12.241 ; 287.707.874 ; 13.738 ; 293.752.496 ; 5.236 ; 292.385.058 ; 146 ; 12.843.762 ; 5.382 ; 305.228.821 ; 19.120 ; 598.981.316 ;
82;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 67 ; 12.944.151 ; 176 ; 39.391.109 ; 413 ; 214.841.961 ; 504 ; 94.400.496 ; 1.160 ; 361.577.717 ; 119 ; 64.394.058 ; 111 ; 157.315.583 ; 230 ; 221.709.641 ; 1.390 ; 583.287.358 ;
83;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 60 ; 2.279.221 ; 182 ; 3.196.688 ; 277 ; 220.152.397 ; 860 ; 240.771.388 ; 1.379 ; 466.399.695 ; 55 ; 61.147.164 ; 36 ; 44.528.420 ; 91 ; 105.675.584 ; 1.470 ; 572.075.279 ;
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 151 ; 3.435.539 ; 5.021 ; 125.318.517 ; 5.225 ; 21.847.296 ; 11.228 ; 93.723.991 ; 21.625 ; 244.325.344 ; 5.448 ; 209.268.349 ; 307 ; 15.497.196 ; 5.755 ; 224.765.546 ; 27.380 ; 469.090.889 ;
85;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 642 ; 107.598.361 ; 1.411 ; 100.696.478 ; 200 ; 2.010.351 ; 557 ; 11.388.460 ; 2.810 ; 221.693.650 ; 584 ; 119.399.074 ; 254 ; 112.187.175 ; 838 ; 231.586.249 ; 3.648 ; 453.279.900 ;
86;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 119 ; 53.606.121 ; 136 ; 30.926.019 ; 133 ; 90.925.546 ; 477 ; 88.343.196 ; 865 ; 263.800.883 ; 78 ; 81.290.569 ; 53 ; 105.200.158 ; 131 ; 186.490.727 ; 996 ; 450.291.609 ;
87;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 17 ; 127.092 ; 1.367 ; 42.537.964 ; 1.611 ; 5.717.809 ; 5.481 ; 48.576.875 ; 8.476 ; 96.959.740 ; 4.879 ; 206.331.104 ; 571 ; 121.107.985 ; 5.450 ; 327.439.090 ; 13.926 ; 424.398.830 ;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 362 ; 6.277.113 ; 6.539 ; 130.947.129 ; 1.917 ; 37.668.647 ; 7.357 ; 72.677.035 ; 16.175 ; 247.569.923 ; 4.039 ; 167.685.640 ; 113 ; 7.981.567 ; 4.152 ; 175.667.207 ; 20.327 ; 423.237.130 ;
89;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 125 ; 101.566.855 ; 14 ; 285.343 ; 47 ; 66.667.965 ; 125 ; 10.783.209 ; 311 ; 179.303.372 ; 30 ; 40.285.048 ; 78 ; 197.228.412 ; 108 ; 237.513.460 ; 419 ; 416.816.832 ;
90;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 168 ; 45.854.808 ; 11 ; 2.349.749 ; 37 ; 77.367 ; 69 ; 1.380.172 ; 285 ; 49.662.096 ; 212 ; 158.049.507 ; 339 ; 205.890.000 ; 551 ; 363.939.507 ; 836 ; 413.601.603 ;
91;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 336 ; 7.623.401 ; 4.931 ; 91.970.648 ; 1.872 ; 28.012.251 ; 15.975 ; 108.731.563 ; 23.114 ; 236.337.863 ; 4.954 ; 169.886.452 ; 78 ; 4.693.458 ; 5.032 ; 174.579.910 ; 28.146 ; 410.917.773 ;
92;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 54 ; 2.467.997 ; 78 ; 9.441.100 ; 331 ; 52.932.577 ; 560 ; 103.400.222 ; 1.023 ; 168.241.896 ; 285 ; 151.919.385 ; 107 ; 88.571.089 ; 392 ; 240.490.474 ; 1.415 ; 408.732.370 ;
93;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 14 ; 464.570 ; 536 ; 7.074.746 ; 4.439 ; 22.711.746 ; 15.692 ; 136.253.557 ; 20.681 ; 166.504.619 ; 7.678 ; 148.959.433 ; 459 ; 28.809.737 ; 8.137 ; 177.769.171 ; 28.818 ; 344.273.789 ;
94;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;; 3 ; 59.048 ; 1.562 ; 14.260.130 ; 3.895 ; 47.966.375 ; 5.460 ; 62.285.554 ; 1.932 ; 135.833.421 ; 477 ; 102.113.032 ; 2.409 ; 237.946.454 ; 7.869 ; 300.232.007 ;
95;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 76 ; 41.939.405 ; 60 ; 2.373.865 ; 486 ; 87.899.757 ; 204 ; 20.501.001 ; 826 ; 152.714.028 ; 67 ; 14.193.227 ; 179 ; 121.022.845 ; 246 ; 135.216.073 ; 1.072 ; 287.930.101 ;
96;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 101 ; 1.932.960 ; 4.219 ; 20.444.091 ; 7.259 ; 136.335.499 ; 11.579 ; 158.712.550 ; 5.808 ; 118.646.790 ; 51 ; 874.857 ; 5.859 ; 119.521.647 ; 17.438 ; 278.234.198 ;
97;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 145 ; 2.554.291 ; 2.235 ; 47.418.091 ; 953 ; 16.273.824 ; 5.063 ; 56.964.410 ; 8.396 ; 123.210.617 ; 5.047 ; 105.546.710 ; 754 ; 19.969.886 ; 5.801 ; 125.516.596 ; 14.197 ; 248.727.213 ;
98;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 65 ; 1.208.711 ; 856 ; 18.551.580 ; 735 ; 6.515.663 ; 8.100 ; 85.814.922 ; 9.756 ; 112.090.876 ; 6.300 ; 112.849.827 ; 228 ; 16.162.382 ; 6.528 ; 129.012.209 ; 16.284 ; 241.103.086 ;
99;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 154 ; 1.681.182 ; 2.864 ; 57.174.626 ; 875 ; 10.246.686 ; 4.983 ; 54.827.505 ; 8.876 ; 123.929.999 ; 9.643 ; 106.982.061 ; 311 ; 6.906.718 ; 9.954 ; 113.888.779 ; 18.830 ; 237.818.778 ;
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 215 ; 4.782.865 ; 2.093 ; 49.742.204 ; 1.547 ; 8.965.331 ; 7.767 ; 60.882.675 ; 11.622 ; 124.373.076 ; 7.949 ; 97.700.243 ; 37 ; 558.190 ; 7.986 ; 98.258.433 ; 19.608 ; 222.631.508 ;
101;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 9 ; 120.628 ; 384 ; 7.961.213 ; 5.181 ; 8.561.798 ; 14.286 ; 71.170.413 ; 19.860 ; 87.814.052 ; 4.292 ; 93.374.015 ; 259 ; 23.242.192 ; 4.551 ; 116.616.207 ; 24.411 ; 204.430.259 ;
102;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 19 ; 339.844 ; 1.716 ; 44.539.231 ; 191 ; 701.047 ; 6.813 ; 53.139.799 ; 8.739 ; 98.719.922 ; 4.380 ; 98.704.413 ; 97 ; 2.074.236 ; 4.477 ; 100.778.649 ; 13.216 ; 199.498.571 ;
103;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 13 ; 122.671 ; 1.479 ; 44.146.498 ; 1.748 ; 10.503.277 ; 17.532 ; 44.447.379 ; 20.772 ; 99.219.825 ; 2.770 ; 85.984.966 ; 353 ; 8.087.868 ; 3.123 ; 94.072.834 ; 23.895 ; 193.292.659 ;
104;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 18 ; 194.062 ; 1.336 ; 8.258.763 ; 3.163 ; 53.577.682 ; 4.517 ; 62.030.507 ; 4.464 ; 84.838.014 ; 504 ; 39.158.978 ; 4.968 ; 123.996.992 ; 9.485 ; 186.027.499 ;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 175 ; 3.480.791 ; 1.694 ; 36.219.914 ; 2.236 ; 20.747.436 ; 5.344 ; 50.937.587 ; 9.449 ; 111.385.728 ; 3.046 ; 67.550.899 ; 50 ; 4.671.056 ; 3.096 ; 72.221.955 ; 12.545 ; 183.607.683 ;
106;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 4 ; 30.057 ; 1.693 ; 62.009.065 ; 125 ; 3.052.959 ; 1.117 ; 27.315.606 ; 2.939 ; 92.407.687 ; 1.537 ; 87.671.454 ; 26 ; 1.436.702 ; 1.563 ; 89.108.156 ; 4.502 ; 181.515.843 ;
107;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 32 ; 122.860 ; 312 ; 5.505.822 ; 3.674 ; 3.976.135 ; 19.253 ; 41.187.844 ; 23.271 ; 50.792.661 ; 2.659 ; 80.289.886 ; 450 ; 37.588.065 ; 3.109 ; 117.877.951 ; 26.380 ; 168.670.612 ;
108;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 1.409 ; 64.724.913 ; 7 ; 96.738 ; 692 ; 15.829.099 ; 2.108 ; 80.650.749 ; 1.858 ; 82.790.459 ; 46 ; 2.666.791 ; 1.904 ; 85.457.250 ; 4.012 ; 166.107.999 ;
109;33.042.151;BANCO DE LA NACION ARGENTINA; 53 ; 26.362.088 ; 93 ; 7.451.507 ; 3.573 ; 4.427.048 ; 1.168 ; 2.266.651 ; 4.887 ; 40.507.293 ; 96 ; 48.016.151 ; 99 ; 69.120.903 ; 195 ; 117.137.054 ; 5.082 ; 157.644.347 ;
110;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 48 ; 169.441 ; 910 ; 1.556.247 ; 39.206 ; 77.034.483 ; 40.164 ; 78.760.170 ; 3.562 ; 76.153.354 ; 8 ; 516.124 ; 3.570 ; 76.669.478 ; 43.734 ; 155.429.648 ;
111;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 51 ; 3.444.866 ; 288 ; 4.858.602 ; 582 ; 13.108.313 ; 7.328 ; 59.875.327 ; 8.249 ; 81.287.108 ; 1.600 ; 60.076.734 ; 169 ; 12.186.241 ; 1.769 ; 72.262.976 ; 10.018 ; 153.550.083 ;
112;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 62 ; 3.067.542 ; 708 ; 1.375.246 ; 5.251 ; 62.820.780 ; 6.021 ; 67.263.568 ; 3.407 ; 70.260.145 ; 64 ; 5.750.153 ; 3.471 ; 76.010.298 ; 9.492 ; 143.273.866 ;
113;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 206 ; 28.961.895 ; 165 ; 4.135.608 ; 42 ; 12.604.049 ; 214 ; 30.687.372 ; 627 ; 76.388.925 ; 31 ; 28.347.828 ; 60 ; 36.635.073 ; 91 ; 64.982.901 ; 718 ; 141.371.826 ;
114;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 34 ; 38.601 ; 560 ; 70.507.946 ; 594 ; 70.546.547 ; 2.213 ; 70.579.260 ; 3 ; 109.842 ; 2.216 ; 70.689.101 ; 2.810 ; 141.235.649 ;
115;04.902.979;BANCO DA AMAZONIA S.A.; 398 ; 41.947.362 ; 303 ; 18.303.543 ; 208 ; 3.729.751 ; 667 ; 9.196.195 ; 1.576 ; 73.176.852 ; 77 ; 21.673.560 ; 173 ; 39.838.280 ; 250 ; 61.511.840 ; 1.826 ; 134.688.692 ;
116;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 2 ; 118.766 ; 383 ; 11.570.566 ; 63 ; 917.396 ; 1.279 ; 37.680.266 ; 1.727 ; 50.286.993 ; 1.579 ; 64.998.101 ; 100 ; 16.613.109 ; 1.679 ; 81.611.211 ; 3.406 ; 131.898.204 ;
117;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 871 ; 48.290.870 ;;; 91 ; 16.397.756 ; 962 ; 64.688.626 ; 558 ; 64.681.464 ;;; 558 ; 64.681.464 ; 1.520 ; 129.370.090 ;
118;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 138 ; 4.195.983 ; 548 ; 8.868.619 ; 4.887 ; 51.122.320 ; 5.573 ; 64.186.922 ; 98 ; 52.131.506 ; 17 ; 6.571.084 ; 115 ; 58.702.591 ; 5.688 ; 122.889.512 ;
119;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 344 ; 6.757.664 ; 186 ; 1.561.959 ; 874 ; 47.372.399 ; 1.404 ; 55.692.021 ; 2.393 ; 53.890.299 ; 35 ; 1.350.594 ; 2.428 ; 55.240.893 ; 3.832 ; 110.932.914 ;
120;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 5 ; 37.749 ; 2.995 ; 6.195.144 ; 7.975 ; 55.342.332 ; 10.975 ; 61.575.225 ; 2.607 ; 48.705.214 ; 121 ; 333.380 ; 2.728 ; 49.038.594 ; 13.703 ; 110.613.819 ;
121;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 483 ; 1.859.691 ; 2.604 ; 52.139.332 ; 3.087 ; 53.999.023 ; 4.350 ; 51.263.018 ; 51 ; 953.794 ; 4.401 ; 52.216.813 ; 7.488 ; 106.215.835 ;
122;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 10 ; 268.860 ; 441 ; 12.323.560 ; 105 ; 1.882.913 ; 2.658 ; 37.285.425 ; 3.214 ; 51.760.758 ; 1.960 ; 49.471.201 ; 30 ; 1.937.758 ; 1.990 ; 51.408.959 ; 5.204 ; 103.169.718 ;
123;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 5 ; 234.985 ; 393 ; 8.329.186 ; 637 ; 19.465.738 ; 4.520 ; 32.953.746 ; 5.555 ; 60.983.655 ; 1.080 ; 31.761.918 ; 189 ; 10.259.070 ; 1.269 ; 42.020.988 ; 6.824 ; 103.004.643 ;
124;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 216 ; 7.466.459 ; 794 ; 18.727.996 ; 1.825 ; 3.513.814 ; 11.983 ; 24.239.414 ; 14.818 ; 53.947.682 ; 2.608 ; 38.579.947 ; 203 ; 6.647.381 ; 2.811 ; 45.227.328 ; 17.629 ; 99.175.010 ;
125;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 2.362 ; 8.516.516 ; 4.343 ; 35.662.087 ; 6.705 ; 44.178.603 ; 3.618 ; 38.618.146 ; 276 ; 11.483.093 ; 3.894 ; 50.101.238 ; 10.599 ; 94.279.841 ;
126;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 6 ; 72.013 ; 2.590 ; 5.953.788 ; 6.230 ; 45.509.173 ; 8.826 ; 51.534.975 ; 3.751 ; 39.686.772 ; 18 ; 128.862 ; 3.769 ; 39.815.634 ; 12.595 ; 91.350.608 ;
127;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 142 ; 20.996.808 ; 2 ; 296.317 ; 79 ; 20.890.076 ; 821 ; 2.511.679 ; 1.044 ; 44.694.880 ; 78 ; 1.846.243 ; 116 ; 40.759.713 ; 194 ; 42.605.957 ; 1.238 ; 87.300.837 ;
128;07.679.404;BANCO TOPÁZIO S.A.; 33 ; 3.632.959 ; 114 ; 5.926.741 ; 550 ; 5.580.450 ; 560 ; 29.163.868 ; 1.257 ; 44.304.018 ; 196 ; 33.844.714 ; 55 ; 7.936.087 ; 251 ; 41.780.801 ; 1.508 ; 86.084.819 ;
129;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 71 ; 775.123 ; 142 ; 3.265.622 ; 1.404 ; 7.342.906 ; 4.023 ; 32.767.730 ; 5.640 ; 44.151.381 ; 2.821 ; 30.385.681 ; 220 ; 2.478.661 ; 3.041 ; 32.864.342 ; 8.681 ; 77.015.723 ;
130;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 17.967 ; 1 ; 84.430 ; 4.489 ; 32.549.799 ; 66 ; 368.085 ; 4.557 ; 33.020.280 ; 63 ; 543.006 ; 394 ; 32.658.035 ; 457 ; 33.201.041 ; 5.014 ; 66.221.322 ;
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 16 ; 335.717 ; 2.099 ; 15.651.743 ; 3.043 ; 31.206.304 ; 5.158 ; 47.193.764 ; 1.032 ; 15.911.236 ; 46 ; 356.744 ; 1.078 ; 16.267.980 ; 6.236 ; 63.461.744 ;
132;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 101.698 ; 20 ; 106.344 ; 1.557 ; 1.359.518 ; 11.006 ; 21.747.478 ; 12.586 ; 23.315.037 ; 2.345 ; 28.565.086 ; 91 ; 8.095.520 ; 2.436 ; 36.660.606 ; 15.022 ; 59.975.643 ;
133;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 35 ; 526.766 ; 189 ; 1.950.483 ; 409 ; 4.184.760 ; 3.371 ; 25.758.041 ; 4.004 ; 32.420.050 ; 1.792 ; 24.209.205 ; 154 ; 1.241.965 ; 1.946 ; 25.451.169 ; 5.950 ; 57.871.220 ;
134;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 288 ; 726.359 ; 687 ; 28.299.532 ; 975 ; 29.025.891 ; 920 ; 27.510.391 ; 3 ; 52.119 ; 923 ; 27.562.510 ; 1.898 ; 56.588.401 ;
135;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 6 ; 42.769 ; 1.063 ; 2.219.401 ; 2.976 ; 27.340.535 ; 4.045 ; 29.602.706 ; 1.267 ; 25.631.655 ; 93 ; 416.602 ; 1.360 ; 26.048.257 ; 5.405 ; 55.650.963 ;
136;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 11.825 ; 4.048.767 ; 28.454 ; 26.040.111 ; 40.279 ; 30.088.877 ; 669 ; 21.954.495 ; 1 ; 1.625 ; 670 ; 21.956.121 ; 40.949 ; 52.044.998 ;
137;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.231 ; 3.203.246 ; 2.468 ; 25.462.986 ; 3.699 ; 28.666.233 ; 2.101 ; 22.329.373 ; 4 ; 73.203 ; 2.105 ; 22.402.576 ; 5.804 ; 51.068.808 ;
138;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 2.778 ; 2.819.762 ; 15.105 ; 25.469.029 ; 17.883 ; 28.288.792 ; 398 ; 22.670.774 ; 5 ; 23.041 ; 403 ; 22.693.816 ; 18.286 ; 50.982.607 ;
139;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 8 ; 17.486 ; 4.489 ; 2.435.165 ; 19.065 ; 21.988.309 ; 23.562 ; 24.440.960 ; 839 ; 21.158.964 ; 73 ; 1.600.554 ; 912 ; 22.759.518 ; 24.474 ; 47.200.478 ;
140;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 56 ; 1.445.037 ; 645 ; 14.369.801 ; 159 ; 1.465.854 ; 1.441 ; 4.169.132 ; 2.301 ; 21.449.824 ; 1.372 ; 18.530.770 ; 146 ; 2.903.721 ; 1.518 ; 21.434.491 ; 3.819 ; 42.884.315 ;
141;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.210 ; 7.970.110 ; 2.126 ; 20.004.910 ; 3.336 ; 27.975.020 ; 2.388 ; 12.055.643 ; 4 ; 16.439 ; 2.392 ; 12.072.082 ; 5.728 ; 40.047.102 ;
142;14.388.334;PARANÁ BANCO S.A.; 53 ; 15.098.638 ; 12 ; 3.006.228 ; 1 ; 100 ; 68 ; 383.218 ; 134 ; 18.488.184 ; 11 ; 4.400.551 ; 21 ; 14.720.575 ; 32 ; 19.121.126 ; 166 ; 37.609.310 ;
143;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 12 ; 663.766 ; 14 ; 74.835 ; 646 ; 17.478.259 ; 672 ; 18.216.860 ; 1.475 ; 18.135.364 ; 13 ; 68.074 ; 1.488 ; 18.203.438 ; 2.160 ; 36.420.298 ;
144;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 204 ; 1.126.922 ; 38 ; 283.933 ; 943 ; 6.014.361 ; 4.956 ; 11.301.094 ; 6.141 ; 18.726.309 ; 828 ; 8.117.162 ; 99 ; 3.707.294 ; 927 ; 11.824.456 ; 7.068 ; 30.550.766 ;
145;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 176 ; 7.133.554 ; 91 ; 2.034.668 ; 862 ; 5.986.568 ; 1.129 ; 15.154.790 ; 797 ; 13.174.105 ; 53 ; 2.115.738 ; 850 ; 15.289.843 ; 1.979 ; 30.444.634 ;
