Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em NOVEMBRO / 2020;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
74;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 52 ; 1.455.671 ; 329 ; 5.946.042 ; 1.139 ; 8.966.872 ; 1.974 ; 15.268.136 ; 3.494 ; 31.636.720 ; 404 ; 12.768.639 ; 42 ; 2.039.414 ; 446 ; 14.808.053 ; 3.940 ; 46.444.773 ;
75;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 1 ; 50.000 ; 6 ; 45.260 ; 3 ; 139.066 ; 20 ; 11.485.237 ; 30 ; 11.719.563 ; 6 ; 16.600.000 ; 4 ; 14.600.000 ; 10 ; 31.200.000 ; 40 ; 42.919.563 ;
76;60.889.128;BANCO SOFISA S.A.; 99 ; 17.749.667 ; 101 ; 7.550.815 ; 6 ; 128.434 ; 63 ; 1.246.355 ; 269 ; 26.675.271 ; 6 ; 1.213.755 ; 11 ; 14.711.082 ; 17 ; 15.924.836 ; 286 ; 42.600.108 ;
77;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 32 ; 940.253 ; 696 ; 17.230.297 ; 137 ; 715.329 ; 552 ; 3.535.704 ; 1.417 ; 22.421.583 ; 488 ; 19.609.437 ; 19 ; 509.073 ; 507 ; 20.118.510 ; 1.924 ; 42.540.093 ;
78;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 36 ; 530.620 ; 482 ; 12.028.798 ; 1.232 ; 3.440.673 ; 1.796 ; 4.653.922 ; 3.546 ; 20.654.013 ; 708 ; 16.426.289 ; 126 ; 3.672.714 ; 834 ; 20.099.003 ; 4.380 ; 40.753.016 ;
79;61.024.352;BANCO INDUSVAL S.A.; 28 ; 17.720.650 ; 46 ; 2.761.537 ; 21 ; 1.156.041 ; 103 ; 3.161.400 ; 198 ; 24.799.628 ; 14 ; 2.708.290 ; 3 ; 13.038.080 ; 17 ; 15.746.370 ; 215 ; 40.545.998 ;
80;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 220 ; 6.588.097 ; 118 ; 7.521.048 ; 53 ; 3.577.758 ; 52 ; 4.269.596 ; 443 ; 21.956.499 ; 9 ; 6.937.020 ; 15 ; 5.143.712 ; 24 ; 12.080.732 ; 467 ; 34.037.231 ;
81;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 1 ; 4.471 ; 655 ; 7.051.624 ; 2.084 ; 15.262.705 ; 2.740 ; 22.318.800 ; 793 ; 9.693.826 ; 685 ; 1.831.978 ; 1.478 ; 11.525.804 ; 4.218 ; 33.844.604 ;
82;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 46 ; 4.413.119 ; 109 ; 2.343.514 ; 23 ; 1.483.071 ; 27 ; 13.241.559 ; 205 ; 21.481.264 ; 7 ; 10.150.653 ;;; 7 ; 10.150.653 ; 212 ; 31.631.917 ;
83;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 98.317 ; 13 ; 198.324 ; 336 ; 1.699.121 ; 463 ; 2.807.738 ; 815 ; 4.803.501 ; 413 ; 12.489.514 ; 79 ; 11.321.274 ; 492 ; 23.810.788 ; 1.307 ; 28.614.289 ;
84;92.894.922;BANCO ORIGINAL S.A.; 5 ; 9.322.192 ; 10 ; 5.748.719 ; 32 ; 18.339 ; 112 ; 11.596.379 ; 159 ; 26.685.630 ; 6 ; 156.778 ; 6 ; 157.063 ; 12 ; 313.841 ; 171 ; 26.999.471 ;
85;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 10 ; 213.633 ; 44 ; 1.461.399 ; 167 ; 843.743 ; 389 ; 8.425.532 ; 610 ; 10.944.307 ; 294 ; 9.699.815 ; 21 ; 1.355.468 ; 315 ; 11.055.283 ; 925 ; 21.999.590 ;
86;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 88 ; 1.017.192 ; 505 ; 9.783.789 ; 593 ; 10.800.980 ; 477 ; 9.956.827 ; 86 ; 1.167.754 ; 563 ; 11.124.581 ; 1.156 ; 21.925.561 ;
87;00.416.968;BANCO INTER S.A.; 8 ; 83.962 ; 27 ; 268.393 ; 4.118 ; 3.843.668 ; 669 ; 9.771.189 ; 4.822 ; 13.967.212 ; 102 ; 6.874.164 ; 91 ; 825.244 ; 193 ; 7.699.408 ; 5.015 ; 21.666.620 ;
88;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 32.744 ; 258 ; 9.508.235 ; 14 ; 216.608 ; 48 ; 367.500 ; 324 ; 10.125.088 ; 174 ; 9.951.634 ; 19 ; 325.950 ; 193 ; 10.277.584 ; 517 ; 20.402.671 ;
89;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 4 ; 3.560.000 ; 11 ; 1.395.353 ; 10 ; 4.411.635 ; 36 ; 8.954.235 ; 61 ; 18.321.223 ; 2 ; 1.039.271 ; 2 ; 1.038.996 ; 4 ; 2.078.267 ; 65 ; 20.399.489 ;
90;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 4 ; 186.502 ; 185 ; 7.629.024 ; 58 ; 851.676 ; 188 ; 1.522.986 ; 435 ; 10.190.187 ; 278 ; 9.165.149 ; 50 ; 1.015.727 ; 328 ; 10.180.876 ; 763 ; 20.371.063 ;
91;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 110 ; 3.954.322 ; 117 ; 228.735 ; 252 ; 2.770.175 ; 479 ; 6.953.232 ; 225 ; 9.805.440 ; 48 ; 3.327.401 ; 273 ; 13.132.841 ; 752 ; 20.086.073 ;
92;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 7 ; 117.485 ; 108 ; 1.890.168 ; 81 ; 950.894 ; 434 ; 4.485.172 ; 630 ; 7.443.719 ; 470 ; 8.685.106 ; 72 ; 3.207.921 ; 542 ; 11.893.027 ; 1.172 ; 19.336.745 ;
93;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 595 ; 395.364 ; 290 ; 166.010 ; 885 ; 561.374 ; 55 ; 9.112.099 ; 46 ; 9.346.605 ; 101 ; 18.458.704 ; 986 ; 19.020.078 ;
94;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 19 ; 4.451.024 ; 22 ; 1.431.009 ; 11 ; 135.029 ; 27 ; 319.094 ; 79 ; 6.336.157 ; 9 ; 3.249.708 ; 11 ; 6.084.599 ; 20 ; 9.334.307 ; 99 ; 15.670.463 ;
95;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 2 ; 574.860 ; 39 ; 306.034 ; 44 ; 111.129 ; 85 ; 992.023 ; 22 ; 6.927.702 ; 16 ; 6.507.738 ; 38 ; 13.435.440 ; 123 ; 14.427.463 ;
96;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 9 ; 243.020 ; 98 ; 2.164.864 ; 270 ; 926.849 ; 557 ; 3.134.252 ; 934 ; 6.468.985 ; 428 ; 5.522.095 ; 47 ; 1.391.527 ; 475 ; 6.913.622 ; 1.409 ; 13.382.608 ;
97;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 12 ; 53.707 ; 179 ; 4.352.145 ; 58 ; 371.685 ; 183 ; 1.824.425 ; 432 ; 6.601.962 ; 129 ; 6.087.350 ; 15 ; 337.644 ; 144 ; 6.424.994 ; 576 ; 13.026.956 ;
98;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 6 ; 278.650 ; 191 ; 5.222.250 ; 25 ; 156.112 ; 50 ; 685.266 ; 272 ; 6.342.278 ; 164 ; 5.535.669 ; 31 ; 475.692 ; 195 ; 6.011.362 ; 467 ; 12.353.640 ;
99;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 17 ; 257.310 ; 97 ; 1.210.216 ; 195 ; 790.872 ; 727 ; 4.120.952 ; 1.036 ; 6.379.350 ; 533 ; 5.035.863 ; 53 ; 744.599 ; 586 ; 5.780.461 ; 1.622 ; 12.159.811 ;
100;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 2 ; 1.204.964 ; 4 ; 859.367 ; 1 ; 6.484 ; 13 ; 175.196 ; 20 ; 2.246.010 ; 9 ; 6.850.000 ; 2 ; 2.702.242 ; 11 ; 9.552.242 ; 31 ; 11.798.252 ;
101;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 2 ; 2.585.631 ; 1 ; 1.461.897 ; 8 ; 53.523 ; 41 ; 480.463 ; 52 ; 4.581.514 ; 1 ; 2.956.250 ; 1 ; 2.968.250 ; 2 ; 5.924.500 ; 54 ; 10.506.014 ;
102;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 1 ; 2.913 ; 118 ; 3.212.271 ; 138 ; 656.573 ; 86 ; 572.741 ; 343 ; 4.444.498 ; 152 ; 4.466.519 ; 51 ; 1.355.305 ; 203 ; 5.821.824 ; 546 ; 10.266.321 ;
103;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 4 ; 93.052 ; 48 ; 1.107.718 ; 81 ; 1.258.952 ; 130 ; 2.212.485 ; 263 ; 4.672.207 ; 116 ; 3.200.407 ; 24 ; 1.228.833 ; 140 ; 4.429.240 ; 403 ; 9.101.447 ;
104;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 17 ; 373.973 ; 94 ; 1.892.050 ; 236 ; 1.110.820 ; 330 ; 1.546.467 ; 677 ; 4.923.310 ; 246 ; 2.822.239 ; 76 ; 822.378 ; 322 ; 3.644.617 ; 999 ; 8.567.926 ;
105;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 5 ; 68.059 ; 78 ; 1.946.643 ; 137 ; 1.192.801 ; 290 ; 1.713.336 ; 510 ; 4.920.838 ; 207 ; 3.012.000 ; 53 ; 605.267 ; 260 ; 3.617.266 ; 770 ; 8.538.105 ;
106;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 12 ; 1.015.441 ; 51 ; 913.206 ; 38 ; 761.366 ; 150 ; 1.325.274 ; 251 ; 4.015.288 ; 190 ; 2.235.598 ; 83 ; 1.773.258 ; 273 ; 4.008.856 ; 524 ; 8.024.144 ;
107;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 62 ; 2.435.924 ; 14 ; 324.882 ; 33 ; 450.897 ; 109 ; 3.211.702 ; 57 ; 2.781.275 ; 12 ; 218.810 ; 69 ; 3.000.085 ; 178 ; 6.211.787 ;
108;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 44 ; 2.312.042 ; 4 ; 248.845 ; 19 ; 32.257 ; 30 ; 79.446 ; 97 ; 2.672.591 ; 5 ; 740.000 ; 16 ; 2.715.000 ; 21 ; 3.455.000 ; 118 ; 6.127.591 ;
109;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 5 ; 45.660 ; 123 ; 406.743 ; 188 ; 849.215 ; 316 ; 1.301.619 ; 175 ; 2.544.768 ; 63 ; 2.054.051 ; 238 ; 4.598.819 ; 554 ; 5.900.438 ;
110;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 150.312 ; 57 ; 1.353.954 ; 58 ; 112.999 ; 140 ; 1.262.844 ; 258 ; 2.880.110 ; 129 ; 2.648.268 ; 14 ; 295.723 ; 143 ; 2.943.991 ; 401 ; 5.824.100 ;
111;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 18 ; 130.498 ; 24 ; 205.432 ; 218 ; 2.281.060 ; 170 ; 980.016 ; 430 ; 3.597.005 ; 26 ; 379.993 ; 45 ; 1.617.630 ; 71 ; 1.997.624 ; 501 ; 5.594.629 ;
112;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 12 ; 30.694 ; 92 ; 1.354.205 ; 141 ; 350.462 ; 275 ; 1.229.480 ; 520 ; 2.964.841 ; 176 ; 2.370.914 ; 26 ; 161.633 ; 202 ; 2.532.547 ; 722 ; 5.497.388 ;
113;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 8.160 ; 47 ; 1.504.654 ; 53 ; 635.929 ; 123 ; 599.532 ; 225 ; 2.748.274 ; 143 ; 2.061.501 ; 21 ; 599.432 ; 164 ; 2.660.933 ; 389 ; 5.409.207 ;
114;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 145 ; 851.879 ; 129 ; 1.288.869 ; 274 ; 2.140.748 ; 62 ; 1.759.711 ; 26 ; 1.305.642 ; 88 ; 3.065.352 ; 362 ; 5.206.100 ;
115;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 5 ; 83.472 ; 39 ; 916.418 ; 83 ; 402.244 ; 211 ; 1.177.262 ; 338 ; 2.579.396 ; 151 ; 1.846.302 ; 7 ; 221.887 ; 158 ; 2.068.189 ; 496 ; 4.647.585 ;
116;04.902.979;BANCO DA AMAZONIA S.A.; 26 ; 784.391 ; 30 ; 1.409.918 ; 19 ; 303.117 ; 37 ; 604.157 ; 112 ; 3.101.583 ; 8 ; 1.080.000 ; 2 ; 210.000 ; 10 ; 1.290.000 ; 122 ; 4.391.583 ;
117;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 257 ; 617.830 ; 343 ; 2.061.217 ; 600 ; 2.679.047 ; 115 ; 1.534.806 ; 11 ; 64.604 ; 126 ; 1.599.410 ; 726 ; 4.278.457 ;
118;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;;; 52 ; 742.984 ; 98 ; 501.932 ; 208 ; 918.823 ; 358 ; 2.163.739 ; 149 ; 1.493.764 ; 32 ; 339.924 ; 181 ; 1.833.688 ; 539 ; 3.997.427 ;
119;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 1 ; 5.441 ; 7 ; 152.290 ; 200 ; 1.252.879 ; 282 ; 1.431.570 ; 490 ; 2.842.180 ; 124 ; 374.253 ; 6 ; 279.777 ; 130 ; 654.030 ; 620 ; 3.496.210 ;
120;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 31 ; 796.381 ; 22 ; 206.764 ; 8 ; 245.019 ; 10 ; 375.838 ; 71 ; 1.624.003 ; 31 ; 582.602 ; 40 ; 1.041.401 ; 71 ; 1.624.003 ; 142 ; 3.248.005 ;
121;00.795.423;BANCO SEMEAR S.A.;;; 26 ; 717.746 ;;; 14 ; 871.461 ; 40 ; 1.589.207 ; 31 ; 1.595.830 ;;; 31 ; 1.595.830 ; 71 ; 3.185.037 ;
122;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 2.080 ; 37 ; 821.278 ; 35 ; 109.961 ; 61 ; 618.386 ; 134 ; 1.551.704 ; 95 ; 1.440.966 ; 32 ; 108.962 ; 127 ; 1.549.928 ; 261 ; 3.101.633 ;
123;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 6 ; 79.735 ; 30 ; 157.578 ; 174 ; 1.393.190 ; 210 ; 1.630.503 ; 183 ; 1.339.510 ; 1 ; 8.000 ; 184 ; 1.347.510 ; 394 ; 2.978.012 ;
124;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 2.440 ; 4 ; 196.268 ; 185 ; 634.490 ; 417 ; 678.969 ; 607 ; 1.512.167 ; 68 ; 766.932 ; 7 ; 516.032 ; 75 ; 1.282.963 ; 682 ; 2.795.131 ;
125;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 3.363 ; 15 ; 338.459 ; 14 ; 794.547 ; 21 ; 106.954 ; 51 ; 1.243.322 ; 33 ; 411.092 ; 10 ; 763.910 ; 43 ; 1.175.002 ; 94 ; 2.418.324 ;
126;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 13 ; 512.135 ; 9 ; 287.015 ; 76 ; 255.550 ; 98 ; 1.054.700 ; 86 ; 756.963 ; 9 ; 299.993 ; 95 ; 1.056.955 ; 193 ; 2.111.655 ;
127;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 3 ; 73.449 ; 119 ; 175.404 ; 229 ; 909.932 ; 351 ; 1.158.786 ; 144 ; 846.783 ; 2 ; 20.000 ; 146 ; 866.783 ; 497 ; 2.025.569 ;
128;00.806.535;PLANNER CORRETORA DE VALORES S.A.;;; 1 ; 5.155 ; 3 ; 99.650 ; 13 ; 890.691 ; 17 ; 995.496 ; 16 ; 895.847 ; 4 ; 99.651 ; 20 ; 995.498 ; 37 ; 1.990.994 ;
129;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;; 22 ; 347.865 ; 176 ; 462.163 ; 209 ; 642.509 ; 407 ; 1.452.537 ; 70 ; 516.175 ; 8 ; 18.337 ; 78 ; 534.512 ; 485 ; 1.987.049 ;
130;00.000.208;BRB - BANCO DE BRASILIA S.A.;;;;; 25 ; 262.698 ; 126 ; 783.395 ; 151 ; 1.046.093 ; 7 ; 569.451 ; 5 ; 100.798 ; 12 ; 670.249 ; 163 ; 1.716.342 ;
131;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 12 ; 254.672 ; 59 ; 127.835 ; 62 ; 338.499 ; 133 ; 721.006 ; 31 ; 557.597 ; 8 ; 51.944 ; 39 ; 609.541 ; 172 ; 1.330.547 ;
132;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 3.180 ; 90 ; 367.043 ; 126 ; 423.810 ; 218 ; 794.033 ; 54 ; 253.113 ; 19 ; 190.637 ; 73 ; 443.750 ; 291 ; 1.237.782 ;
133;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 34.830 ; 32 ; 349.735 ; 58 ; 233.651 ; 92 ; 618.216 ; 37 ; 251.312 ; 20 ; 332.198 ; 57 ; 583.510 ; 149 ; 1.201.726 ;
134;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 235 ; 441.189 ; 190 ; 492.175 ; 425 ; 933.363 ; 26 ; 104.593 ; 2 ; 39.924 ; 28 ; 144.517 ; 453 ; 1.077.881 ;
135;33.042.151;BANCO DE LA NACION ARGENTINA;;; 3 ; 350.000 ; 379 ; 262.166 ; 11 ; 30.044 ; 393 ; 642.210 ; 1 ; 130.000 ; 1 ; 100.000 ; 2 ; 230.000 ; 395 ; 872.210 ;
136;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 98 ; 250.645 ; 114 ; 425.170 ; 212 ; 675.815 ; 15 ; 195.253 ;;; 15 ; 195.253 ; 227 ; 871.068 ;
137;59.285.411;BANCO PAN S.A.;;;;; 6 ; 51.668 ; 17 ; 404.937 ; 23 ; 456.605 ; 3 ; 400.000 ;;; 3 ; 400.000 ; 26 ; 856.605 ;
138;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 220 ; 58 ; 321.383 ; 69 ; 117.605 ; 128 ; 439.209 ; 15 ; 90.952 ; 3 ; 288.000 ; 18 ; 378.952 ; 146 ; 818.161 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 172 ; 140.269 ; 175 ; 267.198 ; 347 ; 407.467 ; 9 ; 62.968 ;;; 9 ; 62.968 ; 356 ; 470.435 ;
140;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 46 ; 58.118 ; 66 ; 175.044 ; 112 ; 233.162 ; 40 ; 125.733 ;;; 40 ; 125.733 ; 152 ; 358.896 ;
141;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 6 ; 8.184 ; 53 ; 136.122 ; 59 ; 144.306 ; 28 ; 153.692 ; 7 ; 28.360 ; 35 ; 182.052 ; 94 ; 326.358 ;
142;33.042.953;CITIBANK N.A.;;;;; 1 ; 199 ; 11 ; 308.786 ; 12 ; 308.985 ;;;;; -   ; -   ; 12 ; 308.985 ;
143;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 38 ; 18.242 ; 104 ; 174.990 ; 142 ; 193.232 ; 16 ; 113.575 ;;; 16 ; 113.575 ; 158 ; 306.806 ;
144;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 62 ; 150.479 ; 51 ; 91.600 ; 113 ; 242.079 ;;; 7 ; 48.674 ; 7 ; 48.674 ; 120 ; 290.753 ;
145;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 2 ; 35.418 ; 34 ; 40.968 ; 41 ; 76.289 ; 77 ; 152.675 ; 4 ; 62.449 ;;; 4 ; 62.449 ; 81 ; 215.124 ;
146;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 61 ; 86.633 ; 45 ; 72.297 ; 106 ; 158.931 ; 4 ; 2.158 ;;; 4 ; 2.158 ; 110 ; 161.089 ;
147;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 7 ; 6.405 ; 45 ; 75.343 ; 52 ; 81.748 ; 44 ; 75.653 ; 1 ; 2.606 ; 45 ; 78.259 ; 97 ; 160.007 ;
148;61.033.106;BANCO CREFISA S.A.;;;;; 2 ; 75.672 ; 8 ; 54.839 ; 10 ; 130.511 ;;; 1 ; 2.652 ; 1 ; 2.652 ; 11 ; 133.163 ;
149;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 3 ; 6.245 ; 25 ; 47.027 ; 28 ; 53.272 ; 12 ; 42.363 ;;; 12 ; 42.363 ; 40 ; 95.635 ;
150;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;; 1 ; 1.785 ; 5 ; 37.301 ; 6 ; 39.086 ;;;;; -   ; -   ; 6 ; 39.086 ;
151;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;;;; 11 ; 24.510 ; 11 ; 24.510 ; 5 ; 14.522 ;;; 5 ; 14.522 ; 16 ; 39.032 ;
152;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;
153;09.274.232;STATE STREET BRASIL S.A. – BANCO COMERCIAL;;;;;;; 3 ; 9.008 ; 3 ; 9.008 ;;;;; -   ; -   ; 3 ; 9.008 ;
154;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 4.500 ; 4 ; 1.604 ; 5 ; 6.104 ;;;;; -   ; -   ; 5 ; 6.104 ;
155;61.820.817;BANCO PAULISTA S.A.;;;;; 1 ; 3.759 ;;; 1 ; 3.759 ;;;;; -   ; -   ; 1 ; 3.759 ;
156;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;; 3 ; 1.080 ; 3 ; 1.080 ;;;;; -   ; -   ; 3 ; 1.080 ;
157;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.051 ; 1 ; 1.051 ;;;;; -   ; -   ; 1 ; 1.051 ;
;;;;;;;;;;; -   ; -   ;;;;; -   ; -   ; -   ; -   ;
Total;;; 33.125 ; 11.900.192.406 ; 127.252 ; 16.627.766.278 ; 352.321 ; 42.879.153.556 ; 350.755 ; 37.414.448.337 ; 863.453 ; 108.821.560.576 ; 26.109 ; 36.565.497.090 ; 26.109 ; 36.581.515.352 ; 52.218 ; 73.147.012.442 ; 915.671 ; 181.968.573.018 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.12.2020.";;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;; ; ;
;;;;;;;;;;;;;;;;;;;;;
