Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Mai/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
59;03.609.817;BANCO CARGILL S.A.; 42 ; 322.252.133 ; 44 ; 35.619.091 ; 7 ; 12.378.961 ; 68 ; 38.372.519 ; 161 ; 408.622.704 ; 18 ; 65.925.000 ; 30 ; 316.000.000 ; 48,0 ; 381.925.000,0 ; 209 ; 790.547.704 ;
60;16.944.141;BROKER BRASIL CORRETORA DE C∂MBIO LTDA.; 2 ; 6.717 ; 696 ; 23.522.623 ; 670 ; 2.923.805 ; 4.987 ; 294.727.487 ; 6.355 ; 321.180.632 ; 4.677 ; 354.097.313 ; 369 ; 38.571.216 ; 5.046,0 ; 392.668.529,2 ; 11.401 ; 713.849.161 ;
61;92.894.922;BANCO ORIGINAL S.A.; 34 ; 250.747.055 ; 32 ; 20.017.995 ; 2 ; 5.001.000 ; 61 ; 21.097.257 ; 129 ; 296.863.308 ; 17 ; 78.707.328 ; 28 ; 264.505.755 ; 45,0 ; 343.213.082,9 ; 174 ; 640.076.390 ;
62;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 37 ; 12.044.445 ; 137 ; 8.482.527 ; 165 ; 5.278.937 ; 551 ; 34.966.632 ; 890 ; 60.772.540 ; 367 ; 288.972.825 ; 197 ; 263.499.644 ; 564,0 ; 552.472.468,4 ; 1.454 ; 613.245.008 ;
63;92.856.905;ADVANCED CORRETORA DE C∂MBIO LTDA; 404 ; 11.226.886 ; 5.651 ; 179.828.996 ; 3.157 ; 43.496.043 ; 11.947 ; 113.241.851 ; 21.159 ; 347.793.776 ; 2.661 ; 251.684.741 ; 244 ; 12.262.899 ; 2.905,0 ; 263.947.639,6 ; 24.064 ; 611.741.415 ;
64;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 544 ; 1.896.951 ; 13.078 ; 261.687.867 ; 13.622 ; 263.584.817 ; 1.939 ; 262.388.767 ; 22 ; 873.945 ; 1.961,0 ; 263.262.711,8 ; 15.583 ; 526.847.529 ;
65;61.024.352;BANCO INDUSVAL S.A.; 343 ; 140.298.307 ; 170 ; 25.952.074 ; 89 ; 1.810.590 ; 432 ; 45.273.619 ; 1.034 ; 213.334.590 ; 144 ; 128.743.344 ; 239 ; 178.891.328 ; 383,0 ; 307.634.672,6 ; 1.417 ; 520.969.262 ;
66;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 212 ; 4.574.332 ; 4.267 ; 112.960.724 ; 2.862 ; 42.753.743 ; 12.086 ; 141.181.470 ; 19.427 ; 301.470.269 ; 1.808 ; 208.263.209 ; 17 ; 1.432.478 ; 1.825,0 ; 209.695.686,5 ; 21.252 ; 511.165.955 ;
67;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 61 ; 3.918.774 ; 1.061 ; 25.271.515 ; 1.785 ; 8.938.091 ; 7.948 ; 105.783.712 ; 10.855 ; 143.912.092 ; 5.002 ; 240.607.589 ; 2.592 ; 122.198.811 ; 7.594,0 ; 362.806.400,0 ; 18.449 ; 506.718.492 ;
68;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 4 ; 587.583 ; 125 ; 128.439.647 ; 60 ; 98.936.317 ; 712 ; 33.123.518 ; 901 ; 261.087.065 ; 98 ; 151.820.000 ; 21 ; 89.900.684 ; 119,0 ; 241.720.684,3 ; 1.020 ; 502.807.750 ;
69;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 12 ; 552.904 ; 239 ; 5.878.280 ; 1.665 ; 7.641.685 ; 8.020 ; 71.094.948 ; 9.936 ; 85.167.818 ; 3.960 ; 238.340.674 ; 260 ; 169.506.866 ; 4.220,0 ; 407.847.540,6 ; 14.156 ; 493.015.359 ;
70;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 39 ; 106.620.666 ; 20 ; 6.782.671 ; 47 ; 36.654.692 ; 71 ; 17.223.804 ; 177 ; 167.281.832 ; 100 ; 91.260.770 ; 120 ; 214.745.536 ; 220,0 ; 306.006.306,0 ; 397 ; 473.288.138 ;
71;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 2.934 ; 165.917.233 ; 1.307 ; 58.941.505 ; 575 ; 12.895.483 ; 1.687 ; 11.660.611 ; 6.503 ; 249.414.833 ; 95 ; 46.342.691 ; 359 ; 154.215.391 ; 454,0 ; 200.558.082,2 ; 6.957 ; 449.972.915 ;
72;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 205 ; 7.901.764 ; 4.595 ; 151.171.703 ; 1.654 ; 43.474.560 ; 5.918 ; 49.435.848 ; 12.372 ; 251.983.875 ; 1.465 ; 165.435.632 ; 29 ; 16.164.474 ; 1.494,0 ; 181.600.105,9 ; 13.866 ; 433.583.981 ;
73;30.723.886;BANCO MODAL S.A.; 50 ; 14.287.567 ; 368 ; 38.341.327 ; 51 ; 45.454.137 ; 233 ; 40.391.037 ; 702 ; 138.474.068 ; 65 ; 153.402.132 ; 58 ; 134.573.103 ; 123,0 ; 287.975.234,5 ; 825 ; 426.449.302 ;
74;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 37 ; 36.183.438 ; 111 ; 24.890.526 ; 20 ; 14.335.430 ; 430 ; 5.619.277 ; 598 ; 81.028.670 ; 43 ; 162.326.542 ; 28 ; 181.478.620 ; 71,0 ; 343.805.161,7 ; 669 ; 424.833.832 ;
75;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 175 ; 107.413.298 ; 121 ; 100.320.422 ; 296 ; 207.733.720 ; 93 ; 99.694.000 ; 100 ; 106.750.000 ; 193,0 ; 206.444.000,0 ; 489 ; 414.177.720 ;
76;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 158 ; 8.410.362 ; 2.766 ; 10.441.208 ; 8.096 ; 108.432.085 ; 11.020 ; 127.283.654 ; 4.566 ; 192.808.803 ; 510 ; 87.327.550 ; 5.076,0 ; 280.136.353,1 ; 16.096 ; 407.420.007 ;
77;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 4 ; 123.198 ; 114 ; 1.517.415 ; 1.725 ; 55.533.974 ; 3.805 ; 181.254.385 ; 5.648 ; 238.428.972 ; 2.572 ; 150.877.915 ; 392 ; 9.334.424 ; 2.964,0 ; 160.212.339,2 ; 8.612 ; 398.641.311 ;
78;59.285.411;BANCO PANAMERICANO S.A.; 62 ; 81.025.498 ;;; 24 ; 282.129 ; 127 ; 85.289.291 ; 213 ; 166.596.918 ; 3 ; 73.500.000 ; 41 ; 118.700.000 ; 44,0 ; 192.200.000,0 ; 257 ; 358.796.918 ;
79;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 30 ; 506.944 ; 1.639 ; 74.699.690 ; 517 ; 3.304.039 ; 22.221 ; 102.219.778 ; 24.407 ; 180.730.451 ; 3.516 ; 174.519.024 ; 9 ; 1.228.406 ; 3.525,0 ; 175.747.430,0 ; 27.932 ; 356.477.881 ;
80;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 7 ; 16.562 ;;; 6.080 ; 176.366.068 ; 6.087 ; 176.382.629 ; 523 ; 176.512.009 ; 1 ; 118.304 ; 524,0 ; 176.630.312,7 ; 6.611 ; 353.012.942 ;
81;10.690.848;BANCO DA CHINA BRASIL S.A.; 25 ; 35.944.635 ; 75 ; 13.539.128 ; 61 ; 123.707.826 ; 134 ; 2.918.001 ; 295 ; 176.109.590 ; 41 ; 15.250.067 ; 53 ; 158.492.335 ; 94,0 ; 173.742.402,4 ; 389 ; 349.851.992 ;
82;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.283 ; 76.470.982 ; 1.298 ; 45.317.450 ; 582 ; 27.818.546 ; 1.029 ; 61.092.897 ; 4.192 ; 210.699.875 ; 91 ; 69.567.666 ; 70 ; 66.711.803 ; 161,0 ; 136.279.469,6 ; 4.353 ; 346.979.345 ;
83;60.889.128;BANCO SOFISA S.A.; 617 ; 130.310.709 ; 447 ; 28.858.768 ; 109 ; 11.051.660 ; 535 ; 43.588.250 ; 1.708 ; 213.809.387 ; 65 ; 19.971.162 ; 36 ; 92.696.067 ; 101,0 ; 112.667.229,6 ; 1.809 ; 326.476.617 ;
84;02.318.507;BANCO KEB DO BRASIL S.A.; 3 ; 860.030 ; 85 ; 52.560.056 ; 181 ; 78.266.193 ; 1.177 ; 48.982.070 ; 1.446 ; 180.668.349 ; 85 ; 74.625.000 ; 31 ; 52.426.000 ; 116,0 ; 127.051.000,0 ; 1.562 ; 307.719.349 ;
85;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 243 ; 109.954.648 ; 232 ; 7.480.448 ; 2.762 ; 30.724.644 ; 3.237 ; 148.159.740 ; 105 ; 142.251.461 ; 4 ; 9.049.538 ; 109,0 ; 151.300.998,7 ; 3.346 ; 299.460.739 ;
86;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 30 ; 79.000.000 ; 7 ; 36.249.578 ; 24 ; 56.495.915 ; 21 ; 1.044.273 ; 82 ; 172.789.766 ; 3 ; 3.001.000 ; 43 ; 117.161.000 ; 46,0 ; 120.162.000,0 ; 128 ; 292.951.766 ;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 399 ; 84.889.204 ; 570 ; 41.506.520 ; 45 ; 15.509.353 ; 266 ; 5.072.947 ; 1.280 ; 146.978.024 ; 211 ; 43.466.522 ; 159 ; 97.136.921 ; 370,0 ; 140.603.443,9 ; 1.650 ; 287.581.467 ;
88;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 15 ; 7.009.908 ; 84 ; 24.128.491 ; 64 ; 32.825.067 ; 331 ; 72.692.850 ; 494 ; 136.656.316 ; 139 ; 104.183.241 ; 56 ; 46.233.873 ; 195,0 ; 150.417.113,8 ; 689 ; 287.073.430 ;
89;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 116 ; 70.060.413 ; 175 ; 19.148.578 ; 89 ; 1.523.086 ; 202 ; 28.830.417 ; 582 ; 119.562.493 ; 88 ; 60.858.116 ; 85 ; 81.732.167 ; 173,0 ; 142.590.283,1 ; 755 ; 262.152.776 ;
90;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 76 ; 17.300.797 ; 223 ; 87.953.608 ; 208 ; 26.026.841 ; 510 ; 138.164.546 ; 118 ; 35.097.355 ; 94 ; 86.611.994 ; 212,0 ; 121.709.349,0 ; 722 ; 259.873.895 ;
91;03.532.415;BANCO ABN AMRO S.A.; 19 ; 122.275.000 ;;; 4 ; 3.661.448 ; 16 ; 3.124.981 ; 39 ; 129.061.429 ; 2 ; 692.000 ; 26 ; 123.478.000 ; 28,0 ; 124.170.000,0 ; 67 ; 253.231.429 ;
92;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 54 ; 953.304 ; 2.245 ; 58.454.020 ; 1.056 ; 11.687.152 ; 5.840 ; 60.681.841 ; 9.195 ; 131.776.316 ; 1.946 ; 113.556.995 ; 89 ; 7.025.887 ; 2.035,0 ; 120.582.881,6 ; 11.230 ; 252.359.198 ;
93;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 176 ; 4.061.731 ; 3.620 ; 85.235.893 ; 609 ; 14.035.994 ; 3.322 ; 32.476.563 ; 7.727 ; 135.810.180 ; 1.505 ; 101.391.107 ; 21 ; 1.738.353 ; 1.526,0 ; 103.129.459,9 ; 9.253 ; 238.939.640 ;
94;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 26 ; 704.393 ; 1.874 ; 8.061.376 ; 4.546 ; 110.709.152 ; 6.446 ; 119.474.921 ; 3.004 ; 104.200.623 ; 35 ; 824.778 ; 3.039,0 ; 105.025.401,6 ; 9.485 ; 224.500.322 ;
95;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 2 ; 36.780 ; 214 ; 3.088.810 ; 1.750 ; 5.260.298 ; 6.919 ; 78.815.424 ; 8.885 ; 87.201.312 ; 3.392 ; 94.188.626 ; 171 ; 17.518.049 ; 3.563,0 ; 111.706.674,2 ; 12.448 ; 198.907.986 ;
96;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 1.132 ; 59.679.099 ; 7 ; 70.909 ; 1.288 ; 32.842.127 ; 2.427 ; 92.592.135 ; 910 ; 92.128.090 ; 9 ; 751.684 ; 919,0 ; 92.879.773,7 ; 3.346 ; 185.471.908 ;
97;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 1 ; 83.605 ; 44 ; 240.274 ; 126 ; 206.853 ; 30.841 ; 85.495.593 ; 31.012 ; 86.026.324 ; 1.237 ; 85.895.259 ; 5 ; 413.194 ; 1.242,0 ; 86.308.453,7 ; 32.254 ; 172.334.778 ;
98;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 183 ; 2.906.001 ; 1.106 ; 1.488.023 ; 8.644 ; 21.062.277 ; 9.936 ; 25.664.666 ; 1.222 ; 83.691.747 ; 209 ; 61.416.988 ; 1.431,0 ; 145.108.735,1 ; 11.367 ; 170.773.401 ;
99;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 89 ; 1.564.950 ; 1.354 ; 32.178.135 ; 459 ; 6.692.947 ; 3.226 ; 42.010.522 ; 5.128 ; 82.446.554 ; 2.741 ; 74.039.649 ; 284 ; 8.117.028 ; 3.025,0 ; 82.156.677,0 ; 8.153 ; 164.603.231 ;
100;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 661 ; 5.272.228 ; 1.812 ; 25.183.471 ; 2.473 ; 30.455.699 ; 763 ; 64.731.016 ; 198 ; 44.780.945 ; 961,0 ; 109.511.961,2 ; 3.434 ; 139.967.660 ;
101;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 56 ; 533.161 ; 1.494 ; 32.253.292 ; 331 ; 4.519.394 ; 2.243 ; 34.813.122 ; 4.124 ; 72.118.968 ; 3.900 ; 64.009.770 ; 58 ; 2.013.505 ; 3.958,0 ; 66.023.274,6 ; 8.082 ; 138.142.243 ;
102;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 152 ; 2.807.116 ; 776 ; 16.423.331 ; 410 ; 6.066.832 ; 3.376 ; 48.110.353 ; 4.714 ; 73.407.632 ; 1.627 ; 58.734.901 ; 94 ; 3.131.438 ; 1.721,0 ; 61.866.338,7 ; 6.435 ; 135.273.971 ;
103;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 209 ; 408.913 ; 1.137 ; 36.525.427 ; 1.346 ; 36.934.341 ; 1.284 ; 64.722.442 ; 200 ; 28.593.474 ; 1.484,0 ; 93.315.916,3 ; 2.830 ; 130.250.257 ;
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 85 ; 1.514.733 ; 1.655 ; 4.197.306 ; 6.927 ; 42.156.685 ; 8.667 ; 47.868.724 ; 1.768 ; 53.758.469 ; 176 ; 14.318.310 ; 1.944,0 ; 68.076.778,9 ; 10.611 ; 115.945.503 ;
105;07.679.404;BANCO TOPµZIO S.A.; 70 ; 6.828.862 ; 17 ; 212.977 ; 22 ; 730.562 ; 470 ; 52.291.717 ; 579 ; 60.064.118 ; 186 ; 49.699.951 ; 22 ; 4.822.377 ; 208,0 ; 54.522.328,9 ; 787 ; 114.586.447 ;
106;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 5 ; 29.473 ; 437 ; 1.094.721 ; 3.462 ; 51.784.125 ; 3.904 ; 52.908.319 ; 1.300 ; 52.606.086 ; 26 ; 1.794.887 ; 1.326,0 ; 54.400.973,3 ; 5.230 ; 107.309.292 ;
107;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 544 ; 27.229.749 ; 40 ; 29.299 ; 674 ; 17.019.090 ; 1.258 ; 44.278.138 ; 1.325 ; 52.639.618 ; 53 ; 8.373.454 ; 1.378,0 ; 61.013.071,7 ; 2.636 ; 105.291.210 ;
108;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705,2 ; 2.063 ; 90.705.458 ;
109;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 3 ; 27.900 ; 1.902 ; 3.002.179 ; 5.533 ; 41.750.450 ; 7.442 ; 45.088.924 ; 1.109 ; 39.055.872 ; 108 ; 552.396 ; 1.217,0 ; 39.608.268,9 ; 8.659 ; 84.697.193 ;
110;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 690 ; 30.154.841 ; 30 ; 674.372 ; 356 ; 11.560.896 ; 1.083 ; 42.561.358 ; 621 ; 41.408.675 ; 8 ; 533.839 ; 629,0 ; 41.942.513,7 ; 1.712 ; 84.503.871 ;
111;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 467 ; 13.108.582 ; 719 ; 5.921.758 ; 9.511 ; 23.255.410 ; 10.703 ; 42.470.461 ; 1.087 ; 34.759.664 ; 167 ; 4.354.964 ; 1.254,0 ; 39.114.628,7 ; 11.957 ; 81.585.090 ;
112;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 13 ; 381.370 ; 366 ; 9.713.949 ; 279 ; 9.797.378 ; 2.943 ; 27.136.114 ; 3.601 ; 47.028.811 ; 767 ; 30.451.735 ; 56 ; 3.854.784 ; 823,0 ; 34.306.518,5 ; 4.424 ; 81.335.330 ;
113;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 79 ; 3.264.585 ; 902 ; 23.758.343 ; 306 ; 1.854.362 ; 1.724 ; 9.406.533 ; 3.011 ; 38.283.823 ; 1.404 ; 28.191.649 ; 18 ; 454.488 ; 1.422,0 ; 28.646.137,1 ; 4.433 ; 66.929.960 ;
114;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 6 ; 58.265 ; 508 ; 14.331.631 ; 390 ; 1.111.429 ; 1.750 ; 15.183.172 ; 2.654 ; 30.684.497 ; 1.211 ; 32.214.061 ; 147 ; 3.755.571 ; 1.358,0 ; 35.969.632,1 ; 4.012 ; 66.654.130 ;
115;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 7 ; 229.821 ; 119 ; 2.964.123 ; 291 ; 1.770.684 ; 3.675 ; 27.510.117 ; 4.092 ; 32.474.745 ; 536 ; 29.120.765 ; 5 ; 329.738 ; 541,0 ; 29.450.502,9 ; 4.633 ; 61.925.247 ;
116;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 204 ; 19.646.957 ; 73 ; 3.981.259 ; 277 ; 23.628.216 ; 28 ; 10.724.273 ; 196 ; 26.181.672 ; 224,0 ; 36.905.945,3 ; 501 ; 60.534.161 ;
117;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 873 ; 23.095.161 ; 37 ; 279.592 ; 1.556 ; 5.999.597 ; 2.467 ; 29.376.999 ; 1.090 ; 29.141.284 ; 25 ; 282.550 ; 1.115,0 ; 29.423.833,8 ; 3.582 ; 58.800.833 ;
118;33.042.151;BANCO DE LA NACION ARGENTINA; 27 ; 14.430.909 ; 42 ; 2.179.931 ; 1.389 ; 2.123.669 ; 377 ; 645.562 ; 1.835 ; 19.380.071 ; 18 ; 13.155.472 ; 33 ; 26.175.422 ; 51,0 ; 39.330.893,9 ; 1.886 ; 58.710.965 ;
119;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 909 ; 2.109.860 ; 3.103 ; 28.404.555 ; 4.012 ; 30.514.415 ; 1.726 ; 26.437.330 ; 9 ; 25.490 ; 1.735,0 ; 26.462.819,9 ; 5.747 ; 56.977.235 ;
120;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 530 ; 2.022.238 ; 1.747 ; 25.516.161 ; 2.277 ; 27.538.398 ; 1.365 ; 25.610.441 ; 39 ; 1.962.318 ; 1.404,0 ; 27.572.758,6 ; 3.681 ; 55.111.157 ;
121;04.902.979;BANCO DA AMAZONIA S.A.; 147 ; 13.840.637 ; 128 ; 8.695.483 ; 113 ; 2.570.283 ; 241 ; 2.819.476 ; 629 ; 27.925.880 ; 30 ; 9.727.872 ; 58 ; 14.722.790 ; 88,0 ; 24.450.661,5 ; 717 ; 52.376.541 ;
122;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 18 ; 13.560.000 ; 3 ; 76.917 ; 1 ; 8.571 ; 46 ; 13.498.447 ; 68 ; 27.143.935 ; 5 ; 12.243.944 ; 8 ; 12.242.830 ; 13,0 ; 24.486.773,5 ; 81 ; 51.630.709 ;
123;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 18 ; 198.285 ; 623 ; 455.519 ; 5.607 ; 15.598.871 ; 6.248 ; 16.252.674 ; 1.088 ; 23.406.007 ; 68 ; 8.003.612 ; 1.156,0 ; 31.409.619,2 ; 7.404 ; 47.662.293 ;
124;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 1.146 ; 9.098.400 ; 2.225 ; 23.440.141 ; 3.372 ; 32.545.942 ; 613 ; 14.691.473 ; 17 ; 251.144 ; 630,0 ; 14.942.616,6 ; 4.002 ; 47.488.559 ;
125;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 82 ; 17.889.832 ; 110 ; 3.747.632 ; 22 ; 1.541.167 ; 47 ; 627.360 ; 261 ; 23.805.990 ; 10 ; 5.174.123 ; 25 ; 17.291.633 ; 35,0 ; 22.465.755,5 ; 296 ; 46.271.746 ;
126;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 24 ; 7.637.996 ; 16 ; 580.405 ; 59 ; 8.494.316 ; 49 ; 855.893 ; 148 ; 17.568.609 ; 10 ; 6.646.373 ; 26 ; 21.395.862 ; 36,0 ; 28.042.235,3 ; 184 ; 45.610.844 ;
127;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 60 ; 1.694.785 ; 211 ; 5.025.949 ; 445 ; 877.462 ; 5.369 ; 12.598.285 ; 6.085 ; 20.196.480 ; 660 ; 16.152.670 ; 21 ; 985.196 ; 681,0 ; 17.137.866,3 ; 6.766 ; 37.334.347 ;
128;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 693 ; 1.908.263 ; 2.023 ; 17.192.687 ; 2.716 ; 19.100.950 ; 1.128 ; 16.191.496 ; 49 ; 810.106 ; 1.177,0 ; 17.001.601,9 ; 3.893 ; 36.102.552 ;
129;59.118.133;BANCO LUSO BRASILEIRO S.A.; 9 ; 574.265 ; 35 ; 2.400.738 ; 47 ; 12.233.913 ; 53 ; 2.815.998 ; 144 ; 18.024.914 ; 34 ; 5.097.345 ; 29 ; 12.589.802 ; 63,0 ; 17.687.147,0 ; 207 ; 35.712.061 ;
130;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 48 ; 1.687.918 ; 3 ; 182.000 ; 572 ; 15.269.765 ; 623 ; 17.139.683 ; 724 ; 17.067.351 ; 9 ; 291.669 ; 733,0 ; 17.359.020,7 ; 1.356 ; 34.498.704 ;
131;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 8 ; 12.622 ; 1.322 ; 907.904 ; 10.333 ; 14.650.208 ; 11.663 ; 15.570.734 ; 457 ; 14.056.554 ; 12 ; 206.815 ; 469,0 ; 14.263.368,8 ; 12.132 ; 29.834.103 ;
132;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 559 ; 1.302.305 ; 1.535 ; 14.489.162 ; 2.094 ; 15.791.467 ; 971 ; 13.264.354 ; 2 ; 50.000 ; 973,0 ; 13.314.354,2 ; 3.067 ; 29.105.821 ;
133;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 24 ; 396.543 ; 674 ; 1.706.114 ; 2.962 ; 13.783.681 ; 3.660 ; 15.886.338 ; 994 ; 12.725.284 ; 16 ; 174.931 ; 1.010,0 ; 12.900.215,5 ; 4.670 ; 28.786.554 ;
134;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 7 ; 203.559 ; 347 ; 506.852 ; 2.163 ; 13.415.065 ; 2.517 ; 14.125.476 ; 391 ; 13.125.609 ; 1 ; 5.584 ; 392,0 ; 13.131.192,7 ; 2.909 ; 27.256.669 ;
135;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 6 ; 258.059 ; 137 ; 1.576.760 ; 184 ; 2.250.529 ; 1.624 ; 11.005.193 ; 1.951 ; 15.090.541 ; 934 ; 11.181.428 ; 48 ; 973.577 ; 982,0 ; 12.155.004,1 ; 2.933 ; 27.245.545 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 99 ; 77.444 ; 1.649 ; 12.376.971 ; 1.748 ; 12.454.415 ; 693 ; 12.718.437 ; 7 ; 383.295 ; 700,0 ; 13.101.731,4 ; 2.448 ; 25.556.147 ;
137;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 23 ; 428.138 ; 304 ; 8.667.012 ; 32 ; 66.188 ; 897 ; 3.178.404 ; 1.256 ; 12.339.742 ; 716 ; 11.555.603 ; 15 ; 212.508 ; 731,0 ; 11.768.111,4 ; 1.987 ; 24.107.853 ;
138;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 3.185 ; 1.433.376 ; 9.964 ; 11.695.428 ; 13.149 ; 13.128.804 ; 267 ; 10.785.054 ; 3 ; 187.867 ; 270,0 ; 10.972.920,2 ; 13.419 ; 24.101.724 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 2.154 ; 1.444.242 ; 7.404 ; 11.649.428 ; 9.564 ; 13.106.831 ; 170 ; 10.963.703 ;;; 170,0 ; 10.963.703,4 ; 9.734 ; 24.070.535 ;
