Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Dez/2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
70;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 72 ; 98.953.760 ; 293 ; 41.177.414 ; 246 ; 127.494.156 ; 433 ; 216.008.096 ; 1.044 ; 483.633.426 ; 190 ; 214.983.159 ; 132 ; 173.696.976 ; 322 ; 388.680.135 ; 1.366 ; 872.313.561 
71;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 132 ; 219.044.344 ; 112 ; 110.123.939 ; 16 ; 20.824.613 ; 798 ; 111.550.708 ; 1.058 ; 461.543.603 ; 89 ; 181.575.502 ; 45 ; 204.610.183 ; 134 ; 386.185.685 ; 1.192 ; 847.729.288 
72;33.923.798;BANCO MÁXIMA S.A.; 80 ; 155.733.300 ; 363 ; 18.856.094 ; 1.295 ; 69.049.714 ; 27.597 ; 135.721.757 ; 29.335 ; 379.360.865 ; 157 ; 201.420.823 ; 97 ; 253.615.422 ; 254 ; 455.036.245 ; 29.589 ; 834.397.111 
73;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 473 ; 260.352.322 ; 432 ; 53.225.951 ; 244 ; 27.581.525 ; 444 ; 56.830.310 ; 1.593 ; 397.990.109 ; 242 ; 120.207.682 ; 302 ; 297.185.403 ; 544 ; 417.393.084 ; 2.137 ; 815.383.193 
74;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 953 ; 18.631.419 ; 13.380 ; 286.962.532 ; 3.256 ; 65.253.422 ; 11.991 ; 100.985.382 ; 29.580 ; 471.832.755 ; 4.950 ; 310.914.215 ; 74 ; 6.918.740 ; 5.024 ; 317.832.954 ; 34.604 ; 789.665.709 
75;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 465 ; 10.516.332 ; 10.506 ; 253.418.073 ; 4.646 ; 43.320.209 ; 11.604 ; 97.974.593 ; 27.221 ; 405.229.207 ; 15.664 ; 333.626.047 ; 1.951 ; 36.115.702 ; 17.615 ; 369.741.749 ; 44.836 ; 774.970.956 
76;60.889.128;BANCO SOFISA S.A.; 1.242 ; 209.138.876 ; 1.047 ; 59.570.933 ; 138 ; 36.449.380 ; 1.072 ; 72.572.188 ; 3.499 ; 377.731.377 ; 133 ; 148.415.914 ; 117 ; 225.132.960 ; 250 ; 373.548.874 ; 3.749 ; 751.280.252 
77;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 12 ; 12.828 ; 12 ; 12.828 ; 385 ; 347.968.167 ; 772 ; 347.861.498 ; 1.157 ; 695.829.665 ; 1.169 ; 695.842.493 
78;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;; 2 ; 47.457.315 ; 2 ; 47.457.315 ; 3 ; 357.785.625 ; 2 ; 263.062.209 ; 5 ; 620.847.834 ; 7 ; 668.305.149 
79;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 15 ; 12.516.351 ; 135 ; 41.400.337 ; 474 ; 166.968.905 ; 586 ; 137.602.040 ; 1.210 ; 358.487.634 ; 154 ; 141.006.029 ; 131 ; 141.497.240 ; 285 ; 282.503.269 ; 1.495 ; 640.990.904 
80;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 335 ; 5.839.794 ; 2.811 ; 59.361.512 ; 13.790 ; 32.378.425 ; 13.619 ; 144.513.500 ; 30.555 ; 242.093.231 ; 15.160 ; 281.263.534 ; 3.951 ; 115.731.768 ; 19.111 ; 396.995.302 ; 49.666 ; 639.088.533 
81;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 51 ; 55.085.729 ; 133 ; 23.863.835 ; 66 ; 37.942.683 ; 131 ; 22.631.642 ; 381 ; 139.523.890 ; 127 ; 205.987.984 ; 136 ; 284.902.428 ; 263 ; 490.890.412 ; 644 ; 630.414.302 
82;61.186.680;BANCO BMG S.A.; 24 ; 40.439.787 ; 20 ; 25.161.612 ; 23 ; 27.694.124 ; 208 ; 147.971.450 ; 275 ; 241.266.973 ; 28 ; 260.893.033 ; 21 ; 112.384.422 ; 49 ; 373.277.455 ; 324 ; 614.544.428 
83;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 250 ; 3.663.068 ; 3.469 ; 68.842.521 ; 4.159 ; 37.611.270 ; 36.862 ; 211.386.853 ; 44.740 ; 321.503.712 ; 17.445 ; 246.414.503 ; 221 ; 8.368.301 ; 17.666 ; 254.782.804 ; 62.406 ; 576.286.516 
84;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 1.979 ; 122.598.840 ; 2.880 ; 66.518.286 ; 5.392 ; 22.458.774 ; 15.672 ; 89.014.444 ; 25.923 ; 300.590.344 ; 8.087 ; 133.687.945 ; 1.242 ; 123.211.735 ; 9.329 ; 256.899.680 ; 35.252 ; 557.490.024 
85;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 5.258 ; 173.647.858 ; 2.412 ; 78.584.630 ; 908 ; 13.414.386 ; 3.851 ; 29.135.487 ; 12.429 ; 294.782.362 ; 302 ; 91.636.595 ; 536 ; 165.311.505 ; 838 ; 256.948.100 ; 13.267 ; 551.730.461 
86;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 116 ; 82.611.303 ; 191 ; 52.333.987 ; 213 ; 139.031.913 ; 554 ; 84.396.553 ; 1.074 ; 358.373.756 ; 67 ; 48.800.413 ; 78 ; 143.549.123 ; 145 ; 192.349.535 ; 1.219 ; 550.723.291 
87;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 4.557 ; 45.847.026 ; 5.417 ; 100.142.843 ; 9.974 ; 145.989.869 ; 7.249 ; 218.927.379 ; 827 ; 164.610.559 ; 8.076 ; 383.537.938 ; 18.050 ; 529.527.807 
88;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 241 ; 3.791.135 ; 8.275 ; 182.665.003 ; 2.166 ; 16.268.463 ; 10.111 ; 75.910.785 ; 20.793 ; 278.635.386 ; 5.822 ; 241.389.181 ; 100 ; 2.869.908 ; 5.922 ; 244.259.090 ; 26.715 ; 522.894.475 
89;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 57 ; 1.237.479 ; 709 ; 15.281.907 ; 1.683 ; 13.609.327 ; 6.601 ; 181.805.266 ; 9.050 ; 211.933.979 ; 24.945 ; 229.551.622 ; 565 ; 47.115.479 ; 25.510 ; 276.667.100 ; 34.560 ; 488.601.079 
90;62.144.175;BANCO PINE S.A.; 126 ; 71.551.477 ; 50 ; 29.267.011 ; 23 ; 47.072.869 ; 370 ; 98.091.096 ; 569 ; 245.982.454 ; 28 ; 109.469.850 ; 27 ; 131.872.820 ; 55 ; 241.342.671 ; 624 ; 487.325.124 
91;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 48 ; 1.555.680 ; 639 ; 11.994.284 ; 4.056 ; 23.210.059 ; 18.557 ; 180.929.393 ; 23.300 ; 217.689.416 ; 9.424 ; 201.603.862 ; 549 ; 33.444.716 ; 9.973 ; 235.048.578 ; 33.273 ; 452.737.994 
92;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 222 ; 5.325.223 ; 748 ; 11.148.676 ; 4.489 ; 15.011.110 ; 16.948 ; 206.634.959 ; 22.407 ; 238.119.969 ; 13.325 ; 203.755.291 ; 217 ; 6.600.192 ; 13.542 ; 210.355.483 ; 35.949 ; 448.475.452 
93;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 4.080 ; 18.279.568 ; 9.795 ; 198.484.744 ; 13.875 ; 216.764.312 ; 14.002 ; 181.874.758 ; 133 ; 872.430 ; 14.135 ; 182.747.189 ; 28.010 ; 399.511.500 
94;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 212 ; 3.043.109 ; 8.191 ; 36.052.921 ; 20.103 ; 173.452.190 ; 28.506 ; 212.548.220 ; 18.369 ; 162.559.169 ; 722 ; 22.301.608 ; 19.091 ; 184.860.777 ; 47.597 ; 397.408.997 
95;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 371 ; 4.650.031 ; 4.401 ; 85.366.478 ; 1.762 ; 22.180.628 ; 10.317 ; 100.736.067 ; 16.851 ; 212.933.203 ; 14.675 ; 166.391.675 ; 277 ; 7.122.732 ; 14.952 ; 173.514.407 ; 31.803 ; 386.447.610 
96;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 5 ; 95.569 ; 1.727 ; 31.028.158 ; 101 ; 299.537 ; 7.432 ; 147.030.540 ; 9.265 ; 178.453.803 ; 7.468 ; 178.342.110 ; 55 ; 705.295 ; 7.523 ; 179.047.405 ; 16.788 ; 357.501.208 
97;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 183 ; 3.845.659 ; 293 ; 7.169.770 ; 1.693 ; 13.453.813 ; 4.654 ; 62.163.851 ; 6.823 ; 86.633.093 ; 3.958 ; 145.880.939 ; 720 ; 93.858.745 ; 4.678 ; 239.739.684 ; 11.501 ; 326.372.778 
98;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 57.971 ; 48 ; 495.911 ; 2.395 ; 16.709.583 ; 6.333 ; 88.466.492 ; 8.778 ; 105.729.957 ; 9.345 ; 145.403.087 ; 735 ; 73.202.248 ; 10.080 ; 218.605.335 ; 18.858 ; 324.335.292 
99;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 4 ; 74.250 ; 586 ; 9.444.318 ; 2.090 ; 6.782.272 ; 7.307 ; 38.799.048 ; 9.987 ; 55.099.888 ; 3.144 ; 152.992.222 ; 585 ; 111.610.834 ; 3.729 ; 264.603.057 ; 13.716 ; 319.702.945 
100;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 520 ; 12.384.476 ; 6.419 ; 141.083.095 ; 6.939 ; 153.467.572 ; 6.329 ; 141.513.670 ; 523 ; 12.739.086 ; 6.852 ; 154.252.756 ; 13.791 ; 307.720.328 
101;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 327 ; 6.178.855 ; 2.478 ; 49.768.442 ; 1.612 ; 16.585.659 ; 6.180 ; 46.498.067 ; 10.597 ; 119.031.023 ; 4.337 ; 130.417.855 ; 661 ; 57.024.912 ; 4.998 ; 187.442.767 ; 15.595 ; 306.473.790 
102;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 15 ; 147.626 ; 444 ; 604.215 ; 1.101 ; 149.640.901 ; 1.560 ; 150.392.742 ; 6.023 ; 149.715.402 ; 19 ; 527.528 ; 6.042 ; 150.242.931 ; 7.602 ; 300.635.673 
103;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 4 ; 21.712 ; 97 ; 2.839.641 ; 4.339 ; 25.922.815 ; 8.726 ; 146.631.759 ; 13.166 ; 175.415.926 ; 7.070 ; 124.469.559 ; 43 ; 477.499 ; 7.113 ; 124.947.058 ; 20.279 ; 300.362.984 
104;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 6 ; 40.668 ; 834 ; 21.632.837 ; 725 ; 3.034.785 ; 2.598 ; 63.616.005 ; 4.163 ; 88.324.296 ; 3.184 ; 131.751.762 ; 509 ; 49.579.538 ; 3.693 ; 181.331.299 ; 7.856 ; 269.655.595 
105;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 58 ; 778.240 ; 208 ; 4.130.410 ; 5.318 ; 15.822.449 ; 11.368 ; 51.066.440 ; 16.952 ; 71.797.539 ; 5.120 ; 111.475.938 ; 1.105 ; 72.971.031 ; 6.225 ; 184.446.969 ; 23.177 ; 256.244.508 
106;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 9 ; 98.048 ; 226 ; 4.854.381 ; 13.320 ; 17.936.348 ; 27.284 ; 110.082.744 ; 40.839 ; 132.971.522 ; 8.752 ; 109.238.894 ; 209 ; 12.287.795 ; 8.961 ; 121.526.690 ; 49.800 ; 254.498.211 
107;00.416.968;BANCO INTER S.A.; 47 ; 606.924 ; 1.019 ; 22.660.225 ; 2.911 ; 17.269.220 ; 3.185 ; 79.448.424 ; 7.162 ; 119.984.793 ; 1.321 ; 103.565.285 ; 682 ; 19.522.333 ; 2.003 ; 123.087.618 ; 9.165 ; 243.072.410 
108;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 34 ; 316.709 ; 484 ; 75.605.983 ; 4.759 ; 61.280.864 ; 5.277 ; 137.203.556 ; 128 ; 44.810.551 ; 29 ; 58.376.700 ; 157 ; 103.187.251 ; 5.434 ; 240.390.807 
109;61.024.352;BANCO INDUSVAL S.A.; 239 ; 38.233.872 ; 262 ; 17.708.329 ; 288 ; 34.680.922 ; 894 ; 43.883.489 ; 1.683 ; 134.506.613 ; 274 ; 46.422.553 ; 126 ; 54.827.566 ; 400 ; 101.250.119 ; 2.083 ; 235.756.731 
110;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 40 ; 5.686.523 ; 27 ; 5.128.021 ; 65 ; 1.611.297 ; 78 ; 1.253.951 ; 210 ; 13.679.792 ; 87 ; 102.300.000 ; 101 ; 85.300.000 ; 188 ; 187.600.000 ; 398 ; 201.279.792 
111;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 21 ; 427.845 ; 392 ; 5.006.598 ; 725 ; 4.785.618 ; 7.555 ; 59.749.913 ; 8.693 ; 69.969.973 ; 6.991 ; 94.022.721 ; 1.669 ; 34.494.734 ; 8.660 ; 128.517.456 ; 17.353 ; 198.487.429 
112;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 10 ; 63.409 ; 1.178 ; 3.300.469 ; 3.864 ; 94.771.781 ; 5.052 ; 98.135.659 ; 6.935 ; 91.869.925 ; 85 ; 340.961 ; 7.020 ; 92.210.885 ; 12.072 ; 190.346.544 
113;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 302 ; 3.667.348 ; 927 ; 26.796.868 ; 3.367 ; 19.200.729 ; 6.795 ; 56.562.423 ; 11.391 ; 106.227.369 ; 5.615 ; 70.512.027 ; 810 ; 9.963.153 ; 6.425 ; 80.475.180 ; 17.816 ; 186.702.549 
114;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 26 ; 314.294 ; 1.769 ; 51.336.300 ; 1.000 ; 11.845.206 ; 4.295 ; 29.979.418 ; 7.090 ; 93.475.218 ; 4.372 ; 81.153.969 ; 724 ; 11.950.956 ; 5.096 ; 93.104.925 ; 12.186 ; 186.580.143 
115;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 1 ; 924 ; 5 ; 189.673 ; 492 ; 30.891.730 ; 697 ; 48.434.155 ; 1.195 ; 79.516.482 ; 193 ; 53.135.019 ; 96 ; 38.090.242 ; 289 ; 91.225.261 ; 1.484 ; 170.741.743 
116;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 22 ; 461.037 ; 4 ; 53.656 ; 12.459 ; 8.370.392 ; 13.281 ; 16.263.310 ; 25.766 ; 25.148.395 ; 1.086 ; 70.221.113 ; 721 ; 62.764.644 ; 1.807 ; 132.985.757 ; 27.573 ; 158.134.152 
117;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 55 ; 266.858 ; 2.280 ; 8.052.916 ; 9.331 ; 76.319.412 ; 11.666 ; 84.639.185 ; 5.188 ; 68.974.601 ; 53 ; 848.145 ; 5.241 ; 69.822.747 ; 16.907 ; 154.461.932 
118;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 45 ; 917.636 ; 761 ; 15.525.104 ; 1.774 ; 3.833.697 ; 19.273 ; 50.560.731 ; 21.853 ; 70.837.169 ; 14.722 ; 66.224.050 ; 231 ; 5.015.036 ; 14.953 ; 71.239.085 ; 36.806 ; 142.076.254 
119;04.902.979;BANCO DA AMAZONIA S.A.; 457 ; 36.319.326 ; 164 ; 7.941.008 ; 162 ; 2.432.301 ; 872 ; 28.776.011 ; 1.655 ; 75.468.645 ; 158 ; 28.844.406 ; 153 ; 29.629.235 ; 311 ; 58.473.641 ; 1.966 ; 133.942.286 
120;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 54 ; 909.158 ; 312 ; 2.375.238 ; 1.603 ; 63.274.293 ; 1.969 ; 66.558.689 ; 3.865 ; 63.866.960 ; 80 ; 2.345.118 ; 3.945 ; 66.212.078 ; 5.914 ; 132.770.767 
121;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 31 ; 288.614 ; 3.163 ; 16.027.288 ; 6.700 ; 59.808.721 ; 9.894 ; 76.124.622 ; 1.824 ; 44.558.142 ; 19 ; 216.568 ; 1.843 ; 44.774.710 ; 11.737 ; 120.899.332 
122;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 73 ; 2.088.061 ; 159 ; 2.009.759 ; 623 ; 12.842.937 ; 4.388 ; 51.462.107 ; 5.243 ; 68.402.864 ; 2.027 ; 44.616.345 ; 239 ; 6.085.057 ; 2.266 ; 50.701.402 ; 7.509 ; 119.104.266 
123;33.042.151;BANCO DE LA NACION ARGENTINA; 34 ; 15.789.789 ; 23 ; 6.971.932 ; 4.428 ; 5.627.799 ; 852 ; 3.643.150 ; 5.337 ; 32.032.671 ; 32 ; 33.978.579 ; 78 ; 45.122.613 ; 110 ; 79.101.192 ; 5.447 ; 111.133.862 
124;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 124 ; 428.044 ; 620 ; 7.062.258 ; 2.085 ; 7.165.573 ; 6.012 ; 41.340.492 ; 8.841 ; 55.996.367 ; 3.996 ; 42.182.878 ; 55 ; 1.370.929 ; 4.051 ; 43.553.807 ; 12.892 ; 99.550.174 
125;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 36 ; 1.030.887 ; 425 ; 10.063.338 ; 1.153 ; 22.223.013 ; 3.468 ; 26.245.666 ; 5.082 ; 59.562.904 ; 1.389 ; 25.215.028 ; 289 ; 12.181.796 ; 1.678 ; 37.396.824 ; 6.760 ; 96.959.727 
126;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 13 ; 207.707 ; 786 ; 18.631.176 ; 264 ; 3.053.261 ; 6.924 ; 25.512.293 ; 7.987 ; 47.404.438 ; 6.173 ; 44.054.136 ; 162 ; 3.172.509 ; 6.335 ; 47.226.645 ; 14.322 ; 94.631.083 
127;59.285.411;BANCO PAN S.A.; 34 ; 3.848.159 ;;; 91 ; 503.319 ; 321 ; 44.283.557 ; 446 ; 48.635.035 ; 4 ; 39.127.320 ; 5 ; 5.750.000 ; 9 ; 44.877.320 ; 455 ; 93.512.355 
128;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 5.225 ; 4.479.977 ; 19.764 ; 46.811.457 ; 24.989 ; 51.291.434 ; 1.548 ; 41.788.636 ;;; 1.548 ; 41.788.636 ; 26.537 ; 93.080.070 
129;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 36 ; 2.252.598 ; 8 ; 162.826 ; 3.779 ; 40.539.291 ; 88 ; 1.255.290 ; 3.911 ; 44.210.005 ; 11 ; 404.456 ; 189 ; 41.778.412 ; 200 ; 42.182.867 ; 4.111 ; 86.392.872 
130;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 2 ; 14.413 ; 87 ; 1.703.514 ; 236 ; 3.514.315 ; 6.140 ; 39.392.988 ; 6.465 ; 44.625.230 ; 5.316 ; 39.365.915 ; 83 ; 1.803.497 ; 5.399 ; 41.169.412 ; 11.864 ; 85.794.642 
131;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 48 ; 218.134 ; 176 ; 3.285.134 ; 883 ; 17.468.928 ; 2.157 ; 23.615.960 ; 3.264 ; 44.588.156 ; 2.116 ; 23.175.728 ; 456 ; 13.969.473 ; 2.572 ; 37.145.202 ; 5.836 ; 81.733.357 
132;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 61 ; 1.883.078 ; 1.282 ; 20.848.557 ; 383 ; 5.820.049 ; 2.018 ; 10.104.312 ; 3.744 ; 38.655.996 ; 3.755 ; 31.317.166 ; 274 ; 8.059.349 ; 4.029 ; 39.376.515 ; 7.773 ; 78.032.512 
133;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 613 ; 28.298.034 ; 34 ; 1.336.742 ; 265 ; 4.778.838 ; 2.062 ; 5.489.137 ; 2.974 ; 39.902.751 ; 185 ; 5.753.408 ; 401 ; 31.912.266 ; 586 ; 37.665.674 ; 3.560 ; 77.568.425 
134;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 18.970 ; 7 ; 243.747 ; 1.477 ; 5.376.347 ; 4.809 ; 37.113.943 ; 6.294 ; 42.753.007 ; 1.711 ; 32.201.546 ; 4 ; 117.756 ; 1.715 ; 32.319.302 ; 8.009 ; 75.072.309 
135;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 11 ; 64.256 ; 2.207 ; 16.906.168 ; 4.183 ; 31.921.069 ; 6.401 ; 48.891.493 ; 2.217 ; 15.936.385 ; 61 ; 994.887 ; 2.278 ; 16.931.272 ; 8.679 ; 65.822.765 
136;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 447 ; 1.409.984 ; 4.551 ; 30.740.721 ; 4.998 ; 32.150.705 ; 6.053 ; 29.883.639 ; 61 ; 559.781 ; 6.114 ; 30.443.420 ; 11.112 ; 62.594.125 
137;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 212 ; 1.774.147 ; 162 ; 2.028.090 ; 1.521 ; 14.243.410 ; 7.873 ; 18.374.092 ; 9.768 ; 36.419.739 ; 1.359 ; 13.128.643 ; 209 ; 8.722.467 ; 1.568 ; 21.851.110 ; 11.336 ; 58.270.849 
138;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 2.014 ; 5.646.595 ; 4.779 ; 28.727.870 ; 6.793 ; 34.374.464 ; 2.176 ; 23.151.830 ; 3 ; 68.472 ; 2.179 ; 23.220.302 ; 8.972 ; 57.594.766 
139;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 47 ; 381.362 ; 1.250 ; 2.416.092 ; 15.751 ; 27.240.342 ; 17.048 ; 30.037.796 ; 5.458 ; 25.645.847 ; 19 ; 527.125 ; 5.477 ; 26.172.972 ; 22.525 ; 56.210.768 
140;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.385 ; 4.464.290 ; 3.627 ; 26.565.056 ; 5.012 ; 31.029.346 ; 3.021 ; 22.127.024 ; 5 ; 35.954 ; 3.026 ; 22.162.979 ; 8.038 ; 53.192.325 
141;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 3.195 ; 206 ; 4.661.831 ; 96 ; 1.940.266 ; 1.136 ; 19.835.280 ; 1.439 ; 26.440.573 ; 2.875 ; 24.297.416 ; 64 ; 1.745.961 ; 2.939 ; 26.043.378 ; 4.378 ; 52.483.951 
142;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 1.454 ; 6.583.153 ; 3.380 ; 25.720.057 ; 4.834 ; 32.303.210 ; 1.547 ; 19.376.030 ; 7 ; 130.975 ; 1.554 ; 19.507.005 ; 6.388 ; 51.810.214 
143;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 50 ; 1.461.625 ; 530 ; 13.126.167 ; 393 ; 6.572.947 ; 798 ; 5.634.963 ; 1.771 ; 26.795.701 ; 800 ; 16.617.888 ; 246 ; 5.893.969 ; 1.046 ; 22.511.857 ; 2.817 ; 49.307.558 
144;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 11 ; 446.904 ; 17 ; 241.795 ; 4.717 ; 2.297.942 ; 20.864 ; 21.471.699 ; 25.609 ; 24.458.340 ; 1.762 ; 19.511.801 ; 27 ; 790.933 ; 1.789 ; 20.302.734 ; 27.398 ; 44.761.073 
145;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 3.757 ; 21.271.614 ; 3.452 ; 20.266.607 ; 7.209 ; 41.538.221 ; 175 ; 621.295 ; 26 ; 1.679.382 ; 201 ; 2.300.677 ; 7.410 ; 43.838.898 
146;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 269 ; 5.961.346 ; 129 ; 480.345 ; 3.640 ; 15.051.221 ; 4.038 ; 21.492.913 ; 1.755 ; 21.053.521 ; 25 ; 395.464 ; 1.780 ; 21.448.985 ; 5.818 ; 42.941.898 
147;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 13 ; 747.494 ; 999 ; 5.427.769 ; 2.241 ; 16.655.588 ; 3.253 ; 22.830.852 ; 787 ; 12.248.987 ; 6 ; 146.070 ; 793 ; 12.395.057 ; 4.046 ; 35.225.909 
148;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 3 ; 155.522 ; 241 ; 7.541.332 ; 137 ; 3.327.167 ; 835 ; 6.820.479 ; 1.216 ; 17.844.499 ; 867 ; 13.592.154 ; 93 ; 3.131.598 ; 960 ; 16.723.752 ; 2.176 ; 34.568.252 
149;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 4 ; 47.137 ; 1.073 ; 1.963.328 ; 2.701 ; 9.854.942 ; 3.778 ; 11.865.406 ; 1.838 ; 14.825.040 ; 406 ; 6.896.049 ; 2.244 ; 21.721.089 ; 6.022 ; 33.586.495 
150;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 7 ; 146.370 ; 139 ; 1.988.003 ; 173 ; 2.623.317 ; 1.872 ; 10.219.024 ; 2.191 ; 14.976.714 ; 999 ; 10.962.169 ; 36 ; 1.539.263 ; 1.035 ; 12.501.432 ; 3.226 ; 27.478.146 
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 320 ; 263.300 ; 2.621 ; 13.379.969 ; 2.941 ; 13.643.269 ; 2.817 ; 13.385.709 ; 57 ; 295.756 ; 2.874 ; 13.681.465 ; 5.815 ; 27.324.735 
