Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em SETEMBRO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
70;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 12 ; 1.704.393 ; 80 ; 2.755.471 ; 38 ; 24.762.528 ; 300 ; 6.198.972 ; 430 ; 35.421.363 ; 137 ; 5.386.251 ; 234 ; 25.353.036 ; 371 ; 30.739.287 ; 801 ; 66.160.650 ;;;;
71;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 54 ; 25.731.614 ; 20 ; 932.953 ; 449 ; 7.174.692 ; 523 ; 33.839.260 ; 38 ; 31.960.000 ;;; 38 ; 31.960.000 ; 561 ; 65.799.260 ;;;;
72;59.118.133;BANCO LUSO BRASILEIRO S.A.; 21 ; 4.546.544 ; 299 ; 19.950.070 ; 32 ; 2.053.018 ; 166 ; 5.502.034 ; 518 ; 32.051.666 ; 266 ; 25.524.587 ; 53 ; 6.672.437 ; 319 ; 32.197.024 ; 837 ; 64.248.689 ;;;;
73;10.690.848;BANCO DA CHINA BRASIL S.A.; 6 ; 19.358.731 ; 16 ; 4.475.833 ; 8 ; 168.442 ; 69 ; 2.261.916 ; 99 ; 26.264.922 ; 16 ; 6.705.878 ; 11 ; 24.485.829 ; 27 ; 31.191.707 ; 126 ; 57.456.629 ;;;;
74;61.024.352;BANCO INDUSVAL S.A.; 61 ; 13.269.712 ; 37 ; 3.113.793 ; 16 ; 422.181 ; 77 ; 4.732.680 ; 191 ; 21.538.366 ; 29 ; 10.577.488 ; 43 ; 22.077.318 ; 72 ; 32.654.806 ; 263 ; 54.193.172 ;;;;
75;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 47 ; 12.024.733 ; 119 ; 6.913.470 ; 24 ; 123.806 ; 40 ; 615.857 ; 230 ; 19.677.866 ; 56 ; 12.549.302 ; 20 ; 21.698.983 ; 76 ; 34.248.285 ; 306 ; 53.926.150 ;;;;
76;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 363 ; 16.282.466 ; 263 ; 9.638.838 ; 164 ; 4.156.171 ; 283 ; 10.443.785 ; 1.073 ; 40.521.260 ; 28 ; 5.840.846 ; 20 ; 6.326.114 ; 48 ; 12.166.961 ; 1.121 ; 52.688.221 ;;;;
77;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 55 ; 1.257.627 ; 519 ; 16.896.060 ; 228 ; 4.082.073 ; 701 ; 6.755.821 ; 1.503 ; 28.991.581 ; 255 ; 19.954.182 ; 20 ; 1.564.568 ; 275 ; 21.518.750 ; 1.778 ; 50.510.331 ;;;;
78;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 2 ; 13.737 ; 52 ; 1.364.642 ; 129 ; 354.327 ; 585 ; 5.954.026 ; 768 ; 7.686.731 ; 473 ; 23.567.114 ; 48 ; 16.621.885 ; 521 ; 40.188.998 ; 1.289 ; 47.875.729 ;;;;
79;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 12 ; 4.693.412 ; 2 ; 401.491 ; 5 ; 15.657 ; 6 ; 56.987 ; 25 ; 5.167.546 ; 18 ; 18.050.000 ; 26 ; 22.440.000 ; 44 ; 40.490.000 ; 69 ; 45.657.546 ;;;;
80;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 1 ; 3.000.000 ; 7 ; 12.102.774 ; 7 ; 450.619 ; 11 ; 2.386.310 ; 26 ; 17.939.702 ; 14 ; 18.362.791 ; 5 ; 6.930.275 ; 19 ; 25.293.066 ; 45 ; 43.232.768 ;;;;
81;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 18 ; 507.792 ; 489 ; 11.798.184 ; 213 ; 1.348.428 ; 920 ; 7.333.557 ; 1.640 ; 20.987.961 ; 569 ; 18.111.322 ; 18 ; 837.418 ; 587 ; 18.948.740 ; 2.227 ; 39.936.700 ;;;;
82;34.111.187;BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO; 1 ; 27.277 ; 2 ; 18.552 ; 130 ; 4.226.449 ; 51 ; 1.457.476 ; 184 ; 5.729.754 ; 12 ; 14.421.699 ; 14 ; 18.645.800 ; 26 ; 33.067.498 ; 210 ; 38.797.253 ;;;;
83;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;; 2 ; 9.044 ; 146 ; 802.613 ; 597 ; 19.798.918 ; 745 ; 20.610.575 ; 681 ; 18.079.456 ; 6 ; 13.343 ; 687 ; 18.092.799 ; 1.432 ; 38.703.373 ;;;;
84;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 10 ; 8.038.678 ;;; 5 ; 74.374 ; 16 ; 3.593.673 ; 31 ; 11.706.724 ; 7 ; 13.983.525 ; 8 ; 12.481.853 ; 15 ; 26.465.378 ; 46 ; 38.172.102 ;;;;
85;02.318.507;BANCO KEB DO BRASIL S.A.;;; 5 ; 2.592.943 ; 42 ; 14.017.282 ; 306 ; 11.051.183 ; 353 ; 27.661.407 ; 14 ; 4.740.903 ; 6 ; 5.150.000 ; 20 ; 9.890.903 ; 373 ; 37.552.311 ;;;;
86;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 38 ; 658.788 ; 630 ; 10.820.082 ; 173 ; 2.924.657 ; 772 ; 6.244.583 ; 1.613 ; 20.648.110 ; 378 ; 14.318.093 ; 10 ; 843.384 ; 388 ; 15.161.477 ; 2.001 ; 35.809.587 ;;;;
87;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 55 ; 1.689.650 ; 475 ; 8.364.072 ; 199 ; 2.915.769 ; 1.510 ; 7.621.450 ; 2.239 ; 20.590.941 ; 493 ; 12.578.085 ; 8 ; 948.413 ; 501 ; 13.526.498 ; 2.740 ; 34.117.438 ;;;;
88;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 19 ; 3.750.119 ; 10 ; 2.389.799 ; 16 ; 9.862.870 ; 42 ; 3.239.158 ; 87 ; 19.241.945 ; 3 ; 1.814.685 ; 8 ; 10.317.090 ; 11 ; 12.131.775 ; 98 ; 31.373.720 ;;;;
89;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 1 ; 11.190 ; 50 ; 419.902 ; 394 ; 1.946.598 ; 1.259 ; 10.863.345 ; 1.704 ; 13.241.035 ; 637 ; 12.507.680 ; 56 ; 3.201.944 ; 693 ; 15.709.624 ; 2.397 ; 28.950.659 ;;;;
90;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 13 ; 12.278.581 ; 6 ; 682.880 ; 9 ; 113.893 ; 40 ; 1.946.560 ; 68 ; 15.021.915 ; 3 ; 2.250.000 ; 1 ; 11.500.000 ; 4 ; 13.750.000 ; 72 ; 28.771.915 ;;;;
91;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 12 ; 301.741 ; 273 ; 5.941.534 ; 109 ; 1.868.969 ; 547 ; 5.929.113 ; 941 ; 14.041.357 ; 587 ; 11.944.561 ; 90 ; 2.271.833 ; 677 ; 14.216.394 ; 1.618 ; 28.257.752 ;;;;
92;33.042.151;BANCO DE LA NACION ARGENTINA; 2 ; 2.600.000 ; 13 ; 1.088.899 ; 384 ; 499.402 ; 131 ; 452.246 ; 530 ; 4.640.546 ; 17 ; 11.133.181 ; 10 ; 8.923.465 ; 27 ; 20.056.646 ; 557 ; 24.697.192 ;;;;
93;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 3 ; 96.248 ; 65 ; 1.848.297 ; 79 ; 1.334.233 ; 465 ; 6.398.730 ; 612 ; 9.677.508 ; 613 ; 9.424.453 ; 31 ; 2.669.135 ; 644 ; 12.093.589 ; 1.256 ; 21.771.096 ;;;;
94;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 7 ; 4.259.791 ; 9 ; 278.416 ; 56 ; 6.022.256 ; 20 ; 255.636 ; 92 ; 10.816.098 ; 5 ; 399.776 ; 18 ; 9.949.494 ; 23 ; 10.349.270 ; 115 ; 21.165.368 ;;;;
95;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 8 ; 33.276 ; 238 ; 5.199.861 ; 69 ; 580.381 ; 431 ; 4.012.139 ; 746 ; 9.825.656 ; 1.016 ; 9.237.884 ; 23 ; 639.577 ; 1.039 ; 9.877.461 ; 1.785 ; 19.703.117 ;;;;
96;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 33 ; 558.405 ; 182 ; 4.219.831 ; 196 ; 1.321.863 ; 707 ; 5.205.539 ; 1.118 ; 11.305.639 ; 731 ; 8.163.398 ; 3 ; 181.306 ; 734 ; 8.344.704 ; 1.852 ; 19.650.343 ;;;;
97;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;;; 59 ; 1.419.995 ; 24 ; 561.715 ; 226 ; 7.510.349 ; 309 ; 9.492.059 ; 243 ; 9.089.759 ; 8 ; 592.837 ; 251 ; 9.682.596 ; 560 ; 19.174.654 ;;;;
98;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 17 ; 26.742 ; 34 ; 511.463 ; 421 ; 278.023 ; 1.993 ; 4.278.209 ; 2.465 ; 5.094.437 ; 294 ; 9.119.262 ; 38 ; 4.623.908 ; 332 ; 13.743.169 ; 2.797 ; 18.837.607 ;;;;
99;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 5 ; 56.755 ; 140 ; 4.432.626 ; 176 ; 1.017.978 ; 1.456 ; 3.613.021 ; 1.777 ; 9.120.379 ; 254 ; 8.059.696 ; 40 ; 1.007.244 ; 294 ; 9.066.941 ; 2.071 ; 18.187.320 ;;;;
100;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA;;; 158 ; 3.885.835 ; 23 ; 73.488 ; 710 ; 5.084.941 ; 891 ; 9.044.264 ; 492 ; 8.919.476 ; 5 ; 61.957 ; 497 ; 8.981.433 ; 1.388 ; 18.025.697 ;;;;
101;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;;;; 162 ; 2.029.877 ; 382 ; 4.429.985 ; 544 ; 6.459.862 ; 185 ; 6.943.568 ; 43 ; 4.552.520 ; 228 ; 11.496.088 ; 772 ; 17.955.950 ;;;;
102;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 11 ; 198.344 ; 172 ; 3.262.532 ; 202 ; 1.532.721 ; 443 ; 5.458.498 ; 828 ; 10.452.095 ; 317 ; 7.185.011 ; 5 ; 278.781 ; 322 ; 7.463.792 ; 1.150 ; 17.915.886 ;;;;
103;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 7 ; 40.237 ; 337 ; 2.162.070 ; 507 ; 7.991.732 ; 851 ; 10.194.039 ; 494 ; 5.991.212 ; 5 ; 126.244 ; 499 ; 6.117.456 ; 1.350 ; 16.311.495 ;;;;
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 23 ; 285.125 ; 350 ; 901.988 ; 1.043 ; 5.599.341 ; 1.416 ; 6.786.454 ; 476 ; 7.158.470 ; 30 ; 2.106.371 ; 506 ; 9.264.841 ; 1.922 ; 16.051.295 ;;;;
105;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 124 ; 717.921 ; 305 ; 4.638.251 ; 429 ; 5.356.172 ; 468 ; 7.158.495 ; 47 ; 3.278.482 ; 515 ; 10.436.977 ; 944 ; 15.793.150 ;;;;
106;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 95 ; 2.257.284 ; 17 ; 335.508 ; 152 ; 4.115.619 ; 264 ; 6.708.412 ; 142 ; 6.184.652 ; 3 ; 146.928 ; 145 ; 6.331.580 ; 409 ; 13.039.991 ;;;;
107;04.902.979;BANCO DA AMAZONIA S.A.; 44 ; 5.141.737 ; 31 ; 1.085.454 ; 26 ; 402.453 ; 64 ; 105.911 ; 165 ; 6.735.555 ; 6 ; 871.277 ; 19 ; 5.062.700 ; 25 ; 5.933.977 ; 190 ; 12.669.532 ;;;;
108;59.285.411;BANCO PAN S.A.; 7 ; 2.251.986 ;;; 6 ; 1.523.979 ; 25 ; 1.897.864 ; 38 ; 5.673.830 ; 1 ; 1.400.000 ; 5 ; 5.550.000 ; 6 ; 6.950.000 ; 44 ; 12.623.830 ;;;;
109;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 110 ; 6.060.633 ;;; 5 ; 12.372 ; 115 ; 6.073.005 ; 52 ; 6.073.094 ;;; 52 ; 6.073.094 ; 167 ; 12.146.099 ;;;;
110;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 2 ; 2.540 ; 151 ; 237.388 ; 3.348 ; 5.658.209 ; 3.501 ; 5.898.136 ; 400 ; 5.512.019 ; 3 ; 96.773 ; 403 ; 5.608.792 ; 3.904 ; 11.506.929 ;;;;
111;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 7 ; 75.767 ; 52 ; 768.312 ; 607 ; 5.299.734 ; 666 ; 6.143.813 ; 10 ; 4.856.445 ; 2 ; 501.515 ; 12 ; 5.357.960 ; 678 ; 11.501.773 ;;;;
112;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 60 ; 153.139 ; 235 ; 5.686.659 ; 295 ; 5.839.798 ; 537 ; 5.568.268 ; 6 ; 53.089 ; 543 ; 5.621.357 ; 838 ; 11.461.155 ;;;;
113;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA;;; 28 ; 425.197 ; 55 ; 1.400.697 ; 720 ; 3.993.265 ; 803 ; 5.819.159 ; 154 ; 4.326.672 ; 17 ; 1.233.601 ; 171 ; 5.560.273 ; 974 ; 11.379.431 ;;;;
114;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 14 ; 75.581 ; 127 ; 5.102.717 ; 141 ; 5.178.298 ; 174 ; 5.024.938 ;;; 174 ; 5.024.938 ; 315 ; 10.203.236 ;;;;
115;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 29 ; 726.532 ; 83 ; 2.294.531 ; 256 ; 345.259 ; 1.073 ; 1.866.260 ; 1.441 ; 5.232.582 ; 264 ; 3.962.257 ; 38 ; 844.769 ; 302 ; 4.807.026 ; 1.743 ; 10.039.608 ;;;;
116;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 31 ; 4.496.950 ; 13 ; 195.011 ; 2 ; 65.926 ; 20 ; 2.155.585 ; 66 ; 6.913.472 ; 2 ; 750.000 ; 4 ; 1.850.000 ; 6 ; 2.600.000 ; 72 ; 9.513.472 ;;;;
117;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 236 ; 989.178 ; 400 ; 3.435.809 ; 636 ; 4.424.987 ; 402 ; 3.622.664 ; 25 ; 1.190.865 ; 427 ; 4.813.529 ; 1.063 ; 9.238.515 ;;;;
118;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 255 ; 683.554 ; 698 ; 4.544.378 ; 953 ; 5.227.932 ; 278 ; 3.902.212 ; 14 ; 24.487 ; 292 ; 3.926.700 ; 1.245 ; 9.154.631 ;;;;
119;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 23 ; 374.562 ; 81 ; 2.420.021 ; 338 ; 2.180.052 ; 442 ; 4.974.634 ; 125 ; 1.600.150 ; 33 ; 1.492.224 ; 158 ; 3.092.374 ; 600 ; 8.067.009 ;;;;
120;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 8 ; 35.606 ; 19 ; 347.987 ; 135 ; 789.072 ; 367 ; 2.957.469 ; 529 ; 4.130.133 ; 262 ; 2.977.773 ; 36 ; 494.551 ; 298 ; 3.472.324 ; 827 ; 7.602.457 ;;;;
121;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;;;; 249 ; 712.669 ; 491 ; 3.636.363 ; 740 ; 4.349.032 ; 313 ; 2.989.910 ; 2 ; 16.831 ; 315 ; 3.006.741 ; 1.055 ; 7.355.773 ;;;;
122;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 3 ; 66.987 ; 11 ; 99.519 ; 44 ; 563.889 ; 263 ; 3.368.064 ; 321 ; 4.098.459 ; 126 ; 2.958.261 ; 17 ; 131.009 ; 143 ; 3.089.270 ; 464 ; 7.187.729 ;;;;
123;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 472 ; 3.523.805 ; 5 ; 11.872 ; 477 ; 3.535.677 ; 6 ; 11.415 ; 44 ; 3.523.308 ; 50 ; 3.534.723 ; 527 ; 7.070.400 ;;;;
124;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 1 ; 2.852 ; 57 ; 1.277.388 ; 11 ; 40.082 ; 340 ; 2.116.571 ; 409 ; 3.436.893 ; 254 ; 3.406.306 ; 3 ; 48.689 ; 257 ; 3.454.995 ; 666 ; 6.891.888 ;;;;
125;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.326 ; 544.776 ; 3.195 ; 2.947.004 ; 4.521 ; 3.491.781 ; 64 ; 2.680.687 ;;; 64 ; 2.680.687 ; 4.585 ; 6.172.468 ;;;;
126;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 10 ; 401.773 ; 8 ; 735.537 ; 24 ; 463.171 ; 43 ; 1.549.321 ; 85 ; 3.149.801 ; 24 ; 1.990.205 ; 8 ; 564.589 ; 32 ; 2.554.794 ; 117 ; 5.704.595 ;;;;
127;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 3 ; 1.704 ; 61 ; 2.766.479 ; 64 ; 2.768.183 ; 195 ; 2.769.332 ;;; 195 ; 2.769.332 ; 259 ; 5.537.515 ;;;;
128;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 17 ; 2.557.849 ; 1 ; 3.942 ; 9 ; 8.809 ; 74 ; 228.172 ; 101 ; 2.798.772 ; 8 ; 100.975 ; 13 ; 2.471.946 ; 21 ; 2.572.921 ; 122 ; 5.371.693 ;;;;
129;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 103 ; 96.173 ; 179 ; 2.593.632 ; 282 ; 2.689.805 ; 167 ; 2.510.509 ; 7 ; 13.033 ; 174 ; 2.523.542 ; 456 ; 5.213.347 ;;;;
130;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 462 ; 485.123 ; 2.681 ; 3.042.450 ; 3.143 ; 3.527.572 ; 35 ; 1.291.212 ;;; 35 ; 1.291.212 ; 3.178 ; 4.818.784 ;;;;
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 180 ; 1.347.606 ; 213 ; 2.361.274 ; 393 ; 3.708.880 ; 91 ; 995.257 ; 5 ; 14.695 ; 96 ; 1.009.952 ; 489 ; 4.718.832 ;;;;
132;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 70 ; 103.290 ; 268 ; 2.168.457 ; 338 ; 2.271.746 ; 260 ; 2.248.395 ; 2 ; 160.000 ; 262 ; 2.408.395 ; 600 ; 4.680.141 ;;;;
133;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 151 ; 1.232.696 ; 246 ; 2.293.926 ; 397 ; 3.526.622 ; 285 ; 1.065.781 ;;; 285 ; 1.065.781 ; 682 ; 4.592.403 ;;;;
134;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 2 ; 24.636 ; 7 ; 135.593 ; 18 ; 676.163 ; 25 ; 749.810 ; 52 ; 1.586.202 ; 4 ; 1.566.027 ; 2 ; 569.562 ; 6 ; 2.135.588 ; 58 ; 3.721.791 ;;;;
135;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 2 ; 22.073 ; 43 ; 784.269 ; 27 ; 639.547 ; 144 ; 268.358 ; 216 ; 1.714.247 ; 117 ; 1.170.321 ; 19 ; 779.316 ; 136 ; 1.949.637 ; 352 ; 3.663.884 ;;;;
136;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 113 ; 296.732 ; 174 ; 1.757.619 ; 287 ; 2.054.351 ; 168 ; 1.499.192 ; 1 ; 50.000 ; 169 ; 1.549.192 ; 456 ; 3.603.543 ;;;;
137;14.388.334;PARANÁ BANCO S.A.; 11 ; 2.213.681 ; 1 ; 439.808 ;;; 5 ; 27.426 ; 17 ; 2.680.915 ; 1 ; 300.000 ; 1 ; 500.000 ; 2 ; 800.000 ; 19 ; 3.480.915 ;;;;
138;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;;; 586 ; 348.720 ; 1.510 ; 1.530.826 ; 2.096 ; 1.879.546 ; 75 ; 1.299.777 ; 4 ; 105.778 ; 79 ; 1.405.555 ; 2.175 ; 3.285.101 ;;;;
139;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 1.941 ; 154 ; 119.314 ; 926 ; 1.681.627 ; 1.081 ; 1.802.881 ; 208 ; 1.465.001 ;;; 208 ; 1.465.001 ; 1.289 ; 3.267.883 ;;;;
140;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 1 ; 39.600 ; 6 ; 23.718 ; 270 ; 1.441.865 ; 277 ; 1.505.183 ; 181 ; 1.455.707 ;;; 181 ; 1.455.707 ; 458 ; 2.960.890 ;;;;
141;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 18 ; 593.101 ; 12 ; 346.678 ; 83 ; 424.592 ; 113 ; 1.364.371 ; 67 ; 998.190 ; 8 ; 343.718 ; 75 ; 1.341.908 ; 188 ; 2.706.279 ;;;;
142;07.679.404;BANCO TOPÁZIO S.A.; 4 ; 122.105 ; 2 ; 51.455 ; 46 ; 884.143 ; 64 ; 550.265 ; 116 ; 1.607.968 ; 4 ; 339.590 ; 8 ; 739.575 ; 12 ; 1.079.165 ; 128 ; 2.687.133 ;;;;
143;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 18 ; 109.144 ; 6 ; 50.572 ; 98 ; 490.434 ; 487 ; 928.431 ; 609 ; 1.578.581 ; 93 ; 632.067 ; 12 ; 246.320 ; 105 ; 878.387 ; 714 ; 2.456.968 ;;;;
144;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 23 ; 15.408 ; 838 ; 1.156.577 ; 861 ; 1.171.985 ; 129 ; 1.155.894 ;;; 129 ; 1.155.894 ; 990 ; 2.327.879 ;;;;
145;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 15 ; 104.068 ; 158 ; 1.151.274 ; 173 ; 1.255.342 ; 171 ; 1.050.906 ; 3 ; 1.670 ; 174 ; 1.052.576 ; 347 ; 2.307.918 ;;;;
146;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 37 ; 46.165 ; 10 ; 913.525 ; 47 ; 959.690 ; 2 ; 1.200.000 ;;; 2 ; 1.200.000 ; 49 ; 2.159.690 ;;;;
147;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 20 ; 534.993 ; 6 ; 285.057 ; 22 ; 118.501 ; 48 ; 938.551 ; 39 ; 652.181 ; 4 ; 283.949 ; 43 ; 936.130 ; 91 ; 1.874.681 ;;;;
148;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 135 ; 371.929 ; 209 ; 897.083 ; 344 ; 1.269.012 ; 60 ; 524.361 ;;; 60 ; 524.361 ; 404 ; 1.793.373 ;;;;
149;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 121 ; 523.074 ; 168 ; 825.527 ; 289 ; 1.348.601 ; 83 ; 397.621 ; 1 ; 40.000 ; 84 ; 437.621 ; 373 ; 1.786.222 ;;;;
150;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 94 ; 206.769 ; 126 ; 856.257 ; 220 ; 1.063.026 ; 41 ; 655.442 ; 1 ; 11.179 ; 42 ; 666.621 ; 262 ; 1.729.647 ;;;;
151;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 84 ; 465.610 ; 121 ; 741.890 ; 205 ; 1.207.501 ; 45 ; 304.249 ; 2 ; 10.416 ; 47 ; 314.666 ; 252 ; 1.522.166 ;;;;
152;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 7 ; 246.230 ; 15 ; 289.608 ; 3 ; 35.150 ; 49 ; 200.056 ; 74 ; 771.044 ; 16 ; 457.366 ; 9 ; 280.205 ; 25 ; 737.571 ; 99 ; 1.508.615 ;;;;
153;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 199 ; 102.153 ; 852 ; 743.426 ; 1.051 ; 845.580 ; 79 ; 636.109 ;;; 79 ; 636.109 ; 1.130 ; 1.481.689 ;;;;
154;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 141 ; 80.117 ; 545 ; 653.587 ; 686 ; 733.704 ; 130 ; 568.934 ;;; 130 ; 568.934 ; 816 ; 1.302.638 ;;;;
155;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 60 ; 83.047 ; 390 ; 631.815 ; 450 ; 714.861 ; 64 ; 556.315 ; 2 ; 21.000 ; 66 ; 577.315 ; 516 ; 1.292.177 ;;;;
156;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 220 ; 556.671 ; 206 ; 639.134 ; 426 ; 1.195.805 ; 15 ; 76.578 ;;; 15 ; 76.578 ; 441 ; 1.272.383 ;;;;
157;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 21 ; 17.669 ; 178 ; 577.407 ; 199 ; 595.076 ; 57 ; 536.604 ;;; 57 ; 536.604 ; 256 ; 1.131.680 ;;;;
158;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 1 ; 227 ; 89 ; 542.282 ; 90 ; 542.509 ; 147 ; 548.698 ; 2 ; 450 ; 149 ; 549.148 ; 239 ; 1.091.658 ;;;;
