Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em MARÇO / 2021;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
77;36.588.217;TRANSFERWISE BRASIL CORRETORA DE CÂMBIO LTDA.;;;;; 36 ; 11.238 ; 15.834 ; 14.050.653 ; 15.870 ; 14.061.891 ; 231 ; 28.519.450 ; 213 ; 14.479.988 ; 444 ; 42.999.438 ; 16.314 ; 57.061.329 ;
78;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 1 ; 6.151 ; 47 ; 29.297 ; 64 ; 262.656 ; 112 ; 298.104 ; 22 ; 28.396.480 ; 13 ; 28.126.190 ; 35 ; 56.522.670 ; 147 ; 56.820.774 ;
79;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 63 ; 992.909 ; 353 ; 8.054.681 ; 11.942 ; 13.784.532 ; 2.354 ; 5.433.776 ; 14.712 ; 28.265.898 ; 599 ; 12.202.113 ; 304 ; 13.490.433 ; 903 ; 25.692.545 ; 15.615 ; 53.958.443 ;
80;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 31 ; 1.323.716 ; 563 ; 14.435.785 ; 207 ; 7.847.751 ; 525 ; 9.199.947 ; 1.326 ; 32.807.199 ; 397 ; 15.484.487 ; 44 ; 1.019.254 ; 441 ; 16.503.741 ; 1.767 ; 49.310.940 ;
81;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 55 ; 1.522.427 ; 255 ; 3.466.657 ; 1.298 ; 13.433.881 ; 2.078 ; 12.640.123 ; 3.686 ; 31.063.088 ; 355 ; 8.504.677 ; 130 ; 7.533.093 ; 485 ; 16.037.770 ; 4.171 ; 47.100.858 ;
82;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 92 ; 8.224.868 ; 443 ; 13.078.486 ; 513 ; 4.314.065 ; 603 ; 3.392.802 ; 1.651 ; 29.010.222 ; 320 ; 9.847.228 ; 152 ; 5.944.567 ; 472 ; 15.791.795 ; 2.123 ; 44.802.016 ;
83;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 20 ; 8.210.790 ; 65 ; 11.660.710 ; 10 ; 3.146.659 ; 40 ; 4.075.374 ; 135 ; 27.093.533 ; 12 ; 8.460.748 ; 11 ; 3.460.823 ; 23 ; 11.921.570 ; 158 ; 39.015.104 ;
84;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 7 ; 757.796 ; 16 ; 323.864 ; 3 ; 84.446 ; 19 ; 11.136.402 ; 45 ; 12.302.507 ; 6 ; 17.250.000 ; 3 ; 5.000.000 ; 9 ; 22.250.000 ; 54 ; 34.552.507 ;
85;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 2 ; 538.905 ; 11 ; 9.698.436 ; 20 ; 8.377.027 ; 33 ; 18.614.368 ; 10 ; 11.458.382 ; 5 ; 1.942.648 ; 15 ; 13.401.031 ; 48 ; 32.015.398 ;
86;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 753 ; 7.132.513 ; 2.201 ; 11.752.797 ; 2.954 ; 18.885.310 ; 469 ; 7.743.731 ; 931 ; 3.704.401 ; 1.400 ; 11.448.133 ; 4.354 ; 30.333.443 ;
87;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 18 ; 526.089 ; 324 ; 1.652.983 ; 373 ; 2.363.038 ; 715 ; 4.542.110 ; 333 ; 13.383.267 ; 83 ; 12.133.792 ; 416 ; 25.517.059 ; 1.131 ; 30.059.169 ;
88;61.024.352;BANCO INDUSVAL S.A.; 28 ; 5.919.275 ; 82 ; 7.064.553 ; 20 ; 891.769 ; 214 ; 7.623.200 ; 344 ; 21.498.797 ; 31 ; 7.189.811 ; 4 ; 1.283.930 ; 35 ; 8.473.741 ; 379 ; 29.972.538 ;
89;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 9 ; 4.467.588 ; 14 ; 1.515.487 ; 12 ; 8.346.917 ; 34 ; 944.208 ; 69 ; 15.274.200 ; 2 ; 178.695 ; 6 ; 14.178.564 ; 8 ; 14.357.259 ; 77 ; 29.631.458 ;
90;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 90 ; 10.137.185 ; 77 ; 1.816.768 ; 58 ; 1.680.303 ; 28 ; 6.494.019 ; 253 ; 20.128.275 ;;; 4 ; 6.000.000 ; 4 ; 6.000.000 ; 257 ; 26.128.275 ;
91;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 4 ; 61.430 ; 113 ; 7.143.465 ; 140 ; 252.069 ; 156 ; 922.568 ; 413 ; 8.379.532 ; 194 ; 11.498.176 ; 49 ; 3.762.674 ; 243 ; 15.260.851 ; 656 ; 23.640.382 ;
92;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 12 ; 325.966 ; 155 ; 6.644.005 ; 120 ; 1.907.290 ; 142 ; 2.225.602 ; 429 ; 11.102.862 ; 231 ; 8.903.300 ; 98 ; 2.261.515 ; 329 ; 11.164.815 ; 758 ; 22.267.677 ;
93;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 44.075 ; 267 ; 9.992.899 ; 18 ; 171.268 ; 48 ; 236.311 ; 337 ; 10.444.553 ; 170 ; 10.230.610 ; 18 ; 216.743 ; 188 ; 10.447.353 ; 525 ; 20.891.906 ;
94;00.416.968;BANCO INTER S.A.; 14 ; 63.865 ; 6 ; 87.473 ; 5.463 ; 6.449.046 ; 904 ; 9.285.195 ; 6.387 ; 15.885.578 ; 72 ; 2.530.465 ; 73 ; 984.350 ; 145 ; 3.514.815 ; 6.532 ; 19.400.393 ;
95;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 5 ; 695.345 ; 11 ; 348.302 ; 24 ; 8.348.554 ; 54 ; 697.938 ; 94 ; 10.090.139 ; 1 ; 241.440 ; 7 ; 8.338.124 ; 8 ; 8.579.564 ; 102 ; 18.669.703 ;
96;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 9 ; 60.107 ; 154 ; 5.227.309 ; 90 ; 1.183.163 ; 212 ; 1.965.795 ; 465 ; 8.436.375 ; 86 ; 6.971.551 ; 32 ; 1.020.045 ; 118 ; 7.991.596 ; 583 ; 16.427.970 ;
97;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 3 ; 89.766 ; 73 ; 993.661 ; 122 ; 2.017.443 ; 598 ; 3.902.538 ; 796 ; 7.003.407 ; 524 ; 5.249.795 ; 64 ; 2.658.569 ; 588 ; 7.908.364 ; 1.384 ; 14.911.771 ;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 10.080 ; 67 ; 1.754.299 ; 231 ; 696.668 ; 478 ; 2.814.584 ; 777 ; 5.275.631 ; 391 ; 6.732.597 ; 137 ; 2.875.257 ; 528 ; 9.607.854 ; 1.305 ; 14.883.484 ;
99;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 9 ; 226.141 ; 153 ; 5.281.345 ; 40 ; 267.384 ; 57 ; 703.035 ; 259 ; 6.477.906 ; 162 ; 5.992.654 ; 46 ; 494.960 ; 208 ; 6.487.614 ; 467 ; 12.965.519 ;
100;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 16 ; 288.834 ; 58 ; 800.969 ; 229 ; 1.776.936 ; 623 ; 3.436.617 ; 926 ; 6.303.356 ; 460 ; 3.869.723 ; 74 ; 1.715.707 ; 534 ; 5.585.429 ; 1.460 ; 11.888.786 ;
101;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 3 ; 2.391.376 ; 39 ; 264.567 ; 93 ; 3.188.802 ; 135 ; 5.844.745 ; 5 ; 5.404.355 ; 1 ; 150.000 ; 6 ; 5.554.355 ; 141 ; 11.399.100 ;
102;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 24 ; 1.504.954 ; 52 ; 890.755 ; 58 ; 2.389.580 ; 175 ; 1.102.723 ; 309 ; 5.888.012 ; 143 ; 1.540.378 ; 101 ; 3.442.600 ; 244 ; 4.982.978 ; 553 ; 10.870.990 ;
103;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 514 ; 142.708 ; 228 ; 163.584 ; 742 ; 306.292 ; 55 ; 4.939.009 ; 53 ; 4.892.403 ; 108 ; 9.831.412 ; 850 ; 10.137.704 ;
104;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 20 ; 188.985 ; 94 ; 2.289.056 ; 273 ; 1.450.637 ; 311 ; 1.489.991 ; 698 ; 5.418.669 ; 244 ; 3.360.703 ; 140 ; 1.351.116 ; 384 ; 4.711.818 ; 1.082 ; 10.130.488 ;
105;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 17 ; 519.143 ; 23 ; 496.211 ; 72 ; 1.112.776 ; 96 ; 2.093.231 ; 208 ; 4.221.361 ; 84 ; 2.554.147 ; 50 ; 1.595.428 ; 134 ; 4.149.575 ; 342 ; 8.370.937 ;
106;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 59 ; 2.176.303 ; 5 ; 457.720 ; 22 ; 1.406.146 ; 40 ; 632.414 ; 126 ; 4.672.584 ; 3 ; 403.777 ; 21 ; 3.115.000 ; 24 ; 3.518.777 ; 150 ; 8.191.361 ;
107;00.795.423;BANCO SEMEAR S.A.;;; 38 ; 1.944.283 ; 7 ; 831.930 ; 9 ; 696.962 ; 54 ; 3.473.175 ; 31 ; 2.636.510 ; 9 ; 1.661.930 ; 40 ; 4.298.440 ; 94 ; 7.771.614 ;
108;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 3 ; 122.711 ; 76 ; 2.606.000 ; 45 ; 567.982 ; 146 ; 647.876 ; 270 ; 3.944.569 ; 122 ; 3.114.631 ; 11 ; 563.879 ; 133 ; 3.678.509 ; 403 ; 7.623.078 ;
109;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 3 ; 27.554 ; 48 ; 2.109.971 ; 23 ; 489.949 ; 33 ; 726.534 ; 107 ; 3.354.008 ; 45 ; 2.845.508 ; 17 ; 526.478 ; 62 ; 3.371.986 ; 169 ; 6.725.994 ;
110;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 3 ; 14.445 ; 85 ; 1.735.717 ; 74 ; 297.305 ; 70 ; 394.096 ; 232 ; 2.441.563 ; 134 ; 2.922.926 ; 54 ; 1.114.933 ; 188 ; 4.037.858 ; 420 ; 6.479.421 ;
111;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 1 ; 37.963 ;;; 106 ; 406.138 ; 204 ; 782.672 ; 311 ; 1.226.773 ; 165 ; 2.675.057 ; 81 ; 2.345.787 ; 246 ; 5.020.845 ; 557 ; 6.247.618 ;
112;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 15 ; 98.561 ; 29 ; 609.862 ; 239 ; 2.563.390 ; 124 ; 476.288 ; 407 ; 3.748.101 ; 21 ; 388.683 ; 61 ; 1.953.130 ; 82 ; 2.341.812 ; 489 ; 6.089.913 ;
113;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 6 ; 65.547 ; 40 ; 665.271 ; 124 ; 983.454 ; 168 ; 1.407.637 ; 338 ; 3.121.910 ; 135 ; 1.971.347 ; 65 ; 940.390 ; 200 ; 2.911.737 ; 538 ; 6.033.647 ;
114;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 3 ; 47.615 ; 23 ; 826.524 ; 234 ; 1.282.136 ; 311 ; 953.435 ; 571 ; 3.109.710 ; 117 ; 1.652.042 ; 42 ; 1.199.615 ; 159 ; 2.851.657 ; 730 ; 5.961.366 ;
115;04.902.979;BANCO DA AMAZONIA S.A.; 47 ; 1.560.194 ; 10 ; 1.039.057 ; 16 ; 707.758 ; 41 ; 37.301 ; 114 ; 3.344.311 ; 6 ; 745.504 ; 24 ; 1.820.509 ; 30 ; 2.566.014 ; 144 ; 5.910.324 ;
116;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 17.493 ; 41 ; 817.352 ; 23 ; 162.327 ; 91 ; 1.549.326 ; 157 ; 2.546.497 ; 96 ; 2.367.202 ; 15 ; 182.974 ; 111 ; 2.550.177 ; 268 ; 5.096.674 ;
117;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 67 ; 1.855.063 ; 15 ; 78.711 ; 9 ; 175.791 ; 28 ; 283.886 ; 119 ; 2.393.452 ; 40 ; 361.968 ; 68 ; 2.030.214 ; 108 ; 2.392.182 ; 227 ; 4.785.634 ;
118;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 5 ; 34.059 ; 29 ; 612.060 ; 79 ; 796.802 ; 153 ; 1.016.836 ; 266 ; 2.459.758 ; 161 ; 1.411.613 ; 47 ; 600.054 ; 208 ; 2.011.667 ; 474 ; 4.471.425 ;
119;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 7 ; 19.494 ; 70 ; 657.678 ; 155 ; 408.330 ; 244 ; 1.145.583 ; 476 ; 2.231.084 ; 138 ; 1.614.388 ; 39 ; 243.887 ; 177 ; 1.858.275 ; 653 ; 4.089.359 ;
120;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 18 ; 681.180 ; 27 ; 614.133 ; 152 ; 444.884 ; 209 ; 588.483 ; 406 ; 2.328.681 ; 96 ; 854.072 ; 27 ; 857.625 ; 123 ; 1.711.697 ; 529 ; 4.040.378 ;
121;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 5 ; 95.793 ; 16 ; 360.397 ; 111 ; 991.003 ; 199 ; 1.164.106 ; 331 ; 2.611.299 ; 65 ; 933.818 ; 28 ; 339.418 ; 93 ; 1.273.236 ; 424 ; 3.884.535 ;
122;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 1 ; 1.382 ;;; 19 ; 617.479 ; 21 ; 1.133.116 ; 41 ; 1.751.977 ; 20 ; 1.133.116 ; 19 ; 618.861 ; 39 ; 1.751.977 ; 80 ; 3.503.954 ;
123;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 44.966 ; 41 ; 1.062.401 ; 20 ; 200.341 ; 42 ; 357.939 ; 105 ; 1.665.647 ; 77 ; 1.420.266 ; 19 ; 237.918 ; 96 ; 1.658.184 ; 201 ; 3.323.831 ;
124;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 167 ; 940.327 ; 190 ; 1.320.965 ; 357 ; 2.261.292 ; 56 ; 682.833 ; 25 ; 317.571 ; 81 ; 1.000.404 ; 438 ; 3.261.696 ;
125;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 15 ; 246.262 ; 212 ; 910.492 ; 238 ; 1.055.120 ; 465 ; 2.211.875 ; 67 ; 407.527 ; 13 ; 99.619 ; 80 ; 507.146 ; 545 ; 2.719.021 ;
126;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 15 ; 271.641 ; 16 ; 287.319 ; 91 ; 552.160 ; 122 ; 1.111.119 ; 103 ; 824.991 ; 16 ; 288.509 ; 119 ; 1.113.500 ; 241 ; 2.224.620 ;
127;61.033.106;BANCO CREFISA S.A.;;;;; 6 ; 104.994 ; 7 ; 1.133.455 ; 13 ; 1.238.448 ; 1 ; 930.000 ;;; 1 ; 930.000 ; 14 ; 2.168.448 ;
128;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 1 ; 857 ; 20 ; 276.001 ; 156 ; 851.785 ; 177 ; 1.128.643 ; 145 ; 741.572 ; 8 ; 168.781 ; 153 ; 910.353 ; 330 ; 2.038.996 ;
129;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 13 ; 806.495 ; 3 ; 101.898 ; 8 ; 57.612 ; 24 ; 966.006 ; 12 ; 864.107 ; 3 ; 101.910 ; 15 ; 966.017 ; 39 ; 1.932.023 ;
130;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 115 ; 345.866 ; 114 ; 387.619 ; 229 ; 733.485 ; 25 ; 117.439 ; 124 ; 789.541 ; 149 ; 906.980 ; 378 ; 1.640.465 ;
131;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 2 ; 8.039 ; 102 ; 143.544 ; 207 ; 720.483 ; 311 ; 872.066 ; 95 ; 599.049 ; 4 ; 14.424 ; 99 ; 613.473 ; 410 ; 1.485.538 ;
132;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 6 ; 161.931 ;;; 50 ; 318.448 ; 47 ; 265.504 ; 103 ; 745.883 ; 16 ; 244.078 ; 16 ; 467.077 ; 32 ; 711.154 ; 135 ; 1.457.038 ;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 64.820 ; 206 ; 306.441 ; 389 ; 368.777 ; 598 ; 740.038 ; 56 ; 352.458 ; 16 ; 285.682 ; 72 ; 638.139 ; 670 ; 1.378.177 ;
134;59.285.411;BANCO PAN S.A.;;;;; 6 ; 52.570 ; 25 ; 606.230 ; 31 ; 658.800 ; 4 ; 600.000 ;;; 4 ; 600.000 ; 35 ; 1.258.800 ;
135;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 554 ; 35 ; 445.956 ; 54 ; 176.254 ; 90 ; 622.764 ; 29 ; 164.847 ; 18 ; 454.073 ; 47 ; 618.919 ; 137 ; 1.241.683 ;
136;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 21 ; 520.757 ; 3 ; 16.284 ; 10 ; 79.678 ; 34 ; 616.719 ; 25 ; 601.626 ; 3 ; 16.284 ; 28 ; 617.910 ; 62 ; 1.234.629 ;
137;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 85 ; 276.308 ; 107 ; 305.543 ; 192 ; 581.852 ; 33 ; 229.816 ; 36 ; 223.029 ; 69 ; 452.845 ; 261 ; 1.034.697 ;
138;33.042.151;BANCO DE LA NACION ARGENTINA; 1 ; 27.181 ;;; 464 ; 329.284 ; 11 ; 26.884 ; 476 ; 383.349 ; 1 ; 17.789 ; 3 ; 187.864 ; 4 ; 205.652 ; 480 ; 589.001 ;
139;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 3 ; 59.100 ;;; 3 ; 3.455 ; 5 ; 20.689 ; 11 ; 83.243 ; 1 ; 500.000 ;;; 1 ; 500.000 ; 12 ; 583.243 ;
140;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 112 ; 86.067 ; 114 ; 289.895 ; 226 ; 375.962 ; 33 ; 132.579 ; 4 ; 22.800 ; 37 ; 155.379 ; 263 ; 531.341 ;
141;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 74 ; 173.405 ; 78 ; 201.214 ; 152 ; 374.619 ; 10 ; 14.660 ; 7 ; 22.874 ; 17 ; 37.534 ; 169 ; 412.153 ;
142;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 13 ; 19.535 ; 57 ; 183.807 ; 70 ; 203.342 ; 38 ; 175.568 ; 4 ; 12.685 ; 42 ; 188.253 ; 112 ; 391.595 ;
143;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 233 ; 99.567 ; 181 ; 206.724 ; 414 ; 306.290 ; 6 ; 26.587 ;;; 6 ; 26.587 ; 420 ; 332.877 ;
144;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 86 ; 150.882 ; 68 ; 84.783 ; 154 ; 235.666 ;;; 9 ; 73.685 ; 9 ; 73.685 ; 163 ; 309.350 ;
145;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 64 ; 35.942 ; 61 ; 138.210 ; 125 ; 174.152 ; 18 ; 116.434 ;;; 18 ; 116.434 ; 143 ; 290.586 ;
146;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 8 ; 11.693 ; 20 ; 99.351 ; 28 ; 111.044 ; 18 ; 127.675 ; 4 ; 51.064 ; 22 ; 178.739 ; 50 ; 289.783 ;
147;54.403.563;BANCO ARBI S.A.;;;;;;; 4 ; 128.817 ; 4 ; 128.817 ; 2 ; 124.130 ;;; 2 ; 124.130 ; 6 ; 252.947 ;
148;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 53 ; 56.935 ; 60 ; 117.337 ; 113 ; 174.272 ; 39 ; 78.628 ;;; 39 ; 78.628 ; 152 ; 252.900 ;
149;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 55 ; 58.601 ; 52 ; 91.351 ; 107 ; 149.952 ; 11 ; 57.770 ; 2 ; 31.000 ; 13 ; 88.770 ; 120 ; 238.722 ;
150;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 22 ; 75.599 ;;; 22 ; 75.599 ;;; 20 ; 75.600 ; 20 ; 75.600 ; 42 ; 151.199 ;
151;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 25 ; 13.649 ; 29 ; 41.738 ; 54 ; 55.388 ; 5 ; 48.936 ;;; 5 ; 48.936 ; 59 ; 104.324 ;
152;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 22 ; 12.497 ; 30 ; 32.925 ; 52 ; 45.422 ; 4 ; 977 ;;; 4 ; 977 ; 56 ; 46.400 ;
153;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 1 ; 420 ; 14 ; 22.543 ; 15 ; 22.963 ; 9 ; 19.112 ;;; 9 ; 19.112 ; 24 ; 42.075 ;
154;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 5 ; 20.692 ; 5 ; 20.692 ;;;;; -   ; -   ; 5 ; 20.692 ;
155;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;
156;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 5.100 ; 3 ; 1.533 ; 4 ; 6.633 ;;;;; -   ; -   ; 4 ; 6.633 ;
157;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 1 ; 3.215 ; 3 ; 1.226 ; 4 ; 4.441 ;;;;; -   ; -   ; 4 ; 4.441 ;
158;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 2 ; 4.373 ; 1 ; 6 ; 3 ; 4.379 ;;;;; -   ; -   ; 3 ; 4.379 ;
159;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;;;; 1 ; 3.000 ; 1 ; 3.000 ;;;;; -   ; -   ; 1 ; 3.000 ;
160;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.051 ; 1 ; 1.051 ;;;;; -   ; -   ; 1 ; 1.051 ;
161;58.497.702;BANCO SMARTBANK S.A.;;;;;;; 1 ; 86 ; 1 ; 86 ;;;;; -   ; -   ; 1 ; 86 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 46.770 ; 21.328.752.546 ; 119.959 ; 15.550.316.298 ; 703.041 ; 56.446.745.095 ; 352.637 ; 60.822.188.417 ; 1.222.407 ; 154.148.002.357 ; 27.493 ; 69.801.501.199 ; 27.493 ; 69.824.150.767 ; 54.986 ; 139.625.651.966 ; 1.277.393 ; 293.773.654.322 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 12.04.2021.";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
