Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Mai/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
68;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 4 ; 30.560 ; 205 ; 10.094.667 ; 4.387 ; 18.368.001 ; 7.656 ; 60.373.227 ; 12.252 ; 88.866.456 ; 6.261 ; 147.466.654 ; 320 ; 95.790.822 ; 6.581 ; 243.257.476 ; 18.833 ; 332.123.931 ;
69;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 481 ; 14.856.871 ; 3.051 ; 95.729.757 ; 1.578 ; 37.500.587 ; 3.600 ; 42.917.557 ; 8.710 ; 191.004.773 ; 1.356 ; 112.530.482 ; 160 ; 26.265.776 ; 1.516 ; 138.796.259 ; 10.226 ; 329.801.031 ;
70;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 5.000.000 ; 2 ; 14.666 ; 410 ; 54.286.547 ; 337 ; 51.971.596 ; 750 ; 111.272.809 ; 64 ; 106.381.581 ; 63 ; 110.777.920 ; 127 ; 217.159.501 ; 877 ; 328.432.310 ;
71;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 16 ; 23.759.316 ; 25 ; 6.868.951 ; 53 ; 19.190.381 ; 403 ; 25.348.794 ; 497 ; 75.167.441 ; 60 ; 94.836.325 ; 76 ; 150.801.770 ; 136 ; 245.638.095 ; 633 ; 320.805.536 ;
72;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 98 ; 30.236.380 ; 2 ; 103.374 ; 19 ; 302.992 ; 37 ; 439.647 ; 156 ; 31.082.394 ; 108 ; 131.020.000 ; 142 ; 158.035.000 ; 250 ; 289.055.000 ; 406 ; 320.137.394 ;
73;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.992 ; 105.829.186 ; 1.584 ; 42.605.479 ; 720 ; 16.426.377 ; 1.285 ; 51.838.072 ; 5.581 ; 216.699.114 ; 119 ; 31.299.930 ; 87 ; 66.751.398 ; 206 ; 98.051.328 ; 5.787 ; 314.750.442 ;
74;62.144.175;BANCO PINE S.A.; 45 ; 30.243.112 ; 46 ; 42.143.605 ; 20 ; 45.259.316 ; 208 ; 75.219.465 ; 319 ; 192.865.498 ; 18 ; 103.473.100 ; 9 ; 12.970.095 ; 27 ; 116.443.195 ; 346 ; 309.308.693 ;
75;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 1 ; 3.000.000 ; 576 ; 100.867.562 ; 36 ; 53.597.079 ; 68 ; 19.640.180 ; 681 ; 177.104.821 ; 165 ; 85.551.588 ; 22 ; 42.880.000 ; 187 ; 128.431.588 ; 868 ; 305.536.410 ;
76;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 7 ; 142.228 ; 637 ; 16.282.540 ; 251 ; 2.074.953 ; 3.781 ; 48.869.574 ; 4.676 ; 67.369.295 ; 4.434 ; 145.334.927 ; 278 ; 82.375.506 ; 4.712 ; 227.710.433 ; 9.388 ; 295.079.728 ;
77;15.114.366;BANCO BBM S/A; 146 ; 87.847.654 ; 1 ; 19.635 ; 60 ; 28.866.163 ; 182 ; 26.812.280 ; 389 ; 143.545.731 ; 21 ; 19.585.856 ; 49 ; 114.823.142 ; 70 ; 134.408.998 ; 459 ; 277.954.730 ;
78;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;;; -   ; -   ; 2 ; 276.231.745 ;;; 2 ; 276.231.745 ; 2 ; 276.231.745 ;
79;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 7 ; 1.788.662 ; 50 ; 22.108.412 ; 212 ; 101.755.588 ; 1.060 ; 47.289.321 ; 1.329 ; 172.941.983 ; 47 ; 22.380.905 ; 37 ; 56.449.050 ; 84 ; 78.829.955 ; 1.413 ; 251.771.938 ;
80;92.894.922;BANCO ORIGINAL S.A.; 55 ; 101.045.163 ; 389 ; 60.662.030 ; 126 ; 1.367.629 ; 903 ; 15.349.815 ; 1.473 ; 178.424.636 ; 57 ; 35.633.252 ; 27 ; 35.380.512 ; 84 ; 71.013.765 ; 1.557 ; 249.438.401 ;
81;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 30 ; 422.263 ; 331 ; 8.406.688 ; 577 ; 2.087.036 ; 2.036 ; 12.908.471 ; 2.974 ; 23.824.458 ; 2.073 ; 121.897.714 ; 413 ; 103.048.900 ; 2.486 ; 224.946.614 ; 5.460 ; 248.771.072 ;
82;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 39 ; 12.350.580 ; 26 ; 2.751.885 ; 61 ; 64.311.149 ; 182 ; 38.332.033 ; 308 ; 117.745.648 ; 13 ; 34.422.578 ; 21 ; 70.172.964 ; 34 ; 104.595.543 ; 342 ; 222.341.190 ;
83;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 37 ; 543.807 ; 1.504 ; 68.252.529 ; 359 ; 2.451.363 ; 3.227 ; 36.004.648 ; 5.127 ; 107.252.347 ; 3.051 ; 107.748.571 ; 79 ; 6.482.072 ; 3.130 ; 114.230.642 ; 8.257 ; 221.482.989 ;
84;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 380 ; 59.595.046 ; 528 ; 33.494.760 ; 337 ; 2.058.752 ; 275 ; 14.016.474 ; 1.520 ; 109.165.031 ; 267 ; 47.999.622 ; 155 ; 60.718.562 ; 422 ; 108.718.184 ; 1.942 ; 217.883.215 ;
85;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 115 ; 4.528.968 ; 2.457 ; 64.462.817 ; 1.448 ; 11.056.363 ; 4.280 ; 36.372.877 ; 8.300 ; 116.421.025 ; 2.725 ; 90.670.766 ; 246 ; 5.425.595 ; 2.971 ; 96.096.361 ; 11.271 ; 212.517.386 ;
86;61.024.352;BANCO INDUSVAL S.A.; 243 ; 44.775.466 ; 252 ; 17.577.223 ; 93 ; 4.067.199 ; 387 ; 28.810.965 ; 975 ; 95.230.852 ; 92 ; 44.758.155 ; 95 ; 65.660.802 ; 187 ; 110.418.957 ; 1.162 ; 205.649.809 ;
87;61.033.106;BANCO BPN BRASIL S.A.; 11 ; 235.119 ; 19 ; 532.506 ; 194 ; 81.239.491 ; 113 ; 62.071.506 ; 337 ; 144.078.621 ; 50 ; 16.992.121 ; 72 ; 38.427.517 ; 122 ; 55.419.638 ; 459 ; 199.498.259 ;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 215 ; 4.393.617 ; 3.051 ; 55.269.871 ; 852 ; 15.183.680 ; 3.172 ; 27.259.905 ; 7.290 ; 102.107.072 ; 1.945 ; 71.438.643 ; 124 ; 8.467.856 ; 2.069 ; 79.906.498 ; 9.359 ; 182.013.571 ;
89;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 5 ; 54.672 ; 180 ; 3.645.928 ; 1.790 ; 9.789.701 ; 6.803 ; 62.943.279 ; 8.778 ; 76.433.580 ; 3.950 ; 78.853.630 ; 303 ; 22.120.655 ; 4.253 ; 100.974.285 ; 13.031 ; 177.407.864 ;
90;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 49 ; 41.130.305 ; 8 ; 5.042.336 ; 15 ; 38.100.677 ; 141 ; 3.446.401 ; 213 ; 87.719.720 ; 17 ; 9.512.487 ; 29 ; 78.051.300 ; 46 ; 87.563.787 ; 259 ; 175.283.506 ;
91;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 38 ; 28.727.009 ; 35 ; 8.775.446 ; 27 ; 21.187.117 ; 40 ; 28.924.326 ; 140 ; 87.613.899 ; 28 ; 33.347.666 ; 48 ; 45.520.695 ; 76 ; 78.868.361 ; 216 ; 166.482.260 ;
92;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 13 ; 109.526 ; 692 ; 6.056.709 ; 1.699 ; 43.760.109 ; 2.404 ; 49.926.343 ; 4.166 ; 67.642.750 ; 293 ; 29.825.399 ; 4.459 ; 97.468.149 ; 6.863 ; 147.394.492 ;
93;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 663 ; 3.417.818 ; 2.417 ; 72.188.789 ; 3.080 ; 75.606.607 ; 2.848 ; 69.117.939 ; 16 ; 59.660 ; 2.864 ; 69.177.599 ; 5.944 ; 144.784.207 ;
94;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 12 ; 178.948 ; 226 ; 1.963.833 ; 713 ; 68.679.619 ; 951 ; 70.822.400 ; 4.137 ; 67.387.082 ; 12 ; 333.657 ; 4.149 ; 67.720.740 ; 5.100 ; 138.543.140 ;
95;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 4 ; 88.661 ; 711 ; 17.713.422 ; 66 ; 122.777 ; 2.720 ; 36.653.106 ; 3.501 ; 54.577.965 ; 2.331 ; 62.061.404 ; 72 ; 7.913.656 ; 2.403 ; 69.975.059 ; 5.904 ; 124.553.025 ;
96;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 118 ; 1.647.475 ; 1.393 ; 27.494.907 ; 473 ; 4.407.406 ; 2.530 ; 30.166.627 ; 4.514 ; 63.716.415 ; 5.914 ; 54.981.854 ; 213 ; 3.375.202 ; 6.127 ; 58.357.057 ; 10.641 ; 122.073.472 ;
97;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 101 ; 2.025.126 ; 1.125 ; 27.313.369 ; 803 ; 7.315.785 ; 3.869 ; 33.168.408 ; 5.898 ; 69.822.687 ; 4.152 ; 51.515.131 ; 31 ; 474.730 ; 4.183 ; 51.989.860 ; 10.081 ; 121.812.548 ;
98;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 74 ; 1.932.435 ; 2.206 ; 8.129.269 ; 4.538 ; 55.099.820 ; 6.818 ; 65.161.524 ; 2.891 ; 49.236.243 ; 14 ; 296.376 ; 2.905 ; 49.532.619 ; 9.723 ; 114.694.143 ;
99;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 3 ; 27.284 ; 21 ; 396.596 ; 724 ; 8.513.200 ; 1.586 ; 17.912.585 ; 2.334 ; 26.849.664 ; 899 ; 44.212.647 ; 273 ; 34.453.891 ; 1.172 ; 78.666.538 ; 3.506 ; 105.516.202 ;
100;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 4 ; 43.251 ; 157 ; 2.307.372 ; 2.689 ; 5.791.794 ; 4.828 ; 26.905.960 ; 7.678 ; 35.048.377 ; 2.247 ; 43.154.393 ; 160 ; 19.680.725 ; 2.407 ; 62.835.118 ; 10.085 ; 97.883.495 ;
101;59.285.411;BANCO PAN S.A.; 15 ; 3.079.092 ;;; 51 ; 6.123.948 ; 168 ; 24.569.226 ; 234 ; 33.772.266 ; 4 ; 22.121.463 ; 21 ; 35.850.029 ; 25 ; 57.971.492 ; 259 ; 91.743.758 ;
102;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 58 ; 7.656.174 ; 66 ; 1.592.573 ; 15 ; 5.385.055 ; 84 ; 16.328.798 ; 223 ; 30.962.600 ; 26 ; 31.607.598 ; 28 ; 28.034.853 ; 54 ; 59.642.451 ; 277 ; 90.605.051 ;
103;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 9 ; 23.102 ; 604 ; 18.977.656 ; 682 ; 7.193.914 ; 6.278 ; 16.316.986 ; 7.573 ; 42.511.658 ; 1.621 ; 35.569.737 ; 239 ; 8.012.218 ; 1.860 ; 43.581.956 ; 9.433 ; 86.093.614 ;
104;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 47 ; 966.807 ; 136 ; 517.104 ; 387 ; 39.440.971 ; 570 ; 40.924.882 ; 1.700 ; 40.133.872 ; 7 ; 232.193 ; 1.707 ; 40.366.065 ; 2.277 ; 81.290.947 ;
105;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 109 ; 3.528.322 ; 786 ; 22.262.777 ; 514 ; 3.595.314 ; 1.851 ; 12.548.002 ; 3.260 ; 41.934.414 ; 1.673 ; 31.916.808 ; 158 ; 4.161.634 ; 1.831 ; 36.078.442 ; 5.091 ; 78.012.856 ;
106;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 96 ; 1.389.608 ; 621 ; 12.884.274 ; 754 ; 7.657.178 ; 2.186 ; 22.757.252 ; 3.657 ; 44.688.312 ; 1.774 ; 29.352.839 ; 36 ; 2.706.117 ; 1.810 ; 32.058.956 ; 5.467 ; 76.747.268 ;
107;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 7 ; 129.283 ; 268 ; 7.246.759 ; 1.003 ; 6.408.229 ; 1.856 ; 18.763.325 ; 3.134 ; 32.547.595 ; 1.677 ; 29.030.402 ; 258 ; 9.524.225 ; 1.935 ; 38.554.626 ; 5.069 ; 71.102.222 ;
108;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 24 ; 1.100.143 ; 13 ; 2.087.831 ; 167 ; 3.072.422 ; 261 ; 12.778.737 ; 465 ; 19.039.134 ; 95 ; 14.347.121 ; 28 ; 26.261.191 ; 123 ; 40.608.312 ; 588 ; 59.647.446 ;
109;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 17 ; 339.920 ; 447 ; 9.943.478 ; 140 ; 2.191.972 ; 3.193 ; 16.618.534 ; 3.797 ; 29.093.905 ; 2.179 ; 26.603.934 ; 108 ; 2.578.616 ; 2.287 ; 29.182.551 ; 6.084 ; 58.276.455 ;
110;33.042.151;BANCO DE LA NACION ARGENTINA; 26 ; 8.870.100 ; 32 ; 5.914.866 ; 1.763 ; 2.391.884 ; 453 ; 955.236 ; 2.274 ; 18.132.086 ; 36 ; 17.057.965 ; 43 ; 21.265.143 ; 79 ; 38.323.108 ; 2.353 ; 56.455.194 ;
111;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 76 ; 246.851 ; 193 ; 2.959.514 ; 2.369 ; 3.555.708 ; 9.367 ; 19.056.817 ; 12.005 ; 25.818.890 ; 1.405 ; 23.574.111 ; 86 ; 5.355.458 ; 1.491 ; 28.929.568 ; 13.496 ; 54.748.458 ;
112;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 5 ; 303.117 ; 204 ; 3.554.200 ; 251 ; 10.798.029 ; 1.404 ; 18.020.266 ; 1.864 ; 32.675.614 ; 542 ; 15.923.776 ; 99 ; 5.448.337 ; 641 ; 21.372.114 ; 2.505 ; 54.047.727 ;
113;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 223 ; 811.065 ; 1.538 ; 25.496.264 ; 1.761 ; 26.307.329 ; 2.945 ; 25.192.823 ; 42 ; 519.181 ; 2.987 ; 25.712.004 ; 4.748 ; 52.019.333 ;
114;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 67 ; 2.563.628 ; 339 ; 8.893.365 ; 2.095 ; 18.806.049 ; 2.501 ; 30.263.042 ; 34 ; 15.326.242 ; 12 ; 6.221.546 ; 46 ; 21.547.787 ; 2.547 ; 51.810.829 ;
115;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 127 ; 2.509.952 ; 145 ; 1.126.796 ; 623 ; 21.010.300 ; 895 ; 24.647.048 ; 1.238 ; 23.467.267 ; 24 ; 1.052.608 ; 1.262 ; 24.519.875 ; 2.157 ; 49.166.923 ;
116;04.902.979;BANCO DA AMAZONIA S.A.; 218 ; 17.878.030 ; 96 ; 4.314.599 ; 94 ; 1.379.346 ; 274 ; 1.842.684 ; 682 ; 25.414.659 ; 28 ; 4.955.403 ; 110 ; 18.139.291 ; 138 ; 23.094.694 ; 820 ; 48.509.353 ;
117;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 653 ; 2.567.152 ; 1.478 ; 23.980.707 ; 2.131 ; 26.547.859 ; 1.239 ; 21.550.175 ; 17 ; 120.632 ; 1.256 ; 21.670.807 ; 3.387 ; 48.218.666 ;
118;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 81.266 ; 2 ; 137.224 ; 2.771 ; 22.217.566 ; 70 ; 175.413 ; 2.844 ; 22.611.468 ; 14 ; 157.284 ; 189 ; 22.142.967 ; 203 ; 22.300.251 ; 3.047 ; 44.911.719 ;
119;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 42 ; 1.535.697 ; 409 ; 17.565.757 ; 69 ; 952.510 ; 703 ; 1.583.052 ; 1.223 ; 21.637.016 ; 715 ; 19.580.594 ; 96 ; 2.920.068 ; 811 ; 22.500.662 ; 2.034 ; 44.137.679 ;
120;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 14 ; 218.729 ; 28 ; 253.795 ; 1.106 ; 3.006.406 ; 2.665 ; 21.159.700 ; 3.813 ; 24.638.630 ; 1.726 ; 18.321.108 ; 15 ; 260.585 ; 1.741 ; 18.581.693 ; 5.554 ; 43.220.323 ;
121;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 3 ; 300.000 ; 161 ; 2.212.232 ; 209 ; 3.574.009 ; 2.687 ; 15.125.760 ; 3.060 ; 21.212.001 ; 788 ; 16.497.139 ; 73 ; 3.004.548 ; 861 ; 19.501.687 ; 3.921 ; 40.713.689 ;
122;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 5 ; 78.227 ; 660 ; 2.517.610 ; 2.143 ; 19.940.913 ; 2.808 ; 22.536.750 ; 1.153 ; 17.539.521 ; 61 ; 209.917 ; 1.214 ; 17.749.438 ; 4.022 ; 40.286.188 ;
123;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 14 ; 112.680 ; 165 ; 4.878.854 ; 621 ; 3.798.576 ; 1.660 ; 11.603.661 ; 2.460 ; 20.393.771 ; 1.353 ; 14.463.890 ; 167 ; 1.831.759 ; 1.520 ; 16.295.648 ; 3.980 ; 36.689.419 ;
124;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 19 ; 607.416 ; 431 ; 16.811.847 ; 450 ; 17.419.263 ; 390 ; 16.552.028 ; 10 ; 348.080 ; 400 ; 16.900.108 ; 850 ; 34.319.371 ;
125;07.679.404;BANCO TOPÁZIO S.A.; 5 ; 2.693.652 ; 57 ; 3.674.129 ; 202 ; 3.503.948 ; 337 ; 7.966.272 ; 601 ; 17.838.002 ; 43 ; 10.036.716 ; 19 ; 4.516.146 ; 62 ; 14.552.862 ; 663 ; 32.390.863 ;
126;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 8.780 ; 3.028.340 ; 15.800 ; 13.130.238 ; 24.580 ; 16.158.578 ; 319 ; 9.922.883 ; 1 ; 31.004 ; 320 ; 9.953.887 ; 24.900 ; 26.112.465 ;
127;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 912 ; 7.835.707 ; 1.233 ; 11.571.449 ; 2.145 ; 19.407.156 ; 1.433 ; 4.627.961 ; 49 ; 879.880 ; 1.482 ; 5.507.841 ; 3.627 ; 24.914.997 ;
128;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 7 ; 70.229 ; 57 ; 1.052.263 ; 155 ; 1.823.135 ; 1.144 ; 10.848.874 ; 1.363 ; 13.794.501 ; 548 ; 10.484.839 ; 51 ; 477.808 ; 599 ; 10.962.647 ; 1.962 ; 24.757.148 ;
129;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 1.543 ; 2.116.630 ; 6.289 ; 12.540.226 ; 7.832 ; 14.656.856 ; 221 ; 10.059.410 ;;; 221 ; 10.059.410 ; 8.053 ; 24.716.266 ;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 4 ; 19.280 ; 480 ; 1.285.036 ; 943 ; 11.487.343 ; 1.427 ; 12.791.659 ; 784 ; 10.348.212 ; 29 ; 103.011 ; 813 ; 10.451.223 ; 2.240 ; 23.242.882 ;
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 3.085 ; 808 ; 7.026.627 ; 986 ; 9.715.231 ; 1.795 ; 16.744.942 ; 421 ; 3.908.963 ; 74 ; 1.311.948 ; 495 ; 5.220.911 ; 2.290 ; 21.965.853 ;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 7.950 ; 2.302 ; 1.231.874 ; 8.377 ; 8.202.661 ; 10.682 ; 9.442.485 ; 370 ; 7.300.939 ; 14 ; 235.977 ; 384 ; 7.536.916 ; 11.066 ; 16.979.401 ;
133;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 182 ; 409.471 ; 1.054 ; 7.658.885 ; 1.236 ; 8.068.356 ; 1.327 ; 7.899.937 ; 15 ; 649.332 ; 1.342 ; 8.549.270 ; 2.578 ; 16.617.626 ;
134;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 96.964 ; 24 ; 243.667 ; 577 ; 396.657 ; 4.554 ; 8.017.525 ; 5.159 ; 8.754.812 ; 1.137 ; 7.645.586 ; 5 ; 33.512 ; 1.142 ; 7.679.098 ; 6.301 ; 16.433.910 ;
135;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 82 ; 570.504 ; 30 ; 384.702 ; 439 ; 2.355.522 ; 2.102 ; 4.866.698 ; 2.653 ; 8.177.426 ; 402 ; 3.707.896 ; 61 ; 1.367.550 ; 463 ; 5.075.446 ; 3.116 ; 13.252.872 ;
136;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 688 ; 2.698.443 ; 993 ; 6.307.418 ; 1.681 ; 9.005.861 ; 304 ; 3.928.255 ; 6 ; 255.000 ; 310 ; 4.183.255 ; 1.991 ; 13.189.116 ;
137;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 595 ; 2.252.759 ; 1.114 ; 6.089.304 ; 1.709 ; 8.342.063 ; 413 ; 3.847.874 ;;; 413 ; 3.847.874 ; 2.122 ; 12.189.937 ;
138;14.388.334;PARANÁ BANCO S.A.; 11 ; 1.582.673 ; 5 ; 2.132.595 ;;; 23 ; 100.210 ; 39 ; 3.815.477 ; 1 ; 2.500.000 ; 7 ; 4.800.000 ; 8 ; 7.300.000 ; 47 ; 11.115.477 ;
139;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 14 ; 696.583 ; 171 ; 2.010.622 ; 597 ; 2.944.208 ; 782 ; 5.651.412 ; 286 ; 3.401.266 ; 79 ; 1.775.818 ; 365 ; 5.177.085 ; 1.147 ; 10.828.497 ;
140;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 526 ; 1.800.144 ; 796 ; 5.238.284 ; 1.322 ; 7.038.429 ; 385 ; 3.509.164 ; 1 ; 20.000 ; 386 ; 3.529.164 ; 1.708 ; 10.567.593 ;
141;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 65 ; 3.227.214 ; 12 ; 475.058 ; 63 ; 445.752 ; 418 ; 1.245.057 ; 558 ; 5.393.082 ; 68 ; 1.593.713 ; 55 ; 3.485.195 ; 123 ; 5.078.908 ; 681 ; 10.471.990 ;
142;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 26 ; 831.814 ; 63 ; 1.392.516 ; 8 ; 60.278 ; 173 ; 2.617.226 ; 270 ; 4.901.834 ; 109 ; 3.984.496 ; 24 ; 856.186 ; 133 ; 4.840.683 ; 403 ; 9.742.517 ;
143;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 1.633 ; 63 ; 2.446.442 ; 46 ; 664.834 ; 339 ; 1.584.326 ; 449 ; 4.697.234 ; 350 ; 4.085.385 ; 34 ; 653.669 ; 384 ; 4.739.054 ; 833 ; 9.436.288 ;
144;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 4.713 ; 1.860.173 ; 5.775 ; 4.390.876 ; 10.488 ; 6.251.049 ; 305 ; 2.766.450 ; 14 ; 225.184 ; 319 ; 2.991.634 ; 10.807 ; 9.242.683 ;
145;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 9 ; 171.159 ; 30 ; 2.198.431 ; 39 ; 2.369.590 ; 1 ; 2.170.000 ; 3 ; 4.468.570 ; 4 ; 6.638.570 ; 43 ; 9.008.160 ;
146;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 2.024 ; 3.747.364 ; 1.623 ; 3.968.183 ; 3.647 ; 7.715.546 ; 145 ; 629.104 ; 28 ; 421.435 ; 173 ; 1.050.539 ; 3.820 ; 8.766.086 ;
147;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 447 ; 2.699.557 ; 583 ; 4.035.626 ; 1.030 ; 6.735.183 ; 204 ; 1.521.059 ; 28 ; 188.856 ; 232 ; 1.709.915 ; 1.262 ; 8.445.097 ;
148;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 85 ; 126.294 ; 570 ; 4.192.886 ; 655 ; 4.319.181 ; 684 ; 4.059.357 ; 24 ; 14.397 ; 708 ; 4.073.754 ; 1.363 ; 8.392.935 ;
149;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 605 ; 280.322 ; 664 ; 1.374.851 ; 1.269 ; 1.655.173 ; 161 ; 3.636.520 ; 72 ; 2.539.000 ; 233 ; 6.175.520 ; 1.502 ; 7.830.693 ;
150;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 4 ; 545.577 ; 183 ; 513.688 ; 29 ; 2.592.185 ; 216 ; 3.651.450 ; 6 ; 3.320.000 ; 1 ; 200.000 ; 7 ; 3.520.000 ; 223 ; 7.171.450 ;
151;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 5 ; 18.883 ; 247 ; 225.696 ; 2.344 ; 3.270.889 ; 2.596 ; 3.515.468 ; 387 ; 3.147.996 ; 7 ; 62.547 ; 394 ; 3.210.542 ; 2.990 ; 6.726.010 ;
