Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em DEZEMBRO / 2020;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
77;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 107 ; 8.642.492 ; 530 ; 16.982.577 ; 426 ; 4.283.231 ; 942 ; 6.550.410 ; 2.005 ; 36.458.710 ; 582 ; 17.065.056 ; 128 ; 6.551.178 ; 710 ; 23.616.234 ; 2.715 ; 60.074.944 ;
78;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 2 ; 322.937 ; 99 ; 22.181.829 ; 75 ; 3.033.171 ; 203 ; 4.997.071 ; 379 ; 30.535.008 ; 110 ; 26.214.228 ; 9 ; 2.365.000 ; 119 ; 28.579.228 ; 498 ; 59.114.236 ;
79;60.889.128;BANCO SOFISA S.A.; 95 ; 20.518.687 ; 70 ; 8.971.639 ; 7 ; 2.742.140 ; 62 ; 1.740.433 ; 234 ; 33.972.899 ; 3 ; 199.336 ; 8 ; 23.668.933 ; 11 ; 23.868.269 ; 245 ; 57.841.168 ;
80;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 40 ; 1.109.522 ; 278 ; 4.612.933 ; 1.281 ; 11.429.863 ; 2.205 ; 19.917.922 ; 3.804 ; 37.070.240 ; 507 ; 15.105.111 ; 42 ; 3.052.248 ; 549 ; 18.157.359 ; 4.353 ; 55.227.599 ;
81;00.416.968;BANCO INTER S.A.; 6 ; 39.464 ; 12 ; 87.233 ; 4.646 ; 5.601.646 ; 754 ; 25.612.255 ; 5.418 ; 31.340.598 ; 90 ; 22.149.368 ; 83 ; 1.606.687 ; 173 ; 23.756.055 ; 5.591 ; 55.096.653 ;
82;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 49 ; 871.246 ; 439 ; 9.656.437 ; 3.504 ; 7.261.179 ; 1.929 ; 6.761.776 ; 5.921 ; 24.550.639 ; 692 ; 15.491.554 ; 220 ; 7.197.798 ; 912 ; 22.689.352 ; 6.833 ; 47.239.991 ;
83;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 658 ; 7.548.095 ; 2.240 ; 18.629.903 ; 2.898 ; 26.177.998 ; 1.039 ; 13.325.512 ; 634 ; 1.960.500 ; 1.673 ; 15.286.012 ; 4.571 ; 41.464.010 ;
84;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 4 ; 14.607.435 ; 11 ; 18.145.414 ; 14 ; 219.091 ; 29 ; 32.971.941 ; 1 ; 295.000 ; 3 ; 3.514.000 ; 4 ; 3.809.000 ; 33 ; 36.780.941 ;
85;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 12 ; 1.592.837 ; 5 ; 90.502 ; 2 ; 35.935 ; 19 ; 11.884.559 ; 38 ; 13.603.834 ; 4 ; 20.500.000 ; 2 ; 2.000.000 ; 6 ; 22.500.000 ; 44 ; 36.103.834 ;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 28 ; 1.146.983 ; 560 ; 12.535.668 ; 157 ; 1.096.857 ; 510 ; 4.696.362 ; 1.255 ; 19.475.870 ; 446 ; 15.798.490 ; 18 ; 809.825 ; 464 ; 16.608.315 ; 1.719 ; 36.084.185 ;
87;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 4 ; 135.096 ; 7 ; 37.897 ; 329 ; 2.022.353 ; 480 ; 3.683.654 ; 820 ; 5.879.000 ; 574 ; 14.074.464 ; 79 ; 12.514.972 ; 653 ; 26.589.436 ; 1.473 ; 32.468.436 ;
88;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 166 ; 3.864.119 ; 101 ; 9.470.483 ; 47 ; 5.056.328 ; 48 ; 2.747.805 ; 362 ; 21.138.735 ; 17 ; 7.618.492 ; 15 ; 2.518.231 ; 32 ; 10.136.723 ; 394 ; 31.275.457 ;
89;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 22 ; 10.613.069 ; 14 ; 7.119.193 ; 36 ; 17.732.262 ; 6 ; 4.954.830 ; 7 ; 8.256.411 ; 13 ; 13.211.241 ; 49 ; 30.943.503 ;
90;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 3 ; 163.347 ; 279 ; 12.341.628 ; 15 ; 157.128 ; 55 ; 378.881 ; 352 ; 13.040.985 ; 188 ; 12.687.810 ; 18 ; 287.817 ; 206 ; 12.975.627 ; 558 ; 26.016.612 ;
91;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 704 ; 236.560 ; 412 ; 218.221 ; 1.116 ; 454.781 ; 48 ; 11.639.170 ; 46 ; 11.648.257 ; 94 ; 23.287.426 ; 1.210 ; 23.742.207 ;
92;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 73 ; 752.305 ; 483 ; 9.512.139 ; 556 ; 10.264.443 ; 476 ; 9.793.233 ; 84 ; 1.128.215 ; 560 ; 10.921.448 ; 1.116 ; 21.185.891 ;
93;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 11 ; 349.517 ; 156 ; 7.311.434 ; 63 ; 1.050.533 ; 207 ; 2.038.643 ; 437 ; 10.750.127 ; 292 ; 8.770.819 ; 61 ; 859.760 ; 353 ; 9.630.580 ; 790 ; 20.380.707 ;
94;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 3 ; 21.022 ; 113 ; 1.812.233 ; 70 ; 1.276.462 ; 536 ; 4.531.851 ; 722 ; 7.641.569 ; 521 ; 8.559.747 ; 66 ; 3.816.072 ; 587 ; 12.375.819 ; 1.309 ; 20.017.388 ;
95;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 76 ; 3.290.352 ; 2 ; 128.955 ; 23 ; 5.921.392 ; 39 ; 84.223 ; 140 ; 9.424.923 ; 5 ; 606.590 ; 31 ; 9.734.778 ; 36 ; 10.341.367 ; 176 ; 19.766.290 ;
96;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 19 ; 1.564.065 ; 8 ; 650.379 ; 18 ; 3.784.203 ; 23 ; 220.194 ; 68 ; 6.218.842 ; 7 ; 4.409.883 ; 12 ; 8.880.089 ; 19 ; 13.289.972 ; 87 ; 19.508.814 ;
97;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 24 ; 1.347.225 ; 121 ; 4.050.684 ; 37 ; 442.918 ; 57 ; 3.259.416 ; 239 ; 9.100.242 ; 136 ; 7.312.038 ; 39 ; 1.792.617 ; 175 ; 9.104.655 ; 414 ; 18.204.897 ;
98;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 1 ; 3.900 ; 47 ; 501.786 ; 115 ; 8.566.092 ; 163 ; 9.071.779 ; 5 ; 8.633.553 ; 3 ; 274.087 ; 8 ; 8.907.640 ; 171 ; 17.979.419 ;
99;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 4 ; 292.294 ; 45 ; 822.245 ; 58 ; 482.018 ; 107 ; 1.596.556 ; 26 ; 8.106.812 ; 19 ; 8.173.551 ; 45 ; 16.280.363 ; 152 ; 17.876.919 ;
100;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 55 ; 4.239.456 ; 93 ; 2.154.024 ; 30 ; 2.340.243 ; 26 ; 6.644.107 ; 204 ; 15.377.830 ; 4 ; 2.206.171 ;;; 4 ; 2.206.171 ; 208 ; 17.584.001 ;
101;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 14 ; 1.117.363 ; 106 ; 3.707.203 ; 271 ; 1.208.420 ; 632 ; 2.779.817 ; 1.023 ; 8.812.802 ; 427 ; 6.402.084 ; 63 ; 2.236.048 ; 490 ; 8.638.132 ; 1.513 ; 17.450.934 ;
102;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 2 ; 53.135 ; 216 ; 5.318.261 ; 79 ; 736.235 ; 230 ; 1.929.944 ; 527 ; 8.037.575 ; 141 ; 7.211.917 ; 23 ; 752.967 ; 164 ; 7.964.884 ; 691 ; 16.002.459 ;
103;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 26 ; 428.928 ; 121 ; 2.122.240 ; 248 ; 1.120.806 ; 797 ; 4.962.060 ; 1.192 ; 8.634.034 ; 615 ; 6.418.905 ; 71 ; 927.994 ; 686 ; 7.346.899 ; 1.878 ; 15.980.933 ;
104;61.024.352;BANCO INDUSVAL S.A.; 27 ; 3.813.958 ; 40 ; 2.103.973 ; 27 ; 4.092.531 ; 127 ; 2.686.493 ; 221 ; 12.696.954 ; 18 ; 538.182 ; 2 ; 2.041.596 ; 20 ; 2.579.777 ; 241 ; 15.276.731 ;
105;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 33.045 ; 113 ; 2.823.006 ; 131 ; 216.927 ; 295 ; 2.817.277 ; 540 ; 5.890.255 ; 205 ; 6.969.261 ; 37 ; 1.544.281 ; 242 ; 8.513.542 ; 782 ; 14.403.797 ;
106;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 13 ; 480.152 ; 62 ; 3.506.987 ; 53 ; 1.930.006 ; 183 ; 2.019.538 ; 311 ; 7.936.683 ; 247 ; 4.682.531 ; 107 ; 1.570.983 ; 354 ; 6.253.514 ; 665 ; 14.190.198 ;
107;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 27 ; 364.979 ; 99 ; 2.730.609 ; 234 ; 1.969.969 ; 387 ; 2.268.771 ; 747 ; 7.334.327 ; 266 ; 4.499.198 ; 97 ; 1.773.904 ; 363 ; 6.273.102 ; 1.110 ; 13.607.429 ;
108;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 7 ; 262.792 ; 33 ; 907.174 ; 125 ; 2.470.856 ; 206 ; 3.732.582 ; 371 ; 7.373.404 ; 128 ; 3.223.717 ; 42 ; 1.316.958 ; 170 ; 4.540.675 ; 541 ; 11.914.079 ;
109;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 3 ; 89.511 ; 101 ; 2.287.123 ; 116 ; 728.399 ; 100 ; 812.895 ; 320 ; 3.917.928 ; 159 ; 4.459.403 ; 58 ; 2.185.107 ; 217 ; 6.644.510 ; 537 ; 10.562.438 ;
110;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 5 ; 55.933 ; 30 ; 669.940 ; 85 ; 3.063.599 ; 182 ; 3.254.705 ; 302 ; 7.044.177 ; 205 ; 1.945.744 ; 31 ; 1.136.858 ; 236 ; 3.082.602 ; 538 ; 10.126.779 ;
111;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 13 ; 295.167 ; 27 ; 723.284 ; 219 ; 1.251.869 ; 288 ; 3.477.101 ; 547 ; 5.747.421 ; 134 ; 3.356.627 ; 21 ; 309.063 ; 155 ; 3.665.690 ; 702 ; 9.413.111 ;
112;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 1 ; 4.064 ; 12 ; 216.682 ; 247 ; 1.842.836 ; 382 ; 4.201.073 ; 642 ; 6.264.655 ; 186 ; 2.729.023 ; 6 ; 16.616 ; 192 ; 2.745.639 ; 834 ; 9.010.294 ;
113;04.902.979;BANCO DA AMAZONIA S.A.; 38 ; 3.126.524 ; 24 ; 648.534 ; 14 ; 489.239 ; 46 ; 137.196 ; 122 ; 4.401.493 ; 4 ; 360.390 ; 11 ; 3.159.159 ; 15 ; 3.519.549 ; 137 ; 7.921.042 ;
114;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;; 49 ; 1.280.312 ; 78 ; 1.123.420 ; 266 ; 1.714.556 ; 393 ; 4.118.289 ; 196 ; 2.800.693 ; 6 ; 923.427 ; 202 ; 3.724.120 ; 595 ; 7.842.409 ;
115;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 150 ; 962.212 ; 141 ; 1.938.779 ; 291 ; 2.900.991 ; 92 ; 2.931.555 ; 27 ; 1.966.876 ; 119 ; 4.898.431 ; 410 ; 7.799.421 ;
116;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 6 ; 115.203 ; 42 ; 1.277.047 ; 131 ; 999.830 ; 244 ; 1.868.082 ; 423 ; 4.260.162 ; 140 ; 2.671.150 ; 45 ; 604.144 ; 185 ; 3.275.294 ; 608 ; 7.535.456 ;
117;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 250 ; 681.285 ; 511 ; 3.484.005 ; 761 ; 4.165.290 ; 179 ; 2.620.174 ; 38 ; 382.567 ; 217 ; 3.002.742 ; 978 ; 7.168.032 ;
118;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 108 ; 296.998 ; 227 ; 1.159.011 ; 335 ; 1.456.009 ; 247 ; 2.750.397 ; 61 ; 1.892.904 ; 308 ; 4.643.300 ; 643 ; 6.099.309 ;
119;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 2 ; 111.881 ; 56 ; 1.951.868 ; 16 ; 323.224 ; 33 ; 474.068 ; 107 ; 2.861.041 ; 42 ; 2.354.029 ; 14 ; 363.699 ; 56 ; 2.717.728 ; 163 ; 5.578.769 ;
120;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 7.903 ; 52 ; 1.344.344 ; 73 ; 235.159 ; 145 ; 1.212.159 ; 271 ; 2.799.565 ; 118 ; 2.447.580 ; 13 ; 136.383 ; 131 ; 2.583.963 ; 402 ; 5.383.529 ;
121;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 23 ; 113.040 ; 30 ; 616.692 ; 192 ; 2.028.944 ; 188 ; 817.785 ; 433 ; 3.576.461 ; 43 ; 520.576 ; 34 ; 1.222.732 ; 77 ; 1.743.308 ; 510 ; 5.319.769 ;
122;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 9 ; 35.295 ; 70 ; 888.040 ; 146 ; 370.092 ; 280 ; 1.330.988 ; 505 ; 2.624.415 ; 181 ; 1.930.541 ; 23 ; 121.546 ; 204 ; 2.052.086 ; 709 ; 4.676.501 ;
123;33.042.151;BANCO DE LA NACION ARGENTINA; 2 ; 262.389 ; 3 ; 1.942.372 ; 451 ; 369.045 ; 14 ; 46.984 ; 470 ; 2.620.791 ; 1 ; 1.450.000 ; 6 ; 580.000 ; 7 ; 2.030.000 ; 477 ; 4.650.791 ;
124;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 46 ; 1.453.826 ; 22 ; 310.208 ; 11 ; 308.043 ; 31 ; 245.590 ; 110 ; 2.317.667 ; 41 ; 555.859 ; 53 ; 1.761.870 ; 94 ; 2.317.728 ; 204 ; 4.635.396 ;
125;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 4 ; 67.700 ; 53 ; 681.119 ; 79 ; 503.831 ; 216 ; 1.036.117 ; 352 ; 2.288.767 ; 191 ; 1.632.696 ; 36 ; 486.571 ; 227 ; 2.119.267 ; 579 ; 4.408.034 ;
126;09.274.232;STATE STREET BRASIL S.A. – BANCO COMERCIAL;;;;; 2 ; 3.645 ; 4 ; 2.128.244 ; 6 ; 2.131.889 ; 3 ; 2.128.231 ; 1 ; 63.499 ; 4 ; 2.191.729 ; 10 ; 4.323.618 ;
127;00.806.535;PLANNER CORRETORA DE VALORES S.A.;;; 1 ; 4.444 ; 14 ; 955.471 ; 12 ; 1.069.151 ; 27 ; 2.029.066 ; 14 ; 1.087.114 ; 15 ; 968.989 ; 29 ; 2.056.102 ; 56 ; 4.085.169 ;
128;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 3 ; 14.750 ; 21 ; 547.084 ; 215 ; 786.485 ; 222 ; 881.112 ; 461 ; 2.229.430 ; 85 ; 965.968 ; 25 ; 277.466 ; 110 ; 1.243.434 ; 571 ; 3.472.864 ;
129;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 13 ; 488.210 ; 16 ; 285.423 ; 93 ; 948.101 ; 122 ; 1.721.734 ; 107 ; 1.435.401 ; 16 ; 284.509 ; 123 ; 1.719.911 ; 245 ; 3.441.645 ;
130;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 1 ; 3.680 ; 26 ; 213.368 ; 197 ; 1.380.322 ; 224 ; 1.597.371 ; 201 ; 1.379.168 ; 7 ; 212.825 ; 208 ; 1.591.993 ; 432 ; 3.189.364 ;
131;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 6 ; 61.408 ; 32 ; 798.779 ; 22 ; 288.560 ; 67 ; 291.127 ; 127 ; 1.439.874 ; 93 ; 1.085.929 ; 20 ; 347.908 ; 113 ; 1.433.836 ; 240 ; 2.873.710 ;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 2 ; 29.452 ; 149 ; 899.940 ; 428 ; 504.360 ; 579 ; 1.433.752 ; 59 ; 458.338 ; 7 ; 835.948 ; 66 ; 1.294.285 ; 645 ; 2.728.037 ;
133;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 16 ; 413.796 ; 6 ; 610.698 ; 18 ; 279.498 ; 40 ; 1.303.991 ; 32 ; 701.515 ; 6 ; 610.698 ; 38 ; 1.312.213 ; 78 ; 2.616.204 ;
134;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 2 ; 39.781 ; 100 ; 238.746 ; 257 ; 1.030.627 ; 359 ; 1.309.154 ; 145 ; 859.087 ; 3 ; 12.910 ; 148 ; 871.997 ; 507 ; 2.181.151 ;
135;59.285.411;BANCO PAN S.A.;;;;; 5 ; 82.572 ; 20 ; 721.654 ; 25 ; 804.226 ; 6 ; 750.000 ;;; 6 ; 750.000 ; 31 ; 1.554.226 ;
136;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 2 ; 37.101 ; 76 ; 376.821 ; 96 ; 372.470 ; 174 ; 786.392 ; 41 ; 354.946 ; 14 ; 335.321 ; 55 ; 690.266 ; 229 ; 1.476.658 ;
137;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 264 ; 433.040 ; 235 ; 630.299 ; 499 ; 1.063.339 ; 52 ; 272.435 ; 7 ; 10.123 ; 59 ; 282.558 ; 558 ; 1.345.897 ;
138;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 504 ; 85 ; 279.079 ; 144 ; 441.059 ; 230 ; 720.641 ; 97 ; 285.470 ; 19 ; 114.858 ; 116 ; 400.328 ; 346 ; 1.120.969 ;
139;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 34 ; 349.907 ; 45 ; 211.305 ; 79 ; 561.212 ; 39 ; 202.734 ; 14 ; 345.243 ; 53 ; 547.977 ; 132 ; 1.109.189 ;
140;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 9 ; 980.215 ; 9 ; 980.215 ;;;;; -   ; -   ; 9 ; 980.215 ;
141;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 117 ; 243.503 ; 149 ; 481.208 ; 266 ; 724.711 ; 33 ; 210.627 ; 5 ; 17.937 ; 38 ; 228.564 ; 304 ; 953.275 ;
142;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 124 ; 373.884 ; 105 ; 184.545 ; 229 ; 558.429 ;;; 25 ; 197.105 ; 25 ; 197.105 ; 254 ; 755.534 ;
143;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 10 ; 56.818 ; 63 ; 273.269 ; 73 ; 330.087 ; 45 ; 302.107 ; 9 ; 81.910 ; 54 ; 384.016 ; 127 ; 714.104 ;
144;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 201 ; 183.813 ; 239 ; 359.688 ; 440 ; 543.500 ; 6 ; 103.773 ; 1 ; 12.215 ; 7 ; 115.988 ; 447 ; 659.489 ;
145;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 3.644 ; 45 ; 139.659 ; 111 ; 204.748 ; 157 ; 348.052 ; 24 ; 169.456 ; 2 ; 113.000 ; 26 ; 282.456 ; 183 ; 630.508 ;
146;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 65 ; 28.135 ; 124 ; 315.487 ; 189 ; 343.621 ; 26 ; 273.776 ;;; 26 ; 273.776 ; 215 ; 617.397 ;
147;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 7 ; 7.663 ; 76 ; 266.894 ; 83 ; 274.557 ; 65 ; 272.408 ; 2 ; 12.637 ; 67 ; 285.045 ; 150 ; 559.602 ;
148;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 5.313 ; 41 ; 91.374 ; 65 ; 277.417 ; 107 ; 374.104 ; 53 ; 180.350 ;;; 53 ; 180.350 ; 160 ; 554.454 ;
149;61.033.106;BANCO CREFISA S.A.;;;;; 1 ; 1 ; 7 ; 232.377 ; 8 ; 232.377 ; 1 ; 260.000 ;;; 1 ; 260.000 ; 9 ; 492.377 ;
150;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 4.238 ; 36 ; 29.922 ; 51 ; 137.585 ; 88 ; 171.745 ; 13 ; 100.771 ;;; 13 ; 100.771 ; 101 ; 272.516 ;
151;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 60 ; 96.180 ; 63 ; 75.991 ; 123 ; 172.171 ; 13 ; 36.858 ;;; 13 ; 36.858 ; 136 ; 209.029 ;
152;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ;;; 2 ; 181.173 ; 2 ; 181.173 ; 2 ; 181.173 ;
153;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 2 ; 662 ; 10 ; 8.042 ; 12 ; 8.704 ; 6 ; 8.107 ;;; 6 ; 8.107 ; 18 ; 16.810 ;
154;54.403.563;BANCO ARBI S.A.;;;;; 1 ; 5.000 ;;; 1 ; 5.000 ; 1 ; 5.000 ;;; 1 ; 5.000 ; 2 ; 10.000 ;
155;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;;;; 7 ; 5.816 ; 7 ; 5.816 ; 4 ; 3.766 ;;; 4 ; 3.766 ; 11 ; 9.581 ;
156;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 5.000 ; 3 ; 1.493 ; 4 ; 6.493 ;;;;; -   ; -   ; 4 ; 6.493 ;
157;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 1 ; 3.215 ; 2 ; 1.233 ; 3 ; 4.448 ;;;;; -   ; -   ; 3 ; 4.448 ;
158;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.050 ; 1 ; 1.050 ;;;;; -   ; -   ; 1 ; 1.050 ;
159;58.497.702;BANCO SMARTBANK S.A.;;;;;;; 1 ; 177 ; 1 ; 177 ;;;;; -   ; -   ; 1 ; 177 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 38.363 ; 16.880.605.508 ; 120.787 ; 19.954.477.198 ; 369.777 ; 55.260.573.272 ; 385.448 ; 60.508.742.006 ; 914.375 ; 152.604.397.983 ; 28.875 ; 58.214.218.895 ; 28.875 ; 58.223.715.579 ; 57.750 ; 116.437.934.474 ; 972.125 ; 269.042.332.457 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 11.01.2021.";;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;; ; ;
;;;;;;;;;;;;;;;;;;;;;
