Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Ago/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
65;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 206 ; 4.657.229 ; 6.996 ; 191.531.789 ; 2.663 ; 26.198.258 ; 8.968 ; 89.509.361 ; 18.833 ; 311.896.636 ; 10.572 ; 301.735.621 ; 1.179 ; 51.464.231 ; 11.751 ; 353.199.852 ; 30.584 ; 665.096.488 ;
66;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 142 ; 5.612.665 ; 2.325 ; 41.704.994 ; 6.465 ; 31.321.608 ; 22.396 ; 123.986.775 ; 31.328 ; 202.626.042 ; 13.740 ; 294.982.579 ; 3.221 ; 166.179.970 ; 16.961 ; 461.162.549 ; 48.289 ; 663.788.590 ;
67;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 184 ; 46.247.550 ; 7 ; 734.897 ; 27 ; 325.473 ; 64 ; 727.487 ; 282 ; 48.035.406 ; 201 ; 284.440.021 ; 250 ; 326.785.000 ; 451 ; 611.225.021 ; 733 ; 659.260.427 ;
68;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 5.000.000 ; 2 ; 14.666 ; 450 ; 58.193.454 ; 557 ; 87.639.722 ; 1.010 ; 150.847.841 ; 118 ; 243.889.543 ; 102 ; 219.954.133 ; 220 ; 463.843.676 ; 1.230 ; 614.691.518 ;
69;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 28 ; 804.015 ; 946 ; 23.398.891 ; 849 ; 4.189.791 ; 7.390 ; 110.051.947 ; 9.213 ; 138.444.642 ; 9.596 ; 286.228.334 ; 531 ; 157.701.770 ; 10.127 ; 443.930.104 ; 19.340 ; 582.374.746 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 823 ; 28.410.593 ; 5.492 ; 177.578.347 ; 2.392 ; 52.641.061 ; 6.050 ; 66.988.391 ; 14.757 ; 325.618.392 ; 2.446 ; 206.016.148 ; 244 ; 42.470.852 ; 2.690 ; 248.487.000 ; 17.447 ; 574.105.392 ;
71;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 18 ; 90.000.000 ; 746 ; 116.269.872 ; 70 ; 61.578.175 ; 128 ; 33.533.687 ; 962 ; 301.381.734 ; 215 ; 113.762.455 ; 79 ; 143.401.800 ; 294 ; 257.164.255 ; 1.256 ; 558.545.989 ;
72;60.889.128;BANCO SOFISA S.A.; 808 ; 208.656.798 ; 765 ; 45.910.228 ; 130 ; 41.290.053 ; 725 ; 39.449.481 ; 2.428 ; 335.306.559 ; 81 ; 22.313.473 ; 94 ; 193.128.008 ; 175 ; 215.441.481 ; 2.603 ; 550.748.040 ;
73;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 5 ; 45.648 ; 301 ; 11.431.344 ; 7.869 ; 28.102.427 ; 14.389 ; 105.685.132 ; 22.564 ; 145.264.552 ; 11.331 ; 240.707.241 ; 508 ; 151.701.792 ; 11.839 ; 392.409.033 ; 34.403 ; 537.673.585 ;
74;30.723.886;BANCO MODAL S.A.; 32 ; 21.793.832 ; 342 ; 30.737.935 ; 207 ; 182.075.724 ; 636 ; 152.858.125 ; 1.217 ; 387.465.616 ; 42 ; 56.161.011 ; 38 ; 73.028.397 ; 80 ; 129.189.408 ; 1.297 ; 516.655.024 ;
75;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 3.331 ; 160.515.153 ; 2.714 ; 75.817.104 ; 1.207 ; 31.306.954 ; 1.826 ; 87.850.915 ; 9.078 ; 355.490.126 ; 178 ; 54.256.247 ; 115 ; 87.587.183 ; 293 ; 141.843.429 ; 9.371 ; 497.333.555 ;
76;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 273 ; 79.151.334 ; 328 ; 45.624.112 ; 155 ; 31.269.374 ; 340 ; 22.881.861 ; 1.096 ; 178.926.681 ; 148 ; 135.446.146 ; 159 ; 168.614.176 ; 307 ; 304.060.322 ; 1.403 ; 482.987.003 ;
77;15.114.366;BANCO BBM S/A; 236 ; 148.526.712 ; 9 ; 3.573.651 ; 86 ; 59.235.125 ; 282 ; 49.349.449 ; 613 ; 260.684.937 ; 40 ; 26.572.642 ; 88 ; 195.308.584 ; 128 ; 221.881.226 ; 741 ; 482.566.164 ;
78;62.144.175;BANCO PINE S.A.; 106 ; 76.219.988 ; 67 ; 73.223.282 ; 30 ; 68.820.690 ; 334 ; 100.183.344 ; 537 ; 318.447.304 ; 23 ; 121.530.164 ; 13 ; 26.021.121 ; 36 ; 147.551.286 ; 573 ; 465.998.590 ;
79;92.894.922;BANCO ORIGINAL S.A.; 97 ; 154.633.025 ; 758 ; 110.643.920 ; 256 ; 4.401.213 ; 1.474 ; 37.225.750 ; 2.585 ; 306.903.908 ; 93 ; 78.988.316 ; 36 ; 63.381.282 ; 129 ; 142.369.599 ; 2.714 ; 449.273.507 ;
80;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 10 ; 2.906.948 ; 89 ; 42.767.208 ; 332 ; 147.031.319 ; 1.373 ; 75.248.548 ; 1.804 ; 267.954.023 ; 89 ; 59.437.405 ; 67 ; 91.216.979 ; 156 ; 150.654.385 ; 1.960 ; 418.608.407 ;
81;61.024.352;BANCO INDUSVAL S.A.; 351 ; 82.807.894 ; 338 ; 21.785.494 ; 150 ; 14.810.919 ; 563 ; 40.325.503 ; 1.402 ; 159.729.810 ; 147 ; 94.410.071 ; 170 ; 132.556.792 ; 317 ; 226.966.863 ; 1.719 ; 386.696.674 ;
82;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 56 ; 737.221 ; 2.751 ; 121.402.166 ; 623 ; 4.580.577 ; 5.226 ; 61.705.603 ; 8.656 ; 188.425.566 ; 5.177 ; 186.286.676 ; 108 ; 8.474.511 ; 5.285 ; 194.761.188 ; 13.941 ; 383.186.754 ;
83;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 190 ; 6.699.867 ; 4.213 ; 111.660.225 ; 2.435 ; 17.305.904 ; 7.270 ; 61.838.732 ; 14.108 ; 197.504.728 ; 4.734 ; 156.753.454 ; 356 ; 7.272.095 ; 5.090 ; 164.025.549 ; 19.198 ; 361.530.277 ;
84;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 2 ; 29.324 ; 46 ; 839.153 ; 405 ; 4.659.660 ; 1.450 ; 175.966.417 ; 1.903 ; 181.494.554 ; 10.011 ; 174.007.575 ; 32 ; 1.768.688 ; 10.043 ; 175.776.263 ; 11.946 ; 357.270.817 ;
85;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 664 ; 103.014.901 ; 876 ; 52.981.354 ; 522 ; 2.543.887 ; 435 ; 18.263.318 ; 2.497 ; 176.803.461 ; 435 ; 70.374.933 ; 262 ; 103.115.068 ; 697 ; 173.490.001 ; 3.194 ; 350.293.462 ;
86;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 41 ; 747.067 ; 1.016 ; 42.566.233 ; 836 ; 2.952.913 ; 2.907 ; 20.619.268 ; 4.800 ; 66.885.482 ; 2.810 ; 164.506.123 ; 442 ; 104.876.306 ; 3.252 ; 269.382.429 ; 8.052 ; 336.267.910 ;
87;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 386 ; 7.810.749 ; 5.408 ; 99.957.865 ; 1.439 ; 25.411.790 ; 5.322 ; 47.371.565 ; 12.555 ; 180.551.969 ; 3.264 ; 125.587.276 ; 158 ; 11.468.817 ; 3.422 ; 137.056.093 ; 15.977 ; 317.608.062 ;
88;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 31 ; 1.744.959 ; 411 ; 9.454.182 ; 2.907 ; 17.039.210 ; 11.835 ; 110.064.759 ; 15.184 ; 138.303.111 ; 6.831 ; 138.592.689 ; 481 ; 37.820.852 ; 7.312 ; 176.413.541 ; 22.496 ; 314.716.652 ;
89;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 63 ; 24.395.030 ; 48 ; 4.416.708 ; 92 ; 87.588.324 ; 285 ; 47.629.978 ; 488 ; 164.030.040 ; 24 ; 41.579.886 ; 33 ; 101.239.677 ; 57 ; 142.819.563 ; 545 ; 306.849.603 ;
90;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 6 ; 156.679 ; 1.288 ; 33.020.666 ; 117 ; 262.486 ; 5.175 ; 98.334.425 ; 6.586 ; 131.774.256 ; 4.700 ; 139.903.801 ; 98 ; 8.960.446 ; 4.798 ; 148.864.247 ; 11.384 ; 280.638.502 ;
91;61.033.106;BANCO BPN BRASIL S.A.; 27 ; 1.035.109 ; 19 ; 532.506 ; 282 ; 111.174.213 ; 155 ; 69.141.405 ; 483 ; 181.883.233 ; 65 ; 23.384.859 ; 110 ; 65.787.025 ; 175 ; 89.171.884 ; 658 ; 271.055.117 ;
92;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.101 ; 5.292.958 ; 4.391 ; 129.098.740 ; 5.492 ; 134.391.697 ; 4.786 ; 124.828.168 ; 175 ; 2.862.314 ; 4.961 ; 127.690.482 ; 10.453 ; 262.082.179 ;
93;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 23 ; 232.914 ; 1.138 ; 10.091.665 ; 2.967 ; 82.150.859 ; 4.128 ; 92.475.438 ; 7.717 ; 119.322.459 ; 444 ; 46.997.058 ; 8.161 ; 166.319.518 ; 12.289 ; 258.794.955 ;
94;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 69 ; 36.913.847 ; 58 ; 9.873.511 ; 59 ; 34.825.916 ; 116 ; 46.326.144 ; 302 ; 127.939.418 ; 58 ; 51.889.274 ; 96 ; 67.445.354 ; 154 ; 119.334.628 ; 456 ; 247.274.045 ;
95;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 190 ; 2.393.363 ; 2.519 ; 49.892.456 ; 789 ; 8.302.940 ; 4.258 ; 56.249.513 ; 7.756 ; 116.838.272 ; 10.718 ; 100.514.250 ; 281 ; 5.068.710 ; 10.999 ; 105.582.960 ; 18.755 ; 222.421.232 ;
96;59.285.411;BANCO PAN S.A.; 43 ; 18.941.969 ;;; 94 ; 14.041.978 ; 286 ; 68.352.804 ; 423 ; 101.336.751 ; 6 ; 62.831.463 ; 34 ; 50.800.029 ; 40 ; 113.631.492 ; 463 ; 214.968.242 ;
97;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 172 ; 3.878.063 ; 2.028 ; 46.119.614 ; 1.444 ; 12.394.979 ; 7.161 ; 59.050.790 ; 10.805 ; 121.443.445 ; 7.365 ; 90.041.336 ; 49 ; 1.135.706 ; 7.414 ; 91.177.042 ; 18.219 ; 212.620.487 ;
98;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 160 ; 3.757.012 ; 3.352 ; 12.834.954 ; 7.237 ; 101.689.373 ; 10.749 ; 118.281.339 ; 5.190 ; 93.214.099 ; 23 ; 495.885 ; 5.213 ; 93.709.983 ; 15.962 ; 211.991.323 ;
99;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 70 ; 54.051.858 ; 12 ; 5.776.144 ; 20 ; 39.509.552 ; 242 ; 7.261.040 ; 344 ; 106.598.594 ; 33 ; 10.969.383 ; 49 ; 93.688.699 ; 82 ; 104.658.082 ; 426 ; 211.256.676 ;
100;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 158 ; 25.948.270 ; 112 ; 2.286.279 ; 26 ; 11.680.500 ; 156 ; 36.827.038 ; 452 ; 76.742.087 ; 35 ; 52.694.415 ; 79 ; 51.200.356 ; 114 ; 103.894.771 ; 566 ; 180.636.857 ;
101;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 11 ; 395.942 ; 53 ; 1.396.443 ; 1.138 ; 11.265.362 ; 2.636 ; 30.309.266 ; 3.838 ; 43.367.012 ; 1.573 ; 77.023.602 ; 415 ; 56.990.250 ; 1.988 ; 134.013.852 ; 5.826 ; 177.380.864 ;
102;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 184 ; 5.916.648 ; 1.446 ; 44.849.312 ; 955 ; 7.043.899 ; 3.377 ; 24.127.199 ; 5.962 ; 81.937.059 ; 3.014 ; 61.538.364 ; 207 ; 5.569.108 ; 3.221 ; 67.107.472 ; 9.183 ; 149.044.531 ;
103;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 10 ; 74.717 ; 252 ; 3.871.712 ; 4.364 ; 8.964.190 ; 8.337 ; 47.754.191 ; 12.963 ; 60.664.809 ; 4.018 ; 64.963.509 ; 201 ; 22.271.399 ; 4.219 ; 87.234.909 ; 17.182 ; 147.899.718 ;
104;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 12 ; 31.815 ; 975 ; 29.545.152 ; 1.046 ; 11.132.271 ; 10.570 ; 25.764.835 ; 12.603 ; 66.474.074 ; 2.798 ; 55.652.591 ; 415 ; 11.824.750 ; 3.213 ; 67.477.342 ; 15.816 ; 133.951.416 ;
105;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 27 ; 465.310 ; 986 ; 24.558.549 ; 227 ; 4.025.426 ; 5.620 ; 36.912.441 ; 6.860 ; 65.961.726 ; 4.078 ; 62.227.606 ; 179 ; 5.194.968 ; 4.257 ; 67.422.573 ; 11.117 ; 133.384.299 ;
106;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 138 ; 2.106.407 ; 1.078 ; 20.389.145 ; 1.280 ; 12.977.655 ; 3.804 ; 40.566.535 ; 6.300 ; 76.039.742 ; 3.233 ; 50.822.362 ; 59 ; 4.775.081 ; 3.292 ; 55.597.443 ; 9.592 ; 131.637.185 ;
107;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 30 ; 557.195 ; 534 ; 14.208.758 ; 1.661 ; 12.253.257 ; 3.353 ; 36.510.950 ; 5.578 ; 63.530.160 ; 3.278 ; 51.238.040 ; 379 ; 13.288.927 ; 3.657 ; 64.526.967 ; 9.235 ; 128.057.127 ;
108;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 102 ; 335.050 ; 306 ; 4.477.806 ; 3.529 ; 5.394.730 ; 17.190 ; 36.098.376 ; 21.127 ; 46.305.962 ; 2.446 ; 48.050.832 ; 160 ; 13.221.750 ; 2.606 ; 61.272.582 ; 23.733 ; 107.578.545 ;
109;33.042.151;BANCO DE LA NACION ARGENTINA; 46 ; 13.900.381 ; 54 ; 7.482.186 ; 2.926 ; 3.609.459 ; 759 ; 1.329.756 ; 3.785 ; 26.321.783 ; 53 ; 34.557.621 ; 69 ; 43.665.143 ; 122 ; 78.222.763 ; 3.907 ; 104.544.546 ;
110;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.034 ; 3.268.794 ; 2.555 ; 49.732.049 ; 3.589 ; 53.000.844 ; 2.437 ; 46.616.833 ; 20 ; 139.046 ; 2.457 ; 46.755.879 ; 6.046 ; 99.756.723 ;
111;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 6 ; 388.571 ; 2 ; 137.224 ; 4.991 ; 47.304.185 ; 110 ; 407.694 ; 5.109 ; 48.237.673 ; 33 ; 419.324 ; 323 ; 47.567.401 ; 356 ; 47.986.725 ; 5.465 ; 96.224.398 ;
112;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 11 ; 650.348 ; 356 ; 7.000.068 ; 425 ; 17.902.485 ; 2.342 ; 30.367.766 ; 3.134 ; 55.920.667 ; 899 ; 28.030.822 ; 163 ; 9.212.081 ; 1.062 ; 37.242.904 ; 4.196 ; 93.163.570 ;
113;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 145 ; 7.108.809 ; 701 ; 32.305.356 ; 120 ; 2.237.927 ; 1.317 ; 3.263.298 ; 2.283 ; 44.915.389 ; 1.410 ; 36.744.387 ; 195 ; 10.522.322 ; 1.605 ; 47.266.709 ; 3.888 ; 92.182.098 ;
114;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 209 ; 3.758.433 ; 194 ; 1.700.958 ; 1.027 ; 39.688.560 ; 1.430 ; 45.147.951 ; 2.336 ; 43.073.831 ; 35 ; 1.309.330 ; 2.371 ; 44.383.161 ; 3.801 ; 89.531.112 ;
115;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 87 ; 2.359.069 ; 142 ; 808.882 ; 442 ; 41.318.570 ; 671 ; 44.486.520 ; 1.831 ; 43.401.620 ; 9 ; 521.603 ; 1.840 ; 43.923.224 ; 2.511 ; 88.409.744 ;
116;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 99 ; 3.330.153 ; 546 ; 14.647.490 ; 3.719 ; 33.639.362 ; 4.364 ; 51.617.006 ; 69 ; 27.470.886 ; 22 ; 8.752.225 ; 91 ; 36.223.110 ; 4.455 ; 87.840.116 ;
117;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 43 ; 973.133 ; 60 ; 736.149 ; 1.792 ; 5.240.926 ; 4.771 ; 41.040.339 ; 6.666 ; 47.990.548 ; 3.323 ; 36.523.682 ; 40 ; 998.100 ; 3.363 ; 37.521.782 ; 10.029 ; 85.512.330 ;
118;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 315 ; 1.273.991 ; 2.585 ; 40.410.020 ; 2.900 ; 41.684.011 ; 5.032 ; 39.852.568 ; 61 ; 721.650 ; 5.093 ; 40.574.218 ; 7.993 ; 82.258.228 ;
119;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 30 ; 1.232.278 ; 17 ; 2.159.686 ; 326 ; 3.412.291 ; 539 ; 22.353.980 ; 912 ; 29.158.235 ; 169 ; 23.632.772 ; 39 ; 26.794.632 ; 208 ; 50.427.404 ; 1.120 ; 79.585.638 ;
120;04.902.979;BANCO DA AMAZONIA S.A.; 329 ; 28.705.531 ; 211 ; 7.337.345 ; 140 ; 1.805.023 ; 481 ; 2.980.125 ; 1.161 ; 40.828.024 ; 56 ; 7.868.943 ; 161 ; 28.133.106 ; 217 ; 36.002.049 ; 1.378 ; 76.830.073 ;
121;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 8 ; 148.144 ; 1.068 ; 3.880.943 ; 3.644 ; 36.284.173 ; 4.720 ; 40.313.260 ; 2.176 ; 32.080.462 ; 91 ; 268.925 ; 2.267 ; 32.349.386 ; 6.987 ; 72.662.646 ;
122;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 42 ; 403.807 ; 331 ; 9.253.143 ; 1.052 ; 6.177.288 ; 2.918 ; 21.744.492 ; 4.343 ; 37.578.731 ; 2.410 ; 27.708.646 ; 261 ; 3.217.087 ; 2.671 ; 30.925.733 ; 7.014 ; 68.504.463 ;
123;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 5 ; 500.000 ; 270 ; 4.018.357 ; 310 ; 4.348.282 ; 4.426 ; 24.105.837 ; 5.011 ; 32.972.476 ; 1.287 ; 27.416.525 ; 97 ; 4.113.552 ; 1.384 ; 31.530.077 ; 6.395 ; 64.502.553 ;
124;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 48 ; 1.703.236 ; 720 ; 26.933.774 ; 768 ; 28.637.011 ; 673 ; 26.639.082 ; 30 ; 1.408.972 ; 703 ; 28.048.054 ; 1.471 ; 56.685.064 ;
125;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 9.317 ; 4.623.438 ; 17.140 ; 24.234.397 ; 26.457 ; 28.857.835 ; 637 ; 19.581.709 ; 3 ; 31.595 ; 640 ; 19.613.304 ; 27.097 ; 48.471.138 ;
126;07.679.404;BANCO TOPÁZIO S.A.; 7 ; 2.794.102 ; 63 ; 3.692.633 ; 381 ; 7.054.481 ; 563 ; 12.364.499 ; 1.014 ; 25.905.715 ; 59 ; 13.071.743 ; 34 ; 6.802.931 ; 93 ; 19.874.675 ; 1.107 ; 45.780.389 ;
127;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 13 ; 291.222 ; 123 ; 2.279.359 ; 284 ; 3.363.543 ; 1.878 ; 19.131.990 ; 2.298 ; 25.066.114 ; 897 ; 18.563.257 ; 78 ; 807.529 ; 975 ; 19.370.786 ; 3.273 ; 44.436.900 ;
128;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.499 ; 11.835.071 ; 2.092 ; 20.214.473 ; 3.591 ; 32.049.544 ; 2.557 ; 9.736.775 ; 68 ; 1.289.604 ; 2.625 ; 11.026.380 ; 6.216 ; 43.075.923 ;
129;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 2.571 ; 3.821.765 ; 10.572 ; 21.509.574 ; 13.143 ; 25.331.339 ; 387 ; 16.966.661 ; 3 ; 13.639 ; 390 ; 16.980.300 ; 13.533 ; 42.311.639 ;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 10 ; 68.593 ; 800 ; 2.267.292 ; 1.614 ; 19.486.181 ; 2.424 ; 21.822.067 ; 1.405 ; 17.517.285 ; 50 ; 197.044 ; 1.455 ; 17.714.330 ; 3.879 ; 39.536.396 ;
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 14.585 ; 1.357 ; 10.761.764 ; 1.640 ; 16.945.113 ; 2.999 ; 27.721.462 ; 812 ; 7.587.291 ; 85 ; 1.512.266 ; 897 ; 9.099.558 ; 3.896 ; 36.821.020 ;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 7 ; 32.589 ; 3.258 ; 1.695.888 ; 15.753 ; 15.640.216 ; 19.018 ; 17.368.693 ; 687 ; 14.656.104 ; 30 ; 497.289 ; 717 ; 15.153.393 ; 19.735 ; 32.522.086 ;
133;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 139 ; 389.588 ; 356 ; 13.705.679 ; 495 ; 14.095.267 ; 608 ; 15.611.792 ; 38 ; 297.621 ; 646 ; 15.909.413 ; 1.141 ; 30.004.679 ;
134;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 96.964 ; 59 ; 601.819 ; 849 ; 534.513 ; 8.122 ; 14.015.280 ; 9.034 ; 15.248.576 ; 1.950 ; 13.916.636 ; 5 ; 33.512 ; 1.955 ; 13.950.148 ; 10.989 ; 29.198.724 ;
135;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 130 ; 4.548.892 ; 46 ; 2.241.327 ; 105 ; 1.244.261 ; 809 ; 5.237.928 ; 1.090 ; 13.272.408 ; 154 ; 7.240.181 ; 104 ; 5.564.394 ; 258 ; 12.804.575 ; 1.348 ; 26.076.983 ;
136;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 19.680 ; 11.027.650 ; 13.085 ; 9.433.063 ; 32.765 ; 20.460.712 ; 292 ; 1.258.442 ; 94 ; 2.873.819 ; 386 ; 4.132.261 ; 33.151 ; 24.592.974 ;
137;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 1.068 ; 3.922.694 ; 1.620 ; 10.984.359 ; 2.688 ; 14.907.053 ; 653 ; 7.504.096 ; 8 ; 345.000 ; 661 ; 7.849.096 ; 3.349 ; 22.756.149 ;
138;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 123 ; 930.352 ; 53 ; 610.024 ; 659 ; 3.690.011 ; 3.923 ; 8.788.631 ; 4.758 ; 14.019.017 ; 729 ; 6.716.021 ; 83 ; 1.917.458 ; 812 ; 8.633.479 ; 5.570 ; 22.652.497 ;
139;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 971 ; 3.485.209 ; 1.863 ; 10.555.693 ; 2.834 ; 14.040.902 ; 715 ; 7.112.341 ;;; 715 ; 7.112.341 ; 3.549 ; 21.153.243 ;
140;14.388.334;PARANÁ BANCO S.A.; 25 ; 5.120.991 ; 7 ; 2.304.195 ;;; 33 ; 187.978 ; 65 ; 7.613.164 ; 4 ; 4.200.000 ; 12 ; 8.800.000 ; 16 ; 13.000.000 ; 81 ; 20.613.164 ;
141;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 1.391 ; 271 ; 839.747 ; 1.407 ; 8.824.099 ; 1.679 ; 9.665.237 ; 1.860 ; 9.047.307 ; 27 ; 1.050.889 ; 1.887 ; 10.098.196 ; 3.566 ; 19.763.433 ;
142;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 2 ; 33.939 ; 43 ; 1.366.234 ; 311 ; 4.166.533 ; 969 ; 4.533.955 ; 1.325 ; 10.100.662 ; 497 ; 5.400.111 ; 147 ; 3.703.270 ; 644 ; 9.103.382 ; 1.969 ; 19.204.043 ;
143;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 129 ; 153.973 ; 1.099 ; 9.523.203 ; 1.228 ; 9.677.176 ; 1.486 ; 9.396.477 ; 45 ; 27.386 ; 1.531 ; 9.423.863 ; 2.759 ; 19.101.039 ;
144;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 850 ; 2.679.169 ; 1.316 ; 9.337.282 ; 2.166 ; 12.016.451 ; 677 ; 6.733.156 ; 2 ; 21.139 ; 679 ; 6.754.295 ; 2.845 ; 18.770.746 ;
145;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 1.327 ; 1.066.920 ; 1.643 ; 3.378.049 ; 2.970 ; 4.444.969 ; 338 ; 7.462.556 ; 140 ; 5.151.426 ; 478 ; 12.613.982 ; 3.448 ; 17.058.951 ;
146;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 8.358 ; 3.134.463 ; 10.934 ; 8.188.140 ; 19.292 ; 11.322.603 ; 564 ; 5.279.610 ; 14 ; 225.184 ; 578 ; 5.504.794 ; 19.870 ; 16.827.397 ;
