Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Abr/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
63;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 30 ; 8.729.824 ; 112 ; 6.421.808 ; 139 ; 4.377.579 ; 424 ; 31.236.851 ; 705 ; 50.766.062 ; 294 ; 203.068.621 ; 154 ; 178.893.075 ; 448,0 ; 381.961.695,8 ; 1.153 ; 432.727.758 ;
64;61.024.352;BANCO INDUSVAL S.A.; 291 ; 111.428.028 ; 142 ; 23.602.770 ; 72 ; 1.213.412 ; 331 ; 34.418.007 ; 836 ; 170.662.217 ; 110 ; 109.745.160 ; 198 ; 148.992.896 ; 308,0 ; 258.738.055,6 ; 1.144 ; 429.400.272 ;
65;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 33 ; 35.439.178 ; 106 ; 24.745.361 ; 17 ; 11.900.010 ; 374 ; 4.904.331 ; 530 ; 76.988.879 ; 32 ; 158.866.517 ; 24 ; 176.962.233 ; 56,0 ; 335.828.749,7 ; 586 ; 412.817.629 ;
66;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 433 ; 1.558.833 ; 10.210 ; 203.547.806 ; 10.643 ; 205.106.638 ; 1.576 ; 205.075.311 ; 19 ; 783.945 ; 1.595,0 ; 205.859.255,9 ; 12.238 ; 410.965.894 ;
67;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 12 ; 552.904 ; 187 ; 4.384.450 ; 1.336 ; 6.043.595 ; 6.514 ; 57.586.284 ; 8.049 ; 68.567.232 ; 3.290 ; 194.517.416 ; 221 ; 139.170.612 ; 3.511,0 ; 333.688.028,3 ; 11.560 ; 402.255.261 ;
68;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 168 ; 3.518.231 ; 3.400 ; 89.402.072 ; 2.201 ; 32.904.929 ; 9.629 ; 110.497.371 ; 15.398 ; 236.322.602 ; 1.445 ; 164.123.688 ; 11 ; 729.434 ; 1.456,0 ; 164.853.122,1 ; 16.854 ; 401.175.724 ;
69;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 55 ; 3.497.484 ; 834 ; 20.133.832 ; 1.406 ; 6.744.135 ; 6.407 ; 83.014.395 ; 8.702 ; 113.389.847 ; 4.032 ; 189.029.598 ; 2.115 ; 95.917.147 ; 6.147,0 ; 284.946.744,7 ; 14.849 ; 398.336.591 ;
70;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 4 ; 587.583 ; 93 ; 106.336.560 ; 43 ; 69.643.350 ; 523 ; 28.002.466 ; 663 ; 204.569.959 ; 76 ; 125.550.000 ; 16 ; 61.350.684 ; 92,0 ; 186.900.684,3 ; 755 ; 391.470.643 ;
71;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 27 ; 82.823.228 ; 17 ; 5.718.218 ; 41 ; 32.415.206 ; 56 ; 14.152.162 ; 141 ; 135.108.813 ; 67 ; 71.310.198 ; 83 ; 172.783.144 ; 150,0 ; 244.093.342,3 ; 291 ; 379.202.156 ;
72;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 2.320 ; 135.096.454 ; 1.029 ; 47.528.686 ; 443 ; 12.072.144 ; 1.348 ; 9.702.608 ; 5.140 ; 204.399.892 ; 77 ; 37.995.135 ; 288 ; 127.513.950 ; 365,0 ; 165.509.085,2 ; 5.505 ; 369.908.978 ;
73;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 156 ; 5.684.715 ; 3.634 ; 118.833.536 ; 1.280 ; 34.956.790 ; 3.880 ; 38.223.284 ; 8.950 ; 197.698.325 ; 1.183 ; 130.647.393 ; 25 ; 14.215.616 ; 1.208,0 ; 144.863.009,0 ; 10.158 ; 342.561.334 ;
74;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 147 ; 8.231.279 ; 2.269 ; 8.535.737 ; 6.769 ; 87.447.084 ; 9.185 ; 104.214.100 ; 3.609 ; 159.582.125 ; 452 ; 73.264.268 ; 4.061,0 ; 232.846.393,3 ; 13.246 ; 337.060.494 ;
75;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 229 ; 109.807.165 ; 183 ; 6.940.540 ; 2.152 ; 27.034.800 ; 2.564 ; 143.782.505 ; 100 ; 139.051.461 ; 4 ; 9.049.538 ; 104,0 ; 148.100.998,7 ; 2.668 ; 291.883.504 ;
76;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 127 ; 67.992.099 ; 97 ; 76.337.095 ; 224 ; 144.329.193 ; 77 ; 76.189.000 ; 72 ; 67.750.000 ; 149,0 ; 143.939.000,0 ; 373 ; 288.268.193 ;
77;10.690.848;BANCO DA CHINA BRASIL S.A.; 15 ; 18.116.271 ; 65 ; 11.889.062 ; 42 ; 112.913.449 ; 110 ; 1.782.299 ; 232 ; 144.701.081 ; 34 ; 12.960.067 ; 33 ; 130.371.335 ; 67,0 ; 143.331.402,4 ; 299 ; 288.032.483 ;
78;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 22 ; 386.464 ; 1.171 ; 52.800.415 ; 419 ; 2.819.994 ; 18.769 ; 86.274.582 ; 20.381 ; 142.281.455 ; 2.799 ; 137.348.375 ; 9 ; 1.228.406 ; 2.808,0 ; 138.576.780,5 ; 23.189 ; 280.858.236 ;
79;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 1 ; 3.750 ;;; 4.878 ; 140.355.729 ; 4.879 ; 140.359.479 ; 405 ; 140.363.894 ;;; 405,0 ; 140.363.893,8 ; 5.284 ; 280.723.373 ;
80;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 2 ; 92.438 ; 60 ; 939.390 ; 1.220 ; 41.196.284 ; 2.312 ; 126.141.210 ; 3.594 ; 168.369.322 ; 1.796 ; 104.807.342 ; 190 ; 5.456.018 ; 1.986,0 ; 110.263.359,1 ; 5.580 ; 278.632.681 ;
81;30.723.886;BANCO MODAL S.A.; 41 ; 13.983.844 ; 295 ; 32.280.666 ; 37 ; 35.078.198 ; 173 ; 38.508.344 ; 546 ; 119.851.052 ; 51 ; 75.156.503 ; 46 ; 53.577.553 ; 97,0 ; 128.734.055,6 ; 643 ; 248.585.107 ;
82;02.318.507;BANCO KEB DO BRASIL S.A.; 2 ; 849.806 ; 68 ; 39.320.453 ; 143 ; 65.311.974 ; 929 ; 36.425.567 ; 1.142 ; 141.907.800 ; 62 ; 52.905.000 ; 25 ; 43.526.000 ; 87,0 ; 96.431.000,0 ; 1.229 ; 238.338.800 ;
83;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.006 ; 56.863.279 ; 982 ; 35.079.637 ; 439 ; 11.565.964 ; 831 ; 47.597.898 ; 3.258 ; 151.106.778 ; 73 ; 50.360.809 ; 56 ; 35.486.932 ; 129,0 ; 85.847.740,7 ; 3.387 ; 236.954.519 ;
84;59.285.411;BANCO PANAMERICANO S.A.; 49 ; 68.547.769 ;;; 19 ; 246.498 ; 97 ; 32.745.846 ; 165 ; 101.540.114 ; 2 ; 22.500.000 ; 35 ; 109.200.000 ; 37,0 ; 131.700.000,0 ; 202 ; 233.240.114 ;
85;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 14 ; 6.809.908 ; 60 ; 17.762.309 ; 49 ; 13.475.673 ; 278 ; 65.932.142 ; 401 ; 103.980.032 ; 122 ; 94.893.574 ; 48 ; 31.794.928 ; 170,0 ; 126.688.502,2 ; 571 ; 230.668.534 ;
86;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 318 ; 62.109.143 ; 450 ; 34.762.540 ; 40 ; 15.480.058 ; 224 ; 3.797.323 ; 1.032 ; 116.149.064 ; 173 ; 36.298.235 ; 123 ; 75.368.625 ; 296,0 ; 111.666.860,5 ; 1.328 ; 227.815.924 ;
87;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 95 ; 62.422.388 ; 128 ; 13.783.794 ; 70 ; 1.231.419 ; 166 ; 22.953.301 ; 459 ; 100.390.902 ; 67 ; 48.731.717 ; 71 ; 73.456.279 ; 138,0 ; 122.187.996,1 ; 597 ; 222.578.898 ;
88;60.889.128;BANCO SOFISA S.A.; 457 ; 95.863.996 ; 336 ; 22.809.172 ; 85 ; 10.099.114 ; 405 ; 20.970.264 ; 1.283 ; 149.742.546 ; 47 ; 6.652.738 ; 23 ; 55.405.356 ; 70,0 ; 62.058.094,1 ; 1.353 ; 211.800.640 ;
89;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 9 ; 50.000.000 ; 6 ; 36.224.828 ; 20 ; 51.195.239 ; 18 ; 1.044.142 ; 53 ; 138.464.209 ; 2 ; 1.001.000 ; 17 ; 64.861.000 ; 19,0 ; 65.862.000,0 ; 72 ; 204.326.209 ;
90;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 156 ; 3.586.261 ; 2.912 ; 70.922.058 ; 476 ; 11.488.163 ; 2.596 ; 25.880.425 ; 6.140 ; 111.876.908 ; 1.222 ; 83.369.253 ; 20 ; 1.638.353 ; 1.242,0 ; 85.007.605,9 ; 7.382 ; 196.884.514 ;
91;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 49 ; 825.354 ; 1.726 ; 43.064.807 ; 799 ; 7.751.613 ; 4.621 ; 46.743.360 ; 7.195 ; 98.385.135 ; 1.629 ; 86.057.357 ; 68 ; 4.801.723 ; 1.697,0 ; 90.859.079,9 ; 8.892 ; 189.244.215 ;
92;03.532.415;BANCO ABN AMRO S.A.; 13 ; 87.650.000 ;;; 3 ; 1.763.904 ; 13 ; 2.329.708 ; 29 ; 91.743.613 ; 2 ; 692.000 ; 20 ; 87.750.000 ; 22,0 ; 88.442.000,0 ; 51 ; 180.185.613 ;
93;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 24 ; 680.115 ; 1.540 ; 6.508.635 ; 3.605 ; 88.560.485 ; 5.169 ; 95.749.235 ; 2.409 ; 83.484.143 ; 31 ; 705.707 ; 2.440,0 ; 84.189.849,4 ; 7.609 ; 179.939.084 ;
94;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 58 ; 3.229.446 ; 175 ; 53.613.845 ; 169 ; 24.030.714 ; 405 ; 87.757.304 ; 90 ; 26.830.596 ; 69 ; 60.096.031 ; 159,0 ; 86.926.627,0 ; 564 ; 174.683.931 ;
95;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 2 ; 36.780 ; 149 ; 2.358.449 ; 1.382 ; 3.786.960 ; 5.427 ; 61.140.277 ; 6.960 ; 67.322.466 ; 2.718 ; 74.782.717 ; 140 ; 15.018.843 ; 2.858,0 ; 89.801.559,6 ; 9.818 ; 157.124.026 ;
96;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 1 ; 83.605 ; 33 ; 208.292 ; 101 ; 167.220 ; 25.836 ; 71.426.452 ; 25.971 ; 71.885.569 ; 1.086 ; 71.790.249 ; 4 ; 411.683 ; 1.090,0 ; 72.201.932,8 ; 27.061 ; 144.087.502 ;
97;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 137 ; 2.264.268 ; 884 ; 1.183.934 ; 6.817 ; 15.637.873 ; 7.841 ; 19.294.440 ; 963 ; 66.975.883 ; 162 ; 50.482.702 ; 1.125,0 ; 117.458.585,5 ; 8.966 ; 136.753.026 ;
98;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 61 ; 1.122.024 ; 1.086 ; 25.937.701 ; 326 ; 4.750.821 ; 2.608 ; 33.785.931 ; 4.081 ; 65.596.477 ; 2.230 ; 59.725.290 ; 215 ; 5.839.425 ; 2.445,0 ; 65.564.714,9 ; 6.526 ; 131.161.192 ;
99;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 758 ; 40.539.216 ; 5 ; 27.903 ; 916 ; 22.133.698 ; 1.679 ; 62.700.818 ; 642 ; 63.391.519 ; 7 ; 708.246 ; 649,0 ; 64.099.765,8 ; 2.328 ; 126.800.584 ;
100;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 133 ; 2.492.758 ; 627 ; 13.808.712 ; 323 ; 4.831.823 ; 2.736 ; 38.384.217 ; 3.819 ; 59.517.510 ; 1.279 ; 47.580.176 ; 88 ; 2.754.607 ; 1.367,0 ; 50.334.782,7 ; 5.186 ; 109.852.293 ;
101;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 48 ; 465.918 ; 1.187 ; 25.282.724 ; 268 ; 3.757.308 ; 1.779 ; 27.492.215 ; 3.282 ; 56.998.165 ; 3.105 ; 50.358.792 ; 48 ; 1.824.682 ; 3.153,0 ; 52.183.473,4 ; 6.435 ; 109.181.638 ;
102;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 544 ; 27.229.749 ; 20 ; 19.452 ; 533 ; 14.845.980 ; 1.097 ; 42.095.182 ; 1.151 ; 50.361.579 ; 44 ; 8.231.253 ; 1.195,0 ; 58.592.832,2 ; 2.292 ; 100.688.014 ;
103;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 552 ; 4.588.732 ; 1.440 ; 19.551.124 ; 1.992 ; 24.139.857 ; 578 ; 45.594.449 ; 153 ; 30.600.442 ; 731,0 ; 76.194.890,4 ; 2.723 ; 100.334.747 ;
104;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 175 ; 385.057 ; 855 ; 26.598.160 ; 1.030 ; 26.983.217 ; 963 ; 47.904.568 ; 146 ; 21.684.455 ; 1.109,0 ; 69.589.022,6 ; 2.139 ; 96.572.240 ;
105;07.679.404;BANCO TOPµZIO S.A.; 53 ; 5.345.694 ; 13 ; 135.683 ; 19 ; 726.181 ; 377 ; 41.155.951 ; 462 ; 47.363.509 ; 136 ; 39.019.346 ; 14 ; 3.717.377 ; 150,0 ; 42.736.723,2 ; 612 ; 90.100.232 ;
106;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 493 ; 1.774.182 ; 817 ; 43.164.287 ; 1.310 ; 44.938.469 ; 601 ; 42.161.050 ; 14 ; 699.379 ; 615,0 ; 42.860.428,9 ; 1.925 ; 87.798.898 ;
107;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 61 ; 1.079.660 ; 1.411 ; 3.457.714 ; 5.423 ; 33.069.047 ; 6.895 ; 37.606.421 ; 1.450 ; 40.325.890 ; 135 ; 9.696.010 ; 1.585,0 ; 50.021.899,7 ; 8.480 ; 87.628.321 ;
108;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 4 ; 28.045 ; 352 ; 959.064 ; 2.418 ; 37.058.589 ; 2.774 ; 38.045.699 ; 926 ; 37.289.136 ; 18 ; 1.094.887 ; 944,0 ; 38.384.023,5 ; 3.718 ; 76.429.722 ;
109;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 3 ; 27.900 ; 1.507 ; 2.382.340 ; 4.521 ; 33.301.523 ; 6.035 ; 36.020.158 ; 902 ; 31.155.649 ; 91 ; 503.260 ; 993,0 ; 31.658.908,8 ; 7.028 ; 67.679.067 ;
110;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 368 ; 10.802.235 ; 552 ; 4.763.475 ; 7.525 ; 18.177.502 ; 8.451 ; 33.927.923 ; 865 ; 27.773.812 ; 137 ; 3.649.121 ; 1.002,0 ; 31.422.932,7 ; 9.453 ; 65.350.856 ;
111;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 13 ; 381.370 ; 288 ; 7.882.419 ; 200 ; 5.224.434 ; 2.385 ; 19.323.167 ; 2.886 ; 32.811.391 ; 657 ; 25.074.382 ; 49 ; 3.541.607 ; 706,0 ; 28.615.988,3 ; 3.592 ; 61.427.379 ;
112;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 59 ; 2.514.835 ; 709 ; 19.239.595 ; 246 ; 1.705.036 ; 1.396 ; 7.270.584 ; 2.410 ; 30.730.051 ; 1.114 ; 22.286.306 ; 8 ; 223.736 ; 1.122,0 ; 22.510.041,9 ; 3.532 ; 53.240.093 ;
113;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 6 ; 158.316 ; 96 ; 2.144.984 ; 233 ; 1.243.132 ; 3.060 ; 23.164.406 ; 3.395 ; 26.710.837 ; 448 ; 24.671.069 ; 4 ; 289.738 ; 452,0 ; 24.960.806,8 ; 3.847 ; 51.671.644 ;
114;33.042.151;BANCO DE LA NACION ARGENTINA; 20 ; 11.133.382 ; 30 ; 1.826.187 ; 1.113 ; 1.644.585 ; 307 ; 509.075 ; 1.470 ; 15.113.228 ; 16 ; 12.932.374 ; 28 ; 22.852.362 ; 44,0 ; 35.784.736,8 ; 1.514 ; 50.897.965 ;
115;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 2 ; 19.852 ; 400 ; 11.695.994 ; 303 ; 827.644 ; 1.385 ; 11.734.851 ; 2.090 ; 24.278.342 ; 943 ; 24.111.798 ; 117 ; 1.454.648 ; 1.060,0 ; 25.566.446,6 ; 3.150 ; 49.844.788 ;
116;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 390 ; 15.492.822 ; 24 ; 655.281 ; 257 ; 7.796.649 ; 678 ; 24.116.001 ; 395 ; 23.004.550 ; 8 ; 533.839 ; 403,0 ; 23.538.389,3 ; 1.081 ; 47.654.390 ;
117;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 724 ; 1.741.878 ; 2.455 ; 22.708.844 ; 3.179 ; 24.450.722 ; 1.375 ; 21.124.895 ; 8 ; 22.366 ; 1.383,0 ; 21.147.260,7 ; 4.562 ; 45.597.983 ;
118;04.902.979;BANCO DA AMAZONIA S.A.; 110 ; 10.947.406 ; 107 ; 7.470.620 ; 98 ; 2.398.354 ; 190 ; 2.539.690 ; 505 ; 23.356.070 ; 24 ; 8.396.356 ; 43 ; 11.711.044 ; 67,0 ; 20.107.399,9 ; 572 ; 43.463.470 ;
119;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 416 ; 1.491.941 ; 1.377 ; 19.824.855 ; 1.793 ; 21.316.797 ; 1.049 ; 19.503.499 ; 24 ; 1.023.993 ; 1.073,0 ; 20.527.491,8 ; 2.866 ; 41.844.288 ;
120;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 18 ; 5.219.764 ; 12 ; 421.964 ; 44 ; 7.991.947 ; 39 ; 645.532 ; 113 ; 14.279.207 ; 8 ; 6.442.373 ; 22 ; 18.491.925 ; 30,0 ; 24.934.298,0 ; 143 ; 39.213.505 ;
121;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 916 ; 7.652.889 ; 1.770 ; 18.434.174 ; 2.687 ; 26.094.463 ; 476 ; 11.116.047 ; 17 ; 251.144 ; 493,0 ; 11.367.190,9 ; 3.180 ; 37.461.653 ;
122;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 110 ; 13.496.170 ; 26 ; 1.987.882 ; 136 ; 15.484.052 ; 8 ; 5.011.738 ; 118 ; 16.758.599 ; 126,0 ; 21.770.337,1 ; 262 ; 37.254.389 ;
123;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 592 ; 14.051.883 ; 25 ; 241.625 ; 1.096 ; 4.204.823 ; 1.714 ; 18.500.981 ; 816 ; 18.319.568 ; 16 ; 237.487 ; 832,0 ; 18.557.055,3 ; 2.546 ; 37.058.036 ;
124;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 13 ; 146.687 ; 507 ; 387.292 ; 4.513 ; 12.377.510 ; 5.033 ; 12.911.488 ; 875 ; 17.892.360 ; 49 ; 5.697.638 ; 924,0 ; 23.589.997,4 ; 5.957 ; 36.501.485 ;
125;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 61 ; 12.550.403 ; 85 ; 3.084.311 ; 16 ; 1.023.136 ; 37 ; 518.934 ; 199 ; 17.176.784 ; 6 ; 4.160.565 ; 16 ; 10.459.091 ; 22,0 ; 14.619.655,5 ; 221 ; 31.796.439 ;
126;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 47 ; 1.352.856 ; 153 ; 3.415.783 ; 339 ; 719.375 ; 4.342 ; 10.151.980 ; 4.881 ; 15.639.994 ; 521 ; 12.521.698 ; 18 ; 892.235 ; 539,0 ; 13.413.933,3 ; 5.420 ; 29.053.927 ;
127;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 548 ; 1.577.876 ; 1.534 ; 13.223.306 ; 2.082 ; 14.801.182 ; 881 ; 12.434.141 ; 41 ; 703.459 ; 922,0 ; 13.137.600,4 ; 3.004 ; 27.938.782 ;
128;59.118.133;BANCO LUSO BRASILEIRO S.A.; 8 ; 274.265 ; 17 ; 860.838 ; 24 ; 10.697.010 ; 41 ; 2.184.909 ; 90 ; 14.017.023 ; 22 ; 2.933.700 ; 20 ; 10.789.802 ; 42,0 ; 13.723.502,0 ; 132 ; 27.740.525 ;
129;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 18 ; 13.560.000 ; 3 ; 76.917 ; 1 ; 8.571 ; 35 ; 527.934 ; 57 ; 14.173.422 ; 2 ; 824.294 ; 7 ; 11.824.828 ; 9,0 ; 12.649.121,5 ; 66 ; 26.822.543 ;
130;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 7.511 ; 1.098 ; 747.596 ; 8.325 ; 11.819.070 ; 9.426 ; 12.574.177 ; 375 ; 11.259.319 ; 4 ; 81.407 ; 379,0 ; 11.340.726,3 ; 9.805 ; 23.914.903 ;
131;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 455 ; 1.066.113 ; 1.194 ; 11.145.827 ; 1.649 ; 12.211.940 ; 773 ; 10.155.631 ; 2 ; 50.000 ; 775,0 ; 10.205.631,2 ; 2.424 ; 22.417.571 ;
132;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 6 ; 173.639 ; 282 ; 417.926 ; 1.752 ; 10.840.481 ; 2.040 ; 11.432.046 ; 315 ; 10.618.296 ; 1 ; 5.584 ; 316,0 ; 10.623.880,1 ; 2.356 ; 22.055.926 ;
133;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 17 ; 242.386 ; 589 ; 1.500.870 ; 2.635 ; 10.510.803 ; 3.241 ; 12.254.059 ; 776 ; 9.494.126 ; 13 ; 150.316 ; 789,0 ; 9.644.441,4 ; 4.030 ; 21.898.500 ;
134;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 85 ; 73.881 ; 1.320 ; 9.783.185 ; 1.405 ; 9.857.066 ; 529 ; 10.130.366 ; 7 ; 383.295 ; 536,0 ; 10.513.660,8 ; 1.941 ; 20.370.727 ;
135;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 36 ; 1.315.904 ; 3 ; 182.000 ; 298 ; 8.436.709 ; 337 ; 9.934.613 ; 416 ; 9.886.827 ; 9 ; 291.669 ; 425,0 ; 10.178.496,3 ; 762 ; 20.113.110 ;
136;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 19 ; 377.351 ; 238 ; 7.176.027 ; 25 ; 62.322 ; 707 ; 2.500.171 ; 989 ; 10.115.871 ; 568 ; 9.400.080 ; 12 ; 156.614 ; 580,0 ; 9.556.693,9 ; 1.569 ; 19.672.565 ;
137;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 2.511 ; 1.156.619 ; 7.854 ; 9.570.278 ; 10.365 ; 10.726.897 ; 226 ; 8.732.817 ;;; 226,0 ; 8.732.817,1 ; 10.591 ; 19.459.714 ;
138;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 5 ; 238.419 ; 105 ; 1.229.612 ; 138 ; 1.399.259 ; 1.250 ; 7.463.491 ; 1.498 ; 10.330.781 ; 724 ; 7.966.552 ; 39 ; 888.904 ; 763,0 ; 8.855.455,6 ; 2.261 ; 19.186.236 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 4 ; 11.136 ; 1.830 ; 1.217.100 ; 6.106 ; 9.007.794 ; 7.940 ; 10.236.030 ; 119 ; 8.531.410 ;;; 119,0 ; 8.531.410,4 ; 8.059 ; 18.767.440 ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 345 ; 924.771 ; 1.029 ; 7.600.924 ; 1.374 ; 8.525.694 ; 327 ; 6.710.104 ; 2 ; 2.598 ; 329,0 ; 6.712.702,5 ; 1.703 ; 15.238.397 ;
141;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 1.079 ; 1.477.759 ; 1.215 ; 7.560.612 ; 2.294 ; 9.038.371 ; 318 ; 6.109.908 ;;; 318,0 ; 6.109.907,9 ; 2.612 ; 15.148.279 ;
142;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 90 ; 649.160 ; 9 ; 56.562 ; 383 ; 1.393.987 ; 2.350 ; 7.041.796 ; 2.832 ; 9.141.505 ; 376 ; 5.291.642 ; 8 ; 203.447 ; 384,0 ; 5.495.088,9 ; 3.216 ; 14.636.594 ;
143;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 1 ; 625 ; 49 ; 43.199 ; 2.559 ; 5.441.738 ; 2.609 ; 5.485.562 ; 386 ; 5.438.263 ; 4 ; 7.443 ; 390,0 ; 5.445.706,0 ; 2.999 ; 10.931.268 ;
144;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000,0 ; 13 ; 10.443.764 ;
