Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Dez/2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
57;61.024.352;BANCO VOITER S.A.; 204 ; 161.835.019 ; 1.716 ; 620.432.991 ; 1.881 ; 469.376.060 ; 9.760 ; 526.709.584 ; 13.561 ; 1.778.353.654 ; 747 ; 736.536.428 ; 701 ; 215.395.053 ; 1.448 ; 951.931.481 ; 15.009 ; 2.730.285.135 ;;
58;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 51 ; 297.027.716 ; 65 ; 94.302.747 ; 93 ; 69.046.157 ; 220 ; 152.402.597 ; 429 ; 612.779.217 ; 122 ; 756.966.478 ; 170 ; 889.010.524 ; 292 ; 1.645.977.002 ; 721 ; 2.258.756.219 ;;
59;45.246.410;BANCO GENIAL S.A.; 116 ; 8.138.877 ; 379 ; 42.176.532 ; 3.478 ; 599.010.631 ; 4.546 ; 865.835.046 ; 8.519 ; 1.515.161.086 ; 188 ; 423.471.428 ; 63 ; 124.514.980 ; 251 ; 547.986.408 ; 8.770 ; 2.063.147.494 ;;
60;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 2.178 ; 52.791.589 ; 8.565 ; 266.715.914 ; 141.269 ; 300.072.155 ; 413.592 ; 505.729.856 ; 565.604 ; 1.125.309.514 ; 17.469 ; 611.228.395 ; 1.301 ; 191.795.702 ; 18.770 ; 803.024.097 ; 584.374 ; 1.928.333.611 ;;
61;00.416.968;BANCO INTER S.A.; 304 ; 19.257.734 ; 1.444 ; 7.537.552 ; 356.975 ; 857.542.230 ; 927.504 ; 707.865.901 ; 1.286.227 ; 1.592.203.417 ; 88 ; 59.040.483 ; 113 ; 216.234.109 ; 201 ; 275.274.592 ; 1.286.428 ; 1.867.478.009 ;;
62;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 1.407 ; 35.444.701 ; 10.493 ; 340.577.578 ; 16.912 ; 165.766.906 ; 41.973 ; 289.902.628 ; 70.785 ; 831.691.813 ; 8.020 ; 702.415.327 ; 1.019 ; 273.172.415 ; 9.039 ; 975.587.742 ; 79.824 ; 1.807.279.555 ;;
63;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 2.474 ; 1.093.303 ; 91.402 ; 26.676.622 ; 1.647.653 ; 565.122.602 ; 2.754.414 ; 774.240.688 ; 4.495.943 ; 1.367.133.215 ; 1.111 ; 302.158.447 ; 1.942 ; 68.265.097 ; 3.053 ; 370.423.544 ; 4.498.996 ; 1.737.556.759 ;;
64;03.609.817;BANCO CARGILL S.A.; 72 ; 337.110.023 ; 4 ; 285.001 ; 98 ; 131.528.997 ; 648 ; 278.032.013 ; 822 ; 746.956.034 ; 23 ; 400.000.000 ; 18 ; 590.000.000 ; 41 ; 990.000.000 ; 863 ; 1.736.956.034 ;;
65;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 170 ; 16.999.719 ; 758 ; 58.830.042 ; 2.492 ; 519.231.381 ; 6.832 ; 557.304.517 ; 10.252 ; 1.152.365.659 ; 1.624 ; 304.367.045 ; 830 ; 224.474.996 ; 2.454 ; 528.842.041 ; 12.706 ; 1.681.207.700 ;;
66;60.889.128;BANCO SOFISA S.A.; 2.565 ; 542.128.929 ; 1.136 ; 105.273.879 ; 209 ; 33.572.806 ; 1.377 ; 156.043.593 ; 5.287 ; 837.019.207 ; 132 ; 150.390.027 ; 197 ; 471.372.006 ; 329 ; 621.762.033 ; 5.616 ; 1.458.781.240 ;;
67;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 441 ; 15.692.925 ; 3.703 ; 137.083.389 ; 84.670 ; 157.386.837 ; 185.254 ; 384.622.876 ; 274.068 ; 694.786.027 ; 43.117 ; 505.167.145 ; 3.476 ; 156.294.460 ; 46.593 ; 661.461.605 ; 320.661 ; 1.356.247.632 ;;
68;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 34 ; 421.316.195 ; 117 ; 67.459.206 ; 51 ; 69.373.992 ; 492 ; 100.755.844 ; 694 ; 658.905.237 ; 21 ; 164.772.500 ; 15 ; 488.000.000 ; 36 ; 652.772.500 ; 730 ; 1.311.677.737 ;;
69;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 256 ; 278.768.795 ; 296 ; 139.186.193 ; 141 ; 20.053.175 ; 866 ; 179.254.667 ; 1.559 ; 617.262.830 ; 134 ; 353.694.336 ; 130 ; 322.177.769 ; 264 ; 675.872.105 ; 1.823 ; 1.293.134.935 ;;
70;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 729 ; 23.532.192 ; 6.844 ; 331.363.952 ; 5.596 ; 95.519.869 ; 21.478 ; 257.894.924 ; 34.647 ; 708.310.937 ; 5.117 ; 500.203.815 ; 304 ; 30.018.505 ; 5.421 ; 530.222.320 ; 40.068 ; 1.238.533.257 ;;
71;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 102 ; 4.216.161 ; 1.350 ; 40.383.317 ; 76.037 ; 44.246.431 ; 114.332 ; 271.351.756 ; 191.821 ; 360.197.665 ; 22.787 ; 551.833.897 ; 1.848 ; 289.035.735 ; 24.635 ; 840.869.632 ; 216.456 ; 1.201.067.297 ;;
72;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 223 ; 6.501.343 ; 1.788 ; 41.764.432 ; 178.449 ; 207.046.755 ; 628.859 ; 470.803.702 ; 809.319 ; 726.116.232 ; 12.793 ; 355.918.376 ; 780 ; 56.860.716 ; 13.573 ; 412.779.092 ; 822.892 ; 1.138.895.324 ;;
73;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 15 ; 195.652 ; 15 ; 195.652 ; 25 ; 588.276.740 ; 10 ; 541.632.439 ; 35 ; 1.129.909.179 ; 50 ; 1.130.104.831 ;;
74;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 7 ; 637.479 ; 343 ; 239.532.518 ; 716 ; 110.755.198 ; 1.589 ; 273.705.765 ; 2.655 ; 624.630.960 ; 585 ; 440.654.560 ; 107 ; 38.777.851 ; 692 ; 479.432.411 ; 3.347 ; 1.104.063.371 ;;
75;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.569 ; 45.627.112 ; 10.776 ; 349.260.177 ; 6.419 ; 96.230.299 ; 13.987 ; 121.470.316 ; 32.751 ; 612.587.904 ; 4.969 ; 407.032.231 ; 793 ; 78.163.984 ; 5.762 ; 485.196.215 ; 38.513 ; 1.097.784.119 ;;
76;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 13 ; 462.587 ; 417 ; 982.634 ; 328.355 ; 136.024.928 ; 631.106 ; 500.843.486 ; 959.891 ; 638.313.635 ; 30.742 ; 398.554.043 ; 12.011 ; 31.808.776 ; 42.753 ; 430.362.819 ; 1.002.644 ; 1.068.676.454 ;;
77;92.894.922;BANCO ORIGINAL S.A.; 7 ; 2.853.593 ; 19 ; 3.411.505 ; 829 ; 12.139.986 ; 1.469 ; 187.448.751 ; 2.324 ; 205.853.835 ; 67 ; 437.587.937 ; 27 ; 279.088.407 ; 94 ; 716.676.344 ; 2.418 ; 922.530.179 ;;
78;59.118.133;BANCO LUSO BRASILEIRO S.A.; 500 ; 90.396.812 ; 1.419 ; 216.517.580 ; 301 ; 23.809.758 ; 1.548 ; 67.086.697 ; 3.768 ; 397.810.847 ; 1.996 ; 337.951.498 ; 777 ; 168.569.935 ; 2.773 ; 506.521.433 ; 6.541 ; 904.332.280 ;;
79;30.723.886;BANCO MODAL S.A.; 55 ; 40.387.867 ; 20 ; 732.611 ; 1.387 ; 350.989.303 ; 1.201 ; 176.577.077 ; 2.663 ; 568.686.858 ; 20 ; 57.549.051 ; 46 ; 277.632.029 ; 66 ; 335.181.080 ; 2.729 ; 903.867.938 ;;
80;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 260 ; 161.419.648 ; 728 ; 84.918.465 ; 585 ; 63.612.770 ; 1.390 ; 95.931.173 ; 2.963 ; 405.882.056 ; 615 ; 200.829.391 ; 277 ; 267.127.653 ; 892 ; 467.957.044 ; 3.855 ; 873.839.100 ;;
81;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 53 ; 2.456.504 ; 3.936 ; 345.333.893 ; 564 ; 5.916.689 ; 2.944 ; 55.573.085 ; 7.497 ; 409.280.171 ; 6.794 ; 419.109.301 ; 843 ; 26.534.085 ; 7.637 ; 445.643.386 ; 15.134 ; 854.923.557 ;;
82;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 273 ; 18.745.106 ; 4.061 ; 206.256.444 ; 2.898 ; 38.806.323 ; 12.997 ; 161.608.930 ; 20.229 ; 425.416.803 ; 12.166 ; 359.932.980 ; 1.937 ; 49.615.141 ; 14.103 ; 409.548.121 ; 34.332 ; 834.964.924 ;;
83;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 270 ; 116.695.497 ; 214 ; 70.532.965 ; 139 ; 87.798.865 ; 435 ; 45.021.769 ; 1.058 ; 320.049.096 ; 135 ; 155.353.527 ; 178 ; 242.252.607 ; 313 ; 397.606.134 ; 1.371 ; 717.655.230 ;;
84;61.186.680;BANCO BMG S.A.; 27 ; 79.072.317 ; -   ; -   ; 114 ; 45.105.842 ; 669 ; 42.551.347 ; 810 ; 166.729.506 ; 39 ; 299.173.480 ; 37 ; 234.143.081 ; 76 ; 533.316.561 ; 886 ; 700.046.067 ;;
85;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 195 ; 4.893.932 ; 2.276 ; 93.337.455 ; 4.925 ; 66.968.089 ; 6.343 ; 166.696.125 ; 13.739 ; 331.895.601 ; 7.182 ; 271.717.653 ; 2.348 ; 83.532.589 ; 9.530 ; 355.250.242 ; 23.269 ; 687.145.843 ;;
86;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 33 ; 1.319.563 ; 123 ; 75.793.937 ; 156 ; 77.113.500 ; 1 ; 50.000.000 ; 2 ; 500.000.000 ; 3 ; 550.000.000 ; 159 ; 627.113.500 ;;
87;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 1.000 ; 110.429.699 ; 1.583 ; 84.316.792 ; 2.486 ; 50.173.513 ; 2.773 ; 211.175.063 ; 7.842 ; 456.095.067 ; 91 ; 165.633.605 ; 7 ; 4.952.710 ; 98 ; 170.586.315 ; 7.940 ; 626.681.382 ;;
88;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 152 ; 21.728.015 ; 150 ; 3.586.161 ; 21 ; 30.958.615 ; 586 ; 255.643.884 ; 909 ; 311.916.675 ; 53 ; 253.771.912 ; 27 ; 56.178.837 ; 80 ; 309.950.749 ; 989 ; 621.867.424 ;;
89;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 34.211 ; 58.302.798 ; 233.262 ; 303.787.731 ; 267.473 ; 362.090.529 ; 452 ; 245.717.500 ; 3 ; 150.150 ; 455 ; 245.867.650 ; 267.928 ; 607.958.179 ;;
90;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 695 ; 69.669.635 ; 1.760 ; 84.770.028 ; 8.021 ; 33.408.061 ; 35.443 ; 113.598.772 ; 45.919 ; 301.446.496 ; 9.191 ; 163.557.798 ; 1.101 ; 68.246.526 ; 10.292 ; 231.804.324 ; 56.211 ; 533.250.820 ;;
91;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 25 ; 2.022.397 ; 1.529 ; 28.243.888 ; 6.787 ; 14.278.333 ; 2.892 ; 182.767.459 ; 11.233 ; 227.312.077 ; 2.669 ; 205.878.001 ; 447 ; 11.162.464 ; 3.116 ; 217.040.465 ; 14.349 ; 444.352.542 ;;
92;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 54 ; 80.559.892 ; 59 ; 29.030.168 ; 144 ; 18.752.316 ; 821 ; 35.471.017 ; 1.078 ; 163.813.393 ; 32 ; 116.938.153 ; 38 ; 161.254.390 ; 70 ; 278.192.543 ; 1.148 ; 442.005.936 ;;
93;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 168 ; 7.665.845 ; 2.173 ; 94.094.748 ; 2.031 ; 30.516.227 ; 12.577 ; 104.521.312 ; 16.949 ; 236.798.132 ; 9.957 ; 180.160.562 ; 2.065 ; 19.729.794 ; 12.022 ; 199.890.356 ; 28.971 ; 436.688.488 ;;
94;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 52 ; 7.003.342 ; 2.326 ; 79.090.521 ; 2.217 ; 15.641.525 ; 10.586 ; 101.002.370 ; 15.181 ; 202.737.758 ; 3.350 ; 168.356.532 ; 180 ; 10.889.279 ; 3.530 ; 179.245.811 ; 18.711 ; 381.983.569 ;;
95;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 19 ; 133.328 ; 91 ; 3.410.848 ; 22.639 ; 14.529.025 ; 35.833 ; 47.334.852 ; 58.582 ; 65.408.053 ; 11.260 ; 172.281.351 ; 1.123 ; 136.166.783 ; 12.383 ; 308.448.134 ; 70.965 ; 373.856.187 ;;
96;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 51 ; 5.652.690 ; 597 ; 65.703.922 ; 1.105 ; 54.848.207 ; 2.157 ; 79.694.590 ; 3.910 ; 205.899.409 ; 901 ; 125.753.891 ; 281 ; 40.867.600 ; 1.182 ; 166.621.491 ; 5.092 ; 372.520.900 ;;
97;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 154 ; 2.128.202 ; 2.257 ; 79.725.360 ; 881 ; 8.496.123 ; 3.727 ; 63.411.211 ; 7.019 ; 153.760.896 ; 5.191 ; 145.551.318 ; 1.135 ; 13.043.025 ; 6.326 ; 158.594.343 ; 13.345 ; 312.355.239 ;;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 6 ; 217.985 ; 1.256 ; 34.147.835 ; 25.051 ; 20.537.432 ; 37.632 ; 67.947.636 ; 63.945 ; 122.850.888 ; 9.725 ; 120.157.463 ; 530 ; 38.736.344 ; 10.255 ; 158.893.807 ; 74.200 ; 281.744.695 ;;
99;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 198.295 ; 31 ; 632.294 ; 13.721 ; 9.861.198 ; 31.103 ; 34.293.858 ; 44.857 ; 44.985.645 ; 5.315 ; 117.265.889 ; 930 ; 92.385.946 ; 6.245 ; 209.651.835 ; 51.102 ; 254.637.480 ;;
100;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 55 ; 1.061.133 ; 1.853 ; 86.992.052 ; 780 ; 15.735.886 ; 4.919 ; 22.625.869 ; 7.607 ; 126.414.940 ; 3.754 ; 108.144.403 ; 574 ; 15.306.838 ; 4.328 ; 123.451.241 ; 11.935 ; 249.866.181 ;;
101;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 145 ; 1.907.238 ; 534 ; 11.548.057 ; 39.511 ; 34.272.982 ; 67.756 ; 82.696.548 ; 107.946 ; 130.424.825 ; 8.963 ; 80.160.267 ; 1.674 ; 22.208.110 ; 10.637 ; 102.368.377 ; 118.583 ; 232.793.202 ;;
102;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 713 ; 79.605.677 ; 51 ; 2.787.286 ; 388 ; 15.496.294 ; 1.344 ; 14.720.958 ; 2.496 ; 112.610.215 ; 47 ; 20.197.742 ; 286 ; 98.197.386 ; 333 ; 118.395.128 ; 2.829 ; 231.005.343 ;;
103;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 19 ; 45.888.200 ; 8 ; 22.272.474 ; 89 ; 44.116.197 ; 116 ; 112.276.871 ; 48 ; 92.687.875 ; 8 ; 24.961.170 ; 56 ; 117.649.045 ; 172 ; 229.925.916 ;;
104;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 179.804 ; 42.802.674 ; 186.880 ; 96.705.060 ; 366.684 ; 139.507.734 ; 5.763 ; 70.980.928 ; 107 ; 16.801.932 ; 5.870 ; 87.782.860 ; 372.554 ; 227.290.594 ;;
105;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 13.877 ; 7.188.482 ; 10.204 ; 9.936.204 ; 24.081 ; 17.124.686 ; 726 ; 90.307.639 ; 469 ; 87.530.548 ; 1.195 ; 177.838.187 ; 25.276 ; 194.962.873 ;;
106;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 170 ; 1.238.346 ; 747 ; 96.578.523 ; 917 ; 97.816.869 ; 56 ; 96.126.830 ; 2 ; 793.000 ; 58 ; 96.919.830 ; 975 ; 194.736.699 ;;
107;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 108 ; 22.035.166 ; 515 ; 22.703.174 ; 449 ; 15.440.741 ; 678 ; 27.940.583 ; 1.750 ; 88.119.664 ; 1.027 ; 50.480.437 ; 470 ; 37.310.466 ; 1.497 ; 87.790.903 ; 3.247 ; 175.910.567 ;;
108;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 32 ; 3.953.070 ; 116 ; 7.358.134 ; 1.616 ; 33.199.547 ; 3.104 ; 56.745.139 ; 4.868 ; 101.255.890 ; 1.496 ; 49.561.986 ; 758 ; 22.605.260 ; 2.254 ; 72.167.246 ; 7.122 ; 173.423.136 ;;
109;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 120 ; 2.262.723 ; 1.005 ; 15.662.168 ; 2.175 ; 26.362.029 ; 9.242 ; 50.017.001 ; 12.542 ; 94.303.921 ; 3.172 ; 56.372.349 ; 1.037 ; 19.319.317 ; 4.209 ; 75.691.666 ; 16.751 ; 169.995.587 ;;
110;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 26 ; 989.632 ; 77.914 ; 37.423.797 ; 105.214 ; 82.465.468 ; 183.154 ; 120.878.897 ; 12.666 ; 46.745.957 ; 54 ; 516.315 ; 12.720 ; 47.262.272 ; 195.874 ; 168.141.169 ;;
111;54.403.563;BANCO ARBI S.A.; 6 ; 617.771 ; 263 ; 47.159.445 ; 39 ; 28.105.359 ; 182 ; 7.841.394 ; 490 ; 83.723.969 ; 84 ; 48.128.866 ; 22 ; 21.802.293 ; 106 ; 69.931.159 ; 596 ; 153.655.128 ;;
112;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 72 ; 1.372.517 ; 317 ; 3.961.667 ; 19.021 ; 14.777.625 ; 55.624 ; 64.444.202 ; 75.034 ; 84.556.011 ; 9.636 ; 60.033.427 ; 878 ; 7.687.018 ; 10.514 ; 67.720.445 ; 85.548 ; 152.276.456 ;;
113;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 37 ; 2.205.642 ; 311 ; 14.440.794 ; 1.070 ; 34.542.352 ; 6.655 ; 39.887.087 ; 8.073 ; 91.075.875 ; 1.723 ; 38.794.769 ; 1.490 ; 21.220.695 ; 3.213 ; 60.015.464 ; 11.286 ; 151.091.339 ;;
114;00.000.208;BRB - BANCO DE BRASILIA S.A.; 3 ; 4.953 ; 17 ; 877.153 ; 456 ; 5.269.292 ; 3.544 ; 69.732.739 ; 4.020 ; 75.884.137 ; 75 ; 68.519.468 ; 11 ; 2.861.601 ; 86 ; 71.381.069 ; 4.106 ; 147.265.206 ;;
115;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 296 ; 7.652.514 ; 920 ; 23.734.825 ; 41.769 ; 20.956.236 ; 45.718 ; 34.790.918 ; 88.703 ; 87.134.493 ; 2.855 ; 42.831.281 ; 521 ; 12.752.688 ; 3.376 ; 55.583.969 ; 92.079 ; 142.718.462 ;;
116;00.795.423;BANCO SEMEAR S.A.; 9 ; 1.151.512 ; 479 ; 17.738.086 ; 138 ; 19.694.028 ; 845 ; 26.498.611 ; 1.471 ; 65.082.237 ; 190 ; 46.311.323 ; 39 ; 23.055.666 ; 229 ; 69.366.989 ; 1.700 ; 134.449.226 ;;
117;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 1.030 ; 3.980.619 ; 420 ; 8.254.482 ; 3.633 ; 49.179.522 ; 4.484 ; 20.802.858 ; 9.567 ; 82.217.481 ; 712 ; 10.544.952 ; 495 ; 34.643.141 ; 1.207 ; 45.188.093 ; 10.774 ; 127.405.574 ;;
118;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 14 ; 12.137 ; 14 ; 12.137 ; 59 ; 58.427.322 ; 98 ; 58.392.257 ; 157 ; 116.819.579 ; 171 ; 116.831.716 ;;
119;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 22 ; 624.618 ; 94 ; 4.291.752 ; 2.798 ; 8.632.156 ; 9.729 ; 28.580.493 ; 12.643 ; 42.129.019 ; 3.118 ; 32.191.123 ; 280 ; 8.569.762 ; 3.398 ; 40.760.885 ; 16.041 ; 82.889.904 ;;
120;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 2 ; 29.917 ; 158 ; 6.700.197 ; 2.415 ; 8.318.318 ; 9.218 ; 29.225.142 ; 11.793 ; 44.273.574 ; 1.867 ; 29.618.057 ; 17 ; 2.038.965 ; 1.884 ; 31.657.022 ; 13.677 ; 75.930.596 ;;
121;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 41.438 ; 564 ; 10.819.531 ; 2.911 ; 2.504.096 ; 8.802 ; 22.315.409 ; 12.280 ; 35.680.474 ; 2.796 ; 34.326.949 ; 154 ; 3.766.896 ; 2.950 ; 38.093.845 ; 15.230 ; 73.774.319 ;;
122;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 127 ; 417.708 ; 335 ; 5.990.994 ; 12.197 ; 7.056.518 ; 19.770 ; 26.972.000 ; 32.429 ; 40.437.220 ; 2.381 ; 27.059.521 ; 143 ; 1.541.783 ; 2.524 ; 28.601.304 ; 34.953 ; 69.038.524 ;;
123;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 19 ; 269.101 ; 212 ; 5.431.697 ; 32.488 ; 17.808.005 ; 43.022 ; 26.726.969 ; 75.741 ; 50.235.772 ; 1.736 ; 16.435.350 ; 159 ; 2.366.498 ; 1.895 ; 18.801.848 ; 77.636 ; 69.037.620 ;;
124;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 36 ; 1.744.341 ; 639 ; 14.004.062 ; 2.067 ; 6.413.482 ; 6.810 ; 8.202.333 ; 9.552 ; 30.364.218 ; 2.089 ; 21.592.721 ; 332 ; 7.544.220 ; 2.421 ; 29.136.941 ; 11.973 ; 59.501.159 ;;
125;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 38 ; 1.533.367 ; 110 ; 7.703.403 ; 452 ; 10.733.923 ; 564 ; 10.325.776 ; 1.164 ; 30.296.469 ; 833 ; 17.276.717 ; 617 ; 11.510.803 ; 1.450 ; 28.787.520 ; 2.614 ; 59.083.989 ;;
126;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 28 ; 1.086.527 ; 326 ; 15.201.434 ; 166 ; 2.238.268 ; 407 ; 10.440.650 ; 927 ; 28.966.879 ; 452 ; 24.531.973 ; 95 ; 2.214.733 ; 547 ; 26.746.706 ; 1.474 ; 55.713.585 ;;
127;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 316 ; 14.087.918 ; 95 ; 1.252.151 ; 448 ; 7.106.075 ; 507 ; 4.472.834 ; 1.366 ; 26.918.978 ; 381 ; 5.741.365 ; 734 ; 21.189.264 ; 1.115 ; 26.930.629 ; 2.481 ; 53.849.607 ;;
128;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 29 ; 407.728 ; 153 ; 504.624 ; 3.701 ; 25.569.349 ; 3.883 ; 26.481.701 ; 3.223 ; 25.934.746 ; 46 ; 461.984 ; 3.269 ; 26.396.730 ; 7.152 ; 52.878.431 ;;
129;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 5.474 ; 4.028.372 ; 23.209 ; 24.468.777 ; 28.683 ; 28.497.149 ; 2.328 ; 21.308.497 ; 32 ; 827.451 ; 2.360 ; 22.135.948 ; 31.043 ; 50.633.097 ;;
130;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 13 ; 98.971 ; 345 ; 2.682.246 ; 8.109 ; 22.313.590 ; 8.467 ; 25.094.807 ; 4.691 ; 21.499.916 ; 67 ; 1.771.272 ; 4.758 ; 23.271.188 ; 13.225 ; 48.365.995 ;;
131;33.042.151;BANCO DE LA NACION ARGENTINA; 14 ; 13.277.049 ; 33 ; 3.834.012 ; 5.871 ; 4.597.323 ; 388 ; 977.811 ; 6.306 ; 22.686.195 ; 13 ; 4.020.650 ; 27 ; 16.495.303 ; 40 ; 20.515.953 ; 6.346 ; 43.202.148 ;;
132;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 21.118 ; 7.781.148 ; 26.557 ; 19.986.266 ; 47.675 ; 27.767.414 ; 1.456 ; 12.394.384 ; 16 ; 84.498 ; 1.472 ; 12.478.882 ; 49.147 ; 40.246.296 ;;
133;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 19 ; 417.121 ; 195 ; 6.142.004 ; 319 ; 1.540.293 ; 1.817 ; 11.069.329 ; 2.350 ; 19.168.747 ; 1.809 ; 17.194.595 ; 137 ; 1.927.328 ; 1.946 ; 19.121.923 ; 4.296 ; 38.290.670 ;;
134;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 40 ; 1.522.068 ; 20 ; 456.251 ; 2.333 ; 1.787.561 ; 12.557 ; 16.337.110 ; 14.950 ; 20.102.990 ; 1.877 ; 15.209.349 ; 51 ; 1.725.012 ; 1.928 ; 16.934.361 ; 16.878 ; 37.037.351 ;;
135;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 107 ; 17.371.302 ; -   ; -   ; 118 ; 137.405 ; 108 ; 224.166 ; 333 ; 17.732.873 ; 5 ; 1.610.000 ; 38 ; 16.550.000 ; 43 ; 18.160.000 ; 376 ; 35.892.873 ;;
