Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em MAIO / 2017;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
1;33.479.023;BANCO CITIBANK S.A.; 1.615 ; 1.864.801.601 ; 7.449 ; 1.887.109.219 ; 9.702 ; 9.888.996.471 ; 13.893 ; 10.398.885.240 ; 32.659 ; 24.039.792.531 ; 249 ; 3.038.479.836 ; 261 ; 2.802.941.046 ; 510 ; 5.841.420.882 ; 33.169 ; 29.881.213.413 ;;;;
2;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 5.750 ; 2.364.821.594 ; 24.334 ; 2.093.131.654 ; 18.451 ; 4.205.893.045 ; 29.967 ; 4.582.617.213 ; 78.502 ; 13.246.463.507 ; 667 ; 5.052.857.452 ; 612 ; 4.708.142.559 ; 1.279 ; 9.761.000.012 ; 79.781 ; 23.007.463.518 ;;;;
3;60.746.948;BANCO BRADESCO S.A.; 8.426 ; 3.827.568.036 ; 19.397 ; 2.590.349.340 ; 35.397 ; 3.806.518.941 ; 24.844 ; 4.673.996.789 ; 88.064 ; 14.898.433.107 ; 995 ; 2.876.744.028 ; 945 ; 3.093.680.779 ; 1.940 ; 5.970.424.807 ; 90.004 ; 20.868.857.913 ;;;;
4;33.172.537;BANCO J.P. MORGAN S.A.; 315 ; 349.160.098 ; 2.350 ; 530.822.302 ; 1.167 ; 4.899.582.783 ; 2.063 ; 6.608.048.066 ; 5.895 ; 12.387.613.249 ; 286 ; 3.773.579.362 ; 253 ; 1.803.743.912 ; 539 ; 5.577.323.275 ; 6.434 ; 17.964.936.524 ;;;;
5;00.000.000;BANCO DO BRASIL S.A.; 8.762 ; 4.094.748.040 ; 9.421 ; 1.485.490.376 ; 19.366 ; 1.590.036.928 ; 48.781 ; 2.826.295.294 ; 86.330 ; 9.996.570.638 ; 365 ; 629.869.527 ; 412 ; 2.626.474.682 ; 777 ; 3.256.344.208 ; 87.107 ; 13.252.914.846 ;;;;
6;60.701.190;ITAÚ UNIBANCO S.A.; 8.444 ; 1.531.867.797 ; 17.806 ; 1.484.860.116 ; 38.764 ; 3.633.054.140 ; 32.208 ; 3.579.486.396 ; 97.222 ; 10.229.268.449 ; 285 ; 1.687.659.212 ; 273 ; 1.305.318.832 ; 558 ; 2.992.978.044 ; 97.780 ; 13.222.246.493 ;;;;
7;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 260 ; 300.866.089 ; 899 ; 210.923.687 ; 887 ; 1.917.186.104 ; 1.667 ; 2.512.304.138 ; 3.713 ; 4.941.280.018 ; 428 ; 2.688.291.490 ; 415 ; 2.120.741.696 ; 843 ; 4.809.033.186 ; 4.556 ; 9.750.313.204 ;;;;
8;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 179 ; 90.438.640 ; 588 ; 85.841.274 ; 496 ; 982.866.420 ; 547 ; 833.724.623 ; 1.810 ; 1.992.870.957 ; 569 ; 2.401.921.871 ; 514 ; 2.754.606.641 ; 1.083 ; 5.156.528.512 ; 2.893 ; 7.149.399.469 ;;;;
9;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 1 ; 118.163 ;;; 315 ; 669.125.912 ; 178 ; 698.749.468 ; 494 ; 1.367.993.543 ; 168 ; 2.881.899.409 ; 285 ; 2.826.640.561 ; 453 ; 5.708.539.970 ; 947 ; 7.076.533.513 ;;;;
10;30.306.294;BANCO BTG PACTUAL S.A.; 58 ; 150.186.743 ; 17 ; 1.480.924 ; 383 ; 781.304.943 ; 444 ; 308.332.683 ; 902 ; 1.241.305.293 ; 129 ; 2.328.712.147 ; 143 ; 2.708.158.905 ; 272 ; 5.036.871.052 ; 1.174 ; 6.278.176.346 ;;;;
11;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 35 ; 106.590.772 ; 307 ; 43.266.361 ; 217 ; 1.002.359.959 ; 356 ; 1.179.603.448 ; 915 ; 2.331.820.541 ; 147 ; 1.699.098.751 ; 118 ; 1.565.999.260 ; 265 ; 3.265.098.011 ; 1.180 ; 5.596.918.552 ;;;;
12;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 701 ; 1.214.788.614 ; 580 ; 2.125.162.015 ; 1.281 ; 3.339.950.629 ; 52 ; 1.297.081.380 ; 24 ; 544.091.673 ; 76 ; 1.841.173.053 ; 1.357 ; 5.181.123.682 ;;;;
13;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 160 ; 635.935.831 ; 334 ; 134.852.257 ; 485 ; 842.583.766 ; 2.526 ; 1.356.188.747 ; 3.505 ; 2.969.560.602 ; 26 ; 786.928.514 ; 20 ; 465.613.908 ; 46 ; 1.252.542.421 ; 3.551 ; 4.222.103.023 ;;;;
14;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 420 ; 1.369.668.520 ; 146 ; 811.237.206 ; 566 ; 2.180.905.726 ; 21 ; 566.940.759 ; 27 ; 1.350.714.815 ; 48 ; 1.917.655.574 ; 614 ; 4.098.561.299 ;;;;
15;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 139 ; 178.808.529 ; 589 ; 181.895.573 ; 353 ; 1.041.182.277 ; 968 ; 805.793.098 ; 2.049 ; 2.207.679.476 ; 79 ; 684.709.866 ; 84 ; 935.232.726 ; 163 ; 1.619.942.592 ; 2.212 ; 3.827.622.068 ;;;;
16;49.336.860;ING BANK N.V.; 17 ; 196.513.612 ; 4 ; 558.315 ; 22 ; 112.649.357 ; 138 ; 13.022.966 ; 181 ; 322.744.249 ; 19 ; 1.119.963.170 ; 28 ; 1.438.225.740 ; 47 ; 2.558.188.910 ; 228 ; 2.880.933.159 ;;;;
17;59.588.111;BANCO VOTORANTIM S.A.; 173 ; 319.938.804 ; 1.153 ; 89.032.864 ; 357 ; 332.246.952 ; 912 ; 259.597.998 ; 2.595 ; 1.000.816.619 ; 372 ; 650.692.098 ; 742 ; 1.046.526.680 ; 1.114 ; 1.697.218.778 ; 3.709 ; 2.698.035.396 ;;;;
18;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO; 20 ; 109.763.986 ; 90 ; 30.475.494 ; 93 ; 106.509.215 ; 93 ; 301.673.768 ; 296 ; 548.422.462 ; 208 ; 940.353.319 ; 254 ; 789.896.341 ; 462 ; 1.730.249.660 ; 758 ; 2.278.672.122 ;;;;
19;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 64 ; 129.323.572 ;;; 103 ; 1.178.437.533 ; 47 ; 49.296.453 ; 214 ; 1.357.057.559 ; 8 ; 119.288.520 ; 35 ; 691.013.156 ; 43 ; 810.301.676 ; 257 ; 2.167.359.234 ;;;;
20;61.820.817;BANCO PAULISTA S.A.; 159 ; 107.826.604 ; 588 ; 56.927.776 ; 901 ; 131.350.619 ; 1.502 ; 184.679.840 ; 3.150 ; 480.784.839 ; 1.734 ; 768.208.817 ; 12.936 ; 734.283.221 ; 14.670 ; 1.502.492.038 ; 17.820 ; 1.983.276.877 ;;;;
21;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 23 ; 28.988.454 ; 7 ; 1.208.133 ; 44 ; 64.718.821 ; 49 ; 18.646.378 ; 123 ; 113.561.787 ; 71 ; 880.596.538 ; 76 ; 960.815.738 ; 147 ; 1.841.412.276 ; 270 ; 1.954.974.062 ;;;;
22;58.160.789;BANCO SAFRA S.A.; 194 ; 218.594.633 ; 1.097 ; 164.676.090 ; 998 ; 156.116.350 ; 2.496 ; 546.875.297 ; 4.785 ; 1.086.262.370 ; 205 ; 492.616.049 ; 185 ; 149.035.161 ; 390 ; 641.651.209 ; 5.175 ; 1.727.913.579 ;;;;
23;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 39 ; 153.508.943 ; 41 ; 491.945.254 ; 80 ; 645.454.197 ; 28 ; 491.753.721 ; 16 ; 152.846.258 ; 44 ; 644.599.979 ; 124 ; 1.290.054.176 ;;;;
24;03.532.415;BANCO ABN AMRO S.A.; 10 ; 89.868.287 ; 8 ; 4.701.158 ; 25 ; 443.133.118 ; 65 ; 442.160.562 ; 108 ; 979.863.125 ; 11 ; 5.172.787 ; 16 ; 91.503.062 ; 27 ; 96.675.849 ; 135 ; 1.076.538.974 ;;;;
25;68.900.810;BANCO RENDIMENTO S.A.; 25 ; 3.212.121 ; 83 ; 19.481.309 ; 35.019 ; 114.723.996 ; 567 ; 163.341.439 ; 35.694 ; 300.758.865 ; 599 ; 367.174.381 ; 10.497 ; 323.008.889 ; 11.096 ; 690.183.270 ; 46.790 ; 990.942.135 ;;;;
26;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 203 ; 13.128.017 ; 1.308 ; 47.582.883 ; 746 ; 95.976.350 ; 2.792 ; 136.929.973 ; 5.049 ; 293.617.223 ; 1.060 ; 348.504.049 ; 7.922 ; 272.420.295 ; 8.982 ; 620.924.344 ; 14.031 ; 914.541.567 ;;;;
27;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 104 ; 291.505.676 ; 44 ; 19.481.606 ; 65 ; 100.678.091 ; 245 ; 136.848.433 ; 458 ; 548.513.806 ; 8 ; 6.747.540 ; 18 ; 334.234.626 ; 26 ; 340.982.166 ; 484 ; 889.495.972 ;;;;
28;78.632.767;BANCO OURINVEST S.A.; 119 ; 38.298.614 ; 421 ; 24.968.921 ; 376 ; 51.350.430 ; 662 ; 61.631.514 ; 1.578 ; 176.249.478 ; 392 ; 331.954.768 ; 10.310 ; 333.107.144 ; 10.702 ; 665.061.911 ; 12.280 ; 841.311.390 ;;;;
29;00.360.305;CAIXA ECONOMICA FEDERAL; 291 ; 78.692.062 ; 180 ; 5.849.182 ; 6.826 ; 42.190.351 ; 1.514 ; 206.362.873 ; 8.811 ; 333.094.469 ; 126 ; 263.672.041 ; 166 ; 179.837.208 ; 292 ; 443.509.250 ; 9.103 ; 776.603.719 ;;;;
30;71.027.866;BANCO BONSUCESSO S.A.; 53 ; 5.986.926 ; 118 ; 8.931.635 ; 147 ; 19.173.355 ; 539 ; 31.390.189 ; 857 ; 65.482.105 ; 256 ; 357.795.532 ; 1.060 ; 348.122.954 ; 1.316 ; 705.918.486 ; 2.173 ; 771.400.591 ;;;;
31;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 174 ; 337.665.356 ; 146 ; 18.706.255 ; 320 ; 356.371.611 ; 7 ; 25.000.000 ; 104 ; 343.650.000 ; 111 ; 368.650.000 ; 431 ; 725.021.611 ;;;;
32;30.723.886;BANCO MODAL S.A.; 8 ; 2.831.105 ; 74 ; 5.391.285 ; 100 ; 285.791.398 ; 119 ; 239.521.213 ; 301 ; 533.535.000 ; 10 ; 72.513.938 ; 22 ; 112.513.764 ; 32 ; 185.027.702 ; 333 ; 718.562.702 ;;;;
33;13.059.145;BEXS BANCO DE CÂMBIO S/A; 50 ; 234.637.946 ; 106 ; 4.231.870 ; 117 ; 13.753.135 ; 479 ; 100.094.654 ; 752 ; 352.717.606 ; 234 ; 109.348.482 ; 184 ; 253.344.781 ; 418 ; 362.693.263 ; 1.170 ; 715.410.869 ;;;;
34;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 204 ; 64.679.702 ; 540 ; 102.927.240 ; 373 ; 145.356.990 ; 540 ; 73.402.278 ; 1.657 ; 386.366.211 ; 81 ; 140.810.792 ; 88 ; 174.841.971 ; 169 ; 315.652.763 ; 1.826 ; 702.018.974 ;;;;
35;62.232.889;BANCO DAYCOVAL S.A.; 322 ; 29.728.506 ; 516 ; 28.661.610 ; 569 ; 12.332.049 ; 2.279 ; 51.801.595 ; 3.686 ; 122.523.759 ; 520 ; 277.363.592 ; 2.598 ; 209.280.565 ; 3.118 ; 486.644.157 ; 6.804 ; 609.167.916 ;;;;
36;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 77 ; 18.021.013 ; 155 ; 15.698.192 ; 103 ; 148.303.759 ; 255 ; 122.756.886 ; 590 ; 304.779.850 ; 43 ; 136.907.086 ; 29 ; 164.485.753 ; 72 ; 301.392.839 ; 662 ; 606.172.690 ;;;;
37;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 33 ; 2.356.192 ; 355 ; 11.780.664 ; 123 ; 18.307.199 ; 579 ; 62.420.167 ; 1.090 ; 94.864.223 ; 434 ; 277.143.088 ; 404 ; 222.914.088 ; 838 ; 500.057.177 ; 1.928 ; 594.921.400 ;;;;
38;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 67 ; 144.474.396 ; 18 ; 4.286.621 ; 18 ; 10.224.188 ; 86 ; 10.972.362 ; 189 ; 169.957.567 ; 6 ; 46.883.902 ; 16 ; 156.628.797 ; 22 ; 203.512.698 ; 211 ; 373.470.265 ;;;;
39;28.195.667;BANCO ABC BRASIL S.A.; 99 ; 47.289.026 ; 146 ; 25.205.700 ; 28 ; 30.530.901 ; 220 ; 97.265.892 ; 493 ; 200.291.519 ; 47 ; 93.285.944 ; 46 ; 79.695.017 ; 93 ; 172.980.961 ; 586 ; 373.272.480 ;;;;
40;15.114.366;BANCO BBM S/A; 36 ; 24.915.417 ; 3 ; 47.182 ; 11 ; 86.328.808 ; 68 ; 28.877.213 ; 118 ; 140.168.621 ; 8 ; 75.737.526 ; 11 ; 137.213.179 ; 19 ; 212.950.705 ; 137 ; 353.119.325 ;;;;
41;03.609.817;BANCO CARGILL S.A.; 10 ; 36.532.454 ; 2 ; 3.888.900 ; 1 ; 64.750 ; 37 ; 28.922.161 ; 50 ; 69.408.265 ; 5 ; 220.000.000 ; 2 ; 26.000.000 ; 7 ; 246.000.000 ; 57 ; 315.408.265 ;;;;
42;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 84 ; 50.422.316 ; 212 ; 38.748.497 ; 68 ; 14.053.726 ; 105 ; 13.247.704 ; 469 ; 116.472.244 ; 120 ; 64.346.882 ; 122 ; 77.592.317 ; 242 ; 141.939.199 ; 711 ; 258.411.443 ;;;;
43;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 932 ; 76.698.000 ; 1.173 ; 51.536.718 ; 395 ; 19.308.840 ; 1.283 ; 36.762.308 ; 3.783 ; 184.305.866 ; 41 ; 29.108.993 ; 47 ; 37.767.399 ; 88 ; 66.876.392 ; 3.871 ; 251.182.258 ;;;;
44;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 130 ; 2.649.605 ; 643 ; 15.691.031 ; 1.518 ; 16.151.249 ; 2.561 ; 52.380.502 ; 4.852 ; 86.872.387 ; 3.128 ; 103.136.342 ; 202 ; 53.820.510 ; 3.330 ; 156.956.852 ; 8.182 ; 243.829.239 ;;;;
