Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Fev/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
69;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 694 ; 34.269.955 ; 522 ; 13.347.295 ; 252 ; 3.492.940 ; 350 ; 22.347.271 ; 1.818 ; 73.457.462 ; 43 ; 16.340.756 ; 33 ; 21.331.355 ; 76 ; 37.672.110 ; 1.894 ; 111.129.572 ;
70;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 6 ; 6.566.881 ; 7 ; 1.909.113 ; 22 ; 2.689.973 ; 157 ; 7.776.856 ; 192 ; 18.942.822 ; 14 ; 46.457.685 ; 20 ; 41.721.835 ; 34 ; 88.179.520 ; 226 ; 107.122.342 ;
71;15.114.366;BANCO BBM S/A; 56 ; 28.536.407 ;;; 28 ; 4.142.620 ; 71 ; 19.162.938 ; 155 ; 51.841.965 ; 6 ; 14.474.665 ; 15 ; 38.718.600 ; 21 ; 53.193.265 ; 176 ; 105.035.230 ;
72;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 54 ; 2.363.046 ; 1.737 ; 7.970.085 ; 2.551 ; 19.834.912 ; 4.342 ; 30.168.043 ; 2.033 ; 43.297.652 ; 121 ; 29.604.681 ; 2.154 ; 72.902.334 ; 6.496 ; 103.070.377 ;
73;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;;; 1 ; 7.258 ; 237 ; 26.011.081 ; 87 ; 3.044.805 ; 325 ; 29.063.144 ; 22 ; 21.166.465 ; 26 ; 44.029.230 ; 48 ; 65.195.695 ; 373 ; 94.258.839 ;
74;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 12 ; 161.950 ; 125 ; 3.319.535 ; 214 ; 755.329 ; 782 ; 4.648.891 ; 1.133 ; 8.885.705 ; 815 ; 43.990.932 ; 174 ; 36.967.676 ; 989 ; 80.958.608 ; 2.122 ; 89.844.313 ;
75;03.532.415;BANCO ABN AMRO S.A.; 31 ; 40.237.801 ;;; 3 ; 628.061 ; 22 ; 1.387.816 ; 56 ; 42.253.678 ; 3 ; 3.170.000 ; 30 ; 42.150.000 ; 33 ; 45.320.000 ; 89 ; 87.573.678 ;
76;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 20 ; 7.606.554 ; 7 ; 915.018 ; 19 ; 30.769.331 ; 65 ; 5.036.894 ; 111 ; 44.327.796 ; 3 ; 3.054.808 ; 9 ; 36.054.796 ; 12 ; 39.109.603 ; 123 ; 83.437.399 ;
77;61.024.352;BANCO INDUSVAL S.A.; 93 ; 17.334.621 ; 197 ; 13.746.808 ; 37 ; 1.196.534 ; 138 ; 7.546.102 ; 465 ; 39.824.066 ; 42 ; 17.503.781 ; 37 ; 25.149.613 ; 79 ; 42.653.394 ; 544 ; 82.477.460 ;
78;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 11 ; 103.168 ; 575 ; 28.315.674 ; 131 ; 1.034.217 ; 854 ; 8.789.676 ; 1.571 ; 38.242.736 ; 1.025 ; 39.435.559 ; 31 ; 3.407.949 ; 1.056 ; 42.843.509 ; 2.627 ; 81.086.244 ;
79;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 243 ; 334.720 ; 1.313 ; 4.629.010 ; 1.556 ; 4.963.730 ; 669 ; 40.016.350 ; 125 ; 35.727.194 ; 794 ; 75.743.544 ; 2.350 ; 80.707.274 ;
80;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 2 ; 49.350 ; 14 ; 431.693 ; 82 ; 30.884.338 ; 42 ; 11.770.092 ; 140 ; 43.135.472 ; 17 ; 8.817.388 ; 30 ; 27.594.037 ; 47 ; 36.411.426 ; 187 ; 79.546.898 ;
81;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 41 ; 1.882.599 ; 829 ; 22.143.066 ; 547 ; 4.716.067 ; 1.518 ; 10.851.950 ; 2.935 ; 39.593.682 ; 800 ; 29.106.298 ; 99 ; 2.706.917 ; 899 ; 31.813.215 ; 3.834 ; 71.406.898 ;
82;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 69 ; 1.423.414 ; 983 ; 17.693.535 ; 310 ; 5.548.379 ; 1.159 ; 9.226.641 ; 2.521 ; 33.891.969 ; 625 ; 22.653.358 ; 39 ; 2.682.276 ; 664 ; 25.335.634 ; 3.185 ; 59.227.603 ;
83;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 4 ; 1.169.253 ; 20 ; 3.796.773 ; 80 ; 18.220.404 ; 482 ; 14.597.207 ; 586 ; 37.783.637 ; 21 ; 10.032.524 ; 14 ; 10.989.050 ; 35 ; 21.021.574 ; 621 ; 58.805.211 ;
84;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 25 ; 11.886.809 ; 2 ; 103.374 ; 7 ; 14.265 ; 13 ; 214.538 ; 47 ; 12.218.986 ; 21 ; 16.750.000 ; 27 ; 26.200.000 ; 48 ; 42.950.000 ; 95 ; 55.168.986 ;
85;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 2 ; 13.252 ; 49 ; 993.669 ; 754 ; 3.631.368 ; 2.066 ; 18.263.963 ; 2.871 ; 22.902.253 ; 1.254 ; 22.801.120 ; 117 ; 7.196.127 ; 1.371 ; 29.997.247 ; 4.242 ; 52.899.500 ;
86;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 9 ; 6.006.062 ; 4 ; 2.525.852 ; 10 ; 14.265.722 ; 40 ; 330.239 ; 63 ; 23.127.874 ; 9 ; 5.175.774 ; 13 ; 23.129.059 ; 22 ; 28.304.833 ; 85 ; 51.432.707 ;
87;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 11 ; 716.984 ; 7 ; 726.835 ; 39 ; 1.979.026 ; 67 ; 9.697.712 ; 124 ; 13.120.557 ; 36 ; 9.756.913 ; 15 ; 24.274.798 ; 51 ; 34.031.711 ; 175 ; 47.152.269 ;
88;92.894.922;BANCO ORIGINAL S.A.; 25 ; 16.359.322 ; 127 ; 19.028.469 ; 49 ; 330.481 ; 305 ; 3.620.618 ; 506 ; 39.338.890 ; 15 ; 2.719.285 ; 12 ; 2.339.552 ; 27 ; 5.058.837 ; 533 ; 44.397.728 ;
89;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 20.090 ; 53 ; 811.386 ; 1.174 ; 3.013.359 ; 1.588 ; 8.282.223 ; 2.817 ; 12.127.058 ; 623 ; 18.190.586 ; 89 ; 12.077.073 ; 712 ; 30.267.658 ; 3.529 ; 42.394.717 ;
90;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 47 ; 717.488 ; 485 ; 10.233.680 ; 191 ; 1.799.154 ; 872 ; 9.204.955 ; 1.595 ; 21.955.278 ; 1.771 ; 18.390.342 ; 88 ; 1.468.315 ; 1.859 ; 19.858.657 ; 3.454 ; 41.813.935 ;
91;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 28 ; 3.291.509 ; 24 ; 713.172 ; 6 ; 5.192.977 ; 31 ; 6.508.251 ; 89 ; 15.705.910 ; 8 ; 12.980.429 ; 10 ; 12.973.170 ; 18 ; 25.953.599 ; 107 ; 41.659.509 ;
92;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 2 ; 22.060 ; 5 ; 13.708 ; 302 ; 4.884.078 ; 578 ; 6.147.175 ; 887 ; 11.067.021 ; 268 ; 14.057.843 ; 109 ; 12.800.978 ; 377 ; 26.858.820 ; 1.264 ; 37.925.841 ;
93;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 272 ; 1.653.776 ; 835 ; 18.817.960 ; 1.107 ; 20.471.737 ; 909 ; 17.280.546 ; 4 ; 11.208 ; 913 ; 17.291.753 ; 2.020 ; 37.763.490 ;
94;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 2 ; 15.972 ; 194 ; 5.224.957 ; 40 ; 313.692 ; 619 ; 8.281.789 ; 855 ; 13.836.411 ; 724 ; 18.312.892 ; 43 ; 5.068.974 ; 767 ; 23.381.866 ; 1.622 ; 37.218.277 ;
95;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 93 ; 6.719.614 ; 175 ; 8.925.405 ; 134 ; 648.505 ; 105 ; 1.902.971 ; 507 ; 18.196.495 ; 93 ; 11.072.963 ; 36 ; 7.251.285 ; 129 ; 18.324.248 ; 636 ; 36.520.743 ;
96;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 5 ; 32.990 ; 281 ; 2.675.531 ; 528 ; 9.334.780 ; 814 ; 12.043.301 ; 957 ; 14.532.522 ; 110 ; 7.834.253 ; 1.067 ; 22.366.775 ; 1.881 ; 34.410.076 ;
97;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 33 ; 550.557 ; 328 ; 7.718.479 ; 280 ; 3.092.616 ; 1.094 ; 8.909.597 ; 1.735 ; 20.271.249 ; 1.251 ; 13.610.914 ; 10 ; 137.230 ; 1.261 ; 13.748.144 ; 2.996 ; 34.019.393 ;
98;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 18 ; 479.171 ; 701 ; 3.497.716 ; 1.064 ; 15.362.994 ; 1.783 ; 19.339.880 ; 950 ; 12.547.434 ; 8 ; 219.667 ; 958 ; 12.767.102 ; 2.741 ; 32.106.982 ;
99;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 4 ; 7.950 ; 251 ; 7.941.605 ; 318 ; 2.282.596 ; 1.803 ; 5.135.237 ; 2.376 ; 15.367.387 ; 343 ; 12.590.247 ; 51 ; 2.001.091 ; 394 ; 14.591.338 ; 2.770 ; 29.958.726 ;
100;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 1 ; 12.848 ; 91 ; 2.583.983 ; 409 ; 2.956.288 ; 641 ; 5.016.299 ; 1.142 ; 10.569.418 ; 462 ; 11.414.202 ; 110 ; 6.737.495 ; 572 ; 18.151.697 ; 1.714 ; 28.721.115 ;
101;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 3 ; 15.993 ; 80 ; 675.575 ; 186 ; 13.695.647 ; 269 ; 14.387.215 ; 916 ; 13.058.051 ; 3 ; 15.000 ; 919 ; 13.073.051 ; 1.188 ; 27.460.266 ;
102;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 3 ; 11.360 ; 67 ; 258.455 ; 138 ; 13.524.852 ; 208 ; 13.794.667 ; 440 ; 13.408.438 ; 5 ; 130.803 ; 445 ; 13.539.240 ; 653 ; 27.333.907 ;
103;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 3 ; 67.403 ; 267 ; 6.310.583 ; 36 ; 55.729 ; 697 ; 6.093.145 ; 1.003 ; 12.526.859 ; 622 ; 12.935.731 ; 18 ; 665.561 ; 640 ; 13.601.292 ; 1.643 ; 26.128.151 ;
104;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 70 ; 1.210.132 ; 152 ; 7.722.817 ; 526 ; 9.220.888 ; 748 ; 18.153.837 ; 189 ; 4.626.195 ; 42 ; 1.916.306 ; 231 ; 6.542.501 ; 979 ; 24.696.338 ;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 33 ; 502.568 ; 205 ; 4.327.825 ; 298 ; 2.548.301 ; 786 ; 6.767.171 ; 1.322 ; 14.145.865 ; 556 ; 8.734.643 ; 10 ; 710.306 ; 566 ; 9.444.949 ; 1.888 ; 23.590.814 ;
106;04.902.979;BANCO DA AMAZONIA S.A.; 103 ; 7.601.629 ; 26 ; 1.169.523 ; 43 ; 433.494 ; 106 ; 1.012.710 ; 278 ; 10.217.356 ; 8 ; 2.221.138 ; 50 ; 8.121.526 ; 58 ; 10.342.664 ; 336 ; 20.560.020 ;
107;59.285.411;BANCO PAN S.A.; 7 ; 1.872.785 ;;; 11 ; 1.465.168 ; 43 ; 1.532.891 ; 61 ; 4.870.845 ; 1 ; 671.434 ; 7 ; 14.100.000 ; 8 ; 14.771.434 ; 69 ; 19.642.279 ;
108;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 5 ; 221.901 ; 139 ; 3.140.548 ; 62 ; 783.040 ; 857 ; 5.119.818 ; 1.063 ; 9.265.307 ; 619 ; 8.407.009 ; 37 ; 1.142.675 ; 656 ; 9.549.684 ; 1.719 ; 18.814.992 ;
109;07.679.404;BANCO TOPÁZIO S.A.; 4 ; 2.653.665 ; 51 ; 3.661.406 ; 69 ; 1.776.004 ; 120 ; 1.992.205 ; 244 ; 10.083.279 ; 22 ; 4.945.000 ; 11 ; 3.766.936 ; 33 ; 8.711.936 ; 277 ; 18.795.215 ;
110;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 36 ; 1.611.595 ; 198 ; 4.540.205 ; 205 ; 1.412.898 ; 493 ; 2.711.906 ; 932 ; 10.276.605 ; 456 ; 6.068.380 ; 55 ; 1.810.031 ; 511 ; 7.878.411 ; 1.443 ; 18.155.016 ;
111;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 1 ; 100.000 ; 60 ; 1.171.312 ; 92 ; 1.962.369 ; 882 ; 5.828.326 ; 1.035 ; 9.062.007 ; 269 ; 6.622.949 ; 29 ; 1.648.765 ; 298 ; 8.271.714 ; 1.333 ; 17.333.721 ;
112;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;;; 3 ; 798.575 ; 5 ; 4.833.640 ; 8 ; 2.703.012 ; 16 ; 8.335.227 ; 4 ; 3.501.942 ; 4 ; 4.790.337 ; 8 ; 8.292.279 ; 24 ; 16.627.506 ;
113;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 91 ; 230.054 ; 424 ; 7.715.483 ; 515 ; 7.945.537 ; 846 ; 7.591.403 ; 14 ; 131.848 ; 860 ; 7.723.251 ; 1.375 ; 15.668.788 ;
114;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 38 ; 99.429 ; 70 ; 1.135.164 ; 1.075 ; 1.267.565 ; 2.787 ; 5.051.171 ; 3.970 ; 7.553.329 ; 449 ; 5.612.454 ; 27 ; 793.586 ; 476 ; 6.406.040 ; 4.446 ; 13.959.369 ;
115;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 4 ; 75.947 ; 259 ; 1.252.689 ; 764 ; 6.690.768 ; 1.027 ; 8.019.404 ; 398 ; 5.312.874 ; 22 ; 51.149 ; 420 ; 5.364.023 ; 1.447 ; 13.383.427 ;
116;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 838 ; 6.621.677 ; 8 ; 24.673 ; 846 ; 6.646.350 ; 7 ; 26.268 ; 59 ; 6.623.188 ; 66 ; 6.649.457 ; 912 ; 13.295.807 ;
117;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 2 ; 5.309 ; 474 ; 1.625.740 ; 898 ; 6.487.801 ; 1.374 ; 8.118.850 ; 516 ; 4.963.039 ; 6 ; 90.862 ; 522 ; 5.053.901 ; 1.896 ; 13.172.751 ;
118;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 16 ; 511.501 ; 124 ; 5.119.754 ; 31 ; 313.547 ; 218 ; 434.233 ; 389 ; 6.379.036 ; 207 ; 5.503.731 ; 33 ; 774.804 ; 240 ; 6.278.535 ; 629 ; 12.657.570 ;
119;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 5 ; 137.622 ; 125 ; 6.120.195 ; 130 ; 6.257.816 ; 96 ; 6.044.107 ; 3 ; 62.076 ; 99 ; 6.106.183 ; 229 ; 12.363.999 ;
120;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 257 ; 1.653.887 ; 546 ; 6.043.708 ; 803 ; 7.697.595 ; 384 ; 4.413.205 ; 7 ; 55.885 ; 391 ; 4.469.090 ; 1.194 ; 12.166.685 ;
121;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 5 ; 46.408 ; 57 ; 1.470.182 ; 275 ; 1.932.275 ; 606 ; 3.711.770 ; 943 ; 7.160.636 ; 422 ; 3.732.030 ; 58 ; 505.839 ; 480 ; 4.237.869 ; 1.423 ; 11.398.505 ;
122;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 45 ; 935.075 ; 76 ; 188.734 ; 136 ; 4.471.666 ; 257 ; 5.595.475 ; 265 ; 5.326.987 ; 5 ; 104.909 ; 270 ; 5.431.896 ; 527 ; 11.027.370 ;
123;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 7.300 ; 188 ; 574.675 ; 374 ; 4.847.455 ; 563 ; 5.429.430 ; 286 ; 4.331.642 ; 11 ; 35.870 ; 297 ; 4.367.512 ; 860 ; 9.796.942 ;
124;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 28 ; 787.399 ; 157 ; 1.796.304 ; 617 ; 3.091.414 ; 802 ; 5.675.117 ; 8 ; 1.947.159 ; 2 ; 2.013.879 ; 10 ; 3.961.038 ; 812 ; 9.636.155 ;
125;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 660 ; 1.010.400 ; 2.683 ; 5.298.422 ; 3.343 ; 6.308.822 ; 72 ; 3.326.377 ;;; 72 ; 3.326.377 ; 3.415 ; 9.635.199 ;
126;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 375 ; 4.004.516 ; 451 ; 4.080.781 ; 826 ; 8.085.297 ; 301 ; 791.076 ; 38 ; 706.002 ; 339 ; 1.497.077 ; 1.165 ; 9.582.375 ;
127;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 320 ; 3.689.102 ; 377 ; 3.310.164 ; 697 ; 6.999.266 ; 118 ; 805.304 ; 65 ; 1.226.022 ; 183 ; 2.031.326 ; 880 ; 9.030.592 ;
128;33.042.151;BANCO DE LA NACION ARGENTINA; 8 ; 1.923.317 ; 5 ; 187.216 ; 695 ; 624.357 ; 146 ; 188.821 ; 854 ; 2.923.710 ; 10 ; 1.501.417 ; 15 ; 4.001.435 ; 25 ; 5.502.852 ; 879 ; 8.426.562 ;
129;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 3.953 ; 1.440.808 ; 4.699 ; 3.918.920 ; 8.652 ; 5.359.727 ; 91 ; 2.369.210 ;;; 91 ; 2.369.210 ; 8.743 ; 7.728.937 ;
130;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 67 ; 66.911 ; 444 ; 3.251.829 ; 511 ; 3.318.740 ; 548 ; 3.278.927 ; 4 ; 84.657 ; 552 ; 3.363.584 ; 1.063 ; 6.682.325 ;
131;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 5 ; 47.090 ; 11 ; 254.591 ; 40 ; 273.413 ; 366 ; 2.769.268 ; 422 ; 3.344.362 ; 206 ; 2.843.149 ; 22 ; 140.800 ; 228 ; 2.983.949 ; 650 ; 6.328.311 ;
132;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 10 ; 208.788 ; 19 ; 393.543 ; 4 ; 8.355 ; 62 ; 2.058.901 ; 95 ; 2.669.587 ; 47 ; 2.443.247 ; 9 ; 192.494 ; 56 ; 2.635.741 ; 151 ; 5.305.328 ;
133;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 309 ; 1.570.423 ; 371 ; 2.130.359 ; 680 ; 3.700.782 ; 91 ; 871.237 ; 6 ; 255.000 ; 97 ; 1.126.237 ; 777 ; 4.827.019 ;
134;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 78.512 ; 7 ; 35.367 ; 241 ; 133.279 ; 1.348 ; 2.350.272 ; 1.598 ; 2.597.431 ; 370 ; 2.149.854 ; 4 ; 33.512 ; 374 ; 2.183.365 ; 1.972 ; 4.780.796 ;
135;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 2 ; 4.520 ; 1.157 ; 604.167 ; 2.311 ; 2.149.419 ; 3.470 ; 2.758.106 ; 128 ; 1.694.465 ; 6 ; 92.437 ; 134 ; 1.786.902 ; 3.604 ; 4.545.008 ;
136;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 23 ; 1.739.476 ; 2 ; 68.498 ; 16 ; 34.177 ; 131 ; 399.376 ; 172 ; 2.241.528 ; 19 ; 297.632 ; 16 ; 1.620.134 ; 35 ; 1.917.766 ; 207 ; 4.159.293 ;
137;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 212 ; 83.873 ; 223 ; 685.400 ; 435 ; 769.272 ; 57 ; 1.950.679 ; 28 ; 1.356.000 ; 85 ; 3.306.679 ; 520 ; 4.075.951 ;
138;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 36 ; 250.282 ; 7 ; 118.362 ; 205 ; 896.579 ; 644 ; 1.313.623 ; 892 ; 2.578.846 ; 93 ; 723.338 ; 28 ; 441.924 ; 121 ; 1.165.262 ; 1.013 ; 3.744.108 ;
139;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 230 ; 764.665 ; 315 ; 1.732.632 ; 545 ; 2.497.297 ; 146 ; 993.963 ; 1 ; 20.000 ; 147 ; 1.013.963 ; 692 ; 3.511.260 ;
140;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 491 ; 1.623.046 ; 471 ; 1.461.072 ; 962 ; 3.084.117 ; 32 ; 79.072 ; 17 ; 308.256 ; 49 ; 387.328 ; 1.011 ; 3.471.446 ;
141;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 1.633 ; 25 ; 1.072.119 ; 22 ; 229.067 ; 101 ; 419.900 ; 149 ; 1.722.718 ; 99 ; 1.489.199 ; 16 ; 222.083 ; 115 ; 1.711.283 ; 264 ; 3.434.001 ;
142;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 249 ; 957.771 ; 380 ; 1.674.587 ; 629 ; 2.632.358 ; 112 ; 733.624 ;;; 112 ; 733.624 ; 741 ; 3.365.982 ;
143;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 3 ; 535.081 ; 74 ; 120.014 ; 10 ; 718.714 ; 87 ; 1.373.809 ; 3 ; 1.720.000 ; 1 ; 200.000 ; 4 ; 1.920.000 ; 91 ; 3.293.809 ;
144;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 7 ; 77.802 ; 6 ; 160.147 ; 14 ; 821.194 ; 34 ; 580.373 ; 61 ; 1.639.516 ; 1 ; 1.000.000 ; 1 ; 500.000 ; 2 ; 1.500.000 ; 63 ; 3.139.516 ;
145;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 180 ; 1.231.890 ; 207 ; 1.298.997 ; 387 ; 2.530.887 ; 41 ; 214.417 ; 12 ; 145.125 ; 53 ; 359.542 ; 440 ; 2.890.430 ;
146;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S/A;;;;; 6 ; 168.790 ; 16 ; 8.299 ; 22 ; 177.090 ;;; 2 ; 2.368.570 ; 2 ; 2.368.570 ; 24 ; 2.545.660 ;
147;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 1.720 ; 819.841 ; 1.312 ; 1.008.487 ; 3.032 ; 1.828.328 ; 71 ; 409.295 ; 13 ; 215.184 ; 84 ; 624.479 ; 3.116 ; 2.452.807 ;
148;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 34.786 ; 65 ; 523.090 ; 36 ; 387.497 ; 132 ; 477.000 ; 236 ; 1.422.373 ; 42 ; 953.957 ; 3 ; 68.144 ; 45 ; 1.022.101 ; 281 ; 2.444.474 ;
149;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 2.771 ; 987.340 ; 1.442 ; 1.158.368 ; 4.213 ; 2.145.707 ; 19 ; 173.867 ;;; 19 ; 173.867 ; 4.232 ; 2.319.574 ;
150;14.388.334;PARANÁ BANCO S.A.; 6 ; 1.147.474 ; 1 ; 207.362 ;;; 8 ; 41.148 ; 15 ; 1.395.983 ;;; 2 ; 800.000 ; 2 ; 800.000 ; 17 ; 2.195.983 ;
151;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 213 ; 696.077 ; 271 ; 1.076.307 ; 484 ; 1.772.384 ; 83 ; 396.475 ; 1 ; 6.442 ; 84 ; 402.917 ; 568 ; 2.175.301 ;
152;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 277 ; 187 ; 167.851 ; 643 ; 1.051.725 ; 831 ; 1.219.852 ; 120 ; 899.819 ; 3 ; 10.147 ; 123 ; 909.965 ; 954 ; 2.129.818 ;
153;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 177 ; 79.841 ; 358 ; 1.033.821 ; 535 ; 1.113.662 ; 74 ; 933.949 ;;; 74 ; 933.949 ; 609 ; 2.047.611 ;
154;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 40 ; 95.925 ; 163 ; 803.763 ; 203 ; 899.689 ; 163 ; 709.569 ; 2 ; 82 ; 165 ; 709.650 ; 368 ; 1.609.339 ;
155;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 118 ; 84.136 ; 494 ; 757.914 ; 612 ; 842.050 ; 94 ; 674.664 ;;; 94 ; 674.664 ; 706 ; 1.516.714 ;
156;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 1 ; 14.910 ; 12 ; 80.872 ; 15 ; 109.092 ; 72 ; 605.567 ; 100 ; 810.440 ; 65 ; 617.404 ; 5 ; 62.135 ; 70 ; 679.538 ; 170 ; 1.489.978 ;
