Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Abr/2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
72;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 279 ; 5.769.313 ; 4.204 ; 95.050.719 ; 1.051 ; 24.321.632 ; 3.748 ; 36.311.344 ; 9.282 ; 161.453.008 ; 1.446 ; 102.333.019 ; 12 ; 1.106.164 ; 1.458 ; 103.439.182 ; 10.740 ; 264.892.190 
73;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 53 ; 64.241.612 ; 22 ; 6.226.769 ; 7 ; 16.028.143 ; 240 ; 54.316.803 ; 322 ; 140.813.326 ; 21 ; 47.434.310 ; 15 ; 65.675.155 ; 36 ; 113.109.465 ; 358 ; 253.922.791 
74;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 47 ; 43.294.392 ; 68 ; 18.565.892 ; 82 ; 60.752.189 ; 184 ; 31.735.665 ; 381 ; 154.348.137 ; 20 ; 14.610.526 ; 31 ; 77.609.707 ; 51 ; 92.220.233 ; 432 ; 246.568.370 
75;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 5 ; 4.091.295 ; 59 ; 13.101.999 ; 155 ; 58.259.428 ; 190 ; 61.766.881 ; 409 ; 137.219.603 ; 52 ; 55.030.239 ; 40 ; 42.535.339 ; 92 ; 97.565.578 ; 501 ; 234.785.181 
76;60.889.128;BANCO SOFISA S.A.; 451 ; 82.201.690 ; 446 ; 27.440.318 ; 60 ; 3.580.749 ; 402 ; 30.160.653 ; 1.359 ; 143.383.411 ; 47 ; 30.477.467 ; 41 ; 52.628.044 ; 88 ; 83.105.511 ; 1.447 ; 226.488.921 
77;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 81 ; 1.224.298 ; 1.312 ; 26.867.337 ; 1.429 ; 14.613.106 ; 15.385 ; 81.245.008 ; 18.207 ; 123.949.749 ; 7.399 ; 93.846.883 ; 43 ; 1.369.570 ; 7.442 ; 95.216.452 ; 25.649 ; 219.166.201 
78;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.590 ; 19.554.308 ; 1.865 ; 41.830.774 ; 3.455 ; 61.385.082 ; 2.418 ; 81.777.994 ; 253 ; 59.512.465 ; 2.671 ; 141.290.459 ; 6.126 ; 202.675.541 
79;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 1.722 ; 59.898.063 ; 1.034 ; 39.929.954 ; 305 ; 4.650.828 ; 1.713 ; 14.807.781 ; 4.774 ; 119.286.626 ; 135 ; 36.192.104 ; 147 ; 45.060.756 ; 282 ; 81.252.860 ; 5.056 ; 200.539.486 
80;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 169 ; 40.568.086 ; 149 ; 16.743.547 ; 86 ; 18.397.650 ; 163 ; 28.821.924 ; 567 ; 104.531.207 ; 75 ; 40.742.599 ; 93 ; 54.129.559 ; 168 ; 94.872.159 ; 735 ; 199.403.366 
81;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 32 ; 22.136.602 ; 51 ; 5.345.214 ; 21 ; 12.383.429 ; 38 ; 16.912.298 ; 142 ; 56.777.544 ; 46 ; 58.615.629 ; 50 ; 82.237.859 ; 96 ; 140.853.488 ; 238 ; 197.631.031 
82;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 7 ; 7.158.211 ; 29 ; 10.483.858 ; 39 ; 3.482.812 ; 301 ; 20.075.925 ; 376 ; 41.200.807 ; 43 ; 70.309.956 ; 44 ; 77.326.919 ; 87 ; 147.636.875 ; 463 ; 188.837.682 
83;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 80 ; 1.308.621 ; 2.754 ; 61.670.793 ; 679 ; 5.933.748 ; 3.419 ; 27.747.014 ; 6.932 ; 96.660.177 ; 1.891 ; 82.933.194 ; 21 ; 758.988 ; 1.912 ; 83.692.182 ; 8.844 ; 180.352.358 
84;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 656 ; 41.867.839 ; 812 ; 17.939.751 ; 1.483 ; 7.148.985 ; 4.105 ; 27.860.887 ; 7.056 ; 94.817.462 ; 1.795 ; 36.005.739 ; 309 ; 39.223.271 ; 2.104 ; 75.229.009 ; 9.160 ; 170.046.471 
85;62.144.175;BANCO PINE S.A.; 43 ; 31.030.496 ; 15 ; 12.545.616 ; 5 ; 26.267.108 ; 99 ; 28.763.055 ; 162 ; 98.606.275 ; 11 ; 28.301.930 ; 10 ; 36.686.809 ; 21 ; 64.988.740 ; 183 ; 163.595.015 
86;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 74 ; 1.716.522 ; 254 ; 3.888.845 ; 1.271 ; 3.247.209 ; 5.564 ; 72.788.068 ; 7.163 ; 81.640.644 ; 4.038 ; 74.285.395 ; 79 ; 2.927.699 ; 4.117 ; 77.213.095 ; 11.280 ; 158.853.739 
87;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 63 ; 798.523 ; 2.645 ; 10.976.431 ; 6.309 ; 63.560.778 ; 9.017 ; 75.335.732 ; 5.864 ; 61.793.304 ; 106 ; 8.440.375 ; 5.970 ; 70.233.679 ; 14.987 ; 145.569.410 
88;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 23 ; 536.899 ; 286 ; 6.789.146 ; 637 ; 3.892.560 ; 2.248 ; 53.263.177 ; 3.194 ; 64.481.783 ; 8.269 ; 67.320.892 ; 158 ; 11.594.008 ; 8.427 ; 78.914.900 ; 11.621 ; 143.396.683 
89;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 97 ; 986.769 ; 1.426 ; 30.219.980 ; 552 ; 7.608.289 ; 3.653 ; 38.460.689 ; 5.728 ; 77.275.727 ; 4.638 ; 62.270.553 ; 88 ; 2.184.860 ; 4.726 ; 64.455.413 ; 10.454 ; 141.731.140 
90;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 6 ; 268.918 ; 87 ; 1.348.143 ; 1.303 ; 6.655.641 ; 6.082 ; 57.382.709 ; 7.478 ; 65.655.412 ; 3.095 ; 61.131.106 ; 168 ; 9.042.415 ; 3.263 ; 70.173.521 ; 10.741 ; 135.828.933 
91;28.650.236;BONSUCESSO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 1.170 ; 5.849.444 ; 2.683 ; 65.067.292 ; 3.853 ; 70.916.736 ; 3.615 ; 59.862.781 ; 21 ; 174.760 ; 3.636 ; 60.037.541 ; 7.489 ; 130.954.277 
92;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 51 ; 900.327 ; 282 ; 2.274.894 ; 1.502 ; 62.154.253 ; 1.835 ; 65.329.473 ; 3.772 ; 62.895.726 ; 66 ; 2.178.152 ; 3.838 ; 65.073.877 ; 5.673 ; 130.403.351 
93;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 139 ; 2.932.339 ; 777 ; 14.623.440 ; 576 ; 4.998.839 ; 2.426 ; 21.969.190 ; 3.918 ; 44.523.808 ; 1.728 ; 55.852.954 ; 232 ; 27.191.124 ; 1.960 ; 83.044.078 ; 5.878 ; 127.567.886 
94;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 8 ; 2.312.435 ; 3 ; 49.086 ; 1.376 ; 60.200.818 ; 40 ; 845.523 ; 1.427 ; 63.407.863 ; 10 ; 611.785 ; 81 ; 62.227.625 ; 91 ; 62.839.411 ; 1.518 ; 126.247.274 
95;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 50 ; 1.302.149 ; 112 ; 3.698.708 ; 576 ; 4.860.745 ; 1.681 ; 21.837.449 ; 2.419 ; 31.699.051 ; 1.309 ; 55.692.328 ; 262 ; 36.309.047 ; 1.571 ; 92.001.374 ; 3.990 ; 123.700.425 
96;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 2 ; 64.611 ; 571 ; 11.075.935 ; 29 ; 32.914 ; 2.559 ; 47.732.691 ; 3.161 ; 58.906.149 ; 2.561 ; 58.946.118 ; 13 ; 225.538 ; 2.574 ; 59.171.656 ; 5.735 ; 118.077.806 
97;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 24 ; 270.653 ; 781 ; 6.079.606 ; 2.160 ; 32.839.767 ; 2.965 ; 39.190.026 ; 3.174 ; 52.191.302 ; 277 ; 25.164.059 ; 3.451 ; 77.355.361 ; 6.416 ; 116.545.387 
98;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 126 ; 4.310.075 ; 1.811 ; 47.981.355 ; 1.937 ; 52.291.431 ; 1.807 ; 48.080.776 ; 127 ; 4.409.381 ; 1.934 ; 52.490.156 ; 3.871 ; 104.781.587 
99;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 20 ; 2.286.711 ; 19 ; 3.012.653 ; 25 ; 1.409.981 ; 40 ; 71.179 ; 104 ; 6.780.523 ; 41 ; 46.970.000 ; 52 ; 50.350.000 ; 93 ; 97.320.000 ; 197 ; 104.100.523 
100;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 45.540 ; 210 ; 3.162.039 ; 680 ; 1.547.145 ; 2.341 ; 13.700.757 ; 3.232 ; 18.455.482 ; 1.036 ; 50.166.999 ; 182 ; 34.858.952 ; 1.218 ; 85.025.950 ; 4.450 ; 103.481.432 
101;61.024.352;BANCO INDUSVAL S.A.; 93 ; 18.134.699 ; 111 ; 3.896.647 ; 89 ; 20.696.647 ; 257 ; 12.432.066 ; 550 ; 55.160.059 ; 77 ; 11.008.721 ; 51 ; 30.380.764 ; 128 ; 41.389.486 ; 678 ; 96.549.545 
102;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 33 ; 1.168.320 ; 1.515 ; 8.679.375 ; 2.747 ; 46.863.921 ; 4.295 ; 56.711.616 ; 2.162 ; 39.583.283 ; 6 ; 156.852 ; 2.168 ; 39.740.135 ; 6.463 ; 96.451.751 
103;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 22 ; 409.457 ; 126 ; 2.833.632 ; 1.823 ; 5.419.447 ; 4.298 ; 18.876.180 ; 6.269 ; 27.538.716 ; 1.616 ; 39.901.235 ; 373 ; 24.013.599 ; 1.989 ; 63.914.834 ; 8.258 ; 91.453.550 
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 5 ; 49.061 ; 91 ; 2.598.392 ; 4.519 ; 7.170.484 ; 7.986 ; 39.333.361 ; 12.601 ; 49.151.298 ; 2.383 ; 37.944.716 ; 51 ; 3.220.885 ; 2.434 ; 41.165.601 ; 15.035 ; 90.316.899 
105;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 36 ; 2.252.598 ; 8 ; 162.826 ; 3.779 ; 40.539.291 ; 88 ; 1.255.290 ; 3.911 ; 44.210.005 ; 11 ; 404.456 ; 189 ; 41.778.412 ; 200 ; 42.182.867 ; 4.111 ; 86.392.872 
106;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 106 ; 99.874 ; 278 ; 37.089.721 ; 384 ; 37.189.595 ; 1.585 ; 36.989.487 ;;; 1.585 ; 36.989.487 ; 1.969 ; 74.179.082 
107;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 6 ; 37.686 ; 678 ; 18.675.052 ; 371 ; 4.857.516 ; 1.438 ; 10.921.025 ; 2.493 ; 34.491.279 ; 1.485 ; 29.632.455 ; 257 ; 4.902.102 ; 1.742 ; 34.534.558 ; 4.235 ; 69.025.836 
108;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 74 ; 1.054.902 ; 342 ; 10.617.363 ; 1.110 ; 6.411.719 ; 2.206 ; 19.672.753 ; 3.732 ; 37.756.737 ; 1.861 ; 26.046.066 ; 218 ; 3.219.980 ; 2.079 ; 29.266.047 ; 5.811 ; 67.022.784 
109;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 4 ; 26.829 ; 479 ; 1.315.514 ; 1.439 ; 32.491.280 ; 1.922 ; 33.833.623 ; 2.150 ; 31.439.560 ; 47 ; 163.253 ; 2.197 ; 31.602.813 ; 4.119 ; 65.436.436 
110;00.416.968;BANCO INTER S.A.; 14 ; 189.855 ; 274 ; 8.319.043 ; 670 ; 5.435.553 ; 800 ; 18.155.353 ; 1.758 ; 32.099.804 ; 370 ; 24.260.787 ; 164 ; 4.126.801 ; 534 ; 28.387.589 ; 2.292 ; 60.487.392 
111;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 1 ; 924 ; 1 ; 34.793 ; 167 ; 18.620.426 ; 220 ; 9.111.544 ; 389 ; 27.767.687 ; 44 ; 9.459.826 ; 20 ; 19.153.234 ; 64 ; 28.613.060 ; 453 ; 56.380.747 
112;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 25 ; 87.510 ; 836 ; 2.839.602 ; 3.122 ; 27.533.852 ; 3.983 ; 30.460.965 ; 1.597 ; 24.891.420 ; 28 ; 723.873 ; 1.625 ; 25.615.293 ; 5.608 ; 56.076.258 
113;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;;;;; 203 ; 702.552 ; 662 ; 14.100.747 ; 865 ; 14.803.299 ; 885 ; 26.738.043 ; 147 ; 13.332.914 ; 1.032 ; 40.070.957 ; 1.897 ; 54.874.256 
114;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 9 ; 358.846 ; 261 ; 7.097.624 ; 448 ; 933.383 ; 6.740 ; 17.994.930 ; 7.458 ; 26.384.782 ; 3.785 ; 25.110.158 ; 47 ; 1.466.828 ; 3.832 ; 26.576.986 ; 11.290 ; 52.961.768 
115;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 1.434 ; 1.365.087 ; 9.996 ; 25.586.977 ; 11.430 ; 26.952.064 ; 458 ; 24.344.395 ;;; 458 ; 24.344.395 ; 11.888 ; 51.296.459 
116;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 4 ; 3.860 ; 4 ; 3.860 ; 34 ; 24.248.384 ; 69 ; 24.212.003 ; 103 ; 48.460.387 ; 107 ; 48.464.247 
117;59.285.411;BANCO PAN S.A.; 27 ; 3.083.357 ;;; 34 ; 216.876 ; 113 ; 21.351.228 ; 174 ; 24.651.461 ; 3 ; 19.713.660 ; 3 ; 4.000.000 ; 6 ; 23.713.660 ; 180 ; 48.365.121 
118;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 29 ; 630.512 ; 59 ; 684.835 ; 183 ; 4.861.649 ; 1.275 ; 17.388.958 ; 1.546 ; 23.565.953 ; 467 ; 15.151.135 ; 80 ; 2.576.864 ; 547 ; 17.727.998 ; 2.093 ; 41.293.952 
119;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 13 ; 138.730 ; 185 ; 7.312.218 ; 1.543 ; 19.393.045 ; 1.741 ; 26.843.993 ; 37 ; 14.200.150 ; 8 ; 20.148 ; 45 ; 14.220.298 ; 1.786 ; 41.064.292 
120;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.057 ; 4.810.555 ; 2.215 ; 20.107.490 ; 3.272 ; 24.918.044 ; 523 ; 15.479.184 ; 2 ; 8.142 ; 525 ; 15.487.326 ; 3.797 ; 40.405.370 
121;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 2 ; 4.508 ; 304 ; 7.067.055 ; 132 ; 1.840.553 ; 2.708 ; 10.843.752 ; 3.146 ; 19.755.868 ; 2.064 ; 17.861.734 ; 79 ; 1.795.197 ; 2.143 ; 19.656.931 ; 5.289 ; 39.412.799 
122;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 2 ; 98.734 ; 52 ; 742.523 ; 135 ; 699.657 ; 2.113 ; 17.028.993 ; 2.302 ; 18.569.907 ; 1.240 ; 18.326.229 ; 61 ; 1.371.254 ; 1.301 ; 19.697.483 ; 3.603 ; 38.267.390 
123;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 4.723 ; 32 ; 574.238 ; 72 ; 1.069.409 ; 2.375 ; 17.429.245 ; 2.480 ; 19.077.615 ; 2.074 ; 17.271.198 ; 11 ; 346.451 ; 2.085 ; 17.617.649 ; 4.565 ; 36.695.263 
124;33.042.151;BANCO DE LA NACION ARGENTINA; 15 ; 6.958.519 ; 12 ; 3.672.232 ; 1.445 ; 1.572.907 ; 274 ; 639.584 ; 1.746 ; 12.843.242 ; 10 ; 7.967.108 ; 27 ; 12.441.883 ; 37 ; 20.408.991 ; 1.783 ; 33.252.233 
125;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 4 ; 117.037 ; 1 ; 23.690 ; 3.594 ; 2.697.011 ; 4.205 ; 5.716.286 ; 7.804 ; 8.554.023 ; 349 ; 13.608.638 ; 213 ; 10.705.235 ; 562 ; 24.313.872 ; 8.366 ; 32.867.896 
126;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 21 ; 663.774 ; 441 ; 8.241.746 ; 168 ; 2.797.711 ; 812 ; 4.372.273 ; 1.442 ; 16.075.503 ; 1.482 ; 12.614.727 ; 119 ; 3.462.186 ; 1.601 ; 16.076.913 ; 3.043 ; 32.152.416 
127;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 11 ; 317.613 ; 97 ; 1.646.826 ; 344 ; 6.589.126 ; 1.137 ; 7.528.737 ; 1.589 ; 16.082.301 ; 390 ; 7.964.541 ; 79 ; 5.713.829 ; 469 ; 13.678.370 ; 2.058 ; 29.760.671 
128;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 33 ; 69.418 ; 132 ; 1.712.859 ; 642 ; 1.709.537 ; 1.894 ; 12.677.963 ; 2.701 ; 16.169.777 ; 984 ; 12.631.994 ; 6 ; 57.412 ; 990 ; 12.689.406 ; 3.691 ; 28.859.182 
129;04.902.979;BANCO DA AMAZONIA S.A.; 118 ; 8.079.125 ; 88 ; 3.639.035 ; 46 ; 492.887 ; 204 ; 2.828.363 ; 456 ; 15.039.409 ; 34 ; 5.920.588 ; 39 ; 6.711.094 ; 73 ; 12.631.682 ; 529 ; 27.671.091 
130;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 247 ; 9.706.526 ; 13 ; 314.409 ; 110 ; 876.878 ; 708 ; 2.209.656 ; 1.078 ; 13.107.470 ; 78 ; 2.194.012 ; 176 ; 10.139.441 ; 254 ; 12.333.453 ; 1.332 ; 25.440.923 
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 3.429 ; 799 ; 6.855.921 ; 1.465 ; 12.353.916 ; 2.266 ; 19.213.266 ; 717 ; 5.580.822 ; 27 ; 193.252 ; 744 ; 5.774.074 ; 3.010 ; 24.987.340 
132;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 454 ; 1.674.209 ; 1.631 ; 12.097.398 ; 2.085 ; 13.771.607 ; 493 ; 10.468.817 ;;; 493 ; 10.468.817 ; 2.578 ; 24.240.424 
133;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 13 ; 40.120 ; 55 ; 888.893 ; 221 ; 5.934.986 ; 480 ; 5.836.883 ; 769 ; 12.700.881 ; 411 ; 6.008.318 ; 138 ; 5.180.356 ; 549 ; 11.188.673 ; 1.318 ; 23.889.555 
134;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 95 ; 3.278.098 ; 32 ; 109.676 ; 1.039 ; 8.306.642 ; 1.166 ; 11.694.417 ; 541 ; 11.477.678 ; 2 ; 17.052 ; 543 ; 11.494.730 ; 1.709 ; 23.189.146 
135;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 654 ; 2.265.633 ; 1.636 ; 11.156.389 ; 2.290 ; 13.422.023 ; 822 ; 8.907.326 ; 1 ; 15.000 ; 823 ; 8.922.326 ; 3.113 ; 22.344.348 
136;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 143 ; 524.452 ; 1.453 ; 10.698.685 ; 1.596 ; 11.223.137 ; 1.702 ; 10.399.820 ; 26 ; 241.495 ; 1.728 ; 10.641.315 ; 3.324 ; 21.864.452 
137;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 6 ; 86.370 ; 109 ; 1.555.890 ; 113 ; 2.172.512 ; 842 ; 7.016.246 ; 1.070 ; 10.831.019 ; 438 ; 7.551.587 ; 17 ; 1.221.821 ; 455 ; 8.773.408 ; 1.525 ; 19.604.426 
138;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 455 ; 2.135.636 ; 1.161 ; 9.228.433 ; 1.616 ; 11.364.069 ; 920 ; 7.093.815 ; 4 ; 30.778 ; 924 ; 7.124.594 ; 2.540 ; 18.488.663 
139;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 71 ; 863.996 ; 55 ; 733.164 ; 421 ; 3.881.955 ; 2.405 ; 6.508.034 ; 2.952 ; 11.987.148 ; 406 ; 4.399.876 ; 41 ; 1.852.683 ; 447 ; 6.252.559 ; 3.399 ; 18.239.708 
140;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.188 ; 7.900.227 ; 1.128 ; 7.349.286 ; 2.316 ; 15.249.514 ; 43 ; 181.430 ; 13 ; 910.397 ; 56 ; 1.091.827 ; 2.372 ; 16.341.340 
141;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 493 ; 2.478.178 ; 1.081 ; 7.918.730 ; 1.574 ; 10.396.909 ; 471 ; 5.459.225 ; 1 ; 30.000 ; 472 ; 5.489.225 ; 2.046 ; 15.886.134 
142;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 14 ; 99.552 ; 309 ; 721.215 ; 3.827 ; 7.777.764 ; 4.150 ; 8.598.531 ; 1.401 ; 7.144.551 ; 1 ; 6.007 ; 1.402 ; 7.150.557 ; 5.552 ; 15.749.088 
143;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 14 ; 449.895 ; 150 ; 3.323.128 ; 147 ; 2.602.330 ; 288 ; 2.096.395 ; 599 ; 8.471.748 ; 248 ; 4.699.902 ; 82 ; 2.336.425 ; 330 ; 7.036.327 ; 929 ; 15.508.075 
144;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 4 ; 59.972 ; 1.771 ; 869.801 ; 7.038 ; 7.328.414 ; 8.813 ; 8.258.188 ; 568 ; 6.572.576 ; 10 ; 209.976 ; 578 ; 6.782.552 ; 9.391 ; 15.040.740 
145;61.033.106;BANCO CREFISA S.A.;;; 72 ; 3.071.506 ; 70 ; 1.765.144 ; 35 ; 1.199.466 ; 177 ; 6.036.115 ; 16 ; 3.799.835 ; 8 ; 1.345.000 ; 24 ; 5.144.835 ; 201 ; 11.180.950 
146;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 3.195 ; 68 ; 1.539.910 ; 38 ; 720.685 ; 261 ; 2.924.774 ; 368 ; 5.188.564 ; 465 ; 4.421.090 ; 28 ; 688.770 ; 493 ; 5.109.860 ; 861 ; 10.298.424 
147;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 82 ; 2.574.808 ; 36 ; 290.723 ; 293 ; 2.124.704 ; 411 ; 4.990.235 ; 269 ; 4.218.961 ; 18 ; 192.431 ; 287 ; 4.411.393 ; 698 ; 9.401.627 
148;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 120 ; 111.496 ; 853 ; 4.568.746 ; 973 ; 4.680.242 ; 822 ; 4.460.648 ; 19 ; 31.904 ; 841 ; 4.492.551 ; 1.814 ; 9.172.793 
149;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 420 ; 892.853 ; 940 ; 3.153.438 ; 1.360 ; 4.046.291 ; 544 ; 3.638.266 ; 116 ; 1.383.582 ; 660 ; 5.021.848 ; 2.020 ; 9.068.138 
150;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 273 ; 1.400.321 ; 569 ; 4.199.710 ; 842 ; 5.600.031 ; 155 ; 2.842.252 ;;; 155 ; 2.842.252 ; 997 ; 8.442.283 
151;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; 1 ; 10.705 ; 4 ; 25.771 ; 161 ; 99.724 ; 2.667 ; 4.041.378 ; 2.833 ; 4.177.578 ; 422 ; 3.909.744 ; 8 ; 17.862 ; 430 ; 3.927.606 ; 3.263 ; 8.105.184 
152;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 1 ; 1.200 ; 3 ; 3.123.469 ; 4 ; 3.124.669 ; 1 ; 2.930.000 ; 1 ; 561.430 ; 2 ; 3.491.430 ; 6 ; 6.616.100 
153;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 212 ; 166.483 ; 1.704 ; 3.243.109 ; 1.916 ; 3.409.592 ; 337 ; 3.081.415 ;;; 337 ; 3.081.415 ; 2.253 ; 6.491.007 
154;33.923.798;BANCO MÁXIMA S.A.;;; 10 ; 144.519 ; 21 ; 1.605.879 ; 57 ; 2.355.185 ; 88 ; 4.105.582 ; 3 ; 2.001.000 ; 1 ; 1.000 ; 4 ; 2.002.000 ; 92 ; 6.107.582 
155;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;; 1 ; 2.605 ; 32 ; 25.699 ; 482 ; 2.831.491 ; 515 ; 2.859.795 ; 418 ; 2.846.126 ; 3 ; 15.806 ; 421 ; 2.861.931 ; 936 ; 5.721.726 
156;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 337 ; 240.689 ; 1.252 ; 2.300.706 ; 1.589 ; 2.541.395 ; 286 ; 2.048.575 ;;; 286 ; 2.048.575 ; 1.875 ; 4.589.969 
