Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Jul/2022;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
10;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 1.593 ; 3.286.334.769 ; 9.760 ; 3.033.387.791 ; 11.698 ; 12.996.860.227 ; 16.272 ; 9.992.117.302 ; 39.323 ; 29.308.700.090 ; 6.146 ; 12.797.394.107 ; 6.248 ; 16.386.034.848 ; 12.394 ; 29.183.428.955 ; 51.717 ; 58.492.129.045 ;
11;60.498.557;BANCO MUFG BRASIL S.A.; 844 ; 502.042.290 ; 2.751 ; 535.419.910 ; 1.859 ; 1.720.706.321 ; 2.483 ; 1.373.992.998 ; 7.937 ; 4.132.161.520 ; 4.339 ; 16.513.316.654 ; 4.451 ; 16.696.058.792 ; 8.790 ; 33.209.375.446 ; 16.727 ; 37.341.536.966 ;
12;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;; 8 ; 970.474.319 ; 1.810 ; 9.397.936.213 ; 1.642 ; 11.062.691.863 ; 3.460 ; 21.431.102.395 ; 249 ; 7.287.433.447 ; 199 ; 4.479.267.590 ; 448 ; 11.766.701.037 ; 3.908 ; 33.197.803.432 ;
13;03.532.415;BANCO ABN AMRO S.A.;;;;; 1.795 ; 14.317.462.334 ; 2.032 ; 14.384.143.050 ; 3.827 ; 28.701.605.384 ; 94 ; 1.925.114.180 ; 75 ; 1.767.113.725 ; 169 ; 3.692.227.905 ; 3.996 ; 32.393.833.289 ;
14;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL;;;;; 1.062 ; 10.137.339.012 ; 1.078 ; 7.591.435.652 ; 2.140 ; 17.728.774.664 ; 320 ; 4.314.214.915 ; 490 ; 6.860.028.204 ; 810 ; 11.174.243.119 ; 2.950 ; 28.903.017.782 ;
15;53.518.684;BANCO HSBC S.A.; 233 ; 2.500.118.035 ; 934 ; 1.999.587.767 ; 937 ; 2.364.609.925 ; 1.098 ; 1.438.370.989 ; 3.202 ; 8.302.686.716 ; 1.185 ; 5.706.888.900 ; 1.282 ; 7.061.390.173 ; 2.467 ; 12.768.279.074 ; 5.669 ; 21.070.965.789 ;
16;02.801.938;BANCO MORGAN STANLEY S.A.; 55 ; 514.933.619 ; 94 ; 27.319.713 ; 3.254 ; 6.634.949.108 ; 2.437 ; 4.793.240.922 ; 5.840 ; 11.970.443.362 ; 94 ; 2.850.935.248 ; 154 ; 5.178.231.127 ; 248 ; 8.029.166.376 ; 6.088 ; 19.999.609.737 ;
17;59.588.111;BANCO VOTORANTIM S.A.; 1.787 ; 2.037.892.716 ; 5.554 ; 1.239.116.090 ; 1.782 ; 2.244.493.830 ; 4.677 ; 2.004.788.191 ; 13.800 ; 7.526.290.827 ; 2.604 ; 5.591.313.688 ; 4.343 ; 6.694.325.088 ; 6.947 ; 12.285.638.776 ; 20.747 ; 19.811.929.602 ;
18;28.195.667;BANCO ABC BRASIL S.A.; 1.122 ; 1.149.999.393 ; 2.896 ; 752.932.567 ; 596 ; 3.215.013.339 ; 3.501 ; 2.168.845.564 ; 8.115 ; 7.286.790.863 ; 915 ; 4.892.706.004 ; 1.124 ; 6.052.840.628 ; 2.039 ; 10.945.546.632 ; 10.154 ; 18.232.337.495 ;
19;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 54 ; 419.966.668 ; 19 ; 29.495.833 ; 137 ; 444.685.209 ; 352 ; 396.165.390 ; 562 ; 1.290.313.099 ; 553 ; 7.578.127.096 ; 585 ; 7.987.520.740 ; 1.138 ; 15.565.647.835 ; 1.700 ; 16.855.960.934 ;
20;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 6.515 ; 631.200.934 ; 16.692 ; 735.240.417 ; 24.439 ; 2.041.654.677 ; 54.076 ; 4.991.077.776 ; 101.722 ; 8.399.173.803 ; 12.295 ; 5.345.909.962 ; 42.682 ; 2.266.178.771 ; 54.977 ; 7.612.088.733 ; 156.699 ; 16.011.262.536 ;
21;33.264.668;BANCO XP S.A.; 2.464 ; 1.858.710.625 ; 16.052 ; 2.819.132.924 ; 10.898 ; 3.133.906.867 ; 27.724 ; 3.554.654.649 ; 57.138 ; 11.366.405.066 ; 395 ; 3.010.670.442 ; 321 ; 1.365.725.114 ; 716 ; 4.376.395.556 ; 57.854 ; 15.742.800.622 ;
22;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 731 ; 1.502.786.107 ; 1.286 ; 565.019.428 ; 2.061 ; 2.370.388.750 ; 2.497 ; 2.828.848.823 ; 6.575 ; 7.267.043.108 ; 1.484 ; 3.900.841.705 ; 1.609 ; 4.202.225.648 ; 3.093 ; 8.103.067.352 ; 9.668 ; 15.370.110.460 ;
23;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 547 ; 2.919.676.694 ; 111 ; 183.483.274 ; 657 ; 1.705.662.279 ; 1.842 ; 1.115.284.651 ; 3.157 ; 5.924.106.897 ; 555 ; 2.323.380.605 ; 673 ; 5.705.284.165 ; 1.228 ; 8.028.664.771 ; 4.385 ; 13.952.771.667 ;
24;31.872.495;BANCO C6 S.A.; 609 ; 929.425.511 ; 4.216 ; 596.569.953 ; 26.366 ; 1.711.857.770 ; 302.461 ; 2.139.543.042 ; 333.652 ; 5.377.396.275 ; 973 ; 3.964.689.223 ; 1.306 ; 3.779.097.007 ; 2.279 ; 7.743.786.230 ; 335.931 ; 13.121.182.505 ;
25;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;; 1 ; 72.779 ; 1.187 ; 3.899.555.830 ; 1.430 ; 3.487.845.642 ; 2.618 ; 7.387.474.250 ; 193 ; 2.542.464.038 ; 179 ; 1.988.554.729 ; 372 ; 4.531.018.767 ; 2.990 ; 11.918.493.018 ;
26;78.632.767;BANCO OURINVEST S.A.; 7.353 ; 817.905.882 ; 15.735 ; 1.179.543.313 ; 114.103 ; 1.602.156.174 ; 438.057 ; 2.254.957.032 ; 575.248 ; 5.854.562.401 ; 4.410 ; 3.231.460.962 ; 77.306 ; 2.194.870.856 ; 81.716 ; 5.426.331.818 ; 656.964 ; 11.280.894.220 ;
27;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 77 ; 443.604.974 ; 66 ; 197.761.365 ; 108 ; 2.143.949.231 ; 782 ; 1.068.858.447 ; 1.033 ; 3.854.174.017 ; 158 ; 2.146.277.359 ; 244 ; 3.728.586.632 ; 402 ; 5.874.863.991 ; 1.435 ; 9.729.038.008 ;
28;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 558 ; 21.328.381 ; 4.982 ; 223.667.193 ; 1.549 ; 134.189.519 ; 83.447 ; 174.377.848 ; 90.536 ; 553.562.941 ; 2.739 ; 4.564.644.982 ; 3.137 ; 4.318.319.080 ; 5.876 ; 8.882.964.062 ; 96.412 ; 9.436.527.002 ;
29;62.232.889;BANCO DAYCOVAL S.A.; 4.117 ; 859.714.519 ; 9.372 ; 1.050.917.634 ; 544.301 ; 1.415.763.236 ; 22.720 ; 1.365.521.635 ; 580.510 ; 4.691.917.024 ; 3.103 ; 2.388.246.693 ; 9.363 ; 2.142.905.087 ; 12.466 ; 4.531.151.780 ; 592.976 ; 9.223.068.804 ;
30;07.679.404;BANCO TOPÁZIO S.A.; 455 ; 196.349.709 ; 655 ; 30.544.157 ; 24.291 ; 748.780.376 ; 91.986 ; 3.168.380.174 ; 117.387 ; 4.144.054.417 ; 4.773 ; 3.538.703.475 ; 13.335 ; 1.293.146.222 ; 18.108 ; 4.831.849.697 ; 135.495 ; 8.975.904.114 ;
31;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 518 ; 793.097.600 ; 1.331 ; 426.057.485 ; 521 ; 345.477.900 ; 983 ; 750.629.652 ; 3.353 ; 2.315.262.637 ; 637 ; 3.133.425.266 ; 688 ; 3.128.979.775 ; 1.325 ; 6.262.405.041 ; 4.678 ; 8.577.667.678 ;
32;68.900.810;BANCO RENDIMENTO S.A.; 350 ; 42.058.854 ; 1.202 ; 409.466.316 ; 1.421.578 ; 2.613.304.806 ; 19.357 ; 795.494.922 ; 1.442.487 ; 3.860.324.897 ; 9.077 ; 1.534.043.703 ; 56.915 ; 3.018.270.858 ; 65.992 ; 4.552.314.561 ; 1.508.479 ; 8.412.639.459 ;
33;58.160.789;BANCO SAFRA S.A.; 2.016 ; 873.559.576 ; 6.158 ; 1.050.487.119 ; 6.810 ; 1.888.306.582 ; 13.424 ; 1.153.723.275 ; 28.408 ; 4.966.076.553 ; 1.749 ; 1.214.940.648 ; 1.771 ; 1.772.085.788 ; 3.520 ; 2.987.026.437 ; 31.928 ; 7.953.102.989 ;
34;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 930 ; 1.298.314.247 ; 4.898 ; 843.365.056 ; 2.169 ; 1.377.088.971 ; 3.265 ; 794.392.332 ; 11.262 ; 4.313.160.606 ; 426 ; 954.644.406 ; 507 ; 1.990.269.943 ; 933 ; 2.944.914.349 ; 12.195 ; 7.258.074.954 ;
35;58.616.418;BANCO FIBRA S.A.; 743 ; 1.127.914.499 ; 5.754 ; 1.041.029.789 ; 230 ; 227.696.629 ; 1.828 ; 252.572.636 ; 8.555 ; 2.649.213.552 ; 534 ; 1.912.462.708 ; 514 ; 1.899.410.558 ; 1.048 ; 3.811.873.265 ; 9.603 ; 6.461.086.817 ;
36;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 498 ; 725.111.244 ; 2.191 ; 396.364.429 ; 154 ; 626.151.858 ; 2.055 ; 993.841.843 ; 4.898 ; 2.741.469.374 ; 281 ; 1.015.141.969 ; 224 ; 1.190.203.346 ; 505 ; 2.205.345.315 ; 5.403 ; 4.946.814.688 ;
37;71.027.866;BANCO BS2 S.A.; 2.744 ; 869.371.830 ; 8.005 ; 485.983.433 ; 62.508 ; 1.145.101.938 ; 134.045 ; 895.543.525 ; 207.302 ; 3.396.000.725 ; 236 ; 405.760.083 ; 317 ; 1.025.937.601 ; 553 ; 1.431.697.684 ; 207.855 ; 4.827.698.408 ;
38;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;;;;; 139.953 ; 872.409.508 ; 1.956.820 ; 1.270.826.859 ; 2.096.773 ; 2.143.236.367 ; 9.213 ; 1.357.387.816 ; 9.155 ; 958.980.269 ; 18.368 ; 2.316.368.085 ; 2.115.141 ; 4.459.604.452 ;
39;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 28 ; 256.486.433 ; 39 ; 15.318.800 ; 13 ; 43.807.341 ; 2.902 ; 1.629.802.317 ; 2.982 ; 1.945.414.892 ; 157 ; 1.756.613.550 ; 34 ; 415.955.126 ; 191 ; 2.172.568.676 ; 3.173 ; 4.117.983.568 ;
40;10.690.848;BANCO DA CHINA BRASIL S.A.; 174 ; 611.225.623 ; 121 ; 44.474.667 ; 169 ; 806.225.551 ; 599 ; 168.879.491 ; 1.063 ; 1.630.805.332 ; 271 ; 384.288.407 ; 446 ; 1.588.463.225 ; 717 ; 1.972.751.632 ; 1.780 ; 3.603.556.965 ;
41;00.997.185;BANCO B3 S.A.;;;;; 1.240 ; 1.262.617.307 ; 1.135 ; 1.424.453.630 ; 2.375 ; 2.687.070.937 ; 251 ; 405.716.361 ; 277 ; 243.781.366 ; 528 ; 649.497.728 ; 2.903 ; 3.336.568.665 ;
42;33.923.798;BANCO MASTER S/A; 780 ; 401.663.414 ; 1.949 ; 96.362.407 ; 125.521 ; 592.957.611 ; 352.640 ; 820.262.458 ; 480.890 ; 1.911.245.890 ; 430 ; 677.357.734 ; 349 ; 714.823.167 ; 779 ; 1.392.180.901 ; 481.669 ; 3.303.426.791 ;
43;15.114.366;BANCO BOCOM BBM S.A.; 77 ; 108.473.605 ; 610 ; 110.674.611 ; 255 ; 556.972.475 ; 1.553 ; 448.202.822 ; 2.495 ; 1.224.323.513 ; 87 ; 761.224.281 ; 106 ; 1.175.024.549 ; 193 ; 1.936.248.830 ; 2.688 ; 3.160.572.343 ;
44;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 4.514 ; 425.351.235 ; 3.099 ; 212.186.316 ; 2.650 ; 149.160.896 ; 3.886 ; 654.182.163 ; 14.149 ; 1.440.880.610 ; 104 ; 662.835.061 ; 238 ; 368.820.906 ; 342 ; 1.031.655.967 ; 14.491 ; 2.472.536.577 ;
45;13.059.145;BEXS BANCO DE CÂMBIO S/A; 258 ; 416.564.378 ; 781 ; 51.886.232 ; 79.001 ; 226.051.129 ; 701.737 ; 617.158.118 ; 781.777 ; 1.311.659.857 ; 1.743 ; 538.272.106 ; 310 ; 521.976.019 ; 2.053 ; 1.060.248.125 ; 783.830 ; 2.371.907.981 ;
46;00.360.305;CAIXA ECONOMICA FEDERAL; 788 ; 284.927.841 ; 544 ; 47.771.683 ; 53.343 ; 366.168.874 ; 6.074 ; 426.430.771 ; 60.749 ; 1.125.299.169 ; 1.298 ; 461.735.560 ; 1.433 ; 722.027.533 ; 2.731 ; 1.183.763.093 ; 63.480 ; 2.309.062.263 ;
47;03.609.817;BANCO CARGILL S.A.; 140 ; 593.026.808 ; 1 ; 49.271 ; 56 ; 115.407.150 ; 374 ; 178.698.773 ; 571 ; 887.182.003 ; 13 ; 355.000.000 ; 24 ; 866.750.000 ; 37 ; 1.221.750.000 ; 608 ; 2.108.932.003 ;
48;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 88 ; 10.309.562 ; 1.235 ; 121.456.723 ; 1.552 ; 357.217.136 ; 6.272 ; 653.710.674 ; 9.147 ; 1.142.694.096 ; 981 ; 649.847.204 ; 375 ; 242.234.306 ; 1.356 ; 892.081.509 ; 10.503 ; 2.034.775.605 ;
49;07.656.500;BANCO KDB DO BRASIL S.A.; 1 ; 10.000.000 ; 43 ; 10.486.526 ; 637 ; 264.238.870 ; 2.126 ; 703.073.785 ; 2.807 ; 987.799.181 ; 452 ; 638.238.631 ; 86 ; 153.943.301 ; 538 ; 792.181.932 ; 3.345 ; 1.779.981.113 ;
50;61.024.352;BANCO VOITER S.A.; 356 ; 175.159.638 ; 1.545 ; 200.473.017 ; 926 ; 122.016.104 ; 5.599 ; 554.957.850 ; 8.426 ; 1.052.606.609 ; 353 ; 579.818.302 ; 280 ; 111.961.287 ; 633 ; 691.779.589 ; 9.059 ; 1.744.386.198 ;
51;28.811.341;STONEX BANCO DE CÂMBIO S.A.; 264 ; 45.184.565 ; 366 ; 14.031.768 ; 27.262 ; 723.053.225 ; 1.471 ; 68.717.502 ; 29.363 ; 850.987.060 ; 435 ; 53.310.208 ; 1.159 ; 738.787.869 ; 1.594 ; 792.098.077 ; 30.957 ; 1.643.085.137 ;
52;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 13 ; 26.199.814 ;;; 13 ; 26.199.814 ; 1 ; 500.550.694 ; 4 ; 1.071.000.000 ; 5 ; 1.571.550.694 ; 18 ; 1.597.750.509 ;
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 1.407 ; 51.139.628 ; 11.624 ; 260.072.753 ; 12.960 ; 224.029.138 ; 26.811 ; 396.253.312 ; 52.802 ; 931.494.831 ; 3.214 ; 511.883.169 ; 770 ; 130.810.735 ; 3.984 ; 642.693.904 ; 56.786 ; 1.574.188.735 ;
54;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 6.080 ; 300.787.456 ; 6.165 ; 318.559.336 ; 4.569 ; 292.855.066 ; 2.650 ; 141.569.932 ; 19.464 ; 1.053.771.790 ; 88 ; 150.669.754 ; 45 ; 282.425.161 ; 133 ; 433.094.915 ; 19.597 ; 1.486.866.705 ;
55;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 1.235 ; 33.021.219 ; 5.497 ; 200.221.807 ; 32.343 ; 191.577.690 ; 23.016 ; 394.296.392 ; 62.091 ; 819.117.107 ; 15.022 ; 501.372.565 ; 905 ; 131.498.699 ; 15.927 ; 632.871.264 ; 78.018 ; 1.451.988.372 ;
56;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 35 ; 158.578.597 ; 149 ; 27.586.894 ; 243 ; 480.954.805 ; 333 ; 179.696.591 ; 760 ; 846.816.887 ; 64 ; 39.247.176 ; 68 ; 409.892.027 ; 132 ; 449.139.203 ; 892 ; 1.295.956.090 ;
57;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 173 ; 218.964.140 ; 128 ; 48.032.428 ; 69 ; 162.137.026 ; 540 ; 63.634.223 ; 910 ; 492.767.817 ; 81 ; 192.755.248 ; 122 ; 484.717.286 ; 203 ; 677.472.534 ; 1.113 ; 1.170.240.351 ;
58;61.186.680;BANCO BMG S.A.; 21 ; 20.921.470 ; 9 ; 9.354.293 ; 143 ; 35.597.991 ; 297 ; 34.770.417 ; 470 ; 100.644.171 ; 31 ; 547.513.450 ; 27 ; 517.598.338 ; 58 ; 1.065.111.788 ; 528 ; 1.165.755.960 ;
59;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 174 ; 372.545.139 ;;; 194 ; 72.225.072 ; 14 ; 178.914 ; 382 ; 444.949.125 ; 8 ; 649.972.264 ; 7 ; 3.062.934 ; 15 ; 653.035.198 ; 397 ; 1.097.984.323 ;
60;45.246.410;BANCO GENIAL S.A.; 209 ; 30.843.904 ; 235 ; 59.112.001 ; 1.882 ; 264.968.526 ; 2.284 ; 334.672.515 ; 4.610 ; 689.596.946 ; 132 ; 223.173.271 ; 56 ; 123.735.205 ; 188 ; 346.908.476 ; 4.798 ; 1.036.505.422 ;
61;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 909 ; 19.762.885 ; 6.721 ; 206.147.945 ; 4.105 ; 91.710.601 ; 11.040 ; 158.335.909 ; 22.775 ; 475.957.339 ; 6.170 ; 370.079.632 ; 536 ; 117.019.009 ; 6.706 ; 487.098.640 ; 29.481 ; 963.055.980 ;
62;00.416.968;BANCO INTER S.A.; 152 ; 37.618.671 ; 61 ; 42.273.765 ; 156.940 ; 228.247.886 ; 107.788 ; 278.420.297 ; 264.941 ; 586.560.620 ; 118 ; 206.079.666 ; 94 ; 123.030.424 ; 212 ; 329.110.090 ; 265.153 ; 915.670.709 ;
63;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 62.641 ; 271.102.962 ; 101.685 ; 371.367.483 ; 164.326 ; 642.470.444 ; 615 ; 139.970.574 ; 2.190 ; 38.609.174 ; 2.805 ; 178.579.748 ; 167.131 ; 821.050.193 ;
64;60.889.128;BANCO SOFISA S.A.; 1.267 ; 334.523.411 ; 328 ; 44.150.209 ; 110 ; 25.955.436 ; 660 ; 35.960.559 ; 2.365 ; 440.589.614 ; 78 ; 35.135.010 ; 162 ; 296.877.202 ; 240 ; 332.012.213 ; 2.605 ; 772.601.827 ;
65;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 642 ; 15.136.779 ; 5.248 ; 115.396.302 ; 16.980 ; 83.928.535 ; 13.616 ; 178.467.004 ; 36.486 ; 392.928.620 ; 20.805 ; 276.868.266 ; 2.217 ; 82.037.537 ; 23.022 ; 358.905.802 ; 59.508 ; 751.834.422 ;
66;30.723.886;BANCO MODAL S.A.; 57 ; 10.343.250 ; 186 ; 37.322.130 ; 861 ; 234.866.206 ; 1.107 ; 269.004.094 ; 2.211 ; 551.535.680 ; 22 ; 132.970.998 ; 19 ; 60.654.633 ; 41 ; 193.625.631 ; 2.252 ; 745.161.311 ;
67;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 139 ; 101.242.878 ; 172 ; 297.753.977 ; 311 ; 398.996.854 ; 38 ; 255.677.617 ; 20 ; 57.580.000 ; 58 ; 313.257.617 ; 369 ; 712.254.471 ;
68;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 128 ; 33.334.320 ; 85 ; 8.729.213 ; 68 ; 214.642.635 ; 196 ; 63.067.352 ; 477 ; 319.773.520 ; 54 ; 109.598.164 ; 83 ; 271.620.896 ; 137 ; 381.219.061 ; 614 ; 700.992.581 ;
69;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 5.565 ; 59.544.609 ; 27.240 ; 324.928.917 ; 32.805 ; 384.473.526 ; 18.575 ; 288.135.325 ; 5.869 ; 21.785.732 ; 24.444 ; 309.921.057 ; 57.249 ; 694.394.583 ;
70;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 54 ; 306.861.863 ; 14 ; 2.401.169 ; 28 ; 1.713.029 ; 82 ; 22.408.777 ; 178 ; 333.384.838 ; 39 ; 39.157.686 ; 144 ; 314.904.360 ; 183 ; 354.062.046 ; 361 ; 687.446.884 ;
71;62.144.175;BANCO PINE S.A.; 179 ; 153.944.448 ; 1.389 ; 196.443.178 ; 38 ; 13.029.904 ; 267 ; 40.201.793 ; 1.873 ; 403.619.323 ; 31 ; 145.109.948 ; 31 ; 120.160.075 ; 62 ; 265.270.023 ; 1.935 ; 668.889.346 ;
72;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 1.083 ; 24.221.325 ; 8.613 ; 228.476.284 ; 2.659 ; 44.557.848 ; 7.644 ; 82.946.101 ; 19.999 ; 380.201.558 ; 3.419 ; 264.519.229 ; 221 ; 21.941.798 ; 3.640 ; 286.461.027 ; 23.639 ; 666.662.584 ;
73;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 239 ; 192.574.780 ; 325 ; 56.054.177 ; 347 ; 26.205.117 ; 693 ; 44.608.624 ; 1.604 ; 319.442.699 ; 322 ; 116.856.577 ; 246 ; 216.718.870 ; 568 ; 333.575.447 ; 2.172 ; 653.018.145 ;
74;92.894.922;BANCO ORIGINAL S.A.; 7 ; 2.638.931 ; 43 ; 111.257.915 ; 567 ; 132.360.877 ; 1.128 ; 168.017.363 ; 1.745 ; 414.275.086 ; 71 ; 182.479.809 ; 37 ; 50.230.709 ; 108 ; 232.710.518 ; 1.853 ; 646.985.605 ;
75;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.101 ; 26.622.154 ; 6.144 ; 200.129.779 ; 3.719 ; 64.048.169 ; 4.555 ; 66.890.302 ; 15.519 ; 357.690.404 ; 3.211 ; 227.277.467 ; 535 ; 50.912.990 ; 3.746 ; 278.190.457 ; 19.265 ; 635.880.862 ;
76;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 348 ; 7.370.907 ; 1.885 ; 34.455.821 ; 14.828 ; 103.502.066 ; 23.892 ; 241.835.023 ; 40.953 ; 387.163.817 ; 6.780 ; 189.567.672 ; 480 ; 24.187.750 ; 7.260 ; 213.755.422 ; 48.213 ; 600.919.239 ;
