Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em DEZEMBRO / 2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
71;60.889.128;BANCO SOFISA S.A.; 69 ; 12.263.688 ; 39 ; 2.882.809 ; 9 ; 483.023 ; 73 ; 31.029.971 ; 190 ; 46.659.490 ; 6 ; 5.107.679 ; 8 ; 25.084.703 ; 14 ; 30.192.382 ; 204 ; 76.851.872 
72;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 169 ; 3.723.531 ; 937 ; 24.171.065 ; 513 ; 9.590.797 ; 839 ; 11.879.067 ; 2.458 ; 49.364.461 ; 360 ; 24.861.260 ; 18 ; 2.269.842 ; 378 ; 27.131.102 ; 2.836 ; 76.495.562 
73;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.101 ; 1 ; 1.101 ; 40 ; 36.686.564 ; 70 ; 36.695.630 ; 110 ; 73.382.195 ; 111 ; 73.383.296 
74;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 25 ; 410.279 ; 368 ; 7.037.786 ; 463 ; 6.160.788 ; 1.570 ; 15.565.447 ; 2.426 ; 29.174.301 ; 1.435 ; 27.813.597 ; 227 ; 12.249.613 ; 1.662 ; 40.063.210 ; 4.088 ; 69.237.511 
75;15.114.366;BANCO BOCOM BBM S.A.; 18 ; 10.760.271 ; 6 ; 644.946 ; 19 ; 7.645.520 ; 94 ; 5.271.931 ; 137 ; 24.322.668 ; 3 ; 5.145.426 ; 7 ; 37.145.542 ; 10 ; 42.290.968 ; 147 ; 66.613.636 
76;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 93 ; 1.636.141 ; 1.114 ; 23.344.825 ; 279 ; 6.531.374 ; 1.018 ; 8.340.165 ; 2.504 ; 39.852.505 ; 403 ; 24.873.469 ; 12 ; 1.471.095 ; 415 ; 26.344.564 ; 2.919 ; 66.197.069 
77;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 3 ; 152.423 ; 51 ; 22.998.599 ; 80 ; 4.419.676 ; 171 ; 6.659.473 ; 305 ; 34.230.171 ; 47 ; 26.011.392 ; 12 ; 926.000 ; 59 ; 26.937.392 ; 364 ; 61.167.563 
78;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 2 ; 19.000.000 ; 4 ; 1.828.504 ; 2 ; 1.489.897 ; 55 ; 9.190.396 ; 63 ; 31.508.797 ; 9 ; 9.550.000 ; 3 ; 19.000.000 ; 12 ; 28.550.000 ; 75 ; 60.058.797 
79;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 8 ; 6.257.952 ; 18 ; 560.198 ; 28 ; 6.345.262 ; 38 ; 7.194.278 ; 92 ; 20.357.690 ; 19 ; 16.528.807 ; 19 ; 21.351.781 ; 38 ; 37.880.588 ; 130 ; 58.238.278 
80;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 24 ; 453.326 ; 627 ; 16.405.387 ; 350 ; 3.225.390 ; 866 ; 8.239.974 ; 1.867 ; 28.324.077 ; 1.053 ; 23.901.511 ; 147 ; 2.894.951 ; 1.200 ; 26.796.462 ; 3.067 ; 55.120.539 
81;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 10 ; 345.282 ; 78 ; 1.254.993 ; 259 ; 2.471.458 ; 1.470 ; 19.146.915 ; 1.817 ; 23.218.648 ; 788 ; 20.876.630 ; 51 ; 3.565.956 ; 839 ; 24.442.586 ; 2.656 ; 47.661.233 
82;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 124 ; 7.455.898 ; 276 ; 6.916.510 ; 564 ; 2.094.354 ; 1.584 ; 7.906.803 ; 2.548 ; 24.373.565 ; 815 ; 13.312.256 ; 103 ; 8.042.214 ; 918 ; 21.354.470 ; 3.466 ; 45.728.035 
83;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 16 ; 371.523 ; 59 ; 995.167 ; 400 ; 1.501.422 ; 1.435 ; 17.094.003 ; 1.910 ; 19.962.114 ; 1.404 ; 17.230.704 ; 21 ; 972.266 ; 1.425 ; 18.202.970 ; 3.335 ; 38.165.084 
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 14 ; 297.653 ; 605 ; 13.046.811 ; 147 ; 1.213.868 ; 774 ; 5.658.171 ; 1.540 ; 20.216.503 ; 461 ; 17.511.583 ; 9 ; 319.029 ; 470 ; 17.830.612 ; 2.010 ; 38.047.115 
85;61.186.680;BANCO BMG S.A.; 3 ; 5.862.548 ;;; 1 ; 64.391 ; 14 ; 423.788 ; 18 ; 6.350.727 ; 1 ; 10.000.000 ; 3 ; 20.379.959 ; 4 ; 30.379.959 ; 22 ; 36.730.686 
86;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 337 ; 3.225.541 ; 392 ; 6.278.932 ; 729 ; 9.504.474 ; 504 ; 14.558.387 ; 69 ; 11.505.720 ; 573 ; 26.064.108 ; 1.302 ; 35.568.581 
87;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 5 ; 49.401 ; 47 ; 1.125.565 ; 106 ; 598.659 ; 470 ; 15.606.898 ; 628 ; 17.380.523 ; 1.680 ; 17.143.908 ; 36 ; 1.040.579 ; 1.716 ; 18.184.487 ; 2.344 ; 35.565.011 
88;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 394 ; 1.915.466 ; 912 ; 16.237.588 ; 1.306 ; 18.153.054 ; 1.161 ; 13.889.593 ; 16 ; 78.145 ; 1.177 ; 13.967.738 ; 2.483 ; 32.120.793 
89;61.024.352;BANCO INDUSVAL S.A.; 11 ; 2.077.692 ; 20 ; 9.252.874 ; 16 ; 1.916.036 ; 77 ; 4.256.928 ; 124 ; 17.503.531 ; 18 ; 11.928.486 ; 4 ; 2.250.000 ; 22 ; 14.178.486 ; 146 ; 31.682.017 
90;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 10 ; 94.719 ; 617 ; 3.615.527 ; 1.616 ; 14.536.071 ; 2.243 ; 18.246.317 ; 1.424 ; 11.856.658 ; 72 ; 847.669 ; 1.496 ; 12.704.328 ; 3.739 ; 30.950.645 
91;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 4 ; 211.684 ; 17 ; 7.786.116 ; 14 ; 3.593.963 ; 43 ; 1.358.943 ; 78 ; 12.950.706 ; 10 ; 10.804.334 ; 7 ; 5.804.312 ; 17 ; 16.608.646 ; 95 ; 29.559.353 
92;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 348 ; 9.489.136 ; 97 ; 3.118.795 ; 54 ; 334.377 ; 191 ; 917.014 ; 690 ; 13.859.322 ; 18 ; 5.475.274 ; 40 ; 8.706.903 ; 58 ; 14.182.177 ; 748 ; 28.041.500 
93;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 33 ; 469.743 ; 328 ; 6.219.950 ; 189 ; 2.164.487 ; 755 ; 6.718.750 ; 1.305 ; 15.572.930 ; 950 ; 10.977.528 ; 23 ; 665.877 ; 973 ; 11.643.405 ; 2.278 ; 27.216.335 
94;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 16 ; 209.147 ; 287 ; 8.494.820 ; 177 ; 4.853.284 ; 498 ; 3.044.095 ; 978 ; 16.601.346 ; 306 ; 7.986.710 ; 46 ; 1.509.764 ; 352 ; 9.496.474 ; 1.330 ; 26.097.820 
95;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 1 ; 8.220 ; 3 ; 129.738 ; 356 ; 1.858.817 ; 774 ; 12.714.861 ; 1.134 ; 14.711.636 ; 675 ; 11.228.969 ;;; 675 ; 11.228.969 ; 1.809 ; 25.940.605 
96;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 49 ; 1.456.118 ; 124 ; 575.058 ; 557 ; 2.619.825 ; 730 ; 4.651.001 ; 225 ; 11.581.110 ; 55 ; 8.105.610 ; 280 ; 19.686.720 ; 1.010 ; 24.337.720 
97;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 14.112 ; 23 ; 389.012 ; 1.135 ; 1.500.362 ; 2.203 ; 9.111.073 ; 3.362 ; 11.014.559 ; 700 ; 10.674.152 ; 30 ; 2.646.569 ; 730 ; 13.320.720 ; 4.092 ; 24.335.279 
98;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 5 ; 53.178 ; 8 ; 96.185 ; 347 ; 1.556.788 ; 857 ; 4.158.424 ; 1.217 ; 5.864.575 ; 438 ; 9.311.390 ; 70 ; 6.680.309 ; 508 ; 15.991.699 ; 1.725 ; 21.856.274 
99;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 23 ; 372.123 ; 185 ; 4.314.646 ; 196 ; 1.773.400 ; 778 ; 5.940.872 ; 1.182 ; 12.401.042 ; 553 ; 7.925.475 ; 70 ; 1.362.512 ; 623 ; 9.287.987 ; 1.805 ; 21.689.029 
100;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 13 ; 196.557 ; 24 ; 400.650 ; 138 ; 1.557.749 ; 365 ; 4.272.940 ; 540 ; 6.427.896 ; 294 ; 8.560.474 ; 55 ; 5.655.711 ; 349 ; 14.216.185 ; 889 ; 20.644.081 
101;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 5 ; 29.664 ; 68 ; 1.076.161 ; 69 ; 799.778 ; 654 ; 5.358.518 ; 796 ; 7.264.121 ; 833 ; 9.079.578 ; 218 ; 3.464.807 ; 1.051 ; 12.544.385 ; 1.847 ; 19.808.506 
102;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 3 ; 44.000 ;;; 1.062 ; 604.872 ; 1.354 ; 1.956.671 ; 2.419 ; 2.605.544 ; 89 ; 9.147.288 ; 61 ; 7.838.216 ; 150 ; 16.985.504 ; 2.569 ; 19.591.048 
103;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 163 ; 1.079.400 ; 494 ; 5.752.913 ; 657 ; 6.832.313 ; 660 ; 8.267.363 ; 46 ; 3.589.359 ; 706 ; 11.856.723 ; 1.363 ; 18.689.035 
104;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 3 ; 10.730 ; 47 ; 1.580.875 ; 395 ; 9.038.191 ; 445 ; 10.629.796 ; 17 ; 7.620.464 ; 3 ; 1.918 ; 20 ; 7.622.381 ; 465 ; 18.252.177 
105;04.902.979;BANCO DA AMAZONIA S.A.; 42 ; 4.814.613 ; 7 ; 783.544 ; 14 ; 177.128 ; 84 ; 3.312.096 ; 147 ; 9.087.380 ; 16 ; 3.466.000 ; 19 ; 4.525.577 ; 35 ; 7.991.577 ; 182 ; 17.078.957 
106;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 48 ; 768.706 ; 458 ; 7.141.791 ; 506 ; 7.910.497 ; 432 ; 7.226.373 ; 50 ; 786.744 ; 482 ; 8.013.118 ; 988 ; 15.923.614 
107;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 26.945 ; 50 ; 1.073.647 ; 124 ; 5.042.390 ; 331 ; 6.225.082 ; 506 ; 12.368.063 ; 119 ; 2.819.471 ; 23 ; 584.806 ; 142 ; 3.404.277 ; 648 ; 15.772.340 
108;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 2 ; 21.522 ; 130 ; 4.542.303 ; 65 ; 779.479 ; 335 ; 1.947.582 ; 532 ; 7.290.885 ; 333 ; 6.449.197 ; 43 ; 714.678 ; 376 ; 7.163.875 ; 908 ; 14.454.760 
109;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 48 ; 65.662 ; 84 ; 7.036.639 ; 132 ; 7.102.301 ; 421 ; 7.013.498 ; 3 ; 42.324 ; 424 ; 7.055.822 ; 556 ; 14.158.123 
110;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 3 ; 11.297 ; 156 ; 674.245 ; 800 ; 6.848.951 ; 959 ; 7.534.492 ; 499 ; 6.549.964 ; 1 ; 6.831 ; 500 ; 6.556.795 ; 1.459 ; 14.091.288 
111;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 19 ; 254.920 ; 72 ; 1.875.320 ; 246 ; 1.850.766 ; 517 ; 4.130.811 ; 854 ; 8.111.816 ; 424 ; 4.683.295 ; 75 ; 810.608 ; 499 ; 5.493.903 ; 1.353 ; 13.605.720 
112;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 1 ; 4.940 ; 118 ; 3.009.777 ; 64 ; 408.280 ; 162 ; 1.734.760 ; 345 ; 5.157.757 ; 215 ; 6.330.759 ; 31 ; 1.999.621 ; 246 ; 8.330.379 ; 591 ; 13.488.136 
113;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 1 ; 6.762 ; 95 ; 1.264.236 ; 6 ; 39.382 ; 279 ; 5.214.493 ; 381 ; 6.524.872 ; 303 ; 6.472.214 ; 5 ; 41.932 ; 308 ; 6.514.145 ; 689 ; 13.039.018 
114;00.416.968;BANCO INTER S.A.; 3 ; 19.510 ; 96 ; 1.854.336 ; 332 ; 1.262.987 ; 352 ; 3.126.545 ; 783 ; 6.263.378 ; 117 ; 5.291.045 ; 84 ; 1.274.284 ; 201 ; 6.565.329 ; 984 ; 12.828.707 
115;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 9.080 ; 66 ; 1.845.384 ; 71 ; 380.822 ; 596 ; 3.842.406 ; 734 ; 6.077.692 ; 1.376 ; 5.689.785 ; 18 ; 386.043 ; 1.394 ; 6.075.828 ; 2.128 ; 12.153.520 
116;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 29.400 ; 79 ; 223.185 ; 318 ; 5.669.961 ; 398 ; 5.922.546 ; 533 ; 5.504.875 ; 5 ; 44.048 ; 538 ; 5.548.922 ; 936 ; 11.471.468 
117;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 14 ; 217.049 ; 245 ; 1.580.530 ; 520 ; 4.871.232 ; 779 ; 6.668.811 ; 164 ; 3.327.041 ; 7 ; 28.326 ; 171 ; 3.355.368 ; 950 ; 10.024.178 
118;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 8 ; 18.249 ; 60 ; 656.114 ; 167 ; 589.034 ; 508 ; 3.548.300 ; 743 ; 4.811.697 ; 358 ; 3.635.868 ; 6 ; 44.092 ; 364 ; 3.679.960 ; 1.107 ; 8.491.657 
119;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 6 ; 220.614 ; 17 ; 245.473 ; 62 ; 1.013.960 ; 320 ; 3.303.287 ; 405 ; 4.783.334 ; 175 ; 2.788.723 ; 23 ; 473.908 ; 198 ; 3.262.631 ; 603 ; 8.045.965 
120;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;;; 58 ; 1.325.184 ; 7 ; 16.547 ; 495 ; 2.475.466 ; 560 ; 3.817.198 ; 515 ; 3.793.634 ; 2 ; 12.678 ; 517 ; 3.806.312 ; 1.077 ; 7.623.509 
121;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;; 1 ; 21.389 ; 132 ; 548.783 ; 444 ; 3.632.594 ; 577 ; 4.202.767 ; 182 ; 3.198.276 ; 3 ; 67.756 ; 185 ; 3.266.032 ; 762 ; 7.468.799 
122;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 11 ; 401.921 ; 8 ; 302.539 ; 88 ; 2.697.395 ; 107 ; 3.401.855 ; 260 ; 3.066.080 ; 6 ; 271.829 ; 266 ; 3.337.909 ; 373 ; 6.739.764 
123;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 51 ; 126.929 ; 173 ; 1.850.903 ; 224 ; 1.977.832 ; 189 ; 2.894.001 ; 35 ; 1.171.962 ; 224 ; 4.065.963 ; 448 ; 6.043.794 
124;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 2 ; 637.773 ; 3 ; 1.425.298 ; 12 ; 236.117 ; 17 ; 2.299.189 ; 3 ; 1.855.000 ; 1 ; 1.360.555 ; 4 ; 3.215.555 ; 21 ; 5.514.744 
125;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 105 ; 364.986 ; 319 ; 2.466.959 ; 424 ; 2.831.945 ; 304 ; 2.102.485 ; 1 ; 5.176 ; 305 ; 2.107.661 ; 729 ; 4.939.605 
126;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 158 ; 1.281.789 ; 333 ; 2.435.430 ; 491 ; 3.717.219 ; 162 ; 1.165.111 ; 1 ; 10.000 ; 163 ; 1.175.111 ; 654 ; 4.892.331 
127;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 46 ; 2.177.472 ;;; 16 ; 41.762 ; 140 ; 284.351 ; 202 ; 2.503.585 ; 11 ; 222.569 ; 24 ; 2.080.831 ; 35 ; 2.303.400 ; 237 ; 4.806.985 
128;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 19.160 ; 115 ; 227.506 ; 1.351 ; 2.166.379 ; 1.467 ; 2.413.044 ; 533 ; 2.141.594 ; 3 ; 153.000 ; 536 ; 2.294.594 ; 2.003 ; 4.707.638 
129;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 122 ; 704.912 ; 290 ; 2.275.200 ; 412 ; 2.980.111 ; 119 ; 1.568.639 ;;; 119 ; 1.568.639 ; 531 ; 4.548.750 
130;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 2 ; 19.270 ; 3 ; 34.875 ; 153 ; 317.660 ; 300 ; 2.050.194 ; 458 ; 2.421.999 ; 321 ; 1.808.261 ; 58 ; 273.713 ; 379 ; 2.081.975 ; 837 ; 4.503.974 
131;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 14 ; 67.100 ; 20 ; 364.685 ; 124 ; 1.334.587 ; 479 ; 1.030.443 ; 637 ; 2.796.815 ; 89 ; 810.431 ; 19 ; 832.500 ; 108 ; 1.642.931 ; 745 ; 4.439.746 
132;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 454 ; 403.907 ; 778 ; 2.218.416 ; 1.232 ; 2.622.322 ; 145 ; 1.537.726 ;;; 145 ; 1.537.726 ; 1.377 ; 4.160.048 
133;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 3 ; 65.994 ; 43 ; 1.121.064 ; 26 ; 679.104 ; 51 ; 669.658 ; 123 ; 2.535.820 ; 43 ; 1.293.222 ; 15 ; 248.507 ; 58 ; 1.541.730 ; 181 ; 4.077.550 
134;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 38 ; 129.639 ; 355 ; 1.920.928 ; 393 ; 2.050.567 ; 467 ; 1.865.892 ; 6 ; 76.746 ; 473 ; 1.942.638 ; 866 ; 3.993.206 
135;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 146 ; 462.171 ; 371 ; 1.866.309 ; 517 ; 2.328.479 ; 157 ; 1.451.833 ;;; 157 ; 1.451.833 ; 674 ; 3.780.312 
136;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 87 ; 558.367 ; 204 ; 1.803.466 ; 291 ; 2.361.833 ; 53 ; 1.349.210 ; 1 ; 45.540 ; 54 ; 1.394.750 ; 345 ; 3.756.583 
137;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 312 ; 1.879.856 ; 245 ; 1.749.402 ; 557 ; 3.629.258 ; 9 ; 19.035 ; 1 ; 70.000 ; 10 ; 89.035 ; 567 ; 3.718.293 
138;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 3 ; 7.920 ; 17 ; 318.656 ; 34 ; 1.019.054 ; 78 ; 487.471 ; 132 ; 1.833.101 ; 97 ; 825.062 ; 29 ; 1.046.949 ; 126 ; 1.872.012 ; 258 ; 3.705.113 
139;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 20 ; 600.141 ; 22 ; 853.371 ; 65 ; 395.259 ; 107 ; 1.848.772 ; 76 ; 999.049 ; 17 ; 851.721 ; 93 ; 1.850.771 ; 200 ; 3.699.542 
140;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 5 ; 61.250 ; 17 ; 196.535 ; 379 ; 1.615.706 ; 401 ; 1.873.492 ; 319 ; 1.601.575 ; 5 ; 121.025 ; 324 ; 1.722.599 ; 725 ; 3.596.091 
141;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 5 ; 312.434 ; 47 ; 432.612 ; 115 ; 1.105.523 ; 167 ; 1.850.570 ; 99 ; 1.351.791 ; 30 ; 362.396 ; 129 ; 1.714.187 ; 296 ; 3.564.757 
142;33.042.151;BANCO DE LA NACION ARGENTINA; 4 ; 1.418.350 ;;; 382 ; 335.302 ; 76 ; 72.901 ; 462 ; 1.826.553 ;;; 7 ; 1.655.000 ; 7 ; 1.655.000 ; 469 ; 3.481.553 
143;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 5 ; 181.645 ; 71 ; 1.014.964 ; 6 ; 47.552 ; 71 ; 357.904 ; 153 ; 1.602.065 ; 115 ; 1.379.322 ; 9 ; 229.178 ; 124 ; 1.608.499 ; 277 ; 3.210.564 
144;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 28 ; 467.553 ; 18 ; 112.051 ; 327 ; 921.027 ; 373 ; 1.500.631 ; 189 ; 1.495.983 ; 3 ; 86.895 ; 192 ; 1.582.878 ; 565 ; 3.083.510 
145;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 12.264 ; 264 ; 128.594 ; 1.474 ; 1.493.559 ; 1.739 ; 1.634.417 ; 145 ; 1.402.153 ;;; 145 ; 1.402.153 ; 1.884 ; 3.036.569 
146;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 2 ; 354.450 ; 1 ; 52 ; 3 ; 354.502 ;;; 2 ; 1.750.000 ; 2 ; 1.750.000 ; 5 ; 2.104.502 
147;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; 1 ; 556 ; 1 ; 100.000 ; 37 ; 54.089 ; 157 ; 946.241 ; 196 ; 1.100.885 ; 150 ; 973.916 ; 1 ; 300 ; 151 ; 974.216 ; 347 ; 2.075.101 
148;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 50 ; 38.183 ; 539 ; 926.548 ; 589 ; 964.731 ; 100 ; 895.162 ;;; 100 ; 895.162 ; 689 ; 1.859.893 
149;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 18 ; 329.323 ; 18 ; 331.350 ; 2 ; 62.035 ; 41 ; 148.604 ; 79 ; 871.311 ; 34 ; 481.344 ; 20 ; 391.357 ; 54 ; 872.701 ; 133 ; 1.744.013 
150;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 26 ; 21.454 ; 216 ; 827.532 ; 242 ; 848.986 ; 213 ; 800.789 ; 4 ; 6.571 ; 217 ; 807.360 ; 459 ; 1.656.346 
151;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 2 ; 27.022 ; 39 ; 10.641 ; 55 ; 559.738 ; 96 ; 597.400 ; 10 ; 729.224 ; 2 ; 2.393 ; 12 ; 731.617 ; 108 ; 1.329.018 
152;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 69 ; 44.666 ; 299 ; 629.530 ; 368 ; 674.196 ; 69 ; 502.564 ;;; 69 ; 502.564 ; 437 ; 1.176.760 
153;61.033.106;BANCO CREFISA S.A.;;;;; 24 ; 519.281 ; 9 ; 61.227 ; 33 ; 580.507 ;;; 3 ; 455.000 ; 3 ; 455.000 ; 36 ; 1.035.507 
154;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 2 ; 1.569 ; 126 ; 373.015 ; 128 ; 374.585 ; 143 ; 360.638 ; 3 ; 3.739 ; 146 ; 364.377 ; 274 ; 738.961 
155;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 47 ; 51.432 ; 109 ; 345.259 ; 156 ; 396.691 ; 34 ; 285.135 ;;; 34 ; 285.135 ; 190 ; 681.826 
156;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 1 ; 12.607 ; 89 ; 332.663 ; 90 ; 345.270 ; 102 ; 311.887 ;;; 102 ; 311.887 ; 192 ; 657.157 
157;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 5 ; 26.090 ; 85 ; 265.729 ; 90 ; 291.819 ; 28 ; 262.438 ; 1 ; 19.209 ; 29 ; 281.647 ; 119 ; 573.466 
158;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA;;;;; 3 ; 514 ; 91 ; 228.866 ; 94 ; 229.380 ; 70 ; 226.480 ; 3 ; 20.008 ; 73 ; 246.488 ; 167 ; 475.868 
159;59.285.411;BANCO PAN S.A.;;;;; 7 ; 30.144 ; 27 ; 397.557 ; 34 ; 427.701 ;;;;; -   ; -   ; 34 ; 427.701 
160;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 28 ; 20.251 ; 115 ; 212.708 ; 143 ; 232.959 ; 47 ; 192.816 ;;; 47 ; 192.816 ; 190 ; 425.776 
161;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 104 ; 121.908 ; 133 ; 189.674 ; 237 ; 311.583 ; 11 ; 67.487 ;;; 11 ; 67.487 ; 248 ; 379.070 
162;30.183.111;TURMA CORRETORA DE CÂMBIO LTDA;;;;; 164 ; 77.487 ; 174 ; 95.942 ; 338 ; 173.429 ; 1 ; 5.642 ;;; 1 ; 5.642 ; 339 ; 179.071 
