Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em MAIO / 2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
65;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 11 ; 800.150 ; 75 ; 7.426.611 ; 7.643 ; 15.486.737 ; 15.151 ; 35.617.740 ; 22.880 ; 59.331.238 ; 4.078 ; 44.547.103 ; 410 ; 17.734.591 ; 4.488 ; 62.281.694 ; 27.368 ; 121.612.933 ;;
66;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; -   ; -   ; 6 ; 220.076 ; 4 ; 5.159.162 ; 50 ; 55.596.101 ; 60 ; 60.975.340 ; 4 ; 55.000.000 ; 1 ; 5.000.000 ; 5 ; 60.000.000 ; 65 ; 120.975.340 ;;
67;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 6 ; 595.220 ; 26 ; 2.469.881 ; 15.179 ; 18.136.756 ; 59.104 ; 45.694.313 ; 74.315 ; 66.896.169 ; 1.153 ; 34.315.856 ; 61 ; 4.812.459 ; 1.214 ; 39.128.315 ; 75.529 ; 106.024.484 ;;
68;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 148 ; 4.364.623 ; 948 ; 30.595.775 ; 549 ; 7.890.983 ; 1.260 ; 13.950.106 ; 2.905 ; 56.801.487 ; 487 ; 39.902.433 ; 82 ; 7.608.979 ; 569 ; 47.511.412 ; 3.474 ; 104.312.899 ;;
69;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 4 ; 289.940 ; 45 ; 1.341.381 ; 6.514 ; 3.835.003 ; 10.409 ; 22.829.984 ; 16.972 ; 28.296.307 ; 2.060 ; 47.028.558 ; 140 ; 26.604.281 ; 2.200 ; 73.632.839 ; 19.172 ; 101.929.146 ;;
70;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 18 ; 1.812.887 ; 182 ; 18.686.162 ; 584 ; 9.370.274 ; 2.277 ; 26.610.047 ; 3.061 ; 56.479.370 ; 440 ; 38.060.681 ; 47 ; 4.201.870 ; 487 ; 42.262.551 ; 3.548 ; 98.741.921 ;;
71;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 35 ; 25.760.691 ; 18 ; 14.791.804 ; 16 ; 334.839 ; 34 ; 6.267.529 ; 103 ; 47.154.864 ; 13 ; 22.041.798 ; 18 ; 26.950.890 ; 31 ; 48.992.688 ; 134 ; 96.147.552 ;;
72;03.609.817;BANCO CARGILL S.A.; 1 ; 8.661 ; -   ; -   ; 10 ; 26.337.641 ; 45 ; 13.408.390 ; 56 ; 39.754.693 ; 1 ; 5.000.000 ; 1 ; 50.000.000 ; 2 ; 55.000.000 ; 58 ; 94.754.693 ;;
73;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; -   ; -   ; 1 ; 11.761 ; 28.179 ; 11.266.081 ; 57.738 ; 43.511.410 ; 85.918 ; 54.789.251 ; 2.723 ; 35.655.589 ; 974 ; 2.885.261 ; 3.697 ; 38.540.850 ; 89.615 ; 93.330.101 ;;
74;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 33 ; 27.199.516 ; 67 ; 10.174.699 ; 40 ; 228.172 ; 117 ; 6.325.963 ; 257 ; 43.928.350 ; 61 ; 12.862.653 ; 36 ; 34.136.132 ; 97 ; 46.998.785 ; 354 ; 90.927.135 ;;
75;30.723.886;BANCO MODAL S.A.; 1 ; 52.420 ; 1 ; 47.736 ; 146 ; 34.715.344 ; 126 ; 23.411.406 ; 274 ; 58.226.907 ; 1 ; 8.818.400 ; 2 ; 15.000.000 ; 3 ; 23.818.400 ; 277 ; 82.045.307 ;;
76;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 18 ; 2.815.108 ; 21 ; 5.412.795 ; 236 ; 19.074.460 ; 573 ; 21.138.891 ; 848 ; 48.441.253 ; 121 ; 13.835.379 ; 71 ; 9.110.290 ; 192 ; 22.945.669 ; 1.040 ; 71.386.922 ;;
77;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 6 ; 734.297 ; 118 ; 12.664.759 ; 260 ; 3.068.248 ; 1.392 ; 16.901.884 ; 1.776 ; 33.369.188 ; 1.051 ; 29.424.921 ; 169 ; 3.659.545 ; 1.220 ; 33.084.466 ; 2.996 ; 66.453.654 ;;
78;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 16 ; 1.697.131 ; 13 ; 351.745 ; 1 ; 82.000 ; 44 ; 24.885.332 ; 74 ; 27.016.208 ; 4 ; 33.000.000 ; 1 ; 2.500.000 ; 5 ; 35.500.000 ; 79 ; 62.516.208 ;;
79;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 403.496 ; 192 ; 19.579.222 ; 48 ; 602.724 ; 318 ; 5.272.368 ; 561 ; 25.857.810 ; 492 ; 25.883.069 ; 70 ; 2.037.664 ; 562 ; 27.920.733 ; 1.123 ; 53.778.542 ;;
80;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 5 ; 139.232 ; 74 ; 5.211.583 ; 397 ; 5.210.698 ; 652 ; 15.196.724 ; 1.128 ; 25.758.236 ; 601 ; 20.806.651 ; 198 ; 5.750.827 ; 799 ; 26.557.478 ; 1.927 ; 52.315.714 ;;
81;61.186.680;BANCO BMG S.A.; 4 ; 7.326.583 ; -   ; -   ; 8 ; 4.051.239 ; 59 ; 2.304.817 ; 71 ; 13.682.639 ; 1 ; 20.000.000 ; 2 ; 15.012.000 ; 3 ; 35.012.000 ; 74 ; 48.694.639 ;;
82;02.318.507;BANCO KEB HANA DO BRASIL S.A.; -   ; -   ; 23 ; 11.091.203 ; 72 ; 6.958.829 ; 139 ; 12.632.470 ; 234 ; 30.682.501 ; 55 ; 16.998.955 ; 3 ; 231.600 ; 58 ; 17.230.555 ; 292 ; 47.913.056 ;;
83;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 54 ; 8.048.118 ; 48 ; 4.688.769 ; 697 ; 3.083.333 ; 3.595 ; 10.391.346 ; 4.394 ; 26.211.566 ; 923 ; 12.651.687 ; 105 ; 8.677.270 ; 1.028 ; 21.328.957 ; 5.422 ; 47.540.523 ;;
84;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 51 ; 6.683.562 ; 27 ; 3.963.779 ; 262 ; 6.075.039 ; 261 ; 15.259.298 ; 601 ; 31.981.678 ; 10 ; 9.733.600 ; -   ; -   ; 10 ; 9.733.600 ; 611 ; 41.715.278 ;;
85;92.894.922;BANCO ORIGINAL S.A.; 2 ; 879.153 ; -   ; -   ; 78 ; 328.636 ; 138 ; 18.052.888 ; 218 ; 19.260.678 ; 4 ; 20.004.537 ; 2 ; 4.560 ; 6 ; 20.009.097 ; 224 ; 39.269.774 ;;
86;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; -   ; -   ; -   ; -   ; 1.785 ; 1.617.736 ; 3.474 ; 4.720.622 ; 5.259 ; 6.338.358 ; 1.132 ; 17.966.560 ; 107 ; 14.860.630 ; 1.239 ; 32.827.190 ; 6.498 ; 39.165.548 ;;
87;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 24 ; 32.969.038 ; -   ; -   ; 27 ; 5.949.631 ; 1 ; 1.010 ; 52 ; 38.919.679 ; -   ; -   ; 1 ; 164.445 ; 1 ; 164.445 ; 53 ; 39.084.124 ;;
88;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 5 ; 328.595 ; 54 ; 6.406.431 ; 170 ; 1.884.706 ; 1.347 ; 11.270.854 ; 1.576 ; 19.890.586 ; 825 ; 16.811.514 ; 209 ; 1.344.026 ; 1.034 ; 18.155.540 ; 2.610 ; 38.046.126 ;;
89;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 5 ; 233.153 ; 193 ; 8.258.772 ; 184 ; 2.046.684 ; 965 ; 7.956.272 ; 1.347 ; 18.494.881 ; 304 ; 15.254.562 ; 21 ; 1.319.812 ; 325 ; 16.574.374 ; 1.672 ; 35.069.255 ;;
90;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 3 ; 167.323 ; 43 ; 3.543.504 ; 103 ; 4.592.358 ; 157 ; 9.303.902 ; 306 ; 17.607.087 ; 68 ; 11.111.100 ; 30 ; 3.036.000 ; 98 ; 14.147.100 ; 404 ; 31.754.187 ;;
91;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 7 ; 16.022.629 ; -   ; -   ; 7 ; 2.117 ; 14 ; 16.024.746 ; 8 ; 15.048.611 ; 1 ; 18.000 ; 9 ; 15.066.611 ; 23 ; 31.091.357 ;;
92;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 5 ; 162.233 ; 65 ; 4.493.671 ; 108 ; 798.262 ; 492 ; 8.629.341 ; 670 ; 14.083.507 ; 502 ; 13.361.043 ; 131 ; 1.214.851 ; 633 ; 14.575.894 ; 1.303 ; 28.659.401 ;;
93;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 4 ; 457.545 ; 171 ; 3.121.080 ; 83 ; 606.890 ; 202 ; 8.923.818 ; 460 ; 13.109.333 ; 252 ; 12.077.630 ; 56 ; 1.103.899 ; 308 ; 13.181.530 ; 768 ; 26.290.863 ;;
94;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 4 ; 90.062 ; 159 ; 8.642.615 ; 70 ; 959.888 ; 544 ; 3.107.354 ; 777 ; 12.799.920 ; 374 ; 11.675.332 ; 43 ; 970.297 ; 417 ; 12.645.629 ; 1.194 ; 25.445.549 ;;
95;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 9 ; 7.876.501 ; -   ; -   ; 8 ; 72.404 ; 82 ; 5.408.804 ; 99 ; 13.357.709 ; 3 ; 6.270.675 ; 2 ; 5.269.800 ; 5 ; 11.540.475 ; 104 ; 24.898.184 ;;
96;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 2 ; 71.550 ; 1.093 ; 917.606 ; 2.914 ; 3.306.959 ; 4.009 ; 4.296.115 ; 554 ; 11.282.411 ; 76 ; 8.819.873 ; 630 ; 20.102.284 ; 4.639 ; 24.398.399 ;;
97;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 14.699 ; 3.448.417 ; 16.824 ; 8.900.497 ; 31.523 ; 12.348.914 ; 562 ; 7.538.550 ; 14 ; 2.037.271 ; 576 ; 9.575.821 ; 32.099 ; 21.924.735 ;;
98;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 9 ; 587.406 ; 3.379 ; 3.349.943 ; 6.285 ; 7.735.280 ; 9.673 ; 11.672.629 ; 936 ; 7.138.955 ; 148 ; 2.150.979 ; 1.084 ; 9.289.935 ; 10.757 ; 20.962.564 ;;
99;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 76 ; 2.400.492 ; 1.398 ; 1.863.303 ; 3.370 ; 5.162.067 ; 4.844 ; 9.425.862 ; 935 ; 7.839.433 ; 48 ; 2.072.538 ; 983 ; 9.911.970 ; 5.827 ; 19.337.833 ;;
100;00.795.423;BANCO SEMEAR S.A.; 1 ; 9.940 ; 53 ; 2.212.530 ; 21 ; 6.554.267 ; 79 ; 1.697.173 ; 154 ; 10.473.910 ; 13 ; 2.373.814 ; 9 ; 6.380.287 ; 22 ; 8.754.101 ; 176 ; 19.228.010 ;;
101;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 58 ; 6.148.592 ; 6 ; 1.729.263 ; 24 ; 192.273 ; 125 ; 417.012 ; 213 ; 8.487.139 ; 6 ; 3.070.000 ; 18 ; 7.030.000 ; 24 ; 10.100.000 ; 237 ; 18.587.139 ;;
102;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 11 ; 2.545.196 ; 55 ; 2.688.379 ; 36 ; 975.410 ; 54 ; 1.866.716 ; 156 ; 8.075.701 ; 93 ; 4.603.333 ; 39 ; 3.568.845 ; 132 ; 8.172.178 ; 288 ; 16.247.880 ;;
103;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 3 ; 238.849 ; 3 ; 215.903 ; 180 ; 5.029.938 ; 319 ; 5.866.078 ; 505 ; 11.350.769 ; 132 ; 2.643.045 ; 59 ; 1.828.601 ; 191 ; 4.471.645 ; 696 ; 15.822.414 ;;
104;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.110 ; 505.261 ; 865 ; 733.047 ; 1.975 ; 1.238.309 ; 65 ; 6.949.308 ; 45 ; 6.698.458 ; 110 ; 13.647.765 ; 2.085 ; 14.886.074 ;;
105;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 2 ; 172.307 ; 6.091 ; 2.963.266 ; 8.941 ; 7.067.452 ; 15.034 ; 10.203.024 ; 1.113 ; 4.357.739 ; 1 ; 862 ; 1.114 ; 4.358.600 ; 16.148 ; 14.561.624 ;;
106;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 20 ; 327.445 ; 1.829 ; 1.392.896 ; 5.354 ; 6.024.757 ; 7.203 ; 7.745.098 ; 804 ; 5.604.888 ; 72 ; 631.844 ; 876 ; 6.236.733 ; 8.079 ; 13.981.831 ;;
107;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 8 ; 150.465 ; 66 ; 1.265.355 ; 180 ; 2.308.011 ; 765 ; 3.736.572 ; 1.019 ; 7.460.403 ; 277 ; 4.427.173 ; 111 ; 1.885.649 ; 388 ; 6.312.822 ; 1.407 ; 13.773.225 ;;
108;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 1 ; 236.091 ; 9 ; 848.907 ; 113 ; 4.067.560 ; 534 ; 2.199.317 ; 657 ; 7.351.875 ; 120 ; 2.134.390 ; 152 ; 3.423.599 ; 272 ; 5.557.989 ; 929 ; 12.909.864 ;;
109;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 26 ; 641.109 ; 79 ; 2.249.098 ; 3.450 ; 1.432.566 ; 4.041 ; 2.865.391 ; 7.596 ; 7.188.163 ; 252 ; 3.956.909 ; 36 ; 893.796 ; 288 ; 4.850.705 ; 7.884 ; 12.038.868 ;;
110;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 95 ; 313.766 ; 39 ; 759.388 ; 368 ; 4.109.069 ; 450 ; 1.839.292 ; 952 ; 7.021.515 ; 81 ; 830.987 ; 41 ; 2.716.114 ; 122 ; 3.547.101 ; 1.074 ; 10.568.616 ;;
111;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 4 ; 601.411 ; 270 ; 2.540.879 ; 948 ; 4.000.385 ; 1.222 ; 7.142.676 ; 159 ; 2.191.832 ; 2 ; 132.376 ; 161 ; 2.324.208 ; 1.383 ; 9.466.884 ;;
112;54.403.563;BANCO ARBI S.A.; 3 ; 25.851 ; 20 ; 3.096.012 ; 2 ; 9.480 ; 12 ; 822.276 ; 37 ; 3.953.618 ; 9 ; 3.906.465 ; -   ; -   ; 9 ; 3.906.465 ; 46 ; 7.860.083 ;;
113;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 4 ; 43.726 ; 18 ; 559.322 ; 2.469 ; 1.129.447 ; 3.769 ; 2.397.063 ; 6.260 ; 4.129.558 ; 173 ; 1.797.069 ; 8 ; 244.808 ; 181 ; 2.041.877 ; 6.441 ; 6.171.435 ;;
114;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 35.725 ; 51 ; 854.946 ; 263 ; 235.745 ; 879 ; 1.776.140 ; 1.194 ; 2.902.555 ; 245 ; 2.783.894 ; 23 ; 418.181 ; 268 ; 3.202.075 ; 1.462 ; 6.104.630 ;;
115;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 67.568 ; 204 ; 555.183 ; 991 ; 2.415.729 ; 1.196 ; 3.038.480 ; 321 ; 2.438.237 ; 26 ; 505.789 ; 347 ; 2.944.026 ; 1.543 ; 5.982.506 ;;
116;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 51 ; 204.485 ; 61 ; 123.943 ; 112 ; 328.429 ; 9 ; 2.703.480 ; 8 ; 2.830.800 ; 17 ; 5.534.280 ; 129 ; 5.862.708 ;;
117;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 5 ; 47.420 ; 10 ; 5.449.346 ; 15 ; 5.496.766 ; -   ; -   ; -   ; -   ; -   ; -   ; 15 ; 5.496.766 ;;
118;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 1 ; 168.787 ; 5 ; 490.140 ; 40 ; 576.209 ; 42 ; 971.240 ; 88 ; 2.206.375 ; 100 ; 1.805.028 ; 84 ; 1.087.447 ; 184 ; 2.892.475 ; 272 ; 5.098.850 ;;
119;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 12 ; 456.216 ; 56 ; 848.795 ; 167 ; 445.988 ; 612 ; 753.695 ; 847 ; 2.504.695 ; 193 ; 1.648.950 ; 36 ; 943.500 ; 229 ; 2.592.451 ; 1.076 ; 5.097.145 ;;
120;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 22 ; 66.644 ; 34 ; 327.793 ; 1.030 ; 497.272 ; 1.736 ; 2.084.192 ; 2.822 ; 2.975.900 ; 194 ; 1.968.269 ; 11 ; 96.805 ; 205 ; 2.065.074 ; 3.027 ; 5.040.975 ;;
121;00.000.208;BRB - BANCO DE BRASILIA S.A.; -   ; -   ; -   ; -   ; 44 ; 266.617 ; 308 ; 2.347.494 ; 352 ; 2.614.111 ; 6 ; 2.087.629 ; 1 ; 23.743 ; 7 ; 2.111.372 ; 359 ; 4.725.483 ;;
122;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 10 ; 1.885.570 ; -   ; -   ; 14 ; 9.368 ; 15 ; 38.478 ; 39 ; 1.933.416 ; -   ; -   ; 3 ; 2.500.000 ; 3 ; 2.500.000 ; 42 ; 4.433.416 ;;
123;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 8.196 ; 13 ; 36.719 ; 366 ; 2.189.109 ; 380 ; 2.234.024 ; 315 ; 2.169.302 ; 4 ; 8.716 ; 319 ; 2.178.018 ; 699 ; 4.412.043 ;;
124;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 17 ; 1.154.594 ; 3 ; 259.434 ; 54 ; 572.451 ; 33 ; 139.359 ; 107 ; 2.125.838 ; 23 ; 392.403 ; 67 ; 1.723.945 ; 90 ; 2.116.348 ; 197 ; 4.242.185 ;;
125;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 473 ; 357.104 ; 2.062 ; 2.118.281 ; 2.535 ; 2.475.385 ; 185 ; 1.758.020 ; 3 ; 3.480 ; 188 ; 1.761.500 ; 2.723 ; 4.236.885 ;;
126;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 32 ; 435.294 ; 794 ; 1.713.459 ; 826 ; 2.148.753 ; 405 ; 1.618.736 ; 9 ; 344.522 ; 414 ; 1.963.258 ; 1.240 ; 4.112.011 ;;
127;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 5 ; 195.132 ; 30 ; 1.043.379 ; 14 ; 217.651 ; 45 ; 690.137 ; 94 ; 2.146.299 ; 40 ; 1.589.114 ; 8 ; 268.317 ; 48 ; 1.857.431 ; 142 ; 4.003.730 ;;
128;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; 3 ; 674.654 ; 5 ; 441.774 ; 14 ; 288.420 ; 61 ; 539.227 ; 83 ; 1.944.075 ; 54 ; 992.372 ; 14 ; 974.449 ; 68 ; 1.966.820 ; 151 ; 3.910.896 ;;
129;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.488 ; 591.330 ; 2.603 ; 1.826.938 ; 4.091 ; 2.418.268 ; 131 ; 1.339.299 ; 2 ; 13.000 ; 133 ; 1.352.299 ; 4.224 ; 3.770.568 ;;
130;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; 5 ; 371.749 ; 22 ; 98.455 ; 193 ; 1.402.890 ; 220 ; 1.873.094 ; 181 ; 1.772.610 ; 9 ; 96.425 ; 190 ; 1.869.035 ; 410 ; 3.742.129 ;;
131;33.042.151;BANCO DE LA NACION ARGENTINA; 1 ; 1.400.000 ; 1 ; 41.362 ; 474 ; 318.012 ; 36 ; 36.845 ; 512 ; 1.796.219 ; 1 ; 42.536 ; 3 ; 1.792.880 ; 4 ; 1.835.416 ; 516 ; 3.631.635 ;;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 2 ; 164.557 ; -   ; -   ; 200 ; 198.601 ; 1.201 ; 1.595.914 ; 1.403 ; 1.959.072 ; 176 ; 1.410.450 ; 5 ; 178.623 ; 181 ; 1.589.073 ; 1.584 ; 3.548.145 ;;
133;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 154 ; 114.602 ; 682 ; 1.405.767 ; 836 ; 1.520.369 ; 191 ; 1.321.534 ; 5 ; 10.555 ; 196 ; 1.332.089 ; 1.032 ; 2.852.458 ;;
134;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 518 ; 258.765 ; 1.353 ; 1.283.642 ; 1.871 ; 1.542.408 ; 126 ; 1.070.579 ; 4 ; 32.251 ; 130 ; 1.102.830 ; 2.001 ; 2.645.238 ;;
135;04.902.979;BANCO DA AMAZONIA S.A.; 4 ; 332.369 ; -   ; -   ; 40 ; 939.215 ; 24 ; 13.887 ; 68 ; 1.285.471 ; -   ; -   ; 19 ; 1.300.000 ; 19 ; 1.300.000 ; 87 ; 2.585.471 ;;
136;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 5 ; 147.182 ; 511 ; 461.622 ; 893 ; 959.347 ; 1.409 ; 1.568.151 ; 39 ; 767.773 ; 3 ; 120.164 ; 42 ; 887.937 ; 1.451 ; 2.456.088 ;;
137;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 4.180 ; 1.033.261 ; 2.581 ; 795.862 ; 6.761 ; 1.829.123 ; 15 ; 96.877 ; 33 ; 344.547 ; 48 ; 441.424 ; 6.809 ; 2.270.546 ;;
138;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 530 ; 974 ; 416.203 ; 957 ; 802.019 ; 1.932 ; 1.218.752 ; 88 ; 524.385 ; 7 ; 142.482 ; 95 ; 666.867 ; 2.027 ; 1.885.619 ;;
139;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 67 ; 52.004 ; 281 ; 803.742 ; 348 ; 855.747 ; 78 ; 754.755 ; -   ; -   ; 78 ; 754.755 ; 426 ; 1.610.502 ;;
140;61.033.106;BANCO CREFISA S.A.; -   ; -   ; -   ; -   ; 4 ; 247.624 ; 11 ; 718.099 ; 15 ; 965.723 ; 3 ; 504.975 ; -   ; -   ; 3 ; 504.975 ; 18 ; 1.470.698 ;;
141;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; 4 ; 96.226 ; 6 ; 90.508 ; 68 ; 508.844 ; 78 ; 695.578 ; 49 ; 610.588 ; 7 ; 96.025 ; 56 ; 706.613 ; 134 ; 1.402.191 ;;
142;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 5 ; 33.793 ; 29 ; 602.351 ; 34 ; 636.144 ; 4 ; 730.000 ; -   ; -   ; 4 ; 730.000 ; 38 ; 1.366.144 ;;
143;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 354 ; 99.427 ; 759 ; 604.561 ; 1.113 ; 703.988 ; 127 ; 520.511 ; -   ; -   ; 127 ; 520.511 ; 1.240 ; 1.224.499 ;;
144;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.; -   ; -   ; -   ; -   ; 4 ; 2.684 ; 435 ; 554.935 ; 439 ; 557.619 ; 125 ; 557.761 ; 2 ; 2.116 ; 127 ; 559.877 ; 566 ; 1.117.496 ;;
145;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 6 ; 114.971 ; 149 ; 394.574 ; 155 ; 509.545 ; 117 ; 390.288 ; 2 ; 112.647 ; 119 ; 502.935 ; 274 ; 1.012.480 ;;
146;45.056.494;MARMARIS CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 383 ; 190.288 ; 324 ; 380.179 ; 707 ; 570.467 ; 32 ; 178.912 ; -   ; -   ; 32 ; 178.912 ; 739 ; 749.379 ;;
147;33.775.974;ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES; -   ; -   ; -   ; -   ; 5 ; 136.196 ; 33 ; 269.920 ; 38 ; 406.116 ; 11 ; 210.217 ; 3 ; 75.000 ; 14 ; 285.217 ; 52 ; 691.333 ;;
148;41.560.568;PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 177 ; 92.906 ; 244 ; 303.098 ; 421 ; 396.004 ; 46 ; 219.816 ; -   ; -   ; 46 ; 219.816 ; 467 ; 615.820 ;;
149;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS; -   ; -   ; -   ; -   ; 180 ; 92.378 ; 295 ; 263.356 ; 475 ; 355.734 ; 16 ; 205.978 ; -   ; -   ; 16 ; 205.978 ; 491 ; 561.712 ;;
150;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; -   ; -   ; -   ; -   ; 52 ; 32.787 ; 172 ; 208.350 ; 224 ; 241.137 ; 14 ; 110.019 ; -   ; -   ; 14 ; 110.019 ; 238 ; 351.157 ;;
