Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em AGOSTO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
65;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 8 ; 505.180 ; 215 ; 3.210.129 ; 555 ; 2.790.436 ; 1.490 ; 15.356.313 ; 2.268 ; 21.862.058 ; 1.770 ; 33.942.404 ; 617 ; 18.744.124 ; 2.387 ; 52.686.528 ; 4.655 ; 74.548.586 ;;;;
66;61.024.352;BANCO INDUSVAL S.A.; 59 ; 13.232.236 ; 19 ; 1.149.688 ; 14 ; 3.278.598 ; 69 ; 3.275.934 ; 161 ; 20.936.456 ; 20 ; 18.028.030 ; 34 ; 33.282.670 ; 54 ; 51.310.700 ; 215 ; 72.247.156 ;;;;
67;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 6 ; 184.163 ; 615 ; 2.979.746 ; 1.206 ; 14.800.214 ; 1.827 ; 17.964.122 ; 1.632 ; 31.940.839 ; 89 ; 20.021.649 ; 1.721 ; 51.962.488 ; 3.548 ; 69.926.610 ;;;;
68;03.532.415;BANCO ABN AMRO S.A.; 19 ; 37.050.849 ;;; 4 ; 816.987 ; 23 ; 306.487 ; 46 ; 38.174.324 ;;; 12 ; 29.250.000 ; 12 ; 29.250.000 ; 58 ; 67.424.324 ;;;;
69;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 8 ; 615.543 ; 57 ; 1.979.332 ; 45 ; 19.613.275 ; 270 ; 5.299.301 ; 380 ; 27.507.452 ; 162 ; 10.924.438 ; 255 ; 25.333.280 ; 417 ; 36.257.719 ; 797 ; 63.765.170 ;;;;
70;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 2 ; 1.121 ; 39 ; 21.612.358 ; 23 ; 1.611.996 ; 426 ; 8.535.018 ; 490 ; 31.760.493 ; 39 ; 29.250.000 ; 2 ; 600.000 ; 41 ; 29.850.000 ; 531 ; 61.610.493 ;;;;
71;30.723.886;BANCO MODAL S.A.; 19 ; 627.743 ; 25 ; 3.255.368 ; 34 ; 29.412.018 ; 51 ; 1.749.033 ; 129 ; 35.044.163 ; 23 ; 1.062.924 ; 31 ; 20.969.045 ; 54 ; 22.031.968 ; 183 ; 57.076.131 ;;;;
72;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 39 ; 16.529.875 ; 31 ; 12.947.351 ; 70 ; 29.477.225 ; 19 ; 11.975.000 ; 17 ; 15.500.000 ; 36 ; 27.475.000 ; 106 ; 56.952.225 ;;;;
73;10.690.848;BANCO DA CHINA BRASIL S.A.; 3 ; 4.810.230 ; 19 ; 1.685.532 ; 17 ; 10.453.155 ; 30 ; 971.399 ; 69 ; 17.920.315 ; 11 ; 2.647.760 ; 16 ; 33.400.000 ; 27 ; 36.047.760 ; 96 ; 53.968.075 ;;;;
74;03.609.817;BANCO CARGILL S.A.; 6 ; 21.671.747 ; 1 ; 2.957.238 ; 2 ; 192.306 ; 14 ; 2.166.205 ; 23 ; 26.987.497 ; 3 ; 5.000.000 ; 2 ; 21.000.000 ; 5 ; 26.000.000 ; 28 ; 52.987.497 ;;;;
75;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 156 ; 700.387 ; 593 ; 24.707.025 ; 749 ; 25.407.412 ; 612 ; 23.120.451 ; 6 ; 54.856 ; 618 ; 23.175.307 ; 1.367 ; 48.582.719 ;;;;
76;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 3 ; 3.606.185 ; 10 ; 1.304.043 ; 23 ; 3.614.540 ; 52 ; 492.127 ; 88 ; 9.016.896 ; 7 ; 6.022.811 ; 20 ; 32.767.070 ; 27 ; 38.789.881 ; 115 ; 47.806.777 ;;;;
77;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 313 ; 14.854.242 ; 230 ; 7.001.412 ; 129 ; 2.889.957 ; 309 ; 10.438.802 ; 981 ; 35.184.413 ; 30 ; 4.872.278 ; 17 ; 5.294.363 ; 47 ; 10.166.641 ; 1.028 ; 45.351.054 ;;;;
78;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;;; 5 ; 6.908.338 ; 22 ; 12.577.760 ; 46 ; 4.961.687 ; 73 ; 24.447.785 ; 6 ; 9.390.000 ; 7 ; 10.480.000 ; 13 ; 19.870.000 ; 86 ; 44.317.785 ;;;;
79;02.318.507;BANCO KEB DO BRASIL S.A.;;; 7 ; 2.369.079 ; 36 ; 18.619.496 ; 269 ; 2.776.947 ; 312 ; 23.765.522 ; 10 ; 3.067.772 ; 6 ; 16.695.200 ; 16 ; 19.762.972 ; 328 ; 43.528.493 ;;;;
80;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 16 ; 606.630 ; 399 ; 11.310.046 ; 214 ; 1.495.653 ; 973 ; 8.153.731 ; 1.602 ; 21.566.060 ; 557 ; 18.907.192 ; 27 ; 1.543.709 ; 584 ; 20.450.901 ; 2.186 ; 42.016.961 ;;;;
81;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 1 ; 11.633 ; 113 ; 2.414.240 ; 146 ; 729.358 ; 425 ; 3.342.073 ; 685 ; 6.497.304 ; 415 ; 19.791.989 ; 67 ; 14.773.753 ; 482 ; 34.565.742 ; 1.167 ; 41.063.046 ;;;;
82;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 33 ; 311.955 ; 587 ; 10.558.494 ; 207 ; 4.482.069 ; 702 ; 7.498.229 ; 1.529 ; 22.850.747 ; 344 ; 14.093.668 ; 8 ; 816.953 ; 352 ; 14.910.622 ; 1.881 ; 37.761.369 ;;;;
83;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 32 ; 954.094 ; 438 ; 7.320.526 ; 186 ; 3.028.724 ; 1.461 ; 8.719.795 ; 2.117 ; 20.023.138 ; 481 ; 13.051.670 ; 13 ; 948.996 ; 494 ; 14.000.666 ; 2.611 ; 34.023.804 ;;;;
84;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 52 ; 9.553.678 ; 36 ; 3.843.826 ; 11 ; 227.042 ; 41 ; 2.594.845 ; 140 ; 16.219.390 ; 6 ; 5.040.809 ; 12 ; 8.340.500 ; 18 ; 13.381.309 ; 158 ; 29.600.700 ;;;;
85;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 52 ; 7.930.229 ; 118 ; 6.630.832 ; 7 ; 85.762 ; 42 ; 204.541 ; 219 ; 14.851.365 ; 48 ; 6.606.100 ; 24 ; 7.460.843 ; 72 ; 14.066.943 ; 291 ; 28.918.308 ;;;;
86;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.;;; 36 ; 312.550 ; 453 ; 2.521.706 ; 1.268 ; 10.389.111 ; 1.757 ; 13.223.367 ; 680 ; 11.549.100 ; 52 ; 3.360.562 ; 732 ; 14.909.662 ; 2.489 ; 28.133.029 ;;;;
87;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 9 ; 245.582 ; 238 ; 4.782.416 ; 110 ; 1.440.235 ; 524 ; 7.389.235 ; 881 ; 13.857.468 ; 571 ; 12.236.579 ; 82 ; 1.755.035 ; 653 ; 13.991.614 ; 1.534 ; 27.849.082 ;;;;
88;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;;;; 141 ; 1.582.150 ; 368 ; 4.488.262 ; 509 ; 6.070.412 ; 168 ; 10.896.991 ; 43 ; 7.985.324 ; 211 ; 18.882.315 ; 720 ; 24.952.727 ;;;;
89;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;;; 62 ; 2.493.611 ; 3 ; 59.943 ; 221 ; 8.882.988 ; 286 ; 11.436.543 ; 281 ; 11.501.681 ; 3 ; 115.860 ; 284 ; 11.617.541 ; 570 ; 23.054.084 ;;;;
90;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 3 ; 81.860 ; 127 ; 115.592 ; 5.628 ; 10.776.173 ; 5.758 ; 10.973.626 ; 564 ; 10.787.527 ; 1 ; 3.040 ; 565 ; 10.790.567 ; 6.323 ; 21.764.193 ;;;;
91;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 18 ; 5.827.836 ; 2 ; 488.930 ; 1 ; 107 ; 7 ; 47.207 ; 28 ; 6.364.080 ; 8 ; 4.550.000 ; 22 ; 10.050.000 ; 30 ; 14.600.000 ; 58 ; 20.964.080 ;;;;
92;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 5 ; 189.874 ; 86 ; 2.080.224 ; 67 ; 643.507 ; 358 ; 7.043.555 ; 516 ; 9.957.161 ; 599 ; 9.457.188 ; 21 ; 1.095.448 ; 620 ; 10.552.637 ; 1.136 ; 20.509.797 ;;;;
93;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 6 ; 17.342 ; 32 ; 558.516 ; 368 ; 452.791 ; 1.937 ; 3.558.648 ; 2.343 ; 4.587.298 ; 274 ; 9.660.887 ; 49 ; 6.054.349 ; 323 ; 15.715.236 ; 2.666 ; 20.302.534 ;;;;
94;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 13 ; 94.207 ; 256 ; 5.135.563 ; 84 ; 660.101 ; 444 ; 4.567.391 ; 797 ; 10.457.262 ; 926 ; 9.239.798 ; 25 ; 291.188 ; 951 ; 9.530.986 ; 1.748 ; 19.988.248 ;;;;
95;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 184 ; 9.361.461 ;;; 5 ; 3.895 ; 189 ; 9.365.355 ; 129 ; 9.365.531 ;;; 129 ; 9.365.531 ; 318 ; 18.730.886 ;;;;
96;62.144.175;BANCO PINE S.A.; 10 ; 8.779.851 ; 7 ; 2.911.503 ; 6 ; 233.945 ; 43 ; 6.711.417 ; 66 ; 18.636.716 ;;;;; -   ; -   ; 66 ; 18.636.716 ;;;;
97;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 22 ; 329.271 ; 199 ; 3.867.117 ; 159 ; 1.001.337 ; 651 ; 5.234.611 ; 1.031 ; 10.432.336 ; 738 ; 7.984.172 ; 6 ; 20.000 ; 744 ; 8.004.172 ; 1.775 ; 18.436.508 ;;;;
98;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 4 ; 40.932 ; 102 ; 3.315.714 ; 20 ; 65.022 ; 546 ; 5.522.187 ; 672 ; 8.943.854 ; 419 ; 8.827.099 ; 11 ; 94.601 ; 430 ; 8.921.700 ; 1.102 ; 17.865.555 ;;;;
99;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 7 ; 212.628 ; 293 ; 1.936.376 ; 474 ; 8.334.320 ; 774 ; 10.483.324 ; 442 ; 6.609.788 ; 6 ; 17.051 ; 448 ; 6.626.839 ; 1.222 ; 17.110.163 ;;;;
100;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;;; 132 ; 4.106.397 ; 196 ; 1.042.421 ; 1.490 ; 3.357.067 ; 1.818 ; 8.505.885 ; 236 ; 7.168.383 ; 38 ; 824.589 ; 274 ; 7.992.972 ; 2.092 ; 16.498.857 ;;;;
101;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 7 ; 3.326.078 ; 2 ; 47.696 ; 4 ; 2.175.000 ; 9 ; 14.659 ; 22 ; 5.563.432 ; 4 ; 1.327.673 ; 8 ; 9.335.455 ; 12 ; 10.663.128 ; 34 ; 16.226.560 ;;;;
102;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 3 ; 10.332 ; 120 ; 823.664 ; 292 ; 4.134.087 ; 415 ; 4.968.084 ; 389 ; 7.281.777 ; 44 ; 3.963.707 ; 433 ; 11.245.484 ; 848 ; 16.213.568 ;;;;
103;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 33 ; 432.792 ; 403 ; 975.313 ; 1.048 ; 6.186.567 ; 1.484 ; 7.594.672 ; 437 ; 7.072.910 ; 21 ; 1.496.399 ; 458 ; 8.569.310 ; 1.942 ; 16.163.981 ;;;;
104;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 5 ; 234.890 ; 160 ; 2.540.728 ; 232 ; 1.928.672 ; 453 ; 4.922.400 ; 850 ; 9.626.689 ; 305 ; 5.792.131 ; 6 ; 431.538 ; 311 ; 6.223.669 ; 1.161 ; 15.850.358 ;;;;
105;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 4 ; 330.000 ; 20 ; 284.618 ; 57 ; 1.468.165 ; 692 ; 6.218.803 ; 773 ; 8.301.586 ; 145 ; 6.011.549 ; 18 ; 1.315.786 ; 163 ; 7.327.335 ; 936 ; 15.628.921 ;;;;
106;59.285.411;BANCO PAN S.A.; 18 ; 10.202.269 ;;; 5 ; 125.876 ; 32 ; 830.313 ; 55 ; 11.158.458 ; 6 ; 310.306 ; 10 ; 3.210.326 ; 16 ; 3.520.633 ; 71 ; 14.679.090 ;;;;
107;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 29 ; 3.657.699 ; 15 ; 364.450 ; 4 ; 105.886 ; 31 ; 4.664.001 ; 79 ; 8.792.036 ; 3 ; 3.901.762 ; 3 ; 800.000 ; 6 ; 4.701.762 ; 85 ; 13.493.798 ;;;;
108;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 88 ; 2.151.787 ; 8 ; 121.524 ; 113 ; 4.249.663 ; 209 ; 6.522.974 ; 128 ; 6.593.426 ; 2 ; 316.996 ; 130 ; 6.910.421 ; 339 ; 13.433.396 ;;;;
109;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 5 ; 281.292 ; 6 ; 1.085.608 ; 25 ; 484.528 ; 36 ; 5.065.521 ; 72 ; 6.916.948 ; 16 ; 5.663.604 ; 4 ; 380.000 ; 20 ; 6.043.604 ; 92 ; 12.960.552 ;;;;
110;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 52 ; 249.070 ; 265 ; 6.384.296 ; 317 ; 6.633.366 ; 579 ; 6.207.162 ; 5 ; 104.469 ; 584 ; 6.311.632 ; 901 ; 12.944.997 ;;;;
111;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 7 ; 2.155.839 ; 3 ; 107.218 ; 53 ; 3.889.516 ; 19 ; 114.117 ; 82 ; 6.266.690 ; 7 ; 141.916 ; 20 ; 5.924.805 ; 27 ; 6.066.721 ; 109 ; 12.333.411 ;;;;
112;14.388.334;PARANÁ BANCO S.A.; 6 ; 4.284.857 ;;;;; 10 ; 165.248 ; 16 ; 4.450.106 ; 1 ; 551 ; 6 ; 4.950.575 ; 7 ; 4.951.126 ; 23 ; 9.401.231 ;;;;
113;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 291 ; 639.195 ; 706 ; 4.364.448 ; 997 ; 5.003.643 ; 274 ; 3.842.068 ; 7 ; 13.604 ; 281 ; 3.855.672 ; 1.278 ; 8.859.314 ;;;;
114;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 1 ; 7.812 ; 23 ; 353.592 ; 22 ; 3.260.811 ; 31 ; 2.363.922 ; 77 ; 5.986.137 ; 1 ; 802.970 ; 2 ; 2.060.460 ; 3 ; 2.863.430 ; 80 ; 8.849.567 ;;;;
115;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 2 ; 129 ; 57 ; 4.197.409 ; 59 ; 4.197.538 ; 215 ; 4.194.137 ;;; 215 ; 4.194.137 ; 274 ; 8.391.675 ;;;;
116;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 246 ; 856.175 ; 354 ; 3.487.178 ; 600 ; 4.343.353 ; 412 ; 3.281.122 ; 36 ; 631.439 ; 448 ; 3.912.560 ; 1.048 ; 8.255.914 ;;;;
117;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 21 ; 698.908 ; 55 ; 1.322.121 ; 168 ; 241.404 ; 1.132 ; 1.975.387 ; 1.376 ; 4.237.820 ; 206 ; 3.057.081 ; 21 ; 625.383 ; 227 ; 3.682.464 ; 1.603 ; 7.920.285 ;;;;
118;04.902.979;BANCO DA AMAZONIA S.A.; 34 ; 2.199.564 ; 36 ; 1.805.820 ; 22 ; 617.285 ; 51 ; 185.512 ; 143 ; 4.808.180 ; 6 ; 1.055.831 ; 14 ; 2.016.003 ; 20 ; 3.071.834 ; 163 ; 7.880.014 ;;;;
119;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 40 ; 951.925 ; 55 ; 1.741.273 ; 343 ; 1.341.080 ; 438 ; 4.034.279 ; 96 ; 2.106.662 ; 19 ; 1.559.912 ; 115 ; 3.666.574 ; 553 ; 7.700.853 ;;;;
120;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 2 ; 31.295 ; 253 ; 640.943 ; 501 ; 3.797.995 ; 756 ; 4.470.234 ; 319 ; 3.117.371 ; 2 ; 14.419 ; 321 ; 3.131.790 ; 1.077 ; 7.602.024 ;;;;
121;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 34 ; 103.690 ; 66 ; 3.770.906 ; 100 ; 3.874.596 ; 126 ; 3.669.213 ; 1 ; 527 ; 127 ; 3.669.740 ; 227 ; 7.544.336 ;;;;
122;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;;; 24 ; 646.134 ; 9 ; 26.744 ; 355 ; 3.097.450 ; 388 ; 3.770.328 ; 243 ; 3.729.027 ;;; 243 ; 3.729.027 ; 631 ; 7.499.354 ;;;;
123;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 7 ; 497.042 ; 5 ; 220.184 ; 7 ; 1.045.917 ; 36 ; 3.176.564 ; 55 ; 4.939.707 ; 6 ; 1.809.256 ; 4 ; 306.840 ; 10 ; 2.116.095 ; 65 ; 7.055.803 ;;;;
124;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 4 ; 28.441 ; 9 ; 265.796 ; 162 ; 942.375 ; 331 ; 2.850.984 ; 506 ; 4.087.597 ; 238 ; 2.404.591 ; 28 ; 261.688 ; 266 ; 2.666.278 ; 772 ; 6.753.875 ;;;;
125;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 8 ; 122.379 ; 54 ; 560.217 ; 543 ; 3.026.987 ; 605 ; 3.709.583 ; 11 ; 2.755.567 ; 2 ; 1.307 ; 13 ; 2.756.874 ; 618 ; 6.466.457 ;;;;
126;33.042.151;BANCO DE LA NACION ARGENTINA; 7 ; 1.624.281 ;;; 306 ; 350.192 ; 95 ; 85.554 ; 408 ; 2.060.027 ; 6 ; 810.000 ; 11 ; 3.084.680 ; 17 ; 3.894.680 ; 425 ; 5.954.707 ;;;;
127;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 260 ; 234.544 ; 1.969 ; 2.535.411 ; 2.229 ; 2.769.955 ; 55 ; 2.983.906 ;;; 55 ; 2.983.906 ; 2.284 ; 5.753.860 ;;;;
128;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 9 ; 223.895 ; 166 ; 1.425.083 ; 224 ; 2.532.130 ; 399 ; 4.181.108 ; 89 ; 1.258.371 ; 1 ; 2.467 ; 90 ; 1.260.839 ; 489 ; 5.441.946 ;;;;
129;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 62 ; 102.529 ; 307 ; 2.485.204 ; 369 ; 2.587.733 ; 228 ; 2.549.692 ; 4 ; 169.000 ; 232 ; 2.718.692 ; 601 ; 5.306.426 ;;;;
130;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 184 ; 2.399.101 ; 4 ; 37.052 ; 188 ; 2.436.154 ; 4 ; 67.097 ; 36 ; 2.429.161 ; 40 ; 2.496.258 ; 228 ; 4.932.411 ;;;;
131;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.267 ; 397.148 ; 2.813 ; 2.423.074 ; 4.080 ; 2.820.221 ; 56 ; 1.953.951 ;;; 56 ; 1.953.951 ; 4.136 ; 4.774.172 ;;;;
132;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 10.300 ; 95 ; 121.497 ; 173 ; 2.327.796 ; 269 ; 2.459.593 ; 112 ; 2.234.102 ; 9 ; 18.609 ; 121 ; 2.252.710 ; 390 ; 4.712.304 ;;;;
133;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 14 ; 2.185.616 ;;; 11 ; 72.928 ; 74 ; 207.378 ; 99 ; 2.465.922 ; 11 ; 129.817 ; 13 ; 2.032.488 ; 24 ; 2.162.306 ; 123 ; 4.628.228 ;;;;
134;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 13.136 ; 22 ; 240.941 ; 35 ; 352.389 ; 302 ; 2.004.026 ; 360 ; 2.610.492 ; 160 ; 1.947.183 ; 11 ; 61.034 ; 171 ; 2.008.217 ; 531 ; 4.618.709 ;;;;
135;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 109 ; 294.026 ; 185 ; 2.288.797 ; 294 ; 2.582.823 ; 204 ; 2.014.884 ;;; 204 ; 2.014.884 ; 498 ; 4.597.707 ;;;;
136;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 3 ; 5.997 ; 174 ; 117.000 ; 917 ; 1.920.696 ; 1.094 ; 2.043.693 ; 200 ; 1.764.200 ; 2 ; 35.000 ; 202 ; 1.799.200 ; 1.296 ; 3.842.893 ;;;;
137;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 111 ; 502.402 ; 210 ; 1.909.915 ; 321 ; 2.412.317 ; 288 ; 1.402.248 ;;; 288 ; 1.402.248 ; 609 ; 3.814.565 ;;;;
138;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 3.196 ; 446 ; 257.996 ; 1.657 ; 1.741.639 ; 2.104 ; 2.002.831 ; 72 ; 1.550.216 ; 3 ; 62.197 ; 75 ; 1.612.413 ; 2.179 ; 3.615.244 ;;;;
139;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;;;; 9 ; 26.111 ; 256 ; 1.766.939 ; 265 ; 1.793.050 ; 201 ; 1.760.027 ; 1 ; 15.080 ; 202 ; 1.775.107 ; 467 ; 3.568.157 ;;;;
140;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 26 ; 520.996 ; 12 ; 348.858 ; 42 ; 952.497 ; 80 ; 1.822.350 ; 73 ; 1.408.858 ; 6 ; 290.330 ; 79 ; 1.699.188 ; 159 ; 3.521.538 ;;;;
141;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 6 ; 231.657 ; 38 ; 807.004 ; 16 ; 223.214 ; 127 ; 466.711 ; 187 ; 1.728.585 ; 118 ; 1.242.306 ; 16 ; 423.557 ; 134 ; 1.665.863 ; 321 ; 3.394.448 ;;;;
142;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 18 ; 81.285 ; 4 ; 10.370 ; 76 ; 416.497 ; 486 ; 1.067.134 ; 584 ; 1.575.286 ; 98 ; 755.909 ; 3 ; 163.000 ; 101 ; 918.909 ; 685 ; 2.494.195 ;;;;
143;07.679.404;BANCO TOPÁZIO S.A.; 1 ; 65.676 ; 5 ; 79.586 ; 92 ; 464.653 ; 44 ; 846.631 ; 142 ; 1.456.547 ; 4 ; 655.720 ; 3 ; 266.051 ; 7 ; 921.771 ; 149 ; 2.378.318 ;;;;
144;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 11 ; 3.043 ; 171 ; 1.177.464 ; 182 ; 1.180.508 ; 161 ; 1.172.236 ; 1 ; 970 ; 162 ; 1.173.206 ; 344 ; 2.353.713 ;;;;
145;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 23 ; 29.977 ; 801 ; 1.110.409 ; 824 ; 1.140.387 ; 106 ; 1.110.028 ;;; 106 ; 1.110.028 ; 930 ; 2.250.415 ;;;;
146;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 131 ; 440.917 ; 239 ; 1.035.195 ; 370 ; 1.476.112 ; 58 ; 645.064 ; 2 ; 72.054 ; 60 ; 717.118 ; 430 ; 2.193.230 ;;;;
147;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 3 ; 163.094 ;;; 90 ; 800.334 ; 93 ; 963.428 ; 171 ; 968.987 ; 1 ; 5.550 ; 172 ; 974.537 ; 265 ; 1.937.965 ;;;;
148;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 113 ; 460.857 ; 172 ; 975.615 ; 285 ; 1.436.472 ; 94 ; 500.836 ;;; 94 ; 500.836 ; 379 ; 1.937.308 ;;;;
149;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 5 ; 75.179 ;;; 65 ; 832.090 ; 70 ; 907.269 ; 112 ; 970.912 ; 6 ; 33.336 ; 118 ; 1.004.248 ; 188 ; 1.911.517 ;;;;
150;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 83 ; 266.237 ; 150 ; 947.387 ; 233 ; 1.213.623 ; 88 ; 685.254 ;;; 88 ; 685.254 ; 321 ; 1.898.877 ;;;;
151;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 8 ; 344.498 ; 11 ; 108.328 ; 100 ; 414.073 ; 119 ; 866.898 ; 92 ; 778.298 ; 5 ; 99.047 ; 97 ; 877.345 ; 216 ; 1.744.243 ;;;;
152;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 50 ; 56.420 ; 402 ; 823.390 ; 452 ; 879.810 ; 81 ; 794.644 ;;; 81 ; 794.644 ; 533 ; 1.674.454 ;;;;
