Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Fevereiro/2025;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
34;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;UBS (BRASIL) - PRUDENCIAL; -   ; -   ; -   ; -   ; 98 ; 595.067.680 ; 384 ; 853.347.333 ; 482 ; 1.448.415.013 ; 50 ; 700.145.092 ; 44 ; 455.137.936 ; 94 ; 1.155.283.028 ; 576 ; 2.603.698.041 ;
35;11.703.662;BANCO TRAVELEX S.A.;BANCO TRAVELEX - PRUDENCIAL; 884 ; 192.410.909 ; 3.889 ; 146.704.158 ; 10.815 ; 453.214.169 ; 10.757 ; 564.734.616 ; 26.345 ; 1.357.063.852 ; 4.169 ; 606.354.609 ; 7.564 ; 549.609.298 ; 11.733 ; 1.155.963.907 ; 38.078 ; 2.513.027.759 ;
36;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; 3 ; 107.935.000 ; -   ; -   ; 27 ; 359.512.272 ; 132 ; 892.513.640 ; 162 ; 1.359.960.912 ; 22 ; 690.872.065 ; 16 ; 418.599.420 ; 38 ; 1.109.471.485 ; 200 ; 2.469.432.397 ;
37;28.195.667;BANCO ABC BRASIL S.A.;ABC-BRASIL - PRUDENCIAL; 211 ; 140.642.099 ; 1.301 ; 224.232.467 ; 123 ; 45.755.479 ; 1.193 ; 223.189.905 ; 2.828 ; 633.819.950 ; 239 ; 970.713.800 ; 309 ; 765.990.159 ; 548 ; 1.736.703.959 ; 3.376 ; 2.370.523.909 ;
38;15.114.366;BANCO BOCOM BBM S.A.;BBM - PRUDENCIAL; 43 ; 23.133.058 ; 145 ; 35.696.224 ; 81 ; 293.264.145 ; 603 ; 218.997.119 ; 872 ; 571.090.546 ; 219 ; 861.476.373 ; 208 ; 900.087.797 ; 427 ; 1.761.564.170 ; 1.299 ; 2.332.654.716 ;
39;13.059.145;EBURY BANCO DE CÂMBIO S.A.;EBURY BANCO DE CÂMBIO - PRUDENCIAL; 272 ; 425.271.520 ; 1.239 ; 70.890.201 ; 26.827 ; 115.979.366 ; 56.678 ; 633.195.960 ; 85.016 ; 1.245.337.047 ; 1.760 ; 619.630.956 ; 1.801 ; 465.993.720 ; 3.561 ; 1.085.624.676 ; 88.577 ; 2.330.961.723 ;
40;68.900.810;BANCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL; 87 ; 5.809.877 ; 968 ; 50.650.830 ; 374.139 ; 658.118.329 ; 10.638 ; 209.088.136 ; 385.832 ; 923.667.172 ; 2.689 ; 384.626.982 ; 10.227 ; 809.423.208 ; 12.916 ; 1.194.050.190 ; 398.748 ; 2.117.717.362 ;
41;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL; 314 ; 139.087.751 ; 1.268 ; 148.450.428 ; 608 ; 281.081.253 ; 853 ; 260.186.216 ; 3.043 ; 828.805.648 ; 147 ; 535.424.657 ; 148 ; 601.342.765 ; 295 ; 1.136.767.422 ; 3.338 ; 1.965.573.070 ;
42;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; -   ; -   ; 20 ; 12.365.369 ; 319 ; 253.500.187 ; 571 ; 432.868.884 ; 910 ; 698.734.440 ; 140 ; 704.654.657 ; 162 ; 466.500.000 ; 302 ; 1.171.154.657 ; 1.212 ; 1.869.889.097 ;
43;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 334 ; 492.143.965 ; 286 ; 474.980.763 ; 620 ; 967.124.728 ; 69 ; 213.667.103 ; 86 ; 230.793.584 ; 155 ; 444.460.687 ; 775 ; 1.411.585.415 ;
