Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em JUNHO / 2023;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
13;60.498.557;BANCO MUFG BRASIL S.A.; 92 ; 133.917.356 ; 324 ; 170.045.324 ; 259 ; 394.687.954 ; 468 ; 516.417.553 ; 1.143 ; 1.215.068.187 ; 607 ; 2.864.568.441 ; 585 ; 2.624.088.393 ; 1.192 ; 5.488.656.834 ; 2.335 ; 6.703.725.021 ;
14;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 185 ; 110.855.003 ; 410 ; 177.994.024 ; 260 ; 862.433.243 ; 406 ; 622.401.283 ; 1.261 ; 1.773.683.553 ; 572 ; 1.929.256.950 ; 616 ; 2.461.683.391 ; 1.188 ; 4.390.940.341 ; 2.449 ; 6.164.623.894 ;
15;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL; -   ; -   ; -   ; -   ; 244 ; 1.752.049.287 ; 312 ; 2.262.607.844 ; 556 ; 4.014.657.131 ; 82 ; 1.222.540.020 ; 66 ; 730.880.965 ; 148 ; 1.953.420.985 ; 704 ; 5.968.078.116 ;
16;53.518.684;BANCO HSBC S.A.; 33 ; 438.912.792 ; 65 ; 56.325.283 ; 238 ; 1.047.679.558 ; 361 ; 680.370.065 ; 697 ; 2.223.287.698 ; 136 ; 1.446.410.493 ; 161 ; 2.259.949.026 ; 297 ; 3.706.359.519 ; 994 ; 5.929.647.217 ;
17;59.588.111;BANCO VOTORANTIM S.A.; 191 ; 303.533.872 ; 463 ; 120.567.989 ; 153 ; 203.935.369 ; 571 ; 166.637.579 ; 1.378 ; 794.674.809 ; 379 ; 1.874.865.641 ; 528 ; 2.194.252.954 ; 907 ; 4.069.118.595 ; 2.285 ; 4.863.793.404 ;
18;33.264.668;BANCO XP S.A.; 297 ; 133.084.558 ; 2.647 ; 533.503.388 ; 3.968 ; 403.247.485 ; 22.491 ; 1.138.120.587 ; 29.403 ; 2.207.956.018 ; 142 ; 1.763.744.827 ; 149 ; 595.131.704 ; 291 ; 2.358.876.531 ; 29.694 ; 4.566.832.549 ;
19;02.801.938;BANCO MORGAN STANLEY S.A.; 10 ; 51.450.000 ; 122 ; 61.584.333 ; 152 ; 1.189.025.477 ; 316 ; 759.452.024 ; 600 ; 2.061.511.834 ; 34 ; 1.061.882.487 ; 33 ; 1.325.443.399 ; 67 ; 2.387.325.886 ; 667 ; 4.448.837.720 ;
20;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 6 ; 91.000.000 ; -   ; -   ; 24 ; 43.568.624 ; 45 ; 110.405.860 ; 75 ; 244.974.484 ; 95 ; 1.784.456.350 ; 102 ; 1.821.546.859 ; 197 ; 3.606.003.209 ; 272 ; 3.850.977.693 ;
21;19.307.785;BRAZA BANK S.A. BANCO DE CÂMBIO; 121 ; 5.086.901 ; 1.096 ; 155.635.523 ; 381 ; 137.158.732 ; 9.341 ; 176.471.304 ; 10.939 ; 474.352.460 ; 442 ; 1.619.915.843 ; 499 ; 1.431.942.762 ; 941 ; 3.051.858.605 ; 11.880 ; 3.526.211.065 ;
22;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 69 ; 205.396.683 ; 3 ; 17.710.940 ; 85 ; 400.535.720 ; 199 ; 455.265.779 ; 356 ; 1.078.909.122 ; 107 ; 1.238.966.841 ; 113 ; 1.195.614.730 ; 220 ; 2.434.581.571 ; 576 ; 3.513.490.693 ;
23;07.679.404;BANCO TOPÁZIO S.A.; 215 ; 47.645.126 ; 358 ; 8.253.897 ; 27.237 ; 123.517.362 ; 79.914 ; 1.418.990.264 ; 107.724 ; 1.598.406.649 ; 1.073 ; 1.573.761.359 ; 3.844 ; 323.121.913 ; 4.917 ; 1.896.883.272 ; 112.641 ; 3.495.289.921 ;
24;62.232.889;BANCO DAYCOVAL S.A.; 195 ; 64.684.447 ; 628 ; 132.593.838 ; 45.046 ; 670.046.764 ; 56.099 ; 917.298.417 ; 101.968 ; 1.784.623.466 ; 482 ; 893.082.866 ; 2.055 ; 643.614.191 ; 2.537 ; 1.536.697.057 ; 104.505 ; 3.321.320.523 ;
25;31.872.495;BANCO C6 S.A.; 62 ; 153.216.291 ; 644 ; 117.236.362 ; 1.059 ; 254.182.223 ; 5.298 ; 596.844.125 ; 7.063 ; 1.121.479.001 ; 144 ; 1.221.495.081 ; 195 ; 950.279.913 ; 339 ; 2.171.774.994 ; 7.402 ; 3.293.253.995 ;
26;78.632.767;BANCO OURINVEST S.A.; 614 ; 62.380.643 ; 2.604 ; 134.514.644 ; 27.654 ; 470.400.090 ; 56.175 ; 989.881.905 ; 87.047 ; 1.657.177.282 ; 997 ; 1.040.053.938 ; 14.934 ; 414.583.797 ; 15.931 ; 1.454.637.735 ; 102.978 ; 3.111.815.017 ;
27;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 56 ; 99.402.061 ; 211 ; 37.144.191 ; 28 ; 503.408.270 ; 332 ; 490.637.059 ; 627 ; 1.130.591.581 ; 69 ; 837.415.373 ; 58 ; 866.555.460 ; 127 ; 1.703.970.833 ; 754 ; 2.834.562.414 ;
28;28.195.667;BANCO ABC BRASIL S.A.; 83 ; 89.311.812 ; 359 ; 72.811.950 ; 167 ; 280.058.431 ; 500 ; 311.346.968 ; 1.109 ; 753.529.161 ; 129 ; 1.045.594.401 ; 212 ; 648.811.339 ; 341 ; 1.694.405.740 ; 1.450 ; 2.447.934.901 ;
29;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 160 ; 33.178.401 ; 421 ; 54.984.613 ; 4.521 ; 401.471.143 ; 8.872 ; 670.928.098 ; 13.974 ; 1.160.562.255 ; 1.773 ; 645.581.681 ; 5.936 ; 367.618.831 ; 7.709 ; 1.013.200.512 ; 21.683 ; 2.173.762.767 ;
30;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 3 ; 42.343.744 ; 4 ; 31.391.330 ; 26 ; 160.969.001 ; 102 ; 60.692.623 ; 135 ; 295.396.698 ; 32 ; 642.772.700 ; 41 ; 822.774.028 ; 73 ; 1.465.546.728 ; 208 ; 1.760.943.426 ;
31;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 77 ; 184.962.010 ; 165 ; 70.006.195 ; 72 ; 180.914.980 ; 168 ; 72.963.118 ; 482 ; 508.846.303 ; 84 ; 468.719.530 ; 108 ; 693.886.443 ; 192 ; 1.162.605.973 ; 674 ; 1.671.452.276 ;
32;68.900.810;BANCO RENDIMENTO S.A.; 4 ; 1.102.219 ; 181 ; 197.208.334 ; 63.898 ; 233.841.395 ; 3.676 ; 105.312.279 ; 67.759 ; 537.464.227 ; 1.196 ; 552.122.359 ; 8.162 ; 486.078.062 ; 9.358 ; 1.038.200.421 ; 77.117 ; 1.575.664.648 ;
33;10.690.848;BANCO DA CHINA BRASIL S.A.; 25 ; 180.379.807 ; 9 ; 2.174.288 ; 46 ; 495.713.067 ; 99 ; 4.729.698 ; 179 ; 682.996.860 ; 42 ; 17.619.206 ; 58 ; 686.769.796 ; 100 ; 704.389.002 ; 279 ; 1.387.385.862 ;
34;58.160.789;BANCO SAFRA S.A.; 313 ; 103.064.606 ; 482 ; 106.540.691 ; 18.139 ; 180.258.064 ; 20.007 ; 266.702.036 ; 38.941 ; 656.565.397 ; 360 ; 424.772.019 ; 351 ; 251.939.668 ; 711 ; 676.711.687 ; 39.652 ; 1.333.277.084 ;
35;58.616.418;BANCO FIBRA S.A.; 95 ; 121.068.922 ; 350 ; 123.210.100 ; 40 ; 3.093.829 ; 423 ; 23.810.533 ; 908 ; 271.183.384 ; 92 ; 526.293.130 ; 90 ; 524.578.983 ; 182 ; 1.050.872.113 ; 1.090 ; 1.322.055.497 ;
36;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 764.665 ; 345.005.424 ; 1.038.917 ; 446.910.105 ; 1.803.582 ; 791.915.529 ; 970 ; 288.163.837 ; 957 ; 186.259.087 ; 1.927 ; 474.422.924 ; 1.805.509 ; 1.266.338.453 ;
37;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 56 ; 147.915.478 ; 174 ; 87.034.608 ; 342 ; 167.080.636 ; 860 ; 213.973.646 ; 1.432 ; 616.004.368 ; 71 ; 132.345.473 ; 71 ; 122.317.250 ; 142 ; 254.662.723 ; 1.574 ; 870.667.091 ;
38;15.114.366;BANCO BOCOM BBM S.A.; 52 ; 23.253.084 ; 47 ; 50.544.992 ; 38 ; 170.595.310 ; 223 ; 68.235.891 ; 360 ; 312.629.277 ; 34 ; 295.544.113 ; 31 ; 256.221.845 ; 65 ; 551.765.958 ; 425 ; 864.395.235 ;
39;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; -   ; -   ; -   ; -   ; 83 ; 250.057.758 ; 143 ; 388.371.171 ; 226 ; 638.428.929 ; 12 ; 160.327.933 ; 9 ; 60.329.468 ; 21 ; 220.657.401 ; 247 ; 859.086.330 ;
40;13.059.145;BEXS BANCO DE CÂMBIO S/A; 35 ; 80.561.859 ; 71 ; 19.439.425 ; 10.815 ; 75.316.097 ; 133.150 ; 293.485.107 ; 144.071 ; 468.802.488 ; 123 ; 215.547.053 ; 91 ; 70.773.873 ; 214 ; 286.320.926 ; 144.285 ; 755.123.414 ;
41;71.027.866;BANCO BS2 S.A.; 392 ; 71.969.497 ; 1.363 ; 64.437.860 ; 6.803 ; 172.908.705 ; 10.535 ; 193.815.252 ; 19.093 ; 503.131.314 ; 42 ; 108.809.717 ; 47 ; 100.861.059 ; 89 ; 209.670.776 ; 19.182 ; 712.802.090 ;
42;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION; -   ; -   ; -   ; -   ; 20 ; 7.660.066 ; 47 ; 348.416.645 ; 67 ; 356.076.711 ; 25 ; 347.898.245 ; 2 ; 5.800.000 ; 27 ; 353.698.245 ; 94 ; 709.774.956 ;
43;00.997.185;BANCO B3 S.A.; -   ; -   ; -   ; -   ; 238 ; 264.977.952 ; 198 ; 255.514.037 ; 436 ; 520.491.989 ; 35 ; 21.838.130 ; 52 ; 31.307.946 ; 87 ; 53.146.076 ; 523 ; 573.638.065 ;
44;28.811.341;STONEX BANCO DE CÂMBIO S.A.; 60 ; 13.379.531 ; 67 ; 3.896.827 ; 4.192 ; 206.923.799 ; 292 ; 35.743.449 ; 4.611 ; 259.943.606 ; 108 ; 30.736.810 ; 183 ; 211.400.351 ; 291 ; 242.137.161 ; 4.902 ; 502.080.767 ;
45;92.894.922;BANCO ORIGINAL S.A.; -   ; -   ; 1 ; 350.000 ; 79 ; 480.279 ; 134 ; 10.498.108 ; 214 ; 11.328.387 ; 14 ; 226.004.836 ; 7 ; 225.004.850 ; 21 ; 451.009.686 ; 235 ; 462.338.073 ;
46;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.; -   ; -   ; 4 ; 212.338 ; 931 ; 155.366.512 ; 4.323 ; 174.729.150 ; 5.258 ; 330.308.000 ; 642 ; 35.731.537 ; 78 ; 17.009.663 ; 720 ; 52.741.200 ; 5.978 ; 383.049.200 ;
47;00.360.305;CAIXA ECONOMICA FEDERAL; 116 ; 52.175.206 ; 101 ; 3.483.280 ; 7.569 ; 67.489.762 ; 3.716 ; 51.765.203 ; 11.502 ; 174.913.451 ; 160 ; 64.797.197 ; 174 ; 129.002.838 ; 334 ; 193.800.035 ; 11.836 ; 368.713.486 ;
48;07.656.500;BANCO KDB DO BRASIL S.A.; 1 ; 12.000.000 ; 5 ; 5.473.405 ; 101 ; 123.630.791 ; 235 ; 47.222.566 ; 342 ; 188.326.762 ; 24 ; 38.112.948 ; 46 ; 121.150.000 ; 70 ; 159.262.948 ; 412 ; 347.589.710 ;
49;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 12 ; 74.694.836 ; 2 ; 110.158 ; 11 ; 347.679 ; 12 ; 1.162.458 ; 37 ; 76.315.131 ; 16 ; 91.445.998 ; 29 ; 164.994.857 ; 45 ; 256.440.855 ; 82 ; 332.755.986 ;
50;61.024.352;BANCO VOITER S.A.; 24 ; 11.317.698 ; 97 ; 56.082.101 ; 139 ; 53.766.422 ; 1.071 ; 66.601.284 ; 1.331 ; 187.767.505 ; 65 ; 74.045.211 ; 62 ; 37.521.344 ; 127 ; 111.566.555 ; 1.458 ; 299.334.060 ;
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 151 ; 5.085.547 ; 1.882 ; 45.952.092 ; 1.839 ; 54.121.807 ; 5.219 ; 89.544.341 ; 9.091 ; 194.703.787 ; 493 ; 89.501.600 ; 92 ; 13.063.873 ; 585 ; 102.565.473 ; 9.676 ; 297.269.260 ;
52;45.246.410;BANCO GENIAL S.A.; 14 ; 1.275.206 ; 34 ; 2.905.209 ; 272 ; 63.304.523 ; 394 ; 121.255.788 ; 714 ; 188.740.726 ; 19 ; 80.082.110 ; 5 ; 563.972 ; 24 ; 80.646.082 ; 738 ; 269.386.808 ;
53;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 4 ; 125.300.000 ; 7 ; 3.819.101 ; 3 ; 270.030 ; 53 ; 5.680.437 ; 67 ; 135.069.568 ; 2 ; 5.175.600 ; 1 ; 120.000.000 ; 3 ; 125.175.600 ; 70 ; 260.245.168 ;
54;03.609.817;BANCO CARGILL S.A.; 12 ; 60.017.010 ; 3 ; 253.503 ; 9 ; 5.928.147 ; 39 ; 12.450.903 ; 63 ; 78.649.563 ; 1 ; 50.000.000 ; 3 ; 112.000.000 ; 4 ; 162.000.000 ; 67 ; 240.649.563 ;
55;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 305 ; 83.540.951 ; 383 ; 29.804.876 ; 531 ; 8.770.011 ; 733 ; 19.680.436 ; 1.952 ; 141.796.274 ; 41 ; 19.973.928 ; 63 ; 61.948.970 ; 104 ; 81.922.898 ; 2.056 ; 223.719.172 ;
56;33.923.798;BANCO MASTER S/A; 81 ; 8.167.219 ; 215 ; 19.385.591 ; 3.017 ; 58.161.842 ; 407 ; 42.824.904 ; 3.720 ; 128.539.556 ; 15 ; 40.420.051 ; 11 ; 41.601.500 ; 26 ; 82.021.551 ; 3.746 ; 210.561.107 ;
57;62.144.175;BANCO PINE S.A.; 28 ; 40.810.407 ; 137 ; 58.198.189 ; 16 ; 14.140.028 ; 274 ; 18.505.860 ; 455 ; 131.654.484 ; 16 ; 43.500.950 ; 11 ; 28.751.000 ; 27 ; 72.251.950 ; 482 ; 203.906.434 ;
58;02.318.507;BANCO KEB HANA DO BRASIL S.A.; -   ; -   ; 30 ; 20.062.824 ; 72 ; 11.513.558 ; 156 ; 68.039.298 ; 258 ; 99.615.680 ; 49 ; 79.072.332 ; 11 ; 2.493.141 ; 60 ; 81.565.473 ; 318 ; 181.181.153 ;
59;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; -   ; -   ; 6 ; 510.702 ; 22 ; 46.121.667 ; 24 ; 47.204.082 ; 52 ; 93.836.451 ; 6 ; 43.053.429 ; 5 ; 41.654.805 ; 11 ; 84.708.234 ; 63 ; 178.544.685 ;
60;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 210 ; 4.096.473 ; 759 ; 24.222.096 ; 10.392 ; 24.713.076 ; 37.797 ; 46.469.058 ; 49.158 ; 99.500.703 ; 1.989 ; 59.263.089 ; 104 ; 17.395.868 ; 2.093 ; 76.658.957 ; 51.251 ; 176.159.660 ;
61;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 743 ; 32.070.892 ; 1.285 ; 50.723.277 ; 794 ; 15.889.540 ; 423 ; 19.905.210 ; 3.245 ; 118.588.919 ; 17 ; 38.950.925 ; 5 ; 17.694.170 ; 22 ; 56.645.095 ; 3.267 ; 175.234.014 ;
62;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 36 ; 49.788.752 ; -   ; -   ; 46 ; 14.329.639 ; 2 ; 307 ; 84 ; 64.118.698 ; -   ; -   ; 5 ; 100.218.421 ; 5 ; 100.218.421 ; 89 ; 164.337.119 ;
63;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; -   ; -   ; -   ; -   ; 131.085 ; 44.903.522 ; 250.657 ; 72.938.451 ; 381.742 ; 117.841.973 ; 146 ; 34.074.245 ; 263 ; 5.945.200 ; 409 ; 40.019.445 ; 382.151 ; 157.861.418 ;
64;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 104 ; 2.198.635 ; 903 ; 31.971.669 ; 1.138 ; 11.743.068 ; 4.654 ; 26.958.612 ; 6.799 ; 72.871.984 ; 780 ; 62.008.539 ; 58 ; 17.048.080 ; 838 ; 79.056.619 ; 7.637 ; 151.928.603 ;
65;00.416.968;BANCO INTER S.A.; 9 ; 1.063.783 ; 17 ; 1.328.894 ; 13.874 ; 66.849.274 ; 47.064 ; 69.989.632 ; 60.964 ; 139.231.583 ; 10 ; 2.778.198 ; 10 ; 3.663.901 ; 20 ; 6.442.099 ; 60.984 ; 145.673.682 ;
66;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 12 ; 1.301.106 ; 18 ; 5.154.006 ; 223 ; 53.046.257 ; 660 ; 57.747.199 ; 913 ; 117.248.568 ; 141 ; 17.118.725 ; 74 ; 8.606.370 ; 215 ; 25.725.095 ; 1.128 ; 142.973.663 ;
67;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 8 ; 594.727 ; 128 ; 12.458.632 ; 6.319 ; 12.204.459 ; 19.306 ; 39.107.440 ; 25.761 ; 64.365.258 ; 4.245 ; 52.942.244 ; 273 ; 14.166.724 ; 4.518 ; 67.108.968 ; 30.279 ; 131.474.226 ;
68;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 23 ; 32.404.551 ; 34 ; 7.376.255 ; 12 ; 735.401 ; 98 ; 16.824.532 ; 167 ; 57.340.739 ; 13 ; 24.311.798 ; 15 ; 38.304.300 ; 28 ; 62.616.098 ; 195 ; 119.956.837 ;
69;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 42 ; 17.961.650 ; 85 ; 7.541.122 ; 66 ; 13.469.933 ; 136 ; 20.232.672 ; 329 ; 59.205.377 ; 63 ; 30.107.751 ; 36 ; 28.528.281 ; 99 ; 58.636.032 ; 428 ; 117.841.409 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 137 ; 5.112.979 ; 972 ; 35.641.976 ; 554 ; 14.382.521 ; 1.537 ; 14.380.893 ; 3.200 ; 69.518.369 ; 473 ; 39.042.375 ; 79 ; 8.519.955 ; 552 ; 47.562.330 ; 3.752 ; 117.080.699 ;
71;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 13 ; 1.272.548 ; 236 ; 26.713.869 ; 464 ; 8.285.377 ; 2.422 ; 29.491.179 ; 3.135 ; 65.762.973 ; 497 ; 48.317.124 ; 14 ; 1.412.742 ; 511 ; 49.729.866 ; 3.646 ; 115.492.839 ;
72;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 1 ; 100.857 ; -   ; -   ; 24.557 ; 9.765.437 ; 63.018 ; 50.318.998 ; 87.576 ; 60.185.292 ; 2.925 ; 42.739.613 ; 1.209 ; 2.637.331 ; 4.134 ; 45.376.944 ; 91.710 ; 105.562.236 ;
73;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 317.768 ; 40 ; 2.960.949 ; 6.053 ; 3.117.279 ; 11.571 ; 26.777.670 ; 17.667 ; 33.173.666 ; 2.329 ; 47.993.358 ; 154 ; 21.349.773 ; 2.483 ; 69.343.131 ; 20.150 ; 102.516.797 ;
74;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 1 ; 69.588 ; 20 ; 2.246.642 ; 13.422 ; 13.709.804 ; 57.570 ; 46.383.399 ; 71.013 ; 62.409.433 ; 1.342 ; 37.256.324 ; 45 ; 2.365.803 ; 1.387 ; 39.622.127 ; 72.400 ; 102.031.560 ;
75;60.889.128;BANCO SOFISA S.A.; 189 ; 49.122.650 ; 91 ; 10.398.784 ; 11 ; 146.906 ; 109 ; 2.181.434 ; 400 ; 61.849.774 ; 11 ; 316.404 ; 19 ; 29.152.906 ; 30 ; 29.469.310 ; 430 ; 91.319.084 ;
76;59.118.133;BANCO LUSO BRASILEIRO S.A.; 57 ; 3.701.536 ; 86 ; 24.517.088 ; 29 ; 3.434.350 ; 156 ; 6.790.606 ; 328 ; 38.443.580 ; 154 ; 38.020.918 ; 54 ; 13.853.962 ; 208 ; 51.874.880 ; 536 ; 90.318.460 ;
77;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 16 ; 4.397.576 ; 29 ; 18.429.928 ; 10 ; 13.375.761 ; 41 ; 546.013 ; 96 ; 36.749.278 ; 15 ; 32.789.732 ; 11 ; 17.247.729 ; 26 ; 50.037.461 ; 122 ; 86.786.739 ;
78;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 13.117.200 ; -   ; -   ; 2 ; 239.718 ; 12 ; 1.125.692 ; 15 ; 14.482.610 ; 4 ; 28.161.307 ; 4 ; 42.117.200 ; 8 ; 70.278.507 ; 23 ; 84.761.117 ;
79;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 9 ; 1.097.136 ; 8 ; 117.712 ; 3 ; 7.066.329 ; 45 ; 29.945.622 ; 65 ; 38.226.799 ; 5 ; 27.590.117 ; 2 ; 7.090.101 ; 7 ; 34.680.218 ; 72 ; 72.907.017 ;
80;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 7 ; 700.071 ; 125 ; 14.740.120 ; 257 ; 3.893.306 ; 1.406 ; 17.260.323 ; 1.795 ; 36.593.820 ; 1.108 ; 29.750.634 ; 136 ; 2.284.359 ; 1.244 ; 32.034.993 ; 3.039 ; 68.628.813 ;
