Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Ago/2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
66;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 95 ; 8.253.955 ; 705 ; 69.194.856 ; 57.603 ; 113.614.193 ; 123.544 ; 285.561.208 ; 181.947 ; 476.624.212 ; 30.394 ; 358.281.972 ; 2.814 ; 125.169.313 ; 33.208 ; 483.451.285 ; 215.155 ; 960.075.497 ;;
67;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 174 ; 211.605.765 ; 204 ; 114.726.765 ; 91 ; 7.986.327 ; 600 ; 102.528.918 ; 1.069 ; 436.847.775 ; 107 ; 254.770.132 ; 106 ; 248.252.133 ; 213 ; 503.022.265 ; 1.282 ; 939.870.040 ;;
68;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 2 ; 538.174 ; 198 ; 184.585.206 ; 494 ; 95.351.944 ; 1.103 ; 222.202.295 ; 1.797 ; 502.677.619 ; 410 ; 340.910.635 ; 68 ; 29.964.771 ; 478 ; 370.875.406 ; 2.275 ; 873.553.025 ;;
69;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 95 ; 11.803.113 ; 189 ; 33.771.790 ; 1.729 ; 269.309.219 ; 4.798 ; 251.112.580 ; 6.811 ; 565.996.702 ; 991 ; 137.441.759 ; 550 ; 133.703.440 ; 1.541 ; 271.145.199 ; 8.352 ; 837.141.901 ;;
70;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 127 ; 11.790.459 ; 1.674 ; 177.131.337 ; 4.098 ; 66.727.282 ; 17.341 ; 207.141.309 ; 23.240 ; 462.790.387 ; 3.556 ; 329.282.436 ; 243 ; 23.529.925 ; 3.799 ; 352.812.361 ; 27.039 ; 815.602.748 ;;
71;92.894.922;BANCO ORIGINAL S.A.; 2 ; 879.153 ; 5 ; 2.161.279 ; 587 ; 9.685.176 ; 1.067 ; 115.524.142 ; 1.661 ; 128.249.750 ; 48 ; 377.564.704 ; 22 ; 275.064.935 ; 70 ; 652.629.639 ; 1.731 ; 780.879.389 ;;
72;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 32 ; 3.004.663 ; 206 ; 20.318.847 ; 121.435 ; 137.134.817 ; 427.236 ; 334.527.987 ; 548.909 ; 494.986.314 ; 8.677 ; 246.166.690 ; 474 ; 31.391.896 ; 9.151 ; 277.558.586 ; 558.060 ; 772.544.900 ;;
73;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.050 ; 30.722.505 ; 6.903 ; 232.383.226 ; 4.418 ; 68.891.372 ; 10.250 ; 91.669.652 ; 22.621 ; 423.666.755 ; 3.464 ; 280.389.138 ; 577 ; 55.891.815 ; 4.041 ; 336.280.953 ; 26.662 ; 759.947.708 ;;
74;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 5 ; 459.482 ; 6 ; 108.562 ; 218.369 ; 89.063.359 ; 442.336 ; 357.246.262 ; 660.716 ; 446.877.665 ; 21.046 ; 289.369.170 ; 7.976 ; 22.422.544 ; 29.022 ; 311.791.714 ; 689.738 ; 758.669.379 ;;
75;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 44 ; 1.507.155 ; 600 ; 24.654.148 ; 51.924 ; 28.936.049 ; 81.802 ; 177.272.013 ; 134.370 ; 232.369.365 ; 15.180 ; 340.545.165 ; 1.109 ; 169.375.382 ; 16.289 ; 509.920.547 ; 150.659 ; 742.289.912 ;;
76;30.723.886;BANCO MODAL S.A.; 24 ; 25.367.752 ; 8 ; 666.057 ; 1.122 ; 308.166.621 ; 1.029 ; 137.755.605 ; 2.183 ; 471.956.035 ; 16 ; 32.756.351 ; 38 ; 234.749.029 ; 54 ; 267.505.380 ; 2.237 ; 739.461.415 ;;
77;59.118.133;BANCO LUSO BRASILEIRO S.A.; 336 ; 63.909.045 ; 979 ; 176.827.471 ; 193 ; 20.599.766 ; 1.032 ; 36.664.658 ; 2.540 ; 298.000.940 ; 1.363 ; 236.636.833 ; 510 ; 107.661.324 ; 1.873 ; 344.298.157 ; 4.413 ; 642.299.097 ;;
78;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 16 ; 151.938.196 ; 90 ; 45.020.380 ; 34 ; 41.426.702 ; 375 ; 96.252.812 ; 515 ; 334.638.090 ; 18 ; 119.772.500 ; 8 ; 170.000.000 ; 26 ; 289.772.500 ; 541 ; 624.410.590 ;;
79;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 199 ; 127.452.660 ; 487 ; 54.430.371 ; 381 ; 29.722.615 ; 923 ; 67.961.786 ; 1.990 ; 279.567.432 ; 403 ; 127.024.118 ; 187 ; 192.590.304 ; 590 ; 319.614.422 ; 2.580 ; 599.181.854 ;;
80;61.186.680;BANCO BMG S.A.; 17 ; 50.320.919 ; -   ; -   ; 73 ; 33.150.670 ; 445 ; 32.619.700 ; 535 ; 116.091.289 ; 29 ; 242.945.030 ; 25 ; 180.004.065 ; 54 ; 422.949.095 ; 589 ; 539.040.384 ;;
81;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 88 ; 10.641.250 ; 1.219 ; 110.911.832 ; 2.021 ; 26.307.711 ; 10.124 ; 123.532.725 ; 13.452 ; 271.393.518 ; 8.089 ; 228.555.709 ; 1.298 ; 31.060.510 ; 9.387 ; 259.616.219 ; 22.839 ; 531.009.737 ;;
82;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 22 ; 1.799.630 ; 1.651 ; 174.650.451 ; 369 ; 3.933.131 ; 2.319 ; 41.047.726 ; 4.361 ; 221.430.938 ; 3.919 ; 226.330.080 ; 523 ; 16.366.528 ; 4.442 ; 242.696.608 ; 8.803 ; 464.127.546 ;;
83;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 106 ; 15.848.044 ; 85 ; 2.163.434 ; 17 ; 20.714.969 ; 320 ; 168.837.455 ; 528 ; 207.563.902 ; 35 ; 172.137.898 ; 17 ; 41.584.346 ; 52 ; 213.722.244 ; 580 ; 421.286.146 ;;
84;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 175 ; 66.181.878 ; 145 ; 56.915.649 ; 93 ; 23.196.491 ; 280 ; 26.720.886 ; 693 ; 173.014.904 ; 87 ; 118.042.274 ; 105 ; 121.971.401 ; 192 ; 240.013.675 ; 885 ; 413.028.579 ;;
85;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 384 ; 57.910.955 ; 263 ; 33.771.748 ; 1.856 ; 37.290.049 ; 2.384 ; 143.877.789 ; 4.887 ; 272.850.541 ; 60 ; 99.284.070 ; 6 ; 3.903.010 ; 66 ; 103.187.080 ; 4.953 ; 376.037.621 ;;
86;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 46 ; 2.282.408 ; 596 ; 53.437.409 ; 3.557 ; 35.394.538 ; 4.677 ; 89.815.789 ; 8.876 ; 180.930.144 ; 4.407 ; 147.266.082 ; 1.359 ; 41.667.321 ; 5.766 ; 188.933.403 ; 14.642 ; 369.863.547 ;;
87;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 364 ; 45.088.942 ; 608 ; 46.153.370 ; 5.442 ; 24.316.001 ; 27.171 ; 86.591.916 ; 33.585 ; 202.150.229 ; 6.907 ; 113.989.903 ; 791 ; 50.592.655 ; 7.698 ; 164.582.558 ; 41.283 ; 366.732.787 ;;
88;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 52 ; 4.211.010 ; 753 ; 56.754.884 ; 1.331 ; 19.852.262 ; 9.668 ; 82.665.245 ; 11.804 ; 163.483.401 ; 6.766 ; 129.240.612 ; 1.430 ; 13.886.906 ; 8.196 ; 143.127.518 ; 20.000 ; 306.610.919 ;;
89;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 32 ; 5.049.667 ; 392 ; 44.091.030 ; 764 ; 42.415.421 ; 1.563 ; 58.569.760 ; 2.751 ; 150.125.878 ; 659 ; 89.317.160 ; 197 ; 34.150.600 ; 856 ; 123.467.760 ; 3.607 ; 273.593.638 ;;
90;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 40 ; 53.943.806 ; 31 ; 12.679.865 ; 89 ; 17.000.578 ; 538 ; 20.251.332 ; 698 ; 103.875.581 ; 18 ; 44.872.365 ; 26 ; 124.140.453 ; 44 ; 169.012.818 ; 742 ; 272.888.399 ;;
91;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; -   ; -   ; 11 ; 1.606.243 ; 15.979 ; 10.174.970 ; 26.245 ; 34.875.314 ; 42.235 ; 46.656.527 ; 7.941 ; 123.109.727 ; 696 ; 96.773.241 ; 8.637 ; 219.882.968 ; 50.872 ; 266.539.495 ;;
92;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 20 ; 1.652.920 ; 1.058 ; 19.167.021 ; 6.719 ; 12.302.668 ; 2.063 ; 93.900.541 ; 9.860 ; 127.023.150 ; 1.784 ; 108.746.996 ; 409 ; 9.631.989 ; 2.193 ; 118.378.985 ; 12.053 ; 245.402.135 ;;
93;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 20 ; 1.442.406 ; 1.375 ; 50.451.641 ; 1.483 ; 11.358.454 ; 7.742 ; 63.715.556 ; 10.620 ; 126.968.057 ; 2.323 ; 108.720.232 ; 125 ; 7.346.793 ; 2.448 ; 116.067.025 ; 13.068 ; 243.035.082 ;;
94;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 33 ; 748.902 ; 533 ; 34.838.789 ; 685 ; 6.176.156 ; 3.446 ; 59.872.810 ; 4.697 ; 101.636.657 ; 3.542 ; 96.159.895 ; 785 ; 8.343.585 ; 4.327 ; 104.503.480 ; 9.024 ; 206.140.137 ;;
95;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 23.398 ; 698 ; 19.844.460 ; 15.756 ; 13.829.179 ; 26.385 ; 47.798.312 ; 42.841 ; 81.495.349 ; 6.770 ; 76.416.722 ; 361 ; 22.533.775 ; 7.131 ; 98.950.497 ; 49.972 ; 180.445.846 ;;
96;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 198.295 ; 10 ; 262.817 ; 9.255 ; 5.510.029 ; 22.426 ; 25.690.683 ; 31.693 ; 31.661.824 ; 3.782 ; 83.390.965 ; 640 ; 63.136.022 ; 4.422 ; 146.526.987 ; 36.115 ; 178.188.811 ;;
97;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 36 ; 802.473 ; 1.223 ; 58.287.340 ; 534 ; 11.251.995 ; 3.648 ; 16.736.445 ; 5.441 ; 87.078.253 ; 2.638 ; 73.983.676 ; 391 ; 11.028.108 ; 3.029 ; 85.011.784 ; 8.470 ; 172.090.037 ;;
98;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 127.562 ; 30.125.064 ; 135.236 ; 70.108.990 ; 262.798 ; 100.234.054 ; 4.167 ; 53.709.395 ; 81 ; 13.699.243 ; 4.248 ; 67.408.638 ; 267.046 ; 167.642.692 ;;
99;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 3 ; 205.985 ; 61 ; 5.073.120 ; 26.909 ; 23.859.555 ; 48.426 ; 63.570.715 ; 75.399 ; 92.709.375 ; 6.400 ; 59.475.498 ; 1.089 ; 15.076.751 ; 7.489 ; 74.552.249 ; 82.888 ; 167.261.624 ;;
100;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 12 ; 30.733.571 ; 3 ; 1.500.001 ; 65 ; 30.755.754 ; 80 ; 62.989.326 ; 40 ; 65.516.610 ; 5 ; 5.518.700 ; 45 ; 71.035.310 ; 125 ; 134.024.636 ;;
101;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 9.277 ; 4.722.126 ; 6.967 ; 6.917.379 ; 16.244 ; 11.639.505 ; 487 ; 59.303.414 ; 308 ; 57.082.970 ; 795 ; 116.386.384 ; 17.039 ; 128.025.889 ;;
102;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 452 ; 40.562.120 ; 32 ; 2.334.068 ; 225 ; 4.839.218 ; 982 ; 8.808.441 ; 1.691 ; 56.543.847 ; 38 ; 15.579.186 ; 162 ; 48.960.562 ; 200 ; 64.539.748 ; 1.891 ; 121.083.595 ;;
103;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 74 ; 15.302.039 ; 389 ; 17.994.022 ; 288 ; 9.555.016 ; 476 ; 18.002.393 ; 1.227 ; 60.853.470 ; 759 ; 35.653.465 ; 302 ; 24.513.502 ; 1.061 ; 60.166.967 ; 2.288 ; 121.020.437 ;;
104;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 11 ; 617.214 ; 50.486 ; 24.225.058 ; 71.807 ; 57.815.261 ; 122.304 ; 82.657.533 ; 8.518 ; 34.852.429 ; 36 ; 501.793 ; 8.554 ; 35.354.222 ; 130.858 ; 118.011.755 ;;
105;54.403.563;BANCO ARBI S.A.; 5 ; 32.771 ; 185 ; 34.041.489 ; 26 ; 21.544.304 ; 144 ; 6.762.395 ; 360 ; 62.380.959 ; 64 ; 33.959.225 ; 16 ; 14.601.347 ; 80 ; 48.560.572 ; 440 ; 110.941.531 ;;
106;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 24 ; 3.341.842 ; 24 ; 2.261.237 ; 1.283 ; 24.156.456 ; 2.246 ; 38.391.165 ; 3.577 ; 68.150.700 ; 985 ; 27.851.709 ; 489 ; 14.690.156 ; 1.474 ; 42.541.865 ; 5.051 ; 110.692.565 ;;
107;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 71 ; 1.215.310 ; 463 ; 9.070.215 ; 1.375 ; 17.086.681 ; 7.114 ; 34.232.331 ; 9.023 ; 61.604.537 ; 2.117 ; 36.956.438 ; 692 ; 11.953.205 ; 2.809 ; 48.909.643 ; 11.832 ; 110.514.180 ;;
108;00.795.423;BANCO SEMEAR S.A.; 8 ; 737.273 ; 342 ; 13.643.480 ; 98 ; 16.520.844 ; 631 ; 18.081.042 ; 1.079 ; 48.982.639 ; 142 ; 35.173.964 ; 31 ; 20.874.850 ; 173 ; 56.048.814 ; 1.252 ; 105.031.453 ;;
109;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 2 ; 94.967 ; 141 ; 2.159.570 ; 12.933 ; 10.369.731 ; 39.849 ; 44.921.929 ; 52.925 ; 57.546.197 ; 6.571 ; 41.420.425 ; 569 ; 4.854.430 ; 7.140 ; 46.274.855 ; 60.065 ; 103.821.052 ;;
110;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 199 ; 5.369.546 ; 549 ; 14.530.408 ; 28.372 ; 14.309.370 ; 31.501 ; 24.495.006 ; 60.621 ; 58.704.330 ; 1.913 ; 28.408.624 ; 316 ; 8.872.644 ; 2.229 ; 37.281.268 ; 62.850 ; 95.985.598 ;;
111;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 653 ; 2.558.466 ; 283 ; 5.218.021 ; 2.402 ; 30.132.870 ; 3.326 ; 16.404.626 ; 6.664 ; 54.313.983 ; 548 ; 9.009.472 ; 295 ; 20.074.297 ; 843 ; 29.083.769 ; 7.507 ; 83.397.752 ;;
112;00.000.208;BRB - BANCO DE BRASILIA S.A.; -   ; -   ; 3 ; 533.060 ; 302 ; 3.059.607 ; 2.417 ; 39.239.099 ; 2.722 ; 42.831.766 ; 51 ; 38.379.728 ; 6 ; 1.817.981 ; 57 ; 40.197.709 ; 2.779 ; 83.029.475 ;;
113;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 19 ; 1.595.660 ; 76 ; 5.301.543 ; 782 ; 16.971.859 ; 5.275 ; 20.953.116 ; 6.152 ; 44.822.178 ; 1.108 ; 22.485.495 ; 1.059 ; 14.788.184 ; 2.167 ; 37.273.679 ; 8.319 ; 82.095.857 ;;
114;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 4 ; 223.989 ; 37 ; 2.882.014 ; 2.152 ; 6.952.043 ; 7.592 ; 21.309.077 ; 9.785 ; 31.367.123 ; 2.412 ; 23.592.243 ; 206 ; 6.584.876 ; 2.618 ; 30.177.119 ; 12.403 ; 61.544.242 ;;
115;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 8.033 ; 8 ; 8.033 ; 24 ; 26.889.752 ; 40 ; 26.885.721 ; 64 ; 53.775.473 ; 72 ; 53.783.506 ;;
116;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 35 ; 3.797.568 ; 1.757 ; 6.699.326 ; 6.560 ; 20.599.660 ; 8.352 ; 31.096.554 ; 1.318 ; 19.522.850 ; 14 ; 1.758.965 ; 1.332 ; 21.281.815 ; 9.684 ; 52.378.369 ;;
117;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 41.438 ; 351 ; 6.960.107 ; 2.028 ; 1.884.492 ; 6.419 ; 15.293.295 ; 8.801 ; 24.179.332 ; 1.870 ; 23.772.295 ; 125 ; 3.472.449 ; 1.995 ; 27.244.744 ; 10.796 ; 51.424.076 ;;
118;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 18 ; 227.777 ; 143 ; 3.661.344 ; 22.405 ; 12.420.848 ; 29.485 ; 19.218.634 ; 52.051 ; 35.528.603 ; 1.205 ; 12.135.952 ; 94 ; 1.860.115 ; 1.299 ; 13.996.067 ; 53.350 ; 49.524.670 ;;
119;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 24 ; 488.370 ; 83 ; 48.475.394 ; 107 ; 48.963.764 ; -   ; -   ; -   ; -   ; -   ; -   ; 107 ; 48.963.764 ;;
120;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 89 ; 253.948 ; 215 ; 3.367.907 ; 8.170 ; 4.694.125 ; 14.082 ; 19.111.720 ; 22.556 ; 27.427.700 ; 1.671 ; 18.366.291 ; 92 ; 825.404 ; 1.763 ; 19.191.695 ; 24.319 ; 46.619.395 ;;
121;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 30 ; 1.662.050 ; 395 ; 8.478.209 ; 1.394 ; 4.804.842 ; 4.837 ; 5.783.069 ; 6.656 ; 20.728.170 ; 1.451 ; 13.792.980 ; 247 ; 5.979.598 ; 1.698 ; 19.772.578 ; 8.354 ; 40.500.748 ;;
122;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 14 ; 615.095 ; 216 ; 10.722.346 ; 112 ; 1.656.136 ; 291 ; 6.822.207 ; 633 ; 19.815.784 ; 317 ; 16.830.530 ; 66 ; 1.557.115 ; 383 ; 18.387.645 ; 1.016 ; 38.203.429 ;;
123;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 26 ; 355.142 ; 89 ; 226.909 ; 2.574 ; 18.149.529 ; 2.689 ; 18.731.580 ; 2.256 ; 18.388.257 ; 22 ; 109.814 ; 2.278 ; 18.498.071 ; 4.967 ; 37.229.651 ;;
124;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 3.659 ; 2.846.003 ; 16.616 ; 17.740.314 ; 20.275 ; 20.586.317 ; 1.664 ; 15.520.817 ; 20 ; 661.740 ; 1.684 ; 16.182.557 ; 21.959 ; 36.768.874 ;;
125;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 11 ; 1.322.753 ; 43 ; 5.019.800 ; 277 ; 5.387.686 ; 389 ; 5.752.098 ; 720 ; 17.482.337 ; 603 ; 11.559.260 ; 442 ; 7.498.177 ; 1.045 ; 19.057.437 ; 1.765 ; 36.539.774 ;;
126;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 117 ; 7.751.673 ; 8 ; 483.030 ; 404 ; 5.511.861 ; 393 ; 3.194.334 ; 922 ; 16.940.898 ; 253 ; 3.686.237 ; 505 ; 13.264.034 ; 758 ; 16.950.271 ; 1.680 ; 33.891.169 ;;
127;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 10 ; 79.341 ; 248 ; 1.756.330 ; 6.082 ; 15.466.165 ; 6.340 ; 17.301.836 ; 3.391 ; 14.993.497 ; 47 ; 1.195.890 ; 3.438 ; 16.189.387 ; 9.778 ; 33.491.223 ;;
128;33.042.151;BANCO DE LA NACION ARGENTINA; 12 ; 11.681.027 ; 20 ; 2.392.617 ; 3.799 ; 2.868.894 ; 277 ; 532.287 ; 4.108 ; 17.474.825 ; 5 ; 1.572.539 ; 18 ; 12.962.703 ; 23 ; 14.535.242 ; 4.131 ; 32.010.067 ;;
129;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 14.621 ; 5.329.725 ; 18.444 ; 14.094.701 ; 33.065 ; 19.424.426 ; 998 ; 9.044.795 ; 10 ; 57.832 ; 1.008 ; 9.102.627 ; 34.073 ; 28.527.053 ;;
130;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 86 ; 1.122.315 ; 385 ; 12.958.221 ; 471 ; 14.080.536 ; 40 ; 12.651.830 ; 2 ; 793.000 ; 42 ; 13.444.830 ; 513 ; 27.525.366 ;;
131;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 86 ; 14.257.538 ; -   ; -   ; 70 ; 92.241 ; 72 ; 104.984 ; 228 ; 14.454.763 ; 2 ; 310.000 ; 27 ; 12.100.000 ; 29 ; 12.410.000 ; 257 ; 26.864.763 ;;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 21 ; 949.811 ; 7 ; 138.911 ; 1.670 ; 1.127.285 ; 9.353 ; 12.159.075 ; 11.051 ; 14.375.082 ; 1.367 ; 11.269.322 ; 29 ; 1.026.839 ; 1.396 ; 12.296.161 ; 12.447 ; 26.671.243 ;;
133;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 59.984 ; 44 ; 3.180.319 ; 224 ; 1.037.466 ; 1.423 ; 8.506.423 ; 1.692 ; 12.784.192 ; 1.345 ; 11.691.449 ; 97 ; 1.088.795 ; 1.442 ; 12.780.244 ; 3.134 ; 25.564.436 ;;
134;04.902.979;BANCO DA AMAZONIA S.A.; 24 ; 5.977.505 ; 6 ; 844.606 ; 276 ; 5.507.322 ; 243 ; 944.508 ; 549 ; 13.273.941 ; 9 ; 938.530 ; 98 ; 10.606.867 ; 107 ; 11.545.397 ; 656 ; 24.819.338 ;;
135;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 4.028 ; 2.698.740 ; 10.162 ; 10.184.836 ; 14.190 ; 12.883.576 ; 896 ; 7.952.325 ; 33 ; 446.273 ; 929 ; 8.398.598 ; 15.119 ; 21.282.174 ;;
136;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 37.569 ; 10.216.785 ; 19.806 ; 6.169.868 ; 57.375 ; 16.386.653 ; 47 ; 281.754 ; 316 ; 4.341.674 ; 363 ; 4.623.428 ; 57.738 ; 21.010.081 ;;
137;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 5.850 ; 35 ; 1.114.389 ; 4.599 ; 4.029.439 ; 5.737 ; 6.818.595 ; 10.372 ; 11.968.273 ; 314 ; 6.044.407 ; 54 ; 2.192.833 ; 368 ; 8.237.240 ; 10.740 ; 20.205.513 ;;
138;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 423 ; 2.618.481 ; 486 ; 2.902.075 ; 909 ; 5.520.556 ; 57 ; 7.219.588 ; 29 ; 7.020.800 ; 86 ; 14.240.388 ; 995 ; 19.760.944 ;;
139;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; 4 ; 26.313 ; 863 ; 728.810 ; 4.993 ; 9.016.221 ; 5.860 ; 9.771.344 ; 1.382 ; 8.384.652 ; 47 ; 61.765 ; 1.429 ; 8.446.417 ; 7.289 ; 18.217.761 ;;
140;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 3 ; 25.060 ; 10.704 ; 4.490.150 ; 7.866 ; 7.674.713 ; 18.573 ; 12.189.923 ; 647 ; 4.547.672 ; 47 ; 1.328.688 ; 694 ; 5.876.360 ; 19.267 ; 18.066.283 ;;
141;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; 3 ; 674.654 ; 29 ; 1.291.450 ; 103 ; 2.659.349 ; 408 ; 4.168.645 ; 543 ; 8.794.098 ; 398 ; 5.477.604 ; 97 ; 3.345.378 ; 495 ; 8.822.982 ; 1.038 ; 17.617.080 ;;
142;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 3.089 ; 949.974 ; 6.496 ; 6.610.795 ; 9.585 ; 7.560.769 ; 1.093 ; 5.680.598 ; 2 ; 20.483 ; 1.095 ; 5.701.081 ; 10.680 ; 13.261.850 ;;
143;61.033.106;BANCO CREFISA S.A.; -   ; -   ; -   ; -   ; 35 ; 991.060 ; 78 ; 6.015.517 ; 113 ; 7.006.577 ; 37 ; 5.010.267 ; -   ; -   ; 37 ; 5.010.267 ; 150 ; 12.016.844 ;;
144;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 208.281 ; 42 ; 1.003.730 ; 26 ; 312.081 ; 452 ; 3.497.250 ; 523 ; 5.021.342 ; 402 ; 4.655.161 ; 37 ; 674.590 ; 439 ; 5.329.751 ; 962 ; 10.351.093 ;;
145;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 375 ; 238.728 ; 1.937 ; 4.583.687 ; 2.312 ; 4.822.415 ; 511 ; 4.346.966 ; 1 ; 3.696 ; 512 ; 4.350.662 ; 2.824 ; 9.173.077 ;;
