Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Nov/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
56;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS; 45 ; 3.403.066 ;;; 756 ; 4.255.263 ; 1.547 ; 14.584.233 ; 2.348 ; 22.242.562 ; 3.057 ; 641.189.586 ; 1.588 ; 634.262.751 ; 4.645 ; 1.275.452.337 ; 6.993 ; 1.297.694.899 ;
57;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 1.438 ; 34.060.560 ; 14.319 ; 292.696.821 ; 12.255 ; 124.740.648 ; 32.301 ; 255.051.680 ; 60.313 ; 706.549.709 ; 6.890 ; 477.255.849 ; 1.843 ; 88.234.883 ; 8.733 ; 565.490.732 ; 69.046 ; 1.272.040.441 ;
58;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 117 ; 1.400.292 ; 1.608 ; 25.000.804 ; 4.109 ; 42.105.729 ; 13.567 ; 188.501.494 ; 19.401 ; 257.008.318 ; 21.246 ; 556.993.132 ; 3.350 ; 386.788.005 ; 24.596 ; 943.781.136 ; 43.997 ; 1.200.789.455 ;
59;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 394 ; 7.449.410 ; 1.805 ; 21.268.901 ; 13.829 ; 95.205.195 ; 51.723 ; 575.332.552 ; 67.751 ; 699.256.057 ; 8.070 ; 495.924.475 ; 60 ; 1.858.202 ; 8.130 ; 497.782.677 ; 75.881 ; 1.197.038.734 ;
60;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 30 ; 269.809 ; 352 ; 3.245.266 ; 6.038 ; 234.712.164 ; 10.796 ; 539.565.486 ; 17.216 ; 777.792.725 ; 7.087 ; 351.810.818 ; 3.111 ; 37.070.495 ; 10.198 ; 388.881.313 ; 27.414 ; 1.166.674.039 ;
61;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 20 ; 123.982 ; 8.653 ; 95.678.970 ; 31.151 ; 551.217.413 ; 39.824 ; 647.020.365 ; 23.524 ; 461.067.028 ; 543 ; 6.272.992 ; 24.067 ; 467.340.020 ; 63.891 ; 1.114.360.385 ;
62;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 917 ; 16.648.562 ; 11.008 ; 242.475.467 ; 7.456 ; 111.777.122 ; 29.859 ; 251.852.396 ; 49.240 ; 622.753.547 ; 10.919 ; 389.967.099 ; 193 ; 24.101.504 ; 11.112 ; 414.068.603 ; 60.352 ; 1.036.822.150 ;
63;03.532.415;BANCO ABN AMRO S.A.; 151 ; 373.751.910 ; 12 ; 7.449.970 ; 80 ; 98.990.001 ; 189 ; 21.665.539 ; 432 ; 501.857.419 ; 35 ; 38.622.975 ; 181 ; 479.157.041 ; 216 ; 517.780.016 ; 648 ; 1.019.637.436 ;
64;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 37 ; 49.678.327 ; 74 ; 25.001.332 ; 139 ; 79.924.620 ; 950 ; 54.741.830 ; 1.200 ; 209.346.110 ; 151 ; 379.871.117 ; 174 ; 416.347.080 ; 325 ; 796.218.197 ; 1.525 ; 1.005.564.307 ;
65;60.889.128;BANCO SOFISA S.A.; 1.066 ; 275.511.761 ; 1.204 ; 68.441.858 ; 294 ; 162.404.455 ; 959 ; 43.095.575 ; 3.523 ; 549.453.649 ; 127 ; 39.579.053 ; 150 ; 365.554.225 ; 277 ; 405.133.278 ; 3.800 ; 954.586.928 ;
66;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 7.202 ; 224.803.229 ; 2.880 ; 95.474.090 ; 726 ; 12.138.498 ; 2.663 ; 21.370.289 ; 13.471 ; 353.786.106 ; 313 ; 237.067.606 ; 610 ; 344.175.459 ; 923 ; 581.243.065 ; 14.394 ; 935.029.172 ;
67;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 246 ; 8.622.758 ; 3.484 ; 64.492.661 ; 9.339 ; 43.495.235 ; 32.929 ; 180.941.294 ; 45.998 ; 297.551.948 ; 19.344 ; 406.799.032 ; 4.038 ; 213.287.177 ; 23.382 ; 620.086.209 ; 69.380 ; 917.638.157 ;
68;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 5.000.000 ; 2 ; 14.666 ; 557 ; 67.059.590 ; 913 ; 131.010.933 ; 1.473 ; 203.085.188 ; 153 ; 385.413.100 ; 119 ; 325.555.222 ; 272 ; 710.968.322 ; 1.745 ; 914.053.511 ;
69;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 286 ; 6.331.319 ; 10.096 ; 268.037.165 ; 3.766 ; 37.863.262 ; 12.558 ; 121.775.975 ; 26.706 ; 434.007.721 ; 14.789 ; 407.781.245 ; 1.631 ; 62.040.739 ; 16.420 ; 469.821.985 ; 43.126 ; 903.829.705 ;
70;15.114.366;BANCO BBM S/A; 321 ; 221.785.754 ; 18 ; 36.450.915 ; 119 ; 175.033.359 ; 381 ; 91.824.394 ; 839 ; 525.094.422 ; 59 ; 62.698.377 ; 126 ; 315.420.111 ; 185 ; 378.118.488 ; 1.024 ; 903.212.909 ;
71;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;;; -   ; -   ; 10 ; 894.899.343 ; 2 ; 2 ; 12 ; 894.899.345 ; 12 ; 894.899.345 ;
72;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.292 ; 48.533.681 ; 7.888 ; 257.443.316 ; 3.354 ; 85.254.688 ; 8.336 ; 90.505.095 ; 20.870 ; 481.736.780 ; 3.368 ; 286.892.673 ; 352 ; 72.737.169 ; 3.720 ; 359.629.842 ; 24.590 ; 841.366.622 ;
73;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 777 ; 953.491 ; 5.969 ; 23.908.251 ; 6.746 ; 24.861.743 ; 3.149 ; 414.225.261 ; 974 ; 391.328.409 ; 4.123 ; 805.553.670 ; 10.869 ; 830.415.413 ;
74;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 232 ; 59.932.169 ; 14 ; 1.611.451 ; 42 ; 1.040.376 ; 81 ; 1.078.144 ; 369 ; 63.662.139 ; 272 ; 349.462.838 ; 320 ; 394.335.000 ; 592 ; 743.797.838 ; 961 ; 807.459.978 ;
75;62.144.175;BANCO PINE S.A.; 179 ; 137.690.272 ; 85 ; 95.179.263 ; 49 ; 80.007.572 ; 433 ; 180.442.034 ; 746 ; 493.319.141 ; 28 ; 201.530.164 ; 15 ; 46.021.121 ; 43 ; 247.551.286 ; 789 ; 740.870.427 ;
76;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 50 ; 1.435.972 ; 1.351 ; 35.184.139 ; 1.539 ; 6.916.613 ; 10.792 ; 166.386.347 ; 13.732 ; 209.923.070 ; 14.934 ; 357.293.348 ; 626 ; 163.940.919 ; 15.560 ; 521.234.268 ; 29.292 ; 731.157.338 ;
77;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 4.782 ; 232.517.359 ; 3.650 ; 105.065.175 ; 1.780 ; 47.163.272 ; 2.285 ; 129.192.415 ; 12.497 ; 513.938.221 ; 223 ; 80.548.377 ; 163 ; 123.252.095 ; 386 ; 203.800.471 ; 12.883 ; 717.738.692 ;
78;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 7 ; 107.132 ; 388 ; 13.995.949 ; 11.810 ; 37.840.917 ; 22.032 ; 148.568.836 ; 34.237 ; 200.512.834 ; 16.154 ; 318.241.346 ; 683 ; 193.769.812 ; 16.837 ; 512.011.159 ; 51.074 ; 712.523.993 ;
79;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 413 ; 122.152.077 ; 465 ; 53.230.966 ; 209 ; 36.469.947 ; 486 ; 40.917.087 ; 1.573 ; 252.770.078 ; 209 ; 167.386.488 ; 253 ; 222.441.295 ; 462 ; 389.827.783 ; 2.035 ; 642.597.861 ;
80;61.024.352;BANCO INDUSVAL S.A.; 452 ; 119.212.758 ; 393 ; 24.603.097 ; 357 ; 79.426.674 ; 735 ; 62.884.244 ; 1.937 ; 286.126.773 ; 199 ; 122.368.739 ; 253 ; 234.015.442 ; 452 ; 356.384.181 ; 2.389 ; 642.510.954 ;
81;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 10 ; 113.957 ; 95 ; 1.687.405 ; 555 ; 6.338.695 ; 2.219 ; 290.779.185 ; 2.879 ; 298.919.242 ; 16.385 ; 288.990.810 ; 51 ; 2.766.602 ; 16.436 ; 291.757.412 ; 19.315 ; 590.676.654 ;
82;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 110 ; 52.612.304 ; 92 ; 12.791.413 ; 211 ; 195.096.000 ; 384 ; 55.634.316 ; 797 ; 316.134.033 ; 34 ; 45.348.726 ; 64 ; 225.009.348 ; 98 ; 270.358.074 ; 895 ; 586.492.107 ;
83;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 69 ; 887.481 ; 3.979 ; 174.395.184 ; 921 ; 7.787.050 ; 7.227 ; 87.574.496 ; 12.196 ; 270.644.210 ; 7.391 ; 265.773.494 ; 150 ; 12.460.739 ; 7.541 ; 278.234.234 ; 19.737 ; 548.878.444 ;
84;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 10 ; 2.906.948 ; 159 ; 47.637.755 ; 472 ; 174.355.672 ; 1.555 ; 100.121.287 ; 2.196 ; 325.021.661 ; 129 ; 77.279.369 ; 106 ; 106.766.979 ; 235 ; 184.046.348 ; 2.431 ; 509.068.009 ;
85;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 255 ; 7.972.738 ; 5.813 ; 153.626.973 ; 3.393 ; 22.854.854 ; 9.866 ; 87.847.405 ; 19.327 ; 272.301.970 ; 6.686 ; 219.354.276 ; 475 ; 8.716.020 ; 7.161 ; 228.070.297 ; 26.488 ; 500.372.267 ;
86;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 924 ; 145.626.392 ; 1.140 ; 66.776.388 ; 690 ; 4.399.527 ; 597 ; 25.596.095 ; 3.351 ; 242.398.402 ; 558 ; 95.184.892 ; 353 ; 146.170.544 ; 911 ; 241.355.436 ; 4.262 ; 483.753.838 ;
87;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;;;;; 13 ; 254.089.707 ; 12 ; 131.227.455 ; 25 ; 385.317.162 ; 2 ; 1.050.000 ; 5 ; 88.500.000 ; 7 ; 89.550.000 ; 32 ; 474.867.162 ;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 524 ; 10.448.128 ; 7.769 ; 146.958.997 ; 2.086 ; 39.725.421 ; 7.413 ; 64.064.538 ; 17.792 ; 261.197.083 ; 4.561 ; 176.865.410 ; 228 ; 15.953.572 ; 4.789 ; 192.818.982 ; 22.581 ; 454.016.065 ;
89;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 49 ; 946.357 ; 1.802 ; 89.035.347 ; 1.081 ; 4.076.891 ; 3.567 ; 23.616.075 ; 6.499 ; 117.674.670 ; 3.328 ; 213.593.815 ; 483 ; 105.827.524 ; 3.811 ; 319.421.339 ; 10.310 ; 437.096.009 ;
90;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 39 ; 1.927.430 ; 633 ; 14.518.195 ; 4.034 ; 24.154.427 ; 16.036 ; 150.975.091 ; 20.742 ; 191.575.143 ; 9.382 ; 187.982.392 ; 651 ; 48.477.658 ; 10.033 ; 236.460.050 ; 30.775 ; 428.035.192 ;
91;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 9 ; 180.965 ; 1.803 ; 45.678.201 ; 203 ; 527.787 ; 7.012 ; 142.459.446 ; 9.027 ; 188.846.399 ; 6.426 ; 196.817.639 ; 120 ; 9.395.547 ; 6.546 ; 206.213.186 ; 15.573 ; 395.059.586 ;
92;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 90 ; 65.586.269 ; 97 ; 12.466.649 ; 79 ; 39.095.785 ; 176 ; 54.888.793 ; 442 ; 172.037.496 ; 93 ; 63.146.311 ; 127 ; 100.401.405 ; 220 ; 163.547.716 ; 662 ; 335.585.212 ;
93;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 1 ; 40.424 ; 39 ; 894.991 ; 1.594 ; 14.181.654 ; 4.027 ; 107.934.012 ; 5.661 ; 123.051.081 ; 10.386 ; 151.178.306 ; 580 ; 56.540.953 ; 10.966 ; 207.719.259 ; 16.627 ; 330.770.340 ;
94;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 256 ; 3.406.352 ; 3.662 ; 71.505.108 ; 1.101 ; 12.839.774 ; 5.852 ; 78.748.064 ; 10.871 ; 166.499.298 ; 14.885 ; 141.292.672 ; 372 ; 7.275.856 ; 15.257 ; 148.568.528 ; 26.128 ; 315.067.827 ;
95;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 237 ; 4.597.721 ; 2.963 ; 65.931.924 ; 2.158 ; 21.193.981 ; 11.232 ; 85.836.208 ; 16.590 ; 177.559.834 ; 11.053 ; 127.911.490 ; 74 ; 1.850.309 ; 11.127 ; 129.761.799 ; 27.717 ; 307.321.633 ;
96;59.285.411;BANCO PAN S.A.; 61 ; 44.972.331 ;;; 152 ; 21.422.200 ; 415 ; 90.603.989 ; 628 ; 156.998.519 ; 10 ; 82.695.123 ; 46 ; 59.800.029 ; 56 ; 142.495.152 ; 684 ; 299.493.670 ;
97;61.033.106;BANCO BPN BRASIL S.A.; 36 ; 1.822.392 ; 19 ; 532.506 ; 315 ; 120.525.789 ; 175 ; 69.548.036 ; 545 ; 192.428.722 ; 68 ; 25.184.859 ; 118 ; 75.740.865 ; 186 ; 100.925.724 ; 731 ; 293.354.447 ;
98;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 195 ; 4.404.448 ; 4.682 ; 19.140.989 ; 10.037 ; 140.412.098 ; 14.914 ; 163.957.536 ; 7.175 ; 127.555.599 ; 43 ; 1.742.813 ; 7.218 ; 129.298.412 ; 22.132 ; 293.255.948 ;
99;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 251 ; 37.879.499 ; 156 ; 3.067.637 ; 39 ; 14.831.479 ; 199 ; 45.522.078 ; 645 ; 101.300.692 ; 48 ; 89.745.180 ; 115 ; 91.865.394 ; 163 ; 181.610.574 ; 808 ; 282.911.266 ;
100;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 74 ; 57.991.483 ; 13 ; 5.786.453 ; 36 ; 58.181.628 ; 345 ; 13.215.465 ; 468 ; 135.175.028 ; 69 ; 19.379.588 ; 82 ; 113.970.769 ; 151 ; 133.350.357 ; 619 ; 268.525.385 ;
101;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.101 ; 5.292.958 ; 4.391 ; 129.098.740 ; 5.492 ; 134.391.697 ; 4.787 ; 124.833.168 ; 176 ; 2.867.314 ; 4.963 ; 127.700.482 ; 10.455 ; 262.092.179 ;
102;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 32 ; 1.266.636 ; 20 ; 3.176.090 ; 484 ; 75.833.768 ; 800 ; 24.682.737 ; 1.336 ; 104.959.231 ; 218 ; 27.550.979 ; 63 ; 99.911.626 ; 281 ; 127.462.605 ; 1.617 ; 232.421.836 ;
103;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 33 ; 1.216.097 ; 76 ; 1.954.328 ; 1.535 ; 13.898.698 ; 3.662 ; 42.122.147 ; 5.306 ; 59.191.270 ; 2.345 ; 99.691.909 ; 560 ; 70.742.559 ; 2.905 ; 170.434.468 ; 8.211 ; 229.625.739 ;
104;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 307 ; 10.056.633 ; 1.966 ; 55.711.748 ; 1.488 ; 10.125.564 ; 4.894 ; 33.872.052 ; 8.655 ; 109.765.998 ; 4.084 ; 78.140.316 ; 314 ; 8.727.551 ; 4.398 ; 86.867.867 ; 13.053 ; 196.633.865 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 13 ; 104.252 ; 372 ; 6.003.301 ; 6.186 ; 12.289.054 ; 11.941 ; 66.206.241 ; 18.512 ; 84.602.849 ; 5.626 ; 85.488.835 ; 249 ; 25.570.930 ; 5.875 ; 111.059.765 ; 24.387 ; 195.662.614 ;
106;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 45 ; 847.660 ; 875 ; 25.274.566 ; 2.335 ; 17.208.577 ; 4.546 ; 49.455.627 ; 7.801 ; 92.786.431 ; 4.599 ; 74.552.195 ; 517 ; 17.832.383 ; 5.116 ; 92.384.578 ; 12.917 ; 185.171.008 ;
107;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 178 ; 2.702.921 ; 1.533 ; 29.575.650 ; 1.750 ; 17.286.171 ; 5.372 ; 55.877.664 ; 8.833 ; 105.442.406 ; 4.754 ; 72.095.950 ; 110 ; 6.502.578 ; 4.864 ; 78.598.528 ; 13.697 ; 184.040.934 ;
108;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 16 ; 116.498 ; 1.373 ; 42.089.370 ; 1.337 ; 14.842.589 ; 11.795 ; 33.962.187 ; 14.521 ; 91.010.644 ; 3.920 ; 76.309.681 ; 578 ; 15.937.165 ; 4.498 ; 92.246.846 ; 19.019 ; 183.257.490 ;
109;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 36 ; 831.573 ; 1.316 ; 32.099.864 ; 329 ; 6.593.164 ; 7.628 ; 49.665.327 ; 9.309 ; 89.189.928 ; 5.524 ; 82.590.848 ; 268 ; 8.266.186 ; 5.792 ; 90.857.034 ; 15.101 ; 180.046.962 ;
110;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 37 ; 2.341.234 ; 14 ; 1.005.612 ; 8.399 ; 76.119.334 ; 204 ; 653.727 ; 8.654 ; 80.119.907 ; 50 ; 1.322.663 ; 483 ; 78.130.222 ; 533 ; 79.452.885 ; 9.187 ; 159.572.792 ;
111;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 116 ; 375.295 ; 449 ; 6.320.486 ; 4.827 ; 7.211.920 ; 24.261 ; 50.281.885 ; 29.653 ; 64.189.586 ; 3.417 ; 70.838.904 ; 252 ; 21.807.947 ; 3.669 ; 92.646.851 ; 33.322 ; 156.836.437 ;
112;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.412 ; 4.204.360 ; 3.650 ; 77.431.424 ; 5.062 ; 81.635.784 ; 3.955 ; 73.461.597 ; 29 ; 196.520 ; 3.984 ; 73.658.117 ; 9.046 ; 155.293.901 ;
113;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 21 ; 773.797 ; 479 ; 9.339.685 ; 714 ; 35.653.289 ; 3.103 ; 47.959.387 ; 4.317 ; 93.726.157 ; 1.173 ; 34.488.321 ; 239 ; 13.613.704 ; 1.412 ; 48.102.025 ; 5.729 ; 141.828.182 ;
114;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 121 ; 3.973.434 ; 766 ; 30.375.806 ; 4.973 ; 48.784.768 ; 5.860 ; 83.134.008 ; 90 ; 38.200.573 ; 28 ; 18.258.814 ; 118 ; 56.459.387 ; 5.978 ; 139.593.395 ;
115;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 708 ; 2.254.101 ; 2.282 ; 61.003.073 ; 2.990 ; 63.257.174 ; 2.879 ; 63.143.561 ; 266 ; 2.370.720 ; 3.145 ; 65.514.281 ; 6.135 ; 128.771.456 ;
116;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 72 ; 1.563.753 ; 150 ; 2.867.788 ; 2.441 ; 7.007.439 ; 6.429 ; 55.841.073 ; 9.092 ; 67.280.053 ; 4.862 ; 51.743.460 ; 70 ; 1.603.827 ; 4.932 ; 53.347.287 ; 14.024 ; 120.627.340 ;
117;33.042.151;BANCO DE LA NACION ARGENTINA; 68 ; 16.780.387 ; 70 ; 8.866.382 ; 3.968 ; 6.439.245 ; 1.020 ; 1.756.791 ; 5.126 ; 33.842.806 ; 61 ; 35.613.534 ; 89 ; 49.281.793 ; 150 ; 84.895.326 ; 5.276 ; 118.738.132 ;
118;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 270 ; 5.079.375 ; 221 ; 2.031.337 ; 1.289 ; 52.164.897 ; 1.780 ; 59.275.610 ; 3.023 ; 56.768.372 ; 44 ; 1.537.038 ; 3.067 ; 58.305.411 ; 4.847 ; 117.581.020 ;
119;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 151 ; 7.287.986 ; 914 ; 40.577.750 ; 180 ; 3.290.124 ; 1.816 ; 4.567.387 ; 3.061 ; 55.723.248 ; 1.876 ; 46.361.727 ; 249 ; 11.794.264 ; 2.125 ; 58.155.991 ; 5.186 ; 113.879.239 ;
120;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 9 ; 171.159 ; 32 ; 54.368.431 ; 41 ; 54.539.590 ; 2 ; 54.340.000 ; 3 ; 4.468.570 ; 5 ; 58.808.570 ; 46 ; 113.348.160 ;
121;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 17 ; 352.957 ; 1.472 ; 5.238.766 ; 5.303 ; 54.579.891 ; 6.792 ; 60.171.614 ; 3.519 ; 49.200.769 ; 104 ; 288.773 ; 3.623 ; 49.489.542 ; 10.415 ; 109.661.156 ;
122;04.902.979;BANCO DA AMAZONIA S.A.; 443 ; 39.558.319 ; 295 ; 10.317.795 ; 194 ; 2.633.563 ; 636 ; 3.486.874 ; 1.568 ; 55.996.552 ; 81 ; 10.672.277 ; 224 ; 39.021.059 ; 305 ; 49.693.336 ; 1.873 ; 105.689.887 ;
123;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 74 ; 642.676 ; 484 ; 13.854.627 ; 1.420 ; 7.995.230 ; 4.077 ; 30.420.966 ; 6.055 ; 52.913.498 ; 3.367 ; 40.209.923 ; 360 ; 4.450.990 ; 3.727 ; 44.660.914 ; 9.782 ; 97.574.412 ;
124;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 396 ; 1.460.715 ; 3.394 ; 47.625.401 ; 3.790 ; 49.086.116 ; 6.378 ; 46.955.830 ; 78 ; 826.258 ; 6.456 ; 47.782.089 ; 10.246 ; 96.868.205 ;
125;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 8 ; 582.931 ; 387 ; 6.582.819 ; 427 ; 5.519.994 ; 5.819 ; 33.659.499 ; 6.641 ; 46.345.243 ; 1.903 ; 39.287.947 ; 127 ; 5.140.406 ; 2.030 ; 44.428.353 ; 8.671 ; 90.773.596 ;
126;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 87 ; 2.359.069 ; 142 ; 808.882 ; 442 ; 41.318.570 ; 671 ; 44.486.520 ; 1.831 ; 43.401.620 ; 9 ; 521.603 ; 1.840 ; 43.923.224 ; 2.511 ; 88.409.744 ;
127;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 9.834 ; 6.410.982 ; 18.519 ; 36.132.384 ; 28.353 ; 42.543.366 ; 934 ; 29.795.487 ; 3 ; 31.595 ; 937 ; 29.827.082 ; 29.290 ; 72.370.448 ;
128;07.679.404;BANCO TOPÁZIO S.A.; 12 ; 3.005.523 ; 75 ; 3.751.936 ; 605 ; 18.259.301 ; 748 ; 15.876.339 ; 1.440 ; 40.893.099 ; 65 ; 14.564.227 ; 94 ; 16.219.065 ; 159 ; 30.783.293 ; 1.599 ; 71.676.392 ;
129;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 86 ; 2.797.253 ; 960 ; 32.994.496 ; 1.046 ; 35.791.749 ; 923 ; 32.713.329 ; 71 ; 2.516.389 ; 994 ; 35.229.718 ; 2.040 ; 71.021.467 ;
130;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 36 ; 826.409 ; 170 ; 2.844.284 ; 400 ; 4.957.585 ; 2.568 ; 27.286.489 ; 3.174 ; 35.914.766 ; 1.232 ; 25.796.393 ; 119 ; 1.456.541 ; 1.351 ; 27.252.934 ; 4.525 ; 63.167.700 ;
131;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 2.118 ; 16.743.965 ; 2.907 ; 28.259.950 ; 5.025 ; 45.003.915 ; 3.349 ; 13.249.334 ; 106 ; 1.645.371 ; 3.455 ; 14.894.704 ; 8.480 ; 59.898.620 ;
132;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 3.390 ; 5.134.289 ; 13.609 ; 28.188.958 ; 16.999 ; 33.323.248 ; 545 ; 22.775.742 ; 3 ; 13.639 ; 548 ; 22.789.381 ; 17.547 ; 56.112.629 ;
133;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 14 ; 84.697 ; 1.060 ; 3.283.953 ; 2.168 ; 25.991.681 ; 3.242 ; 29.360.331 ; 1.921 ; 23.311.136 ; 79 ; 505.801 ; 2.000 ; 23.816.937 ; 5.242 ; 53.177.268 ;
134;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 14.585 ; 1.920 ; 14.494.611 ; 2.336 ; 23.695.374 ; 4.258 ; 38.204.570 ; 1.189 ; 10.856.744 ; 98 ; 1.694.768 ; 1.287 ; 12.551.512 ; 5.545 ; 50.756.082 ;
135;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 205 ; 11.236.366 ; 61 ; 2.663.873 ; 145 ; 1.463.973 ; 1.138 ; 8.950.344 ; 1.549 ; 24.314.555 ; 221 ; 11.196.087 ; 179 ; 12.244.657 ; 400 ; 23.440.744 ; 1.949 ; 47.755.299 ;
136;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 12 ; 99.376 ; 4.378 ; 2.240.604 ; 20.891 ; 20.938.812 ; 25.281 ; 23.278.793 ; 972 ; 20.188.065 ; 58 ; 1.220.180 ; 1.030 ; 21.408.245 ; 26.311 ; 44.687.038 ;
