Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Out/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
148;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 2 ; 3.804 ; 135 ; 5.734.510 ; 92 ; 1.587.151 ; 768 ; 3.493.871 ; 997 ; 10.819.335 ; 792 ; 9.361.975 ; 67 ; 1.571.323 ; 859 ; 10.933.298 ; 1.856 ; 21.752.633 ;
149;14.388.334;PARANÁ BANCO S.A.; 27 ; 5.203.773 ; 7 ; 2.304.195 ;;; 39 ; 207.573 ; 73 ; 7.715.541 ; 5 ; 4.550.000 ; 13 ; 9.050.000 ; 18 ; 13.600.000 ; 91 ; 21.315.541 ;
150;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 1.391 ; 313 ; 923.014 ; 1.620 ; 9.534.993 ; 1.934 ; 10.459.398 ; 2.149 ; 9.719.013 ; 32 ; 1.118.837 ; 2.181 ; 10.837.850 ; 4.115 ; 21.297.247 ;
151;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 11 ; 429.511 ; 76 ; 369.039 ; 1.618 ; 9.739.050 ; 1.705 ; 10.537.600 ; 2.175 ; 10.011.874 ; 29 ; 214.451 ; 2.204 ; 10.226.325 ; 3.909 ; 20.763.924 ;
152;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 1.955 ; 1.314.641 ; 2.214 ; 3.886.521 ; 4.169 ; 5.201.162 ; 383 ; 7.901.061 ; 151 ; 5.329.372 ; 534 ; 13.230.433 ; 4.703 ; 18.431.595 ;
153;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 971 ; 5.144.637 ; 1.294 ; 8.748.293 ; 2.265 ; 13.892.930 ; 521 ; 3.941.521 ; 41 ; 338.631 ; 562 ; 4.280.152 ; 2.827 ; 18.173.082 ;
154;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 74 ; 1.919.802 ; 130 ; 3.144.450 ; 22 ; 179.444 ; 375 ; 3.561.546 ; 601 ; 8.805.242 ; 226 ; 6.619.458 ; 69 ; 2.019.421 ; 295 ; 8.638.879 ; 896 ; 17.444.121 ;
155;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 6.728 ; 2.666.474 ; 10.757 ; 7.952.567 ; 17.485 ; 10.619.041 ; 422 ; 5.278.082 ;;; 422 ; 5.278.082 ; 17.907 ; 15.897.122 ;
156;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 12 ; 58.875 ; 412 ; 347.190 ; 4.942 ; 7.283.151 ; 5.366 ; 7.689.216 ; 851 ; 7.082.647 ; 16 ; 88.390 ; 867 ; 7.171.037 ; 6.233 ; 14.860.252 ;
157;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 6 ; 79.404 ; 1.025 ; 2.895.216 ; 1.680 ; 6.280.192 ; 2.711 ; 9.254.812 ; 868 ; 4.041.670 ; 7 ; 574.189 ; 875 ; 4.615.859 ; 3.586 ; 13.870.671 ;
158;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 472 ; 388.318 ; 4.216 ; 6.765.358 ; 4.688 ; 7.153.675 ; 697 ; 6.380.830 ;;; 697 ; 6.380.830 ; 5.385 ; 13.534.505 ;
159;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 13 ; 109.764 ; 49 ; 878.502 ; 79 ; 3.427.551 ; 169 ; 4.154.874 ; 310 ; 8.570.692 ; 8 ; 2.779.375 ; 5 ; 1.713.705 ; 13 ; 4.493.080 ; 323 ; 13.063.772 ;
160;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 698 ; 344.287 ; 3.061 ; 6.048.508 ; 3.759 ; 6.392.795 ; 433 ; 5.625.496 ;;; 433 ; 5.625.496 ; 4.192 ; 12.018.291 ;
161;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 4 ; 545.577 ; 361 ; 850.061 ; 54 ; 4.119.007 ; 419 ; 5.514.646 ; 11 ; 5.320.000 ; 3 ; 600.000 ; 14 ; 5.920.000 ; 433 ; 11.434.646 ;
162;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.;;;;; 281 ; 844.874 ; 641 ; 5.079.911 ; 922 ; 5.924.785 ; 382 ; 4.306.310 ;;; 382 ; 4.306.310 ; 1.304 ; 10.231.095 ;
163;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 3 ; 94.593 ; 99 ; 1.542.707 ; 1.558 ; 3.526.664 ; 1.660 ; 5.163.964 ; 455 ; 3.380.425 ; 33 ; 1.373.185 ; 488 ; 4.753.610 ; 2.148 ; 9.917.574 ;
164;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 1.043 ; 426.984 ; 4.510 ; 4.678.155 ; 5.553 ; 5.105.139 ; 1.877 ; 4.236.921 ; 1 ; 7.000 ; 1.878 ; 4.243.921 ; 7.431 ; 9.349.060 ;
165;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 9 ; 171.159 ; 30 ; 2.198.431 ; 39 ; 2.369.590 ; 1 ; 2.170.000 ; 3 ; 4.468.570 ; 4 ; 6.638.570 ; 43 ; 9.008.160 ;
166;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 19 ; 2.019.774 ; 31 ; 426.548 ; 50 ; 2.446.321 ; 1 ; 113.980 ; 6 ; 5.500.000 ; 7 ; 5.613.980 ; 57 ; 8.060.301 ;
167;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 146 ; 140.127 ; 1.766 ; 3.414.868 ; 1.912 ; 3.554.995 ; 619 ; 3.283.160 ; 1 ; 2.000 ; 620 ; 3.285.160 ; 2.532 ; 6.840.155 ;
168;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 3.039 ; 401 ; 450.665 ; 734 ; 2.641.118 ; 1.136 ; 3.094.823 ; 352 ; 2.197.345 ; 4 ; 704 ; 356 ; 2.198.049 ; 1.492 ; 5.292.872 ;
169;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 125 ; 82.692 ; 2.084 ; 2.164.016 ; 2.209 ; 2.246.708 ; 124 ; 2.118.749 ; 1 ; 16.136 ; 125 ; 2.134.885 ; 2.334 ; 4.381.593 ;
170;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 34.786 ; 65 ; 523.090 ; 37 ; 421.178 ; 130 ; 472.550 ; 235 ; 1.451.604 ; 42 ; 953.957 ; 70 ; 569.881 ; 112 ; 1.523.838 ; 347 ; 2.975.442 ;
171;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 13 ; 444.723 ; 15 ; 126.182 ; 156 ; 849.466 ; 184 ; 1.420.371 ; 164 ; 1.295.785 ; 16 ; 127.779 ; 180 ; 1.423.564 ; 364 ; 2.843.935 ;
172;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 1.150 ; 596.975 ; 864 ; 654.882 ; 2.014 ; 1.251.857 ; 5 ; 20.043 ;;; 5 ; 20.043 ; 2.019 ; 1.271.901 ;
173;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;; 11 ; 376.330 ; 56 ; 516.534 ; 67 ; 892.865 ;;;;; -   ; -   ; 67 ; 892.865 ;
174;05.816.451;BRASIL PLURAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;;; 35 ; 297.091 ; 35 ; 297.091 ; 28 ; 303.938 ; 1 ; 7.102 ; 29 ; 311.040 ; 64 ; 608.131 ;
175;15.219.389;MACRO PARTICIPAÇOES LTDA;;;;;;; 17 ; 277.511 ; 17 ; 277.511 ;;;;; -   ; -   ; 17 ; 277.511 ;
176;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 1 ; 67 ; 75 ; 119.737 ; 76 ; 119.804 ; 14 ; 122.206 ;;; 14 ; 122.206 ; 90 ; 242.010 ;
177;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;;;;;; -   ; -   ;;; 2 ; 234.000 ; 2 ; 234.000 ; 2 ; 234.000 ;
178;06.917.793;PREVIBANK ADMINISTRAÇÃO E PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO ORDINÁRIA;;;;; 1 ; 358 ; 6 ; 105.618 ; 7 ; 105.975 ;;;;; -   ; -   ; 7 ; 105.975 ;
179;33.042.953;CITIBANK N.A.;;;;; 13 ; 17.177 ; 25 ; 15.978 ; 38 ; 33.155 ;;;;; -   ; -   ; 38 ; 33.155 ;
180;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;;;; 4 ; 16.933 ; 3 ; 1.150 ; 7 ; 18.083 ;;; 4 ; 3.382 ; 4 ; 3.382 ; 11 ; 21.465 ;
181;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;;;; 18 ; 2.690 ; 18 ; 2.690 ; 22 ; 2.864 ;;; 22 ; 2.864 ; 40 ; 5.553 ;
;;;;;;;;;;; -   ; -   ;;;;; -   ; -   ; -   ; -   ;
Total;;; 355.514 ; 141.944.221.795 ; 914.939 ; 103.621.100.648 ; 1.829.961 ; 365.681.792.169 ; 2.228.010 ; 410.777.191.766 ; 5.328.424 ; 1.022.024.306.379 ; 458.950 ; 536.296.701.965 ; 458.950 ; 536.340.756.401 ; 917.900 ; 1.072.637.458.366 ; 6.246.324 ; 2.094.661.764.745 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.11.2016";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário incluem os registros de contratos de Arbitragens no País (conta-fato 80), no Exterior (conta-fato 83) e Operações com o BC ;;;;;;;;;;;;;;;;;;;;;
