Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Out/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
66;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 6.651 ; 207.241.197 ; 2.616 ; 88.764.422 ; 630 ; 6.837.100 ; 2.369 ; 15.792.764 ; 12.266 ; 318.635.483 ; 290 ; 228.481.090 ; 563 ; 326.724.819 ; 853 ; 555.205.910 ; 13.119 ; 873.841.393 ;
67;60.889.128;BANCO SOFISA S.A.; 971 ; 253.475.624 ; 1.067 ; 61.090.981 ; 266 ; 148.617.690 ; 885 ; 41.674.971 ; 3.189 ; 504.859.265 ; 94 ; 22.813.190 ; 117 ; 335.828.745 ; 211 ; 358.641.935 ; 3.400 ; 863.501.199 ;
68;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 199 ; 7.453.999 ; 3.152 ; 58.551.411 ; 8.408 ; 39.389.496 ; 29.719 ; 164.156.353 ; 41.478 ; 269.551.259 ; 17.829 ; 373.862.859 ; 3.800 ; 197.765.805 ; 21.629 ; 571.628.664 ; 63.107 ; 841.179.922 ;
69;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 252 ; 5.419.768 ; 9.109 ; 245.734.856 ; 3.382 ; 34.268.962 ; 11.458 ; 111.842.733 ; 24.201 ; 397.266.319 ; 13.482 ; 376.482.458 ; 1.464 ; 58.426.052 ; 14.946 ; 434.908.510 ; 39.147 ; 832.174.829 ;
70;15.114.366;BANCO BBM S/A; 298 ; 210.048.161 ; 17 ; 36.445.935 ; 111 ; 165.290.110 ; 348 ; 88.217.744 ; 774 ; 500.001.950 ; 53 ; 52.522.943 ; 115 ; 277.244.709 ; 168 ; 329.767.652 ; 942 ; 829.769.602 ;
71;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 758 ; 924.868 ; 5.845 ; 23.572.605 ; 6.603 ; 24.497.473 ; 3.029 ; 409.532.994 ; 910 ; 386.944.381 ; 3.939 ; 796.477.375 ; 10.542 ; 820.974.848 ;
72;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 5.000.000 ; 2 ; 14.666 ; 509 ; 66.370.958 ; 788 ; 106.730.778 ; 1.300 ; 178.116.401 ; 139 ; 313.428.600 ; 114 ; 278.491.022 ; 253 ; 591.919.622 ; 1.553 ; 770.036.023 ;
73;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.095 ; 40.092.204 ; 7.171 ; 236.328.141 ; 3.000 ; 72.904.888 ; 7.609 ; 83.395.494 ; 18.875 ; 432.720.727 ; 3.115 ; 267.958.385 ; 309 ; 61.122.748 ; 3.424 ; 329.081.133 ; 22.299 ; 761.801.860 ;
74;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 223 ; 53.711.948 ; 10 ; 1.444.796 ; 37 ; 848.236 ; 76 ; 883.235 ; 346 ; 56.888.216 ; 251 ; 329.312.838 ; 300 ; 375.485.000 ; 551 ; 704.797.838 ; 897 ; 761.686.054 ;
75;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 45 ; 1.332.580 ; 1.187 ; 30.395.658 ; 1.320 ; 5.514.895 ; 9.973 ; 149.368.552 ; 12.525 ; 186.611.685 ; 13.325 ; 333.386.901 ; 592 ; 160.357.120 ; 13.917 ; 493.744.021 ; 26.442 ; 680.355.706 ;
76;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 7 ; 107.132 ; 358 ; 12.917.504 ; 10.333 ; 34.848.380 ; 19.488 ; 136.511.636 ; 30.186 ; 184.384.652 ; 14.815 ; 294.518.999 ; 628 ; 180.286.912 ; 15.443 ; 474.805.910 ; 45.629 ; 659.190.563 ;
77;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 4.235 ; 202.249.452 ; 3.375 ; 97.723.773 ; 1.557 ; 42.330.787 ; 2.128 ; 115.152.440 ; 11.295 ; 457.456.452 ; 207 ; 75.453.526 ; 142 ; 114.286.439 ; 349 ; 189.739.966 ; 11.644 ; 647.196.418 ;
78;61.024.352;BANCO INDUSVAL S.A.; 416 ; 107.096.090 ; 384 ; 23.944.676 ; 306 ; 73.205.586 ; 672 ; 60.357.637 ; 1.778 ; 264.603.989 ; 185 ; 117.996.225 ; 230 ; 213.892.193 ; 415 ; 331.888.418 ; 2.193 ; 596.492.407 ;
79;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 359 ; 101.208.910 ; 421 ; 51.358.458 ; 190 ; 35.742.706 ; 433 ; 39.888.438 ; 1.403 ; 228.198.511 ; 191 ; 163.526.941 ; 217 ; 199.780.468 ; 408 ; 363.307.409 ; 1.811 ; 591.505.920 ;
80;62.144.175;BANCO PINE S.A.; 154 ; 110.061.018 ; 82 ; 92.638.651 ; 43 ; 74.819.622 ; 398 ; 103.488.575 ; 677 ; 381.007.866 ; 24 ; 131.530.164 ; 15 ; 46.021.121 ; 39 ; 177.551.286 ; 716 ; 558.559.151 ;
81;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 95 ; 47.307.757 ; 77 ; 7.141.481 ; 177 ; 170.532.897 ; 352 ; 51.142.852 ; 701 ; 276.124.987 ; 31 ; 43.286.852 ; 59 ; 202.947.479 ; 90 ; 246.234.331 ; 791 ; 522.359.318 ;
82;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 4 ; 86.582 ; 80 ; 1.423.051 ; 495 ; 5.207.778 ; 1.970 ; 252.758.942 ; 2.549 ; 259.476.352 ; 14.297 ; 251.018.872 ; 35 ; 1.845.866 ; 14.332 ; 252.864.738 ; 16.881 ; 512.341.090 ;
83;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 65 ; 875.333 ; 3.592 ; 157.602.840 ; 812 ; 6.482.633 ; 6.546 ; 79.850.789 ; 11.015 ; 244.811.595 ; 6.701 ; 241.107.396 ; 134 ; 10.997.502 ; 6.835 ; 252.104.898 ; 17.850 ; 496.916.493 ;
84;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 10 ; 2.906.948 ; 148 ; 46.302.473 ; 424 ; 163.495.166 ; 1.499 ; 91.063.485 ; 2.081 ; 303.768.073 ; 118 ; 69.854.286 ; 90 ; 98.816.979 ; 208 ; 168.671.265 ; 2.289 ; 472.439.339 ;
85;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 845 ; 138.181.680 ; 1.050 ; 61.872.536 ; 627 ; 4.250.233 ; 551 ; 25.182.702 ; 3.073 ; 229.487.150 ; 514 ; 90.213.765 ; 329 ; 139.029.530 ; 843 ; 229.243.295 ; 3.916 ; 458.730.445 ;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 225 ; 7.541.427 ; 5.301 ; 140.354.968 ; 3.072 ; 20.673.781 ; 9.141 ; 80.712.151 ; 17.739 ; 249.282.326 ; 6.150 ; 200.904.859 ; 431 ; 8.063.486 ; 6.581 ; 208.968.344 ; 24.320 ; 458.250.670 ;
87;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 467 ; 9.570.977 ; 7.034 ; 133.168.756 ; 1.839 ; 33.455.894 ; 6.802 ; 59.257.042 ; 16.142 ; 235.452.670 ; 4.203 ; 163.216.081 ; 193 ; 13.774.672 ; 4.396 ; 176.990.753 ; 20.538 ; 412.443.423 ;
88;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 46 ; 907.162 ; 1.551 ; 73.738.775 ; 1.003 ; 3.906.431 ; 3.374 ; 22.726.157 ; 5.974 ; 101.278.525 ; 3.204 ; 197.531.323 ; 469 ; 105.666.483 ; 3.673 ; 303.197.806 ; 9.647 ; 404.476.332 ;
89;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 37 ; 1.779.722 ; 570 ; 13.278.379 ; 3.643 ; 21.406.599 ; 14.727 ; 138.485.123 ; 18.977 ; 174.949.823 ; 8.637 ; 173.001.387 ; 588 ; 44.339.871 ; 9.225 ; 217.341.258 ; 28.202 ; 392.291.081 ;
90;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 7 ; 162.112 ; 1.669 ; 42.766.883 ; 173 ; 483.486 ; 6.550 ; 131.189.107 ; 8.399 ; 174.601.589 ; 6.010 ; 182.665.696 ; 112 ; 9.352.252 ; 6.122 ; 192.017.947 ; 14.521 ; 366.619.536 ;
91;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 82 ; 64.487.263 ; 85 ; 12.076.659 ; 71 ; 37.365.925 ; 150 ; 54.623.813 ; 388 ; 168.553.659 ; 84 ; 62.502.662 ; 116 ; 97.566.382 ; 200 ; 160.069.044 ; 588 ; 328.622.703 ;
92;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;;;;; 9 ; 162.505.598 ; 10 ; 131.196.373 ; 19 ; 293.701.972 ; 2 ; 1.050.000 ; 3 ; 32.000.000 ; 5 ; 33.050.000 ; 24 ; 326.751.972 ;
93;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 1 ; 40.424 ; 32 ; 639.459 ; 1.431 ; 12.796.005 ; 3.681 ; 102.071.365 ; 5.145 ; 115.547.252 ; 9.810 ; 144.521.924 ; 540 ; 54.627.317 ; 10.350 ; 199.149.241 ; 15.495 ; 314.696.493 ;
94;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 233 ; 3.119.645 ; 3.307 ; 65.158.144 ; 976 ; 10.670.227 ; 5.386 ; 72.973.843 ; 9.902 ; 151.921.860 ; 13.746 ; 130.840.383 ; 333 ; 6.488.774 ; 14.079 ; 137.329.157 ; 23.981 ; 289.251.016 ;
95;59.285.411;BANCO PAN S.A.; 50 ; 36.506.314 ;;; 129 ; 18.824.157 ; 371 ; 89.527.768 ; 550 ; 144.858.239 ; 9 ; 82.495.123 ; 43 ; 58.300.029 ; 52 ; 140.795.152 ; 602 ; 285.653.390 ;
96;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 221 ; 4.334.111 ; 2.690 ; 61.403.988 ; 1.888 ; 17.486.861 ; 9.884 ; 77.431.702 ; 14.683 ; 160.656.663 ; 10.015 ; 118.576.969 ; 69 ; 1.670.740 ; 10.084 ; 120.247.709 ; 24.767 ; 280.904.372 ;
97;61.033.106;BANCO BPN BRASIL S.A.; 36 ; 1.822.392 ; 19 ; 532.506 ; 308 ; 111.665.129 ; 172 ; 69.286.061 ; 535 ; 183.306.088 ; 66 ; 23.484.859 ; 116 ; 66.937.025 ; 182 ; 90.421.884 ; 717 ; 273.727.972 ;
98;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 188 ; 4.343.869 ; 4.222 ; 16.875.969 ; 9.053 ; 130.572.846 ; 13.463 ; 151.792.684 ; 6.603 ; 119.387.484 ; 33 ; 1.220.793 ; 6.636 ; 120.608.277 ; 20.099 ; 272.400.961 ;
99;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.101 ; 5.292.958 ; 4.391 ; 129.098.740 ; 5.492 ; 134.391.697 ; 4.786 ; 124.828.168 ; 175 ; 2.862.314 ; 4.961 ; 127.690.482 ; 10.453 ; 262.082.179 ;
100;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 219 ; 33.837.754 ; 142 ; 2.826.719 ; 36 ; 12.261.246 ; 179 ; 42.643.947 ; 576 ; 91.569.666 ; 43 ; 80.694.415 ; 98 ; 79.755.356 ; 141 ; 160.449.771 ; 717 ; 252.019.436 ;
101;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 72 ; 56.095.858 ; 12 ; 5.776.144 ; 29 ; 53.518.490 ; 315 ; 9.846.660 ; 428 ; 125.237.153 ; 64 ; 17.359.299 ; 78 ; 108.950.423 ; 142 ; 126.309.722 ; 570 ; 251.546.875 ;
102;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 32 ; 1.266.636 ; 19 ; 3.070.637 ; 432 ; 73.757.858 ; 718 ; 23.381.711 ; 1.201 ; 101.476.842 ; 210 ; 25.647.427 ; 56 ; 97.349.472 ; 266 ; 122.996.899 ; 1.467 ; 224.473.741 ;
103;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 23 ; 932.347 ; 69 ; 1.721.283 ; 1.404 ; 12.949.587 ; 3.359 ; 39.190.419 ; 4.855 ; 54.793.635 ; 2.131 ; 93.166.898 ; 518 ; 66.137.304 ; 2.649 ; 159.304.201 ; 7.504 ; 214.097.837 ;
104;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 260 ; 8.516.388 ; 1.821 ; 52.883.387 ; 1.284 ; 8.598.224 ; 4.432 ; 31.349.070 ; 7.797 ; 101.347.069 ; 3.787 ; 73.765.976 ; 258 ; 6.699.306 ; 4.045 ; 80.465.282 ; 11.842 ; 181.812.351 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 12 ; 92.882 ; 338 ; 5.462.765 ; 5.538 ; 11.017.417 ; 10.728 ; 60.445.188 ; 16.616 ; 77.018.251 ; 5.127 ; 79.373.320 ; 235 ; 24.442.914 ; 5.362 ; 103.816.234 ; 21.978 ; 180.834.486 ;
106;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 40 ; 725.761 ; 796 ; 23.778.395 ; 2.111 ; 15.571.148 ; 4.171 ; 46.233.300 ; 7.118 ; 86.308.603 ; 4.250 ; 69.859.978 ; 471 ; 16.060.046 ; 4.721 ; 85.920.024 ; 11.839 ; 172.228.627 ;
107;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 157 ; 2.430.795 ; 1.406 ; 27.092.381 ; 1.570 ; 15.274.035 ; 4.907 ; 51.484.695 ; 8.040 ; 96.281.907 ; 4.323 ; 66.647.974 ; 89 ; 5.489.597 ; 4.412 ; 72.137.572 ; 12.452 ; 168.419.478 ;
108;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 14 ; 42.182 ; 1.238 ; 37.627.794 ; 1.233 ; 13.954.641 ; 11.425 ; 31.505.713 ; 13.910 ; 83.130.330 ; 3.584 ; 69.459.007 ; 525 ; 15.028.232 ; 4.109 ; 84.487.239 ; 18.019 ; 167.617.570 ;
109;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 31 ; 498.251 ; 1.220 ; 30.250.988 ; 301 ; 6.116.873 ; 7.036 ; 45.749.351 ; 8.588 ; 82.615.462 ; 5.110 ; 76.861.018 ; 243 ; 7.487.992 ; 5.353 ; 84.349.010 ; 13.941 ; 166.964.472 ;
110;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.278 ; 3.830.831 ; 3.298 ; 69.790.405 ; 4.576 ; 73.621.237 ; 3.516 ; 66.182.456 ; 26 ; 180.420 ; 3.542 ; 66.362.875 ; 8.118 ; 139.984.112 ;
111;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 35 ; 2.184.114 ; 2 ; 137.224 ; 7.302 ; 67.332.258 ; 179 ; 630.511 ; 7.518 ; 70.284.107 ; 43 ; 448.380 ; 433 ; 69.197.306 ; 476 ; 69.645.686 ; 7.994 ; 139.929.792 ;
112;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 110 ; 358.848 ; 418 ; 5.864.358 ; 4.385 ; 6.589.036 ; 22.403 ; 46.414.056 ; 27.316 ; 59.226.299 ; 3.163 ; 62.269.798 ; 210 ; 16.868.346 ; 3.373 ; 79.138.145 ; 30.689 ; 138.364.443 ;
113;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 15 ; 687.680 ; 446 ; 8.715.573 ; 655 ; 33.979.083 ; 2.940 ; 46.492.295 ; 4.056 ; 89.874.632 ; 1.095 ; 32.596.706 ; 206 ; 12.053.420 ; 1.301 ; 44.650.126 ; 5.357 ; 134.524.757 ;
114;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 117 ; 3.726.377 ; 707 ; 20.224.340 ; 4.592 ; 46.565.419 ; 5.416 ; 70.516.137 ; 85 ; 37.623.742 ; 26 ; 10.654.847 ; 111 ; 48.278.589 ; 5.527 ; 118.794.726 ;
115;33.042.151;BANCO DE LA NACION ARGENTINA; 64 ; 16.073.923 ; 66 ; 8.644.034 ; 3.588 ; 6.008.665 ; 907 ; 1.674.001 ; 4.625 ; 32.400.624 ; 60 ; 35.392.574 ; 83 ; 47.943.499 ; 143 ; 83.336.073 ; 4.768 ; 115.736.696 ;
116;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 60 ; 1.357.180 ; 110 ; 2.024.003 ; 2.220 ; 6.130.801 ; 5.938 ; 51.964.253 ; 8.328 ; 61.476.237 ; 4.451 ; 47.705.934 ; 55 ; 1.244.522 ; 4.506 ; 48.950.456 ; 12.834 ; 110.426.693 ;
117;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 258 ; 4.759.518 ; 211 ; 1.892.051 ; 1.223 ; 48.447.863 ; 1.692 ; 55.099.432 ; 2.840 ; 52.824.839 ; 42 ; 1.492.277 ; 2.882 ; 54.317.116 ; 4.574 ; 109.416.548 ;
118;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 151 ; 7.287.986 ; 842 ; 38.331.658 ; 159 ; 3.027.074 ; 1.706 ; 4.117.288 ; 2.858 ; 52.764.006 ; 1.755 ; 43.688.240 ; 232 ; 11.553.970 ; 1.987 ; 55.242.210 ; 4.845 ; 108.006.216 ;
119;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 487 ; 1.463.063 ; 1.664 ; 49.109.065 ; 2.151 ; 50.572.128 ; 2.158 ; 51.509.234 ; 190 ; 1.462.939 ; 2.348 ; 52.972.173 ; 4.499 ; 103.544.301 ;
120;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 15 ; 286.735 ; 1.353 ; 4.783.149 ; 4.763 ; 49.459.478 ; 6.131 ; 54.529.363 ; 3.102 ; 44.504.163 ; 103 ; 287.873 ; 3.205 ; 44.792.036 ; 9.336 ; 99.321.398 ;
121;04.902.979;BANCO DA AMAZONIA S.A.; 404 ; 36.125.776 ; 265 ; 9.308.964 ; 175 ; 2.299.238 ; 576 ; 3.192.651 ; 1.420 ; 50.926.629 ; 71 ; 9.338.249 ; 206 ; 35.338.289 ; 277 ; 44.676.538 ; 1.697 ; 95.603.167 ;
122;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 366 ; 1.405.627 ; 3.125 ; 45.973.694 ; 3.491 ; 47.379.321 ; 6.014 ; 45.362.635 ; 70 ; 799.204 ; 6.084 ; 46.161.838 ; 9.575 ; 93.541.160 ;
123;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 60 ; 532.229 ; 426 ; 12.198.312 ; 1.295 ; 7.355.871 ; 3.738 ; 28.037.335 ; 5.519 ; 48.123.747 ; 3.067 ; 36.458.617 ; 318 ; 4.031.030 ; 3.385 ; 40.489.647 ; 8.904 ; 88.613.394 ;
124;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 87 ; 2.359.069 ; 142 ; 808.882 ; 442 ; 41.318.570 ; 671 ; 44.486.520 ; 1.831 ; 43.401.620 ; 9 ; 521.603 ; 1.840 ; 43.923.224 ; 2.511 ; 88.409.744 ;
125;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 7 ; 551.345 ; 350 ; 5.619.352 ; 388 ; 5.024.569 ; 5.420 ; 30.435.157 ; 6.165 ; 41.630.424 ; 1.696 ; 35.271.935 ; 116 ; 4.798.056 ; 1.812 ; 40.069.991 ; 7.977 ; 81.700.415 ;
126;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 66 ; 2.059.314 ; 885 ; 31.376.802 ; 951 ; 33.436.116 ; 848 ; 31.135.509 ; 51 ; 1.778.450 ; 899 ; 32.913.959 ; 1.850 ; 66.350.076 ;
127;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 9.639 ; 5.676.368 ; 18.075 ; 32.565.251 ; 27.714 ; 38.241.619 ; 840 ; 26.863.166 ; 3 ; 31.595 ; 843 ; 26.894.761 ; 28.557 ; 65.136.379 ;
128;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 32 ; 720.683 ; 157 ; 2.646.960 ; 350 ; 4.188.831 ; 2.327 ; 24.143.614 ; 2.866 ; 31.700.088 ; 1.115 ; 23.186.878 ; 105 ; 1.313.252 ; 1.220 ; 24.500.130 ; 4.086 ; 56.200.218 ;
129;07.679.404;BANCO TOPÁZIO S.A.; 12 ; 3.005.523 ; 73 ; 3.740.819 ; 514 ; 10.590.897 ; 697 ; 14.460.393 ; 1.296 ; 31.797.632 ; 64 ; 14.454.227 ; 57 ; 9.809.925 ; 121 ; 24.264.153 ; 1.417 ; 56.061.785 ;
130;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.914 ; 15.111.295 ; 2.630 ; 25.951.016 ; 4.544 ; 41.062.311 ; 3.138 ; 12.305.588 ; 85 ; 1.382.764 ; 3.223 ; 13.688.352 ; 7.767 ; 54.750.663 ;
131;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 3.143 ; 4.789.810 ; 12.722 ; 26.261.268 ; 15.865 ; 31.051.078 ; 503 ; 21.212.095 ; 3 ; 13.639 ; 506 ; 21.225.733 ; 16.371 ; 52.276.812 ;
132;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 12 ; 77.156 ; 972 ; 2.827.546 ; 1.989 ; 24.158.155 ; 2.973 ; 27.062.857 ; 1.757 ; 21.664.255 ; 69 ; 266.366 ; 1.826 ; 21.930.620 ; 4.799 ; 48.993.477 ;
133;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 14.585 ; 1.709 ; 13.006.402 ; 2.070 ; 21.746.811 ; 3.781 ; 34.767.799 ; 1.071 ; 10.078.918 ; 89 ; 1.531.835 ; 1.160 ; 11.610.752 ; 4.941 ; 46.378.551 ;
134;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 11 ; 50.365 ; 3.971 ; 2.021.681 ; 19.578 ; 19.614.279 ; 23.560 ; 21.686.325 ; 896 ; 18.814.589 ; 48 ; 954.019 ; 944 ; 19.768.608 ; 24.504 ; 41.454.934 ;
135;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 96.964 ; 80 ; 1.043.231 ; 1.037 ; 600.771 ; 10.384 ; 18.014.595 ; 11.505 ; 19.755.561 ; 2.602 ; 18.174.866 ; 5 ; 33.512 ; 2.607 ; 18.208.378 ; 14.112 ; 37.963.938 ;
136;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 170 ; 7.488.211 ; 57 ; 2.504.652 ; 123 ; 1.397.315 ; 1.026 ; 7.909.953 ; 1.376 ; 19.300.130 ; 199 ; 10.041.628 ; 147 ; 8.561.505 ; 346 ; 18.603.133 ; 1.722 ; 37.903.263 ;
137;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 20.300 ; 14.358.647 ; 13.752 ; 13.283.539 ; 34.052 ; 27.642.186 ; 438 ; 2.228.717 ; 134 ; 3.328.271 ; 572 ; 5.556.988 ; 34.624 ; 33.199.173 ;
138;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 1.323 ; 4.840.153 ; 2.066 ; 14.558.748 ; 3.389 ; 19.398.901 ; 925 ; 10.164.594 ; 8 ; 345.000 ; 933 ; 10.509.594 ; 4.322 ; 29.908.495 ;
139;00.416.968;BANCO INTERMEDIUM S/A;;; 74 ; 3.887.262 ; 45 ; 360.332 ; 171 ; 9.754.163 ; 290 ; 14.001.757 ; 122 ; 14.769.952 ; 77 ; 662.571 ; 199 ; 15.432.523 ; 489 ; 29.434.279 ;
140;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 18 ; 261.455 ; 249 ; 4.519.031 ; 117 ; 3.497.123 ; 639 ; 7.495.603 ; 1.023 ; 15.773.212 ; 625 ; 10.874.418 ; 81 ; 2.524.034 ; 706 ; 13.398.452 ; 1.729 ; 29.171.664 ;
141;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 154 ; 1.108.514 ; 75 ; 1.117.932 ; 862 ; 4.562.157 ; 5.102 ; 11.125.389 ; 6.193 ; 17.913.991 ; 927 ; 8.736.405 ; 93 ; 2.171.816 ; 1.020 ; 10.908.222 ; 7.213 ; 28.822.213 ;
142;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 1.210 ; 4.353.150 ; 2.521 ; 14.343.746 ; 3.731 ; 18.696.896 ; 982 ; 10.037.441 ;;; 982 ; 10.037.441 ; 4.713 ; 28.734.337 ;
143;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 157 ; 185.081 ; 1.430 ; 12.324.588 ; 1.587 ; 12.509.668 ; 1.945 ; 12.200.866 ; 56 ; 39.515 ; 2.001 ; 12.240.381 ; 3.588 ; 24.750.049 ;
144;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 10.620 ; 3.889.596 ; 15.380 ; 11.966.215 ; 26.000 ; 15.855.812 ; 979 ; 8.330.295 ; 14 ; 225.184 ; 993 ; 8.555.480 ; 26.993 ; 24.411.291 ;
145;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;;;;; 3 ; 156 ; 10 ; 12.082.149 ; 13 ; 12.082.305 ; 3 ; 12.154.446 ;;; 3 ; 12.154.446 ; 16 ; 24.236.750 ;
146;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 1.031 ; 3.068.513 ; 1.649 ; 11.703.002 ; 2.680 ; 14.771.515 ; 830 ; 8.644.483 ; 2 ; 21.139 ; 832 ; 8.665.622 ; 3.512 ; 23.437.137 ;
147;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 3 ; 105.362 ; 74 ; 2.033.287 ; 372 ; 5.078.646 ; 1.193 ; 4.915.661 ; 1.642 ; 12.132.956 ; 634 ; 6.362.242 ; 179 ; 4.599.183 ; 813 ; 10.961.425 ; 2.455 ; 23.094.381 ;
