Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas em Julho/2024.;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
10;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;GOLDMAN SACHS - PRUDENCIAL; -   ; -   ; -   ; -   ; 251 ; 2.845.937.649 ; 196 ; 2.613.107.845 ; 447 ; 5.459.045.494 ; 77 ; 2.936.999.665 ; 70 ; 2.372.943.976 ; 147 ; 5.309.943.641 ; 594 ; 10.768.989.135 ;
11;19.307.785;BRAZA BANK S.A. BANCO DE CÂMBIO;BRAZA BANK BCO CÂMBIO - PRUDENCIAL; 121 ; 9.185.518 ; 1.439 ; 69.205.929 ; 936 ; 178.198.933 ; 8.000 ; 484.118.347 ; 10.496 ; 740.708.727 ; 600 ; 4.099.780.613 ; 600 ; 3.730.897.853 ; 1.200 ; 7.830.678.466 ; 11.696 ; 8.571.387.193 ;
12;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;BOFA MERRILL LYNCH - PRUDENCIAL; 239 ; 655.400.176 ; 916 ; 332.631.433 ; 529 ; 1.777.967.679 ; 645 ; 2.509.187.933 ; 2.329 ; 5.275.187.221 ; 209 ; 1.534.448.176 ; 417 ; 1.489.916.060 ; 626 ; 3.024.364.236 ; 2.955 ; 8.299.551.457 ;
13;60.498.557;BANCO MUFG BRASIL S.A.;BCO MUFG BRASIL S.A. - PRUDENCIAL; 168 ; 137.330.346 ; 463 ; 108.933.494 ; 256 ; 194.554.672 ; 390 ; 106.484.940 ; 1.277 ; 547.303.452 ; 924 ; 3.624.651.835 ; 954 ; 3.672.562.996 ; 1.878 ; 7.297.214.831 ; 3.155 ; 7.844.518.283 ;
14;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;SOCIETE GENERALE - PRUDENCIAL; 158 ; 310.702.183 ; 1.103 ; 557.800.185 ; 161 ; 424.356.617 ; 399 ; 508.908.724 ; 1.821 ; 1.801.767.709 ; 455 ; 2.977.414.700 ; 460 ; 2.532.129.845 ; 915 ; 5.509.544.545 ; 2.736 ; 7.311.312.254 ;
15;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL;STATE STREET BRASIL - PRUDENCIAL; -   ; -   ; -   ; -   ; 585 ; 2.568.452.639 ; 497 ; 2.069.037.297 ; 1.082 ; 4.637.489.936 ; 55 ; 847.898.493 ; 65 ; 1.327.344.216 ; 120 ; 2.175.242.709 ; 1.202 ; 6.812.732.645 ;
16;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;DEUTSCHE - PRUDENCIAL; 166 ; 293.728.410 ; 666 ; 124.937.124 ; 244 ; 886.136.145 ; 437 ; 1.038.584.513 ; 1.513 ; 2.343.386.192 ; 853 ; 2.305.094.133 ; 842 ; 2.025.770.599 ; 1.695 ; 4.330.864.732 ; 3.208 ; 6.674.250.924 ;
17;33.264.668;BANCO XP S.A.;XP - PRUDENCIAL; 1.031 ; 250.078.961 ; 7.423 ; 416.535.202 ; 8.791 ; 620.066.789 ; 26.207 ; 878.937.330 ; 43.452 ; 2.165.618.282 ; 106 ; 1.920.630.210 ; 134 ; 1.461.687.047 ; 240 ; 3.382.317.257 ; 43.692 ; 5.547.935.539 ;
18;61.088.183;BANCO MIZUHO DO BRASIL S.A.;MIZUHO - PRUDENCIAL; 82 ; 128.749.350 ; 277 ; 72.870.078 ; 87 ; 215.058.530 ; 143 ; 399.825.879 ; 589 ; 816.503.837 ; 199 ; 2.369.798.260 ; 196 ; 2.256.501.683 ; 395 ; 4.626.299.943 ; 984 ; 5.442.803.780 ;
19;03.532.415;BANCO ABN AMRO CLEARING S.A.;BCO ABN AMRO CLEARING - PRUDENCIAL; -   ; -   ; -   ; -   ; 374 ; 2.070.371.323 ; 411 ; 2.094.059.430 ; 785 ; 4.164.430.753 ; 17 ; 620.109.010 ; 18 ; 600.000.000 ; 35 ; 1.220.109.010 ; 820 ; 5.384.539.763 ;
20;53.518.684;BANCO HSBC S.A.;BANCO HSBC - PRUDENCIAL; 87 ; 500.279.346 ; 231 ; 54.407.754 ; 219 ; 600.471.830 ; 350 ; 353.155.453 ; 887 ; 1.508.314.383 ; 232 ; 973.983.504 ; 251 ; 1.576.789.903 ; 483 ; 2.550.773.407 ; 1.370 ; 4.059.087.790 ;
21;31.872.495;BANCO C6 S.A.;BANCO C6 - PRUDENCIAL; 180 ; 135.089.817 ; 1.303 ; 208.010.108 ; 2.229 ; 640.973.538 ; 3.664 ; 687.445.207 ; 7.376 ; 1.671.518.670 ; 151 ; 1.156.896.741 ; 156 ; 1.023.385.446 ; 307 ; 2.180.282.187 ; 7.683 ; 3.851.800.857 ;
22;07.679.404;BANCO TOPÁZIO S.A.;BANCO TOPÁZIO S.A. - PRUDENCIAL; 233 ; 19.472.891 ; 1.029 ; 12.955.165 ; 35.762 ; 229.649.289 ; 77.456 ; 1.412.396.238 ; 114.480 ; 1.674.473.583 ; 921 ; 1.475.429.420 ; 2.605 ; 297.329.351 ; 3.526 ; 1.772.758.771 ; 118.006 ; 3.447.232.354 ;
23;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL; 86 ; 207.030.905 ; 2 ; 276.485 ; 63 ; 262.396.469 ; 228 ; 326.756.694 ; 379 ; 796.460.553 ; 85 ; 1.193.444.320 ; 103 ; 1.396.516.214 ; 188 ; 2.589.960.534 ; 567 ; 3.386.421.087 ;
24;71.027.866;BANCO BS2 S.A.;BS2 - PRUDENCIAL; 546 ; 152.985.677 ; 2.287 ; 660.056.495 ; 6.151 ; 182.537.332 ; 6.808 ; 179.458.152 ; 15.792 ; 1.175.037.656 ; 173 ; 1.206.264.066 ; 169 ; 705.677.749 ; 342 ; 1.911.941.815 ; 16.134 ; 3.086.979.471 ;
25;02.801.938;BANCO MORGAN STANLEY S.A.;MORGAN STANLEY - PRUDENCIAL; 10 ; 135.438.784 ; 8 ; 20.649.025 ; 172 ; 778.608.039 ; 195 ; 693.398.216 ; 385 ; 1.628.094.064 ; 13 ; 390.200.981 ; 24 ; 595.200.764 ; 37 ; 985.401.745 ; 422 ; 2.613.495.809 ;
26;33.923.798;BANCO MASTER S/A;BANCO MASTER - PRUDENCIAL; 119 ; 234.846.902 ; 361 ; 507.391.635 ; 5.761 ; 76.407.445 ; 559 ; 96.174.259 ; 6.800 ; 914.820.241 ; 58 ; 962.617.175 ; 59 ; 655.971.868 ; 117 ; 1.618.589.043 ; 6.917 ; 2.533.409.284 ;
27;78.632.767;OURIBANK S.A. BANCO MÚLTIPLO;OURIBANK - PRUDENCIAL; 785 ; 125.804.612 ; 3.926 ; 208.631.674 ; 48.460 ; 429.694.757 ; 45.404 ; 693.138.116 ; 98.575 ; 1.457.269.159 ; 1.056 ; 651.711.031 ; 9.177 ; 316.099.937 ; 10.233 ; 967.810.968 ; 108.808 ; 2.425.080.127 ;
28;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;CONFIDENCE - PRUDENCIAL; 718 ; 109.711.309 ; 2.151 ; 78.908.340 ; 5.030 ; 306.975.953 ; 6.243 ; 514.729.103 ; 14.142 ; 1.010.324.705 ; 1.785 ; 669.398.664 ; 4.593 ; 466.576.119 ; 6.378 ; 1.135.974.783 ; 20.520 ; 2.146.299.488 ;
29;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;CCB - PRUDENCIAL; 57 ; 76.024.403 ; 228 ; 17.915.105 ; 31 ; 598.210.455 ; 144 ; 547.001.627 ; 460 ; 1.239.151.590 ; 54 ; 295.753.957 ; 44 ; 246.820.598 ; 98 ; 542.574.555 ; 558 ; 1.781.726.145 ;
30;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; 5 ; 16.110.000 ; -   ; -   ; 33 ; 521.448.630 ; 108 ; 340.258.826 ; 146 ; 877.817.456 ; 27 ; 602.784.751 ; 16 ; 293.044.066 ; 43 ; 895.828.817 ; 189 ; 1.773.646.273 ;
31;62.232.889;BANCO DAYCOVAL S.A.;BCO DAYCOVAL S.A - PRUDENCIAL; 432 ; 79.989.600 ; 1.933 ; 224.682.358 ; 62.303 ; 497.612.027 ; 41.692 ; 325.399.236 ; 106.360 ; 1.127.683.221 ; 303 ; 246.784.761 ; 2.242 ; 234.305.843 ; 2.545 ; 481.090.604 ; 108.905 ; 1.608.773.825 ;
32;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;WISE BRASIL CC - PRUDENCIAL; 7.309 ; 2.080.298 ; 109 ; 155.195 ; 1.297.322 ; 511.955.483 ; 1.682.185 ; 537.164.912 ; 2.986.925 ; 1.051.355.888 ; 1.059 ; 259.897.543 ; 1.047 ; 236.557.256 ; 2.106 ; 496.454.799 ; 2.989.031 ; 1.547.810.687 ;
33;58.160.789;BANCO SAFRA S.A.;SAFRA - PRUDENCIAL; 408 ; 114.234.722 ; 1.246 ; 132.401.613 ; 24.645 ; 300.440.297 ; 22.461 ; 426.705.900 ; 48.760 ; 973.782.532 ; 309 ; 311.313.631 ; 307 ; 183.294.687 ; 616 ; 494.608.318 ; 49.376 ; 1.468.390.850 ;
34;28.195.667;BANCO ABC BRASIL S.A.;ABC-BRASIL - PRUDENCIAL; 97 ; 93.416.429 ; 789 ; 80.131.470 ; 63 ; 103.659.298 ; 461 ; 82.520.453 ; 1.410 ; 359.727.650 ; 104 ; 512.230.646 ; 127 ; 546.531.283 ; 231 ; 1.058.761.929 ; 1.641 ; 1.418.489.579 ;
35;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;CREDIT AGRICOLE - PRUDENCIAL; 9 ; 308.000.000 ; 3 ; 8.142.076 ; 24 ; 1.557.383 ; 42 ; 4.730.644 ; 78 ; 322.430.103 ; 56 ; 382.318.814 ; 64 ; 672.738.428 ; 120 ; 1.055.057.242 ; 198 ; 1.377.487.345 ;
36;15.114.366;BANCO BOCOM BBM S.A.;BBM - PRUDENCIAL; 91 ; 59.662.365 ; 83 ; 54.996.310 ; 63 ; 76.871.453 ; 256 ; 116.126.912 ; 493 ; 307.657.040 ; 75 ; 435.362.990 ; 71 ; 426.997.699 ; 146 ; 862.360.689 ; 639 ; 1.170.017.729 ;
37;58.616.418;BANCO FIBRA S.A.;BCO FIBRA S.A. - PRUDENCIAL; 97 ; 58.780.782 ; 717 ; 353.197.935 ; 37 ; 15.473.559 ; 155 ; 11.359.774 ; 1.006 ; 438.812.050 ; 127 ; 514.131.053 ; 102 ; 213.637.486 ; 229 ; 727.768.539 ; 1.235 ; 1.166.580.589 ;
38;13.059.145;EBURY BANCO DE CÂMBIO S.A.;EBURY BANCO DE CÂMBIO - PRUDENCIAL; 174 ; 324.963.125 ; 529 ; 41.328.498 ; 8.641 ; 135.158.271 ; 25.498 ; 172.277.868 ; 34.842 ; 673.727.762 ; 159 ; 65.026.908 ; 239 ; 312.489.751 ; 398 ; 377.516.659 ; 35.240 ; 1.051.244.421 ;
39;68.900.810;BANCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL; 18 ; 1.158.555 ; 321 ; 24.306.571 ; 215.591 ; 318.024.892 ; 4.272 ; 62.206.672 ; 220.202 ; 405.696.690 ; 1.704 ; 188.720.234 ; 5.695 ; 421.308.962 ; 7.399 ; 610.029.196 ; 227.601 ; 1.015.725.886 ;
40;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 185 ; 285.870.442 ; 157 ; 267.905.749 ; 342 ; 553.776.191 ; 32 ; 154.543.416 ; 40 ; 172.498.142 ; 72 ; 327.041.558 ; 414 ; 880.817.749 ;
41;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; 1 ; 10.000.000 ; -   ; -   ; 174 ; 87.162.898 ; 322 ; 216.885.546 ; 497 ; 314.048.444 ; 59 ; 310.553.987 ; 83 ; 190.600.000 ; 142 ; 501.153.987 ; 639 ; 815.202.431 ;
42;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 52 ; 2.592.453 ; 306 ; 1.406.358 ; 81.693 ; 100.663.824 ; 204.502 ; 384.019.234 ; 286.553 ; 488.681.869 ; 6 ; 300.713.223 ; 4 ; 17.735.544 ; 10 ; 318.448.767 ; 286.563 ; 807.130.636 ;
43;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL; 147 ; 63.356.735 ; 677 ; 141.577.564 ; 294 ; 75.387.522 ; 483 ; 94.687.439 ; 1.601 ; 375.009.260 ; 55 ; 232.731.944 ; 51 ; 132.750.033 ; 106 ; 365.481.977 ; 1.707 ; 740.491.237 ;
44;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;UBS (BRASIL) - PRUDENCIAL; -   ; -   ; -   ; -   ; 86 ; 125.008.671 ; 140 ; 300.422.610 ; 226 ; 425.431.281 ; 16 ; 262.626.864 ; 10 ; 42.626.630 ; 26 ; 305.253.494 ; 252 ; 730.684.775 ;
45;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 42 ; 82.885.251 ; -   ; -   ; 36 ; 18.420.605 ; -   ; -   ; 78 ; 101.305.856 ; 2 ; 300.000.000 ; 9 ; 291.231.480 ; 11 ; 591.231.480 ; 89 ; 692.537.336 ;
46;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 56 ; 8.682.644 ; 64 ; 4.332.141 ; 5.822 ; 223.996.173 ; 327 ; 35.391.735 ; 6.269 ; 272.402.693 ; 106 ; 36.402.054 ; 219 ; 229.360.482 ; 325 ; 265.762.536 ; 6.594 ; 538.165.229 ;
47;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 11 ; 1.223.064 ; 41 ; 2.889.905 ; 267 ; 64.235.912 ; 514 ; 210.762.489 ; 833 ; 279.111.370 ; 34 ; 179.324.441 ; 8 ; 29.000.000 ; 42 ; 208.324.441 ; 875 ; 487.435.811 ;
48;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 1.143 ; 78.077.619 ; 1.426 ; 63.668.176 ; 1.010 ; 120.230.905 ; 437 ; 43.048.436 ; 4.016 ; 305.025.136 ; 21 ; 33.629.410 ; 19 ; 123.630.032 ; 40 ; 157.259.442 ; 4.056 ; 462.284.578 ;
49;10.690.848;BANCO DA CHINA BRASIL S.A.;BCO DA CHINA BRASIL S.A. - PRUDENCIAL; 28 ; 53.982.843 ; 10 ; 1.339.373 ; 147 ; 82.488.898 ; 73 ; 47.831.905 ; 258 ; 185.643.019 ; 60 ; 87.656.597 ; 90 ; 174.908.208 ; 150 ; 262.564.805 ; 408 ; 448.207.824 ;
50;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 562 ; 160.219.789 ; 830 ; 45.370.988 ; 389 ; 10.144.969 ; 346 ; 18.414.048 ; 2.127 ; 234.149.794 ; 15 ; 32.018.441 ; 57 ; 139.054.296 ; 72 ; 171.072.737 ; 2.199 ; 405.222.531 ;
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 211 ; 8.600.210 ; 2.850 ; 48.675.722 ; 2.095 ; 69.876.291 ; 3.546 ; 83.652.638 ; 8.702 ; 210.804.861 ; 449 ; 114.773.024 ; 139 ; 61.165.270 ; 588 ; 175.938.294 ; 9.290 ; 386.743.155 ;
52;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;JP MORGAN CHASE - PRUDENCIAL; -   ; -   ; -   ; -   ; 26 ; 157.888.844 ; 28 ; 20.991.817 ; 54 ; 178.880.661 ; 4 ; 14.600.000 ; 3 ; 151.453.899 ; 7 ; 166.053.899 ; 61 ; 344.934.560 ;
53;61.024.352;BANCO VOITER S.A.;BANCO MASTER - PRUDENCIAL; 17 ; 26.127.053 ; 436 ; 40.967.461 ; 132 ; 58.966.208 ; 1.206 ; 111.059.138 ; 1.791 ; 237.119.860 ; 80 ; 73.556.544 ; 74 ; 33.113.905 ; 154 ; 106.670.449 ; 1.945 ; 343.790.309 ;
54;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 111 ; 49.450.756 ; 108 ; 4.501.288 ; 7.420 ; 46.739.533 ; 1.969 ; 47.733.049 ; 9.608 ; 148.424.626 ; 141 ; 38.871.066 ; 158 ; 84.119.720 ; 299 ; 122.990.786 ; 9.907 ; 271.415.412 ;
55;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 38 ; 23.441.460 ; 264 ; 66.049.516 ; 33 ; 4.193.799 ; 481 ; 31.620.269 ; 816 ; 125.305.044 ; 23 ; 80.242.498 ; 19 ; 40.017.326 ; 42 ; 120.259.824 ; 858 ; 245.564.868 ;
56;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 19 ; 1.686.683 ; 361 ; 9.820.195 ; 252 ; 37.057.889 ; 1.040 ; 99.629.993 ; 1.672 ; 148.194.760 ; 302 ; 81.780.649 ; 48 ; 10.924.508 ; 350 ; 92.705.157 ; 2.022 ; 240.899.917 ;
57;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;CREDIT AGRICOLE - PRUDENCIAL; 1 ; 2.000.000 ; 8 ; 971.220 ; 16 ; 3.699.466 ; 33 ; 105.066.921 ; 58 ; 111.737.607 ; 12 ; 110.469.500 ; 6 ; 9.587.020 ; 18 ; 120.056.520 ; 76 ; 231.794.127 ;
58;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 3 ; 6.326.326 ; -   ; -   ; 6 ; 16.142.784 ; 78 ; 10.227.939 ; 87 ; 32.697.049 ; 7 ; 80.686.200 ; 5 ; 80.015.000 ; 12 ; 160.701.200 ; 99 ; 193.398.249 ;
59;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AVENUE SECURITIES DTVM - PRUDENCIAL; -   ; -   ; -   ; -   ; 13.273 ; 27.189.730 ; 76.246 ; 93.325.206 ; 89.519 ; 120.514.936 ; 202 ; 66.261.303 ; -   ; -   ; 202 ; 66.261.303 ; 89.721 ; 186.776.239 ;
60;50.585.090;BANCO BMG CONSIGNADO S.A.;BMG - PRUDENCIAL; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 15.304 ; 2 ; 15.304 ; 2 ; 58.353.293 ; 2 ; 116.373.738 ; 4 ; 174.727.031 ; 6 ; 174.742.335 ;
61;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;FRENTE CC - PRUDENCIAL; 15 ; 55.862 ; 266 ; 6.835.542 ; 568 ; 52.339.960 ; 4.432 ; 47.584.860 ; 5.281 ; 106.816.224 ; 510 ; 27.844.834 ; 119 ; 26.860.633 ; 629 ; 54.705.467 ; 5.910 ; 161.521.691 ;
62;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;FAIR CC S.A. - PRUDENCIAL; 132 ; 2.795.983 ; 995 ; 24.803.328 ; 1.305 ; 14.213.245 ; 2.347 ; 18.815.593 ; 4.779 ; 60.628.149 ; 617 ; 55.760.926 ; 179 ; 29.084.470 ; 796 ; 84.845.396 ; 5.575 ; 145.473.545 ;
63;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;WESTERN UNION - PRUDENCIAL; 839 ; 246.145 ; 28.655 ; 6.774.126 ; 153.561 ; 55.834.422 ; 223.789 ; 55.005.554 ; 406.844 ; 117.860.247 ; 49 ; 12.520.956 ; 88 ; 5.678.874 ; 137 ; 18.199.830 ; 406.981 ; 136.060.077 ;
64;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;ALFA - PRUDENCIAL; 28 ; 19.642.853 ; 36 ; 8.831.598 ; 30 ; 29.349.758 ; 54 ; 26.806.021 ; 148 ; 84.630.230 ; 7 ; 16.846.090 ; 10 ; 31.846.783 ; 17 ; 48.692.873 ; 165 ; 133.323.103 ;
65;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;B & T ASSOCIADOS CC LTDA. - PRUDENCIAL; 242 ; 5.944.229 ; 852 ; 20.342.308 ; 9.558 ; 23.200.944 ; 25.908 ; 39.382.258 ; 36.560 ; 88.869.739 ; 961 ; 36.553.302 ; 85 ; 6.167.002 ; 1.046 ; 42.720.304 ; 37.606 ; 131.590.043 ;
66;60.889.128;BANCO SOFISA S.A.;SOFISA - PRUDENCIAL; 241 ; 39.329.359 ; 240 ; 11.851.898 ; 31 ; 7.565.402 ; 112 ; 4.890.900 ; 624 ; 63.637.559 ; 7 ; 20.956.691 ; 10 ; 28.000.406 ; 17 ; 48.957.097 ; 641 ; 112.594.656 ;
67;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.;MIRAE ASSET (BRASIL) CCTVM - PRUDENCIAL; 8 ; 130.718 ; 644 ; 42.887.379 ; 57 ; 789.912 ; 157 ; 5.229.748 ; 866 ; 49.037.757 ; 821 ; 51.880.177 ; 97 ; 4.593.679 ; 918 ; 56.473.856 ; 1.784 ; 105.511.613 ;
68;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;TREVISO CC S.A. - PRUDENCIAL; 116 ; 2.031.776 ; 1.051 ; 20.329.328 ; 8.719 ; 10.197.016 ; 15.486 ; 21.439.140 ; 25.372 ; 53.997.260 ; 2.381 ; 38.342.519 ; 329 ; 8.707.036 ; 2.710 ; 47.049.555 ; 28.082 ; 101.046.815 ;
69;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB;BANCOOB - PRUDENCIAL; 308 ; 28.840.163 ; 583 ; 22.122.804 ; 233 ; 6.910.302 ; 101 ; 19.619.186 ; 1.225 ; 77.492.455 ; 5 ; 19.000.000 ; 2 ; 2.599.560 ; 7 ; 21.599.560 ; 1.232 ; 99.092.015 ;
70;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;GUITTA CC LTDA - PRUDENCIAL; 144 ; 2.670.882 ; 1.428 ; 35.734.290 ; 336 ; 5.822.768 ; 826 ; 9.652.124 ; 2.734 ; 53.880.064 ; 490 ; 39.393.388 ; 34 ; 2.498.457 ; 524 ; 41.891.845 ; 3.258 ; 95.771.909 ;
