Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Mar/2018;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 15.597 ; 5.419.850.522 ; 61.897 ; 6.633.207.670 ; 58.849 ; 17.773.617.395 ; 88.747 ; 15.830.584.384 ; 225.090 ; 45.657.259.972 ; 1.827 ; 25.079.461.093 ; 1.723 ; 21.854.246.378 ; 3.550 ; 46.933.707.471 ; 228.640 ; 92.590.967.443 ;;;;
2;60.746.948;BANCO BRADESCO S.A.; 21.316 ; 12.721.790.810 ; 60.052 ; 8.375.444.043 ; 100.202 ; 17.125.277.736 ; 82.134 ; 20.177.081.827 ; 263.704 ; 58.399.594.416 ; 2.300 ; 9.428.444.233 ; 2.358 ; 10.251.301.542 ; 4.658 ; 19.679.745.775 ; 268.362 ; 78.079.340.190 ;;;;
3;33.479.023;BANCO CITIBANK S.A.; 4.053 ; 4.665.369.463 ; 19.514 ; 4.760.286.518 ; 20.858 ; 23.952.300.352 ; 31.423 ; 24.805.491.854 ; 75.848 ; 58.183.448.187 ; 919 ; 8.804.029.912 ; 963 ; 7.816.261.012 ; 1.882 ; 16.620.290.924 ; 77.730 ; 74.803.739.111 ;;;;
4;60.701.190;ITAÚ UNIBANCO S.A.; 21.024 ; 3.881.246.110 ; 46.423 ; 4.045.845.727 ; 116.322 ; 11.372.459.460 ; 93.563 ; 12.486.359.403 ; 277.332 ; 31.785.910.700 ; 799 ; 10.090.191.553 ; 781 ; 8.926.028.913 ; 1.580 ; 19.016.220.466 ; 278.912 ; 50.802.131.166 ;;;;
5;33.172.537;BANCO J.P. MORGAN S.A.; 827 ; 1.481.419.912 ; 7.027 ; 1.568.347.467 ; 2.695 ; 12.682.616.962 ; 5.524 ; 12.670.299.733 ; 16.073 ; 28.402.684.074 ; 769 ; 9.416.350.324 ; 801 ; 10.417.803.051 ; 1.570 ; 19.834.153.374 ; 17.643 ; 48.236.837.448 ;;;;
6;00.000.000;BANCO DO BRASIL S.A.; 21.490 ; 9.975.234.788 ; 27.307 ; 4.339.177.158 ; 53.403 ; 5.546.111.127 ; 107.912 ; 7.808.514.550 ; 210.112 ; 27.669.037.623 ; 981 ; 2.040.341.171 ; 1.064 ; 6.354.612.115 ; 2.045 ; 8.394.953.286 ; 212.157 ; 36.063.990.908 ;;;;
7;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 484 ; 274.062.906 ; 1.391 ; 192.649.355 ; 1.512 ; 650.424.756 ; 1.577 ; 970.479.279 ; 4.964 ; 2.087.616.296 ; 1.741 ; 11.158.200.286 ; 1.701 ; 11.135.699.156 ; 3.442 ; 22.293.899.442 ; 8.406 ; 24.381.515.738 ;;;;
8;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 182 ; 314.015.706 ; 920 ; 167.007.505 ; 548 ; 3.668.302.338 ; 1.130 ; 3.169.146.733 ; 2.780 ; 7.318.472.282 ; 369 ; 7.314.216.477 ; 381 ; 8.327.023.795 ; 750 ; 15.641.240.272 ; 3.530 ; 22.959.712.554 ;;;;
9;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 654 ; 1.039.554.470 ; 3.325 ; 929.107.692 ; 2.461 ; 5.305.937.856 ; 5.016 ; 4.778.664.730 ; 11.456 ; 12.053.264.748 ; 1.434 ; 4.610.974.306 ; 1.457 ; 5.362.131.360 ; 2.891 ; 9.973.105.666 ; 14.347 ; 22.026.370.414 ;;;;
