Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Fev/2023;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
10;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 274 ; 1.807.810.880 ; 1.507 ; 659.590.860 ; 1.099 ; 3.297.907.235 ; 1.376 ; 4.220.300.331 ; 4.256 ; 9.985.609.305 ; 368 ; 2.639.611.570 ; 254 ; 2.942.573.171 ; 622 ; 5.582.184.741 ; 4.878 ; 15.567.794.046 ;
11;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;; 2 ; 60.608.606 ; 401 ; 3.891.271.674 ; 421 ; 4.547.019.705 ; 824 ; 8.498.899.985 ; 79 ; 3.103.052.789 ; 102 ; 2.875.658.007 ; 181 ; 5.978.710.796 ; 1.005 ; 14.477.610.782 ;
12;60.498.557;BANCO MUFG BRASIL S.A.; 148 ; 29.942.455 ; 509 ; 151.779.713 ; 523 ; 239.155.948 ; 870 ; 248.823.542 ; 2.050 ; 669.701.658 ; 1.171 ; 4.479.069.652 ; 1.166 ; 4.474.154.055 ; 2.337 ; 8.953.223.707 ; 4.387 ; 9.622.925.366 ;
13;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL;;;;; 612 ; 3.129.788.061 ; 478 ; 2.865.682.476 ; 1.090 ; 5.995.470.537 ; 78 ; 993.239.793 ; 102 ; 1.258.235.548 ; 180 ; 2.251.475.340 ; 1.270 ; 8.246.945.877 ;
14;53.518.684;BANCO HSBC S.A.; 45 ; 518.120.603 ; 101 ; 73.169.786 ; 278 ; 685.781.471 ; 620 ; 1.012.538.225 ; 1.044 ; 2.289.610.084 ; 259 ; 2.841.036.021 ; 263 ; 2.942.792.078 ; 522 ; 5.783.828.099 ; 1.566 ; 8.073.438.184 ;
15;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 263 ; 362.216.577 ; 431 ; 156.464.400 ; 453 ; 892.785.048 ; 688 ; 458.420.621 ; 1.835 ; 1.869.886.646 ; 1.082 ; 2.535.548.554 ; 1.107 ; 2.904.957.374 ; 2.189 ; 5.440.505.928 ; 4.024 ; 7.310.392.574 ;
16;03.532.415;BANCO ABN AMRO S.A.;;;;; 600 ; 3.099.095.401 ; 634 ; 2.749.498.172 ; 1.234 ; 5.848.593.573 ; 11 ; 234.412.930 ; 24 ; 597.500.000 ; 35 ; 831.912.930 ; 1.269 ; 6.680.506.503 ;
17;59.588.111;BANCO VOTORANTIM S.A.; 542 ; 632.030.820 ; 1.862 ; 257.200.841 ; 407 ; 584.709.405 ; 1.278 ; 321.198.843 ; 4.089 ; 1.795.139.909 ; 768 ; 1.740.197.178 ; 1.291 ; 2.157.564.799 ; 2.059 ; 3.897.761.977 ; 6.148 ; 5.692.901.886 ;
18;07.679.404;BANCO TOPÁZIO S.A.; 302 ; 99.008.696 ; 59 ; 33.761.529 ; 46.549 ; 214.454.245 ; 136.641 ; 2.166.661.568 ; 183.551 ; 2.513.886.038 ; 1.949 ; 2.428.679.686 ; 5.425 ; 538.611.457 ; 7.374 ; 2.967.291.144 ; 190.925 ; 5.481.177.181 ;
19;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 1.045 ; 137.753.934 ; 900 ; 108.037.924 ; 13.282 ; 1.163.680.474 ; 14.749 ; 1.684.750.384 ; 29.976 ; 3.094.222.716 ; 3.323 ; 1.277.096.100 ; 9.118 ; 806.401.973 ; 12.441 ; 2.083.498.072 ; 42.417 ; 5.177.720.788 ;
20;28.195.667;BANCO ABC BRASIL S.A.; 201 ; 196.168.588 ; 610 ; 202.387.420 ; 397 ; 209.568.304 ; 1.114 ; 195.179.784 ; 2.322 ; 803.304.096 ; 262 ; 2.140.115.972 ; 606 ; 1.781.817.110 ; 868 ; 3.921.933.082 ; 3.190 ; 4.725.237.178 ;
21;31.872.495;BANCO C6 S.A.; 117 ; 386.844.042 ; 878 ; 184.353.675 ; 19.380 ; 543.797.028 ; 166.563 ; 1.063.076.052 ; 186.938 ; 2.178.070.796 ; 209 ; 1.414.192.424 ; 323 ; 1.112.466.266 ; 532 ; 2.526.658.690 ; 187.470 ; 4.704.729.486 ;
22;33.264.668;BANCO XP S.A.; 598 ; 409.216.884 ; 3.760 ; 726.480.203 ; 6.344 ; 578.861.946 ; 36.055 ; 1.090.566.977 ; 46.757 ; 2.805.126.010 ; 206 ; 1.099.860.277 ; 181 ; 498.043.250 ; 387 ; 1.597.903.526 ; 47.144 ; 4.403.029.536 ;
23;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 10 ; 149.214.358 ;;; 10 ; 149.214.358 ; 4 ; 2.034.844.375 ; 4 ; 2.000.000.000 ; 8 ; 4.034.844.375 ; 18 ; 4.184.058.733 ;
24;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 155 ; 491.358.263 ; 15 ; 15.660.630 ; 172 ; 605.717.394 ; 424 ; 903.408.165 ; 766 ; 2.016.144.453 ; 142 ; 912.650.162 ; 150 ; 1.136.710.026 ; 292 ; 2.049.360.188 ; 1.058 ; 4.065.504.641 ;
25;78.632.767;BANCO OURINVEST S.A.; 1.678 ; 166.952.770 ; 4.376 ; 289.874.049 ; 52.946 ; 547.638.206 ; 77.398 ; 1.124.277.325 ; 136.398 ; 2.128.742.351 ; 1.491 ; 1.286.589.371 ; 20.945 ; 575.593.090 ; 22.436 ; 1.862.182.461 ; 158.834 ; 3.990.924.812 ;
26;02.801.938;BANCO MORGAN STANLEY S.A.; 36 ; 168.742.189 ; 156 ; 255.487.646 ; 229 ; 1.243.774.722 ; 392 ; 1.107.581.502 ; 813 ; 2.775.586.059 ; 16 ; 535.920.421 ; 17 ; 415.990.812 ; 33 ; 951.911.233 ; 846 ; 3.727.497.293 ;
27;58.160.789;BANCO SAFRA S.A.; 233 ; 102.636.015 ; 891 ; 217.351.655 ; 55.163 ; 1.081.521.416 ; 34.316 ; 828.252.478 ; 90.603 ; 2.229.761.565 ; 519 ; 562.682.380 ; 595 ; 711.986.174 ; 1.114 ; 1.274.668.554 ; 91.717 ; 3.504.430.119 ;
28;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 150 ; 7.344.566 ; 1.537 ; 128.079.953 ; 556 ; 59.211.614 ; 20.583 ; 63.626.796 ; 22.826 ; 258.262.930 ; 708 ; 1.679.208.482 ; 883 ; 1.553.778.702 ; 1.591 ; 3.232.987.183 ; 24.417 ; 3.491.250.113 ;
29;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 2 ; 4.050.901 ; 4 ; 400.135 ; 24 ; 77.199.533 ; 75 ; 5.839.749 ; 105 ; 87.490.317 ; 163 ; 1.627.071.148 ; 165 ; 1.704.319.341 ; 328 ; 3.331.390.489 ; 433 ; 3.418.880.806 ;
30;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 195 ; 187.816.992 ; 306 ; 104.654.840 ; 152 ; 474.674.894 ; 268 ; 164.517.440 ; 921 ; 931.664.167 ; 168 ; 883.707.569 ; 198 ; 1.331.629.235 ; 366 ; 2.215.336.804 ; 1.287 ; 3.147.000.971 ;
31;62.232.889;BANCO DAYCOVAL S.A.; 553 ; 119.742.049 ; 1.679 ; 248.312.919 ; 98.857 ; 774.510.076 ; 88.050 ; 666.462.585 ; 189.139 ; 1.809.027.629 ; 873 ; 694.036.235 ; 3.038 ; 593.358.887 ; 3.911 ; 1.287.395.122 ; 193.050 ; 3.096.422.751 ;
32;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;;;; 236 ; 792.796.108 ; 317 ; 1.335.232.590 ; 553 ; 2.128.028.698 ; 50 ; 737.417.283 ; 24 ; 12.407.126 ; 74 ; 749.824.409 ; 627 ; 2.877.853.107 ;
33;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 14 ; 126.915.818 ; 15 ; 36.570.586 ; 26 ; 467.844.493 ; 279 ; 209.664.166 ; 334 ; 840.995.064 ; 53 ; 899.459.918 ; 54 ; 826.959.880 ; 107 ; 1.726.419.797 ; 441 ; 2.567.414.861 ;
34;68.900.810;BANCO RENDIMENTO S.A.; 20 ; 20.148.894 ; 182 ; 182.491.640 ; 147.902 ; 464.805.491 ; 7.426 ; 158.065.922 ; 155.530 ; 825.511.947 ; 2.557 ; 639.354.740 ; 12.749 ; 779.755.793 ; 15.306 ; 1.419.110.533 ; 170.836 ; 2.244.622.480 ;
35;58.616.418;BANCO FIBRA S.A.; 118 ; 123.753.536 ; 972 ; 219.804.948 ; 92 ; 13.677.190 ; 844 ; 26.969.144 ; 2.026 ; 384.204.818 ; 181 ; 749.142.375 ; 166 ; 660.948.916 ; 347 ; 1.410.091.291 ; 2.373 ; 1.794.296.108 ;
36;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;;;;; 1.233.481 ; 553.884.668 ; 1.239.709 ; 566.241.978 ; 2.473.190 ; 1.120.126.646 ; 1.787 ; 287.990.102 ; 1.783 ; 275.634.142 ; 3.570 ; 563.624.245 ; 2.476.760 ; 1.683.750.891 ;
37;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 124 ; 170.222.579 ; 437 ; 183.279.155 ; 692 ; 387.672.519 ; 1.820 ; 221.829.830 ; 3.073 ; 963.004.084 ; 131 ; 245.014.392 ; 137 ; 410.011.731 ; 268 ; 655.026.122 ; 3.341 ; 1.618.030.206 ;
38;07.656.500;BANCO KDB DO BRASIL S.A.;;; 4 ; 1.196.722 ; 254 ; 145.367.553 ; 507 ; 628.522.182 ; 765 ; 775.086.457 ; 63 ; 641.839.516 ; 81 ; 157.338.733 ; 144 ; 799.178.249 ; 909 ; 1.574.264.706 ;
39;71.027.866;BANCO BS2 S.A.; 485 ; 179.878.244 ; 1.917 ; 113.378.823 ; 14.809 ; 292.542.000 ; 21.263 ; 354.160.979 ; 38.474 ; 939.960.046 ; 63 ; 265.064.792 ; 65 ; 269.208.571 ; 128 ; 534.273.363 ; 38.602 ; 1.474.233.410 ;
40;13.059.145;BEXS BANCO DE CÂMBIO S/A; 34 ; 176.027.651 ; 102 ; 24.383.677 ; 23.064 ; 105.369.831 ; 207.365 ; 455.711.683 ; 230.565 ; 761.492.842 ; 780 ; 432.403.157 ; 91 ; 235.921.864 ; 871 ; 668.325.021 ; 231.436 ; 1.429.817.863 ;
41;15.114.366;BANCO BOCOM BBM S.A.; 9 ; 8.099.514 ; 89 ; 21.153.226 ; 62 ; 92.984.218 ; 401 ; 77.337.975 ; 561 ; 199.574.932 ; 37 ; 498.536.149 ; 69 ; 525.424.088 ; 106 ; 1.023.960.237 ; 667 ; 1.223.535.169 ;
42;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 47 ; 121.810.305 ;;; 60 ; 26.198.113 ; 5 ; 310.111 ; 112 ; 148.318.529 ;;; 18 ; 930.000.000 ; 18 ; 930.000.000 ; 130 ; 1.078.318.529 ;
43;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 115 ; 148.344.584 ; 470 ; 97.844.957 ; 45 ; 138.751.690 ; 330 ; 187.331.734 ; 960 ; 572.272.965 ; 70 ; 153.959.303 ; 58 ; 213.769.186 ; 128 ; 367.728.489 ; 1.088 ; 940.001.454 ;
44;00.360.305;CAIXA ECONOMICA FEDERAL; 205 ; 67.950.800 ; 154 ; 6.081.764 ; 14.157 ; 95.557.270 ; 5.873 ; 148.680.172 ; 20.389 ; 318.270.006 ; 324 ; 159.427.821 ; 340 ; 164.645.679 ; 664 ; 324.073.499 ; 21.053 ; 642.343.506 ;
45;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 12 ; 209.699.452 ; 17 ; 3.127.666 ; 29 ; 39.243.893 ; 43 ; 15.194.847 ; 101 ; 267.265.858 ; 9 ; 24.888.648 ; 26 ; 255.586.990 ; 35 ; 280.475.638 ; 136 ; 547.741.497 ;
46;28.811.341;STONEX BANCO DE CÂMBIO S.A.; 159 ; 25.729.644 ; 88 ; 4.515.907 ; 7.266 ; 228.143.442 ; 358 ; 17.451.604 ; 7.871 ; 275.840.597 ; 88 ; 11.113.210 ; 306 ; 243.018.509 ; 394 ; 254.131.719 ; 8.265 ; 529.972.315 ;
47;33.923.798;BANCO MASTER S/A; 95 ; 90.597.375 ; 192 ; 27.768.034 ; 3.665 ; 64.060.791 ; 542 ; 32.093.936 ; 4.494 ; 214.520.136 ; 26 ; 101.254.060 ; 51 ; 206.328.197 ; 77 ; 307.582.257 ; 4.571 ; 522.102.393 ;
48;00.997.185;BANCO B3 S.A.;;;;; 285 ; 179.510.016 ; 245 ; 194.488.237 ; 530 ; 373.998.253 ; 76 ; 72.052.534 ; 83 ; 57.113.350 ; 159 ; 129.165.884 ; 689 ; 503.164.137 ;
49;10.690.848;BANCO DA CHINA BRASIL S.A.; 29 ; 95.418.102 ; 19 ; 34.949.836 ; 56 ; 94.082.534 ; 154 ; 21.549.006 ; 258 ; 245.999.479 ; 77 ; 54.408.787 ; 95 ; 187.402.914 ; 172 ; 241.811.701 ; 430 ; 487.811.180 ;
50;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 273 ; 6.837.300 ; 2.158 ; 60.875.672 ; 4.013 ; 75.202.480 ; 8.632 ; 124.967.319 ; 15.076 ; 267.882.771 ; 919 ; 155.546.491 ; 219 ; 51.718.841 ; 1.138 ; 207.265.332 ; 16.214 ; 475.148.103 ;
51;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 603 ; 94.796.509 ; 559 ; 52.099.400 ; 1.116 ; 30.261.810 ; 1.185 ; 37.934.853 ; 3.463 ; 215.092.572 ; 61 ; 54.447.728 ; 97 ; 87.851.135 ; 158 ; 142.298.863 ; 3.621 ; 357.391.436 ;
52;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 266 ; 6.636.871 ; 1.302 ; 42.835.528 ; 28.870 ; 53.132.352 ; 66.932 ; 91.262.028 ; 97.370 ; 193.866.780 ; 2.980 ; 111.320.524 ; 230 ; 37.012.995 ; 3.210 ; 148.333.519 ; 100.580 ; 342.200.298 ;
53;61.024.352;BANCO VOITER S.A.; 25 ; 15.473.510 ; 201 ; 64.372.056 ; 400 ; 74.500.077 ; 1.151 ; 89.552.382 ; 1.777 ; 243.898.025 ; 75 ; 86.461.301 ; 60 ; 11.462.102 ; 135 ; 97.923.403 ; 1.912 ; 341.821.428 ;
54;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 10 ; 30.000.000 ; 1 ; 123.002 ; 11 ; 484.671 ; 35 ; 81.923.904 ; 57 ; 112.531.576 ; 10 ; 130.471.000 ; 37 ; 79.445.000 ; 47 ; 209.916.000 ; 104 ; 322.447.576 ;
55;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.370 ; 61.836.360 ; 1.599 ; 84.399.424 ; 1.475 ; 34.452.326 ; 781 ; 45.697.121 ; 5.225 ; 226.385.230 ; 35 ; 54.035.937 ; 16 ; 20.072.182 ; 51 ; 74.108.119 ; 5.276 ; 300.493.349 ;
56;00.416.968;BANCO INTER S.A.; 16 ; 241.460 ; 17 ; 281.136 ; 24.287 ; 141.361.274 ; 48.341 ; 98.548.219 ; 72.661 ; 240.432.090 ; 10 ; 1.180.541 ; 14 ; 44.650.482 ; 24 ; 45.831.023 ; 72.685 ; 286.263.113 ;
57;30.723.886;BANCO MODAL S.A.; 5 ; 678.174 ; 2 ; 357.482 ; 293 ; 130.138.071 ; 305 ; 59.392.736 ; 605 ; 190.566.463 ; 3 ; 10.001.524 ; 9 ; 80.271.902 ; 12 ; 90.273.425 ; 617 ; 280.839.888 ;
58;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 37 ; 37.517.618 ; 29 ; 17.139.564 ; 27 ; 2.801.698 ; 144 ; 54.266.214 ; 237 ; 111.725.094 ; 32 ; 101.181.966 ; 26 ; 64.675.703 ; 58 ; 165.857.669 ; 295 ; 277.582.764 ;
59;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 208 ; 4.808.732 ; 1.364 ; 53.611.689 ; 3.836 ; 25.568.505 ; 6.707 ; 49.244.311 ; 12.115 ; 133.233.236 ; 1.270 ; 105.192.738 ; 121 ; 32.712.460 ; 1.391 ; 137.905.197 ; 13.506 ; 271.138.433 ;
60;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 263.047 ; 86.232.829 ; 381.727 ; 112.117.644 ; 644.774 ; 198.350.473 ; 147 ; 38.138.371 ; 342 ; 13.145.686 ; 489 ; 51.284.057 ; 645.263 ; 249.634.530 ;
61;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 8 ; 45.494.308 ; 6 ; 3.148.653 ; 4 ; 201.802 ; 19 ; 811.643 ; 37 ; 49.656.406 ; 15 ; 77.907.754 ; 19 ; 114.469.841 ; 34 ; 192.377.595 ; 71 ; 242.034.000 ;
62;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 17 ; 1.600.166 ; 121 ; 12.276.601 ; 15.536 ; 27.392.771 ; 25.919 ; 71.208.683 ; 41.593 ; 112.478.221 ; 6.744 ; 84.983.463 ; 753 ; 30.454.283 ; 7.497 ; 115.437.745 ; 49.090 ; 227.915.966 ;
63;62.144.175;BANCO PINE S.A.; 37 ; 49.538.564 ; 194 ; 39.633.513 ; 27 ; 3.338.716 ; 398 ; 23.211.161 ; 656 ; 115.721.953 ; 17 ; 65.795.850 ; 26 ; 31.139.085 ; 43 ; 96.934.935 ; 699 ; 212.656.888 ;
64;60.889.128;BANCO SOFISA S.A.; 323 ; 82.946.989 ; 124 ; 9.290.242 ; 34 ; 6.665.051 ; 190 ; 27.049.033 ; 671 ; 125.951.315 ; 20 ; 27.818.253 ; 30 ; 55.823.350 ; 50 ; 83.641.603 ; 721 ; 209.592.918 ;
65;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 25 ; 64.369.317 ; 79 ; 48.038.774 ; 104 ; 112.408.091 ; 11 ; 38.205.041 ; 3 ; 53.100.000 ; 14 ; 91.305.041 ; 118 ; 203.713.132 ;
66;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 2 ; 20.850 ; 57.124 ; 22.965.175 ; 102.307 ; 90.014.181 ; 159.433 ; 113.000.207 ; 4.653 ; 72.921.638 ; 2.033 ; 5.988.860 ; 6.686 ; 78.910.498 ; 166.119 ; 191.910.705 ;
67;61.186.680;BANCO BMG S.A.; 2 ; 2.162.835 ;;; 17 ; 10.179.569 ; 97 ; 7.031.901 ; 116 ; 19.374.305 ; 12 ; 96.341.800 ; 12 ; 71.824.000 ; 24 ; 168.165.800 ; 140 ; 187.540.105 ;
68;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 20 ; 1.643.639 ; 411 ; 41.010.639 ; 920 ; 15.081.395 ; 3.567 ; 43.420.599 ; 4.918 ; 101.156.273 ; 815 ; 73.728.560 ; 67 ; 5.950.911 ; 882 ; 79.679.471 ; 5.800 ; 180.835.744 ;
69;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 219 ; 6.293.775 ; 1.461 ; 55.485.436 ; 1.048 ; 15.456.129 ; 2.379 ; 19.376.827 ; 5.107 ; 96.612.167 ; 771 ; 66.681.678 ; 141 ; 13.555.555 ; 912 ; 80.237.233 ; 6.019 ; 176.849.400 ;
70;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 7 ; 549.164 ; 54 ; 5.304.728 ; 33.095 ; 33.985.091 ; 98.155 ; 75.219.310 ; 131.311 ; 115.058.294 ; 1.827 ; 52.770.196 ; 133 ; 6.826.788 ; 1.960 ; 59.596.984 ; 133.271 ; 174.655.277 ;
71;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 2 ; 339.980 ; 8 ; 388.307 ; 1.139 ; 25.637.639 ; 4.558 ; 74.897.100 ; 5.707 ; 101.263.027 ; 969 ; 55.842.783 ; 23 ; 7.970.860 ; 992 ; 63.813.643 ; 6.699 ; 165.076.669 ;
72;45.246.410;BANCO GENIAL S.A.; 22 ; 1.028.808 ; 57 ; 5.290.885 ; 552 ; 70.311.383 ; 647 ; 69.217.830 ; 1.278 ; 145.848.905 ; 18 ; 9.405.974 ; 4 ; 5.224.590 ; 22 ; 14.630.564 ; 1.300 ; 160.479.469 ;
73;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 24 ; 2.223.299 ; 59 ; 7.663.290 ; 383 ; 39.638.777 ; 1.134 ; 44.396.967 ; 1.600 ; 93.922.333 ; 224 ; 37.455.161 ; 125 ; 27.254.932 ; 349 ; 64.710.094 ; 1.949 ; 158.632.427 ;
74;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 15 ; 292.456 ; 272 ; 9.005.734 ; 13.685 ; 7.624.940 ; 19.920 ; 33.637.952 ; 33.892 ; 50.561.082 ; 3.136 ; 69.899.595 ; 234 ; 35.258.184 ; 3.370 ; 105.157.779 ; 37.262 ; 155.718.861 ;
75;03.609.817;BANCO CARGILL S.A.; 6 ; 11.707.338 ;;; 3 ; 2.185.351 ; 85 ; 45.333.937 ; 94 ; 59.226.626 ; 3 ; 25.000.000 ; 1 ; 50.000.000 ; 4 ; 75.000.000 ; 98 ; 134.226.626 ;
76;92.894.922;BANCO ORIGINAL S.A.;;; 1 ; 53.334 ; 161 ; 4.743.241 ; 302 ; 36.946.122 ; 464 ; 41.742.698 ; 16 ; 91.543.105 ; 4 ; 43.221 ; 20 ; 91.586.326 ; 484 ; 133.329.024 ;
77;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;; 32 ; 20.799.310 ; 107 ; 9.658.094 ; 255 ; 40.918.091 ; 394 ; 71.375.495 ; 71 ; 56.300.459 ; 11 ; 4.190.850 ; 82 ; 60.491.309 ; 476 ; 131.866.804 ;
78;59.118.133;BANCO LUSO BRASILEIRO S.A.; 112 ; 19.522.578 ; 231 ; 33.717.393 ; 32 ; 2.966.869 ; 250 ; 5.112.787 ; 625 ; 61.319.627 ; 350 ; 41.926.093 ; 149 ; 25.581.613 ; 499 ; 67.507.706 ; 1.124 ; 128.827.333 ;
79;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 18 ; 1.257.571 ; 471 ; 31.283.603 ; 451 ; 4.750.810 ; 1.896 ; 22.272.838 ; 2.836 ; 59.564.822 ; 1.722 ; 53.865.971 ; 298 ; 6.314.009 ; 2.020 ; 60.179.979 ; 4.856 ; 119.744.801 ;
80;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 7 ; 9.028.023 ;;; 19 ; 16.320.206 ; 109 ; 1.704.595 ; 135 ; 27.052.824 ; 7 ; 20.083.690 ; 13 ; 65.359.203 ; 20 ; 85.442.893 ; 155 ; 112.495.717 ;
