Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Abr/2021;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
65;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 26 ; 43.310.005 ; 55 ; 3.466.713 ; 58 ; 92.141.203 ; 195 ; 10.686.184 ; 334 ; 149.604.105 ; 16 ; 53.105.799 ; 24 ; 174.352.062 ; 40 ; 227.457.861 ; 374 ; 377.061.966 ;
66;92.894.922;BANCO ORIGINAL S.A.; 17 ; 2.156.681 ; 21 ; 44.193.906 ; 180 ; 63.295.427 ; 410 ; 91.013.893 ; 628 ; 200.659.907 ; 25 ; 80.574.123 ; 24 ; 95.574.094 ; 49 ; 176.148.217 ; 677 ; 376.808.124 ;
67;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 97 ; 57.642.673 ; 442 ; 55.947.901 ; 41 ; 17.417.951 ; 172 ; 34.883.808 ; 752 ; 165.892.333 ; 82 ; 125.322.250 ; 79 ; 83.378.933 ; 161 ; 208.701.183 ; 913 ; 374.593.516 ;
68;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 603 ; 13.077.419 ; 5.230 ; 125.851.424 ; 1.277 ; 21.404.743 ; 4.247 ; 49.574.789 ; 11.357 ; 209.908.375 ; 1.943 ; 151.870.675 ; 157 ; 10.860.051 ; 2.100 ; 162.730.726 ; 13.457 ; 372.639.101 ;
69;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 448 ; 8.259.773 ; 4.099 ; 105.176.777 ; 1.988 ; 38.685.438 ; 3.935 ; 52.051.224 ; 10.470 ; 204.173.211 ; 2.101 ; 138.551.216 ; 235 ; 28.384.469 ; 2.336 ; 166.935.685 ; 12.806 ; 371.108.897 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 857 ; 20.349.767 ; 3.933 ; 122.078.851 ; 2.033 ; 32.332.785 ; 2.030 ; 23.707.095 ; 8.853 ; 198.468.498 ; 1.482 ; 120.111.896 ; 294 ; 27.011.726 ; 1.776 ; 147.123.622 ; 10.629 ; 345.592.120 ;
71;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 18.201 ; 149.468.642 ; 35.781 ; 136.822.265 ; 53.982 ; 286.290.907 ; 105 ; 15.596.527 ; 183 ; 27.191.114 ; 288 ; 42.787.641 ; 54.270 ; 329.078.548 ;
72;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 10 ; 288.776 ; 292 ; 114.478.884 ; 276 ; 38.793.157 ; 572 ; 40.694.447 ; 1.150 ; 194.255.264 ; 316 ; 121.437.749 ; 54 ; 5.406.000 ; 370 ; 126.843.749 ; 1.520 ; 321.099.013 ;
73;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 45 ; 52.862.059 ; 48 ; 16.539.592 ; 37 ; 65.123.127 ; 167 ; 29.979.523 ; 297 ; 164.504.300 ; 15 ; 35.057.866 ; 20 ; 97.556.562 ; 35 ; 132.614.428 ; 332 ; 297.118.728 ;
74;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 296 ; 4.930.310 ; 2.841 ; 71.798.485 ; 2.059 ; 22.699.920 ; 4.342 ; 42.835.127 ; 9.538 ; 142.263.842 ; 4.339 ; 111.134.181 ; 701 ; 24.014.729 ; 5.040 ; 135.148.910 ; 14.578 ; 277.412.752 ;
75;61.186.680;BANCO BMG S.A.; 9 ; 17.138.411 ; 9 ; 7.476.660 ; 34 ; 1.834.840 ; 132 ; 8.084.442 ; 184 ; 34.534.354 ; 8 ; 145.368.460 ; 8 ; 93.439.702 ; 16 ; 238.808.162 ; 200 ; 273.342.516 ;
76;60.889.128;BANCO SOFISA S.A.; 442 ; 104.865.401 ; 212 ; 14.424.430 ; 43 ; 8.370.443 ; 242 ; 8.503.895 ; 939 ; 136.164.169 ; 10 ; 4.401.968 ; 39 ; 104.916.395 ; 49 ; 109.318.364 ; 988 ; 245.482.532 ;
77;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 116 ; 2.361.899 ; 2.262 ; 78.555.665 ; 805 ; 14.998.315 ; 1.991 ; 30.064.473 ; 5.174 ; 125.980.352 ; 3.025 ; 102.095.149 ; 504 ; 10.840.440 ; 3.529 ; 112.935.589 ; 8.703 ; 238.915.941 ;
78;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 4 ; 5.286.630 ; 26 ; 10.674.140 ; 41 ; 41.941.428 ; 202 ; 49.418.149 ; 273 ; 107.320.347 ; 13 ; 52.703.015 ; 13 ; 76.184.845 ; 26 ; 128.887.860 ; 299 ; 236.208.207 ;
79;36.588.217;TRANSFERWISE BRASIL CORRETORA DE CÂMBIO LTDA.;;;;; 185 ; 145.760 ; 69.268 ; 62.231.880 ; 69.453 ; 62.377.640 ; 1.254 ; 114.151.590 ; 1.215 ; 52.065.267 ; 2.469 ; 166.216.857 ; 71.922 ; 228.594.497 ;
80;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 57 ; 12.426.877 ; 78 ; 13.745.869 ; 50 ; 6.445.327 ; 92 ; 52.130.869 ; 277 ; 84.748.942 ; 39 ; 77.007.033 ; 40 ; 29.858.975 ; 79 ; 106.866.007 ; 356 ; 191.614.949 ;
81;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 370 ; 32.528.156 ; 1.552 ; 47.258.451 ; 1.792 ; 13.230.923 ; 2.402 ; 14.278.662 ; 6.116 ; 107.296.193 ; 1.342 ; 40.909.226 ; 563 ; 25.119.028 ; 1.905 ; 66.028.254 ; 8.021 ; 173.324.447 ;
82;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 208 ; 5.438.586 ; 941 ; 13.829.604 ; 4.805 ; 42.097.387 ; 7.256 ; 50.885.094 ; 13.210 ; 112.250.671 ; 1.322 ; 34.543.477 ; 351 ; 17.498.645 ; 1.673 ; 52.042.122 ; 14.883 ; 164.292.793 ;
83;00.416.968;BANCO INTER S.A.; 40 ; 341.742 ; 31 ; 547.245 ; 20.533 ; 63.535.325 ; 2.890 ; 75.477.914 ; 23.494 ; 139.902.226 ; 276 ; 17.207.571 ; 265 ; 5.900.742 ; 541 ; 23.108.313 ; 24.035 ; 163.010.540 ;
84;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 206 ; 3.486.363 ; 1.305 ; 31.282.880 ; 24.742 ; 30.087.777 ; 7.613 ; 19.835.404 ; 33.866 ; 84.692.423 ; 2.212 ; 47.379.547 ; 859 ; 29.821.378 ; 3.071 ; 77.200.925 ; 36.937 ; 161.893.348 ;
85;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 7 ; 25.000.000 ; 12 ; 3.072.782 ; 20 ; 37.687.049 ; 83 ; 39.604.609 ; 122 ; 105.364.440 ; 26 ; 22.256.382 ; 28 ; 32.442.648 ; 54 ; 54.699.031 ; 176 ; 160.063.471 ;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 105 ; 4.466.623 ; 2.084 ; 53.566.819 ; 599 ; 11.772.513 ; 1.608 ; 17.180.812 ; 4.396 ; 86.986.766 ; 1.478 ; 58.361.108 ; 138 ; 3.816.366 ; 1.616 ; 62.177.474 ; 6.012 ; 149.164.240 ;
87;61.024.352;BANCO INDUSVAL S.A.; 118 ; 25.859.442 ; 344 ; 23.736.034 ; 105 ; 7.877.703 ; 771 ; 26.044.412 ; 1.338 ; 83.517.591 ; 112 ; 27.386.023 ; 11 ; 4.560.256 ; 123 ; 31.946.279 ; 1.461 ; 115.463.870 ;
88;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 2.670 ; 28.746.546 ; 7.631 ; 45.610.148 ; 10.301 ; 74.356.694 ; 2.121 ; 27.903.048 ; 3.147 ; 11.776.653 ; 5.268 ; 39.679.700 ; 15.569 ; 114.036.394 ;
89;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 101.184 ; 69 ; 1.319.717 ; 1.164 ; 6.296.889 ; 1.353 ; 9.065.369 ; 2.589 ; 16.783.158 ; 1.404 ; 48.768.046 ; 316 ; 44.808.032 ; 1.720 ; 93.576.077 ; 4.309 ; 110.359.236 ;
90;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 2 ; 13.681 ; 170 ; 1.454.295 ; 212 ; 993.033 ; 384 ; 2.461.009 ; 81 ; 49.323.759 ; 69 ; 49.757.601 ; 150 ; 99.081.359 ; 534 ; 101.542.368 ;
91;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 329 ; 35.980.901 ; 317 ; 8.790.415 ; 167 ; 7.956.681 ; 130 ; 24.586.197 ; 943 ; 77.314.193 ; 2 ; 1.059.530 ; 9 ; 12.485.960 ; 11 ; 13.545.490 ; 954 ; 90.859.683 ;
92;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 26 ; 1.813.513 ; 51 ; 852.314 ; 6 ; 1.451.944 ; 67 ; 38.015.845 ; 150 ; 42.133.616 ; 10 ; 29.250.000 ; 3 ; 5.000.000 ; 13 ; 34.250.000 ; 163 ; 76.383.616 ;
93;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 34 ; 953.463 ; 561 ; 27.329.679 ; 309 ; 4.327.497 ; 508 ; 5.608.400 ; 1.412 ; 38.219.038 ; 855 ; 32.408.819 ; 259 ; 4.743.674 ; 1.114 ; 37.152.492 ; 2.526 ; 75.371.530 ;
94;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 8 ; 124.111 ; 370 ; 20.968.578 ; 529 ; 1.023.579 ; 681 ; 5.631.939 ; 1.588 ; 27.748.206 ; 712 ; 36.081.958 ; 159 ; 10.664.063 ; 871 ; 46.746.021 ; 2.459 ; 74.494.227 ;
95;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 15 ; 319.348 ; 868 ; 32.936.544 ; 68 ; 896.042 ; 182 ; 1.144.924 ; 1.133 ; 35.296.858 ; 627 ; 34.134.833 ; 78 ; 1.268.706 ; 705 ; 35.403.540 ; 1.838 ; 70.700.398 ;
96;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 14 ; 436.484 ; 265 ; 4.085.596 ; 377 ; 7.728.717 ; 1.974 ; 12.714.651 ; 2.630 ; 24.965.448 ; 1.751 ; 20.077.155 ; 220 ; 11.038.832 ; 1.971 ; 31.115.986 ; 4.601 ; 56.081.434 ;
97;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 27 ; 344.525 ; 592 ; 18.871.783 ; 320 ; 3.896.732 ; 806 ; 5.558.457 ; 1.745 ; 28.671.497 ; 347 ; 23.478.218 ; 100 ; 3.289.409 ; 447 ; 26.767.627 ; 2.192 ; 55.439.124 ;
98;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 38 ; 1.241.383 ; 580 ; 18.745.015 ; 174 ; 1.782.643 ; 209 ; 3.669.308 ; 1.001 ; 25.438.349 ; 599 ; 22.451.008 ; 186 ; 3.060.825 ; 785 ; 25.511.833 ; 1.786 ; 50.950.182 ;
99;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 9 ; 270.145 ; 295 ; 7.935.577 ; 955 ; 3.767.487 ; 1.712 ; 8.046.400 ; 2.971 ; 20.019.609 ; 1.346 ; 20.512.852 ; 490 ; 8.688.977 ; 1.836 ; 29.201.830 ; 4.807 ; 49.221.438 ;
100;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 226 ; 9.521.819 ; 9 ; 624.822 ; 92 ; 13.791.487 ; 116 ; 1.454.242 ; 443 ; 25.392.370 ; 9 ; 1.032.073 ; 85 ; 22.220.174 ; 94 ; 23.252.246 ; 537 ; 48.644.616 ;
101;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;; 2 ; 28.500 ; 2.519 ; 766.945 ; 1.171 ; 717.823 ; 3.692 ; 1.513.268 ; 182 ; 22.093.053 ; 172 ; 22.119.663 ; 354 ; 44.212.715 ; 4.046 ; 45.725.983 ;
102;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 62 ; 1.070.753 ; 277 ; 5.061.772 ; 857 ; 3.991.780 ; 2.252 ; 12.110.040 ; 3.448 ; 22.234.345 ; 1.644 ; 15.562.489 ; 225 ; 3.456.848 ; 1.869 ; 19.019.337 ; 5.317 ; 41.253.683 ;
103;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 59 ; 741.901 ; 365 ; 9.892.671 ; 900 ; 5.650.679 ; 1.096 ; 5.530.644 ; 2.420 ; 21.815.895 ; 883 ; 13.857.667 ; 418 ; 4.945.618 ; 1.301 ; 18.803.285 ; 3.721 ; 40.619.180 ;
104;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 59 ; 3.887.002 ; 162 ; 3.318.399 ; 185 ; 5.955.612 ; 622 ; 4.273.757 ; 1.028 ; 17.434.769 ; 565 ; 6.893.818 ; 314 ; 9.143.370 ; 879 ; 16.037.188 ; 1.907 ; 33.471.958 ;
105;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 44 ; 1.399.965 ; 127 ; 3.314.844 ; 306 ; 6.618.535 ; 343 ; 7.371.526 ; 820 ; 18.704.869 ; 307 ; 7.933.479 ; 166 ; 5.270.157 ; 473 ; 13.203.636 ; 1.293 ; 31.908.505 ;
106;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 7 ; 2.446.225 ; 137 ; 1.010.991 ; 338 ; 12.605.065 ; 482 ; 16.062.282 ; 14 ; 14.423.619 ; 8 ; 713.281 ; 22 ; 15.136.901 ; 504 ; 31.199.182 ;
107;00.795.423;BANCO SEMEAR S.A.;;; 119 ; 4.824.787 ; 28 ; 3.462.173 ; 46 ; 5.915.785 ; 193 ; 14.202.744 ; 116 ; 10.859.020 ; 32 ; 4.474.199 ; 148 ; 15.333.219 ; 341 ; 29.535.963 ;
108;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 8 ; 246.067 ; 316 ; 7.404.996 ; 353 ; 1.571.647 ; 248 ; 1.552.780 ; 925 ; 10.775.490 ; 456 ; 11.829.827 ; 178 ; 4.702.540 ; 634 ; 16.532.368 ; 1.559 ; 27.307.857 ;
109;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 8 ; 215.395 ; 192 ; 7.982.504 ; 73 ; 1.720.934 ; 128 ; 3.041.047 ; 401 ; 12.959.879 ; 193 ; 10.639.141 ; 61 ; 1.551.909 ; 254 ; 12.191.050 ; 655 ; 25.150.928 ;
110;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 5 ; 39.382 ; 156 ; 4.333.644 ; 152 ; 1.065.231 ; 439 ; 6.636.909 ; 752 ; 12.075.167 ; 388 ; 10.788.089 ; 50 ; 923.144 ; 438 ; 11.711.233 ; 1.190 ; 23.786.400 ;
111;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.;;;;; 641 ; 4.326.779 ; 692 ; 5.677.836 ; 1.333 ; 10.004.615 ; 266 ; 6.876.809 ; 105 ; 5.527.160 ; 371 ; 12.403.968 ; 1.704 ; 22.408.584 ;
112;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 4 ; 86.143 ; 2 ; 17.947 ; 373 ; 1.122.100 ; 743 ; 3.034.411 ; 1.122 ; 4.260.601 ; 639 ; 9.685.920 ; 253 ; 7.854.704 ; 892 ; 17.540.623 ; 2.014 ; 21.801.224 ;
113;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 58 ; 352.203 ; 108 ; 1.823.532 ; 895 ; 9.288.205 ; 505 ; 2.425.222 ; 1.566 ; 13.889.162 ; 76 ; 1.103.593 ; 185 ; 6.497.321 ; 261 ; 7.600.914 ; 1.827 ; 21.490.076 ;
114;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 12 ; 460.432 ; 214 ; 5.774.432 ; 225 ; 1.427.820 ; 663 ; 3.554.122 ; 1.114 ; 11.216.806 ; 455 ; 8.741.410 ; 30 ; 1.338.078 ; 485 ; 10.079.487 ; 1.599 ; 21.296.294 ;
115;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 60 ; 2.002.086 ; 118 ; 2.850.530 ; 746 ; 2.895.298 ; 870 ; 3.762.965 ; 1.794 ; 11.510.879 ; 387 ; 4.613.136 ; 138 ; 3.233.666 ; 525 ; 7.846.801 ; 2.319 ; 19.357.680 ;
116;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 10 ; 123.738 ; 68 ; 1.655.682 ; 875 ; 4.011.845 ; 961 ; 3.076.452 ; 1.914 ; 8.867.718 ; 294 ; 5.294.528 ; 135 ; 4.684.186 ; 429 ; 9.978.713 ; 2.343 ; 18.846.431 ;
117;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 33 ; 946.039 ; 84 ; 1.969.732 ; 390 ; 3.991.863 ; 685 ; 4.463.491 ; 1.192 ; 11.371.125 ; 285 ; 4.480.064 ; 122 ; 2.986.721 ; 407 ; 7.466.785 ; 1.599 ; 18.837.910 ;
118;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 23 ; 212.975 ; 137 ; 1.949.188 ; 409 ; 3.375.365 ; 660 ; 4.069.827 ; 1.229 ; 9.607.355 ; 463 ; 5.706.485 ; 175 ; 3.254.681 ; 638 ; 8.961.166 ; 1.867 ; 18.568.521 ;
119;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 186 ; 5.085.249 ; 68 ; 2.992.374 ; 75 ; 2.238.885 ; 29 ; 485.512 ; 358 ; 10.802.020 ; 5 ; 2.091.789 ; 25 ; 5.504.417 ; 30 ; 7.596.207 ; 388 ; 18.398.227 ;
120;04.902.979;BANCO DA AMAZONIA S.A.; 143 ; 4.887.695 ; 50 ; 2.747.109 ; 47 ; 1.803.433 ; 134 ; 756.163 ; 374 ; 10.194.399 ; 16 ; 2.277.504 ; 54 ; 5.471.859 ; 70 ; 7.749.364 ; 444 ; 17.943.763 ;
121;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 17 ; 198.357 ; 117 ; 1.745.906 ; 289 ; 3.636.798 ; 525 ; 3.260.085 ; 948 ; 8.841.146 ; 569 ; 4.661.205 ; 159 ; 3.455.249 ; 728 ; 8.116.454 ; 1.676 ; 16.957.601 ;
122;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 200 ; 5.453.602 ; 44 ; 593.891 ; 42 ; 884.541 ; 97 ; 859.605 ; 383 ; 7.791.638 ; 129 ; 1.444.352 ; 222 ; 6.324.782 ; 351 ; 7.769.134 ; 734 ; 15.560.772 ;
123;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 37 ; 222.955 ; 236 ; 2.609.960 ; 596 ; 1.527.007 ; 847 ; 3.719.755 ; 1.716 ; 8.079.677 ; 486 ; 5.378.141 ; 167 ; 807.826 ; 653 ; 6.185.968 ; 2.369 ; 14.265.644 ;
124;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 50 ; 795.417 ; 835 ; 4.887.539 ; 957 ; 4.944.896 ; 1.842 ; 10.627.853 ; 371 ; 1.525.166 ; 57 ; 788.090 ; 428 ; 2.313.256 ; 2.270 ; 12.941.109 ;
125;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 4 ; 4.204 ; 4 ; 4.204 ; 3 ; 6.460.000 ; 2 ; 5.463.440 ; 5 ; 11.923.440 ; 9 ; 11.927.644 ;
126;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 14 ; 254.543 ; 155 ; 2.999.952 ; 96 ; 786.090 ; 181 ; 1.373.747 ; 446 ; 5.414.331 ; 300 ; 4.361.535 ; 89 ; 1.029.584 ; 389 ; 5.391.119 ; 835 ; 10.805.451 ;
127;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 27.835 ; 41 ; 1.454.724 ; 60 ; 923.973 ; 344 ; 1.962.174 ; 446 ; 4.368.705 ; 384 ; 3.903.402 ; 63 ; 1.438.352 ; 447 ; 5.341.755 ; 893 ; 9.710.460 ;
128;33.042.151;BANCO DE LA NACION ARGENTINA; 11 ; 3.444.020 ; 2 ; 62.685 ; 1.571 ; 1.030.291 ; 50 ; 711.448 ; 1.634 ; 5.248.444 ; 2 ; 52.609 ; 23 ; 4.402.730 ; 25 ; 4.455.339 ; 1.659 ; 9.703.783 ;
129;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 673 ; 2.257.717 ; 667 ; 2.972.469 ; 1.340 ; 5.230.186 ; 181 ; 1.982.941 ; 255 ; 1.828.653 ; 436 ; 3.811.595 ; 1.776 ; 9.041.780 ;
130;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 64 ; 1.833.631 ; 12 ; 153.075 ; 46 ; 2.411.470 ; 122 ; 4.398.176 ; 97 ; 4.235.677 ; 12 ; 153.075 ; 109 ; 4.388.752 ; 231 ; 8.786.928 ;
131;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 2 ; 10.557 ; 2 ; 12.287 ; 57 ; 1.895.822 ; 48 ; 1.838.264 ; 109 ; 3.756.930 ; 49 ; 2.050.911 ; 60 ; 2.106.740 ; 109 ; 4.157.650 ; 218 ; 7.914.581 ;
132;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 5 ; 23.061 ; 73 ; 754.744 ; 581 ; 3.018.085 ; 659 ; 3.795.890 ; 549 ; 2.795.295 ; 24 ; 517.527 ; 573 ; 3.312.823 ; 1.232 ; 7.108.712 ;
133;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 1 ; 171 ; 5 ; 38.754 ; 359 ; 746.879 ; 749 ; 2.904.131 ; 1.114 ; 3.689.935 ; 345 ; 2.359.292 ; 15 ; 196.005 ; 360 ; 2.555.297 ; 1.474 ; 6.245.232 ;
134;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 280.000 ; 6 ; 139.586 ; 778 ; 766.346 ; 1.411 ; 1.760.668 ; 2.196 ; 2.946.601 ; 220 ; 1.566.589 ; 28 ; 792.035 ; 248 ; 2.358.624 ; 2.444 ; 5.305.224 ;
135;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 19 ; 363.643 ; 8 ; 129.459 ; 229 ; 949.650 ; 242 ; 1.236.009 ; 498 ; 2.678.761 ; 94 ; 1.108.493 ; 63 ; 1.090.235 ; 157 ; 2.198.728 ; 655 ; 4.877.488 ;
136;59.285.411;BANCO PAN S.A.;;;;; 22 ; 260.995 ; 81 ; 2.397.721 ; 103 ; 2.658.716 ; 14 ; 1.970.000 ;;; 14 ; 1.970.000 ; 117 ; 4.628.716 ;
137;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 98.290 ; 361 ; 1.500.465 ; 409 ; 1.042.382 ; 771 ; 2.641.137 ; 155 ; 789.682 ; 142 ; 1.152.948 ; 297 ; 1.942.630 ; 1.068 ; 4.583.767 ;
138;61.033.106;BANCO CREFISA S.A.;;;;; 16 ; 304.944 ; 28 ; 1.992.305 ; 44 ; 2.297.249 ; 2 ; 1.690.000 ;;; 2 ; 1.690.000 ; 46 ; 3.987.249 ;
139;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 32 ; 1.397.931 ; 7 ; 355.373 ; 18 ; 157.182 ; 57 ; 1.910.486 ; 29 ; 1.555.113 ; 7 ; 355.384 ; 36 ; 1.910.497 ; 93 ; 3.820.983 ;
140;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 745 ; 796.386 ; 577 ; 1.658.448 ; 1.322 ; 2.454.834 ; 148 ; 804.030 ; 16 ; 73.007 ; 164 ; 877.037 ; 1.486 ; 3.331.871 ;
141;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 3 ; 21.782 ; 138 ; 618.144 ; 182 ; 860.101 ; 323 ; 1.500.026 ; 113 ; 849.428 ; 67 ; 586.353 ; 180 ; 1.435.781 ; 503 ; 2.935.807 ;
142;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 178 ; 1.267.818 ; 1 ; 1.978 ; 179 ; 1.269.795 ; 2 ; 28.261 ; 158 ; 1.297.101 ; 160 ; 1.325.362 ; 339 ; 2.595.157 ;
143;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 317 ; 729.880 ; 344 ; 975.172 ; 661 ; 1.705.052 ; 68 ; 245.442 ; 7 ; 22.874 ; 75 ; 268.316 ; 736 ; 1.973.367 ;
144;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 726 ; 397.886 ; 706 ; 964.035 ; 1.432 ; 1.361.921 ; 34 ; 574.518 ; 2 ; 19.792 ; 36 ; 594.310 ; 1.468 ; 1.956.231 ;
145;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 362 ; 704.083 ; 286 ; 428.594 ; 648 ; 1.132.678 ; 2 ; 12.000 ; 34 ; 290.033 ; 36 ; 302.033 ; 684 ; 1.434.710 ;
146;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 200 ; 311.845 ; 202 ; 468.179 ; 402 ; 780.024 ; 46 ; 371.861 ; 6 ; 204.572 ; 52 ; 576.433 ; 454 ; 1.356.457 ;
147;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 20 ; 76.368 ; 94 ; 444.290 ; 114 ; 520.658 ; 56 ; 481.905 ; 11 ; 129.770 ; 67 ; 611.674 ; 181 ; 1.132.332 ;
148;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 59 ; 96.964 ; 196 ; 502.486 ; 255 ; 599.450 ; 135 ; 453.013 ; 8 ; 36.456 ; 143 ; 489.468 ; 398 ; 1.088.918 ;
