Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Julho/2024;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.;SANTANDER - PRUDENCIAL; 46.903 ; 19.007.117.270 ; 140.091 ; 16.617.604.006 ; 195.248 ; 30.321.633.213 ; 367.356 ; 25.558.142.516 ; 749.598 ; 91.504.497.005 ; 7.707 ; 145.736.764.189 ; 7.910 ; 146.019.970.307 ; 15.617 ; 291.756.734.496 ; 765.215 ; 383.261.231.501 ;
2;60.701.190;ITAÚ UNIBANCO S.A.;ITAU - PRUDENCIAL; 72.846 ; 31.445.184.695 ; 223.913 ; 25.668.934.553 ; 324.860 ; 35.036.547.119 ; 365.300 ; 38.561.548.490 ; 986.919 ; 130.712.214.857 ; 5.006 ; 113.989.593.421 ; 5.121 ; 116.054.277.481 ; 10.127 ; 230.043.870.902 ; 997.046 ; 360.756.085.759 ;
3;33.172.537;BANCO J.P. MORGAN S.A.;JP MORGAN CHASE - PRUDENCIAL; 2.569 ; 5.354.096.208 ; 18.543 ; 4.548.598.953 ; 13.492 ; 42.131.053.847 ; 20.499 ; 50.696.690.838 ; 55.103 ; 102.730.439.846 ; 3.771 ; 80.156.475.409 ; 4.175 ; 71.901.781.530 ; 7.946 ; 152.058.256.939 ; 63.049 ; 254.788.696.785 ;
4;33.479.023;BANCO CITIBANK S.A.;CITIBANK - PRUDENCIAL; 9.708 ; 18.576.510.058 ; 46.165 ; 11.138.428.309 ; 50.006 ; 48.054.702.349 ; 81.636 ; 57.517.421.775 ; 187.515 ; 135.287.062.491 ; 1.558 ; 29.425.968.728 ; 1.654 ; 28.500.480.604 ; 3.212 ; 57.926.449.332 ; 190.727 ; 193.213.511.823 ;
5;00.000.000;BANCO DO BRASIL S.A.;BB - PRUDENCIAL; 67.590 ; 35.929.278.401 ; 150.732 ; 18.148.852.937 ; 295.477 ; 18.714.412.323 ; 299.276 ; 26.114.298.095 ; 813.075 ; 98.906.841.756 ; 2.017 ; 12.496.074.886 ; 2.058 ; 20.241.011.525 ; 4.075 ; 32.737.086.411 ; 817.150 ; 131.643.928.167 ;
6;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;GOLDMAN SACHS - PRUDENCIAL; -   ; -   ; -   ; -   ; 2.594 ; 24.769.660.389 ; 2.430 ; 28.983.507.668 ; 5.024 ; 53.753.168.057 ; 654 ; 37.857.484.110 ; 565 ; 33.767.111.845 ; 1.219 ; 71.624.595.955 ; 6.243 ; 125.377.764.012 ;
7;30.306.294;BANCO BTG PACTUAL S.A.;BTG PACTUAL - PRUDENCIAL; 2.961 ; 7.089.206.589 ; 9.952 ; 1.313.236.841 ; 25.166 ; 10.584.246.487 ; 37.830 ; 11.370.857.148 ; 75.909 ; 30.357.547.065 ; 1.939 ; 44.073.097.162 ; 2.849 ; 48.027.136.883 ; 4.788 ; 92.100.234.045 ; 80.697 ; 122.457.781.110 ;
8;60.746.948;BANCO BRADESCO S.A.;BRADESCO - PRUDENCIAL; 35.037 ; 25.720.141.967 ; 84.527 ; 9.419.701.937 ; 168.737 ; 13.597.043.768 ; 218.053 ; 12.066.278.309 ; 506.354 ; 60.803.165.981 ; 6.102 ; 15.824.627.474 ; 6.482 ; 32.643.576.511 ; 12.584 ; 48.468.203.985 ; 518.938 ; 109.271.369.966 ;
9;60.498.557;BANCO MUFG BRASIL S.A.;BCO MUFG BRASIL S.A. - PRUDENCIAL; 1.084 ; 1.023.371.795 ; 3.599 ; 1.080.111.446 ; 1.646 ; 1.428.186.475 ; 2.450 ; 1.956.845.446 ; 8.779 ; 5.488.515.162 ; 6.074 ; 35.362.283.510 ; 6.228 ; 34.855.844.080 ; 12.302 ; 70.218.127.590 ; 21.081 ; 75.706.642.752 ;
