Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em SETEMBRO / 2020;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
69;61.186.680;BANCO BMG S.A.; 2 ; 4.048.981 ; 1 ; 968.875 ; 6 ; 132.592 ; 33 ; 1.276.955 ; 42 ; 6.427.403 ; 2 ; 30.349.148 ; 3 ; 24.048.981 ; 5 ; 54.398.129 ; 47 ; 60.825.532 ;
70;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 56 ; 10.632.753 ; 57 ; 11.166.920 ; 148 ; 16.952.796 ; 261 ; 38.752.469 ; 63 ; 17.366.413 ; 7 ; 920.000 ; 70 ; 18.286.413 ; 331 ; 57.038.882 ;
71;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 1 ; 1.000.000 ; 2 ; 5.526.330 ; 9 ; 26.333.958 ; 25 ; 19.998.330 ; 37 ; 52.858.618 ;;; 3 ; 1.766.000 ; 3 ; 1.766.000 ; 40 ; 54.624.618 ;
72;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 27 ; 381.815 ; 644 ; 19.793.983 ; 228 ; 2.480.260 ; 542 ; 5.503.941 ; 1.441 ; 28.159.999 ; 835 ; 24.332.851 ; 133 ; 1.896.530 ; 968 ; 26.229.381 ; 2.409 ; 54.389.381 ;
73;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 51 ; 1.354.723 ; 662 ; 14.122.972 ; 307 ; 5.008.553 ; 750 ; 8.462.932 ; 1.770 ; 28.949.180 ; 719 ; 20.236.415 ; 84 ; 4.070.581 ; 803 ; 24.306.996 ; 2.573 ; 53.256.176 ;
74;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 36 ; 1.046.935 ; 772 ; 18.370.704 ; 179 ; 2.472.950 ; 535 ; 5.434.676 ; 1.522 ; 27.325.265 ; 512 ; 21.904.289 ; 38 ; 1.615.716 ; 550 ; 23.520.005 ; 2.072 ; 50.845.270 ;
75;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 90 ; 7.019.090 ; 483 ; 13.403.752 ; 418 ; 2.666.296 ; 784 ; 4.718.839 ; 1.775 ; 27.807.977 ; 453 ; 14.463.711 ; 111 ; 6.046.147 ; 564 ; 20.509.858 ; 2.339 ; 48.317.835 ;
76;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 38 ; 1.835.142 ; 307 ; 4.303.803 ; 1.192 ; 9.810.560 ; 1.782 ; 12.641.323 ; 3.319 ; 28.590.829 ; 384 ; 10.202.327 ; 82 ; 4.940.561 ; 466 ; 15.142.888 ; 3.785 ; 43.733.717 ;
77;60.889.128;BANCO SOFISA S.A.; 91 ; 18.372.521 ; 67 ; 4.532.229 ; 10 ; 220.728 ; 55 ; 830.523 ; 223 ; 23.956.001 ; 5 ; 430.643 ; 12 ; 15.433.866 ; 17 ; 15.864.510 ; 240 ; 39.820.510 ;
78;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 5 ; 5.348.646 ; 5 ; 2.600.438 ; 4 ; 404.475 ; 49 ; 1.131.769 ; 63 ; 9.485.328 ; 9 ; 3.925.647 ; 10 ; 23.917.877 ; 19 ; 27.843.524 ; 82 ; 37.328.852 ;
79;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 56 ; 2.452.179 ; 2 ; 74.761 ; 27 ; 14.112.324 ; 39 ; 381.670 ; 124 ; 17.020.933 ; 7 ; 283.067 ; 26 ; 16.369.153 ; 33 ; 16.652.220 ; 157 ; 33.673.153 ;
80;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 18 ; 6.463.182 ; 65 ; 5.117.911 ; 7 ; 1.840.016 ; 26 ; 3.077.665 ; 116 ; 16.498.774 ; 15 ; 7.205.329 ; 15 ; 7.212.599 ; 30 ; 14.417.928 ; 146 ; 30.916.702 ;
81;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 123 ; 3.743.530 ; 485 ; 10.588.133 ; 608 ; 14.331.663 ; 463 ; 10.688.314 ; 125 ; 3.803.226 ; 588 ; 14.491.540 ; 1.196 ; 28.823.202 ;
82;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 2 ; 65.475 ; 9 ; 42.494 ; 321 ; 1.531.211 ; 402 ; 2.237.540 ; 734 ; 3.876.720 ; 310 ; 12.470.270 ; 83 ; 11.732.361 ; 393 ; 24.202.631 ; 1.127 ; 28.079.351 ;
83;00.416.968;BANCO INTER S.A.; 13 ; 136.832 ; 13 ; 195.731 ; 3.747 ; 4.666.512 ; 713 ; 11.493.794 ; 4.486 ; 16.492.869 ; 119 ; 9.101.033 ; 129 ; 2.319.170 ; 248 ; 11.420.203 ; 4.734 ; 27.913.072 ;
84;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 46 ; 841.836 ; 396 ; 8.295.089 ; 523 ; 1.931.507 ; 1.088 ; 3.111.527 ; 2.053 ; 14.179.960 ; 631 ; 11.167.280 ; 151 ; 2.537.648 ; 782 ; 13.704.928 ; 2.835 ; 27.884.888 ;
85;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 671 ; 6.621.120 ; 1.944 ; 11.522.508 ; 2.615 ; 18.143.629 ; 653 ; 7.296.452 ; 343 ; 1.565.555 ; 996 ; 8.862.007 ; 3.611 ; 27.005.635 ;
86;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 7 ; 128.412 ; 97 ; 1.329.800 ; 51 ; 1.418.011 ; 311 ; 3.036.557 ; 466 ; 5.912.780 ; 401 ; 11.591.810 ; 88 ; 8.720.472 ; 489 ; 20.312.282 ; 955 ; 26.225.062 ;
87;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 4 ; 4.312.910 ; 23 ; 1.588.961 ; 39 ; 3.535.821 ; 85 ; 5.310.780 ; 151 ; 14.748.472 ; 32 ; 5.181.612 ; 8 ; 6.123.812 ; 40 ; 11.305.425 ; 191 ; 26.053.897 ;
88;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 66.418 ; 50 ; 1.226.572 ; 187 ; 787.768 ; 452 ; 10.332.524 ; 692 ; 12.413.282 ; 346 ; 11.261.349 ; 20 ; 524.559 ; 366 ; 11.785.908 ; 1.058 ; 24.199.190 ;
89;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 290 ; 7.397.000 ; 118 ; 6.133.523 ; 51 ; 2.316.988 ; 53 ; 366.052 ; 512 ; 16.213.563 ; 7 ; 1.290.292 ; 25 ; 4.491.600 ; 32 ; 5.781.892 ; 544 ; 21.995.455 ;
90;61.024.352;BANCO INDUSVAL S.A.; 71 ; 9.809.233 ; 45 ; 1.649.708 ; 13 ; 310.629 ; 76 ; 2.582.820 ; 205 ; 14.352.390 ; 10 ; 1.636.632 ; 6 ; 5.750.000 ; 16 ; 7.386.632 ; 221 ; 21.739.022 ;
91;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 155 ; 6.297.420 ; 101 ; 116.720 ; 155 ; 581.465 ; 411 ; 6.995.606 ; 215 ; 10.685.869 ; 46 ; 3.922.564 ; 261 ; 14.608.433 ; 672 ; 21.604.039 ;
92;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 11 ; 245.228 ; 150 ; 7.645.295 ; 56 ; 886.741 ; 164 ; 1.653.412 ; 381 ; 10.430.676 ; 239 ; 9.446.981 ; 54 ; 1.293.994 ; 293 ; 10.740.975 ; 674 ; 21.171.651 ;
93;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 7.766 ; 99 ; 2.618.444 ; 301 ; 853.459 ; 548 ; 4.535.520 ; 949 ; 8.015.189 ; 418 ; 8.261.581 ; 86 ; 1.986.421 ; 504 ; 10.248.001 ; 1.453 ; 18.263.190 ;
94;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 1 ; 1.399.907 ; 53 ; 7.064.605 ; 1 ; 63.396 ; 90 ; 1.671.818 ; 145 ; 10.199.726 ; 3 ; 7.000.000 ;;; 3 ; 7.000.000 ; 148 ; 17.199.726 ;
95;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 16 ; 263.077 ; 156 ; 3.660.065 ; 171 ; 1.619.053 ; 374 ; 2.933.874 ; 717 ; 8.476.069 ; 355 ; 6.223.114 ; 96 ; 1.509.363 ; 451 ; 7.732.477 ; 1.168 ; 16.208.546 ;
96;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 33 ; 496.600 ; 116 ; 3.211.296 ; 222 ; 1.932.619 ; 611 ; 3.220.253 ; 982 ; 8.860.769 ; 478 ; 5.563.767 ; 71 ; 1.571.467 ; 549 ; 7.135.234 ; 1.531 ; 15.996.003 ;
97;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 676 ; 291.578 ; 240 ; 131.319 ; 916 ; 422.898 ; 59 ; 7.578.124 ; 54 ; 7.751.022 ; 113 ; 15.329.146 ; 1.029 ; 15.752.044 ;
98;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 7 ; 452.357 ; 236 ; 6.721.702 ; 10 ; 202.251 ; 51 ; 318.586 ; 304 ; 7.694.896 ; 156 ; 7.013.187 ; 19 ; 616.238 ; 175 ; 7.629.425 ; 479 ; 15.324.321 ;
99;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 5 ; 56.995 ; 177 ; 4.141.695 ; 63 ; 1.142.305 ; 164 ; 1.921.923 ; 409 ; 7.262.918 ; 94 ; 6.313.680 ; 26 ; 1.447.616 ; 120 ; 7.761.296 ; 529 ; 15.024.215 ;
100;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 63 ; 5.312.540 ; 81 ; 1.796.519 ; 24 ; 1.311.373 ; 21 ; 5.520.942 ; 189 ; 13.941.375 ; 2 ; 1.059.090 ;;; 2 ; 1.059.090 ; 191 ; 15.000.465 ;
101;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 8 ; 229.133 ; 50 ; 1.043.176 ; 119 ; 1.471.751 ; 134 ; 3.894.428 ; 311 ; 6.638.488 ; 105 ; 4.972.797 ; 44 ; 1.724.816 ; 149 ; 6.697.613 ; 460 ; 13.336.101 ;
102;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;;; 77 ; 2.021.225 ; 136 ; 923.436 ; 74 ; 1.001.768 ; 287 ; 3.946.429 ; 146 ; 5.021.082 ; 68 ; 2.897.820 ; 214 ; 7.918.902 ; 501 ; 11.865.331 ;
103;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 16 ; 367.474 ; 86 ; 1.746.693 ; 242 ; 1.273.962 ; 315 ; 1.712.683 ; 659 ; 5.100.811 ; 258 ; 3.035.811 ; 122 ; 1.204.986 ; 380 ; 4.240.797 ; 1.039 ; 9.341.608 ;
104;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 10.163 ; 67 ; 1.707.619 ; 110 ; 459.113 ; 236 ; 1.969.843 ; 414 ; 4.146.738 ; 161 ; 3.585.041 ; 24 ; 381.029 ; 185 ; 3.966.069 ; 599 ; 8.112.808 ;
105;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 5 ; 139.741 ; 133 ; 569.946 ; 221 ; 985.175 ; 359 ; 1.694.862 ; 227 ; 3.310.896 ; 76 ; 2.756.863 ; 303 ; 6.067.760 ; 662 ; 7.762.621 ;
106;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 9 ; 114.158 ; 52 ; 887.779 ; 78 ; 2.373.359 ; 151 ; 1.579.575 ; 290 ; 4.954.870 ; 133 ; 1.333.105 ; 40 ; 1.352.796 ; 173 ; 2.685.901 ; 463 ; 7.640.771 ;
107;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;;; 44 ; 6.055 ; 51 ; 103.629 ; 95 ; 109.685 ; 27 ; 3.645.137 ; 26 ; 3.605.139 ; 53 ; 7.250.276 ; 148 ; 7.359.961 ;
108;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 5 ; 24.651 ; 110 ; 2.793.381 ; 32 ; 188.399 ; 32 ; 214.177 ; 179 ; 3.220.607 ; 109 ; 3.181.299 ; 33 ; 401.681 ; 142 ; 3.582.980 ; 321 ; 6.803.588 ;
109;04.902.979;BANCO DA AMAZONIA S.A.; 30 ; 2.180.351 ; 26 ; 1.302.962 ; 10 ; 263.883 ; 41 ; 398.594 ; 107 ; 4.145.790 ; 6 ; 729.165 ; 7 ; 1.530.000 ; 13 ; 2.259.165 ; 120 ; 6.404.955 ;
110;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 16 ; 716.150 ; 55 ; 780.789 ; 44 ; 618.176 ; 170 ; 948.457 ; 285 ; 3.063.572 ; 179 ; 1.805.078 ; 100 ; 1.421.168 ; 279 ; 3.226.246 ; 564 ; 6.289.818 ;
111;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 3 ; 12.093 ; 36 ; 317.543 ; 87 ; 2.824.509 ; 126 ; 3.154.145 ; 1 ; 2.600.000 ; 1 ; 80.000 ; 2 ; 2.680.000 ; 128 ; 5.834.145 ;
112;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 15 ; 102.454 ; 30 ; 448.682 ; 222 ; 2.144.641 ; 163 ; 888.112 ; 430 ; 3.583.889 ; 30 ; 445.109 ; 37 ; 1.351.209 ; 67 ; 1.796.319 ; 497 ; 5.380.207 ;
113;00.795.423;BANCO SEMEAR S.A.;;; 39 ; 1.652.716 ; 1 ; 407.119 ; 3 ; 423.389 ; 43 ; 2.483.225 ; 31 ; 2.122.401 ; 4 ; 452.435 ; 35 ; 2.574.837 ; 78 ; 5.058.061 ;
114;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 114 ; 662.526 ; 130 ; 1.050.633 ; 244 ; 1.713.159 ; 54 ; 1.554.819 ; 24 ; 1.165.071 ; 78 ; 2.719.889 ; 322 ; 4.433.048 ;
115;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 31 ; 512.457 ; 80 ; 790.207 ; 131 ; 936.213 ; 242 ; 2.238.877 ; 146 ; 1.396.334 ; 28 ; 715.077 ; 174 ; 2.111.411 ; 416 ; 4.350.288 ;
116;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 4 ; 73.022 ; 70 ; 1.392.714 ; 17 ; 459.461 ; 37 ; 500.208 ; 128 ; 2.425.405 ; 56 ; 1.556.960 ; 10 ; 196.722 ; 66 ; 1.753.682 ; 194 ; 4.179.087 ;
117;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 24 ; 61.218 ; 69 ; 744.355 ; 153 ; 353.141 ; 237 ; 1.071.978 ; 483 ; 2.230.692 ; 151 ; 1.555.462 ; 31 ; 143.859 ; 182 ; 1.699.321 ; 665 ; 3.930.014 ;
118;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 4.414 ; 32 ; 841.256 ; 75 ; 239.777 ; 192 ; 853.684 ; 300 ; 1.939.131 ; 139 ; 1.594.076 ; 6 ; 134.976 ; 145 ; 1.729.051 ; 445 ; 3.668.182 ;
119;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 243 ; 831.605 ; 280 ; 1.403.884 ; 523 ; 2.235.489 ; 102 ; 704.162 ; 45 ; 581.931 ; 147 ; 1.286.092 ; 670 ; 3.521.581 ;
120;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 38 ; 1.122.571 ; 8 ; 125.436 ; 7 ; 110.220 ; 16 ; 286.405 ; 69 ; 1.644.632 ; 22 ; 411.741 ; 44 ; 1.232.792 ; 66 ; 1.644.532 ; 135 ; 3.289.164 ;
121;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 3 ; 19.308 ; 27 ; 329.792 ; 274 ; 694.381 ; 213 ; 485.857 ; 517 ; 1.529.337 ; 61 ; 625.610 ; 56 ; 545.388 ; 117 ; 1.170.997 ; 634 ; 2.700.334 ;
122;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 2 ; 9.945 ; 9 ; 130.843 ; 202 ; 1.026.661 ; 210 ; 909.849 ; 423 ; 2.077.298 ; 77 ; 219.072 ; 5 ; 29.659 ; 82 ; 248.730 ; 505 ; 2.326.028 ;
123;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 102.028 ; 17 ; 286.885 ; 31 ; 234.493 ; 66 ; 536.710 ; 118 ; 1.160.115 ; 74 ; 755.928 ; 24 ; 267.730 ; 98 ; 1.023.658 ; 216 ; 2.183.774 ;
124;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 1 ; 3.868 ; 111 ; 371.377 ; 209 ; 849.913 ; 321 ; 1.225.158 ; 138 ; 673.840 ; 3 ; 160.305 ; 141 ; 834.145 ; 462 ; 2.059.303 ;
125;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 6 ; 212.545 ; 21 ; 439.423 ; 78 ; 412.511 ; 105 ; 1.064.480 ; 81 ; 549.056 ; 19 ; 363.423 ; 100 ; 912.480 ; 205 ; 1.976.959 ;
126;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 2.137 ; 5 ; 285.563 ; 211 ; 142.946 ; 366 ; 510.470 ; 583 ; 941.116 ; 57 ; 760.401 ; 10 ; 71.083 ; 67 ; 831.483 ; 650 ; 1.772.599 ;
127;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 50 ; 62.995 ; 80 ; 844.964 ; 130 ; 907.959 ; 107 ; 788.394 ; 3 ; 19.742 ; 110 ; 808.136 ; 240 ; 1.716.095 ;
128;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 19 ; 536.918 ; 5 ; 48.207 ; 12 ; 157.834 ; 36 ; 742.959 ; 29 ; 694.752 ; 2 ; 46.425 ; 31 ; 741.177 ; 67 ; 1.484.136 ;
129;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 21 ; 104.058 ; 146 ; 665.485 ; 167 ; 769.543 ; 131 ; 618.527 ; 2 ; 37.820 ; 133 ; 656.347 ; 300 ; 1.425.890 ;
130;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 137.452 ; 74 ; 196.718 ; 119 ; 358.607 ; 195 ; 692.777 ; 54 ; 421.819 ; 24 ; 110.008 ; 78 ; 531.827 ; 273 ; 1.224.604 ;
131;59.285.411;BANCO PAN S.A.;;;;; 4 ; 43.211 ; 16 ; 399.498 ; 20 ; 442.709 ; 4 ; 450.000 ;;; 4 ; 450.000 ; 24 ; 892.709 ;
132;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 214 ; 379.596 ; 168 ; 368.836 ; 382 ; 748.432 ; 24 ; 37.317 ; 5 ; 83.478 ; 29 ; 120.795 ; 411 ; 869.227 ;
133;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 30.927 ; 29 ; 34.925 ; 67 ; 270.165 ; 98 ; 336.017 ; 37 ; 275.721 ; 9 ; 3.915 ; 46 ; 279.636 ; 144 ; 615.653 ;
134;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 6 ; 56.018 ; 63 ; 132.135 ; 72 ; 201.278 ; 141 ; 389.431 ; 31 ; 158.726 ; 13 ; 47.554 ; 44 ; 206.280 ; 185 ; 595.711 ;
135;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 9 ; 514.573 ; 7 ; 26.800 ; 2 ; 25.034 ; 6 ; 11.844 ; 24 ; 578.251 ;;;;; -   ; -   ; 24 ; 578.251 ;
136;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 95 ; 196.523 ; 102 ; 248.617 ; 197 ; 445.140 ; 16 ; 99.807 ;;; 16 ; 99.807 ; 213 ; 544.947 ;
137;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 175 ; 121.471 ; 189 ; 235.103 ; 364 ; 356.574 ; 9 ; 134.899 ;;; 9 ; 134.899 ; 373 ; 491.473 ;
138;61.033.106;BANCO CREFISA S.A.;;;;; 6 ; 50.698 ; 8 ; 225.043 ; 14 ; 275.741 ; 1 ; 200.000 ;;; 1 ; 200.000 ; 15 ; 475.741 ;
139;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 47 ; 152.657 ; 45 ; 75.036 ; 92 ; 227.693 ; 15 ; 62.027 ; 3 ; 131.000 ; 18 ; 193.027 ; 110 ; 420.720 ;
140;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 59 ; 37.442 ; 71 ; 201.120 ; 130 ; 238.562 ; 14 ; 148.123 ;;; 14 ; 148.123 ; 144 ; 386.685 ;
141;33.042.953;CITIBANK N.A.;;;;; 1 ; 241 ; 11 ; 346.159 ; 12 ; 346.400 ;;;;; -   ; -   ; 12 ; 346.400 ;
142;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 15 ; 28.332 ; 54 ; 155.070 ; 69 ; 183.402 ; 29 ; 140.433 ; 1 ; 2.388 ; 30 ; 142.821 ; 99 ; 326.223 ;
143;33.042.151;BANCO DE LA NACION ARGENTINA;;;;; 420 ; 238.625 ; 6 ; 14.830 ; 426 ; 253.455 ;;;;; -   ; -   ; 426 ; 253.455 ;
144;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 8.136 ; 3 ; 3.720 ; 34 ; 85.778 ; 39 ; 97.634 ; 14 ; 102.807 ; 1 ; 3.381 ; 15 ; 106.188 ; 54 ; 203.822 ;
145;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 50 ; 59.924 ; 50 ; 54.311 ; 100 ; 114.235 ; 5 ; 41.682 ; 1 ; 40.000 ; 6 ; 81.682 ; 106 ; 195.917 ;
146;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 59 ; 71.974 ; 41 ; 64.484 ; 100 ; 136.458 ;;; 17 ; 30.216 ; 17 ; 30.216 ; 117 ; 166.674 ;
147;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 33 ; 32.130 ; 32 ; 42.199 ; 65 ; 74.329 ; 2 ; 6.456 ;;; 2 ; 6.456 ; 67 ; 80.785 ;
148;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 34 ; 16.750 ; 40 ; 40.948 ; 74 ; 57.698 ; 6 ; 7.490 ;;; 6 ; 7.490 ; 80 ; 65.187 ;
149;58.497.702;BANCO SMARTBANK S.A.;;;;; 1 ; 644 ; 6 ; 31.611 ; 7 ; 32.256 ;;; 1 ; 4.773 ; 1 ; 4.773 ; 8 ; 37.029 ;
150;09.274.232;STATE STREET BRASIL S.A. – BANCO COMERCIAL;;;;; 1 ; 1.709 ; 3 ; 27.480 ; 4 ; 29.189 ;;;;; -   ; -   ; 4 ; 29.189 ;
151;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 1 ; 5.000 ; 11 ; 12.280 ; 12 ; 17.280 ; 4 ; 5.597 ;;; 4 ; 5.597 ; 16 ; 22.877 ;
152;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 2 ; 1.521 ; 4 ; 7.384 ; 6 ; 8.905 ; 4 ; 7.384 ;;; 4 ; 7.384 ; 10 ; 16.288 ;
153;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;
154;61.820.817;BANCO PAULISTA S.A.;;;;; 3 ; 10.969 ;;; 3 ; 10.969 ;;;;; -   ; -   ; 3 ; 10.969 ;
155;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 2 ; 3.772 ;;; 2 ; 3.772 ;;; 1 ; 3.772 ; 1 ; 3.772 ; 3 ; 7.544 ;
156;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 4 ; 7.265 ; 4 ; 7.265 ;;;;; -   ; -   ; 4 ; 7.265 ;
157;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 3.000 ; 3 ; 1.492 ; 4 ; 4.492 ;;;;; -   ; -   ; 4 ; 4.492 ;
158;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 1 ; 3.013 ; 2 ; 1.076 ; 3 ; 4.090 ;;;;; -   ; -   ; 3 ; 4.090 ;
159;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.111 ; 1 ; 1.111 ;;;;; -   ; -   ; 1 ; 1.111 ;
;;;;;;;;;;; -   ; -   ;;;;; -   ; -   ; -   ; -   ;
Total;;; 38.798 ; 14.841.611.662 ; 111.314 ; 13.044.901.234 ; 292.862 ; 31.263.624.471 ; 342.615 ; 36.532.077.713 ; 785.589 ; 95.682.215.080 ; 25.916 ; 52.282.171.462 ; 25.916 ; 52.298.680.055 ; 51.832 ; 104.580.851.517 ; 837.421 ; 200.263.066.597 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 09.10.2020.";;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;; ; ;
;;;;;;;;;;;;;;;;;;;;;
