Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em DEZEMBRO / 2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
73;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 6 ; 189.830 ; 585 ; 38.904.183 ; 39 ; 448.862 ; 167 ; 4.933.935 ; 797 ; 44.476.810 ; 742 ; 45.533.570 ; 69 ; 2.290.768 ; 811 ; 47.824.338 ; 1.608 ; 92.301.148 ;;
74;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 3 ; 4.811.893 ; 15 ; 4.467.618 ; 17 ; 202.896 ; 65 ; 2.269.229 ; 100 ; 11.751.636 ; 7 ; 60.284.807 ; 3 ; 15.325.771 ; 10 ; 75.610.578 ; 110 ; 87.362.214 ;;
75;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 122 ; 3.480.575 ; 918 ; 29.442.001 ; 468 ; 6.860.267 ; 882 ; 7.703.675 ; 2.390 ; 47.486.518 ; 353 ; 31.315.630 ; 41 ; 4.511.703 ; 394 ; 35.827.333 ; 2.784 ; 83.313.851 ;;
76;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 59 ; 2.280.732 ; 770 ; 27.828.789 ; 216 ; 3.866.065 ; 596 ; 8.439.259 ; 1.641 ; 42.414.845 ; 939 ; 35.353.224 ; 163 ; 5.232.351 ; 1.102 ; 40.585.575 ; 2.743 ; 83.000.420 ;;
77;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 1 ; 55 ; 97 ; 100.771 ; 26.783 ; 14.081.167 ; 48.764 ; 37.410.926 ; 75.645 ; 51.592.919 ; 2.483 ; 27.607.934 ; 1.054 ; 2.299.168 ; 3.537 ; 29.907.102 ; 79.182 ; 81.500.021 ;;
78;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 31 ; 404.772 ; 462 ; 10.067.669 ; 370 ; 10.785.840 ; 459 ; 18.537.100 ; 1.322 ; 39.795.381 ; 717 ; 28.576.891 ; 233 ; 11.157.126 ; 950 ; 39.734.017 ; 2.272 ; 79.529.398 ;;
79;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 11 ; 787.309 ; 21 ; 497.621 ; 2 ; 10.000.000 ; 75 ; 28.239.356 ; 109 ; 39.524.286 ; 7 ; 25.634.610 ; 3 ; 4.169.475 ; 10 ; 29.804.085 ; 119 ; 69.328.371 ;;
80;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 174 ; 16.868.333 ; 357 ; 14.635.622 ; 160 ; 3.032.156 ; 65 ; 16.866.702 ; 756 ; 51.402.813 ; 8 ; 14.691.325 ; -   ; -   ; 8 ; 14.691.325 ; 764 ; 66.094.138 ;;
81;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 33 ; 50.084.486 ; -   ; -   ; 49 ; 11.276.630 ; 2 ; 7.839 ; 84 ; 61.368.955 ; -   ; -   ; 2 ; 3.183.311 ; 2 ; 3.183.311 ; 86 ; 64.552.266 ;;
82;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 1 ; 875 ; 46 ; 15.636.972 ; 55 ; 3.220.033 ; 143 ; 13.232.927 ; 245 ; 32.090.807 ; 42 ; 28.429.082 ; 11 ; 2.818.780 ; 53 ; 31.247.862 ; 298 ; 63.338.669 ;;
83;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 17 ; 3.008.123 ; 67 ; 9.508.218 ; 73 ; 14.158.678 ; 137 ; 4.166.655 ; 294 ; 30.841.674 ; 59 ; 13.754.580 ; 22 ; 16.964.953 ; 81 ; 30.719.533 ; 375 ; 61.561.207 ;;
84;61.186.680;BANCO BMG S.A.; 1 ; 15.302.182 ; -   ; -   ; 11 ; 1.769.682 ; 55 ; 1.394.941 ; 67 ; 18.466.805 ; 4 ; 25.000.000 ; 4 ; 17.532.739 ; 8 ; 42.532.739 ; 75 ; 60.999.544 ;;
85;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; -   ; -   ; 3 ; 20.050.002 ; 9 ; 11.349.363 ; 12 ; 31.399.365 ; 1 ; 10.000.000 ; 2 ; 18.720.000 ; 3 ; 28.720.000 ; 15 ; 60.119.365 ;;
86;03.609.817;BANCO CARGILL S.A.; 12 ; 7.500.394 ; 1 ; 31.498 ; 10 ; 8.978.313 ; 34 ; 14.395.834 ; 57 ; 30.906.039 ; 1 ; 5.000.000 ; 1 ; 10.000.000 ; 2 ; 15.000.000 ; 59 ; 45.906.039 ;;
87;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 19 ; 9.171.542 ; 12 ; 5.960.246 ; 12 ; 40.191 ; 37 ; 3.796.365 ; 80 ; 18.968.344 ; 13 ; 13.553.061 ; 18 ; 13.022.793 ; 31 ; 26.575.854 ; 111 ; 45.544.198 ;;
88;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 99 ; 6.889.591 ; 339 ; 10.371.700 ; 924 ; 2.511.464 ; 1.972 ; 6.934.331 ; 3.334 ; 26.707.086 ; 537 ; 12.739.853 ; 75 ; 4.854.097 ; 612 ; 17.593.950 ; 3.946 ; 44.301.036 ;;
89;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 31 ; 663.932 ; 394 ; 10.171.367 ; 229 ; 5.507.302 ; 792 ; 9.126.063 ; 1.446 ; 25.468.664 ; 840 ; 14.457.390 ; 141 ; 1.334.939 ; 981 ; 15.792.329 ; 2.427 ; 41.260.993 ;;
90;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 9 ; 1.013.533 ; 227 ; 6.802.001 ; 184 ; 949.795 ; 689 ; 10.263.705 ; 1.109 ; 19.029.034 ; 238 ; 15.745.595 ; 12 ; 628.174 ; 250 ; 16.373.769 ; 1.359 ; 35.402.803 ;;
91;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 185.586 ; 143 ; 3.794.740 ; 2.585 ; 1.765.295 ; 2.792 ; 5.584.990 ; 5.523 ; 11.330.611 ; 667 ; 12.783.586 ; 46 ; 5.373.201 ; 713 ; 18.156.787 ; 6.236 ; 29.487.398 ;;
92;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 28 ; 375.554 ; 477 ; 12.164.635 ; 45 ; 597.610 ; 45 ; 1.033.945 ; 595 ; 14.171.744 ; 390 ; 13.643.427 ; 84 ; 1.417.626 ; 474 ; 15.061.053 ; 1.069 ; 29.232.797 ;;
93;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 3 ; 74.864 ; 62 ; 2.116.922 ; 84 ; 9.803.403 ; 397 ; 10.224.775 ; 546 ; 22.219.964 ; 171 ; 4.374.824 ; 104 ; 1.920.535 ; 275 ; 6.295.359 ; 821 ; 28.515.323 ;;
94;92.894.922;BANCO ORIGINAL S.A.; 5 ; 1.974.440 ; 5 ; 826.288 ; 65 ; 47.091 ; 98 ; 15.427.104 ; 173 ; 18.274.923 ; 3 ; 9.000.000 ; -   ; -   ; 3 ; 9.000.000 ; 176 ; 27.274.923 ;;
95;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 3 ; 54.805 ; 25 ; 356.463 ; 1.916 ; 987.692 ; 2.107 ; 3.076.086 ; 4.051 ; 4.475.046 ; 732 ; 10.898.437 ; 111 ; 8.507.479 ; 843 ; 19.405.916 ; 4.894 ; 23.880.962 ;;
96;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 7 ; 105.481 ; 146 ; 6.899.621 ; 83 ; 1.863.296 ; 315 ; 2.074.817 ; 551 ; 10.943.215 ; 267 ; 8.568.159 ; 54 ; 1.542.181 ; 321 ; 10.110.340 ; 872 ; 21.053.555 ;;
97;31.880.826;BANCO GUANABARA S.A.; -   ; -   ; -   ; -   ; 4 ; 10.191.000 ; 3 ; 248.264 ; 7 ; 10.439.264 ; 2 ; 245.000 ; 3 ; 10.185.000 ; 5 ; 10.430.000 ; 12 ; 20.869.264 ;;
98;54.403.563;BANCO ARBI S.A.; 1 ; 585.000 ; 22 ; 3.005.003 ; 10 ; 6.560.485 ; 10 ; 29.527 ; 43 ; 10.180.015 ; 4 ; 2.970.000 ; 5 ; 7.075.000 ; 9 ; 10.045.000 ; 52 ; 20.225.015 ;;
99;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 59.613 ; 53 ; 2.404.102 ; 105 ; 3.136.144 ; 158 ; 4.723.564 ; 321 ; 10.323.423 ; 58 ; 6.832.369 ; 24 ; 2.936.000 ; 82 ; 9.768.369 ; 403 ; 20.091.792 ;;
100;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 35 ; 569.170 ; 153 ; 2.113.226 ; 3.119 ; 3.292.699 ; 4.959 ; 5.335.045 ; 8.266 ; 11.310.140 ; 607 ; 5.982.984 ; 150 ; 2.332.960 ; 757 ; 8.315.944 ; 9.023 ; 19.626.084 ;;
101;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 6 ; 206.247 ; 1.197 ; 751.737 ; 2.124 ; 2.418.898 ; 3.327 ; 3.376.882 ; 385 ; 8.689.330 ; 73 ; 6.812.420 ; 458 ; 15.501.750 ; 3.785 ; 18.878.632 ;;
102;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 4 ; 254.397 ; 21 ; 1.495.366 ; 68 ; 2.877.338 ; 183 ; 5.951.920 ; 276 ; 10.579.021 ; 142 ; 6.128.255 ; 69 ; 1.809.812 ; 211 ; 7.938.067 ; 487 ; 18.517.088 ;;
103;00.000.208;BRB - BANCO DE BRASILIA S.A.; 2 ; 1.783 ; 3 ; 54.252 ; 37 ; 514.233 ; 317 ; 8.605.535 ; 359 ; 9.175.803 ; 7 ; 8.481.981 ; 1 ; 7.554 ; 8 ; 8.489.535 ; 367 ; 17.665.338 ;;
104;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 37 ; 3.999.637 ; 4 ; 46.069 ; 62 ; 4.222.138 ; 76 ; 306.154 ; 179 ; 8.573.998 ; -   ; -   ; 24 ; 7.860.000 ; 24 ; 7.860.000 ; 203 ; 16.433.998 ;;
105;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 12 ; 247.408 ; 190 ; 1.818.161 ; 168 ; 2.354.500 ; 510 ; 4.483.525 ; 880 ; 8.903.594 ; 267 ; 5.530.504 ; 87 ; 1.834.553 ; 354 ; 7.365.057 ; 1.234 ; 16.268.651 ;;
106;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 7 ; 1.094.844 ; 27 ; 953.530 ; 36 ; 1.544.040 ; 61 ; 4.171.335 ; 131 ; 7.763.749 ; 77 ; 5.322.206 ; 41 ; 2.836.225 ; 118 ; 8.158.431 ; 249 ; 15.922.180 ;;
107;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 4 ; 107.153 ; 6.550 ; 3.579.970 ; 9.598 ; 7.736.069 ; 16.152 ; 11.423.192 ; 1.105 ; 4.310.252 ; 5 ; 1.924 ; 1.110 ; 4.312.176 ; 17.262 ; 15.735.368 ;;
108;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.207 ; 757.915 ; 853 ; 646.779 ; 2.060 ; 1.404.694 ; 52 ; 6.771.032 ; 36 ; 6.871.028 ; 88 ; 13.642.060 ; 2.148 ; 15.046.754 ;;
109;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 1.083 ; 2 ; 1.083 ; 9 ; 6.846.826 ; 14 ; 6.834.845 ; 23 ; 13.681.671 ; 25 ; 13.682.754 ;;
110;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 11 ; 161.396 ; 51 ; 522.807 ; 1.411 ; 1.324.319 ; 4.285 ; 5.427.225 ; 5.758 ; 7.435.747 ; 837 ; 5.319.081 ; 68 ; 733.814 ; 905 ; 6.052.895 ; 6.663 ; 13.488.642 ;;
111;00.038.166;BANCO CENTRAL DO BRASIL; -   ; -   ; -   ; -   ; 2 ; 13.253.488 ; -   ; -   ; 2 ; 13.253.488 ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 13.253.488 ;;
112;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 12.701 ; 3.052.502 ; 12.232 ; 5.998.290 ; 24.933 ; 9.050.792 ; 353 ; 3.456.927 ; 10 ; 679.062 ; 363 ; 4.135.989 ; 25.296 ; 13.186.781 ;;
113;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 19 ; 435.406 ; 105 ; 3.051.895 ; 3.514 ; 1.726.344 ; 3.812 ; 2.753.380 ; 7.450 ; 7.967.025 ; 250 ; 4.296.389 ; 47 ; 683.348 ; 297 ; 4.979.737 ; 7.747 ; 12.946.762 ;;
114;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 124 ; 395.341 ; 37 ; 1.054.025 ; 333 ; 5.557.536 ; 265 ; 1.069.746 ; 759 ; 8.076.648 ; 33 ; 355.907 ; 51 ; 4.220.855 ; 84 ; 4.576.762 ; 843 ; 12.653.410 ;;
115;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; -   ; -   ; 2 ; 151.228 ; 13 ; 3.592.606 ; 11 ; 982.821 ; 26 ; 4.726.655 ; 9 ; 1.385.227 ; 6 ; 4.033.699 ; 15 ; 5.418.926 ; 41 ; 10.145.581 ;;
116;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 50 ; 892.547 ; 161 ; 309.536 ; 674 ; 3.977.793 ; 885 ; 5.179.876 ; 165 ; 4.542.296 ; -   ; -   ; 165 ; 4.542.296 ; 1.050 ; 9.722.172 ;;
117;00.795.423;BANCO SEMEAR S.A.; -   ; -   ; 37 ; 1.252.658 ; 5 ; 1.613.833 ; 41 ; 1.973.773 ; 83 ; 4.840.264 ; 9 ; 2.561.025 ; 3 ; 1.606.091 ; 12 ; 4.167.116 ; 95 ; 9.007.380 ;;
118;30.723.886;BANCO MODAL S.A.; -   ; -   ; -   ; -   ; 4 ; 891.173 ; 11 ; 929.669 ; 15 ; 1.820.842 ; -   ; -   ; 1 ; 6.000.000 ; 1 ; 6.000.000 ; 16 ; 7.820.842 ;;
119;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 2 ; 256.705 ; 6 ; 7.420.426 ; 8 ; 7.677.131 ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 7.677.131 ;;
120;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 8 ; 46.511 ; 14 ; 842.592 ; 66 ; 2.379.319 ; 62 ; 2.148.108 ; 150 ; 5.416.530 ; 58 ; 1.352.195 ; 50 ; 783.326 ; 108 ; 2.135.521 ; 258 ; 7.552.051 ;;
121;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 2 ; 11.895 ; 32 ; 1.130.838 ; 1.082 ; 921.620 ; 1.468 ; 1.692.953 ; 2.584 ; 3.757.306 ; 161 ; 2.398.487 ; 19 ; 507.103 ; 180 ; 2.905.590 ; 2.764 ; 6.662.896 ;;
122;61.033.106;BANCO CREFISA S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 19 ; 3.298.234 ; 19 ; 3.298.234 ; 5 ; 2.828.904 ; -   ; -   ; 5 ; 2.828.904 ; 24 ; 6.127.138 ;;
123;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 2 ; 12.470 ; 27 ; 1.345.278 ; 8 ; 124.023 ; 36 ; 1.423.410 ; 73 ; 2.905.181 ; 33 ; 2.724.023 ; 7 ; 91.913 ; 40 ; 2.815.936 ; 113 ; 5.721.117 ;;
124;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 19 ; 529.496 ; 2.753 ; 1.475.518 ; 4.016 ; 2.156.011 ; 6.788 ; 4.161.025 ; 135 ; 1.288.270 ; 20 ; 134.337 ; 155 ; 1.422.607 ; 6.943 ; 5.583.632 ;;
125;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 42 ; 1.146.259 ; 22 ; 178.098 ; 9 ; 617.120 ; 34 ; 584.786 ; 107 ; 2.526.263 ; 35 ; 775.768 ; 49 ; 1.763.379 ; 84 ; 2.539.147 ; 191 ; 5.065.410 ;;
126;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 4 ; 81.954 ; 17 ; 311.592 ; 78 ; 522.881 ; 406 ; 1.588.859 ; 505 ; 2.505.286 ; 159 ; 1.878.120 ; 24 ; 560.382 ; 183 ; 2.438.502 ; 688 ; 4.943.788 ;;
127;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; -   ; -   ; 60 ; 943.051 ; 227 ; 145.784 ; 604 ; 1.251.835 ; 891 ; 2.340.670 ; 242 ; 2.084.787 ; 6 ; 31.468 ; 248 ; 2.116.255 ; 1.139 ; 4.456.925 ;;
128;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 105.847 ; 1 ; 1.002 ; 715 ; 1.381.956 ; 654 ; 1.966.608 ; 1.371 ; 3.455.413 ; 29 ; 586.197 ; 3 ; 121.765 ; 32 ; 707.962 ; 1.403 ; 4.163.375 ;;
129;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; -   ; -   ; 59 ; 1.203.685 ; 115 ; 307.456 ; 444 ; 508.408 ; 618 ; 2.019.549 ; 151 ; 1.672.356 ; 17 ; 285.052 ; 168 ; 1.957.408 ; 786 ; 3.976.957 ;;
130;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 375 ; 245.195 ; 1.827 ; 1.874.654 ; 2.202 ; 2.119.849 ; 186 ; 1.697.466 ; 2 ; 25.000 ; 188 ; 1.722.466 ; 2.390 ; 3.842.315 ;;
131;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 5.981 ; 1.852.843 ; 3.172 ; 1.075.515 ; 9.153 ; 2.928.358 ; 8 ; 49.713 ; 50 ; 815.054 ; 58 ; 864.767 ; 9.211 ; 3.793.125 ;;
132;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 2 ; 33.561 ; 13 ; 25.243 ; 272 ; 1.761.455 ; 287 ; 1.820.259 ; 234 ; 1.791.206 ; 11 ; 21.434 ; 245 ; 1.812.640 ; 532 ; 3.632.899 ;;
133;33.042.151;BANCO DE LA NACION ARGENTINA; 1 ; 596.022 ; 4 ; 642.583 ; 571 ; 556.608 ; 18 ; 47.663 ; 594 ; 1.842.876 ; 2 ; 600.000 ; 3 ; 900.000 ; 5 ; 1.500.000 ; 599 ; 3.342.876 ;;
134;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.851 ; 705.793 ; 2.289 ; 1.819.089 ; 4.140 ; 2.524.882 ; 108 ; 776.598 ; 3 ; 12.672 ; 111 ; 789.270 ; 4.251 ; 3.314.152 ;;
135;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 19 ; 203.098 ; 412 ; 1.526.827 ; 431 ; 1.729.925 ; 285 ; 1.419.624 ; 2 ; 100.000 ; 287 ; 1.519.624 ; 718 ; 3.249.549 ;;
136;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 28.963 ; 39 ; 717.072 ; 18 ; 127.548 ; 84 ; 581.853 ; 145 ; 1.455.436 ; 102 ; 1.292.949 ; 6 ; 150.752 ; 108 ; 1.443.701 ; 253 ; 2.899.137 ;;
137;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; -   ; -   ; 15 ; 121.086 ; 18 ; 482.107 ; 50 ; 708.068 ; 83 ; 1.311.261 ; 57 ; 842.034 ; 17 ; 482.107 ; 74 ; 1.324.141 ; 157 ; 2.635.402 ;;
138;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 5 ; 167.343 ; 5 ; 147.001 ; 153 ; 220.506 ; 737 ; 962.258 ; 900 ; 1.497.108 ; 104 ; 873.681 ; 5 ; 167.343 ; 109 ; 1.041.024 ; 1.009 ; 2.538.132 ;;
139;33.775.974;ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES; -   ; -   ; 2 ; 22.687 ; 10 ; 538.035 ; 25 ; 636.620 ; 37 ; 1.197.342 ; 9 ; 531.636 ; 7 ; 409.601 ; 16 ; 941.237 ; 53 ; 2.138.579 ;;
140;45.056.494;MARMARIS CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 356 ; 202.940 ; 314 ; 899.124 ; 670 ; 1.102.064 ; 40 ; 674.192 ; -   ; -   ; 40 ; 674.192 ; 710 ; 1.776.256 ;;
141;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 5 ; 459.612 ; -   ; -   ; 10 ; 15.661 ; 10 ; 38.295 ; 25 ; 513.568 ; 2 ; 800.000 ; 2 ; 450.000 ; 4 ; 1.250.000 ; 29 ; 1.763.568 ;;
142;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 579 ; 454.497 ; 1.104 ; 782.616 ; 1.683 ; 1.237.113 ; 98 ; 433.272 ; 6 ; 77.502 ; 104 ; 510.774 ; 1.787 ; 1.747.887 ;;
143;04.902.979;BANCO DA AMAZONIA S.A.; 17 ; 315.631 ; 1 ; 6.150 ; 19 ; 365.566 ; 34 ; 50.927 ; 71 ; 738.274 ; -   ; -   ; 9 ; 561.966 ; 9 ; 561.966 ; 80 ; 1.300.240 ;;
144;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 121 ; 147.067 ; 473 ; 638.316 ; 594 ; 785.383 ; 120 ; 498.037 ; 4 ; 7.324 ; 124 ; 505.361 ; 718 ; 1.290.744 ;;
145;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 39 ; 23.553 ; 188 ; 475.244 ; 227 ; 498.797 ; 59 ; 444.517 ; -   ; -   ; 59 ; 444.517 ; 286 ; 943.314 ;;
146;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; 1 ; 53.798 ; 9 ; 18.501 ; 99 ; 381.488 ; 109 ; 453.787 ; 84 ; 422.673 ; 3 ; 10.716 ; 87 ; 433.389 ; 196 ; 887.176 ;;
147;41.560.568;PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 165 ; 92.275 ; 231 ; 287.474 ; 396 ; 379.749 ; 69 ; 231.372 ; 4 ; 30.982 ; 73 ; 262.354 ; 469 ; 642.103 ;;
148;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 41 ; 53.379 ; 50 ; 246.508 ; 91 ; 299.887 ; 6 ; 273.000 ; 1 ; 50.000 ; 7 ; 323.000 ; 98 ; 622.887 ;;
149;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 604.169 ; 8 ; 604.169 ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 604.169 ;;
150;20.155.248;UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 58 ; 55.535 ; 164 ; 245.533 ; 222 ; 301.068 ; 32 ; 236.204 ; -   ; -   ; 32 ; 236.204 ; 254 ; 537.272 ;;
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.; -   ; -   ; -   ; -   ; 14 ; 14.571 ; 180 ; 248.009 ; 194 ; 262.580 ; 49 ; 237.187 ; -   ; -   ; 49 ; 237.187 ; 243 ; 499.767 ;;
152;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS; -   ; -   ; -   ; -   ; 164 ; 107.855 ; 207 ; 172.105 ; 371 ; 279.960 ; 1 ; 2.413 ; 12 ; 129.498 ; 13 ; 131.911 ; 384 ; 411.871 ;;
153;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 113 ; 33.515 ; 207 ; 189.560 ; 320 ; 223.075 ; 37 ; 161.612 ; -   ; -   ; 37 ; 161.612 ; 357 ; 384.687 ;;
154;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA; -   ; -   ; -   ; -   ; 6 ; 10.894 ; 7 ; 44.479 ; 13 ; 55.373 ; 7 ; 44.479 ; 6 ; 10.894 ; 13 ; 55.373 ; 26 ; 110.746 ;;
155;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 14.115 ; 6 ; 14.115 ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 14.115 ;;
156;04.866.275;BANCO INBURSA S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1.084 ; 1 ; 1.084 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1.084 ;;
;;;;;;;;;;;;;;;;;;;;;;
Total;;; 44.626 ; 21.215.896.052 ; 157.872 ; 18.109.107.233 ; 1.692.727 ; 63.433.541.118 ; 2.185.214 ; 79.170.443.709 ; 4.080.439 ; 181.928.988.112 ; 41.302 ; 99.027.263.268 ; 41.302 ; 99.073.230.880 ; 82.604 ; 198.100.494.148 ; 4.163.043 ; 380.029.482.260 ;;
"Informações prestadas pelas Instituições no Sistema Câmbio;";;;;;;;;;;;;;;;;;;;;;;
Dados extraídos em: 28.01.2024;;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Primário não incluem os registros de ingresso direcionado do arquivo ACAM204.;;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
