Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Março/2024;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
10;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;BOFA MERRILL LYNCH - PRUDENCIAL; 781 ; 1.641.402.623 ; 2.328 ; 1.051.415.489 ; 1.639 ; 6.804.406.989 ; 2.063 ; 7.917.700.989 ; 6.811 ; 17.414.926.090 ; 670 ; 5.906.375.054 ; 789 ; 5.389.659.347 ; 1.459 ; 11.296.034.401 ; 8.270 ; 28.710.960.491 ;
11;01.522.368;BANCO BNP PARIBAS BRASIL S.A.;BNP PARIBAS - PRUDENCIAL; 598 ; 1.607.947.826 ; 3.000 ; 1.002.784.962 ; 4.155 ; 4.397.588.901 ; 6.972 ; 3.659.276.451 ; 14.725 ; 10.667.598.140 ; 695 ; 7.951.385.703 ; 788 ; 9.630.684.593 ; 1.483 ; 17.582.070.296 ; 16.208 ; 28.249.668.436 ;
12;59.588.111;BANCO VOTORANTIM S.A.;VOTORANTIM - PRUDENCIAL; 525 ; 593.284.310 ; 1.174 ; 334.600.401 ; 580 ; 893.830.966 ; 1.369 ; 959.311.577 ; 3.648 ; 2.781.027.254 ; 1.023 ; 12.215.825.498 ; 1.132 ; 12.354.502.918 ; 2.155 ; 24.570.328.416 ; 5.803 ; 27.351.355.670 ;
13;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;SOCIETE GENERALE - PRUDENCIAL; 311 ; 635.654.556 ; 2.100 ; 1.027.000.206 ; 315 ; 773.620.481 ; 1.087 ; 1.373.733.258 ; 3.813 ; 3.810.008.501 ; 1.330 ; 9.147.441.131 ; 1.323 ; 8.165.249.020 ; 2.653 ; 17.312.690.151 ; 6.466 ; 21.122.698.652 ;
14;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL;STATE STREET BRASIL - PRUDENCIAL; -   ; -   ; -   ; -   ; 1.182 ; 4.699.681.029 ; 1.342 ; 7.432.081.453 ; 2.524 ; 12.131.762.482 ; 229 ; 4.454.608.537 ; 114 ; 1.722.534.659 ; 343 ; 6.177.143.196 ; 2.867 ; 18.308.905.678 ;
15;33.264.668;BANCO XP S.A.;XP - PRUDENCIAL; 2.539 ; 560.500.038 ; 16.454 ; 937.360.723 ; 17.381 ; 1.174.658.869 ; 52.907 ; 2.246.543.111 ; 89.281 ; 4.919.062.741 ; 525 ; 7.034.614.218 ; 523 ; 5.543.631.296 ; 1.048 ; 12.578.245.514 ; 90.329 ; 17.497.308.255 ;
16;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL; 183 ; 508.384.891 ; 15 ; 3.131.817 ; 205 ; 538.139.204 ; 495 ; 787.836.012 ; 898 ; 1.837.491.924 ; 368 ; 6.269.647.069 ; 386 ; 6.459.499.639 ; 754 ; 12.729.146.708 ; 1.652 ; 14.566.638.632 ;
17;61.088.183;BANCO MIZUHO DO BRASIL S.A.;MIZUHO - PRUDENCIAL; 209 ; 241.261.526 ; 595 ; 190.964.087 ; 240 ; 318.831.852 ; 402 ; 356.193.343 ; 1.446 ; 1.107.250.808 ; 509 ; 6.242.323.453 ; 523 ; 6.216.517.046 ; 1.032 ; 12.458.840.499 ; 2.478 ; 13.566.091.307 ;
18;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;DEUTSCHE - PRUDENCIAL; 364 ; 419.981.826 ; 1.768 ; 756.269.836 ; 712 ; 3.129.500.016 ; 1.285 ; 1.656.819.756 ; 4.129 ; 5.962.571.434 ; 2.046 ; 3.085.093.176 ; 2.082 ; 4.265.787.710 ; 4.128 ; 7.350.880.886 ; 8.257 ; 13.313.452.320 ;
19;03.532.415;BANCO ABN AMRO S.A.;BCO ABN AMRO S.A. - PRUDENCIAL; -   ; -   ; -   ; -   ; 989 ; 5.665.384.193 ; 1.040 ; 5.679.868.718 ; 2.029 ; 11.345.252.911 ; 27 ; 625.097.586 ; 36 ; 876.000.000 ; 63 ; 1.501.097.586 ; 2.092 ; 12.846.350.497 ;
20;07.679.404;BANCO TOPÁZIO S.A.;BANCO TOPÁZIO S.A. - PRUDENCIAL; 475 ; 32.564.869 ; 2.982 ; 352.140.788 ; 98.912 ; 665.714.234 ; 239.769 ; 5.177.230.483 ; 342.138 ; 6.227.650.374 ; 2.840 ; 5.695.046.966 ; 7.806 ; 861.076.852 ; 10.646 ; 6.556.123.818 ; 352.784 ; 12.783.774.192 ;
21;19.307.785;BRAZA BANK S.A. BANCO DE CÂMBIO;BRAZA BANK BCO CÂMBIO - PRUDENCIAL; 249 ; 12.491.673 ; 3.284 ; 226.212.001 ; 1.625 ; 251.979.481 ; 22.983 ; 510.798.091 ; 28.141 ; 1.001.481.246 ; 1.543 ; 6.104.832.068 ; 1.617 ; 5.635.058.564 ; 3.160 ; 11.739.890.632 ; 31.301 ; 12.741.371.878 ;
22;53.518.684;BANCO HSBC S.A.;BANCO HSBC - PRUDENCIAL; 166 ; 1.418.790.218 ; 359 ; 61.904.778 ; 654 ; 1.314.554.796 ; 851 ; 1.226.401.537 ; 2.030 ; 4.021.651.329 ; 527 ; 2.583.268.866 ; 574 ; 3.924.507.731 ; 1.101 ; 6.507.776.597 ; 3.131 ; 10.529.427.926 ;
23;02.801.938;BANCO MORGAN STANLEY S.A.;MORGAN STANLEY - PRUDENCIAL; 39 ; 1.159.861.304 ; 116 ; 160.885.526 ; 382 ; 2.914.357.078 ; 471 ; 2.637.065.803 ; 1.008 ; 6.872.169.711 ; 30 ; 1.204.568.557 ; 88 ; 2.330.696.333 ; 118 ; 3.535.264.890 ; 1.126 ; 10.407.434.601 ;
24;58.160.789;BANCO SAFRA S.A.;SAFRA - PRUDENCIAL; 958 ; 306.155.207 ; 2.868 ; 357.433.973 ; 75.002 ; 3.702.436.035 ; 52.325 ; 665.929.181 ; 131.153 ; 5.031.954.396 ; 824 ; 1.104.253.839 ; 946 ; 4.022.082.181 ; 1.770 ; 5.126.336.020 ; 132.923 ; 10.158.290.416 ;
25;31.872.495;BANCO C6 S.A.;BANCO C6 - PRUDENCIAL; 419 ; 472.012.468 ; 3.389 ; 489.380.534 ; 4.398 ; 1.153.999.251 ; 8.633 ; 1.342.287.981 ; 16.839 ; 3.457.680.234 ; 334 ; 2.938.388.571 ; 414 ; 2.213.316.614 ; 748 ; 5.151.705.185 ; 17.587 ; 8.609.385.419 ;
26;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;CONFIDENCE - PRUDENCIAL; 1.601 ; 402.688.096 ; 5.774 ; 264.997.027 ; 14.363 ; 1.457.086.023 ; 17.967 ; 2.206.591.262 ; 39.705 ; 4.331.362.408 ; 5.068 ; 1.785.790.022 ; 12.448 ; 1.152.022.033 ; 17.516 ; 2.937.812.055 ; 57.221 ; 7.269.174.463 ;
27;28.195.667;BANCO ABC BRASIL S.A.;ABC-BRASIL - PRUDENCIAL; 318 ; 256.677.983 ; 1.180 ; 181.755.713 ; 142 ; 232.385.180 ; 1.174 ; 479.439.553 ; 2.814 ; 1.150.258.429 ; 333 ; 2.660.567.875 ; 458 ; 2.226.018.640 ; 791 ; 4.886.586.515 ; 3.605 ; 6.036.844.944 ;
28;78.632.767;BANCO OURINVEST S.A.;OURINVEST - PRUDENCIAL; 1.822 ; 312.667.172 ; 9.349 ; 466.870.538 ; 109.927 ; 1.037.286.839 ; 119.925 ; 1.471.662.195 ; 241.023 ; 3.288.486.744 ; 2.884 ; 1.657.390.657 ; 24.009 ; 1.034.439.679 ; 26.893 ; 2.691.830.336 ; 267.916 ; 5.980.317.080 ;
29;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;CREDIT AGRICOLE - PRUDENCIAL; 30 ; 486.567.403 ; 6 ; 14.048.536 ; 67 ; 52.482.936 ; 134 ; 43.123.073 ; 237 ; 596.221.948 ; 201 ; 2.147.677.369 ; 212 ; 2.613.777.819 ; 413 ; 4.761.455.188 ; 650 ; 5.357.677.136 ;
30;71.027.866;BANCO BS2 S.A.;BS2 - PRUDENCIAL; 1.175 ; 243.293.846 ; 5.343 ; 1.281.817.188 ; 18.488 ; 504.372.907 ; 19.224 ; 471.792.334 ; 44.230 ; 2.501.276.275 ; 289 ; 1.894.975.263 ; 230 ; 870.626.663 ; 519 ; 2.765.601.926 ; 44.749 ; 5.266.878.201 ;
31;62.232.889;BANCO DAYCOVAL S.A.;BCO DAYCOVAL S.A - PRUDENCIAL; 1.132 ; 189.874.994 ; 5.547 ; 568.009.242 ; 158.541 ; 1.299.581.792 ; 109.168 ; 715.512.067 ; 274.388 ; 2.772.978.095 ; 1.169 ; 1.147.736.902 ; 4.870 ; 940.220.689 ; 6.039 ; 2.087.957.591 ; 280.427 ; 4.860.935.686 ;
32;15.114.366;BANCO BOCOM BBM S.A.;BBM - PRUDENCIAL; 111 ; 63.046.757 ; 138 ; 96.586.288 ; 108 ; 611.838.632 ; 706 ; 504.271.253 ; 1.063 ; 1.275.742.930 ; 159 ; 1.608.205.687 ; 174 ; 1.675.344.147 ; 333 ; 3.283.549.834 ; 1.396 ; 4.559.292.764 ;
33;33.923.798;BANCO MASTER S/A;BANCO MASTER - PRUDENCIAL; 282 ; 361.930.456 ; 713 ; 602.497.235 ; 6.846 ; 157.012.007 ; 1.390 ; 257.472.779 ; 9.231 ; 1.378.912.477 ; 179 ; 1.348.330.817 ; 157 ; 971.942.245 ; 336 ; 2.320.273.062 ; 9.567 ; 3.699.185.539 ;
34;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;WISE BRASIL CC - PRUDENCIAL; 17.722 ; 4.780.527 ; 25 ; 7.088 ; 3.098.959 ; 1.179.032.681 ; 3.438.056 ; 1.257.161.601 ; 6.554.762 ; 2.440.981.897 ; 2.760 ; 560.219.773 ; 2.742 ; 489.332.717 ; 5.502 ; 1.049.552.490 ; 6.560.264 ; 3.490.534.387 ;
35;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; 3 ; 2.216.111 ; 4 ; 233.408 ; 60 ; 254.918.953 ; 347 ; 641.093.261 ; 414 ; 898.461.733 ; 39 ; 1.249.657.619 ; 24 ; 925.674.989 ; 63 ; 2.175.332.608 ; 477 ; 3.073.794.341 ;
36;58.616.418;BANCO FIBRA S.A.;BCO FIBRA S.A. - PRUDENCIAL; 270 ; 138.215.067 ; 1.742 ; 642.882.435 ; 96 ; 95.417.132 ; 433 ; 24.123.938 ; 2.541 ; 900.638.572 ; 234 ; 1.243.042.980 ; 185 ; 809.216.017 ; 419 ; 2.052.258.997 ; 2.960 ; 2.952.897.569 ;
37;68.900.810;BANCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL; 81 ; 3.457.378 ; 881 ; 77.309.605 ; 442.211 ; 836.259.262 ; 11.002 ; 252.415.643 ; 454.175 ; 1.169.441.888 ; 3.930 ; 558.585.119 ; 13.896 ; 1.074.262.464 ; 17.826 ; 1.632.847.583 ; 472.001 ; 2.802.289.471 ;
38;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;CCB - PRUDENCIAL; 101 ; 160.581.954 ; 223 ; 62.241.888 ; 72 ; 973.927.383 ; 477 ; 756.953.124 ; 873 ; 1.953.704.349 ; 93 ; 162.245.723 ; 65 ; 562.339.793 ; 158 ; 724.585.516 ; 1.031 ; 2.678.289.865 ;
39;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;CREDIT SUISSE - PRUDENCIAL; -   ; -   ; -   ; -   ; 247 ; 709.081.123 ; 277 ; 946.665.515 ; 524 ; 1.655.746.638 ; 37 ; 566.267.857 ; 31 ; 346.253.433 ; 68 ; 912.521.290 ; 592 ; 2.568.267.928 ;
40;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL; 456 ; 234.176.837 ; 1.667 ; 276.238.606 ; 964 ; 465.976.368 ; 1.407 ; 339.868.808 ; 4.494 ; 1.316.260.619 ; 185 ; 558.542.768 ; 180 ; 612.847.173 ; 365 ; 1.171.389.941 ; 4.859 ; 2.487.650.560 ;
41;13.059.145;EBURY BANCO DE CÂMBIO S.A.;EBURY BANCO DE CÂMBIO - PRUDENCIAL; 279 ; 281.227.347 ; 1.245 ; 66.238.342 ; 17.588 ; 377.198.490 ; 49.685 ; 635.637.667 ; 68.797 ; 1.360.301.846 ; 351 ; 413.837.381 ; 418 ; 332.397.229 ; 769 ; 746.234.610 ; 69.566 ; 2.106.536.456 ;
42;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; -   ; -   ; 6 ; 1.512.594 ; 445 ; 566.227.970 ; 904 ; 326.393.624 ; 1.355 ; 894.134.188 ; 60 ; 379.583.856 ; 268 ; 622.780.000 ; 328 ; 1.002.363.856 ; 1.683 ; 1.896.498.044 ;
43;10.690.848;BANCO DA CHINA BRASIL S.A.;BCO DA CHINA BRASIL S.A. - PRUDENCIAL; 126 ; 312.038.650 ; 93 ; 21.510.545 ; 282 ; 115.736.593 ; 239 ; 42.062.640 ; 740 ; 491.348.428 ; 184 ; 276.155.972 ; 264 ; 640.192.313 ; 448 ; 916.348.285 ; 1.188 ; 1.407.696.713 ;
44;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 499 ; 498.686.709 ; 423 ; 467.299.470 ; 922 ; 965.986.179 ; 96 ; 161.084.358 ; 116 ; 192.483.742 ; 212 ; 353.568.100 ; 1.134 ; 1.319.554.279 ;
45;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 306 ; 40.749.640 ; 256 ; 8.046.410 ; 12.811 ; 520.410.934 ; 689 ; 65.050.077 ; 14.062 ; 634.257.061 ; 322 ; 64.944.057 ; 591 ; 553.008.591 ; 913 ; 617.952.648 ; 14.975 ; 1.252.209.709 ;
46;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 1.509 ; 442.075.294 ; 1.738 ; 123.769.859 ; 940 ; 78.720.696 ; 1.327 ; 43.909.939 ; 5.514 ; 688.475.788 ; 75 ; 79.150.941 ; 239 ; 436.581.639 ; 314 ; 515.732.580 ; 5.828 ; 1.204.208.368 ;
47;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 98 ; 192.434.186 ; -   ; -   ; 112 ; 39.739.382 ; 4 ; 40.166 ; 214 ; 232.213.734 ; 2 ; 100.100.000 ; 30 ; 863.899.823 ; 32 ; 963.999.823 ; 246 ; 1.196.213.557 ;
48;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 302 ; 118.406.820 ; 222 ; 10.100.252 ; 21.347 ; 170.451.617 ; 5.968 ; 225.540.010 ; 27.839 ; 524.498.699 ; 461 ; 257.138.545 ; 501 ; 295.694.804 ; 962 ; 552.833.349 ; 28.801 ; 1.077.332.048 ;
49;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 588 ; 22.100.729 ; 6.822 ; 121.109.894 ; 6.186 ; 252.404.588 ; 9.738 ; 285.083.118 ; 23.334 ; 680.698.329 ; 924 ; 248.116.865 ; 195 ; 116.884.573 ; 1.119 ; 365.001.438 ; 24.453 ; 1.045.699.767 ;
50;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;FRENTE CC - PRUDENCIAL; 12 ; 160.080 ; 291 ; 6.246.424 ; 2.258 ; 365.745.978 ; 15.931 ; 403.789.975 ; 18.492 ; 775.942.457 ; 1.490 ; 110.828.306 ; 252 ; 66.853.906 ; 1.742 ; 177.682.212 ; 20.234 ; 953.624.669 ;
51;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 2.833 ; 163.833.406 ; 3.620 ; 141.499.241 ; 2.772 ; 83.242.563 ; 1.172 ; 201.380.553 ; 10.397 ; 589.955.763 ; 41 ; 194.001.520 ; 22 ; 80.723.592 ; 63 ; 274.725.112 ; 10.460 ; 864.680.875 ;
52;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;CREDIT AGRICOLE - PRUDENCIAL; 10 ; 179.530.572 ; 26 ; 2.523.548 ; 46 ; 56.764.997 ; 53 ; 39.073.096 ; 135 ; 277.892.213 ; 20 ; 183.729.832 ; 27 ; 378.544.588 ; 47 ; 562.274.420 ; 182 ; 840.166.633 ;
53;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 36 ; 1.187.945 ; 564 ; 47.362.353 ; 657 ; 256.825.970 ; 1.703 ; 298.017.892 ; 2.960 ; 603.394.160 ; 490 ; 149.307.633 ; 185 ; 61.782.061 ; 675 ; 211.089.694 ; 3.635 ; 814.483.854 ;
54;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 163 ; 3.416.094 ; 767 ; 2.583.273 ; 209.983 ; 369.722.767 ; 503.403 ; 212.843.115 ; 714.316 ; 588.565.249 ; 14 ; 16.496.807 ; 23 ; 164.921.447 ; 37 ; 181.418.254 ; 714.353 ; 769.983.503 ;
55;61.024.352;BANCO VOITER S.A.;BANCO MASTER - PRUDENCIAL; 66 ; 77.409.792 ; 969 ; 85.993.150 ; 603 ; 179.323.928 ; 2.404 ; 205.815.405 ; 4.042 ; 548.542.275 ; 199 ; 125.704.421 ; 240 ; 88.448.963 ; 439 ; 214.153.384 ; 4.481 ; 762.695.659 ;
56;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 168 ; 211.580.431 ; 711 ; 76.242.092 ; 37 ; 16.667.455 ; 1.350 ; 109.673.482 ; 2.266 ; 414.163.460 ; 46 ; 117.226.728 ; 60 ; 179.525.612 ; 106 ; 296.752.340 ; 2.372 ; 710.915.800 ;
57;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 24 ; 1.842.130 ; 64 ; 6.199.032 ; 923 ; 173.053.460 ; 1.312 ; 307.271.527 ; 2.323 ; 488.366.149 ; 39 ; 148.030.139 ; 5 ; 7.485.773 ; 44 ; 155.515.912 ; 2.367 ; 643.882.061 ;
58;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 13 ; 46.699.973 ; -   ; -   ; 37 ; 23.116.987 ; 185 ; 29.691.644 ; 235 ; 99.508.604 ; 10 ; 228.091.850 ; 14 ; 221.743.090 ; 24 ; 449.834.940 ; 259 ; 549.343.544 ;
59;33.042.953;CITIBANK N.A.;CITIBANK - PRUDENCIAL; -   ; -   ; -   ; -   ; 10 ; 1.796.511 ; 19 ; 24.636.007 ; 29 ; 26.432.518 ; -   ; -   ; 2 ; 500.000.000 ; 2 ; 500.000.000 ; 31 ; 526.432.518 ;
60;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AVENUE SECURITIES DTVM - PRUDENCIAL; -   ; -   ; -   ; -   ; 38.028 ; 70.713.669 ; 188.414 ; 255.781.588 ; 226.442 ; 326.495.257 ; 361 ; 185.280.100 ; -   ; -   ; 361 ; 185.280.100 ; 226.803 ; 511.775.357 ;
61;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;BR PARTNERS - PRUDENCIAL; 22 ; 218.647.243 ; 15 ; 3.889.024 ; 11 ; 10.378.997 ; 109 ; 5.234.708 ; 157 ; 238.149.972 ; 4 ; 18.000.000 ; 13 ; 236.000.000 ; 17 ; 254.000.000 ; 174 ; 492.149.972 ;
62;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;JP MORGAN CHASE - PRUDENCIAL; -   ; -   ; -   ; -   ; 49 ; 208.075.164 ; 72 ; 32.977.937 ; 121 ; 241.053.101 ; 16 ; 24.722.120 ; 17 ; 200.122.327 ; 33 ; 224.844.447 ; 154 ; 465.897.548 ;
63;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;ALFA - PRUDENCIAL; 39 ; 44.266.355 ; 71 ; 7.122.425 ; 42 ; 133.758.708 ; 169 ; 149.546.075 ; 321 ; 334.693.563 ; 17 ; 47.338.105 ; 21 ; 70.333.027 ; 38 ; 117.671.132 ; 359 ; 452.364.695 ;
64;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;FAIR CC S.A. - PRUDENCIAL; 386 ; 8.225.081 ; 2.839 ; 84.446.249 ; 5.576 ; 34.593.498 ; 7.061 ; 46.096.489 ; 15.862 ; 173.361.317 ; 1.564 ; 176.809.683 ; 326 ; 89.086.773 ; 1.890 ; 265.896.456 ; 17.752 ; 439.257.773 ;
65;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;B & T ASSOCIADOS CC LTDA. - PRUDENCIAL; 567 ; 14.953.227 ; 2.217 ; 64.096.879 ; 32.249 ; 77.189.970 ; 74.076 ; 99.910.298 ; 109.109 ; 256.150.374 ; 2.396 ; 108.418.269 ; 241 ; 36.454.778 ; 2.637 ; 144.873.047 ; 111.746 ; 401.023.421 ;
66;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;WESTERN UNION - PRUDENCIAL; 1.881 ; 761.960 ; 76.416 ; 21.984.149 ; 427.117 ; 148.714.023 ; 603.518 ; 159.828.531 ; 1.108.932 ; 331.288.663 ; 166 ; 49.542.896 ; 276 ; 16.601.430 ; 442 ; 66.144.326 ; 1.109.374 ; 397.432.989 ;
67;02.318.507;BANCO KEB HANA DO BRASIL S.A.;BCO KEB DO BRASIL SA - PRUDENCIAL; 7 ; 7.579.842 ; 106 ; 31.999.425 ; 154 ; 122.890.374 ; 362 ; 24.385.903 ; 629 ; 186.855.544 ; 123 ; 51.610.177 ; 40 ; 125.691.693 ; 163 ; 177.301.870 ; 792 ; 364.157.414 ;
68;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;BMG - PRUDENCIAL; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 43.369 ; 6 ; 43.369 ; 7 ; 234.519.738 ; 1 ; 116.943.385 ; 8 ; 351.463.123 ; 14 ; 351.506.492 ;
