Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em AGOSTO / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
71;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 628 ; 34.485.042 ; 290 ; 10.190.563 ; 111 ; 2.756.421 ; 394 ; 2.262.521 ; 1.423 ; 49.694.546 ; 17 ; 6.264.168 ; 82 ; 30.051.136 ; 99 ; 36.315.305 ; 1.522 ; 86.009.851 ;;;;
72;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 26 ; 31.312.350 ; 17 ; 2.112.084 ; 158 ; 4.367.226 ; 201 ; 37.791.660 ; 31 ; 40.650.000 ; 8 ; 7.050.000 ; 39 ; 47.700.000 ; 240 ; 85.491.660 ;;;;
73;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 5 ; 234.951 ; 16 ; 4.399.026 ; 20 ; 28.747.418 ; 60 ; 29.978.301 ; 101 ; 63.359.696 ; 11 ; 11.716.326 ; 7 ; 6.215.585 ; 18 ; 17.931.911 ; 119 ; 81.291.607 ;;;;
74;15.114.366;BANCO BBM S/A; 16 ; 28.620.767 ; 4 ; 11.789.464 ; 16 ; 4.921.847 ; 33 ; 2.087.547 ; 69 ; 47.419.625 ; 6 ; 4.035.685 ; 18 ; 24.787.239 ; 24 ; 28.822.924 ; 93 ; 76.242.549 ;;;;
75;03.609.817;BANCO CARGILL S.A.; 3 ; 30.883.377 ; 4 ; 7.174.802 ;;; 9 ; 326.210 ; 16 ; 38.384.388 ; 1 ; 5.500.000 ; 3 ; 28.500.000 ; 4 ; 34.000.000 ; 20 ; 72.384.388 ;;;;
76;10.690.848;BANCO DA CHINA BRASIL S.A.; 6 ; 25.140.099 ; 14 ; 401.178 ; 14 ; 7.425.556 ; 26 ; 2.208.240 ; 60 ; 35.175.073 ; 2 ; 2.050.000 ; 8 ; 32.000.000 ; 10 ; 34.050.000 ; 70 ; 69.225.073 ;;;;
77;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 75 ; 30.128.709 ; 40 ; 516.558 ; 699 ; 4.361.116 ; 814 ; 35.006.383 ; 30 ; 33.523.300 ;;; 30 ; 33.523.300 ; 844 ; 68.529.683 ;;;;
78;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 259 ; 20.595.876 ; 325 ; 11.692.064 ; 103 ; 2.308.779 ; 238 ; 14.261.718 ; 925 ; 48.858.437 ; 30 ; 9.354.871 ; 9 ; 6.464.250 ; 39 ; 15.819.121 ; 964 ; 64.677.558 ;;;;
79;60.889.128;BANCO SOFISA S.A.; 163 ; 33.428.539 ; 91 ; 5.346.252 ; 14 ; 1.939.773 ; 128 ; 5.621.960 ; 396 ; 46.336.524 ; 16 ; 3.332.899 ; 7 ; 13.289.302 ; 23 ; 16.622.201 ; 419 ; 62.958.726 ;;;;
80;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 15 ; 205.608 ; 559 ; 15.216.850 ; 215 ; 2.285.878 ; 1.463 ; 13.643.931 ; 2.252 ; 31.352.268 ; 434 ; 28.049.941 ; 14 ; 1.693.000 ; 448 ; 29.742.941 ; 2.700 ; 61.095.209 ;;;;
81;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 14 ; 59.135.599 ;;; 14 ; 59.135.599 ;;;;; -   ; -   ; 14 ; 59.135.599 ;;;;
82;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 2 ; 28.333.333 ; 2 ; 984 ; 3 ; 133.119 ; 9 ; 692.812 ; 16 ; 29.160.249 ; 2 ; 1.202.000 ; 2 ; 28.400.000 ; 4 ; 29.602.000 ; 20 ; 58.762.249 ;;;;
83;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 4 ; 118.302 ; 367 ; 1.453.325 ; 1.015 ; 23.456.696 ; 1.386 ; 25.028.323 ; 661 ; 22.147.729 ; 3 ; 63.462 ; 664 ; 22.211.191 ; 2.050 ; 47.239.514 ;;;;
84;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 13 ; 201.190 ; 708 ; 15.916.495 ; 131 ; 2.485.056 ; 654 ; 6.807.271 ; 1.506 ; 25.410.012 ; 296 ; 20.088.137 ; 1 ; 52.712 ; 297 ; 20.140.849 ; 1.803 ; 45.550.861 ;;;;
85;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.;;; 52 ; 892.019 ; 393 ; 1.572.362 ; 1.704 ; 18.648.274 ; 2.149 ; 21.112.654 ; 740 ; 20.839.955 ; 41 ; 2.849.082 ; 781 ; 23.689.037 ; 2.930 ; 44.801.691 ;;;;
86;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.;;; 6 ; 50.908 ; 27 ; 52.046 ; 7.410 ; 22.373.695 ; 7.443 ; 22.476.650 ; 296 ; 22.297.076 ;;; 296 ; 22.297.076 ; 7.739 ; 44.773.725 ;;;;
87;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 12 ; 384.200 ; 2 ; 14.138 ; 70 ; 22.000.700 ; 84 ; 22.399.037 ; 589 ; 22.299.919 ; 4 ; 16.785 ; 593 ; 22.316.704 ; 677 ; 44.715.742 ;;;;
88;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 41 ; 22.483 ; 155 ; 2.144.059 ; 196 ; 2.166.542 ; 280 ; 21.356.815 ; 131 ; 19.246.109 ; 411 ; 40.602.924 ; 607 ; 42.769.466 ;;;;
89;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 8 ; 164.156 ; 81 ; 1.444.938 ; 75 ; 283.497 ; 3.028 ; 19.017.936 ; 3.192 ; 20.910.527 ; 669 ; 20.302.326 ; 8 ; 231.270 ; 677 ; 20.533.595 ; 3.869 ; 41.444.123 ;;;;
90;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 260 ; 10.856.836 ; 313 ; 207.266 ; 45 ; 9.580.403 ; 618 ; 20.644.505 ; 122 ; 20.119.645 ;;; 122 ; 20.119.645 ; 740 ; 40.764.150 ;;;;
91;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 65 ; 5.890.242 ; 144 ; 4.345.453 ; 209 ; 10.235.695 ; 77 ; 15.677.306 ; 117 ; 13.397.438 ; 194 ; 29.074.744 ; 403 ; 39.310.439 ;;;;
92;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO;;; 32 ; 1.188.301 ; 32 ; 12.338.048 ; 42 ; 5.511.281 ; 106 ; 19.037.630 ; 32 ; 7.262.120 ; 19 ; 12.903.446 ; 51 ; 20.165.566 ; 157 ; 39.203.197 ;;;;
93;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 116 ; 780.397 ; 510 ; 6.393.383 ; 626 ; 7.173.780 ; 187 ; 17.600.659 ; 42 ; 11.995.037 ; 229 ; 29.595.696 ; 855 ; 36.769.476 ;;;;
94;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 33 ; 997.993 ; 361 ; 1.003.568 ; 1.575 ; 13.431.717 ; 1.969 ; 15.433.278 ; 278 ; 17.238.679 ; 23 ; 3.864.280 ; 301 ; 21.102.959 ; 2.270 ; 36.536.237 ;;;;
95;59.285.411;BANCO PAN S.A.; 27 ; 17.784.246 ;;; 8 ; 973.177 ; 28 ; 859.988 ; 63 ; 19.617.411 ;;; 16 ; 16.450.000 ; 16 ; 16.450.000 ; 79 ; 36.067.411 ;;;;
96;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 270 ; 13.912.665 ; 2 ; 36.026 ; 118 ; 4.033.672 ; 390 ; 17.982.363 ; 194 ; 17.929.092 ; 1 ; 21.778 ; 195 ; 17.950.871 ; 585 ; 35.933.234 ;;;;
97;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 14 ; 228.948 ; 303 ; 6.286.126 ; 118 ; 1.624.743 ; 687 ; 9.576.308 ; 1.122 ; 17.716.124 ; 566 ; 15.842.935 ; 65 ; 1.846.956 ; 631 ; 17.689.891 ; 1.753 ; 35.406.015 ;;;;
98;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 29.893 ; 348 ; 13.739.329 ; 14 ; 178.825 ; 829 ; 2.841.279 ; 1.192 ; 16.789.326 ; 394 ; 16.593.954 ; 10 ; 207.305 ; 404 ; 16.801.259 ; 1.596 ; 33.590.586 ;;;;
99;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 61 ; 8.852.060 ; 119 ; 7.442.484 ; 10 ; 288.367 ; 56 ; 802.121 ; 246 ; 17.385.032 ; 41 ; 7.806.043 ; 28 ; 8.345.866 ; 69 ; 16.151.909 ; 315 ; 33.536.941 ;;;;
100;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 12 ; 106.023 ; 337 ; 6.753.115 ; 70 ; 1.135.874 ; 501 ; 9.787.305 ; 920 ; 17.782.317 ; 831 ; 15.521.736 ; 6 ; 224.279 ; 837 ; 15.746.015 ; 1.757 ; 33.528.333 ;;;;
101;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 388.743 ; 17 ; 5.168.155 ; 28 ; 6.528.448 ; 281 ; 7.287.128 ; 327 ; 19.372.473 ; 14 ; 9.760.000 ; 5 ; 4.260.000 ; 19 ; 14.020.000 ; 346 ; 33.392.473 ;;;;
102;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 13 ; 3.300.850 ;;; 4 ; 11.185 ; 7 ; 23.835 ; 24 ; 3.335.869 ; 22 ; 15.220.000 ; 27 ; 12.100.000 ; 49 ; 27.320.000 ; 73 ; 30.655.869 ;;;;
103;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 14 ; 590.893 ; 243 ; 6.737.855 ; 153 ; 748.336 ; 1.040 ; 7.420.086 ; 1.450 ; 15.497.170 ; 644 ; 12.771.762 ; 2 ; 104.015 ; 646 ; 12.875.777 ; 2.096 ; 28.372.947 ;;;;
104;65.982.589;GRACO CORRETORA DE CAMBIO S.A.;;; 134 ; 4.082.926 ; 98 ; 291.327 ; 440 ; 3.799.406 ; 672 ; 8.173.659 ; 325 ; 13.821.943 ; 44 ; 6.159.155 ; 369 ; 19.981.098 ; 1.041 ; 28.154.757 ;;;;
105;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 33 ; 576.091 ; 216 ; 288.516 ; 1.938 ; 5.457.517 ; 2.187 ; 6.322.124 ; 258 ; 10.911.895 ; 57 ; 5.167.374 ; 315 ; 16.079.269 ; 2.502 ; 22.401.393 ;;;;
106;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 29 ; 723.199 ; 152 ; 2.839.402 ; 111 ; 1.420.681 ; 710 ; 7.353.836 ; 1.002 ; 12.337.117 ; 256 ; 8.694.704 ; 4 ; 650.000 ; 260 ; 9.344.704 ; 1.262 ; 21.681.821 ;;;;
107;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 12 ; 400.494 ; 74 ; 120.255 ; 861 ; 9.751.974 ; 947 ; 10.272.722 ; 386 ; 10.251.848 ; 2 ; 190.000 ; 388 ; 10.441.848 ; 1.335 ; 20.714.571 ;;;;
108;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.;;; 92 ; 2.470.004 ; 139 ; 1.046.636 ; 2.174 ; 6.457.742 ; 2.405 ; 9.974.382 ; 259 ; 8.595.977 ; 29 ; 578.989 ; 288 ; 9.174.966 ; 2.693 ; 19.149.348 ;;;;
109;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 585 ; 754.553 ; 1.193 ; 9.051.881 ; 1.778 ; 9.806.434 ; 249 ; 8.759.808 ; 22 ; 39.145 ; 271 ; 8.798.953 ; 2.049 ; 18.605.387 ;;;;
110;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 108 ; 643.220 ; 449 ; 6.717.129 ; 557 ; 7.360.349 ; 325 ; 8.253.261 ; 30 ; 2.192.479 ; 355 ; 10.445.740 ; 912 ; 17.806.090 ;;;;
111;04.902.979;BANCO DA AMAZONIA S.A.; 40 ; 7.062.391 ; 30 ; 2.147.419 ; 13 ; 138.585 ; 52 ; 213.655 ; 135 ; 9.562.050 ; 6 ; 1.500.000 ; 13 ; 6.418.220 ; 19 ; 7.918.220 ; 154 ; 17.480.270 ;;;;
112;14.388.334;PARANµ BANCO S.A.; 3 ; 4.300.000 ;;;;; 2 ; 4.400.000 ; 5 ; 8.700.000 ; 2 ; 4.400.000 ; 3 ; 4.300.000 ; 5 ; 8.700.000 ; 10 ; 17.400.000 ;;;;
113;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 22.721 ; 79 ; 2.313.036 ; 88 ; 2.378.131 ; 696 ; 4.865.587 ; 864 ; 9.579.475 ; 123 ; 5.790.018 ; 12 ; 974.972 ; 135 ; 6.764.989 ; 999 ; 16.344.465 ;;;;
114;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 197 ; 485.030 ; 832 ; 7.527.216 ; 1.029 ; 8.012.246 ; 508 ; 7.035.984 ; 3 ; 1.411 ; 511 ; 7.037.395 ; 1.540 ; 15.049.641 ;;;;
115;92.894.922;BANCO ORIGINAL S.A.; 3 ; 3.551.457 ; 18 ; 4.032.603 ;;; 79 ; 295.678 ; 100 ; 7.879.738 ; 6 ; 2.179.982 ; 3 ; 3.510.000 ; 9 ; 5.689.982 ; 109 ; 13.569.720 ;;;;
116;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 2 ; 36.770 ; 36 ; 850.703 ; 68 ; 724.847 ; 686 ; 5.200.427 ; 792 ; 6.812.747 ; 84 ; 5.516.933 ; 4 ; 283.550 ; 88 ; 5.800.483 ; 880 ; 12.613.231 ;;;;
117;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 8 ; 211.208 ; 89 ; 2.039.386 ; 95 ; 264.631 ; 1.320 ; 3.846.735 ; 1.512 ; 6.361.960 ; 206 ; 5.398.477 ; 1 ; 19.708 ; 207 ; 5.418.185 ; 1.719 ; 11.780.145 ;;;;
118;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 6 ; 32.035 ; 137 ; 54.170 ; 1.101 ; 3.245.427 ; 1.244 ; 3.331.632 ; 220 ; 5.757.939 ; 24 ; 2.512.600 ; 244 ; 8.270.539 ; 1.488 ; 11.602.171 ;;;;
119;61.186.680;BANCO BMG S.A.;;;;;;; 9 ; 11.488.301 ; 9 ; 11.488.301 ;;;;; -   ; -   ; 9 ; 11.488.301 ;;;;
120;59.118.133;BANCO LUSO BRASILEIRO S.A.;;; 28 ; 2.256.156 ; 1 ; 29.975 ; 60 ; 2.024.981 ; 89 ; 4.311.113 ; 36 ; 5.309.266 ; 6 ; 658.871 ; 42 ; 5.968.137 ; 131 ; 10.279.250 ;;;;
121;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 172 ; 391.002 ; 577 ; 4.832.307 ; 749 ; 5.223.309 ; 290 ; 4.645.558 ; 7 ; 201.088 ; 297 ; 4.846.646 ; 1.046 ; 10.069.955 ;;;;
122;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 229 ; 1.554.501 ; 456 ; 4.756.429 ; 685 ; 6.310.929 ; 138 ; 3.251.830 ; 2 ; 8.397 ; 140 ; 3.260.228 ; 825 ; 9.571.157 ;;;;
123;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 5 ; 10.907 ; 291 ; 156.817 ; 2.718 ; 4.243.107 ; 3.014 ; 4.410.831 ; 107 ; 4.317.240 ; 5 ; 225.132 ; 112 ; 4.542.372 ; 3.126 ; 8.953.203 ;;;;
124;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.; 1 ; 4.650 ; 6 ; 72.184 ; 101 ; 446.672 ; 451 ; 4.101.862 ; 559 ; 4.625.369 ; 270 ; 3.804.984 ; 6 ; 48.388 ; 276 ; 3.853.372 ; 835 ; 8.478.741 ;;;;
125;33.042.151;BANCO DE LA NACION ARGENTINA; 6 ; 1.890.623 ; 4 ; 83.091 ; 262 ; 426.551 ; 93 ; 109.435 ; 365 ; 2.509.701 ; 10 ; 2.562.793 ; 9 ; 3.373.018 ; 19 ; 5.935.811 ; 384 ; 8.445.511 ;;;;
126;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 114 ; 252.041 ; 440 ; 3.979.985 ; 554 ; 4.232.026 ; 238 ; 3.717.436 ;;; 238 ; 3.717.436 ; 792 ; 7.949.462 ;;;;
127;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;;;; 50 ; 3.816.198 ; 50 ; 3.816.198 ; 140 ; 3.816.312 ;;; 140 ; 3.816.312 ; 190 ; 7.632.510 ;;;;
128;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 13 ; 1.882.959 ; 25 ; 639.688 ; 5 ; 663.957 ; 22 ; 245.074 ; 65 ; 3.431.677 ; 1 ; 100.190 ; 4 ; 3.910.084 ; 5 ; 4.010.274 ; 70 ; 7.441.951 ;;;;
129;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;;;; 66 ; 93.801 ; 499 ; 3.530.412 ; 565 ; 3.624.213 ; 87 ; 3.519.584 ; 6 ; 69.310 ; 93 ; 3.588.894 ; 658 ; 7.213.106 ;;;;
130;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 18 ; 19.661 ; 494 ; 3.558.179 ; 512 ; 3.577.840 ; 192 ; 3.583.386 ; 9 ; 15.363 ; 201 ; 3.598.749 ; 713 ; 7.176.590 ;;;;
131;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 832 ; 283.889 ; 2.808 ; 3.002.113 ; 3.640 ; 3.286.001 ; 59 ; 2.633.365 ;;; 59 ; 2.633.365 ; 3.699 ; 5.919.367 ;;;;
132;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 6 ; 436.780 ; 3 ; 105.610 ; 1 ; 5.400 ; 20 ; 844.624 ; 30 ; 1.392.414 ; 3 ; 2.010.000 ; 2 ; 2.026.772 ; 5 ; 4.036.772 ; 35 ; 5.429.186 ;;;;
133;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 10 ; 1.688.586 ; 5 ; 153.982 ; 30 ; 1.000.827 ; 11 ; 128.584 ; 56 ; 2.971.978 ; 3 ; 33.610 ; 10 ; 2.403.600 ; 13 ; 2.437.210 ; 69 ; 5.409.188 ;;;;
134;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;;;; 472 ; 280.844 ; 1.932 ; 2.708.541 ; 2.404 ; 2.989.385 ; 43 ; 2.212.498 ;;; 43 ; 2.212.498 ; 2.447 ; 5.201.883 ;;;;
135;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 3 ; 35.599 ; 78 ; 1.655.828 ; 3 ; 6.464 ; 230 ; 867.164 ; 314 ; 2.565.055 ; 154 ; 2.541.989 ; 9 ; 59.868 ; 163 ; 2.601.857 ; 477 ; 5.166.912 ;;;;
136;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;;; 24 ; 295.966 ; 29 ; 405.889 ; 350 ; 2.164.137 ; 403 ; 2.865.993 ; 192 ; 2.092.361 ; 12 ; 35.527 ; 204 ; 2.127.888 ; 607 ; 4.993.881 ;;;;
137;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 11 ; 506.328 ; 1 ; 184 ; 84 ; 1.466.453 ; 96 ; 1.972.965 ; 122 ; 2.344.217 ; 12 ; 389.578 ; 134 ; 2.733.795 ; 230 ; 4.706.760 ;;;;
138;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 226 ; 316.274 ; 235 ; 2.113.650 ; 461 ; 2.429.924 ; 91 ; 1.784.102 ;;; 91 ; 1.784.102 ; 552 ; 4.214.026 ;;;;
139;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 16 ; 35.487 ; 264 ; 1.940.782 ; 280 ; 1.976.269 ; 96 ; 1.894.174 ; 2 ; 19.601 ; 98 ; 1.913.775 ; 378 ; 3.890.044 ;;;;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 103 ; 313.545 ; 291 ; 1.758.855 ; 394 ; 2.072.400 ; 91 ; 1.434.394 ;;; 91 ; 1.434.394 ; 485 ; 3.506.794 ;;;;
141;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 16 ; 118.437 ;;; 88 ; 307.132 ; 670 ; 1.611.052 ; 774 ; 2.036.620 ; 92 ; 1.206.752 ; 2 ; 77.375 ; 94 ; 1.284.127 ; 868 ; 3.320.747 ;;;;
142;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;;;; 5 ; 1.438 ; 742 ; 1.542.377 ; 747 ; 1.543.815 ; 125 ; 1.543.351 ; 1 ; 928 ; 126 ; 1.544.279 ; 873 ; 3.088.095 ;;;;
143;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 28 ; 901.398 ; 1 ; 2.398 ; 71 ; 508.748 ; 100 ; 1.412.544 ; 46 ; 1.445.807 ;;; 46 ; 1.445.807 ; 146 ; 2.858.352 ;;;;
144;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 120 ; 577.862 ; 200 ; 1.366.671 ; 320 ; 1.944.534 ; 56 ; 745.778 ;;; 56 ; 745.778 ; 376 ; 2.690.312 ;;;;
145;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 52 ; 707.004 ; 4 ; 58.850 ; 230 ; 571.225 ; 286 ; 1.337.079 ; 70 ; 1.257.885 ; 1 ; 36.456 ; 71 ; 1.294.340 ; 357 ; 2.631.419 ;;;;
146;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;;;; 3 ; 3.883 ; 195 ; 1.284.375 ; 198 ; 1.288.258 ; 183 ; 1.280.491 ;;; 183 ; 1.280.491 ; 381 ; 2.568.749 ;;;;
147;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 121 ; 90.055 ; 759 ; 1.264.420 ; 880 ; 1.354.474 ; 156 ; 1.169.387 ; 1 ; 4.808 ; 157 ; 1.174.194 ; 1.037 ; 2.528.669 ;;;;
148;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 36 ; 32.904 ; 548 ; 1.173.147 ; 584 ; 1.206.051 ; 81 ; 1.163.747 ; 1 ; 2.755 ; 82 ; 1.166.502 ; 666 ; 2.372.553 ;;;;
149;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 8 ; 88.794 ; 2 ; 143.824 ; 47 ; 846.328 ; 57 ; 1.078.946 ; 45 ; 947.268 ; 2 ; 143.824 ; 47 ; 1.091.092 ; 104 ; 2.170.039 ;;;;
150;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 54 ; 32.710 ; 404 ; 1.058.409 ; 458 ; 1.091.119 ; 62 ; 1.015.983 ;;; 62 ; 1.015.983 ; 520 ; 2.107.102 ;;;;
151;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 62 ; 65.582 ; 131 ; 939.144 ; 193 ; 1.004.726 ; 75 ; 874.009 ;;; 75 ; 874.009 ; 268 ; 1.878.736 ;;;;
152;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 204 ; 114.932 ; 825 ; 864.187 ; 1.029 ; 979.118 ; 40 ; 793.777 ;;; 40 ; 793.777 ; 1.069 ; 1.772.895 ;;;;
153;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 331 ; 369.323 ; 573 ; 861.957 ; 904 ; 1.231.280 ; 58 ; 483.918 ;;; 58 ; 483.918 ; 962 ; 1.715.198 ;;;;
154;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 36 ; 18.999 ; 657 ; 750.424 ; 693 ; 769.423 ; 93 ; 795.629 ; 1 ; 20.000 ; 94 ; 815.629 ; 787 ; 1.585.052 ;;;;
155;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 36 ; 508.301 ; 36 ; 508.301 ; 29 ; 583.796 ; 1 ; 75.495 ; 30 ; 659.291 ; 66 ; 1.167.592 ;;;;
156;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;;;; 4 ; 399.892 ; 37 ; 160.343 ; 41 ; 560.235 ; 10 ; 185.732 ; 4 ; 399.892 ; 14 ; 585.624 ; 55 ; 1.145.858 ;;;;
157;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 5 ; 309.556 ;;; 12 ; 82.620 ; 61 ; 187.567 ; 78 ; 579.743 ; 1 ; 134.110 ; 2 ; 400.000 ; 3 ; 534.110 ; 81 ; 1.113.853 ;;;;
158;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 1 ; 250.000 ;;;;; 8 ; 101.024 ; 9 ; 351.024 ;;; 1 ; 500.000 ; 1 ; 500.000 ; 10 ; 851.024 ;;;;
159;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 29 ; 30.383 ; 93 ; 427.551 ; 122 ; 457.934 ; 54 ; 387.445 ;;; 54 ; 387.445 ; 176 ; 845.380 ;;;;
160;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 11 ; 19.056 ; 194 ; 389.427 ; 205 ; 408.484 ; 58 ; 374.774 ;;; 58 ; 374.774 ; 263 ; 783.258 ;;;;
161;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.;;;;; 21 ; 73.123 ; 165 ; 313.276 ; 186 ; 386.399 ; 101 ; 297.656 ; 13 ; 72.022 ; 114 ; 369.679 ; 300 ; 756.078 ;;;;
