Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Abril/2025;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.;SANTANDER - PRUDENCIAL; 25.358 ; 9.299.192.461 ; 82.222 ; 9.792.324.493 ; 103.551 ; 18.976.519.866 ; 235.033 ; 14.916.796.098 ; 446.164 ; 52.984.832.918 ; 3.578 ; 70.277.166.560 ; 4.039 ; 69.309.128.968 ; 7.617 ; 139.586.295.528 ; 453.781 ; 192.571.128.446 ;
2;60.701.190;ITAÚ UNIBANCO S.A.;ITAU - PRUDENCIAL; 37.628 ; 15.369.240.720 ; 133.735 ; 15.827.240.050 ; 181.947 ; 15.844.148.173 ; 228.602 ; 24.530.995.122 ; 581.912 ; 71.571.624.065 ; 2.312 ; 53.413.605.966 ; 2.233 ; 47.094.380.377 ; 4.545 ; 100.507.986.343 ; 586.457 ; 172.079.610.408 ;
3;33.172.537;BANCO J.P. MORGAN S.A.;JP MORGAN CHASE - PRUDENCIAL; 1.612 ; 2.953.405.776 ; 13.778 ; 3.316.208.753 ; 6.771 ; 23.031.138.874 ; 12.672 ; 23.546.726.215 ; 34.833 ; 52.847.479.618 ; 1.932 ; 27.462.128.461 ; 2.504 ; 27.080.303.476 ; 4.436 ; 54.542.431.937 ; 39.269 ; 107.389.911.555 ;
4;33.479.023;BANCO CITIBANK S.A.;CITIBANK - PRUDENCIAL; 5.894 ; 8.553.586.812 ; 26.727 ; 6.897.462.096 ; 23.028 ; 21.617.290.076 ; 47.738 ; 26.953.023.627 ; 103.387 ; 64.021.362.611 ; 862 ; 15.466.127.093 ; 812 ; 13.234.467.597 ; 1.674 ; 28.700.594.690 ; 105.061 ; 92.721.957.301 ;
5;30.306.294;BANCO BTG PACTUAL S.A.;BTG PACTUAL - PRUDENCIAL; 1.424 ; 3.166.438.345 ; 7.026 ; 1.918.230.747 ; 19.076 ; 4.520.483.339 ; 57.122 ; 6.169.664.993 ; 84.648 ; 15.774.817.424 ; 1.276 ; 32.543.218.300 ; 1.921 ; 35.434.593.062 ; 3.197 ; 67.977.811.362 ; 87.845 ; 83.752.628.786 ;
6;00.000.000;BANCO DO BRASIL S.A.;BB - PRUDENCIAL; 32.266 ; 17.955.218.977 ; 85.877 ; 10.611.900.436 ; 180.276 ; 9.122.797.302 ; 167.235 ; 13.590.635.997 ; 465.654 ; 51.280.552.712 ; 1.058 ; 5.232.134.671 ; 1.101 ; 10.002.741.657 ; 2.159 ; 15.234.876.328 ; 467.813 ; 66.515.429.040 ;
7;60.746.948;BANCO BRADESCO S.A.;BRADESCO - PRUDENCIAL; 17.022 ; 12.356.116.075 ; 50.792 ; 6.073.053.537 ; 86.011 ; 7.470.677.658 ; 125.335 ; 10.208.098.181 ; 279.160 ; 36.107.945.451 ; 3.571 ; 11.861.494.681 ; 3.602 ; 15.572.142.323 ; 7.173 ; 27.433.637.004 ; 286.333 ; 63.541.582.455 ;
8;01.522.368;BANCO BNP PARIBAS BRASIL S.A.;BNP PARIBAS - PRUDENCIAL; 794 ; 1.871.250.993 ; 4.976 ; 1.332.299.366 ; 6.336 ; 7.820.096.929 ; 11.371 ; 6.751.294.322 ; 23.477 ; 17.774.941.610 ; 1.418 ; 15.695.575.958 ; 1.553 ; 18.060.125.462 ; 2.971 ; 33.755.701.420 ; 26.448 ; 51.530.643.030 ;
9;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;BOFA MERRILL LYNCH - PRUDENCIAL; 942 ; 3.092.303.706 ; 4.241 ; 1.459.392.509 ; 2.140 ; 8.711.452.361 ; 2.665 ; 9.917.087.450 ; 9.988 ; 23.180.236.026 ; 894 ; 7.188.243.510 ; 1.155 ; 9.217.269.158 ; 2.049 ; 16.405.512.668 ; 12.037 ; 39.585.748.694 ;
