Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Jul/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
68;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 175 ; 4.126.629 ; 6.043 ; 167.385.222 ; 2.273 ; 21.708.181 ; 7.769 ; 78.133.039 ; 16.260 ; 271.353.071 ; 9.138 ; 262.435.575 ; 1.004 ; 42.704.931 ; 10.142 ; 305.140.506 ; 26.402 ; 576.493.576 ;
69;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 18 ; 387.498 ; 859 ; 21.736.032 ; 605 ; 3.511.427 ; 6.211 ; 87.268.782 ; 7.693 ; 112.903.739 ; 7.943 ; 248.955.080 ; 475 ; 143.780.707 ; 8.418 ; 392.735.787 ; 16.111 ; 505.639.526 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 715 ; 24.953.889 ; 4.684 ; 148.711.508 ; 2.101 ; 47.499.101 ; 5.272 ; 59.034.594 ; 12.772 ; 280.199.091 ; 2.114 ; 174.189.800 ; 216 ; 38.759.196 ; 2.330 ; 212.948.997 ; 15.102 ; 493.148.088 ;
71;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 12 ; 61.000.000 ; 733 ; 114.225.517 ; 64 ; 60.207.468 ; 109 ; 31.839.118 ; 918 ; 267.272.104 ; 211 ; 110.674.388 ; 62 ; 113.030.000 ; 273 ; 223.704.388 ; 1.191 ; 490.976.492 ;
72;30.723.886;BANCO MODAL S.A.; 23 ; 16.918.095 ; 308 ; 27.077.057 ; 170 ; 175.973.231 ; 559 ; 145.860.621 ; 1.060 ; 365.829.004 ; 37 ; 48.660.894 ; 34 ; 67.028.280 ; 71 ; 115.689.174 ; 1.131 ; 481.518.178 ;
73;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 5 ; 45.648 ; 280 ; 11.160.984 ; 6.597 ; 24.192.179 ; 12.141 ; 91.294.966 ; 19.023 ; 126.693.778 ; 9.789 ; 211.071.200 ; 432 ; 133.197.777 ; 10.221 ; 344.268.977 ; 29.244 ; 470.962.755 ;
74;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 234 ; 75.180.302 ; 278 ; 42.092.517 ; 139 ; 31.146.776 ; 309 ; 22.253.101 ; 960 ; 170.672.696 ; 130 ; 125.907.454 ; 142 ; 163.501.526 ; 272 ; 289.408.981 ; 1.232 ; 460.081.677 ;
75;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 2.817 ; 140.330.870 ; 2.343 ; 64.640.913 ; 1.027 ; 26.363.641 ; 1.665 ; 76.881.900 ; 7.852 ; 308.217.324 ; 164 ; 48.842.752 ; 106 ; 79.237.183 ; 270 ; 128.079.935 ; 8.122 ; 436.297.259 ;
76;60.889.128;BANCO SOFISA S.A.; 715 ; 184.088.679 ; 632 ; 40.534.374 ; 108 ; 7.670.383 ; 647 ; 9.623.863 ; 2.102 ; 241.917.299 ; 72 ; 22.272.902 ; 82 ; 170.600.476 ; 154 ; 192.873.378 ; 2.256 ; 434.790.676 ;
77;62.144.175;BANCO PINE S.A.; 74 ; 53.087.725 ; 61 ; 67.873.621 ; 29 ; 68.818.204 ; 302 ; 89.272.705 ; 466 ; 279.052.255 ; 22 ; 121.527.526 ; 11 ; 16.018.495 ; 33 ; 137.546.022 ; 499 ; 416.598.277 ;
78;15.114.366;BANCO BBM S/A; 200 ; 119.187.455 ; 8 ; 3.564.541 ; 79 ; 56.466.032 ; 247 ; 48.392.465 ; 534 ; 227.610.493 ; 36 ; 26.170.014 ; 74 ; 156.906.521 ; 110 ; 183.076.535 ; 644 ; 410.687.027 ;
79;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 9 ; 2.887.988 ; 78 ; 36.842.694 ; 293 ; 140.681.075 ; 1.285 ; 71.539.214 ; 1.665 ; 251.950.971 ; 76 ; 51.947.460 ; 58 ; 86.996.979 ; 134 ; 138.944.439 ; 1.799 ; 390.895.410 ;
80;92.894.922;BANCO ORIGINAL S.A.; 82 ; 144.343.233 ; 571 ; 90.988.996 ; 208 ; 3.819.424 ; 1.278 ; 34.779.475 ; 2.139 ; 273.931.127 ; 79 ; 47.509.562 ; 33 ; 53.380.960 ; 112 ; 100.890.523 ; 2.251 ; 374.821.650 ;
81;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 575 ; 97.867.110 ; 767 ; 47.654.691 ; 447 ; 2.383.149 ; 384 ; 16.185.513 ; 2.173 ; 164.090.462 ; 388 ; 63.666.764 ; 237 ; 98.526.881 ; 625 ; 162.193.645 ; 2.798 ; 326.284.107 ;
82;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 48 ; 643.522 ; 2.273 ; 100.149.448 ; 521 ; 4.013.019 ; 4.526 ; 54.630.437 ; 7.368 ; 159.436.427 ; 4.509 ; 158.397.378 ; 100 ; 8.258.284 ; 4.609 ; 166.655.662 ; 11.977 ; 326.092.088 ;
83;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 41 ; 747.067 ; 933 ; 38.247.874 ; 750 ; 2.724.381 ; 2.660 ; 19.561.327 ; 4.384 ; 61.280.649 ; 2.649 ; 158.977.307 ; 426 ; 104.378.717 ; 3.075 ; 263.356.024 ; 7.459 ; 324.636.673 ;
84;61.024.352;BANCO INDUSVAL S.A.; 317 ; 63.573.109 ; 308 ; 20.156.204 ; 126 ; 12.166.002 ; 511 ; 39.296.649 ; 1.262 ; 135.191.964 ; 133 ; 80.057.869 ; 146 ; 104.954.542 ; 279 ; 185.012.411 ; 1.541 ; 320.204.375 ;
85;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 165 ; 6.077.333 ; 3.704 ; 98.418.628 ; 2.077 ; 14.562.068 ; 6.335 ; 52.607.282 ; 12.281 ; 171.665.313 ; 4.169 ; 136.948.052 ; 326 ; 6.577.567 ; 4.495 ; 143.525.619 ; 16.776 ; 315.190.931 ;
86;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 59 ; 23.287.146 ; 40 ; 3.559.567 ; 80 ; 81.473.605 ; 249 ; 42.725.442 ; 428 ; 151.045.759 ; 19 ; 37.273.221 ; 30 ; 95.683.053 ; 49 ; 132.956.274 ; 477 ; 284.002.033 ;
87;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 326 ; 6.683.263 ; 4.628 ; 86.453.069 ; 1.220 ; 21.850.319 ; 4.651 ; 40.662.494 ; 10.825 ; 155.649.145 ; 2.831 ; 109.146.213 ; 147 ; 10.535.032 ; 2.978 ; 119.681.244 ; 13.803 ; 275.330.389 ;
88;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 25 ; 1.272.356 ; 318 ; 6.205.016 ; 2.517 ; 14.553.927 ; 10.242 ; 96.707.438 ; 13.102 ; 118.738.738 ; 5.943 ; 121.652.159 ; 432 ; 34.501.396 ; 6.375 ; 156.153.555 ; 19.477 ; 274.892.293 ;
89;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 29 ; 472.867 ; 325 ; 2.529.995 ; 1.138 ; 134.719.411 ; 1.492 ; 137.722.273 ; 7.858 ; 133.685.135 ; 24 ; 753.618 ; 7.882 ; 134.438.752 ; 9.374 ; 272.161.025 ;
90;61.033.106;BANCO BPN BRASIL S.A.; 18 ; 623.228 ; 19 ; 532.506 ; 259 ; 109.576.423 ; 145 ; 68.327.618 ; 441 ; 179.059.775 ; 63 ; 22.624.863 ; 102 ; 63.876.950 ; 165 ; 86.501.812 ; 606 ; 265.561.587 ;
91;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 56 ; 35.949.251 ; 49 ; 9.439.661 ; 51 ; 33.586.996 ; 69 ; 45.889.988 ; 225 ; 124.865.896 ; 45 ; 51.038.526 ; 82 ; 65.197.988 ; 127 ; 116.236.514 ; 352 ; 241.102.409 ;
92;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 990 ; 4.608.466 ; 3.806 ; 118.769.589 ; 4.796 ; 123.378.054 ; 4.391 ; 114.775.401 ; 39 ; 345.044 ; 4.430 ; 115.120.445 ; 9.226 ; 238.498.499 ;
93;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 20 ; 210.272 ; 984 ; 8.370.174 ; 2.578 ; 71.898.268 ; 3.582 ; 80.478.713 ; 6.778 ; 106.568.449 ; 400 ; 42.799.595 ; 7.178 ; 149.368.044 ; 10.760 ; 229.846.757 ;
94;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 4 ; 88.661 ; 1.087 ; 28.048.688 ; 97 ; 179.204 ; 4.419 ; 76.707.372 ; 5.607 ; 105.023.924 ; 3.948 ; 113.306.192 ; 89 ; 8.817.116 ; 4.037 ; 122.123.307 ; 9.644 ; 227.147.232 ;
95;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 65 ; 51.260.108 ; 8 ; 5.042.336 ; 17 ; 39.350.677 ; 212 ; 5.919.019 ; 302 ; 101.572.140 ; 24 ; 10.921.958 ; 38 ; 87.641.413 ; 62 ; 98.563.371 ; 364 ; 200.135.511 ;
96;59.285.411;BANCO PAN S.A.; 34 ; 10.986.565 ;;; 72 ; 8.674.358 ; 232 ; 66.374.602 ; 338 ; 86.035.525 ; 6 ; 62.831.463 ; 29 ; 45.100.029 ; 35 ; 107.931.492 ; 373 ; 193.967.016 ;
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 161 ; 2.144.522 ; 2.165 ; 43.487.933 ; 650 ; 6.456.347 ; 3.659 ; 46.969.698 ; 6.635 ; 99.058.499 ; 9.220 ; 86.135.107 ; 257 ; 4.278.307 ; 9.477 ; 90.413.413 ; 16.112 ; 189.471.912 ;
98;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 151 ; 3.607.941 ; 1.733 ; 40.955.600 ; 1.192 ; 10.343.526 ; 6.144 ; 51.690.944 ; 9.220 ; 106.598.011 ; 6.351 ; 79.610.256 ; 46 ; 924.824 ; 6.397 ; 80.535.080 ; 15.617 ; 187.133.090 ;
99;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 130 ; 3.453.222 ; 2.923 ; 10.976.770 ; 6.487 ; 87.917.937 ; 9.540 ; 102.347.929 ; 4.540 ; 80.854.048 ; 20 ; 380.043 ; 4.560 ; 81.234.091 ; 14.100 ; 183.582.020 ;
100;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 7 ; 180.048 ; 45 ; 1.120.652 ; 988 ; 10.294.154 ; 2.260 ; 26.545.172 ; 3.300 ; 38.140.026 ; 1.329 ; 69.423.518 ; 362 ; 52.243.674 ; 1.691 ; 121.667.192 ; 4.991 ; 159.807.218 ;
101;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 116 ; 18.809.497 ; 99 ; 2.114.378 ; 20 ; 10.597.025 ; 135 ; 33.014.165 ; 370 ; 64.535.065 ; 34 ; 48.694.415 ; 53 ; 42.330.356 ; 87 ; 91.024.771 ; 457 ; 155.559.835 ;
102;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 9 ; 71.517 ; 218 ; 3.311.920 ; 3.718 ; 7.746.393 ; 7.250 ; 41.801.122 ; 11.195 ; 52.930.952 ; 3.513 ; 59.617.359 ; 197 ; 22.231.676 ; 3.710 ; 81.849.035 ; 14.905 ; 134.779.988 ;
103;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 150 ; 4.827.615 ; 1.189 ; 34.653.555 ; 776 ; 5.178.146 ; 2.878 ; 20.595.557 ; 4.993 ; 65.254.873 ; 2.607 ; 50.184.864 ; 191 ; 4.910.101 ; 2.798 ; 55.094.964 ; 7.791 ; 120.349.838 ;
104;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 10 ; 24.166 ; 854 ; 26.025.110 ; 919 ; 9.254.735 ; 9.326 ; 23.206.031 ; 11.109 ; 58.510.042 ; 2.449 ; 49.277.853 ; 346 ; 9.966.217 ; 2.795 ; 59.244.069 ; 13.904 ; 117.754.111 ;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 122 ; 1.770.106 ; 959 ; 18.627.478 ; 1.111 ; 11.543.636 ; 3.309 ; 35.676.867 ; 5.501 ; 67.618.087 ; 2.770 ; 45.376.661 ; 52 ; 4.300.603 ; 2.822 ; 49.677.264 ; 8.323 ; 117.295.351 ;
106;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 22 ; 353.144 ; 436 ; 11.447.424 ; 1.435 ; 11.118.113 ; 2.823 ; 31.619.490 ; 4.716 ; 54.538.171 ; 2.719 ; 43.239.558 ; 334 ; 11.591.572 ; 3.053 ; 54.831.131 ; 7.769 ; 109.369.301 ;
107;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 23 ; 420.168 ; 769 ; 18.359.006 ; 195 ; 3.322.936 ; 4.889 ; 30.227.689 ; 5.876 ; 52.329.799 ; 3.472 ; 49.236.900 ; 154 ; 4.383.133 ; 3.626 ; 53.620.034 ; 9.502 ; 105.949.832 ;
108;33.042.151;BANCO DE LA NACION ARGENTINA; 36 ; 10.194.168 ; 46 ; 6.788.561 ; 2.526 ; 3.195.916 ; 647 ; 1.220.045 ; 3.255 ; 21.398.691 ; 50 ; 33.718.481 ; 59 ; 39.165.143 ; 109 ; 72.883.623 ; 3.364 ; 94.282.314 ;
109;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 86 ; 283.992 ; 269 ; 4.111.180 ; 3.139 ; 4.797.898 ; 14.568 ; 30.327.688 ; 18.062 ; 39.520.758 ; 2.124 ; 39.891.032 ; 132 ; 10.481.793 ; 2.256 ; 50.372.825 ; 20.318 ; 89.893.583 ;
110;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 87 ; 2.359.069 ; 142 ; 808.882 ; 442 ; 41.318.570 ; 671 ; 44.486.520 ; 1.831 ; 43.401.620 ; 9 ; 521.603 ; 1.840 ; 43.923.224 ; 2.511 ; 88.409.744 ;
111;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 895 ; 3.005.470 ; 2.206 ; 42.116.845 ; 3.101 ; 45.122.316 ; 2.043 ; 39.274.641 ; 20 ; 139.046 ; 2.063 ; 39.413.687 ; 5.164 ; 84.536.002 ;
112;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 91 ; 3.204.647 ; 470 ; 12.690.836 ; 3.303 ; 31.314.143 ; 3.864 ; 47.209.626 ; 64 ; 26.945.504 ; 20 ; 8.245.226 ; 84 ; 35.190.730 ; 3.948 ; 82.400.355 ;
113;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 188 ; 3.509.117 ; 179 ; 1.522.751 ; 926 ; 34.672.634 ; 1.293 ; 39.704.502 ; 2.036 ; 37.817.962 ; 29 ; 1.136.709 ; 2.065 ; 38.954.671 ; 3.358 ; 78.659.173 ;
114;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 26 ; 1.202.884 ; 16 ; 2.149.786 ; 270 ; 3.277.038 ; 437 ; 21.651.173 ; 749 ; 28.280.882 ; 154 ; 23.081.655 ; 36 ; 26.724.429 ; 190 ; 49.806.084 ; 939 ; 78.086.966 ;
115;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 11 ; 650.348 ; 305 ; 6.081.557 ; 336 ; 13.262.072 ; 2.042 ; 24.364.602 ; 2.694 ; 44.358.579 ; 783 ; 24.433.455 ; 141 ; 7.898.580 ; 924 ; 32.332.035 ; 3.618 ; 76.690.614 ;
116;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 81.266 ; 2 ; 137.224 ; 4.062 ; 37.568.130 ; 89 ; 354.857 ; 4.154 ; 38.141.477 ; 26 ; 344.009 ; 271 ; 37.501.604 ; 297 ; 37.845.614 ; 4.451 ; 75.987.090 ;
117;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 280 ; 904.727 ; 2.281 ; 36.481.133 ; 2.561 ; 37.385.860 ; 4.447 ; 36.090.105 ; 51 ; 559.440 ; 4.498 ; 36.649.545 ; 7.059 ; 74.035.405 ;
118;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 30 ; 612.549 ; 46 ; 522.742 ; 1.516 ; 4.392.931 ; 4.111 ; 34.846.049 ; 5.703 ; 40.374.271 ; 2.780 ; 30.909.369 ; 28 ; 578.969 ; 2.808 ; 31.488.338 ; 8.511 ; 71.862.609 ;
119;04.902.979;BANCO DA AMAZONIA S.A.; 290 ; 25.591.585 ; 173 ; 6.298.676 ; 126 ; 1.734.315 ; 419 ; 2.576.619 ; 1.008 ; 36.201.194 ; 50 ; 7.138.943 ; 150 ; 25.732.036 ; 200 ; 32.870.979 ; 1.208 ; 69.072.173 ;
120;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 52 ; 1.820.962 ; 601 ; 26.502.580 ; 93 ; 1.327.957 ; 1.118 ; 2.542.267 ; 1.864 ; 32.193.766 ; 1.191 ; 29.811.319 ; 133 ; 3.768.817 ; 1.324 ; 33.580.136 ; 3.188 ; 65.773.902 ;
121;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 7 ; 82.404 ; 927 ; 3.347.922 ; 3.114 ; 31.063.949 ; 4.048 ; 34.494.275 ; 1.774 ; 27.729.498 ; 88 ; 258.014 ; 1.862 ; 27.987.512 ; 5.910 ; 62.481.786 ;
122;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 25 ; 274.310 ; 280 ; 7.799.271 ; 868 ; 5.191.710 ; 2.489 ; 18.497.664 ; 3.662 ; 31.762.955 ; 2.061 ; 23.537.542 ; 224 ; 2.637.037 ; 2.285 ; 26.174.578 ; 5.947 ; 57.937.533 ;
123;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 3 ; 300.000 ; 244 ; 3.740.634 ; 276 ; 4.091.066 ; 3.937 ; 21.435.940 ; 4.460 ; 29.567.639 ; 1.131 ; 24.477.620 ; 88 ; 3.674.350 ; 1.219 ; 28.151.970 ; 5.679 ; 57.719.609 ;
124;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 33 ; 686.081 ; 644 ; 24.796.364 ; 677 ; 25.482.446 ; 595 ; 24.498.160 ; 14 ; 388.305 ; 609 ; 24.886.464 ; 1.286 ; 50.368.910 ;
125;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 9.118 ; 4.020.636 ; 16.672 ; 20.747.853 ; 25.790 ; 24.768.489 ; 540 ; 16.673.558 ; 1 ; 31.004 ; 541 ; 16.704.562 ; 26.331 ; 41.473.051 ;
126;07.679.404;BANCO TOPÁZIO S.A.; 5 ; 2.693.652 ; 63 ; 3.692.633 ; 308 ; 5.136.487 ; 497 ; 11.390.589 ; 873 ; 22.913.361 ; 56 ; 12.522.071 ; 26 ; 5.219.906 ; 82 ; 17.741.977 ; 955 ; 40.655.338 ;
127;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 2.179 ; 3.180.308 ; 9.566 ; 19.300.075 ; 11.745 ; 22.480.383 ; 341 ; 15.488.981 ;;; 341 ; 15.488.981 ; 12.086 ; 37.969.364 ;
128;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.273 ; 10.279.626 ; 1.794 ; 17.428.060 ; 3.067 ; 27.707.685 ; 2.225 ; 8.407.958 ; 63 ; 1.211.196 ; 2.288 ; 9.619.155 ; 5.355 ; 37.326.840 ;
129;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 10 ; 217.982 ; 100 ; 1.936.848 ; 238 ; 2.625.333 ; 1.667 ; 15.972.711 ; 2.015 ; 20.752.873 ; 795 ; 15.738.119 ; 65 ; 670.218 ; 860 ; 16.408.337 ; 2.875 ; 37.161.209 ;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 7 ; 33.137 ; 688 ; 1.931.845 ; 1.362 ; 16.694.999 ; 2.057 ; 18.659.981 ; 1.227 ; 14.978.046 ; 43 ; 157.228 ; 1.270 ; 15.135.274 ; 3.327 ; 33.795.255 ;
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 14.585 ; 1.169 ; 9.385.113 ; 1.417 ; 14.801.586 ; 2.588 ; 24.201.284 ; 703 ; 6.771.462 ; 79 ; 1.400.431 ; 782 ; 8.171.893 ; 3.370 ; 32.373.178 ;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 4 ; 9.514 ; 2.911 ; 1.517.968 ; 13.280 ; 13.049.468 ; 16.195 ; 14.576.951 ; 579 ; 12.120.795 ; 25 ; 404.279 ; 604 ; 12.525.074 ; 16.799 ; 27.102.025 ;
133;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 96.964 ; 48 ; 539.614 ; 744 ; 467.640 ; 7.112 ; 12.289.915 ; 7.908 ; 13.394.133 ; 1.732 ; 12.251.833 ; 5 ; 33.512 ; 1.737 ; 12.285.344 ; 9.645 ; 25.679.477 ;
134;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 106 ; 4.041.460 ; 39 ; 1.987.917 ; 92 ; 1.231.294 ; 674 ; 4.091.359 ; 911 ; 11.352.030 ; 124 ; 5.899.794 ; 82 ; 5.034.032 ; 206 ; 10.933.826 ; 1.117 ; 22.285.856 ;
135;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 929 ; 3.467.008 ; 1.410 ; 9.604.978 ; 2.339 ; 13.071.986 ; 543 ; 6.525.577 ; 8 ; 345.000 ; 551 ; 6.870.577 ; 2.890 ; 19.942.563 ;
136;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 108 ; 760.755 ; 48 ; 569.240 ; 573 ; 3.166.272 ; 3.358 ; 7.524.731 ; 4.087 ; 12.020.997 ; 642 ; 5.920.861 ; 72 ; 1.723.317 ; 714 ; 7.644.177 ; 4.801 ; 19.665.174 ;
137;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 831 ; 2.996.708 ; 1.621 ; 9.287.778 ; 2.452 ; 12.284.486 ; 626 ; 6.337.028 ;;; 626 ; 6.337.028 ; 3.078 ; 18.621.514 ;
138;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 247 ; 433.972 ; 1.316 ; 8.564.381 ; 1.563 ; 8.998.353 ; 1.731 ; 8.790.162 ; 18 ; 649.876 ; 1.749 ; 9.440.038 ; 3.312 ; 18.438.391 ;
139;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 2 ; 33.939 ; 37 ; 1.192.634 ; 257 ; 3.640.019 ; 856 ; 4.381.581 ; 1.152 ; 9.248.175 ; 440 ; 5.114.919 ; 126 ; 3.220.240 ; 566 ; 8.335.159 ; 1.718 ; 17.583.333 ;
140;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 18.000 ; 7.637.876 ; 12.149 ; 7.428.407 ; 30.149 ; 15.066.283 ; 254 ; 1.074.264 ; 43 ; 1.112.442 ; 297 ; 2.186.706 ; 30.446 ; 17.252.989 ;
141;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 738 ; 2.411.346 ; 1.142 ; 8.068.047 ; 1.880 ; 10.479.393 ; 587 ; 5.719.563 ; 2 ; 21.139 ; 589 ; 5.740.701 ; 2.469 ; 16.220.094 ;
142;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 120 ; 147.902 ; 915 ; 7.923.673 ; 1.035 ; 8.071.575 ; 1.241 ; 7.825.949 ; 40 ; 25.156 ; 1.281 ; 7.851.105 ; 2.316 ; 15.922.679 ;
143;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 1.633 ; 94 ; 3.711.411 ; 66 ; 955.786 ; 534 ; 2.350.399 ; 695 ; 7.019.229 ; 555 ; 6.190.133 ; 46 ; 944.054 ; 601 ; 7.134.187 ; 1.296 ; 14.153.416 ;
144;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 7.117 ; 2.685.165 ; 9.013 ; 6.765.000 ; 16.130 ; 9.450.164 ; 441 ; 4.318.033 ; 14 ; 225.184 ; 455 ; 4.543.217 ; 16.585 ; 13.993.382 ;
145;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 1.024 ; 722.959 ; 1.358 ; 2.800.024 ; 2.382 ; 3.522.983 ; 281 ; 6.246.427 ; 120 ; 4.162.957 ; 401 ; 10.409.384 ; 2.783 ; 13.932.367 ;
146;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 661 ; 3.655.625 ; 882 ; 6.192.588 ; 1.543 ; 9.848.213 ; 372 ; 2.805.441 ; 33 ; 261.349 ; 405 ; 3.066.790 ; 1.948 ; 12.915.003 ;
147;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 40 ; 1.238.840 ; 86 ; 1.943.860 ; 13 ; 95.164 ; 230 ; 2.789.484 ; 369 ; 6.067.349 ; 147 ; 4.718.127 ; 42 ; 1.308.082 ; 189 ; 6.026.209 ; 558 ; 12.093.558 ;
148;14.388.334;PARANÁ BANCO S.A.; 15 ; 1.621.445 ; 7 ; 2.304.195 ;;; 30 ; 106.455 ; 52 ; 4.032.094 ; 2 ; 2.700.000 ; 8 ; 5.300.000 ; 10 ; 8.000.000 ; 62 ; 12.032.094 ;
149;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 7 ; 238.556 ; 51 ; 308.803 ; 757 ; 5.379.683 ; 815 ; 5.927.042 ; 1.196 ; 5.512.635 ; 25 ; 205.278 ; 1.221 ; 5.717.913 ; 2.036 ; 11.644.955 ;
150;00.416.968;BANCO INTERMEDIUM S/A;;;;; 8 ; 95.315 ; 62 ; 5.267.743 ; 70 ; 5.363.058 ; 25 ; 5.839.748 ; 18 ; 205.290 ; 43 ; 6.045.038 ; 113 ; 11.408.096 ;
