Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em JANEIRO/ 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
72;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 57 ; 3.635.771 ; 665 ; 2.498.210 ; 1.808 ; 19.002.767 ; 2.530 ; 25.136.748 ; 794 ; 35.941.309 ; 96 ; 16.399.470 ; 890 ; 52.340.779 ; 3.420 ; 77.477.527 ;;;;
73;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 809.806 ; 18 ; 13.411.160 ; 42 ; 17.111.661 ; 214 ; 16.674.005 ; 275 ; 48.006.632 ; 13 ; 19.760.000 ; 5 ; 7.800.000 ; 18 ; 27.560.000 ; 293 ; 75.566.632 ;;;;
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 42 ; 1.396.238 ; 930 ; 28.000.633 ; 234 ; 5.120.631 ; 657 ; 8.708.460 ; 1.863 ; 43.225.962 ; 275 ; 30.999.177 ; 8 ; 785.750 ; 283 ; 31.784.927 ; 2.146 ; 75.010.889 ;;;;
75;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;;;;;; 901 ; 35.145.855 ; 901 ; 35.145.855 ; 83 ; 35.143.157 ;;; 83 ; 35.143.157 ; 984 ; 70.289.012 ;;;;
76;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 18 ; 23.383.262 ; 34 ; 9.645.868 ; 5 ; 1.676 ; 73 ; 1.068.908 ; 130 ; 34.099.715 ; 4 ; 9.363.625 ; 8 ; 22.501.770 ; 12 ; 31.865.395 ; 142 ; 65.965.110 ;;;;
77;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 5 ; 75.505 ; 243 ; 10.953.903 ; 135 ; 405.546 ; 5.106 ; 20.057.187 ; 5.489 ; 31.492.141 ; 691 ; 30.677.664 ; 1 ; 229 ; 692 ; 30.677.893 ; 6.181 ; 62.170.035 ;;;;
78;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 36 ; 16.407.378 ; 21 ; 13.941.073 ; 57 ; 30.348.451 ; 16 ; 13.965.000 ; 20 ; 16.431.000 ; 36 ; 30.396.000 ; 93 ; 60.744.451 ;;;;
79;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 2 ; 30.000.000 ;;; 2 ; 30.000.000 ;;; 2 ; 30.000.000 ; 2 ; 30.000.000 ; 4 ; 60.000.000 ;;;;
80;60.889.128;BANCO SOFISA S.A.; 116 ; 26.340.819 ; 78 ; 8.410.243 ; 26 ; 5.759.496 ; 94 ; 5.206.456 ; 314 ; 45.717.014 ; 13 ; 3.977.671 ; 6 ; 8.890.412 ; 19 ; 12.868.083 ; 333 ; 58.585.097 ;;;;
81;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 303 ; 18.038.955 ; 191 ; 7.684.760 ; 122 ; 3.009.901 ; 167 ; 13.841.243 ; 783 ; 42.574.860 ; 12 ; 7.723.000 ; 15 ; 7.036.830 ; 27 ; 14.759.830 ; 810 ; 57.334.690 ;;;;
82;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 74 ; 1.605.349 ; 726 ; 17.929.411 ; 87 ; 2.008.312 ; 566 ; 5.387.996 ; 1.453 ; 26.931.068 ; 295 ; 20.011.856 ; 4 ; 296.644 ; 299 ; 20.308.500 ; 1.752 ; 47.239.568 ;;;;
83;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 3 ; 1.019.886 ; 20 ; 9.574.190 ; 13 ; 612.368 ; 48 ; 2.649.076 ; 84 ; 13.855.519 ; 33 ; 21.108.121 ; 15 ; 10.507.202 ; 48 ; 31.615.323 ; 132 ; 45.470.842 ;;;;
84;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 1 ; 83.605 ; 4 ; 26.007 ; 40 ; 51.461 ; 7.992 ; 21.995.705 ; 8.037 ; 22.156.778 ; 289 ; 22.041.220 ; 2 ; 59.683 ; 291 ; 22.100.904 ; 8.328 ; 44.257.682 ;;;;
85;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 80 ; 11.678.660 ; 135 ; 9.338.500 ; 9 ; 29.896 ; 64 ; 1.481.479 ; 288 ; 22.528.534 ; 44 ; 9.885.537 ; 30 ; 10.807.059 ; 74 ; 20.692.596 ; 362 ; 43.221.131 ;;;;
86;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 22 ; 1.136.120 ; 52 ; 12.510.218 ; 41 ; 1.122.318 ; 118 ; 21.651.956 ; 18 ; 1.974.358 ; 23 ; 19.138.005 ; 41 ; 21.112.363 ; 159 ; 42.764.319 ;;;;
87;30.723.886;BANCO MODAL S.A.; 17 ; 4.701.836 ; 80 ; 12.433.656 ; 11 ; 5.737.563 ; 33 ; 1.758.091 ; 141 ; 24.631.146 ; 9 ; 9.548.798 ; 7 ; 5.546.410 ; 16 ; 15.095.208 ; 157 ; 39.726.354 ;;;;
88;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 5 ; 139.493 ; 401 ; 1.679.805 ; 745 ; 19.456.267 ; 1.151 ; 21.275.565 ; 563 ; 17.959.448 ; 10 ; 35.968 ; 573 ; 17.995.416 ; 1.724 ; 39.270.981 ;;;;
89;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 26 ; 617.649 ; 370 ; 8.629.787 ; 199 ; 1.757.088 ; 1.035 ; 9.390.618 ; 1.630 ; 20.395.143 ; 395 ; 16.894.079 ; 21 ; 1.239.449 ; 416 ; 18.133.528 ; 2.046 ; 38.528.671 ;;;;
90;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.;;; 35 ; 588.365 ; 393 ; 985.040 ; 1.330 ; 14.731.966 ; 1.758 ; 16.305.372 ; 672 ; 18.100.187 ; 48 ; 3.694.213 ; 720 ; 21.794.400 ; 2.478 ; 38.099.772 ;;;;
91;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.;;;;; 174 ; 8.439.040 ; 47 ; 18.040.964 ; 221 ; 26.480.004 ; 28 ; 9.627.837 ; 2 ; 200 ; 30 ; 9.628.037 ; 251 ; 36.108.041 ;;;;
92;10.690.848;BANCO DA CHINA BRASIL S.A.; 1 ; 145.297 ; 13 ; 978.398 ; 12 ; 15.100.304 ; 25 ; 329.288 ; 51 ; 16.553.287 ; 8 ; 1.319.533 ; 3 ; 15.303.764 ; 11 ; 16.623.296 ; 62 ; 33.176.584 ;;;;
93;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 24 ; 500.600 ; 261 ; 6.607.753 ; 81 ; 1.122.820 ; 630 ; 7.900.351 ; 996 ; 16.131.524 ; 535 ; 14.459.629 ; 53 ; 1.581.888 ; 588 ; 16.041.517 ; 1.584 ; 32.173.041 ;;;;
94;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 23 ; 350.232 ; 276 ; 380.196 ; 1.577 ; 3.498.986 ; 1.876 ; 4.229.414 ; 237 ; 15.536.688 ; 48 ; 12.065.664 ; 285 ; 27.602.352 ; 2.161 ; 31.831.766 ;;;;
95;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 215 ; 917.701 ; 323 ; 14.239.875 ; 538 ; 15.157.577 ; 252 ; 13.873.035 ; 10 ; 493.111 ; 262 ; 14.366.146 ; 800 ; 29.523.723 ;;;;
96;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 57 ; 791.780 ; 159 ; 4.151.435 ; 71 ; 1.389.555 ; 639 ; 8.720.953 ; 926 ; 15.053.722 ; 308 ; 11.468.921 ; 27 ; 805.000 ; 335 ; 12.273.921 ; 1.261 ; 27.327.643 ;;;;
97;07.679.404;BANCO TOPµZIO S.A.; 18 ; 1.614.158 ; 4 ; 32.637 ; 9 ; 85.942 ; 106 ; 12.984.240 ; 137 ; 14.716.976 ; 33 ; 11.707.578 ; 6 ; 522.377 ; 39 ; 12.229.955 ; 176 ; 26.946.932 ;;;;
98;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 153 ; 7.673.207 ; 6 ; 15.944 ; 174 ; 2.962.513 ; 333 ; 10.651.664 ; 287 ; 13.326.899 ; 7 ; 2.637.991 ; 294 ; 15.964.890 ; 627 ; 26.616.554 ;;;;
99;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 13 ; 147.138 ; 274 ; 5.798.937 ; 58 ; 984.321 ; 434 ; 5.665.294 ; 779 ; 12.595.689 ; 707 ; 11.058.571 ; 10 ; 732.278 ; 717 ; 11.790.849 ; 1.496 ; 24.386.538 ;;;;
100;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 200 ; 1.840.578 ; 313 ; 4.217.210 ; 513 ; 6.057.788 ; 159 ; 9.856.802 ; 49 ; 7.473.236 ; 208 ; 17.330.039 ; 721 ; 23.387.827 ;;;;
101;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 55 ; 174.870 ; 202 ; 6.112.635 ; 257 ; 6.287.505 ; 200 ; 10.969.893 ; 36 ; 5.021.558 ; 236 ; 15.991.451 ; 493 ; 22.278.956 ;;;;
102;59.285.411;BANCO PANAMERICANO S.A.; 4 ; 2.217.345 ;;;;; 22 ; 8.689.552 ; 26 ; 10.906.897 ; 1 ; 1.250.000 ; 6 ; 8.750.000 ; 7 ; 10.000.000 ; 33 ; 20.906.897 ;;;;
103;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ;;; 311 ; 680.718 ; 1.140 ; 8.835.664 ; 1.455 ; 9.824.777 ; 250 ; 7.749.466 ; 24 ; 341.373 ; 274 ; 8.090.838 ; 1.729 ; 17.915.615 ;;;;
104;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 4.120 ; 121 ; 502.830 ; 518 ; 7.992.808 ; 640 ; 8.499.758 ; 174 ; 7.881.801 ; 7 ; 324.834 ; 181 ; 8.206.635 ; 821 ; 16.706.393 ;;;;
105;33.042.151;BANCO DE LA NACION ARGENTINA; 6 ; 4.270.264 ; 7 ; 278.385 ; 314 ; 488.053 ; 61 ; 38.619 ; 388 ; 5.075.322 ; 2 ; 3.510.000 ; 9 ; 7.700.000 ; 11 ; 11.210.000 ; 399 ; 16.285.322 ;;;;
106;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 14 ; 255.639 ; 522 ; 1.080.477 ; 1.265 ; 6.670.952 ; 1.801 ; 8.007.068 ; 361 ; 7.027.862 ; 30 ; 1.214.050 ; 391 ; 8.241.912 ; 2.192 ; 16.248.980 ;;;;
107;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 2 ; 60.071 ; 3 ; 25.756 ; 275 ; 7.881.743 ; 280 ; 7.967.570 ; 67 ; 7.921.183 ;;; 67 ; 7.921.183 ; 347 ; 15.888.753 ;;;;
108;92.894.922;BANCO ORIGINAL S.A.; 4 ; 7.725.512 ; 2 ; 2.418.549 ;;; 10 ; 33.820 ; 16 ; 10.177.881 ; 1 ; 1.770 ; 1 ; 5.000.000 ; 2 ; 5.001.770 ; 18 ; 15.179.652 ;;;;
109;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 4 ; 106.680 ; 30 ; 791.305 ; 42 ; 429.272 ; 756 ; 5.910.981 ; 832 ; 7.238.238 ; 110 ; 6.385.699 ; 2 ; 144.738 ; 112 ; 6.530.437 ; 944 ; 13.768.676 ;;;;
110;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 11 ; 341.054 ; 66 ; 1.960.863 ; 51 ; 864.302 ; 477 ; 3.994.818 ; 605 ; 7.161.037 ; 152 ; 5.543.126 ; 12 ; 806.688 ; 164 ; 6.349.814 ; 769 ; 13.510.852 ;;;;
111;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 5 ; 124.711 ; 84 ; 2.959.733 ; 128 ; 869.820 ; 1.317 ; 3.164.379 ; 1.534 ; 7.118.642 ; 194 ; 5.711.841 ; 27 ; 645.899 ; 221 ; 6.357.740 ; 1.755 ; 13.476.382 ;;;;
112;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 23 ; 1.046.901 ; 196 ; 5.174.950 ; 30 ; 505.708 ; 284 ; 1.177.338 ; 533 ; 7.904.897 ; 244 ; 4.824.102 ; 4 ; 138.837 ; 248 ; 4.962.939 ; 781 ; 12.867.836 ;;;;
113;04.902.979;BANCO DA AMAZONIA S.A.; 30 ; 2.958.263 ; 29 ; 2.776.644 ; 23 ; 391.763 ; 48 ; 1.066.390 ; 130 ; 7.193.060 ; 5 ; 2.908.829 ; 11 ; 2.540.606 ; 16 ; 5.449.435 ; 146 ; 12.642.495 ;;;;
114;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 185 ; 478.131 ; 609 ; 6.158.666 ; 794 ; 6.636.797 ; 389 ; 5.750.856 ; 1 ; 855 ; 390 ; 5.751.711 ; 1.184 ; 12.388.507 ;;;;
115;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 1 ; 5.000.000 ;;; 3 ; 137.000 ; 4 ; 1.011.448 ; 8 ; 6.148.448 ; 2 ; 1.001.000 ; 2 ; 5.001.000 ; 4 ; 6.002.000 ; 12 ; 12.150.448 ;;;;
116;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 1 ; 8.992 ; 115 ; 3.391.984 ; 80 ; 255.951 ; 381 ; 2.254.468 ; 577 ; 5.911.395 ; 264 ; 5.777.863 ; 65 ; 268.169 ; 329 ; 6.046.032 ; 906 ; 11.957.427 ;;;;
117;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 6 ; 112.676 ; 7 ; 112.827 ; 1 ; 9.000.000 ;;; 1 ; 9.000.000 ; 8 ; 9.112.827 ;;;;
118;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 8 ; 614.659 ; 27 ; 1.478.857 ; 3 ; 251.119 ; 7 ; 115.521 ; 45 ; 2.460.156 ; 5 ; 3.953.415 ; 2 ; 2.203.163 ; 7 ; 6.156.578 ; 52 ; 8.616.734 ;;;;
119;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 269 ; 2.438.431 ; 416 ; 4.067.640 ; 685 ; 6.506.071 ; 106 ; 1.857.380 ; 15 ; 239.964 ; 121 ; 2.097.345 ; 806 ; 8.603.416 ;;;;
120;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 110 ; 309.208 ; 321 ; 3.863.002 ; 431 ; 4.172.210 ; 215 ; 3.604.554 ; 4 ; 57.000 ; 219 ; 3.661.554 ; 650 ; 7.833.764 ;;;;
121;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 116 ; 2.530.333 ; 6 ; 31.231 ; 206 ; 824.203 ; 329 ; 3.388.416 ; 150 ; 3.357.604 ; 4 ; 30.874 ; 154 ; 3.388.478 ; 483 ; 6.776.894 ;;;;
122;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 4 ; 67.958 ; 177 ; 109.418 ; 1.103 ; 2.703.487 ; 1.284 ; 2.880.864 ; 241 ; 3.104.552 ; 5 ; 365.002 ; 246 ; 3.469.554 ; 1.530 ; 6.350.418 ;;;;
123;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 5 ; 61.639 ; 75 ; 2.470.824 ; 1 ; 16 ; 115 ; 573.434 ; 196 ; 3.105.912 ; 137 ; 2.992.702 ;;; 137 ; 2.992.702 ; 333 ; 6.098.614 ;;;;
124;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;;;; 72 ; 89.399 ; 493 ; 2.861.729 ; 565 ; 2.951.128 ; 82 ; 2.851.054 ; 1 ; 5.584 ; 83 ; 2.856.638 ; 648 ; 5.807.766 ;;;;
125;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 97.020 ; 34 ; 353.053 ; 43 ; 566.084 ; 354 ; 2.340.302 ; 432 ; 3.356.459 ; 212 ; 2.225.663 ; 7 ; 183.857 ; 219 ; 2.409.520 ; 651 ; 5.765.979 ;;;;
126;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 150 ; 497.406 ; 314 ; 2.571.209 ; 464 ; 3.068.614 ; 212 ; 2.281.240 ; 14 ; 176.650 ; 226 ; 2.457.890 ; 690 ; 5.526.505 ;;;;
127;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 133 ; 346.717 ; 292 ; 2.699.777 ; 425 ; 3.046.493 ; 218 ; 2.406.455 ; 2 ; 50.000 ; 220 ; 2.456.455 ; 645 ; 5.502.948 ;;;;
128;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 7.511 ; 382 ; 353.556 ; 2.065 ; 2.751.314 ; 2.450 ; 3.112.380 ; 88 ; 2.359.931 ; 1 ; 13.000 ; 89 ; 2.372.931 ; 2.539 ; 5.485.311 ;;;;
129;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 14 ; 464.739 ; 1 ; 32.000 ; 56 ; 2.116.605 ; 71 ; 2.613.344 ; 65 ; 2.617.709 ; 3 ; 68.150 ; 68 ; 2.685.859 ; 139 ; 5.299.203 ;;;;
130;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 1 ; 2.200 ; 558 ; 396.916 ; 1.411 ; 2.066.865 ; 1.970 ; 2.465.982 ; 32 ; 2.653.244 ;;; 32 ; 2.653.244 ; 2.002 ; 5.119.225 ;;;;
131;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 4 ; 419.984 ; 2 ; 33.001 ; 10 ; 1.307.185 ; 10 ; 85.695 ; 26 ; 1.845.865 ; 2 ; 710.968 ; 6 ; 2.360.360 ; 8 ; 3.071.328 ; 34 ; 4.917.193 ;;;;
132;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 10 ; 217.197 ; 19 ; 296.295 ; 105 ; 297.469 ; 902 ; 1.772.291 ; 1.036 ; 2.583.252 ; 93 ; 1.924.902 ; 7 ; 186.759 ; 100 ; 2.111.661 ; 1.136 ; 4.694.913 ;;;;
133;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 32 ; 40.606 ; 300 ; 2.236.138 ; 332 ; 2.276.744 ; 152 ; 2.231.577 ;;; 152 ; 2.231.577 ; 484 ; 4.508.322 ;;;;
134;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 145 ; 431.234 ; 272 ; 2.172.063 ; 417 ; 2.603.297 ; 88 ; 1.743.598 ;;; 88 ; 1.743.598 ; 505 ; 4.346.894 ;;;;
135;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 658 ; 277.588 ; 1.788 ; 2.055.345 ; 2.446 ; 2.332.933 ; 71 ; 1.848.398 ;;; 71 ; 1.848.398 ; 2.517 ; 4.181.331 ;;;;
136;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 7 ; 2.460.000 ;;;;; 10 ; 158.386 ; 17 ; 2.618.386 ; 1 ; 750.000 ; 1 ; 750.000 ; 2 ; 1.500.000 ; 19 ; 4.118.386 ;;;;
137;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;;;; 263 ; 599.354 ; 1.270 ; 1.821.847 ; 1.533 ; 2.421.201 ; 152 ; 1.262.010 ;;; 152 ; 1.262.010 ; 1.685 ; 3.683.212 ;;;;
138;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 5 ; 124.585 ; 34 ; 770.858 ; 10 ; 328.828 ; 54 ; 789.832 ; 103 ; 2.014.103 ; 48 ; 1.385.153 ; 6 ; 279.469 ; 54 ; 1.664.622 ; 157 ; 3.678.725 ;;;;
139;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 29 ; 247.019 ; 1 ; 2.900 ; 123 ; 228.125 ; 517 ; 1.629.843 ; 670 ; 2.107.887 ; 86 ; 1.211.750 ; 3 ; 68.453 ; 89 ; 1.280.203 ; 759 ; 3.388.090 ;;;;
140;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;;;; 20 ; 14.471 ; 576 ; 1.296.504 ; 596 ; 1.310.975 ; 84 ; 1.271.284 ; 1 ; 68 ; 85 ; 1.271.352 ; 681 ; 2.582.327 ;;;;
141;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 149 ; 138.029 ; 757 ; 1.192.079 ; 906 ; 1.330.108 ; 168 ; 1.073.728 ;;; 168 ; 1.073.728 ; 1.074 ; 2.403.836 ;;;;
142;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 107 ; 305.922 ; 252 ; 1.180.528 ; 359 ; 1.486.450 ; 56 ; 910.751 ;;; 56 ; 910.751 ; 415 ; 2.397.201 ;;;;
143;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;;;; 4 ; 1.476 ; 6 ; 1.342.014 ;;; 1 ; 1.000.000 ; 1 ; 1.000.000 ; 7 ; 2.342.014 ;;;;
144;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;;;; 1 ; 4.461 ; 128 ; 1.142.821 ; 129 ; 1.147.282 ; 119 ; 1.135.740 ;;; 119 ; 1.135.740 ; 248 ; 2.283.021 ;;;;
145;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 458 ; 368.556 ; 1.144 ; 1.050.665 ; 1.602 ; 1.419.221 ; 83 ; 681.120 ;;; 83 ; 681.120 ; 1.685 ; 2.100.342 ;;;;
146;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 32 ; 1.049.051 ; 32 ; 1.049.051 ; 19 ; 1.049.051 ;;; 19 ; 1.049.051 ; 51 ; 2.098.103 ;;;;
147;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 88 ; 132.899 ; 186 ; 1.023.490 ; 274 ; 1.156.389 ; 98 ; 882.746 ;;; 98 ; 882.746 ; 372 ; 2.039.135 ;;;;
148;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 51 ; 763.782 ; 4 ; 77.955 ; 44 ; 114.710 ; 99 ; 956.447 ; 65 ; 840.380 ; 2 ; 39.846 ; 67 ; 880.226 ; 166 ; 1.836.673 ;;;;
149;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 65 ; 34.009 ; 1.139 ; 773.431 ; 1.204 ; 807.441 ; 109 ; 792.135 ;;; 109 ; 792.135 ; 1.313 ; 1.599.576 ;;;;
150;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 53 ; 74.963 ; 358 ; 755.069 ; 411 ; 830.032 ; 54 ; 677.233 ;;; 54 ; 677.233 ; 465 ; 1.507.265 ;;;;
151;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 51 ; 35.200 ; 238 ; 721.630 ; 289 ; 756.831 ; 70 ; 712.341 ;;; 70 ; 712.341 ; 359 ; 1.469.172 ;;;;
152;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 12 ; 8.751 ; 258 ; 670.690 ; 270 ; 679.441 ; 69 ; 695.565 ; 1 ; 1.655 ; 70 ; 697.221 ; 340 ; 1.376.662 ;;;;
153;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 11 ; 361.828 ; 1 ; 273 ; 33 ; 197.731 ; 45 ; 559.832 ; 22 ; 568.731 ; 1 ; 150 ; 23 ; 568.880 ; 68 ; 1.128.713 ;;;;
154;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 4 ; 22.157 ; 25 ; 50.253 ; 208 ; 361.241 ; 239 ; 452.604 ; 119 ; 363.405 ; 5 ; 41.892 ; 124 ; 405.297 ; 363 ; 857.901 ;;;;
155;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 371 ; 214.915 ; 411 ; 331.286 ; 782 ; 546.202 ; 11 ; 168.816 ;;; 11 ; 168.816 ; 793 ; 715.017 ;;;;
156;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 40.990 ; 3 ; 52.728 ; 7 ; 3.307 ; 56 ; 215.358 ; 68 ; 312.383 ; 45 ; 249.518 ; 1 ; 19.990 ; 46 ; 269.508 ; 114 ; 581.890 ;;;;
157;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 34 ; 33.350 ; 78 ; 282.041 ; 112 ; 315.391 ; 43 ; 260.526 ; 2 ; 1.274 ; 45 ; 261.799 ; 157 ; 577.191 ;;;;
158;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 43 ; 97.584 ; 46 ; 219.586 ; 89 ; 317.171 ; 12 ; 145.918 ;;; 12 ; 145.918 ; 101 ; 463.089 ;;;;
159;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 1 ; 214 ; 10 ; 447.887 ; 11 ; 448.101 ;;;;; -   ; -   ; 11 ; 448.101 ;;;;
160;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 297 ; 169.831 ; 275 ; 220.157 ; 572 ; 389.988 ; 5 ; 44.000 ;;; 5 ; 44.000 ; 577 ; 433.988 ;;;;
161;04.913.711;BANCO DO ESTADO DO PARµ S.A.;;;;; 31 ; 22.090 ; 40 ; 129.292 ; 71 ; 151.382 ; 2 ; 200.000 ;;; 2 ; 200.000 ; 73 ; 351.382 ;;;;
