Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Fev/2021;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
78;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 1 ; 730.000 ; 13 ; 6.098.348 ; 19 ; 25.447.460 ; 105 ; 16.550.716 ; 138 ; 48.826.524 ; 3 ; 2.420.480 ; 6 ; 47.672.400 ; 9 ; 50.092.880 ; 147 ; 98.919.404 ;
79;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 3 ; 20.615.543 ; 20 ; 10.161.785 ; 11 ; 661.802 ; 31 ; 1.196.391 ; 65 ; 32.635.521 ; 1 ; 16.085.725 ; 3 ; 46.021.180 ; 4 ; 62.106.905 ; 69 ; 94.742.426 ;
80;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 189 ; 14.483.104 ; 668 ; 20.168.484 ; 865 ; 6.594.544 ; 1.160 ; 6.579.573 ; 2.882 ; 47.825.705 ; 617 ; 18.358.214 ; 288 ; 12.625.513 ; 905 ; 30.983.727 ; 3.787 ; 78.809.431 ;
81;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 89 ; 1.376.037 ; 553 ; 13.830.099 ; 10.022 ; 12.367.595 ; 3.185 ; 9.126.945 ; 13.849 ; 36.700.677 ; 986 ; 22.432.335 ; 386 ; 13.227.505 ; 1.372 ; 35.659.840 ; 15.221 ; 72.360.517 ;
82;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 98 ; 2.488.427 ; 401 ; 5.933.250 ; 2.380 ; 18.410.777 ; 3.161 ; 22.705.907 ; 6.040 ; 49.538.362 ; 534 ; 13.792.190 ; 157 ; 5.954.141 ; 691 ; 19.746.332 ; 6.731 ; 69.284.693 ;
83;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 5 ; 270.452 ; 7 ; 27.981.458 ; 40 ; 28.856.706 ; 52 ; 57.108.616 ; 2 ; 2.370.000 ; 1 ; 2.000.000 ; 3 ; 4.370.000 ; 55 ; 61.478.616 ;
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 46 ; 2.114.491 ; 950 ; 22.415.850 ; 267 ; 3.007.265 ; 647 ; 4.567.868 ; 1.910 ; 32.105.474 ; 648 ; 24.359.573 ; 59 ; 2.482.973 ; 707 ; 26.842.546 ; 2.617 ; 58.948.020 ;
85;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 1.307 ; 15.321.555 ; 3.400 ; 21.186.873 ; 4.707 ; 36.508.429 ; 1.045 ; 11.909.401 ; 1.713 ; 6.313.881 ; 2.758 ; 18.223.282 ; 7.465 ; 54.731.711 ;
86;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 101.184 ; 31 ; 519.716 ; 564 ; 3.073.942 ; 600 ; 3.723.436 ; 1.198 ; 7.418.277 ; 641 ; 23.838.640 ; 163 ; 22.798.522 ; 804 ; 46.637.162 ; 2.002 ; 54.055.439 ;
87;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 32 ; 8.543.073 ; 39 ; 10.338.144 ; 18 ; 1.249.553 ; 40 ; 955.532 ; 129 ; 21.086.302 ; 18 ; 15.649.378 ; 20 ; 14.161.686 ; 38 ; 29.811.064 ; 167 ; 50.897.366 ;
88;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 62.545 ; 179 ; 12.492.552 ; 246 ; 664.037 ; 316 ; 4.035.149 ; 744 ; 17.254.282 ; 362 ; 20.726.218 ; 76 ; 4.939.664 ; 438 ; 25.665.882 ; 1.182 ; 42.920.165 ;
89;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 147 ; 16.134.574 ; 139 ; 4.183.343 ; 59 ; 4.748.584 ; 68 ; 12.052.235 ; 413 ; 37.118.736 ; 1 ; 1.000.000 ; 3 ; 3.985.960 ; 4 ; 4.985.960 ; 417 ; 42.104.696 ;
90;61.024.352;BANCO INDUSVAL S.A.; 72 ; 10.816.484 ; 123 ; 8.699.962 ; 44 ; 4.104.830 ; 295 ; 8.341.811 ; 534 ; 31.963.087 ; 42 ; 6.368.571 ; 6 ; 2.560.719 ; 48 ; 8.929.290 ; 582 ; 40.892.377 ;
91;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 7 ; 220.045 ; 444 ; 18.603.762 ; 37 ; 581.101 ; 82 ; 548.096 ; 570 ; 19.953.004 ; 285 ; 19.224.129 ; 46 ; 873.467 ; 331 ; 20.097.596 ; 901 ; 40.050.600 ;
92;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 105 ; 4.787.690 ; 3 ; 123.436 ; 46 ; 12.309.445 ; 51 ; 763.792 ; 205 ; 17.984.363 ; 6 ; 628.296 ; 43 ; 16.561.241 ; 49 ; 17.189.536 ; 254 ; 35.173.900 ;
93;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 1 ; 7.529 ; 79 ; 151.218 ; 96 ; 278.666 ; 176 ; 437.413 ; 48 ; 17.360.580 ; 46 ; 17.245.503 ; 94 ; 34.606.083 ; 270 ; 35.043.496 ;
94;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 15 ; 426.748 ; 246 ; 12.525.421 ; 126 ; 1.723.432 ; 204 ; 1.497.357 ; 591 ; 16.172.959 ; 340 ; 13.643.477 ; 103 ; 1.770.573 ; 443 ; 15.414.050 ; 1.034 ; 31.587.009 ;
95;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 16 ; 764.227 ; 17 ; 281.585 ; 2 ; 1.325.530 ; 29 ; 16.401.490 ; 64 ; 18.772.832 ; 4 ; 12.000.000 ;;; 4 ; 12.000.000 ; 68 ; 30.772.832 ;
96;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;; 1 ; 18.000 ; 1.430 ; 460.201 ; 650 ; 398.412 ; 2.081 ; 876.613 ; 102 ; 13.153.575 ; 97 ; 13.232.071 ; 199 ; 26.385.646 ; 2.280 ; 27.262.259 ;
97;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 13 ; 257.463 ; 263 ; 7.739.782 ; 154 ; 1.892.282 ; 357 ; 2.137.174 ; 787 ; 12.026.701 ; 150 ; 9.168.793 ; 39 ; 1.440.538 ; 189 ; 10.609.330 ; 976 ; 22.636.031 ;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 5 ; 182.365 ; 139 ; 4.365.238 ; 515 ; 2.488.140 ; 800 ; 2.866.741 ; 1.459 ; 9.902.484 ; 545 ; 8.326.057 ; 272 ; 3.811.247 ; 817 ; 12.137.304 ; 2.276 ; 22.039.788 ;
99;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 9 ; 316.378 ; 115 ; 1.281.818 ; 156 ; 3.641.193 ; 666 ; 3.983.414 ; 946 ; 9.222.803 ; 725 ; 6.874.100 ; 112 ; 5.469.937 ; 837 ; 12.344.038 ; 1.783 ; 21.566.841 ;
100;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 22 ; 898.713 ; 241 ; 7.867.512 ; 88 ; 606.663 ; 80 ; 980.359 ; 431 ; 10.353.247 ; 238 ; 8.844.692 ; 86 ; 1.502.276 ; 324 ; 10.346.967 ; 755 ; 20.700.215 ;
101;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 25 ; 347.881 ; 149 ; 4.104.355 ; 427 ; 3.384.653 ; 471 ; 2.208.574 ; 1.072 ; 10.045.464 ; 363 ; 5.515.980 ; 207 ; 2.921.766 ; 570 ; 8.437.746 ; 1.642 ; 18.483.210 ;
102;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 182 ; 5.012.740 ; 68 ; 2.992.374 ; 72 ; 2.235.431 ; 24 ; 464.824 ; 346 ; 10.705.368 ; 4 ; 1.591.789 ; 25 ; 5.504.417 ; 29 ; 7.096.207 ; 375 ; 17.801.575 ;
103;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 28 ; 529.135 ; 127 ; 2.381.274 ; 438 ; 1.574.935 ; 991 ; 5.095.787 ; 1.584 ; 9.581.131 ; 676 ; 6.652.760 ; 105 ; 1.210.520 ; 781 ; 7.863.280 ; 2.365 ; 17.444.411 ;
104;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 4 ; 181.493 ; 142 ; 3.888.284 ; 219 ; 973.353 ; 134 ; 909.271 ; 499 ; 5.952.401 ; 219 ; 6.882.132 ; 86 ; 3.243.508 ; 305 ; 10.125.640 ; 804 ; 16.078.041 ;
105;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 21 ; 1.887.183 ; 60 ; 1.291.957 ; 87 ; 2.228.511 ; 292 ; 2.150.104 ; 460 ; 7.557.754 ; 286 ; 3.612.042 ; 157 ; 4.285.190 ; 443 ; 7.897.231 ; 903 ; 15.454.985 ;
106;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 334 ; 1.912.344 ; 326 ; 3.051.845 ; 660 ; 4.964.189 ; 150 ; 4.376.428 ; 52 ; 3.209.780 ; 202 ; 7.586.208 ; 862 ; 12.550.397 ;
107;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 16 ; 637.429 ; 57 ; 1.218.759 ; 158 ; 2.831.026 ; 138 ; 2.068.582 ; 369 ; 6.755.796 ; 123 ; 2.758.723 ; 80 ; 2.945.682 ; 203 ; 5.704.404 ; 572 ; 12.460.201 ;
108;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 2 ; 152.418 ; 90 ; 4.132.220 ; 30 ; 517.216 ; 60 ; 1.591.846 ; 182 ; 6.393.700 ; 91 ; 5.421.274 ; 25 ; 366.869 ; 116 ; 5.788.143 ; 298 ; 12.181.843 ;
109;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 83 ; 2.675.389 ; 107 ; 825.905 ; 228 ; 2.135.173 ; 418 ; 5.636.467 ; 190 ; 4.597.946 ; 25 ; 612.187 ; 215 ; 5.210.133 ; 633 ; 10.846.601 ;
110;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 33.319 ; 2 ; 17.947 ; 184 ; 492.365 ; 340 ; 1.460.638 ; 528 ; 2.004.269 ; 295 ; 4.845.973 ; 109 ; 3.891.060 ; 404 ; 8.737.033 ; 932 ; 10.741.302 ;
111;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 26 ; 854.327 ; 55 ; 1.358.176 ; 410 ; 1.870.055 ; 436 ; 2.368.930 ; 927 ; 6.451.488 ; 191 ; 2.488.471 ; 78 ; 1.743.064 ; 269 ; 4.231.534 ; 1.196 ; 10.683.022 ;
112;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 21 ; 129.391 ; 49 ; 823.035 ; 443 ; 4.342.458 ; 235 ; 1.086.041 ; 748 ; 6.380.926 ; 33 ; 488.506 ; 80 ; 3.047.763 ; 113 ; 3.536.269 ; 861 ; 9.917.195 ;
113;00.795.423;BANCO SEMEAR S.A.;;; 60 ; 1.952.248 ; 14 ; 2.400.753 ; 26 ; 2.484.259 ; 100 ; 6.837.260 ; 61 ; 2.501.308 ; 14 ; 470.733 ; 75 ; 2.972.040 ; 175 ; 9.809.300 ;
114;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 16 ; 539.079 ; 38 ; 678.829 ; 190 ; 2.387.978 ; 327 ; 2.078.504 ; 571 ; 5.684.390 ; 134 ; 1.787.259 ; 68 ; 1.970.184 ; 202 ; 3.757.443 ; 773 ; 9.441.833 ;
115;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 10 ; 107.264 ; 69 ; 897.874 ; 144 ; 1.761.619 ; 300 ; 1.668.921 ; 523 ; 4.435.678 ; 226 ; 2.429.336 ; 71 ; 1.731.881 ; 297 ; 4.161.217 ; 820 ; 8.596.895 ;
116;04.902.979;BANCO DA AMAZONIA S.A.; 71 ; 2.843.458 ; 23 ; 702.345 ; 19 ; 662.565 ; 63 ; 571.591 ; 176 ; 4.779.960 ; 4 ; 677.000 ; 23 ; 2.936.350 ; 27 ; 3.613.350 ; 203 ; 8.393.310 ;
117;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 83 ; 2.355.253 ; 24 ; 470.551 ; 26 ; 685.950 ; 43 ; 451.514 ; 176 ; 3.963.269 ; 60 ; 920.240 ; 105 ; 3.039.375 ; 165 ; 3.959.615 ; 341 ; 7.922.884 ;
118;33.042.151;BANCO DE LA NACION ARGENTINA; 8 ; 3.032.093 ;;; 733 ; 476.927 ; 25 ; 644.159 ; 766 ; 4.153.180 ; 1 ; 34.820 ; 13 ; 3.514.867 ; 14 ; 3.549.687 ; 780 ; 7.702.867 ;
119;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 8 ; 325.627 ; 73 ; 1.442.165 ; 127 ; 627.076 ; 305 ; 1.701.328 ; 513 ; 4.096.196 ; 175 ; 2.815.407 ; 14 ; 649.804 ; 189 ; 3.465.211 ; 702 ; 7.561.407 ;
120;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 543 ; 1.904.125 ; 531 ; 2.552.385 ; 1.074 ; 4.456.511 ; 140 ; 1.829.304 ; 115 ; 936.366 ; 255 ; 2.765.670 ; 1.329 ; 7.222.180 ;
121;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 23 ; 375.250 ; 410 ; 2.875.949 ; 492 ; 2.747.270 ; 925 ; 5.998.469 ; 206 ; 594.520 ; 34 ; 377.175 ; 240 ; 971.695 ; 1.165 ; 6.970.164 ;
122;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 3 ; 25.246 ; 55 ; 778.161 ; 140 ; 1.875.754 ; 219 ; 850.425 ; 417 ; 3.529.585 ; 232 ; 1.530.345 ; 75 ; 1.810.313 ; 307 ; 3.340.658 ; 724 ; 6.870.243 ;
123;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 30 ; 908.085 ; 7 ; 130.018 ; 27 ; 2.249.414 ; 64 ; 3.287.516 ; 51 ; 3.148.070 ; 7 ; 130.018 ; 58 ; 3.278.087 ; 122 ; 6.565.603 ;
124;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 21 ; 151.802 ; 101 ; 1.201.736 ; 297 ; 747.392 ; 385 ; 1.440.565 ; 804 ; 3.541.495 ; 204 ; 2.143.801 ; 92 ; 404.451 ; 296 ; 2.548.253 ; 1.100 ; 6.089.748 ;
125;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 5 ; 30.282 ; 22 ; 427.783 ; 437 ; 1.914.183 ; 395 ; 1.239.969 ; 859 ; 3.612.218 ; 91 ; 867.149 ; 56 ; 1.139.413 ; 147 ; 2.006.562 ; 1.006 ; 5.618.780 ;
126;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 1 ; 39.989 ; 61 ; 529.981 ; 181 ; 1.823.345 ; 243 ; 2.393.315 ; 6 ; 1.539.264 ; 6 ; 383.281 ; 12 ; 1.922.546 ; 255 ; 4.315.861 ;
127;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 9 ; 171.764 ; 63 ; 947.982 ; 52 ; 285.862 ; 80 ; 609.926 ; 204 ; 2.015.534 ; 127 ; 1.551.751 ; 54 ; 455.063 ; 181 ; 2.006.814 ; 385 ; 4.022.348 ;
128;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 27.835 ; 10 ; 486.109 ; 32 ; 377.854 ; 149 ; 807.169 ; 192 ; 1.698.967 ; 157 ; 1.372.243 ; 30 ; 484.654 ; 187 ; 1.856.897 ; 379 ; 3.555.864 ;
129;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 3 ; 8.241 ; 40 ; 429.555 ; 251 ; 1.208.517 ; 294 ; 1.646.313 ; 224 ; 1.092.175 ; 12 ; 312.576 ; 236 ; 1.404.751 ; 530 ; 3.051.064 ;
130;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 1 ; 9.175 ; 1 ; 3.047 ; 21 ; 799.476 ; 16 ; 642.387 ; 39 ; 1.454.085 ; 16 ; 645.794 ; 23 ; 809.011 ; 39 ; 1.454.805 ; 78 ; 2.908.890 ;
131;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 12 ; 193.727 ; 4 ; 110.032 ; 128 ; 542.146 ; 140 ; 689.107 ; 284 ; 1.535.011 ; 55 ; 608.571 ; 45 ; 586.407 ; 100 ; 1.194.978 ; 384 ; 2.729.990 ;
132;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 1 ; 171 ; 3 ; 30.714 ; 176 ; 392.792 ; 295 ; 1.102.062 ; 475 ; 1.525.739 ; 135 ; 820.070 ; 10 ; 106.581 ; 145 ; 926.651 ; 620 ; 2.452.390 ;
133;59.285.411;BANCO PAN S.A.;;;;; 11 ; 133.613 ; 41 ; 1.270.575 ; 52 ; 1.404.188 ; 7 ; 1.020.000 ;;; 7 ; 1.020.000 ; 59 ; 2.424.188 ;
134;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 152 ; 1.143.675 ; 1 ; 1.978 ; 153 ; 1.145.652 ; 2 ; 28.261 ; 134 ; 1.172.958 ; 136 ; 1.201.219 ; 289 ; 2.346.871 ;
135;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 98.290 ; 199 ; 746.394 ; 212 ; 535.356 ; 412 ; 1.380.039 ; 85 ; 404.306 ; 82 ; 516.386 ; 167 ; 920.692 ; 579 ; 2.300.732 ;
136;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 39.302 ; 413 ; 205.109 ; 570 ; 754.753 ; 984 ; 999.165 ; 93 ; 642.296 ; 7 ; 79.252 ; 100 ; 721.548 ; 1.084 ; 1.720.712 ;
137;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 431 ; 491.964 ; 311 ; 845.271 ; 742 ; 1.337.236 ; 66 ; 323.639 ; 9 ; 37.750 ; 75 ; 361.389 ; 817 ; 1.698.624 ;
138;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 1.848 ; 79 ; 136.674 ; 85 ; 476.302 ; 165 ; 614.824 ; 51 ; 449.218 ; 42 ; 106.728 ; 93 ; 555.946 ; 258 ; 1.170.770 ;
139;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 171 ; 389.117 ; 170 ; 466.247 ; 341 ; 855.364 ; 28 ; 111.026 ;;; 28 ; 111.026 ; 369 ; 966.390 ;
140;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 326 ; 244.494 ; 264 ; 429.094 ; 590 ; 673.588 ; 18 ; 185.931 ; 2 ; 19.792 ; 20 ; 205.723 ; 610 ; 879.311 ;
141;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 201 ; 409.708 ; 153 ; 194.728 ; 354 ; 604.436 ;;; 25 ; 216.348 ; 25 ; 216.348 ; 379 ; 820.784 ;
142;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 117 ; 147.935 ; 92 ; 233.035 ; 209 ; 380.970 ; 20 ; 188.115 ; 3 ; 81.572 ; 23 ; 269.687 ; 232 ; 650.657 ;
143;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 4 ; 6.876 ; 34 ; 205.270 ; 38 ; 212.146 ; 20 ; 230.602 ; 5 ; 28.100 ; 25 ; 258.701 ; 63 ; 470.847 ;
144;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 80 ; 44.237 ; 105 ; 230.904 ; 185 ; 275.141 ; 21 ; 185.173 ;;; 21 ; 185.173 ; 206 ; 460.314 ;
145;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 36.923 ; 78 ; 49.618 ; 70 ; 161.330 ; 149 ; 247.870 ; 40 ; 149.991 ;;; 40 ; 149.991 ; 189 ; 397.861 ;
146;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 28 ; 47.094 ; 84 ; 163.527 ; 112 ; 210.621 ; 62 ; 137.546 ; 3 ; 22.722 ; 65 ; 160.268 ; 177 ; 370.889 ;
147;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 65 ; 52.485 ; 81 ; 115.278 ; 146 ; 167.763 ; 12 ; 42.232 ;;; 12 ; 42.232 ; 158 ; 209.995 ;
148;61.033.106;BANCO CREFISA S.A.;;;;; 9 ; 138.731 ; 11 ; 60.999 ; 20 ; 199.730 ;;;;; -   ; -   ; 20 ; 199.730 ;
149;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 66 ; 76.470 ; 64 ; 90.407 ; 130 ; 166.877 ; 2 ; 6.959 ;;; 2 ; 6.959 ; 132 ; 173.836 ;
150;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 2 ; 14.000 ; 6 ; 7.788 ; 8 ; 21.788 ;;; 1 ; 100.000 ; 1 ; 100.000 ; 9 ; 121.788 ;
151;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 4 ; 14.706 ; 20 ; 49.104 ; 24 ; 63.809 ; 15 ; 42.898 ; 1 ; 10.841 ; 16 ; 53.739 ; 40 ; 117.549 ;
152;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 9 ; 40.279 ; 9 ; 40.279 ;;;;; -   ; -   ; 9 ; 40.279 ;
153;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 4 ; 17.973 ; 7 ; 6.853 ; 11 ; 24.825 ; 5 ; 1.640 ;;; 5 ; 1.640 ; 16 ; 26.465 ;
154;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 2 ; 13.000 ; 2 ; 13.000 ; 4 ; 26.000 ; 4 ; 26.000 ;
155;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 1 ; 2.406 ; 3 ; 10.250 ; 4 ; 12.656 ; 2 ; 10.250 ; 1 ; 2.406 ; 3 ; 12.656 ; 7 ; 25.311 ;
156;36.588.217;TRANSFERWISE BRASIL CORRETORA DE CÂMBIO LTDA.;;;;; 4 ; 10 ; 7 ; 14 ; 11 ; 24 ; 6 ; 11.107 ; 5 ; 11.103 ; 11 ; 22.210 ; 22 ; 22.234 ;
157;54.403.563;BANCO ARBI S.A.;;;;;;; 2 ; 2.320 ; 2 ; 2.320 ; 2 ; 10.000 ;;; 2 ; 10.000 ; 4 ; 12.320 ;
158;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 2 ; 2.102 ; 2 ; 2.102 ; 1 ; 10.000 ;;; 1 ; 10.000 ; 3 ; 12.102 ;
159;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;; 8 ; 2.477 ; 8 ; 2.477 ;;;;; -   ; -   ; 8 ; 2.477 ;
160;58.497.702;BANCO SMARTBANK S.A.;;;;;;; 1 ; 84 ; 1 ; 84 ;;;;; -   ; -   ; 1 ; 84 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 72.756 ; 34.848.775.026 ; 201.108 ; 33.042.082.242 ; 768.975 ; 80.638.859.774 ; 564.214 ; 75.275.332.728 ; 1.607.053 ; 223.805.049.770 ; 43.647 ; 87.203.516.299 ; 43.647 ; 87.235.926.125 ; 87.294 ; 174.439.442.425 ; 1.694.347 ; 398.244.492.195 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.03.2021.";;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;; ; ;
;;;;;;;;;;;;;;;;;;;;;
