Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Out/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
58;58.616.418;BANCO FIBRA S.A.; 716 ; 150.082.437 ; 1.798 ; 137.034.378 ; 907 ; 232.924.010 ; 2.166 ; 476.270.522 ; 5.587 ; 996.311.348 ; 392 ; 570.405.459 ; 254 ; 171.191.509 ; 646,0 ; 741.596.968 ; 6.233 ; 1.737.908.315 ;
59;16.944.141;BROKER BRASIL CORRETORA DE C∂MBIO LTDA.; 27 ; 624.175 ; 2.039 ; 57.865.266 ; 1.434 ; 9.807.140 ; 9.379 ; 535.231.879 ; 12.879 ; 603.528.459 ; 10.368 ; 670.144.876 ; 966 ; 87.448.696 ; 11.334,0 ; 757.593.572 ; 24.213 ; 1.361.122.031 ;
60;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 395 ; 310.388.016 ; 286 ; 347.732.453 ; 681 ; 658.120.469 ; 233 ; 351.377.300 ; 244 ; 314.005.000 ; 477,0 ; 665.382.300 ; 1.158 ; 1.323.502.769 ;
61;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 85 ; 23.315.463 ; 265 ; 16.900.134 ; 329 ; 9.774.159 ; 1.103 ; 76.331.395 ; 1.782 ; 126.321.152 ; 760 ; 616.568.292 ; 434 ; 550.727.342 ; 1.194,0 ; 1.167.295.634 ; 2.976 ; 1.293.616.785 ;
62;03.609.817;BANCO CARGILL S.A.; 105 ; 542.766.458 ; 62 ; 56.197.963 ; 18 ; 23.671.601 ; 133 ; 49.829.149 ; 318 ; 672.465.172 ; 29 ; 89.925.000 ; 52 ; 529.000.000 ; 81,0 ; 618.925.000 ; 399 ; 1.291.390.172 ;
63;92.856.905;ADVANCED CORRETORA DE C∂MBIO LTDA; 712 ; 19.635.490 ; 11.804 ; 364.459.315 ; 7.010 ; 97.376.276 ; 24.814 ; 233.883.029 ; 44.340 ; 715.354.111 ; 5.300 ; 515.657.996 ; 602 ; 33.208.593 ; 5.902,0 ; 548.866.589 ; 50.242 ; 1.264.220.700 ;
64;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 43 ; 198.241.353 ; 29 ; 62.240.847 ; 41 ; 354.930.373 ; 53 ; 5.333.409 ; 166 ; 620.745.983 ; 20 ; 35.903.800 ; 62 ; 534.411.000 ; 82,0 ; 570.314.800 ; 248 ; 1.191.060.783 ;
65;03.532.415;BANCO ABN AMRO S.A.; 113 ; 552.067.160 ; 2 ; 20.000.000 ; 14 ; 9.959.107 ; 38 ; 7.477.771 ; 167 ; 589.504.037 ; 9 ; 7.762.000 ; 152 ; 542.194.000 ; 161,0 ; 549.956.000 ; 328 ; 1.139.460.037 ;
66;61.024.352;BANCO INDUSVAL S.A.; 630 ; 307.539.283 ; 393 ; 51.686.967 ; 154 ; 6.304.204 ; 787 ; 84.064.060 ; 1.964 ; 449.594.513 ; 307 ; 307.009.650 ; 469 ; 366.562.878 ; 776,0 ; 673.572.529 ; 2.740 ; 1.123.167.041 ;
67;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 28 ; 1.182.302 ; 624 ; 14.901.738 ; 2.915 ; 15.691.639 ; 14.244 ; 133.925.197 ; 17.811 ; 165.700.876 ; 7.818 ; 534.641.229 ; 714 ; 402.690.530 ; 8.532,0 ; 937.331.759 ; 26.343 ; 1.103.032.634 ;
68;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 10 ; 201.009 ; 314 ; 3.644.462 ; 4.301 ; 130.588.504 ; 12.088 ; 487.146.960 ; 16.713 ; 621.580.935 ; 6.215 ; 418.554.309 ; 2.475 ; 42.248.987 ; 8.690,0 ; 460.803.296 ; 25.403 ; 1.082.384.231 ;
69;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 390 ; 7.827.009 ; 8.802 ; 239.436.209 ; 6.222 ; 96.815.272 ; 25.636 ; 298.615.629 ; 41.050 ; 642.694.120 ; 3.711 ; 436.421.814 ; 29 ; 2.907.804 ; 3.740,0 ; 439.329.618 ; 44.790 ; 1.082.023.738 ;
70;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 95 ; 6.376.721 ; 2.315 ; 53.971.973 ; 3.797 ; 18.394.587 ; 18.173 ; 232.153.783 ; 24.380 ; 310.897.063 ; 10.469 ; 496.918.393 ; 5.539 ; 234.801.144 ; 16.008,0 ; 731.719.536 ; 40.388 ; 1.042.616.600 ;
71;61.186.680;BANCO BMG S.A.; 15 ; 37.808.063 ;;; 4 ; 8.285.507 ; 103 ; 452.922.185 ; 122 ; 499.015.755 ; 30 ; 466.919.331 ; 16 ; 62.808.063 ; 46,0 ; 529.727.394 ; 168 ; 1.028.743.149 ;
72;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.226 ; 4.841.481 ; 23.566 ; 502.900.851 ; 24.792 ; 507.742.331 ; 3.998 ; 505.402.239 ; 62 ; 3.651.398 ; 4.060,0 ; 509.053.638 ; 28.852 ; 1.016.795.969 ;
73;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 589.368 ; 232 ; 256.401.848 ; 146 ; 141.936.728 ; 1.634 ; 99.280.308 ; 2.017 ; 498.208.252 ; 255 ; 336.815.000 ; 55 ; 123.921.684 ; 310,0 ; 460.736.684 ; 2.327 ; 958.944.937 ;
74;03.512.293;FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.; 21 ; 660.550 ; 71 ; 1.182.007 ; 1.105 ; 13.761.059 ; 3.682 ; 74.767.240 ; 4.879 ; 90.370.856 ; 6.735 ; 456.691.197 ; 1.544 ; 396.041.672 ; 8.279,0 ; 852.732.870 ; 13.158 ; 943.103.726 ;
75;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 6.239 ; 331.030.060 ; 2.787 ; 120.665.239 ; 1.222 ; 26.199.145 ; 3.517 ; 23.111.292 ; 13.765 ; 501.005.737 ; 201 ; 113.723.124 ; 799 ; 326.572.145 ; 1.000,0 ; 440.295.269 ; 14.765 ; 941.301.005 ;
76;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 489 ; 27.565.284 ; 10.571 ; 22.069.049 ; 24.883 ; 217.989.024 ; 35.943 ; 267.623.357 ; 10.090 ; 445.588.063 ; 998 ; 223.156.375 ; 11.088,0 ; 668.744.438 ; 47.031 ; 936.367.795 ;
77;92.894.922;BANCO ORIGINAL S.A.; 88 ; 298.341.328 ; 169 ; 78.400.117 ; 6 ; 5.601.722 ; 417 ; 35.695.003 ; 680 ; 418.038.169 ; 60 ; 222.309.395 ; 57 ; 290.677.313 ; 117,0 ; 512.986.708 ; 797 ; 931.024.878 ;
78;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 458 ; 17.502.426 ; 8.957 ; 316.166.872 ; 3.368 ; 80.119.625 ; 10.912 ; 107.953.666 ; 23.695 ; 521.742.589 ; 2.667 ; 352.348.654 ; 69 ; 26.075.767 ; 2.736,0 ; 378.424.421 ; 26.431 ; 900.167.010 ;
79;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 2.835 ; 180.356.222 ; 2.888 ; 106.277.599 ; 1.201 ; 47.567.801 ; 2.125 ; 136.945.402 ; 9.049 ; 471.147.024 ; 211 ; 122.645.014 ; 135 ; 107.007.494 ; 346,0 ; 229.652.508 ; 9.395 ; 700.799.532 ;
80;60.889.128;BANCO SOFISA S.A.; 1.420 ; 301.305.746 ; 890 ; 52.875.653 ; 201 ; 19.161.950 ; 1.100 ; 64.867.170 ; 3.611 ; 438.210.519 ; 134 ; 23.786.834 ; 73 ; 211.713.666 ; 207,0 ; 235.500.500 ; 3.818 ; 673.711.019 ;
81;59.285.411;BANCO PAN S.A.; 151 ; 185.092.513 ;;; 55 ; 2.039.266 ; 259 ; 118.919.687 ; 465 ; 306.051.465 ; 6 ; 152.937.545 ; 97 ; 177.490.000 ; 103,0 ; 330.427.545 ; 568 ; 636.479.010 ;
82;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 1.350 ; 58.485.204 ; 1.445 ; 1.803.542 ; 6.762 ; 255.380.262 ; 9.557 ; 315.669.007 ; 1.064 ; 312.116.068 ; 2 ; 168.304 ; 1.066,0 ; 312.284.372 ; 10.623 ; 627.953.379 ;
83;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 731 ; 170.924.468 ; 1.207 ; 90.837.848 ; 84 ; 44.799.835 ; 549 ; 26.780.467 ; 2.571 ; 333.342.617 ; 447 ; 96.721.942 ; 332 ; 196.599.039 ; 779,0 ; 293.320.982 ; 3.350 ; 626.663.599 ;
84;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 269 ; 187.938.968 ; 362 ; 45.062.232 ; 180 ; 3.241.515 ; 411 ; 49.715.487 ; 1.222 ; 285.958.202 ; 166 ; 117.979.871 ; 193 ; 208.681.842 ; 359,0 ; 326.661.713 ; 1.581 ; 612.619.915 ;
85;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 66 ; 1.194.532 ; 2.642 ; 111.993.740 ; 905 ; 5.735.546 ; 35.418 ; 180.158.029 ; 39.031 ; 299.081.847 ; 6.765 ; 290.841.850 ; 47 ; 5.653.503 ; 6.812,0 ; 296.495.353 ; 45.843 ; 595.577.200 ;
86;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 552 ; 218.513.010 ; 766 ; 11.227.133 ; 5.653 ; 66.335.590 ; 6.971 ; 296.075.734 ; 232 ; 285.792.801 ; 6 ; 12.849.538 ; 238,0 ; 298.642.339 ; 7.209 ; 594.718.072 ;
87;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 4.132 ; 219.138.847 ; 29 ; 857.291 ; 2.418 ; 60.958.863 ; 6.579 ; 280.955.001 ; 2.090 ; 280.809.245 ; 15 ; 1.573.638 ; 2.105,0 ; 282.382.882 ; 8.684 ; 563.337.884 ;
88;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 117 ; 1.750.524 ; 4.987 ; 128.007.455 ; 2.214 ; 33.851.499 ; 12.598 ; 128.625.282 ; 19.916 ; 292.234.760 ; 4.084 ; 240.379.742 ; 188 ; 19.335.062 ; 4.272,0 ; 259.714.804 ; 24.188 ; 551.949.563 ;
89;10.690.848;BANCO DA CHINA BRASIL S.A.; 52 ; 101.193.163 ; 126 ; 25.615.092 ; 135 ; 140.986.575 ; 254 ; 7.127.258 ; 567 ; 274.922.088 ; 60 ; 30.876.976 ; 101 ; 240.331.268 ; 161,0 ; 271.208.244 ; 728 ; 546.130.333 ;
90;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 193 ; 25.653.520 ; 423 ; 172.932.431 ; 413 ; 49.100.995 ; 1.032 ; 254.570.246 ; 270 ; 92.392.790 ; 211 ; 197.512.409 ; 481,0 ; 289.905.198 ; 1.513 ; 544.475.444 ;
91;02.318.507;BANCO KEB DO BRASIL S.A.; 6 ; 1.412.554 ; 150 ; 74.654.947 ; 371 ; 128.584.090 ; 2.546 ; 98.239.639 ; 3.073 ; 302.891.230 ; 148 ; 133.453.755 ; 66 ; 90.834.665 ; 214,0 ; 224.288.420 ; 3.287 ; 527.179.650 ;
92;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 37 ; 19.165.400 ; 156 ; 35.853.556 ; 145 ; 74.627.587 ; 648 ; 145.244.515 ; 986 ; 274.891.058 ; 199 ; 166.298.376 ; 94 ; 77.348.231 ; 293,0 ; 243.646.607 ; 1.279 ; 518.537.664 ;
93;07.679.404;BANCO TOPµZIO S.A.; 135 ; 13.277.413 ; 42 ; 533.207 ; 47 ; 5.412.523 ; 874 ; 238.924.644 ; 1.098 ; 258.147.788 ; 439 ; 234.492.975 ; 62 ; 13.781.377 ; 501,0 ; 248.274.352 ; 1.599 ; 506.422.141 ;
94;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 57 ; 37.892.731 ; 138 ; 25.770.350 ; 68 ; 14.879.192 ; 562 ; 8.044.165 ; 825 ; 86.586.438 ; 77 ; 189.298.112 ; 45 ; 208.531.170 ; 122,0 ; 397.829.282 ; 947 ; 484.415.720 ;
95;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 301 ; 6.367.351 ; 7.193 ; 160.847.814 ; 1.296 ; 29.051.156 ; 6.506 ; 64.249.587 ; 15.296 ; 260.515.908 ; 3.006 ; 192.226.473 ; 33 ; 2.559.010 ; 3.039,0 ; 194.785.484 ; 18.335 ; 455.301.391 ;
96;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 7 ; 111.296 ; 462 ; 6.552.597 ; 3.807 ; 14.613.325 ; 15.229 ; 165.860.848 ; 19.505 ; 187.138.065 ; 7.169 ; 194.000.894 ; 363 ; 36.159.941 ; 7.532,0 ; 230.160.835 ; 27.037 ; 417.298.900 ;
97;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 55 ; 1.060.700 ; 4.147 ; 18.412.187 ; 9.881 ; 204.523.236 ; 14.083 ; 223.996.122 ; 5.761 ; 188.397.057 ; 61 ; 1.249.063 ; 5.822,0 ; 189.646.120 ; 19.905 ; 413.642.242 ;
98;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 440 ; 699.748 ; 2.099 ; 60.201.939 ; 2.539 ; 60.901.687 ; 2.811 ; 171.369.332 ; 727 ; 111.848.512 ; 3.538,0 ; 283.217.844 ; 6.077 ; 344.119.530 ;
99;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 157 ; 2.721.499 ; 2.835 ; 63.284.922 ; 958 ; 13.878.320 ; 6.498 ; 80.563.049 ; 10.448 ; 160.447.789 ; 5.553 ; 143.700.316 ; 609 ; 16.458.468 ; 6.162,0 ; 160.158.784 ; 16.610 ; 320.606.574 ;
100;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 2 ; 91.105 ; 60 ; 323.577 ; 229 ; 598.099 ; 54.802 ; 157.283.689 ; 55.093 ; 158.296.470 ; 2.619 ; 157.562.712 ; 9 ; 698.242 ; 2.628,0 ; 158.260.954 ; 57.721 ; 316.557.424 ;
101;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 62.461 ; 1.257 ; 10.291.171 ; 4.001 ; 52.729.607 ; 5.259 ; 63.083.238 ; 1.646 ; 147.750.869 ; 414 ; 105.190.353 ; 2.060,0 ; 252.941.222 ; 7.319 ; 316.024.460 ;
102;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 336 ; 5.373.812 ; 2.340 ; 2.874.166 ; 17.385 ; 44.539.154 ; 20.064 ; 52.995.497 ; 2.486 ; 150.189.498 ; 500 ; 103.397.277 ; 2.986,0 ; 253.586.775 ; 23.050 ; 306.582.273 ;
103;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 117 ; 1.187.734 ; 3.138 ; 65.566.283 ; 715 ; 11.654.325 ; 4.830 ; 75.051.614 ; 8.800 ; 153.459.957 ; 7.841 ; 132.475.905 ; 124 ; 4.718.155 ; 7.965,0 ; 137.194.060 ; 16.765 ; 290.654.016 ;
104;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 2.046 ; 99.131.507 ; 64 ; 1.323.739 ; 972 ; 34.441.496 ; 3.089 ; 135.067.992 ; 1.659 ; 133.001.485 ; 14 ; 923.247 ; 1.673,0 ; 133.924.732 ; 4.762 ; 268.992.724 ;
105;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 3 ; 30.704 ; 621 ; 50.714.553 ; 757 ; 25.331.589 ; 1.381 ; 76.076.845 ; 399 ; 84.929.706 ; 725 ; 106.223.783 ; 1.124,0 ; 191.153.489 ; 2.505 ; 267.230.334 ;
106;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 270 ; 5.700.712 ; 3.597 ; 8.930.762 ; 14.272 ; 95.816.120 ; 18.139 ; 110.447.594 ; 3.098 ; 122.668.666 ; 300 ; 30.196.575 ; 3.398,0 ; 152.865.241 ; 21.537 ; 263.312.835 ;
107;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 292 ; 5.701.578 ; 1.657 ; 32.526.390 ; 984 ; 13.295.423 ; 6.451 ; 82.417.675 ; 9.384 ; 133.941.065 ; 2.884 ; 101.783.645 ; 131 ; 5.871.438 ; 3.015,0 ; 107.655.083 ; 12.399 ; 241.596.148 ;
108;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 80 ; 2.695.178 ; 14 ; 329.221 ; 937 ; 110.496.503 ; 1.031 ; 113.520.903 ; 3.570 ; 113.590.737 ; 27 ; 890.965 ; 3.597,0 ; 114.481.702 ; 4.628 ; 228.002.605 ;
109;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 69 ; 3.125.091 ; 813 ; 1.783.216 ; 7.458 ; 105.492.028 ; 8.340 ; 110.400.335 ; 3.121 ; 110.356.917 ; 47 ; 3.458.887 ; 3.168,0 ; 113.815.805 ; 11.508 ; 224.216.140 ;
110;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 66 ; 18.142.831 ; 40 ; 1.386.321 ; 218 ; 64.376.806 ; 118 ; 32.014.251 ; 442 ; 115.920.210 ; 36 ; 17.666.410 ; 86 ; 62.835.077 ; 122,0 ; 80.501.487 ; 564 ; 196.421.697 ;
111;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 168 ; 6.197.915 ; 2.056 ; 54.884.966 ; 933 ; 4.487.032 ; 6.109 ; 39.295.642 ; 9.266 ; 104.865.554 ; 4.418 ; 84.407.896 ; 38 ; 1.064.972 ; 4.456,0 ; 85.472.868 ; 13.722 ; 190.338.422 ;
112;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 28 ; 415.957 ; 1.184 ; 36.739.559 ; 888 ; 2.765.634 ; 3.867 ; 35.056.104 ; 5.967 ; 74.977.254 ; 2.724 ; 91.011.424 ; 305 ; 22.309.508 ; 3.029,0 ; 113.320.933 ; 8.996 ; 188.298.187 ;
113;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 995 ; 27.218.815 ; 1.467 ; 12.172.500 ; 19.497 ; 50.155.428 ; 21.965 ; 89.731.455 ; 2.283 ; 73.776.108 ; 305 ; 8.707.072 ; 2.588,0 ; 82.483.179 ; 24.553 ; 172.214.634 ;
114;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 6 ; 60.094 ; 5.070 ; 7.805.497 ; 11.454 ; 85.259.842 ; 16.534 ; 93.433.828 ; 2.290 ; 77.887.857 ; 205 ; 800.486 ; 2.495,0 ; 78.688.343 ; 19.029 ; 172.122.171 ;
115;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 16 ; 454.962 ; 748 ; 19.576.444 ; 718 ; 23.899.161 ; 6.131 ; 59.243.572 ; 7.613 ; 103.174.139 ; 1.345 ; 61.315.511 ; 109 ; 6.861.129 ; 1.454,0 ; 68.176.640 ; 9.067 ; 171.350.779 ;
116;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 2 ; 32.542 ; 2.000 ; 61.733.319 ; 96 ; 872.029 ; 4.578 ; 16.507.847 ; 6.676 ; 79.145.737 ; 2.567 ; 78.389.097 ; 67 ; 1.036.573 ; 2.634,0 ; 79.425.670 ; 9.310 ; 158.571.407 ;
117;04.902.979;BANCO DA AMAZONIA S.A.; 337 ; 49.957.585 ; 297 ; 21.501.955 ; 200 ; 4.120.491 ; 509 ; 4.140.348 ; 1.343 ; 79.720.379 ; 69 ; 23.165.532 ; 135 ; 49.852.582 ; 204,0 ; 73.018.113 ; 1.547 ; 152.738.492 ;
118;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 1.140 ; 6.418.429 ; 3.607 ; 54.634.907 ; 4.747 ; 61.053.336 ; 2.957 ; 65.772.507 ; 206 ; 17.395.789 ; 3.163,0 ; 83.168.296 ; 7.910 ; 144.221.632 ;
119;33.042.151;BANCO DE LA NACION ARGENTINA; 53 ; 24.530.148 ; 67 ; 3.092.330 ; 3.113 ; 4.464.714 ; 901 ; 1.276.509 ; 4.134 ; 33.363.702 ; 49 ; 33.978.265 ; 85 ; 58.811.375 ; 134,0 ; 92.789.639 ; 4.268 ; 126.153.342 ;
120;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 569 ; 28.389.389 ; 49 ; 137.365 ; 1.019 ; 24.677.224 ; 1.637 ; 53.203.978 ; 1.810 ; 62.174.732 ; 84 ; 9.265.947 ; 1.894,0 ; 71.440.679 ; 3.531 ; 124.644.657 ;
121;59.118.133;BANCO LUSO BRASILEIRO S.A.; 20 ; 6.772.133 ; 152 ; 9.852.290 ; 84 ; 21.009.382 ; 284 ; 17.543.278 ; 540 ; 55.177.082 ; 205 ; 33.697.025 ; 120 ; 34.503.422 ; 325,0 ; 68.200.447 ; 865 ; 123.377.529 ;
122;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 13 ; 434.466 ; 251 ; 5.793.314 ; 594 ; 6.309.579 ; 7.047 ; 53.251.833 ; 7.905 ; 65.789.192 ; 985 ; 54.760.026 ; 30 ; 2.364.859 ; 1.015,0 ; 57.124.886 ; 8.920 ; 122.914.077 ;
123;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 1.954 ; 4.511.186 ; 6.941 ; 60.522.404 ; 8.895 ; 65.033.589 ; 3.858 ; 56.265.497 ; 21 ; 101.512 ; 3.879,0 ; 56.367.009 ; 12.774 ; 121.400.599 ;
124;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 176 ; 33.694.311 ; 209 ; 6.687.565 ; 52 ; 17.592.259 ; 117 ; 6.544.751 ; 554 ; 64.518.886 ; 18 ; 8.418.543 ; 54 ; 46.704.970 ; 72,0 ; 55.123.513 ; 626 ; 119.642.399 ;
125;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 49 ; 376.025 ; 1.211 ; 806.961 ; 11.246 ; 30.860.839 ; 12.506 ; 32.043.824 ; 2.167 ; 50.462.562 ; 186 ; 19.946.742 ; 2.353,0 ; 70.409.304 ; 14.859 ; 102.453.128 ;
126;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 2.457 ; 19.507.536 ; 4.585 ; 49.402.389 ; 7.043 ; 68.917.325 ; 1.333 ; 31.595.027 ; 33 ; 1.594.674 ; 1.366,0 ; 33.189.701 ; 8.409 ; 102.107.026 ;
127;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705 ; 2.063 ; 90.705.458 ;
128;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 115 ; 3.257.546 ; 590 ; 12.198.442 ; 1.006 ; 2.669.698 ; 11.148 ; 28.749.711 ; 12.859 ; 46.875.397 ; 1.561 ; 37.015.615 ; 44 ; 1.891.586 ; 1.605,0 ; 38.907.202 ; 14.464 ; 85.782.599 ;
129;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 1.522 ; 3.920.280 ; 4.684 ; 38.642.563 ; 6.206 ; 42.562.844 ; 2.466 ; 36.918.551 ; 100 ; 2.096.656 ; 2.566,0 ; 39.015.207 ; 8.772 ; 81.578.050 ;
130;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.; 5 ; 38.989 ; 60 ; 926.140 ; 1.173 ; 3.960.369 ; 4.983 ; 33.052.375 ; 6.221 ; 37.977.874 ; 2.213 ; 30.764.221 ; 54 ; 653.834 ; 2.267,0 ; 31.418.055 ; 8.488 ; 69.395.929 ;
131;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 22 ; 36.164 ; 2.726 ; 1.751.985 ; 21.606 ; 31.312.435 ; 24.354 ; 33.100.584 ; 919 ; 31.636.665 ; 50 ; 1.839.947 ; 969,0 ; 33.476.613 ; 25.323 ; 66.577.197 ;
132;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 1.134 ; 2.636.457 ; 3.384 ; 31.102.859 ; 4.518 ; 33.739.316 ; 2.060 ; 28.552.894 ; 2 ; 50.000 ; 2.062,0 ; 28.602.894 ; 6.580 ; 62.342.210 ;
133;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 10 ; 280.394 ; 275 ; 3.099.291 ; 380 ; 5.360.567 ; 3.558 ; 25.305.712 ; 4.223 ; 34.045.964 ; 1.928 ; 24.079.939 ; 107 ; 1.295.177 ; 2.035,0 ; 25.375.116 ; 6.258 ; 59.421.080 ;
134;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 8 ; 213.559 ; 758 ; 1.290.938 ; 4.343 ; 28.991.030 ; 5.109 ; 30.495.527 ; 799 ; 28.256.526 ; 21 ; 292.282 ; 820,0 ; 28.548.807 ; 5.929 ; 59.044.334 ;
135;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 20 ; 14.310.000 ; 6 ; 102.451 ; 3 ; 35.252 ; 80 ; 15.103.929 ; 109 ; 29.551.633 ; 7 ; 13.243.944 ; 9 ; 12.742.830 ; 16,0 ; 25.986.774 ; 125 ; 55.538.407 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 191 ; 185.930 ; 3.634 ; 26.706.766 ; 3.825 ; 26.892.696 ; 1.584 ; 27.016.682 ; 40 ; 434.046 ; 1.624,0 ; 27.450.728 ; 5.449 ; 54.343.424 ;
137;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 7.740 ; 3.073.544 ; 23.142 ; 25.223.518 ; 30.882 ; 28.297.062 ; 533 ; 22.704.462 ; 3 ; 187.867 ; 536,0 ; 22.892.329 ; 31.418 ; 51.189.391 ;
