Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Dez/2022;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
46;00.360.305;CAIXA ECONOMICA FEDERAL; 1.369 ; 479.255.901 ; 943 ; 59.992.974 ; 91.025 ; 606.799.311 ; 11.193 ; 1.217.684.831 ; 104.530 ; 2.363.733.017 ; 2.133 ; 1.307.912.273 ; 2.327 ; 1.123.844.964 ; 4.460 ; 2.431.757.237 ; 108.990 ; 4.795.490.254 ;
47;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 7.577 ; 694.884.578 ; 5.466 ; 374.254.933 ; 4.468 ; 209.992.191 ; 6.460 ; 701.949.402 ; 23.971 ; 1.981.081.103 ; 231 ; 790.930.388 ; 452 ; 617.711.878 ; 683 ; 1.408.642.266 ; 24.654 ; 3.389.723.369 ;
48;03.609.817;BANCO CARGILL S.A.; 244 ; 848.324.772 ; 1 ; 49.271 ; 122 ; 264.007.707 ; 536 ; 222.798.090 ; 903 ; 1.335.179.839 ; 17 ; 525.000.000 ; 42 ; 1.262.500.000 ; 59 ; 1.787.500.000 ; 962 ; 3.122.679.839 ;
49;07.656.500;BANCO KDB DO BRASIL S.A.; 2 ; 20.000.000 ; 73 ; 21.462.605 ; 1.059 ; 448.333.444 ; 3.803 ; 1.115.996.509 ; 4.937 ; 1.605.792.558 ; 748 ; 1.080.204.871 ; 169 ; 421.051.301 ; 917 ; 1.501.256.172 ; 5.854 ; 3.107.048.730 ;
50;28.811.341;STONEX BANCO DE CÂMBIO S.A.; 670 ; 100.526.671 ; 651 ; 29.518.288 ; 47.458 ; 1.348.655.854 ; 2.456 ; 119.871.311 ; 51.235 ; 1.598.572.124 ; 765 ; 100.682.880 ; 2.007 ; 1.400.450.150 ; 2.772 ; 1.501.133.030 ; 54.007 ; 3.099.705.154 ;
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 2.418 ; 79.777.088 ; 19.860 ; 468.002.819 ; 23.749 ; 461.037.401 ; 48.010 ; 845.927.380 ; 94.037 ; 1.854.744.687 ; 5.658 ; 976.685.119 ; 1.214 ; 203.683.074 ; 6.872 ; 1.180.368.193 ; 100.909 ; 3.035.112.880 ;
52;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 229 ; 19.174.731 ; 2.068 ; 196.204.089 ; 2.751 ; 556.054.099 ; 8.971 ; 932.370.988 ; 14.019 ; 1.703.803.908 ; 1.944 ; 899.385.310 ; 811 ; 346.041.120 ; 2.755 ; 1.245.426.429 ; 16.774 ; 2.949.230.337 ;
53;61.024.352;BANCO VOITER S.A.; 596 ; 275.065.990 ; 2.457 ; 367.132.075 ; 1.762 ; 284.523.722 ; 9.099 ; 838.835.225 ; 13.914 ; 1.765.557.012 ; 629 ; 796.257.875 ; 528 ; 146.306.570 ; 1.157 ; 942.564.444 ; 15.071 ; 2.708.121.456 ;
54;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 2.165 ; 55.080.416 ; 9.549 ; 338.085.523 ; 50.930 ; 338.323.388 ; 39.035 ; 681.770.663 ; 101.679 ; 1.413.259.990 ; 23.848 ; 855.569.941 ; 1.440 ; 229.174.306 ; 25.288 ; 1.084.744.247 ; 126.967 ; 2.498.004.237 ;
55;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 10.368 ; 555.527.347 ; 10.650 ; 550.409.977 ; 8.696 ; 405.018.178 ; 4.719 ; 285.823.417 ; 34.433 ; 1.796.778.919 ; 180 ; 302.458.990 ; 100 ; 391.791.647 ; 280 ; 694.250.637 ; 34.713 ; 2.491.029.556 ;
56;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 57 ; 204.091.694 ; 237 ; 47.865.778 ; 348 ; 801.484.996 ; 522 ; 449.501.257 ; 1.164 ; 1.502.943.725 ; 117 ; 106.945.736 ; 120 ; 573.447.781 ; 237 ; 680.393.517 ; 1.401 ; 2.183.337.242 ;
57;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 287 ; 300.849.031 ; 237 ; 120.239.784 ; 136 ; 193.776.455 ; 945 ; 182.591.264 ; 1.605 ; 797.456.533 ; 139 ; 426.615.568 ; 179 ; 647.575.151 ; 318 ; 1.074.190.719 ; 1.923 ; 1.871.647.252 ;
58;45.246.410;BANCO GENIAL S.A.; 251 ; 34.344.101 ; 366 ; 72.979.774 ; 3.187 ; 398.243.082 ; 3.919 ; 620.908.910 ; 7.723 ; 1.126.475.866 ; 228 ; 422.852.726 ; 80 ; 160.679.551 ; 308 ; 583.532.278 ; 8.031 ; 1.710.008.144 ;
59;30.723.886;BANCO MODAL S.A.; 87 ; 13.522.810 ; 223 ; 39.253.280 ; 1.495 ; 611.872.081 ; 1.845 ; 569.175.329 ; 3.650 ; 1.233.823.501 ; 47 ; 228.095.887 ; 56 ; 240.016.681 ; 103 ; 468.112.568 ; 3.753 ; 1.701.936.069 ;
60;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 266 ; 186.269.192 ; 318 ; 717.079.497 ; 584 ; 903.348.689 ; 80 ; 657.039.540 ; 59 ; 127.172.290 ; 139 ; 784.211.830 ; 723 ; 1.687.560.519 ;
61;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 1.589 ; 36.372.863 ; 11.713 ; 358.026.807 ; 7.554 ; 165.183.543 ; 18.885 ; 272.827.288 ; 39.741 ; 832.410.501 ; 9.868 ; 637.568.404 ; 921 ; 208.348.678 ; 10.789 ; 845.917.083 ; 50.530 ; 1.678.327.584 ;
62;61.186.680;BANCO BMG S.A.; 38 ; 48.267.909 ; 11 ; 12.665.116 ; 231 ; 54.658.799 ; 514 ; 47.511.419 ; 794 ; 163.103.243 ; 48 ; 784.332.260 ; 51 ; 713.809.440 ; 99 ; 1.498.141.700 ; 893 ; 1.661.244.943 ;
63;00.416.968;BANCO INTER S.A.; 292 ; 64.993.856 ; 95 ; 42.769.472 ; 215.564 ; 535.612.519 ; 205.066 ; 438.506.969 ; 421.017 ; 1.081.882.815 ; 157 ; 210.564.487 ; 160 ; 299.277.512 ; 317 ; 509.841.999 ; 421.334 ; 1.591.724.814 ;
64;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 130.220 ; 488.687.995 ; 215.176 ; 693.250.560 ; 345.396 ; 1.181.938.554 ; 1.108 ; 275.677.174 ; 3.766 ; 68.054.013 ; 4.874 ; 343.731.186 ; 350.270 ; 1.525.669.741 ;
65;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 292 ; 595.157.748 ;;; 355 ; 119.529.044 ; 18 ; 230.063 ; 665 ; 714.916.855 ; 9 ; 650.002.258 ; 11 ; 103.062.934 ; 20 ; 753.065.192 ; 685 ; 1.467.982.047 ;
66;60.889.128;BANCO SOFISA S.A.; 2.073 ; 542.113.106 ; 633 ; 72.815.206 ; 198 ; 43.725.486 ; 1.169 ; 88.749.406 ; 4.073 ; 747.403.204 ; 126 ; 109.263.649 ; 262 ; 562.022.123 ; 388 ; 671.285.772 ; 4.461 ; 1.418.688.977 ;
67;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 1.152 ; 26.812.485 ; 9.189 ; 200.207.781 ; 30.991 ; 152.730.937 ; 29.378 ; 307.592.263 ; 70.710 ; 687.343.466 ; 39.264 ; 491.353.779 ; 4.534 ; 163.012.193 ; 43.798 ; 654.365.972 ; 114.508 ; 1.341.709.438 ;
68;62.144.175;BANCO PINE S.A.; 304 ; 282.832.810 ; 2.483 ; 394.999.154 ; 73 ; 16.302.599 ; 477 ; 77.603.565 ; 3.337 ; 771.738.128 ; 81 ; 297.662.347 ; 69 ; 187.939.907 ; 150 ; 485.602.254 ; 3.487 ; 1.257.340.382 ;
