Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em DEZEMBRO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
73;03.532.415;BANCO ABN AMRO S.A.; 23 ; 28.403.626 ;;; 4 ; 1.235.431 ; 20 ; 1.081.268 ; 47 ; 30.720.325 ; 2 ; 777.000 ; 19 ; 28.220.000 ; 21 ; 28.997.000 ; 68 ; 59.717.325 ;;;;
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 65 ; 1.066.674 ; 464 ; 16.581.829 ; 403 ; 10.029.776 ; 715 ; 8.343.544 ; 1.647 ; 36.021.823 ; 235 ; 18.501.598 ; 27 ; 4.695.675 ; 262 ; 23.197.272 ; 1.909 ; 59.219.095 ;;;;
75;61.186.680;BANCO BMG S.A.; 5 ; 8.378.934 ; 5 ; 6.627.803 ; 7 ; 995.991 ; 24 ; 3.096.732 ; 41 ; 19.099.459 ; 3 ; 13.756.151 ; 8 ; 25.999.396 ; 11 ; 39.755.546 ; 52 ; 58.855.005 ;;;;
76;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 8 ; 149.938 ; 836 ; 3.933.308 ; 1.524 ; 13.170.741 ; 2.368 ; 17.253.986 ; 1.311 ; 25.221.237 ; 67 ; 15.261.522 ; 1.378 ; 40.482.759 ; 3.746 ; 57.736.745 ;;;;
77;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 67 ; 10.411.374 ; 152 ; 11.902.081 ; 219 ; 22.313.455 ; 14 ; 5.800.000 ; 15 ; 29.449.944 ; 29 ; 35.249.944 ; 248 ; 57.563.399 ;;;;
78;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 4 ; 2.500.574 ;;; 3 ; 25.321.499 ; 10 ; 63.040 ; 17 ; 27.885.114 ;;; 5 ; 27.500.000 ; 5 ; 27.500.000 ; 22 ; 55.385.114 ;;;;
79;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 144 ; 189.533 ; 896 ; 2.561.328 ; 1.040 ; 2.750.861 ; 360 ; 26.476.326 ; 108 ; 24.115.933 ; 468 ; 50.592.259 ; 1.508 ; 53.343.120 ;;;;
80;10.690.848;BANCO DA CHINA BRASIL S.A.; 14 ; 9.394.561 ; 9 ; 1.358.575 ; 11 ; 8.469.160 ; 68 ; 3.737.491 ; 102 ; 22.959.788 ; 15 ; 7.872.341 ; 14 ; 20.616.405 ; 29 ; 28.488.746 ; 131 ; 51.448.533 ;;;;
81;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 1 ; 9.378 ; 64 ; 2.125.603 ; 125 ; 550.357 ; 484 ; 4.020.473 ; 674 ; 6.705.811 ; 462 ; 22.814.921 ; 98 ; 17.381.399 ; 560 ; 40.196.320 ; 1.234 ; 46.902.131 ;;;;
82;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 61 ; 13.168.916 ; 46 ; 6.395.437 ; 26 ; 282.718 ; 53 ; 448.363 ; 186 ; 20.295.435 ; 15 ; 7.061.500 ; 18 ; 13.355.200 ; 33 ; 20.416.700 ; 219 ; 40.712.135 ;;;;
83;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 26 ; 707.565 ; 402 ; 10.874.453 ; 301 ; 2.747.658 ; 850 ; 7.105.380 ; 1.579 ; 21.435.055 ; 465 ; 16.433.688 ; 60 ; 1.926.101 ; 525 ; 18.359.789 ; 2.104 ; 39.794.844 ;;;;
84;92.894.922;BANCO ORIGINAL S.A.; 16 ; 10.075.403 ; 101 ; 11.953.787 ; 23 ; 5.900.993 ; 138 ; 3.822.106 ; 278 ; 31.752.288 ; 9 ; 1.421.873 ; 8 ; 3.780.598 ; 17 ; 5.202.471 ; 295 ; 36.954.759 ;;;;
85;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 18 ; 243.679 ; 85 ; 10.696.272 ; 415 ; 8.308.789 ; 518 ; 19.248.741 ; 8 ; 6.455.987 ; 3 ; 7.907.581 ; 11 ; 14.363.568 ; 529 ; 33.612.309 ;;;;
86;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO; 1 ; 29.840 ; 17 ; 275.290 ; 33 ; 203.373 ; 87 ; 1.502.791 ; 138 ; 2.011.294 ; 118 ; 16.396.761 ; 175 ; 15.040.361 ; 293 ; 31.437.122 ; 431 ; 33.448.416 ;;;;
87;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 2 ; 13.529 ; 72 ; 2.359.571 ; 27 ; 284.602 ; 366 ; 6.837.123 ; 467 ; 9.494.826 ; 432 ; 16.174.505 ; 50 ; 7.314.137 ; 482 ; 23.488.642 ; 949 ; 32.983.467 ;;;;
88;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 28 ; 418.995 ; 347 ; 7.198.486 ; 203 ; 2.896.719 ; 1.266 ; 7.784.122 ; 1.844 ; 18.298.322 ; 426 ; 12.133.945 ; 13 ; 521.619 ; 439 ; 12.655.564 ; 2.283 ; 30.953.886 ;;;;
89;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 42 ; 924.254 ; 491 ; 9.474.603 ; 199 ; 4.327.815 ; 593 ; 4.573.208 ; 1.325 ; 19.299.880 ; 296 ; 10.160.436 ; 23 ; 1.401.443 ; 319 ; 11.561.879 ; 1.644 ; 30.861.760 ;;;;
90;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 46 ; 8.030.424 ; 73 ; 3.365.389 ; 48 ; 2.715.957 ; 53 ; 491.065 ; 220 ; 14.602.835 ; 29 ; 3.218.934 ; 19 ; 10.148.090 ; 48 ; 13.367.024 ; 268 ; 27.969.859 ;;;;
91;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 1 ; 800 ; 22 ; 272.859 ; 531 ; 2.328.113 ; 1.093 ; 9.856.922 ; 1.647 ; 12.458.694 ; 671 ; 11.400.145 ; 66 ; 3.617.439 ; 737 ; 15.017.584 ; 2.384 ; 27.476.278 ;;;;
92;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 6 ; 114.527 ; 133 ; 4.176.474 ; 58 ; 666.508 ; 415 ; 4.585.835 ; 612 ; 9.543.344 ; 538 ; 12.758.377 ; 42 ; 4.776.795 ; 580 ; 17.535.172 ; 1.192 ; 27.078.516 ;;;;
93;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;;;; 167 ; 2.346.979 ; 286 ; 3.296.514 ; 453 ; 5.643.492 ; 161 ; 10.906.731 ; 68 ; 9.936.211 ; 229 ; 20.842.942 ; 682 ; 26.486.434 ;;;;
94;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;;;;; 101 ; 3.774.964 ; 85 ; 4.777.663 ; 186 ; 8.552.627 ; 14 ; 6.805.517 ; 16 ; 9.305.540 ; 30 ; 16.111.057 ; 216 ; 24.663.684 ;;;;
95;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 2 ; 32.647 ; 154 ; 3.898.409 ; 16 ; 33.793 ; 376 ; 6.172.420 ; 548 ; 10.137.269 ; 385 ; 12.183.102 ; 18 ; 2.176.290 ; 403 ; 14.359.392 ; 951 ; 24.496.661 ;;;;
96;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 26 ; 220.462 ; 84 ; 11.942.869 ; 110 ; 12.163.332 ; 594 ; 11.722.270 ;;; 594 ; 11.722.270 ; 704 ; 23.885.602 ;;;;
97;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;; 1 ; 4.274 ; 128 ; 741.496 ; 425 ; 11.232.981 ; 554 ; 11.978.752 ; 488 ; 10.112.910 ; 4 ; 23.661 ; 492 ; 10.136.572 ; 1.046 ; 22.115.323 ;;;;
98;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 4 ; 568.435 ; 4 ; 61.078 ; 42 ; 7.759.429 ; 21 ; 1.662.081 ; 71 ; 10.051.023 ; 9 ; 2.604.943 ; 10 ; 8.154.811 ; 19 ; 10.759.753 ; 90 ; 20.810.777 ;;;;
99;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 23.412 ; 23 ; 315.869 ; 538 ; 1.098.980 ; 843 ; 3.448.389 ; 1.405 ; 4.886.649 ; 342 ; 9.264.237 ; 41 ; 6.399.446 ; 383 ; 15.663.683 ; 1.788 ; 20.550.332 ;;;;
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 13 ; 325.735 ; 205 ; 5.473.666 ; 159 ; 1.246.249 ; 669 ; 4.767.644 ; 1.046 ; 11.813.293 ; 686 ; 8.597.355 ; 12 ; 76.605 ; 698 ; 8.673.959 ; 1.744 ; 20.487.253 ;;;;
101;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 149 ; 1.492.823 ; 321 ; 5.848.096 ; 470 ; 7.340.919 ; 587 ; 8.407.435 ; 71 ; 4.287.075 ; 658 ; 12.694.510 ; 1.128 ; 20.035.429 ;;;;
102;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 4 ; 66.112 ; 434 ; 2.204.490 ; 628 ; 9.746.463 ; 1.066 ; 12.017.065 ; 469 ; 7.616.435 ; 3 ; 24.675 ; 472 ; 7.641.110 ; 1.538 ; 19.658.175 ;;;;
103;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 20 ; 315.403 ; 231 ; 5.091.483 ; 86 ; 835.399 ; 435 ; 3.987.642 ; 772 ; 10.229.927 ; 900 ; 8.650.948 ; 37 ; 722.680 ; 937 ; 9.373.628 ; 1.709 ; 19.603.555 ;;;;
104;04.902.979;BANCO DA AMAZONIA S.A.; 58 ; 4.699.857 ; 17 ; 1.351.574 ; 35 ; 370.080 ; 81 ; 655.473 ; 191 ; 7.076.984 ; 9 ; 3.629.681 ; 30 ; 6.565.774 ; 39 ; 10.195.455 ; 230 ; 17.272.439 ;;;;
105;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 15 ; 1.836.476 ; 15 ; 228.767 ; 4 ; 4.537.138 ; 21 ; 112.787 ; 55 ; 6.715.167 ; 2 ; 2.250.000 ; 4 ; 8.280.000 ; 6 ; 10.530.000 ; 61 ; 17.245.167 ;;;;
106;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;; 3 ; 118.076 ; 286 ; 2.066.838 ; 361 ; 2.492.785 ; 650 ; 4.677.698 ; 253 ; 5.419.380 ; 49 ; 4.894.318 ; 302 ; 10.313.698 ; 952 ; 14.991.396 ;;;;
107;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 20 ; 373.135 ; 138 ; 2.688.718 ; 169 ; 1.223.608 ; 422 ; 4.103.492 ; 749 ; 8.388.953 ; 314 ; 5.645.814 ; 5 ; 516.628 ; 319 ; 6.162.442 ; 1.068 ; 14.551.396 ;;;;
108;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 5 ; 8.116 ; 55 ; 6.867.234 ; 60 ; 6.875.350 ; 211 ; 6.854.198 ;;; 211 ; 6.854.198 ; 271 ; 13.729.548 ;;;;
109;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 1 ; 3.110 ; 105 ; 3.005.504 ; 237 ; 1.664.511 ; 1.097 ; 2.934.528 ; 1.440 ; 7.607.652 ; 222 ; 5.029.042 ; 21 ; 530.618 ; 243 ; 5.559.660 ; 1.683 ; 13.167.312 ;;;;
110;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 1 ; 46.700 ; 41 ; 1.302.793 ; 46 ; 1.012.053 ; 614 ; 4.636.985 ; 702 ; 6.998.532 ; 153 ; 5.463.201 ; 11 ; 633.438 ; 164 ; 6.096.639 ; 866 ; 13.095.171 ;;;;
111;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 17 ; 3.442.733 ;;; 4 ; 8.655 ; 6 ; 8.427 ; 27 ; 3.459.815 ; 2 ; 500.000 ; 8 ; 7.450.000 ; 10 ; 7.950.000 ; 37 ; 11.409.815 ;;;;
112;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 25 ; 918.070 ; 81 ; 1.951.911 ; 160 ; 810.717 ; 415 ; 2.431.778 ; 681 ; 6.112.477 ; 245 ; 3.826.796 ; 41 ; 1.170.038 ; 286 ; 4.996.834 ; 967 ; 11.109.311 ;;;;
113;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 48 ; 112.556 ; 233 ; 5.375.623 ; 281 ; 5.488.179 ; 529 ; 5.256.910 ; 3 ; 15.372 ; 532 ; 5.272.283 ; 813 ; 10.760.462 ;;;;
114;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 2 ; 16.706 ; 75 ; 1.336.695 ; 36 ; 754.635 ; 478 ; 2.743.638 ; 591 ; 4.851.674 ; 319 ; 3.934.429 ; 31 ; 670.848 ; 350 ; 4.605.277 ; 941 ; 9.456.951 ;;;;
115;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 169 ; 631.915 ; 561 ; 4.521.570 ; 730 ; 5.153.485 ; 231 ; 3.877.258 ; 11 ; 11.957 ; 242 ; 3.889.214 ; 972 ; 9.042.699 ;;;;
116;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 134 ; 776.631 ; 301 ; 4.270.260 ; 435 ; 5.046.891 ; 264 ; 3.513.229 ;;; 264 ; 3.513.229 ; 699 ; 8.560.120 ;;;;
117;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 5 ; 204.500 ; 63 ; 3.939.254 ; 68 ; 4.143.754 ; 14 ; 3.918.179 ; 3 ; 182.802 ; 17 ; 4.100.982 ; 85 ; 8.244.736 ;;;;
118;07.679.404;BANCO TOPÁZIO S.A.; 1 ; 2.434 ; 39 ; 2.749.860 ; 38 ; 897.607 ; 44 ; 665.109 ; 122 ; 4.315.009 ; 10 ; 3.198.000 ; 8 ; 685.017 ; 18 ; 3.883.017 ; 140 ; 8.198.026 ;;;;
119;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 36 ; 544.553 ; 44 ; 1.318.605 ; 293 ; 2.517.548 ; 373 ; 4.380.706 ; 117 ; 2.741.035 ; 24 ; 999.274 ; 141 ; 3.740.309 ; 514 ; 8.121.015 ;;;;
120;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 10.000 ; 13 ; 111.913 ; 52 ; 896.327 ; 267 ; 3.656.317 ; 333 ; 4.674.556 ; 111 ; 3.042.100 ; 7 ; 180.301 ; 118 ; 3.222.401 ; 451 ; 7.896.957 ;;;;
121;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 24 ; 78.150 ; 32 ; 394.121 ; 432 ; 435.717 ; 1.652 ; 2.995.624 ; 2.140 ; 3.903.611 ; 229 ; 3.262.533 ; 13 ; 381.546 ; 242 ; 3.644.079 ; 2.382 ; 7.547.690 ;;;;
122;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 16 ; 256.255 ; 32 ; 187.873 ; 68 ; 3.283.841 ; 116 ; 3.727.970 ; 193 ; 3.492.480 ; 4 ; 150.367 ; 197 ; 3.642.847 ; 313 ; 7.370.817 ;;;;
123;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 7 ; 509.054 ; 440 ; 2.956.974 ; 7 ; 40.574 ; 454 ; 3.506.602 ; 9 ; 714.160 ; 31 ; 3.121.307 ; 40 ; 3.835.467 ; 494 ; 7.342.068 ;;;;
124;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 4 ; 18.781 ; 271 ; 731.475 ; 500 ; 3.619.307 ; 775 ; 4.369.562 ; 357 ; 2.899.174 ; 2 ; 12.803 ; 359 ; 2.911.978 ; 1.134 ; 7.281.540 ;;;;
125;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.025 ; 101 ; 215.209 ; 199 ; 3.179.817 ; 301 ; 3.396.051 ; 172 ; 3.009.622 ; 6 ; 41.369 ; 178 ; 3.050.991 ; 479 ; 6.447.041 ;;;;
126;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 2 ; 44.331 ; 47 ; 135.945 ; 307 ; 2.892.752 ; 356 ; 3.073.027 ; 428 ; 2.884.809 ; 2 ; 100.800 ; 430 ; 2.985.609 ; 786 ; 6.058.636 ;;;;
127;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 172 ; 1.821.610 ; 207 ; 2.085.470 ; 379 ; 3.907.080 ; 72 ; 813.043 ; 29 ; 538.513 ; 101 ; 1.351.556 ; 480 ; 5.258.636 ;;;;
128;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 8 ; 74.301 ; 15 ; 409.655 ; 120 ; 861.513 ; 326 ; 1.748.090 ; 469 ; 3.093.559 ; 257 ; 1.602.574 ; 33 ; 380.599 ; 290 ; 1.983.173 ; 759 ; 5.076.732 ;;;;
129;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 177 ; 1.990.561 ; 262 ; 2.463.744 ; 439 ; 4.454.306 ; 233 ; 545.226 ; 5 ; 59.016 ; 238 ; 604.242 ; 677 ; 5.058.548 ;;;;
130;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 2 ; 89.199 ; 2 ; 17.309 ; 390 ; 2.395.638 ; 394 ; 2.502.146 ; 200 ; 2.469.962 ; 3 ; 2.431 ; 203 ; 2.472.393 ; 597 ; 4.974.539 ;;;;
131;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 235 ; 335.702 ; 999 ; 1.764.025 ; 1.234 ; 2.099.727 ; 37 ; 2.539.049 ;;; 37 ; 2.539.049 ; 1.271 ; 4.638.776 ;;;;
132;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 72.070 ; 32 ; 1.517.384 ; 18 ; 473.051 ; 113 ; 226.010 ; 167 ; 2.288.515 ; 120 ; 1.766.475 ; 23 ; 568.165 ; 143 ; 2.334.640 ; 310 ; 4.623.155 ;;;;
133;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.648 ; 787.018 ; 2.538 ; 2.009.461 ; 4.186 ; 2.796.479 ; 48 ; 1.270.534 ;;; 48 ; 1.270.534 ; 4.234 ; 4.067.014 ;;;;
134;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 33 ; 649.786 ; 11 ; 293.171 ; 71 ; 1.069.082 ; 115 ; 2.012.038 ; 59 ; 1.471.700 ; 1 ; 46.000 ; 60 ; 1.517.700 ; 175 ; 3.529.738 ;;;;
135;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 109 ; 137.369 ; 135 ; 625.340 ; 244 ; 762.710 ; 38 ; 1.368.509 ; 16 ; 876.000 ; 54 ; 2.244.509 ; 298 ; 3.007.219 ;;;;
136;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 23 ; 171.562 ; 5 ; 67.282 ; 103 ; 606.916 ; 403 ; 835.720 ; 534 ; 1.681.480 ; 77 ; 635.535 ; 20 ; 500.696 ; 97 ; 1.136.231 ; 631 ; 2.817.711 ;;;;
137;14.388.334;PARANÁ BANCO S.A.; 6 ; 2.140.252 ;;; 3 ; 144.910 ; 3 ; 3.453 ; 12 ; 2.288.615 ;;; 1 ; 500.000 ; 1 ; 500.000 ; 13 ; 2.788.615 ;;;;
138;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;;; 438 ; 284.673 ; 1.228 ; 1.277.187 ; 1.666 ; 1.561.860 ; 51 ; 1.005.983 ; 6 ; 132.259 ; 57 ; 1.138.242 ; 1.723 ; 2.700.102 ;;;;
139;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 5 ; 6.757 ; 112 ; 48.996 ; 761 ; 1.324.931 ; 878 ; 1.380.683 ; 220 ; 1.311.519 ;;; 220 ; 1.311.519 ; 1.098 ; 2.692.202 ;;;;
140;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 13 ; 455.492 ; 16 ; 163.362 ; 103 ; 811.270 ; 132 ; 1.430.124 ; 83 ; 1.157.432 ; 6 ; 84.266 ; 89 ; 1.241.698 ; 221 ; 2.671.822 ;;;;
141;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 167 ; 924.312 ; 192 ; 1.168.896 ; 359 ; 2.093.208 ; 42 ; 329.064 ; 2 ; 40.000 ; 44 ; 369.064 ; 403 ; 2.462.272 ;;;;
142;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 313 ; 1.184.949 ; 298 ; 1.060.643 ; 611 ; 2.245.592 ; 24 ; 59.919 ; 6 ; 121.287 ; 30 ; 181.206 ; 641 ; 2.426.797 ;;;;
143;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;;; 2 ; 113.505 ; 1 ; 1.084.200 ; 4 ; 15.222 ; 7 ; 1.212.927 ; 3 ; 118.505 ; 1 ; 1.084.200 ; 4 ; 1.202.705 ; 11 ; 2.415.632 ;;;;
144;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 124 ; 535.721 ; 227 ; 1.031.642 ; 351 ; 1.567.362 ; 69 ; 477.465 ;;; 69 ; 477.465 ; 420 ; 2.044.827 ;;;;
145;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 14 ; 676.258 ; 1 ; 40.000 ; 11 ; 71.291 ; 70 ; 240.736 ; 96 ; 1.028.285 ; 15 ; 118.609 ; 14 ; 892.047 ; 29 ; 1.010.656 ; 125 ; 2.038.941 ;;;;
146;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 118 ; 436.954 ; 172 ; 1.002.245 ; 290 ; 1.439.199 ; 86 ; 560.545 ;;; 86 ; 560.545 ; 376 ; 1.999.744 ;;;;
147;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 100 ; 585.237 ; 136 ; 995.237 ; 236 ; 1.580.474 ; 43 ; 405.693 ; 2 ; 12.256 ; 45 ; 417.949 ; 281 ; 1.998.423 ;;;;
148;33.042.151;BANCO DE LA NACION ARGENTINA; 2 ; 22.885 ; 2 ; 23.780 ; 390 ; 1.324.493 ; 94 ; 173.422 ; 488 ; 1.544.580 ; 4 ; 150.346 ; 3 ; 250.347 ; 7 ; 400.693 ; 495 ; 1.945.274 ;;;;
149;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 693 ; 109 ; 109.602 ; 438 ; 641.806 ; 548 ; 752.101 ; 72 ; 502.356 ;;; 72 ; 502.356 ; 620 ; 1.254.457 ;;;;
150;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 430 ; 213.323 ; 830 ; 585.972 ; 1.260 ; 799.295 ; 49 ; 376.747 ; 2 ; 38.340 ; 51 ; 415.087 ; 1.311 ; 1.214.383 ;;;;
151;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 51 ; 36.927 ; 372 ; 584.264 ; 423 ; 621.190 ; 60 ; 543.612 ;;; 60 ; 543.612 ; 483 ; 1.164.802 ;;;;
152;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 833 ; 345.000 ; 753 ; 510.929 ; 1.586 ; 855.929 ; 30 ; 196.046 ;;; 30 ; 196.046 ; 1.616 ; 1.051.975 ;;;;
153;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.409 ; 77 ; 236.480 ; 135 ; 446.663 ; 213 ; 684.552 ; 71 ; 254.199 ; 2 ; 47.143 ; 73 ; 301.342 ; 286 ; 985.895 ;;;;
154;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 124 ; 70.617 ; 226 ; 479.550 ; 350 ; 550.166 ; 33 ; 407.904 ;;; 33 ; 407.904 ; 383 ; 958.070 ;;;;
155;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 132 ; 70.059 ; 425 ; 479.131 ; 557 ; 549.190 ; 104 ; 407.169 ;;; 104 ; 407.169 ; 661 ; 956.359 ;;;;
156;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 10 ; 10.419 ; 107 ; 445.187 ; 117 ; 455.606 ; 87 ; 437.091 ; 5 ; 6.759 ; 92 ; 443.849 ; 209 ; 899.455 ;;;;
157;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 1 ; 65.000 ; 20 ; 224.916 ; 87 ; 176.836 ; 108 ; 466.751 ; 41 ; 222.524 ; 6 ; 203.267 ; 47 ; 425.792 ; 155 ; 892.543 ;;;;
158;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 1.951 ; 14 ; 183.905 ; 112 ; 258.581 ; 127 ; 444.437 ; 36 ; 275.122 ; 2 ; 123.056 ; 38 ; 398.178 ; 165 ; 842.614 ;;;;
159;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 8 ; 91.891 ; 11 ; 223.122 ;;; 28 ; 115.021 ; 47 ; 430.034 ; 18 ; 310.154 ; 6 ; 81.981 ; 24 ; 392.135 ; 71 ; 822.169 ;;;;
160;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 3 ; 8.628 ; 7 ; 90.174 ; 23 ; 234.517 ; 33 ; 333.319 ; 26 ; 190.731 ; 4 ; 70.561 ; 30 ; 261.292 ; 63 ; 594.611 ;;;;
161;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;;;;; 3 ; 84.253 ;;; 3 ; 84.253 ;;; 15 ; 353.682 ; 15 ; 353.682 ; 18 ; 437.935 ;;;;
