Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Junho/2024.;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
40;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;UBS (BRASIL) - PRUDENCIAL; -   ; -   ; -   ; -   ; 496 ; 1.507.692.624 ; 596 ; 1.901.853.893 ; 1.092 ; 3.409.546.517 ; 68 ; 933.085.521 ; 56 ; 598.067.979 ; 124 ; 1.531.153.500 ; 1.216 ; 4.940.700.017 ;
41;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;CCB - PRUDENCIAL; 234 ; 307.499.381 ; 681 ; 134.090.012 ; 140 ; 1.090.323.626 ; 804 ; 948.182.322 ; 1.859 ; 2.480.095.341 ; 209 ; 273.183.051 ; 159 ; 707.977.100 ; 368 ; 981.160.151 ; 2.227 ; 3.461.255.492 ;
42;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; 1 ; 10.000.000 ; 7 ; 2.438.760 ; 926 ; 1.135.808.969 ; 1.562 ; 424.859.809 ; 2.496 ; 1.573.107.538 ; 101 ; 540.753.625 ; 576 ; 1.262.037.000 ; 677 ; 1.802.790.625 ; 3.173 ; 3.375.898.163 ;
43;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 557 ; 79.302.248 ; 507 ; 23.360.483 ; 27.056 ; 1.335.356.495 ; 1.462 ; 188.752.488 ; 29.582 ; 1.626.771.714 ; 574 ; 196.311.830 ; 1.279 ; 1.398.873.806 ; 1.853 ; 1.595.185.636 ; 31.435 ; 3.221.957.350 ;
44;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 1.048 ; 1.117.156.873 ; 848 ; 1.161.222.406 ; 1.896 ; 2.278.379.279 ; 184 ; 459.137.017 ; 261 ; 415.044.882 ; 445 ; 874.181.899 ; 2.341 ; 3.152.561.178 ;
45;10.690.848;BANCO DA CHINA BRASIL S.A.;BCO DA CHINA BRASIL S.A. - PRUDENCIAL; 236 ; 632.932.923 ; 154 ; 29.849.015 ; 612 ; 210.873.543 ; 447 ; 83.074.798 ; 1.449 ; 956.730.279 ; 338 ; 543.233.952 ; 493 ; 1.274.024.709 ; 831 ; 1.817.258.661 ; 2.280 ; 2.773.988.940 ;
46;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 3.269 ; 901.802.777 ; 3.700 ; 257.069.794 ; 1.961 ; 177.579.168 ; 2.394 ; 71.086.878 ; 11.324 ; 1.407.538.617 ; 128 ; 156.102.567 ; 427 ; 907.640.815 ; 555 ; 1.063.743.382 ; 11.879 ; 2.471.281.999 ;
47;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 226 ; 381.401.499 ; -   ; -   ; 247 ; 83.342.407 ; 14 ; 523.416 ; 487 ; 465.267.322 ; 11 ; 630.176.006 ; 43 ; 1.152.127.917 ; 54 ; 1.782.303.923 ; 541 ; 2.247.571.245 ;
48;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 1.285 ; 45.398.737 ; 14.264 ; 250.567.507 ; 12.468 ; 472.343.098 ; 19.914 ; 542.585.499 ; 47.931 ; 1.310.894.841 ; 1.925 ; 521.703.547 ; 482 ; 246.235.989 ; 2.407 ; 767.939.536 ; 50.338 ; 2.078.834.377 ;
49;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 573 ; 215.638.715 ; 511 ; 34.719.605 ; 43.424 ; 333.108.092 ; 11.997 ; 390.765.081 ; 56.505 ; 974.231.493 ; 868 ; 455.751.547 ; 930 ; 558.141.228 ; 1.798 ; 1.013.892.775 ; 58.303 ; 1.988.124.268 ;
50;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 31 ; 103.882.298 ; -   ; -   ; 68 ; 37.941.305 ; 379 ; 136.164.415 ; 478 ; 277.988.018 ; 18 ; 783.076.010 ; 29 ; 771.140.605 ; 47 ; 1.554.216.615 ; 525 ; 1.832.204.633 ;
51;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;FRENTE CC - PRUDENCIAL; 39 ; 3.073.542 ; 912 ; 16.238.544 ; 4.403 ; 649.786.789 ; 31.513 ; 730.299.597 ; 36.867 ; 1.399.398.472 ; 2.890 ; 261.737.617 ; 617 ; 167.241.355 ; 3.507 ; 428.978.972 ; 40.374 ; 1.828.377.444 ;
52;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 6.259 ; 357.611.545 ; 7.730 ; 305.739.174 ; 5.808 ; 194.285.193 ; 2.540 ; 326.375.718 ; 22.337 ; 1.184.011.630 ; 106 ; 280.447.267 ; 64 ; 186.905.928 ; 170 ; 467.353.195 ; 22.507 ; 1.651.364.825 ;
53;61.024.352;BANCO VOITER S.A.;BANCO MASTER - PRUDENCIAL; 138 ; 176.516.229 ; 2.021 ; 192.256.969 ; 1.175 ; 442.265.905 ; 5.167 ; 348.516.613 ; 8.501 ; 1.159.555.716 ; 406 ; 196.631.642 ; 479 ; 256.269.006 ; 885 ; 452.900.648 ; 9.386 ; 1.612.456.364 ;
54;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 95 ; 3.309.000 ; 1.478 ; 83.685.234 ; 1.505 ; 455.731.353 ; 4.580 ; 611.757.366 ; 7.658 ; 1.154.482.953 ; 1.252 ; 344.103.169 ; 329 ; 107.687.767 ; 1.581 ; 451.790.936 ; 9.239 ; 1.606.273.889 ;
55;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 312 ; 339.522.676 ; 1.499 ; 175.775.138 ; 110 ; 127.304.785 ; 2.539 ; 231.107.065 ; 4.460 ; 873.709.664 ; 114 ; 293.522.195 ; 128 ; 360.478.731 ; 242 ; 654.000.926 ; 4.702 ; 1.527.710.590 ;
56;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;CREDIT AGRICOLE - PRUDENCIAL; 25 ; 228.280.899 ; 61 ; 4.550.625 ; 92 ; 109.852.420 ; 123 ; 55.007.455 ; 301 ; 397.691.399 ; 45 ; 419.479.508 ; 66 ; 698.625.079 ; 111 ; 1.118.104.587 ; 412 ; 1.515.795.986 ;
57;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 369 ; 13.343.312 ; 1.623 ; 5.347.240 ; 440.782 ; 647.202.001 ; 1.025.165 ; 441.866.754 ; 1.467.939 ; 1.107.759.307 ; 27 ; 90.819.591 ; 42 ; 291.670.645 ; 69 ; 382.490.236 ; 1.468.008 ; 1.490.249.543 ;
58;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;JP MORGAN CHASE - PRUDENCIAL; -   ; -   ; -   ; -   ; 88 ; 330.555.538 ; 157 ; 360.153.913 ; 245 ; 690.709.451 ; 37 ; 341.723.120 ; 23 ; 311.522.327 ; 60 ; 653.245.447 ; 305 ; 1.343.954.898 ;
59;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 57 ; 5.475.276 ; 288 ; 29.403.044 ; 1.687 ; 361.605.768 ; 2.616 ; 561.152.655 ; 4.648 ; 957.636.743 ; 85 ; 244.185.996 ; 16 ; 17.729.642 ; 101 ; 261.915.638 ; 4.749 ; 1.219.552.381 ;
60;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;ICBC DO BRASIL BM S.A. - PRUDENCIAL; 10 ; 125.038.412 ; 21 ; 5.536.763 ; 52 ; 77.858.174 ; 71 ; 64.095.831 ; 154 ; 272.529.180 ; 66 ; 310.481.742 ; 73 ; 446.373.427 ; 139 ; 756.855.169 ; 293 ; 1.029.384.349 ;
