Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Mar/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
66;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 138 ; 2.633.070 ; 2.526 ; 65.848.619 ; 1.565 ; 23.082.935 ; 6.798 ; 78.369.022 ; 11.027 ; 169.933.647 ; 1.045 ; 118.951.517 ; 6 ; 506.483 ; 1.051,0 ; 119.458.000,0 ; 12.078 ; 289.391.647 ;
67;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 337 ; 1.104.278 ; 7.073 ; 142.456.142 ; 7.410 ; 143.560.420 ; 1.158 ; 142.519.260 ; 14 ; 603.688 ; 1.172,0 ; 143.122.948,0 ; 8.582 ; 286.683.368 ;
68;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 40 ; 2.503.268 ; 636 ; 15.144.174 ; 1.026 ; 4.746.171 ; 4.443 ; 56.589.499 ; 6.145 ; 78.983.112 ; 3.031 ; 130.640.076 ; 1.614 ; 66.268.025 ; 4.645,0 ; 196.908.101,4 ; 10.790 ; 275.891.213 ;
69;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 1.677 ; 98.811.792 ; 733 ; 34.487.636 ; 336 ; 8.069.124 ; 935 ; 5.040.634 ; 3.681 ; 146.409.186 ; 57 ; 30.392.635 ; 211 ; 97.603.913 ; 268,0 ; 127.996.548,2 ; 3.949 ; 274.405.734 ;
70;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 19 ; 46.760.762 ; 15 ; 5.505.478 ; 27 ; 23.303.891 ; 42 ; 8.878.695 ; 103 ; 84.448.826 ; 48 ; 60.270.101 ; 59 ; 127.254.612 ; 107,0 ; 187.524.712,8 ; 210 ; 271.973.539 ;
71;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 109 ; 6.526.669 ; 1.833 ; 6.825.481 ; 5.178 ; 62.804.058 ; 7.120 ; 76.156.208 ; 2.619 ; 115.382.719 ; 365 ; 53.279.939 ; 2.984,0 ; 168.662.658,0 ; 10.104 ; 244.818.866 ;
72;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 111 ; 3.940.977 ; 2.652 ; 85.803.033 ; 897 ; 25.872.778 ; 2.287 ; 25.987.388 ; 5.947 ; 141.604.175 ; 871 ; 92.442.631 ; 14 ; 10.447.126 ; 885,0 ; 102.889.756,7 ; 6.832 ; 244.493.932 ;
73;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 193 ; 93.000.810 ; 129 ; 6.088.211 ; 1.450 ; 16.729.853 ; 1.772 ; 115.818.875 ; 78 ; 112.606.911 ; 4 ; 9.049.538 ; 82,0 ; 121.656.448,7 ; 1.854 ; 237.475.323 ;
74;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 94 ; 52.076.865 ; 72 ; 56.654.939 ; 166 ; 108.731.804 ; 57 ; 56.534.000 ; 53 ; 51.889.000 ; 110,0 ; 108.423.000,0 ; 276 ; 217.154.804 ;
75;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 15 ; 262.782 ; 899 ; 41.328.471 ; 330 ; 2.046.265 ; 13.893 ; 63.464.699 ; 15.137 ; 107.102.218 ; 2.076 ; 103.433.061 ; 7 ; 778.406 ; 2.083,0 ; 104.211.467,1 ; 17.220 ; 211.313.685 ;
76;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 1 ; 3.750 ;;; 3.345 ; 102.673.712 ; 3.346 ; 102.677.462 ; 301 ; 102.684.251 ;;; 301,0 ; 102.684.251,4 ; 3.647 ; 205.361.714 ;
77;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 230 ; 45.125.150 ; 353 ; 27.988.748 ; 32 ; 15.346.864 ; 171 ; 3.003.807 ; 786 ; 91.464.569 ; 132 ; 29.120.112 ; 87 ; 58.662.712 ; 219,0 ; 87.782.824,2 ; 1.005 ; 179.247.394 ;
78;60.889.128;BANCO SOFISA S.A.; 343 ; 71.560.027 ; 240 ; 18.242.356 ; 63 ; 9.546.188 ; 299 ; 18.320.142 ; 945 ; 117.668.713 ; 35 ; 6.603.079 ; 19 ; 48.401.789 ; 54,0 ; 55.004.868,1 ; 999 ; 172.673.581 ;
79;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 809.806 ; 50 ; 30.876.475 ; 104 ; 42.032.568 ; 685 ; 31.358.289 ; 840 ; 105.077.137 ; 47 ; 41.530.000 ; 16 ; 22.360.000 ; 63,0 ; 63.890.000,0 ; 903 ; 168.967.137 ;
80;30.723.886;BANCO MODAL S.A.; 37 ; 13.564.663 ; 226 ; 26.562.365 ; 26 ; 11.081.019 ; 120 ; 30.617.908 ; 409 ; 81.825.956 ; 40 ; 60.056.988 ; 32 ; 25.237.016 ; 72,0 ; 85.294.003,9 ; 481 ; 167.119.960 ;
81;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 67 ; 51.824.389 ; 101 ; 10.245.066 ; 51 ; 874.603 ; 121 ; 11.728.025 ; 340 ; 74.672.083 ; 53 ; 29.258.949 ; 55 ; 57.826.836 ; 108,0 ; 87.085.784,8 ; 448 ; 161.757.868 ;
82;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 745 ; 42.807.964 ; 658 ; 24.209.972 ; 327 ; 8.486.682 ; 585 ; 34.405.774 ; 2.315 ; 109.910.392 ; 50 ; 28.936.804 ; 42 ; 20.890.161 ; 92,0 ; 49.826.965,1 ; 2.407 ; 159.737.357 ;
83;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 9 ; 2.449.108 ; 47 ; 12.809.768 ; 38 ; 5.500.020 ; 185 ; 46.987.785 ; 279 ; 67.746.681 ; 99 ; 70.886.857 ; 37 ; 19.037.968 ; 136,0 ; 89.924.824,7 ; 415 ; 157.671.506 ;
84;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 2 ; 92.438 ; 19 ; 232.521 ; 771 ; 27.828.229 ; 876 ; 71.046.039 ; 1.668 ; 99.199.227 ; 899 ; 52.825.396 ; 30 ; 1.451.203 ; 929,0 ; 54.276.599,4 ; 2.597 ; 153.475.826 ;
85;03.532.415;BANCO ABN AMRO S.A.; 7 ; 76.610.000 ;;;;; 9 ; 187.324 ; 16 ; 76.797.324 ; 1 ; 20.000 ; 10 ; 76.430.000 ; 11,0 ; 76.450.000,0 ; 27 ; 153.247.324 ;
86;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 129 ; 2.868.357 ; 2.145 ; 52.626.289 ; 334 ; 8.169.943 ; 1.907 ; 20.139.280 ; 4.515 ; 83.803.869 ; 910 ; 63.214.357 ; 17 ; 1.500.954 ; 927,0 ; 64.715.311,5 ; 5.442 ; 148.519.181 ;
87;59.285.411;BANCO PANAMERICANO S.A.; 31 ; 40.001.695 ;;; 14 ; 101.618 ; 69 ; 10.270.772 ; 114 ; 50.374.086 ; 1 ; 1.250.000 ; 28 ; 92.850.000 ; 29,0 ; 94.100.000,0 ; 143 ; 144.474.086 ;
88;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 2 ; 25.000.000 ; 4 ; 35.865.267 ; 12 ; 45.999.346 ; 15 ; 1.044.032 ; 33 ; 107.908.645 ; 2 ; 1.001.000 ; 6 ; 35.071.000 ; 8,0 ; 36.072.000,0 ; 41 ; 143.980.645 ;
89;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 31 ; 35.322.178 ; 103 ; 24.676.801 ; 10 ; 5.491.651 ; 266 ; 4.364.208 ; 410 ; 69.854.837 ; 27 ; 29.671.421 ; 16 ; 42.005.756 ; 43,0 ; 71.677.176,8 ; 453 ; 141.532.014 ;
90;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 49 ; 2.495.314 ; 131 ; 45.963.962 ; 125 ; 11.848.684 ; 308 ; 67.191.261 ; 65 ; 13.902.465 ; 51 ; 52.462.999 ; 116,0 ; 66.365.464,6 ; 424 ; 133.556.725 ;
91;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 39 ; 747.935 ; 1.229 ; 30.373.959 ; 584 ; 5.798.579 ; 3.206 ; 32.762.761 ; 5.058 ; 69.683.235 ; 1.282 ; 59.497.389 ; 49 ; 2.888.121 ; 1.331,0 ; 62.385.509,8 ; 6.389 ; 132.068.745 ;
92;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 17 ; 610.705 ; 1.184 ; 5.037.552 ; 2.514 ; 58.448.863 ; 3.715 ; 64.097.120 ; 1.666 ; 54.473.752 ; 30 ; 489.707 ; 1.696,0 ; 54.963.459,1 ; 5.411 ; 119.060.579 ;
93;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 1 ; 83.605 ; 24 ; 122.785 ; 85 ; 137.327 ; 20.646 ; 56.833.769 ; 20.756 ; 57.177.486 ; 789 ; 56.916.249 ; 3 ; 209.683 ; 792,0 ; 57.125.932,8 ; 21.548 ; 114.303.419 ;
94;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 1 ; 34.000 ; 110 ; 1.738.805 ; 1.045 ; 2.756.920 ; 3.945 ; 44.016.280 ; 5.101 ; 48.546.004 ; 2.008 ; 53.777.876 ; 109 ; 10.765.247 ; 2.117,0 ; 64.543.122,8 ; 7.218 ; 113.089.127 ;
95;10.690.848;BANCO DA CHINA BRASIL S.A.; 9 ; 1.036.409 ; 31 ; 1.403.094 ; 32 ; 50.573.013 ; 77 ; 1.536.858 ; 149 ; 54.549.373 ; 15 ; 2.577.067 ; 14 ; 51.321.335 ; 29,0 ; 53.898.402,4 ; 178 ; 108.447.776 ;
96;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 50 ; 938.394 ; 800 ; 19.796.880 ; 244 ; 3.460.032 ; 1.889 ; 24.568.404 ; 2.983 ; 48.763.710 ; 1.653 ; 44.391.384 ; 160 ; 4.412.570 ; 1.813,0 ; 48.803.953,2 ; 4.796 ; 97.567.663 ;
97;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 2 ; 132.141 ; 102 ; 1.610.418 ; 686 ; 955.070 ; 4.763 ; 10.826.420 ; 5.553 ; 13.524.049 ; 708 ; 46.556.793 ; 128 ; 35.205.747 ; 836,0 ; 81.762.539,6 ; 6.389 ; 95.286.589 ;
98;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 504 ; 25.421.412 ; 15 ; 17.098 ; 395 ; 11.866.618 ; 914 ; 37.305.128 ; 940 ; 44.916.710 ; 34 ; 7.661.263 ; 974,0 ; 52.577.972,6 ; 1.888 ; 89.883.100 ;
99;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 470 ; 1.717.817 ; 750 ; 42.161.688 ; 1.220 ; 43.879.505 ; 588 ; 41.305.424 ; 14 ; 699.379 ; 602,0 ; 42.004.802,9 ; 1.822 ; 85.884.308 ;
100;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 107 ; 1.991.906 ; 476 ; 10.910.470 ; 244 ; 4.000.525 ; 1.956 ; 27.006.123 ; 2.783 ; 43.909.024 ; 915 ; 34.262.771 ; 80 ; 2.282.866 ; 995,0 ; 36.545.636,9 ; 3.778 ; 80.454.661 ;
101;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 34 ; 318.962 ; 863 ; 18.950.692 ; 192 ; 2.891.711 ; 1.305 ; 19.563.584 ; 2.394 ; 41.724.949 ; 2.260 ; 36.597.670 ; 35 ; 1.290.440 ; 2.295,0 ; 37.888.110,1 ; 4.689 ; 79.613.059 ;
102;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 407 ; 21.551.947 ; 5 ; 27.903 ; 634 ; 15.777.647 ; 1.046 ; 37.357.497 ; 401 ; 38.048.690 ; 7 ; 708.246 ; 408,0 ; 38.756.936,3 ; 1.454 ; 76.114.433 ;
103;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 442 ; 3.885.370 ; 998 ; 13.362.598 ; 1.440 ; 17.247.968 ; 425 ; 29.100.879 ; 115 ; 19.626.987 ; 540,0 ; 48.727.866,1 ; 1.980 ; 65.975.834 ;
104;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 144 ; 365.807 ; 606 ; 16.629.292 ; 750 ; 16.995.098 ; 648 ; 31.807.426 ; 100 ; 15.528.863 ; 748,0 ; 47.336.289,6 ; 1.498 ; 64.331.388 ;
105;07.679.404;BANCO TOPµZIO S.A.; 39 ; 3.809.399 ; 10 ; 69.255 ; 16 ; 401.771 ; 289 ; 30.941.534 ; 354 ; 35.221.960 ; 101 ; 27.652.578 ; 9 ; 932.377 ; 110,0 ; 28.584.955,2 ; 464 ; 63.806.915 ;
106;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 40 ; 653.118 ; 1.114 ; 2.826.935 ; 3.800 ; 23.257.828 ; 4.954 ; 26.737.880 ; 1.100 ; 28.085.866 ; 98 ; 7.087.756 ; 1.198,0 ; 35.173.621,6 ; 6.152 ; 61.911.502 ;
107;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 4.120 ; 279 ; 861.373 ; 1.611 ; 24.635.625 ; 1.891 ; 25.501.117 ; 574 ; 24.599.302 ; 11 ; 720.748 ; 585,0 ; 25.320.049,2 ; 2.476 ; 50.821.166 ;
108;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 3 ; 27.900 ; 1.040 ; 1.794.352 ; 3.252 ; 23.304.340 ; 4.299 ; 25.434.987 ; 664 ; 20.988.196 ; 59 ; 439.178 ; 723,0 ; 21.427.374,4 ; 5.022 ; 46.862.362 ;
109;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 12 ; 380.480 ; 215 ; 5.934.102 ; 160 ; 4.687.567 ; 1.610 ; 13.996.540 ; 1.997 ; 24.998.689 ; 465 ; 17.972.604 ; 41 ; 3.162.992 ; 506,0 ; 21.135.595,5 ; 2.503 ; 46.134.284 ;
110;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 5 ; 124.711 ; 271 ; 8.632.396 ; 417 ; 3.014.816 ; 4.872 ; 12.025.075 ; 5.565 ; 23.796.997 ; 610 ; 19.801.874 ; 104 ; 2.197.981 ; 714,0 ; 21.999.854,7 ; 6.279 ; 45.796.852 ;
111;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 45 ; 1.914.312 ; 517 ; 14.075.161 ; 149 ; 1.134.634 ; 961 ; 5.088.676 ; 1.672 ; 22.212.783 ; 805 ; 16.054.179 ; 8 ; 223.736 ; 813,0 ; 16.277.914,8 ; 2.485 ; 38.490.698 ;
112;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 6 ; 158.316 ; 69 ; 1.461.263 ; 167 ; 891.072 ; 2.222 ; 17.232.098 ; 2.464 ; 19.742.749 ; 330 ; 18.340.943 ; 4 ; 289.738 ; 334,0 ; 18.630.681,2 ; 2.798 ; 38.373.430 ;
113;33.042.151;BANCO DE LA NACION ARGENTINA; 15 ; 10.196.358 ; 26 ; 1.749.103 ; 849 ; 1.265.494 ; 207 ; 419.336 ; 1.097 ; 13.630.291 ; 11 ; 5.932.374 ; 20 ; 14.752.362 ; 31,0 ; 20.684.736,8 ; 1.128 ; 34.315.028 ;
114;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 2 ; 19.852 ; 291 ; 8.080.672 ; 234 ; 680.199 ; 1.026 ; 7.840.751 ; 1.553 ; 16.621.474 ; 693 ; 15.799.509 ; 102 ; 499.927 ; 795,0 ; 16.299.436,2 ; 2.348 ; 32.920.910 ;
115;92.894.922;BANCO ORIGINAL S.A.; 10 ; 11.884.147 ; 12 ; 6.946.633 ;;; 20 ; 1.966.548 ; 42 ; 20.797.328 ; 4 ; 5.005.756 ; 5 ; 6.750.000 ; 9,0 ; 11.755.756,0 ; 51 ; 32.553.084 ;
116;04.902.979;BANCO DA AMAZONIA S.A.; 85 ; 8.113.920 ; 72 ; 5.044.354 ; 75 ; 1.700.739 ; 140 ; 2.134.552 ; 372 ; 16.993.564 ; 17 ; 6.209.508 ; 33 ; 8.951.044 ; 50,0 ; 15.160.551,9 ; 422 ; 32.154.116 ;
117;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 536 ; 1.277.379 ; 1.726 ; 15.760.318 ; 2.262 ; 17.037.697 ; 1.014 ; 14.558.086 ; 4 ; 8.140 ; 1.018,0 ; 14.566.225,5 ; 3.280 ; 31.603.922 ;
118;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 14 ; 5.089.808 ; 5 ; 199.983 ; 32 ; 4.667.742 ; 30 ; 581.704 ; 81 ; 10.539.237 ; 6 ; 3.699.537 ; 18 ; 12.552.047 ; 24,0 ; 16.251.584,0 ; 105 ; 26.790.821 ;
119;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 682 ; 5.895.760 ; 1.247 ; 12.485.367 ; 1.930 ; 18.388.527 ; 327 ; 6.925.589 ; 17 ; 251.144 ; 344,0 ; 7.176.732,6 ; 2.274 ; 25.565.260 ;
120;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 320 ; 989.346 ; 937 ; 12.063.144 ; 1.257 ; 13.052.490 ; 699 ; 11.437.819 ; 15 ; 257.351 ; 714,0 ; 11.695.170,3 ; 1.971 ; 24.747.660 ;
121;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 17 ; 11.560.000 ; 2 ; 69.182 ;;; 25 ; 445.147 ; 44 ; 12.074.328 ; 2 ; 824.294 ; 7 ; 11.824.828 ; 9,0 ; 12.649.121,5 ; 53 ; 24.723.450 ;
122;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 398 ; 8.906.780 ; 16 ; 154.654 ; 635 ; 2.676.234 ; 1.050 ; 11.740.318 ; 583 ; 11.617.731 ; 10 ; 152.522 ; 593,0 ; 11.770.253,0 ; 1.643 ; 23.510.571 ;
123;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 12 ; 145.506 ; 401 ; 320.430 ; 3.142 ; 8.274.395 ; 3.555 ; 8.740.330 ; 666 ; 11.426.525 ; 33 ; 3.288.638 ; 699,0 ; 14.715.162,5 ; 4.254 ; 23.455.493 ;
124;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 153 ; 4.882.741 ; 21 ; 633.851 ; 187 ; 5.242.430 ; 368 ; 10.930.271 ; 221 ; 9.856.624 ; 8 ; 533.839 ; 229,0 ; 10.390.462,9 ; 597 ; 21.320.734 ;
125;59.118.133;BANCO LUSO BRASILEIRO S.A.; 8 ; 274.265 ; 6 ; 330.865 ; 8 ; 8.679.264 ; 28 ; 1.254.901 ; 50 ; 10.539.296 ; 12 ; 1.588.700 ; 12 ; 8.868.209 ; 24,0 ; 10.456.908,5 ; 74 ; 20.996.204 ;
126;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 34 ; 926.552 ; 110 ; 2.525.167 ; 244 ; 525.208 ; 3.055 ; 6.942.072 ; 3.443 ; 10.919.000 ; 365 ; 8.721.278 ; 14 ; 630.480 ; 379,0 ; 9.351.757,5 ; 3.822 ; 20.270.758 ;
127;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 30 ; 4.609.360 ; 64 ; 2.732.665 ; 12 ; 732.098 ; 23 ; 229.334 ; 129 ; 8.303.457 ; 6 ; 4.160.565 ; 10 ; 5.959.091 ; 16,0 ; 10.119.655,5 ; 145 ; 18.423.112 ;
128;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 414 ; 1.270.965 ; 1.054 ; 8.629.468 ; 1.468 ; 9.900.433 ; 632 ; 7.889.127 ; 30 ; 514.492 ; 662,0 ; 8.403.619,5 ; 2.130 ; 18.304.053 ;
129;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 53 ; 8.113.900 ;;; 53 ; 8.113.900 ;;; 59 ; 9.273.000 ; 59,0 ; 9.273.000,0 ; 112 ; 17.386.900 ;
130;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 7.511 ; 865 ; 603.835 ; 5.762 ; 8.066.547 ; 6.630 ; 8.677.893 ; 275 ; 7.466.657 ; 1 ; 13.000 ; 276,0 ; 7.479.657,0 ; 6.906 ; 16.157.550 ;
131;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 12 ; 243.935 ; 185 ; 5.615.585 ; 17 ; 55.374 ; 516 ; 1.990.429 ; 730 ; 7.905.323 ; 433 ; 7.448.523 ; 7 ; 124.508 ; 440,0 ; 7.573.030,8 ; 1.170 ; 15.478.354 ;
132;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 3 ; 72.213 ; 202 ; 307.658 ; 1.244 ; 7.557.531 ; 1.449 ; 7.937.403 ; 224 ; 7.388.412 ; 1 ; 5.584 ; 225,0 ; 7.393.995,9 ; 1.674 ; 15.331.399 ;
133;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 351 ; 815.945 ; 821 ; 7.592.274 ; 1.172 ; 8.408.219 ; 564 ; 6.805.717 ; 2 ; 50.000 ; 566,0 ; 6.855.717,0 ; 1.738 ; 15.263.936 ;
134;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 26 ; 878.836 ; 3 ; 182.000 ; 250 ; 6.130.978 ; 279 ; 7.191.814 ; 283 ; 7.116.985 ; 8 ; 289.169 ; 291,0 ; 7.406.154,3 ; 570 ; 14.597.968 ;
135;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 2 ; 108.354 ; 82 ; 1.048.642 ; 109 ; 1.151.583 ; 929 ; 5.635.951 ; 1.122 ; 7.944.529 ; 550 ; 5.916.084 ; 24 ; 473.816 ; 574,0 ; 6.389.900,0 ; 1.696 ; 14.334.429 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 72 ; 66.516 ; 955 ; 7.060.567 ; 1.027 ; 7.127.082 ; 402 ; 7.010.161 ;;; 402,0 ; 7.010.161,3 ; 1.429 ; 14.137.244 ;
137;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 1.957 ; 896.362 ; 5.685 ; 6.784.839 ; 7.642 ; 7.681.201 ; 184 ; 5.881.991 ;;; 184,0 ; 5.881.990,6 ; 7.826 ; 13.563.192 ;
138;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 8 ; 86.520 ; 511 ; 1.357.275 ; 2.244 ; 6.542.917 ; 2.763 ; 7.986.712 ; 529 ; 5.428.079 ; 6 ; 52.169 ; 535,0 ; 5.480.248,4 ; 3.298 ; 13.466.960 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 2 ; 3.400 ; 1.467 ; 965.233 ; 4.307 ; 6.371.248 ; 5.776 ; 7.339.881 ; 87 ; 5.823.770 ;;; 87,0 ; 5.823.769,9 ; 5.863 ; 13.163.651 ;
140;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 73 ; 528.170 ; 7 ; 31.757 ; 279 ; 1.057.503 ; 1.647 ; 5.330.575 ; 2.006 ; 6.948.005 ; 272 ; 3.989.132 ; 8 ; 203.447 ; 280,0 ; 4.192.578,9 ; 2.286 ; 11.140.584 ;
141;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 888 ; 1.271.767 ; 928 ; 5.543.420 ; 1.816 ; 6.815.187 ; 234 ; 4.267.006 ;;; 234,0 ; 4.267.006,2 ; 2.050 ; 11.082.193 ;
142;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 6 ; 112.676 ; 7 ; 112.827 ; 1 ; 9.000.000 ; 1 ; 1.000.000 ; 2,0 ; 10.000.000,0 ; 9 ; 10.112.827 ;
143;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 266 ; 747.817 ; 691 ; 3.818.499 ; 957 ; 4.566.316 ; 198 ; 3.068.826 ;;; 198,0 ; 3.068.825,9 ; 1.155 ; 7.635.142 ;
144;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;;;; 42 ; 35.355 ; 1.711 ; 3.706.510 ; 1.753 ; 3.741.865 ; 266 ; 3.661.145 ; 2 ; 3.068 ; 268,0 ; 3.664.213,0 ; 2.021 ; 7.406.078 ;
145;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 378 ; 288.075 ; 2.190 ; 3.329.466 ; 2.568 ; 3.617.541 ; 475 ; 3.061.956 ;;; 475,0 ; 3.061.955,9 ; 3.043 ; 6.679.497 ;
146;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 5 ; 11.346 ; 369 ; 3.187.471 ; 375 ; 3.208.873 ; 338 ; 3.186.596 ; 2 ; 3.091 ; 340,0 ; 3.189.687,1 ; 715 ; 6.398.560 ;
147;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 1.323 ; 1.114.335 ; 2.462 ; 2.846.627 ; 3.785 ; 3.960.962 ; 160 ; 1.724.668 ;;; 160,0 ; 1.724.668,0 ; 3.945 ; 5.685.630 ;
148;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 146 ; 2.020.878 ; 15 ; 495.624 ; 90 ; 342.843 ; 252 ; 2.874.290 ; 171 ; 2.238.435 ; 10 ; 387.375 ; 181,0 ; 2.625.809,5 ; 433 ; 5.500.100 ;
149;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 228 ; 321.829 ; 457 ; 2.691.594 ; 685 ; 3.013.423 ; 241 ; 2.345.307 ;;; 241,0 ; 2.345.307,0 ; 926 ; 5.358.730 ;
