Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em DEZEMBRO / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
60;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 1 ; 30.366 ; 29 ; 303.106 ; 490 ; 14.086.743 ; 1.460 ; 65.083.571 ; 1.980 ; 79.503.787 ; 799 ; 54.446.455 ; 540 ; 6.948.998 ; 1.339 ; 61.395.453 ; 3.319 ; 140.899.240 ;;;;
61;7.656.500;BANCO KDB DO BRASIL S.A.;;;;; 96 ; 36.243.228 ; 139 ; 45.666.340 ; 235 ; 81.909.568 ; 16 ; 32.200.000 ; 20 ; 22.700.000 ; 36 ; 54.900.000 ; 271 ; 136.809.568 ;;;;
62;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 30 ; 1.101.887 ; 776 ; 34.753.872 ; 423 ; 17.531.978 ; 975 ; 16.121.224 ; 2.204 ; 69.508.961 ; 245 ; 42.488.166 ; 16 ; 10.324.375 ; 261 ; 52.812.541 ; 2.465 ; 122.321.502 ;;;;
63;92.856.905;ADVANCED CORRETORA DE C∂MBIO LTDA; 69 ; 2.521.680 ; 1.024 ; 30.960.735 ; 817 ; 12.556.905 ; 2.587 ; 24.713.756 ; 4.497 ; 70.753.075 ; 517 ; 44.062.996 ; 101 ; 3.490.737 ; 618 ; 47.553.733 ; 5.115 ; 118.306.808 ;;;;
64;92.894.922;BANCO ORIGINAL S.A.; 14 ; 21.140.074 ; 18 ; 10.137.114 ; 26 ; 1.066.361 ; 110 ; 8.161.439 ; 168 ; 40.504.987 ; 13 ; 67.986.128 ; 2 ; 8.001.978 ; 15 ; 75.988.106 ; 183 ; 116.493.093 ;;;;
65;15.114.366;BANCO BBM S/A; 13 ; 9.278.223 ; 3 ; 11.500.917 ; 10 ; 23.264.582 ; 32 ; 24.174.229 ; 58 ; 68.217.951 ; 12 ; 14.604.460 ; 16 ; 26.601.995 ; 28 ; 41.206.455 ; 86 ; 109.424.406 ;;;;
66;60.889.128;BANCO SOFISA S.A.; 142 ; 23.944.269 ; 76 ; 8.167.591 ; 19 ; 805.114 ; 129 ; 13.525.901 ; 366 ; 46.442.874 ; 12 ; 34.231.243 ; 6 ; 24.206.561 ; 18 ; 58.437.804 ; 384 ; 104.880.678 ;;;;
67;3.532.415;BANCO ABN AMRO S.A.; 15 ; 46.135.238 ;;; 3 ; 3.563.490 ; 9 ; 6.528 ; 27 ; 49.705.256 ; 1 ; 2.500.000 ; 18 ; 52.160.000 ; 19 ; 54.660.000 ; 46 ; 104.365.256 ;;;;
68;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 130 ; 417.559 ; 2.236 ; 36.294.820 ; 2.366 ; 36.712.379 ; 393 ; 43.181.798 ; 66 ; 8.769.000 ; 459 ; 51.950.798 ; 2.825 ; 88.663.178 ;;;;
69;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 519 ; 26.436.436 ; 260 ; 11.783.102 ; 152 ; 5.760.758 ; 358 ; 1.328.228 ; 1.289 ; 45.308.523 ; 25 ; 9.788.990 ; 77 ; 28.600.191 ; 102 ; 38.389.181 ; 1.391 ; 83.697.704 ;;;;
70;2.318.507;BANCO KEB DO BRASIL S.A.;;; 7 ; 6.727.305 ; 41 ; 11.487.025 ; 345 ; 28.264.130 ; 393 ; 46.478.461 ; 13 ; 29.496.187 ; 2 ; 6.000.748 ; 15 ; 35.496.936 ; 408 ; 81.975.396 ;;;;
71;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 33 ; 34.474.612 ; 10 ; 1.029.270 ; 237 ; 5.034.650 ; 280 ; 40.538.532 ; 37 ; 39.100.000 ; 4 ; 600.000 ; 41 ; 39.700.000 ; 321 ; 80.238.532 ;;;;
72;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 8 ; 609.231 ; 194 ; 3.894.508 ; 439 ; 2.141.579 ; 2.046 ; 21.658.911 ; 2.687 ; 28.304.229 ; 1.080 ; 36.866.633 ; 433 ; 14.116.855 ; 1.513 ; 50.983.488 ; 4.200 ; 79.287.716 ;;;;
73;7.679.404;BANCO TOPµZIO S.A.; 13 ; 1.570.205 ; 2 ; 168.866 ; 10 ; 34.245 ; 68 ; 37.229.907 ; 93 ; 39.003.222 ; 41 ; 37.019.709 ; 13 ; 1.211.228 ; 54 ; 38.230.936 ; 147 ; 77.234.158 ;;;;
74;74.451.022;TOV CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA; 20 ; 262.278 ; 516 ; 11.410.851 ; 154 ; 2.030.499 ; 4.140 ; 25.440.040 ; 4.830 ; 39.143.668 ; 706 ; 35.063.710 ; 20 ; 1.024.890 ; 726 ; 36.088.600 ; 5.556 ; 75.232.268 ;;;;
75;16.944.141;BROKER BRASIL CORRETORA DE C∂MBIO LTDA.; 12 ; 374.339 ; 384 ; 12.923.427 ; 171 ; 1.822.403 ; 615 ; 17.928.022 ; 1.182 ; 33.048.192 ; 846 ; 34.444.640 ; 123 ; 5.883.302 ; 969 ; 40.327.942 ; 2.151 ; 73.376.134 ;;;;
76;7.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 37 ; 20.098.987 ; 47 ; 11.020.600 ; 17 ; 713.367 ; 46 ; 1.324.705 ; 147 ; 33.157.660 ; 10 ; 13.082.397 ; 21 ; 21.793.860 ; 31 ; 34.876.257 ; 178 ; 68.033.917 ;;;;
77;30.723.886;BANCO MODAL S.A.; 6 ; 319.617 ; 52 ; 4.933.925 ; 16 ; 7.803.952 ; 43 ; 4.060.537 ; 117 ; 17.118.031 ; 17 ; 23.480.854 ; 26 ; 26.080.864 ; 43 ; 49.561.718 ; 160 ; 66.679.749 ;;;;
78;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 35 ; 19.018.924 ; 38 ; 14.307.449 ; 73 ; 33.326.373 ; 30 ; 12.818.000 ; 18 ; 17.545.490 ; 48 ; 30.363.490 ; 121 ; 63.689.863 ;;;;
79;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 8 ; 119.774 ; 510 ; 18.268.041 ; 1.189 ; 10.030.125 ; 1.323 ; 11.275.515 ; 3.030 ; 39.693.455 ; 461 ; 21.190.454 ; 24 ; 1.791.099 ; 485 ; 22.981.553 ; 3.515 ; 62.675.008 ;;;;
80;59.118.133;BANCO LUSO BRASILEIRO S.A.; 10 ; 1.475.922 ; 270 ; 24.760.649 ; 2 ; 32.479 ; 85 ; 2.935.452 ; 367 ; 29.204.502 ; 95 ; 29.553.538 ; 15 ; 2.877.690 ; 110 ; 32.431.227 ; 477 ; 61.635.729 ;;;;
81;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 25 ; 790.958 ; 26 ; 444.543 ; 35 ; 6.033.511 ; 243 ; 17.541.489 ; 329 ; 24.810.501 ; 10 ; 21.443.858 ; 5 ; 10.247.057 ; 15 ; 31.690.915 ; 344 ; 56.501.416 ;;;;
82;59.285.411;BANCO PAN S.A.; 22 ; 33.083.144 ;;; 7 ; 64.779 ; 31 ; 916.822 ; 60 ; 34.064.744 ;;; 10 ; 21.000.000 ; 10 ; 21.000.000 ; 70 ; 55.064.744 ;;;;
83;1.181.521;BANCO COOPERATIVO SICREDI S.A.; 302 ; 17.430.136 ; 292 ; 10.143.628 ; 115 ; 1.800.418 ; 194 ; 11.770.426 ; 903 ; 41.144.609 ; 19 ; 7.668.473 ; 12 ; 5.206.809 ; 31 ; 12.875.282 ; 934 ; 54.019.891 ;;;;
84;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 8 ; 2.752.442 ; 2 ; 925.854 ; 4 ; 19.744 ; 10 ; 26.599 ; 24 ; 3.724.640 ; 35 ; 26.590.000 ; 52 ; 23.580.000 ; 87 ; 50.170.000 ; 111 ; 53.894.640 ;;;;
85;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 43 ; 67.446 ; 151 ; 3.889.051 ; 194 ; 3.956.497 ; 358 ; 26.645.361 ; 164 ; 22.835.726 ; 522 ; 49.481.087 ; 716 ; 53.437.584 ;;;;
86;61.024.352;BANCO INDUSVAL S.A.; 40 ; 12.510.619 ; 35 ; 7.778.155 ; 14 ; 925.484 ; 104 ; 6.299.753 ; 193 ; 27.514.011 ; 25 ; 6.521.687 ; 38 ; 19.021.026 ; 63 ; 25.542.713 ; 256 ; 53.056.724 ;;;;
87;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 30 ; 748.324 ; 633 ; 14.885.518 ; 142 ; 4.065.294 ; 671 ; 6.249.370 ; 1.476 ; 25.948.506 ; 288 ; 17.200.595 ; 12 ; 934.436 ; 300 ; 18.135.031 ; 1.776 ; 44.083.537 ;;;;
88;8.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.;;; 60 ; 900.040 ; 405 ; 2.011.211 ; 1.750 ; 17.333.787 ; 2.215 ; 20.245.038 ; 687 ; 19.720.099 ; 28 ; 3.470.323 ; 715 ; 23.190.422 ; 2.930 ; 43.435.460 ;;;;
89;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 221 ; 12.791.621 ;;; 42 ; 7.798.709 ; 263 ; 20.590.331 ; 117 ; 21.589.500 ; 3 ; 1.000.025 ; 120 ; 22.589.525 ; 383 ; 43.179.856 ;;;;
90;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 8 ; 98.442 ; 523 ; 1.606.901 ; 1.243 ; 19.521.629 ; 1.774 ; 21.226.972 ; 646 ; 18.001.657 ; 6 ; 365.889 ; 652 ; 18.367.547 ; 2.426 ; 39.594.518 ;;;;
91;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 46 ; 9.036.144 ; 110 ; 7.082.931 ; 10 ; 155.113 ; 55 ; 976.003 ; 221 ; 17.250.191 ; 32 ; 7.511.304 ; 14 ; 8.771.226 ; 46 ; 16.282.530 ; 267 ; 33.532.721 ;;;;
92;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 123 ; 1.377.806 ; 409 ; 4.760.606 ; 532 ; 6.138.411 ; 172 ; 13.814.624 ; 39 ; 10.425.369 ; 211 ; 24.239.993 ; 743 ; 30.378.405 ;;;;
93;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 4 ; 195.459 ; 16 ; 2.274.937 ; 23 ; 2.089.546 ; 76 ; 2.759.164 ; 119 ; 7.319.106 ; 55 ; 13.003.496 ; 18 ; 9.266.993 ; 73 ; 22.270.489 ; 192 ; 29.589.595 ;;;;
94;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 3 ; 18.020 ; 152 ; 6.848.702 ; 106 ; 360.206 ; 592 ; 6.031.783 ; 853 ; 13.258.711 ; 371 ; 14.393.175 ; 22 ; 1.936.890 ; 393 ; 16.330.064 ; 1.246 ; 29.588.775 ;;;;
95;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 10 ; 88.273 ; 250 ; 5.314.355 ; 107 ; 1.463.221 ; 617 ; 6.901.084 ; 984 ; 13.766.933 ; 550 ; 12.155.271 ; 73 ; 1.563.907 ; 623 ; 13.719.178 ; 1.607 ; 27.486.111 ;;;;
96;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 61 ; 3.205.933 ; 324 ; 311.535 ; 76 ; 9.980.294 ; 461 ; 13.497.762 ; 328 ; 13.388.464 ; 11 ; 323.545 ; 339 ; 13.712.009 ; 800 ; 27.209.771 ;;;;
97;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 26 ; 407.362 ; 300 ; 449.931 ; 2.252 ; 5.985.522 ; 2.578 ; 6.842.815 ; 261 ; 13.061.135 ; 61 ; 7.109.304 ; 322 ; 20.170.439 ; 2.900 ; 27.013.254 ;;;;
98;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 5 ; 50.881 ; 75 ; 1.132.175 ; 86 ; 326.000 ; 2.791 ; 11.943.688 ; 2.957 ; 13.452.744 ; 633 ; 12.999.738 ; 10 ; 415.092 ; 643 ; 13.414.830 ; 3.600 ; 26.867.574 ;;;;
99;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 11 ; 201.662 ; 63 ; 1.304.635 ; 533 ; 12.701.933 ; 607 ; 14.208.230 ; 9 ; 11.959.320 ;;; 9 ; 11.959.320 ; 616 ; 26.167.550 ;;;;
100;6.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 39 ; 1.124.525 ; 431 ; 946.635 ; 1.692 ; 8.799.346 ; 2.162 ; 10.870.506 ; 335 ; 11.950.361 ; 31 ; 2.937.382 ; 366 ; 14.887.743 ; 2.528 ; 25.758.249 ;;;;
101;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 268 ; 11.848.122 ; 8 ; 268.524 ; 59 ; 563.684 ; 335 ; 12.680.330 ; 138 ; 12.262.968 ; 3 ; 120.254 ; 141 ; 12.383.222 ; 476 ; 25.063.552 ;;;;
102;4.062.902;VISION S.A. CORRETORA DE CAMBIO; 11 ; 173.950 ; 257 ; 5.725.838 ; 92 ; 1.614.466 ; 537 ; 6.105.010 ; 897 ; 13.619.264 ; 762 ; 10.599.804 ; 27 ; 557.177 ; 789 ; 11.156.981 ; 1.686 ; 24.776.246 ;;;;
103;33.042.151;BANCO DE LA NACION ARGENTINA; 9 ; 7.650.347 ; 9 ; 585.761 ; 295 ; 484.907 ; 160 ; 81.804 ; 473 ; 8.802.819 ; 3 ; 4.229.378 ; 13 ; 11.394.538 ; 16 ; 15.623.916 ; 489 ; 24.426.735 ;;;;
104;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 29 ; 5.868.177 ; 180 ; 3.568.805 ; 209 ; 9.436.983 ; 97 ; 7.238.654 ; 122 ; 7.168.426 ; 219 ; 14.407.080 ; 428 ; 23.844.063 ;;;;
105;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;;;;; 2 ; 818.311 ; 13 ; 11.244.905 ; 15 ; 12.063.216 ; 2 ; 11.070.442 ; 1 ; 500.000 ; 3 ; 11.570.442 ; 18 ; 23.633.658 ;;;;
106;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 16 ; 608.445 ; 198 ; 5.623.884 ; 151 ; 845.886 ; 930 ; 6.110.056 ; 1.295 ; 13.188.271 ; 665 ; 10.299.424 ; 3 ; 68.028 ; 668 ; 10.367.452 ; 1.963 ; 23.555.723 ;;;;
107;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.;;; 121 ; 3.967.609 ; 165 ; 1.560.887 ; 1.879 ; 6.227.902 ; 2.165 ; 11.756.397 ; 274 ; 9.803.752 ; 43 ; 1.168.691 ; 317 ; 10.972.443 ; 2.482 ; 22.728.841 ;;;;
108;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;; 4 ; 9.087 ; 56 ; 11.141.308 ; 60 ; 11.150.395 ; 277 ; 11.132.285 ;;; 277 ; 11.132.285 ; 337 ; 22.282.679 ;;;;
109;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.;;; 17 ; 64.160 ; 125 ; 150.592 ; 4.388 ; 10.390.740 ; 4.530 ; 10.605.493 ; 355 ; 10.310.777 ;;; 355 ; 10.310.777 ; 4.885 ; 20.916.269 ;;;;
110;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 300 ; 605.541 ; 1.215 ; 9.657.025 ; 1.515 ; 10.262.566 ; 292 ; 9.305.949 ; 27 ; 65.788 ; 319 ; 9.371.736 ; 1.834 ; 19.634.302 ;;;;
111;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 118 ; 941.972 ; 372 ; 5.722.188 ; 490 ; 6.664.160 ; 395 ; 8.182.943 ; 42 ; 3.384.462 ; 437 ; 11.567.405 ; 927 ; 18.231.565 ;;;;
112;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 29 ; 4.493.832 ; 19 ; 481.327 ; 5 ; 661.000 ; 19 ; 280.345 ; 72 ; 5.916.504 ; 1 ; 4.000.000 ; 5 ; 8.300.000 ; 6 ; 12.300.000 ; 78 ; 18.216.504 ;;;;
113;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 29 ; 575.123 ; 154 ; 2.908.967 ; 214 ; 2.394.896 ; 545 ; 5.563.785 ; 942 ; 11.442.771 ; 225 ; 6.125.546 ; 9 ; 485.798 ; 234 ; 6.611.345 ; 1.176 ; 18.054.116 ;;;;
114;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 4 ; 236.900 ; 48 ; 71.766 ; 628 ; 7.628.463 ; 680 ; 7.937.129 ; 263 ; 8.084.378 ; 4 ; 330.000 ; 267 ; 8.414.378 ; 947 ; 16.351.507 ;;;;
115;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA;;; 166 ; 4.398.202 ; 9 ; 28.139 ; 1.000 ; 3.628.952 ; 1.175 ; 8.055.293 ; 315 ; 7.934.618 ; 6 ; 23.029 ; 321 ; 7.957.647 ; 1.496 ; 16.012.940 ;;;;
116;61.186.680;BANCO BMG S.A.; 2 ; 1.450.000 ;;; 1 ; 25.814 ; 11 ; 897.913 ; 14 ; 2.373.727 ; 2 ; 4.861.698 ; 3 ; 5.978.125 ; 5 ; 10.839.823 ; 19 ; 13.213.550 ;;;;
117;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 212 ; 508.464 ; 874 ; 6.180.277 ; 1.086 ; 6.688.742 ; 462 ; 5.674.172 ; 1 ; 12.400 ; 463 ; 5.686.572 ; 1.549 ; 12.375.314 ;;;;
118;14.388.334;PARANµ BANCO S.A.; 6 ; 3.818.873 ;;;;; 3 ; 38.629 ; 9 ; 3.857.503 ; 2 ; 2.150.000 ; 4 ; 5.700.000 ; 6 ; 7.850.000 ; 15 ; 11.707.503 ;;;;
119;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 33 ; 649.304 ; 161 ; 935.843 ; 569 ; 4.602.257 ; 763 ; 6.187.404 ; 102 ; 4.756.284 ; 17 ; 452.481 ; 119 ; 5.208.764 ; 882 ; 11.396.168 ;;;;
120;4.902.979;BANCO DA AMAZONIA S.A.; 41 ; 3.688.130 ; 24 ; 1.452.145 ; 16 ; 366.741 ; 52 ; 149.942 ; 133 ; 5.656.958 ; 5 ; 980.000 ; 19 ; 3.539.544 ; 24 ; 4.519.544 ; 157 ; 10.176.502 ;;;;
121;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 149 ; 115.370 ; 1.170 ; 2.742.725 ; 1.319 ; 2.858.095 ; 214 ; 4.711.546 ; 25 ; 2.143.425 ; 239 ; 6.854.971 ; 1.558 ; 9.713.066 ;;;;
122;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 5 ; 291.055 ; 26 ; 580.821 ; 26 ; 283.843 ; 655 ; 3.883.819 ; 712 ; 5.039.538 ; 110 ; 4.271.935 ; 6 ; 261.405 ; 116 ; 4.533.340 ; 828 ; 9.572.878 ;;;;
123;8.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 274 ; 1.963.709 ; 436 ; 4.642.579 ; 710 ; 6.606.288 ; 129 ; 2.737.303 ; 4 ; 15.897 ; 133 ; 2.753.201 ; 843 ; 9.359.489 ;;;;
124;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 2 ; 17.994 ; 18 ; 283.270 ; 31 ; 762.999 ; 460 ; 4.193.075 ; 511 ; 5.257.337 ; 197 ; 3.849.866 ; 9 ; 150.001 ; 206 ; 3.999.867 ; 717 ; 9.257.204 ;;;;
125;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 4.120 ; 75 ; 125.652 ; 598 ; 4.527.527 ; 674 ; 4.657.299 ; 95 ; 4.277.101 ; 5 ; 51.431 ; 100 ; 4.328.532 ; 774 ; 8.985.831 ;;;;
126;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 208 ; 783.882 ; 594 ; 4.101.655 ; 802 ; 4.885.537 ; 272 ; 3.468.111 ; 5 ; 145.031 ; 277 ; 3.613.142 ; 1.079 ; 8.498.678 ;;;;
127;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 9 ; 415.903 ; 66 ; 1.359.826 ; 141 ; 283.109 ; 1.032 ; 2.090.382 ; 1.248 ; 4.149.220 ; 183 ; 3.186.246 ; 12 ; 496.300 ; 195 ; 3.682.547 ; 1.443 ; 7.831.766 ;;;;
128;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 21 ; 80.478 ; 223 ; 3.727.303 ; 244 ; 3.807.781 ; 218 ; 3.753.503 ; 3 ; 42.960 ; 221 ; 3.796.463 ; 465 ; 7.604.244 ;;;;
129;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 9 ; 142.648 ; 89 ; 2.743.264 ; 15 ; 128.911 ; 181 ; 561.035 ; 294 ; 3.575.857 ; 152 ; 3.192.312 ; 8 ; 159.826 ; 160 ; 3.352.138 ; 454 ; 6.927.995 ;;;;
130;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.; 6 ; 31.179 ; 4 ; 75.057 ; 123 ; 536.716 ; 385 ; 3.241.187 ; 518 ; 3.884.138 ; 292 ; 2.836.752 ; 14 ; 75.089 ; 306 ; 2.911.841 ; 824 ; 6.795.979 ;;;;
131;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 113 ; 241.643 ; 359 ; 3.221.807 ; 472 ; 3.463.450 ; 214 ; 2.951.216 ;;; 214 ; 2.951.216 ; 686 ; 6.414.666 ;;;;
132;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 42 ; 925.614 ; 24 ; 120.839 ; 83 ; 2.018.616 ; 149 ; 3.065.069 ; 164 ; 2.963.148 ; 2 ; 93.542 ; 166 ; 3.056.690 ; 315 ; 6.121.759 ;;;;
133;6.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 948 ; 413.203 ; 2.761 ; 2.971.141 ; 3.709 ; 3.384.344 ; 82 ; 2.510.561 ;;; 82 ; 2.510.561 ; 3.791 ; 5.894.905 ;;;;
134;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 18 ; 842.360 ; 6 ; 67.061 ; 118 ; 1.979.771 ; 142 ; 2.889.192 ; 76 ; 2.866.245 ; 4 ; 106.240 ; 80 ; 2.972.485 ; 222 ; 5.861.677 ;;;;
135;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 2 ; 1.400 ; 18 ; 9.447 ; 20 ; 10.847 ; 1 ; 4.528.125 ; 1 ; 861.698 ; 2 ; 5.389.823 ; 22 ; 5.400.671 ;;;;
136;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 932 ; 305 ; 201.073 ; 2.033 ; 2.456.457 ; 2.339 ; 2.658.462 ; 67 ; 2.285.950 ; 6 ; 151.500 ; 73 ; 2.437.450 ; 2.412 ; 5.095.912 ;;;;
137;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;;;; 267 ; 370.205 ; 1.024 ; 2.684.411 ; 1.291 ; 3.054.616 ; 28 ; 1.875.428 ;;; 28 ; 1.875.428 ; 1.319 ; 4.930.044 ;;;;
138;9.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.;;;;; 1 ; 0 ; 3 ; 570 ; 4 ; 571 ; 4 ; 1.890.513 ; 9 ; 2.298.491 ; 13 ; 4.189.005 ; 17 ; 4.189.575 ;;;;
139;62.090.873;INTL FCSTONE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 2 ; 53.792 ; 385 ; 1.980.807 ; 3 ; 20.035 ; 390 ; 2.054.634 ; 7 ; 111.666 ; 25 ; 2.018.787 ; 32 ; 2.130.453 ; 422 ; 4.185.087 ;;;;
140;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 16 ; 11.310 ; 307 ; 2.023.028 ; 323 ; 2.034.338 ; 160 ; 1.997.104 ; 5 ; 27.254 ; 165 ; 2.024.358 ; 488 ; 4.058.697 ;;;;
141;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 129 ; 590.929 ; 249 ; 1.811.364 ; 378 ; 2.402.293 ; 76 ; 1.247.908 ; 2 ; 35.000 ; 78 ; 1.282.908 ; 456 ; 3.685.201 ;;;;
142;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 1 ; 306 ; 4 ; 79.502 ; 25 ; 1.186.625 ; 16 ; 633.406 ; 46 ; 1.899.840 ; 6 ; 612.403 ; 8 ; 1.012.210 ; 14 ; 1.624.613 ; 60 ; 3.524.453 ;;;;
143;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 145 ; 755.972 ; 212 ; 1.769.390 ; 357 ; 2.525.362 ; 90 ; 993.663 ;;; 90 ; 993.663 ; 447 ; 3.519.025 ;;;;
144;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;;;; 13 ; 15.322 ; 758 ; 1.726.860 ; 771 ; 1.742.182 ; 129 ; 1.700.762 ;;; 129 ; 1.700.762 ; 900 ; 3.442.944 ;;;;
145;4.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 36 ; 186.566 ; 3 ; 46.906 ; 71 ; 381.160 ; 526 ; 1.285.849 ; 636 ; 1.900.481 ; 71 ; 938.069 ; 3 ; 193.000 ; 74 ; 1.131.069 ; 710 ; 3.031.550 ;;;;
146;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 15 ; 681.797 ; 6 ; 5.269 ; 89 ; 733.958 ; 110 ; 1.421.024 ; 65 ; 1.445.102 ;;; 65 ; 1.445.102 ; 175 ; 2.866.126 ;;;;
147;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 116 ; 263.909 ; 289 ; 1.408.100 ; 405 ; 1.672.009 ; 81 ; 1.180.099 ;;; 81 ; 1.180.099 ; 486 ; 2.852.107 ;;;;
