Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Dezembro/2024;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
45;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; 4 ; 40.000.000 ; 11 ; 6.534.640 ; 1.716 ; 1.453.892.261 ; 3.031 ; 777.367.551 ; 4.762 ; 2.277.794.452 ; 444 ; 1.640.191.911 ; 997 ; 2.409.080.461 ; 1.441 ; 4.049.272.372 ; 6.203 ; 6.327.066.824 ;
46;10.690.848;BANCO DA CHINA BRASIL S.A.;BANK OF CHINA (BRASIL) - PRUDENCIAL; 365 ; 876.690.869 ; 227 ; 55.821.778 ; 1.310 ; 493.945.100 ; 904 ; 302.066.763 ; 2.806 ; 1.728.524.510 ; 699 ; 1.246.440.197 ; 933 ; 2.259.155.693 ; 1.632 ; 3.505.595.890 ; 4.438 ; 5.234.120.400 ;
47;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 6.802 ; 1.837.551.100 ; 8.653 ; 559.474.042 ; 4.194 ; 403.462.062 ; 4.766 ; 150.573.538 ; 24.415 ; 2.951.060.742 ; 244 ; 314.274.034 ; 865 ; 1.847.556.515 ; 1.109 ; 2.161.830.549 ; 25.524 ; 5.112.891.291 ;
48;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 452 ; 729.641.014 ; -   ; -   ; 505 ; 165.224.010 ; 28 ; 1.118.865 ; 985 ; 895.983.889 ; 16 ; 1.291.116.906 ; 91 ; 2.863.833.819 ; 107 ; 4.154.950.725 ; 1.092 ; 5.050.934.614 ;
49;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 1.212 ; 509.386.099 ; 1.063 ; 64.428.018 ; 88.212 ; 701.872.505 ; 23.850 ; 755.078.859 ; 114.337 ; 2.030.765.481 ; 1.710 ; 854.268.561 ; 1.877 ; 1.237.237.992 ; 3.587 ; 2.091.506.553 ; 117.924 ; 4.122.272.034 ;
50;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 2.512 ; 88.946.469 ; 29.894 ; 507.020.331 ; 23.842 ; 766.824.040 ; 39.718 ; 946.818.548 ; 95.966 ; 2.309.609.388 ; 4.553 ; 1.188.294.280 ; 1.250 ; 591.506.229 ; 5.803 ; 1.779.800.509 ; 101.769 ; 4.089.409.897 ;
51;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 12.946 ; 728.789.658 ; 15.786 ; 655.131.545 ; 11.924 ; 620.123.130 ; 5.206 ; 687.691.742 ; 45.862 ; 2.691.736.075 ; 229 ; 615.729.019 ; 147 ; 606.367.107 ; 376 ; 1.222.096.126 ; 46.238 ; 3.913.832.201 ;
52;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 554 ; 877.789.368 ; 3.375 ; 623.229.782 ; 310 ; 189.305.329 ; 5.339 ; 423.744.006 ; 9.578 ; 2.114.068.485 ; 237 ; 872.557.929 ; 218 ; 914.490.873 ; 455 ; 1.787.048.802 ; 10.033 ; 3.901.117.287 ;
53;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 93 ; 369.995.296 ; -   ; -   ; 102 ; 82.486.388 ; 762 ; 240.722.417 ; 957 ; 693.204.101 ; 57 ; 1.396.459.730 ; 89 ; 1.778.664.351 ; 146 ; 3.175.124.081 ; 1.103 ; 3.868.328.182 ;
54;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 717 ; 29.349.600 ; 3.186 ; 11.823.601 ; 923.366 ; 1.251.130.723 ; 2.269.816 ; 941.846.997 ; 3.197.085 ; 2.234.150.921 ; 62 ; 952.999.337 ; 80 ; 655.975.485 ; 142 ; 1.608.974.822 ; 3.197.227 ; 3.843.125.743 ;
55;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 122 ; 9.334.049 ; 551 ; 61.116.499 ; 3.919 ; 800.794.875 ; 6.319 ; 1.499.654.043 ; 10.911 ; 2.370.899.466 ; 323 ; 913.600.316 ; 61 ; 158.241.410 ; 384 ; 1.071.841.726 ; 11.295 ; 3.442.741.192 ;
56;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 283 ; 11.114.384 ; 3.483 ; 149.378.202 ; 3.390 ; 779.109.529 ; 9.498 ; 1.067.601.132 ; 16.654 ; 2.007.203.247 ; 2.492 ; 674.829.031 ; 681 ; 248.011.434 ; 3.173 ; 922.840.465 ; 19.827 ; 2.930.043.712 ;
57;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;FRENTE CC - PRUDENCIAL; 97 ; 5.027.382 ; 2.170 ; 48.688.746 ; 6.823 ; 911.205.613 ; 50.717 ; 1.018.658.681 ; 59.807 ; 1.983.580.422 ; 6.213 ; 465.782.703 ; 1.368 ; 314.808.297 ; 7.581 ; 780.591.000 ; 67.388 ; 2.764.171.422 ;
58;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;CREDIT AGRICOLE - PRUDENCIAL; 33 ; 234.181.436 ; 130 ; 10.171.906 ; 193 ; 214.268.147 ; 284 ; 413.719.529 ; 640 ; 872.341.018 ; 95 ; 798.618.023 ; 105 ; 822.885.441 ; 200 ; 1.621.503.464 ; 840 ; 2.493.844.482 ;
59;61.024.352;BANCO VOITER S.A.;BANCO MASTER - PRUDENCIAL; 179 ; 221.364.639 ; 3.058 ; 296.633.044 ; 1.615 ; 610.020.396 ; 8.292 ; 603.348.367 ; 13.144 ; 1.731.366.446 ; 678 ; 399.768.825 ; 690 ; 340.685.949 ; 1.368 ; 740.454.774 ; 14.512 ; 2.471.821.220 ;
