Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Set/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
58;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO; 22 ; 598.246 ; 650 ; 13.590.308 ; 1.974 ; 16.053.580 ; 9.137 ; 91.959.125 ; 11.783 ; 122.201.259 ; 8.109 ; 540.048.833 ; 886 ; 451.130.683 ; 8.995 ; 991.179.516 ; 20.778 ; 1.113.380.775 ;;;;
59;30.723.886;BANCO MODAL S.A.; 148 ; 40.118.162 ; 464 ; 60.525.417 ; 197 ; 235.712.852 ; 504 ; 100.642.982 ; 1.313 ; 436.999.413 ; 148 ; 241.981.301 ; 168 ; 352.283.321 ; 316 ; 594.264.622 ; 1.629 ; 1.031.264.034 ;;;;
60;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 792 ; 25.218.816 ; 9.951 ; 269.827.250 ; 8.145 ; 103.235.573 ; 24.175 ; 191.259.845 ; 43.063 ; 589.541.485 ; 5.895 ; 375.534.521 ; 961 ; 43.059.696 ; 6.856 ; 418.594.217 ; 49.919 ; 1.008.135.701 ;;;;
61;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 22 ; 206.110 ; 288 ; 2.726.560 ; 4.188 ; 125.697.822 ; 9.722 ; 448.090.954 ; 14.220 ; 576.721.446 ; 6.407 ; 359.498.348 ; 3.500 ; 35.844.741 ; 9.907 ; 395.343.089 ; 24.127 ; 972.064.534 ;;;;
62;59.285.411;BANCO PAN S.A.; 87 ; 71.695.282 ;;; 54 ; 22.767.940 ; 238 ; 358.585.455 ; 379 ; 453.048.677 ; 13 ; 355.309.164 ; 86 ; 160.990.326 ; 99 ; 516.299.490 ; 478 ; 969.348.167 ;;;;
63;59.118.133;BANCO LUSO BRASILEIRO S.A.; 142 ; 37.942.069 ; 4.810 ; 375.192.441 ; 149 ; 10.272.484 ; 1.085 ; 46.778.022 ; 6.186 ; 470.185.017 ; 2.483 ; 427.711.574 ; 257 ; 53.631.066 ; 2.740 ; 481.342.640 ; 8.926 ; 951.527.657 ;;;;
64;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 761 ; 41.549.435 ; 14.796 ; 23.665.786 ; 26.622 ; 145.930.543 ; 42.179 ; 211.145.764 ; 13.752 ; 402.816.365 ; 788 ; 239.039.088 ; 14.540 ; 641.855.454 ; 56.719 ; 853.001.217 ;;;;
65;61.024.352;BANCO INDUSVAL S.A.; 448 ; 132.214.735 ; 332 ; 42.832.442 ; 147 ; 17.810.183 ; 691 ; 46.249.941 ; 1.618 ; 239.107.301 ; 288 ; 233.190.632 ; 386 ; 350.695.125 ; 674 ; 583.885.757 ; 2.292 ; 822.993.058 ;;;;
66;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 155 ; 4.419.279 ; 5.412 ; 184.873.311 ; 2.330 ; 26.328.585 ; 7.644 ; 169.445.680 ; 15.541 ; 385.066.855 ; 10.341 ; 376.342.076 ; 1.418 ; 52.744.237 ; 11.759 ; 429.086.313 ; 27.300 ; 814.153.169 ;;;;
67;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 454 ; 15.114.920 ; 6.950 ; 269.559.713 ; 3.316 ; 76.323.206 ; 8.136 ; 86.608.117 ; 18.856 ; 447.605.955 ; 2.356 ; 312.867.585 ; 168 ; 48.010.955 ; 2.524 ; 360.878.540 ; 21.380 ; 808.484.495 ;;;;
68;02.318.507;BANCO KEB DO BRASIL S.A.; 3 ; 1.486.697 ; 108 ; 24.416.842 ; 335 ; 298.896.719 ; 2.887 ; 315.338.750 ; 3.333 ; 640.139.008 ; 113 ; 98.909.434 ; 54 ; 59.532.990 ; 167 ; 158.442.424 ; 3.500 ; 798.581.432 ;;;;
69;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 6.040 ; 269.967.635 ; 2.103 ; 89.435.101 ; 983 ; 58.072.278 ; 2.640 ; 40.068.632 ; 11.766 ; 457.543.647 ; 178 ; 68.496.346 ; 711 ; 262.836.649 ; 889 ; 331.332.995 ; 12.655 ; 788.876.642 ;;;;
70;60.889.128;BANCO SOFISA S.A.; 776 ; 174.287.878 ; 670 ; 49.959.936 ; 207 ; 47.398.946 ; 896 ; 68.002.000 ; 2.549 ; 339.648.761 ; 109 ; 116.869.190 ; 102 ; 305.861.242 ; 211 ; 422.730.432 ; 2.760 ; 762.379.193 ;;;;
71;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 460 ; 848.100 ; 1.269 ; 24.842.564 ; 1.729 ; 25.690.664 ; 3.283 ; 370.531.728 ; 1.558 ; 346.547.159 ; 4.841 ; 717.078.887 ; 6.570 ; 742.769.551 ;;;;
72;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 403 ; 183.178.700 ; 351 ; 54.324.610 ; 155 ; 37.110.646 ; 390 ; 38.526.146 ; 1.299 ; 313.140.101 ; 123 ; 139.411.914 ; 176 ; 256.807.169 ; 299 ; 396.219.083 ; 1.598 ; 709.359.184 ;;;;
73;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 6 ; 43.181 ; 408 ; 249.167.968 ; 163 ; 27.325.092 ; 2.840 ; 87.917.083 ; 3.417 ; 364.453.324 ; 325 ; 323.570.000 ; 15 ; 13.860.000 ; 340 ; 337.430.000 ; 3.757 ; 701.883.324 ;;;;
74;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 90 ; 4.633.170 ; 2.184 ; 52.415.369 ; 4.577 ; 23.641.148 ; 14.843 ; 150.845.639 ; 21.694 ; 231.535.325 ; 11.998 ; 308.281.936 ; 4.620 ; 134.351.009 ; 16.618 ; 442.632.945 ; 38.312 ; 674.168.270 ;;;;
75;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 312 ; 154.363.673 ; 327 ; 171.193.852 ; 639 ; 325.557.524 ; 244 ; 159.537.775 ; 146 ; 142.635.913 ; 390 ; 302.173.688 ; 1.029 ; 627.731.212 ;;;;
76;61.186.680;BANCO BMG S.A.; 18 ; 31.135.930 ; 6 ; 8.302.465 ; 9 ; 9.364.048 ; 138 ; 238.407.968 ; 171 ; 287.210.412 ; 34 ; 264.808.503 ; 26 ; 47.243.097 ; 60 ; 312.051.601 ; 231 ; 599.262.012 ;;;;
77;92.894.922;BANCO ORIGINAL S.A.; 77 ; 92.154.717 ; 850 ; 159.423.063 ; 121 ; 19.510.276 ; 1.103 ; 61.009.811 ; 2.151 ; 332.097.868 ; 108 ; 182.487.090 ; 20 ; 83.015.697 ; 128 ; 265.502.787 ; 2.279 ; 597.600.655 ;;;;
78;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 52 ; 1.879.626 ; 168 ; 2.948.332 ; 239 ; 206.192.617 ; 808 ; 230.867.664 ; 1.267 ; 441.888.240 ; 53 ; 60.764.770 ; 31 ; 39.545.804 ; 84 ; 100.310.574 ; 1.351 ; 542.198.814 ;;;;
79;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;; 2 ; 9.044 ; 1.214 ; 4.568.243 ; 11.375 ; 256.304.756 ; 12.591 ; 260.882.043 ; 4.157 ; 262.169.627 ; 127 ; 12.698.261 ; 4.284 ; 274.867.888 ; 16.875 ; 535.749.931 ;;;;
80;10.690.848;BANCO DA CHINA BRASIL S.A.; 91 ; 80.151.582 ; 156 ; 34.095.970 ; 117 ; 94.341.324 ; 353 ; 12.315.115 ; 717 ; 220.903.991 ; 104 ; 57.905.720 ; 153 ; 249.568.967 ; 257 ; 307.474.687 ; 974 ; 528.378.678 ;;;;
81;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 2.896 ; 151.147.364 ; 2.511 ; 76.638.604 ; 1.182 ; 22.235.863 ; 2.410 ; 110.208.215 ; 8.999 ; 360.230.046 ; 230 ; 74.605.321 ; 119 ; 65.916.542 ; 349 ; 140.521.863 ; 9.348 ; 500.751.909 ;;;;
82;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 24 ; 5.219.936 ; 186 ; 5.961.274 ; 303 ; 115.765.450 ; 2.021 ; 61.298.816 ; 2.534 ; 188.245.476 ; 1.102 ; 91.709.731 ; 1.695 ; 149.742.446 ; 2.797 ; 241.452.177 ; 5.331 ; 429.697.653 ;;;;
83;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 89 ; 49.157.950 ; 123 ; 28.411.791 ; 112 ; 84.666.815 ; 402 ; 82.645.548 ; 726 ; 244.882.104 ; 69 ; 73.698.326 ; 47 ; 95.354.020 ; 116 ; 169.052.346 ; 842 ; 413.934.450 ;;;;
84;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 49 ; 2.289.373 ; 65 ; 8.092.957 ; 270 ; 51.944.865 ; 464 ; 101.325.580 ; 848 ; 163.652.776 ; 231 ; 149.266.441 ; 97 ; 88.079.078 ; 328 ; 237.345.519 ; 1.176 ; 400.998.295 ;;;;
85;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 120 ; 2.348.530 ; 4.195 ; 104.433.465 ; 3.863 ; 18.551.834 ; 9.625 ; 81.100.528 ; 17.803 ; 206.434.357 ; 4.524 ; 177.893.093 ; 231 ; 13.255.283 ; 4.755 ; 191.148.376 ; 22.558 ; 397.582.733 ;;;;
86;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 19 ; 3.750.119 ; 111 ; 35.342.065 ; 304 ; 146.233.187 ; 396 ; 77.464.755 ; 830 ; 262.790.126 ; 100 ; 46.926.156 ; 88 ; 84.299.487 ; 188 ; 131.225.644 ; 1.018 ; 394.015.770 ;;;;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 555 ; 91.360.122 ; 1.171 ; 87.855.694 ; 85 ; 1.749.406 ; 444 ; 10.416.426 ; 2.255 ; 191.381.649 ; 481 ; 101.305.363 ; 219 ; 96.733.460 ; 700 ; 198.038.822 ; 2.955 ; 389.420.471 ;;;;
88;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 103 ; 87.563.512 ; 10 ; 221.520 ; 40 ; 64.783.618 ; 104 ; 10.586.126 ; 257 ; 163.154.776 ; 24 ; 38.013.193 ; 67 ; 173.241.699 ; 91 ; 211.254.892 ; 348 ; 374.409.668 ;;;;
89;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 124 ; 38.797.810 ; 9 ; 2.062.708 ; 31 ; 68.722 ; 59 ; 1.287.295 ; 223 ; 42.216.535 ; 176 ; 131.434.507 ; 298 ; 177.590.000 ; 474 ; 309.024.507 ; 697 ; 351.241.041 ;;;;
90;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 285 ; 4.938.299 ; 5.210 ; 106.461.644 ; 1.530 ; 29.696.837 ; 6.058 ; 61.850.234 ; 13.083 ; 202.947.014 ; 3.177 ; 139.587.256 ; 83 ; 5.898.135 ; 3.260 ; 145.485.391 ; 16.343 ; 348.432.405 ;;;;
91;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 235 ; 5.577.230 ; 3.876 ; 73.924.177 ; 1.529 ; 21.672.996 ; 13.215 ; 92.055.074 ; 18.855 ; 193.229.476 ; 4.088 ; 142.071.415 ; 59 ; 3.175.048 ; 4.147 ; 145.246.463 ; 23.002 ; 338.475.940 ;;;;
92;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 16 ; 125.288 ; 1.219 ; 38.189.703 ; 1.369 ; 4.972.752 ; 4.506 ; 40.938.669 ; 7.110 ; 84.226.412 ; 3.906 ; 157.497.615 ; 427 ; 83.517.439 ; 4.333 ; 241.015.054 ; 11.443 ; 325.241.466 ;;;;
93;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 14 ; 464.570 ; 446 ; 6.072.336 ; 3.614 ; 18.734.222 ; 13.481 ; 117.963.884 ; 17.555 ; 143.235.012 ; 6.394 ; 128.679.875 ; 365 ; 23.914.334 ; 6.759 ; 152.594.209 ; 24.314 ; 295.829.220 ;;;;
94;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;; 3 ; 59.048 ; 1.255 ; 10.940.627 ; 3.311 ; 41.050.706 ; 4.569 ; 52.050.380 ; 1.584 ; 112.365.079 ; 369 ; 82.238.113 ; 1.953 ; 194.603.192 ; 6.522 ; 246.653.573 ;;;;
95;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 143 ; 2.446.166 ; 2.189 ; 46.576.934 ; 936 ; 16.021.456 ; 4.939 ; 55.705.344 ; 8.207 ; 120.749.900 ; 4.909 ; 103.077.329 ; 738 ; 19.241.093 ; 5.647 ; 122.318.422 ; 13.854 ; 243.068.322 ;;;;
96;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 86 ; 1.775.784 ; 3.638 ; 16.775.645 ; 6.444 ; 116.932.136 ; 10.168 ; 135.483.565 ; 4.845 ; 102.376.037 ; 41 ; 548.309 ; 4.886 ; 102.924.346 ; 15.054 ; 238.407.911 ;;;;
97;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 53 ; 36.951.587 ; 35 ; 1.268.746 ; 388 ; 64.570.597 ; 164 ; 9.800.175 ; 640 ; 112.591.106 ; 53 ; 8.405.540 ; 142 ; 98.665.223 ; 195 ; 107.070.763 ; 835 ; 219.661.869 ;;;;
98;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 52 ; 810.270 ; 653 ; 13.407.286 ; 603 ; 4.669.829 ; 7.368 ; 75.101.470 ; 8.676 ; 93.988.854 ; 5.213 ; 91.627.837 ; 160 ; 8.531.165 ; 5.373 ; 100.159.002 ; 14.049 ; 194.147.856 ;;;;
99;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 119 ; 1.304.282 ; 2.303 ; 46.499.519 ; 713 ; 8.322.667 ; 4.177 ; 44.984.695 ; 7.312 ; 101.111.163 ; 7.780 ; 87.186.449 ; 237 ; 5.328.167 ; 8.017 ; 92.514.615 ; 15.329 ; 193.625.778 ;;;;
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 179 ; 3.895.703 ; 1.686 ; 40.323.810 ; 1.245 ; 6.982.244 ; 6.524 ; 52.135.250 ; 9.634 ; 103.337.008 ; 6.612 ; 82.408.003 ; 32 ; 362.390 ; 6.644 ; 82.770.393 ; 16.278 ; 186.107.401 ;;;;
101;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 5 ; 75.979 ; 322 ; 6.762.054 ; 4.342 ; 7.023.747 ; 12.654 ; 62.773.509 ; 17.323 ; 76.635.289 ; 3.533 ; 79.098.239 ; 195 ; 16.695.681 ; 3.728 ; 95.793.919 ; 21.051 ; 172.429.208 ;;;;
102;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 19.861 ; 1.581 ; 59.791.935 ; 106 ; 2.652.145 ; 906 ; 22.840.733 ; 2.594 ; 85.304.675 ; 1.333 ; 81.279.675 ; 21 ; 1.326.049 ; 1.354 ; 82.605.724 ; 3.948 ; 167.910.400 ;;;;
103;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 1.409 ; 64.724.913 ; 7 ; 96.738 ; 692 ; 15.829.099 ; 2.108 ; 80.650.749 ; 1.858 ; 82.790.459 ; 46 ; 2.666.791 ; 1.904 ; 85.457.250 ; 4.012 ; 166.107.999 ;;;;
104;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 8 ; 106.637 ; 1.132 ; 33.826.562 ; 1.418 ; 8.803.303 ; 15.095 ; 39.261.038 ; 17.653 ; 81.997.540 ; 2.329 ; 70.969.525 ; 294 ; 6.814.225 ; 2.623 ; 77.783.750 ; 20.276 ; 159.781.290 ;;;;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 142 ; 2.735.138 ; 1.410 ; 30.281.337 ; 1.893 ; 17.805.185 ; 4.567 ; 43.985.429 ; 8.012 ; 94.807.088 ; 2.465 ; 57.767.461 ; 42 ; 4.105.667 ; 2.507 ; 61.873.128 ; 10.519 ; 156.680.216 ;;;;
106;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 23 ; 44.084 ; 273 ; 4.926.210 ; 2.886 ; 3.158.725 ; 15.994 ; 35.119.828 ; 19.176 ; 43.248.848 ; 2.211 ; 74.035.284 ; 433 ; 37.075.655 ; 2.644 ; 111.110.939 ; 21.820 ; 154.359.786 ;;;;
107;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 17 ; 313.476 ; 1.382 ; 35.443.302 ; 151 ; 564.293 ; 5.925 ; 40.456.249 ; 7.475 ; 76.777.319 ; 3.532 ; 75.958.671 ; 78 ; 911.301 ; 3.610 ; 76.869.972 ; 11.085 ; 153.647.292 ;;;;
108;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 45 ; 150.444 ; 894 ; 1.513.836 ; 38.618 ; 76.075.841 ; 39.557 ; 77.740.120 ; 3.485 ; 75.203.856 ; 7 ; 496.933 ; 3.492 ; 75.700.789 ; 43.049 ; 153.440.910 ;;;;
109;33.042.151;BANCO DE LA NACION ARGENTINA; 48 ; 22.457.401 ; 77 ; 6.525.143 ; 2.880 ; 3.714.937 ; 969 ; 1.906.352 ; 3.974 ; 34.603.832 ; 90 ; 47.243.370 ; 93 ; 64.713.094 ; 183 ; 111.956.464 ; 4.157 ; 146.560.296 ;;;;
110;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 33 ; 38.361 ; 550 ; 70.117.139 ; 583 ; 70.155.499 ; 2.180 ; 70.183.200 ; 1 ; 100.000 ; 2.181 ; 70.283.200 ; 2.764 ; 140.438.699 ;;;;
111;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 16 ; 181.827 ; 1.066 ; 6.332.914 ; 2.597 ; 40.721.218 ; 3.679 ; 47.235.959 ; 3.315 ; 63.830.035 ; 369 ; 29.341.883 ; 3.684 ; 93.171.918 ; 7.363 ; 140.407.878 ;;;;
112;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 44 ; 2.841.236 ; 220 ; 3.957.952 ; 479 ; 11.299.751 ; 6.225 ; 51.401.435 ; 6.968 ; 69.500.374 ; 1.309 ; 51.086.385 ; 133 ; 10.073.711 ; 1.442 ; 61.160.096 ; 8.410 ; 130.660.470 ;;;;
113;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 854 ; 47.366.859 ;;; 89 ; 16.395.174 ; 943 ; 63.762.033 ; 548 ; 63.754.872 ;;; 548 ; 63.754.872 ; 1.491 ; 127.516.905 ;;;;
114;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 52 ; 2.546.660 ; 609 ; 1.016.650 ; 4.526 ; 56.048.283 ; 5.187 ; 59.611.593 ; 2.561 ; 62.703.166 ; 53 ; 5.116.253 ; 2.614 ; 67.819.419 ; 7.801 ; 127.431.012 ;;;;
115;04.902.979;BANCO DA AMAZONIA S.A.; 313 ; 34.862.950 ; 269 ; 16.828.264 ; 165 ; 2.479.480 ; 551 ; 8.348.017 ; 1.298 ; 62.518.709 ; 64 ; 20.430.630 ; 129 ; 32.445.078 ; 193 ; 52.875.708 ; 1.491 ; 115.394.417 ;;;;
116;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 125 ; 3.836.441 ; 460 ; 7.749.054 ; 4.235 ; 42.905.817 ; 4.820 ; 54.491.312 ; 88 ; 45.196.036 ; 17 ; 6.571.084 ; 105 ; 51.767.121 ; 4.925 ; 106.258.432 ;;;;
117;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 167 ; 22.709.718 ; 134 ; 3.570.426 ; 38 ; 12.481.195 ; 171 ; 28.304.682 ; 510 ; 67.066.022 ; 18 ; 16.469.234 ; 38 ; 19.867.374 ; 56 ; 36.336.608 ; 566 ; 103.402.630 ;;;;
118;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 283 ; 5.444.892 ; 141 ; 1.277.727 ; 766 ; 42.229.538 ; 1.190 ; 48.952.157 ; 2.119 ; 47.467.920 ; 27 ; 1.108.798 ; 2.146 ; 48.576.718 ; 3.336 ; 97.528.875 ;;;;
119;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 4 ; 15.474 ; 2.537 ; 5.045.827 ; 6.720 ; 48.550.172 ; 9.261 ; 53.611.472 ; 2.200 ; 43.076.202 ; 89 ; 250.402 ; 2.289 ; 43.326.603 ; 11.550 ; 96.938.076 ;;;;
120;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 5 ; 234.985 ; 324 ; 6.930.943 ; 541 ; 16.999.512 ; 3.988 ; 28.766.676 ; 4.858 ; 52.932.117 ; 862 ; 26.524.750 ; 137 ; 8.143.282 ; 999 ; 34.668.033 ; 5.857 ; 87.600.150 ;;;;
121;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 394 ; 1.607.652 ; 2.128 ; 40.440.333 ; 2.522 ; 42.047.984 ; 3.272 ; 39.680.110 ; 44 ; 891.795 ; 3.316 ; 40.571.905 ; 5.838 ; 82.619.889 ;;;;
122;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 3 ; 118.582 ; 323 ; 9.502.033 ; 61 ; 1.527.506 ; 1.923 ; 30.256.357 ; 2.310 ; 41.404.478 ; 1.437 ; 39.427.595 ; 10 ; 1.290.322 ; 1.447 ; 40.717.917 ; 3.757 ; 82.122.395 ;;;;
123;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 2 ; 31.295 ; 2.131 ; 4.641.019 ; 5.343 ; 39.618.019 ; 7.476 ; 44.290.333 ; 3.194 ; 35.003.574 ; 15 ; 80.392 ; 3.209 ; 35.083.967 ; 10.685 ; 79.374.299 ;;;;
124;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 193 ; 6.716.302 ; 572 ; 12.877.961 ; 1.434 ; 2.341.618 ; 9.934 ; 20.536.890 ; 12.133 ; 42.472.771 ; 2.069 ; 30.171.107 ; 167 ; 5.777.856 ; 2.236 ; 35.948.963 ; 14.369 ; 78.421.734 ;;;;
125;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 1.941 ; 6.350.313 ; 3.671 ; 31.063.281 ; 5.612 ; 37.413.595 ; 3.031 ; 30.640.098 ; 193 ; 5.932.405 ; 3.224 ; 36.572.503 ; 8.836 ; 73.986.097 ;;;;
126;07.679.404;BANCO TOPÁZIO S.A.; 30 ; 2.507.937 ; 43 ; 1.143.509 ; 456 ; 4.177.999 ; 466 ; 27.478.965 ; 995 ; 35.308.409 ; 179 ; 26.866.714 ; 46 ; 4.940.664 ; 225 ; 31.807.378 ; 1.220 ; 67.115.787 ;;;;
127;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 61 ; 742.131 ; 102 ; 2.383.341 ; 1.180 ; 6.119.650 ; 3.444 ; 28.882.293 ; 4.787 ; 38.127.415 ; 2.397 ; 26.237.150 ; 160 ; 1.796.588 ; 2.557 ; 28.033.739 ; 7.344 ; 66.161.154 ;;;;
128;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 2 ; 118.766 ; 272 ; 8.429.163 ; 31 ; 644.936 ; 661 ; 22.259.596 ; 966 ; 31.452.461 ; 810 ; 31.068.943 ; 21 ; 945.252 ; 831 ; 32.014.195 ; 1.797 ; 63.466.657 ;;;;
129;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 16 ; 335.717 ; 1.786 ; 12.793.967 ; 2.665 ; 27.910.435 ; 4.467 ; 41.040.120 ; 931 ; 15.132.493 ; 20 ; 52.433 ; 951 ; 15.184.926 ; 5.418 ; 56.225.046 ;;;;
130;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 17.967 ;;; 3.656 ; 26.831.623 ; 49 ; 295.356 ; 3.706 ; 27.144.945 ; 46 ; 363.731 ; 317 ; 26.917.910 ; 363 ; 27.281.640 ; 4.069 ; 54.426.585 ;;;;
131;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 52.918 ; 15 ; 47.098 ; 1.343 ; 1.252.090 ; 9.442 ; 18.944.851 ; 10.802 ; 20.296.957 ; 1.963 ; 25.749.450 ; 91 ; 8.095.520 ; 2.054 ; 33.844.970 ; 12.856 ; 54.141.927 ;;;;
132;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 26 ; 397.542 ; 166 ; 1.638.741 ; 340 ; 3.651.400 ; 2.934 ; 22.148.200 ; 3.466 ; 27.835.883 ; 1.541 ; 20.638.162 ; 132 ; 931.272 ; 1.673 ; 21.569.434 ; 5.139 ; 49.405.316 ;;;;
133;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 100 ; 17.131.697 ; 2 ; 296.317 ; 64 ; 4.180.746 ; 707 ; 2.238.683 ; 873 ; 23.847.444 ; 63 ; 1.558.120 ; 96 ; 20.511.125 ; 159 ; 22.069.245 ; 1.032 ; 45.916.689 ;;;;
134;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 6 ; 42.769 ; 853 ; 1.718.250 ; 2.626 ; 22.327.871 ; 3.485 ; 24.088.890 ; 994 ; 21.035.081 ; 75 ; 343.799 ; 1.069 ; 21.378.879 ; 4.554 ; 45.467.770 ;;;;
135;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 9.252 ; 3.177.566 ; 23.500 ; 22.447.182 ; 32.752 ; 25.624.748 ; 586 ; 19.349.728 ; 1 ; 1.625 ; 587 ; 19.351.353 ; 33.339 ; 44.976.101 ;;;;
136;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 2.171 ; 2.041.613 ; 12.294 ; 22.167.406 ; 14.465 ; 24.209.019 ; 350 ; 20.437.866 ; 5 ; 23.041 ; 355 ; 20.460.907 ; 14.820 ; 44.669.926 ;;;;
