Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em JULHO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
66;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 854 ; 36.811.897 ; 241 ; 7.796.062 ; 75 ; 2.849.971 ; 297 ; 1.544.045 ; 1.467 ; 49.001.974 ; 16 ; 3.532.137 ; 102 ; 34.070.614 ; 118 ; 37.602.751 ; 1.585 ; 86.604.725 ;;;;
67;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 67 ; 37.575.197 ; 47 ; 4.833.761 ; 26 ; 180.174 ; 50 ; 1.105.524 ; 190 ; 43.694.656 ; 10 ; 5.206.579 ; 24 ; 37.231.735 ; 34 ; 42.438.315 ; 224 ; 86.132.971 ;;;;
68;58.616.418;BANCO FIBRA S.A.; 169 ; 14.143.132 ; 229 ; 16.152.789 ; 84 ; 5.028.107 ; 252 ; 22.863.572 ; 734 ; 58.187.600 ; 25 ; 22.684.853 ; 20 ; 5.175.104 ; 45 ; 27.859.957 ; 779 ; 86.047.558 ;;;;
69;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 48 ; 15.005.787 ; 32 ; 31.150.964 ; 80 ; 46.156.751 ; 17 ; 27.920.000 ; 18 ; 11.767.040 ; 35 ; 39.687.040 ; 115 ; 85.843.791 ;;;;
70;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 20 ; 424.705 ; 241 ; 4.279.741 ; 583 ; 2.755.356 ; 1.764 ; 18.225.493 ; 2.608 ; 25.685.294 ; 1.592 ; 38.697.316 ; 617 ; 19.581.395 ; 2.209 ; 58.278.711 ; 4.817 ; 83.964.005 ;;;;
71;10.690.848;BANCO DA CHINA BRASIL S.A.; 7 ; 6.544.818 ; 13 ; 3.656.162 ; 12 ; 12.886.022 ; 35 ; 265.647 ; 67 ; 23.352.648 ; 13 ; 9.441.223 ; 17 ; 48.821.276 ; 30 ; 58.262.499 ; 97 ; 81.615.147 ;;;;
72;34.111.187;BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO;;;;; 161 ; 16.920.302 ; 73 ; 6.251.255 ; 234 ; 23.171.557 ; 37 ; 21.216.941 ; 45 ; 37.003.745 ; 82 ; 58.220.686 ; 316 ; 81.392.244 ;;;;
73;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 49 ; 2.241.179 ; 678 ; 2.901.842 ; 1.522 ; 15.827.644 ; 2.249 ; 20.970.665 ; 1.669 ; 37.833.867 ; 102 ; 22.562.618 ; 1.771 ; 60.396.485 ; 4.020 ; 81.367.149 ;;;;
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 60 ; 1.155.564 ; 607 ; 21.352.962 ; 382 ; 13.446.433 ; 835 ; 8.040.080 ; 1.884 ; 43.995.039 ; 250 ; 25.412.072 ; 31 ; 10.661.055 ; 281 ; 36.073.127 ; 2.165 ; 80.068.165 ;;;;
75;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 7 ; 26.000.000 ; 6 ; 10.763.131 ; 6 ; 140.561 ; 17 ; 1.261.015 ; 36 ; 38.164.708 ; 9 ; 13.815.132 ; 36 ; 27.598.584 ; 45 ; 41.413.716 ; 81 ; 79.578.423 ;;;;
76;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 1 ; 955 ; 39 ; 26.863.156 ; 12 ; 741.947 ; 406 ; 9.848.997 ; 458 ; 37.455.055 ; 35 ; 37.800.000 ; 2 ; 2.000.000 ; 37 ; 39.800.000 ; 495 ; 77.255.055 ;;;;
77;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 390 ; 23.879.602 ; 245 ; 5.671.824 ; 155 ; 4.084.292 ; 305 ; 15.691.220 ; 1.095 ; 49.326.937 ; 23 ; 7.417.552 ; 21 ; 19.012.925 ; 44 ; 26.430.477 ; 1.139 ; 75.757.414 ;;;;
78;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 153 ; 524.668 ; 1.170 ; 30.799.780 ; 1.323 ; 31.324.448 ; 527 ; 29.930.784 ; 6 ; 45.271 ; 533 ; 29.976.056 ; 1.856 ; 61.300.503 ;;;;
79;92.894.922;BANCO ORIGINAL S.A.; 6 ; 13.846.385 ; 119 ; 21.003.201 ; 13 ; 560.530 ; 147 ; 1.859.970 ; 285 ; 37.270.085 ; 17 ; 23.396.925 ; 2 ; 235 ; 19 ; 23.397.160 ; 304 ; 60.667.245 ;;;;
80;02.318.507;BANCO KEB DO BRASIL S.A.;;; 16 ; 2.517.457 ; 37 ; 14.826.325 ; 282 ; 19.430.303 ; 335 ; 36.774.085 ; 19 ; 14.969.988 ; 7 ; 7.655.000 ; 26 ; 22.624.988 ; 361 ; 59.399.073 ;;;;
81;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 68 ; 17.365.614 ; 120 ; 8.127.069 ; 8 ; 337.968 ; 54 ; 3.255.008 ; 250 ; 29.085.659 ; 55 ; 11.199.459 ; 33 ; 17.509.847 ; 88 ; 28.709.306 ; 338 ; 57.794.965 ;;;;
82;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 6 ; 9.905.405 ; 5 ; 227.554 ; 75 ; 11.681.330 ; 23 ; 3.892.102 ; 109 ; 25.706.391 ; 8 ; 5.064.823 ; 24 ; 22.615.404 ; 32 ; 27.680.227 ; 141 ; 53.386.618 ;;;;
83;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 3 ; 11.336 ; 158 ; 4.078.249 ; 167 ; 657.539 ; 463 ; 4.055.718 ; 791 ; 8.802.842 ; 499 ; 22.445.647 ; 82 ; 14.984.756 ; 581 ; 37.430.403 ; 1.372 ; 46.233.245 ;;;;
84;19.307.785;MSB BANK S.A. BANCO DE CÂMBIO; 3 ; 2.770.000 ; 26 ; 472.342 ; 40 ; 12.423.277 ; 270 ; 5.229.214 ; 339 ; 20.894.832 ; 146 ; 8.188.524 ; 241 ; 15.087.769 ; 387 ; 23.276.293 ; 726 ; 44.171.125 ;;;;
85;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 9 ; 8.788.094 ; 5 ; 562.398 ; 14 ; 10.494.610 ; 35 ; 2.174.170 ; 63 ; 22.019.272 ; 4 ; 1.831.686 ; 5 ; 18.581.198 ; 9 ; 20.412.884 ; 72 ; 42.432.156 ;;;;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 15 ; 302.741 ; 398 ; 9.671.674 ; 217 ; 1.970.204 ; 1.040 ; 9.328.815 ; 1.670 ; 21.273.433 ; 535 ; 18.343.214 ; 31 ; 1.615.794 ; 566 ; 19.959.008 ; 2.236 ; 41.232.441 ;;;;
87;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 3 ; 166.152 ; 46 ; 483.124 ; 449 ; 2.586.443 ; 1.478 ; 13.258.113 ; 1.976 ; 16.493.832 ; 724 ; 15.628.188 ; 55 ; 4.663.394 ; 779 ; 20.291.583 ; 2.755 ; 36.785.415 ;;;;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 34 ; 678.190 ; 563 ; 10.858.710 ; 213 ; 3.950.588 ; 716 ; 5.939.070 ; 1.526 ; 21.426.558 ; 344 ; 13.097.217 ; 13 ; 988.225 ; 357 ; 14.085.442 ; 1.883 ; 35.512.000 ;;;;
89;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 17 ; 289.719 ; 409 ; 7.324.903 ; 183 ; 3.607.299 ; 1.535 ; 8.961.646 ; 2.144 ; 20.183.567 ; 412 ; 12.296.544 ; 6 ; 159.988 ; 418 ; 12.456.533 ; 2.562 ; 32.640.100 ;;;;
90;61.186.680;BANCO BMG S.A.;;; 2 ; 3.676.870 ; 2 ; 1.924 ; 17 ; 6.398.361 ; 21 ; 10.077.155 ; 5 ; 19.119.739 ; 1 ; 2.755.750 ; 6 ; 21.875.489 ; 27 ; 31.952.644 ;;;;
91;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 20 ; 1.435.636 ; 16 ; 230.153 ; 3 ; 5.059.782 ; 28 ; 13.412.969 ; 67 ; 20.138.541 ; 4 ; 7.899.973 ; 3 ; 1.470.000 ; 7 ; 9.369.973 ; 74 ; 29.508.514 ;;;;
92;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 20 ; 439.549 ; 222 ; 5.154.737 ; 102 ; 2.380.818 ; 503 ; 6.593.110 ; 847 ; 14.568.215 ; 527 ; 11.587.739 ; 96 ; 2.869.491 ; 623 ; 14.457.230 ; 1.470 ; 29.025.445 ;;;;
93;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;;;; 153 ; 1.306.486 ; 334 ; 3.974.957 ; 487 ; 5.281.443 ; 168 ; 13.093.826 ; 44 ; 10.433.124 ; 212 ; 23.526.950 ; 699 ; 28.808.393 ;;;;
94;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 6 ; 3.485.494 ; 1 ; 4.060 ; 10 ; 5.356.324 ; 17 ; 4.807.987 ; 34 ; 13.653.865 ; 4 ; 2.994.995 ; 6 ; 8.003.575 ; 10 ; 10.998.569 ; 44 ; 24.652.434 ;;;;
95;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 13 ; 123.599 ; 366 ; 1.810.656 ; 609 ; 11.437.819 ; 988 ; 13.372.075 ; 597 ; 9.751.373 ; 3 ; 11.209 ; 600 ; 9.762.582 ; 1.588 ; 23.134.657 ;;;;
96;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 10 ; 21.512.129 ;;; 10 ; 21.512.129 ;;;;; -   ; -   ; 10 ; 21.512.129 ;;;;
97;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 37 ; 849.139 ; 517 ; 792.635 ; 1.336 ; 6.251.447 ; 1.890 ; 7.893.222 ; 438 ; 9.510.835 ; 32 ; 3.202.137 ; 470 ; 12.712.972 ; 2.360 ; 20.606.194 ;;;;
98;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 19 ; 219.056 ; 247 ; 4.978.436 ; 79 ; 873.778 ; 483 ; 4.550.379 ; 828 ; 10.621.649 ; 921 ; 9.006.867 ; 27 ; 570.819 ; 948 ; 9.577.687 ; 1.776 ; 20.199.336 ;;;;
99;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 7 ; 19.490 ; 86 ; 487.957 ; 5.131 ; 9.686.950 ; 5.224 ; 10.194.397 ; 462 ; 9.573.343 ; 2 ; 346.700 ; 464 ; 9.920.043 ; 5.688 ; 20.114.440 ;;;;
100;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 7 ; 108.365 ; 66 ; 1.046.983 ; 50 ; 321.359 ; 449 ; 7.908.861 ; 572 ; 9.385.567 ; 614 ; 9.638.605 ; 20 ; 1.076.653 ; 634 ; 10.715.258 ; 1.206 ; 20.100.826 ;;;;
101;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 176 ; 9.881.463 ;;; 7 ; 14.776 ; 183 ; 9.896.240 ; 97 ; 9.896.240 ;;; 97 ; 9.896.240 ; 280 ; 19.792.480 ;;;;
102;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 21 ; 495.294 ; 183 ; 4.012.064 ; 130 ; 754.255 ; 766 ; 5.897.511 ; 1.100 ; 11.159.124 ; 749 ; 8.546.350 ; 3 ; 38.168 ; 752 ; 8.584.518 ; 1.852 ; 19.743.642 ;;;;
103;04.902.979;BANCO DA AMAZONIA S.A.; 44 ; 9.065.338 ; 18 ; 763.027 ; 15 ; 304.613 ; 50 ; 98.349 ; 127 ; 10.231.327 ; 6 ; 446.057 ; 21 ; 8.840.000 ; 27 ; 9.286.057 ; 154 ; 19.517.384 ;;;;
104;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 16 ; 4.589.382 ; 1 ; 255.956 ; 4 ; 12.596 ; 5 ; 8.766 ; 26 ; 4.866.700 ; 9 ; 4.950.000 ; 24 ; 9.500.000 ; 33 ; 14.450.000 ; 59 ; 19.316.700 ;;;;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 18 ; 435.728 ; 213 ; 4.209.833 ; 209 ; 1.899.935 ; 513 ; 4.529.657 ; 953 ; 11.075.154 ; 359 ; 6.805.840 ; 6 ; 454.277 ; 365 ; 7.260.117 ; 1.318 ; 18.335.270 ;;;;
106;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;;; 137 ; 4.222.557 ; 213 ; 1.385.822 ; 1.521 ; 3.754.380 ; 1.871 ; 9.362.759 ; 275 ; 7.682.477 ; 39 ; 1.139.004 ; 314 ; 8.821.481 ; 2.185 ; 18.184.240 ;;;;
107;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 5 ; 20.279 ; 133 ; 675.553 ; 327 ; 5.131.370 ; 465 ; 5.827.202 ; 469 ; 7.964.875 ; 49 ; 3.499.911 ; 518 ; 11.464.786 ; 983 ; 17.291.987 ;;;;
108;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 10 ; 554.613 ; 31 ; 539.039 ; 74 ; 2.260.093 ; 729 ; 5.580.579 ; 844 ; 8.934.324 ; 157 ; 5.568.001 ; 25 ; 2.270.507 ; 182 ; 7.838.507 ; 1.026 ; 16.772.831 ;;;;
109;33.042.151;BANCO DE LA NACION ARGENTINA; 7 ; 1.593.400 ; 19 ; 1.725.064 ; 376 ; 447.350 ; 131 ; 100.900 ; 533 ; 3.866.714 ; 12 ; 4.022.740 ; 21 ; 8.100.489 ; 33 ; 12.123.229 ; 566 ; 15.989.943 ;;;;
110;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 29 ; 675.757 ; 333 ; 369.429 ; 1.795 ; 3.591.533 ; 2.157 ; 4.636.719 ; 264 ; 7.356.959 ; 45 ; 3.475.633 ; 309 ; 10.832.593 ; 2.466 ; 15.469.312 ;;;;
111;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA;;; 150 ; 3.105.721 ; 20 ; 115.918 ; 415 ; 4.387.619 ; 585 ; 7.609.258 ; 421 ; 7.600.867 ; 12 ; 169.070 ; 433 ; 7.769.938 ; 1.018 ; 15.379.196 ;;;;
112;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 116 ; 5.134.371 ; 1 ; 2.500 ; 80 ; 2.385.190 ; 197 ; 7.522.061 ; 298 ; 7.511.701 ; 6 ; 327.072 ; 304 ; 7.838.774 ; 501 ; 15.360.835 ;;;;
113;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 131 ; 3.860.033 ; 12 ; 290.372 ; 114 ; 3.225.604 ; 257 ; 7.376.010 ; 134 ; 6.916.241 ; 2 ; 113.127 ; 136 ; 7.029.368 ; 393 ; 14.405.378 ;;;;
114;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 5 ; 24.962 ; 19 ; 369.585 ; 18 ; 4.814.648 ; 30 ; 4.840.794 ; 72 ; 10.049.989 ; 2 ; 2.000.800 ; 2 ; 2.000.803 ; 4 ; 4.001.604 ; 76 ; 14.051.593 ;;;;
115;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 2 ; 8.500 ; 309 ; 489.098 ; 897 ; 6.782.064 ; 1.208 ; 7.279.662 ; 310 ; 6.422.942 ; 13 ; 39.562 ; 323 ; 6.462.504 ; 1.531 ; 13.742.166 ;;;;
116;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 9 ; 480.861 ; 58 ; 95.860 ; 573 ; 5.904.082 ; 640 ; 6.480.803 ; 323 ; 6.372.871 ; 1 ; 85.000 ; 324 ; 6.457.871 ; 964 ; 12.938.674 ;;;;
117;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;;; 65 ; 1.380.420 ; 3 ; 22.682 ; 144 ; 4.834.196 ; 212 ; 6.237.298 ; 168 ; 6.279.891 ; 4 ; 94.137 ; 172 ; 6.374.028 ; 384 ; 12.611.327 ;;;;
118;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 30 ; 521.371 ; 10 ; 90.628 ; 105 ; 5.706.408 ; 145 ; 6.318.407 ; 257 ; 6.169.761 ; 4 ; 35.062 ; 261 ; 6.204.823 ; 406 ; 12.523.230 ;;;;
119;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 47 ; 142.664 ; 247 ; 5.396.931 ; 294 ; 5.539.594 ; 509 ; 5.351.468 ; 7 ; 95.912 ; 516 ; 5.447.380 ; 810 ; 10.986.974 ;;;;
120;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;;;; 69 ; 5.484.517 ; 69 ; 5.484.517 ; 255 ; 5.486.108 ;;; 255 ; 5.486.108 ; 324 ; 10.970.626 ;;;;
121;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;;;; 273 ; 542.953 ; 604 ; 5.017.159 ; 877 ; 5.560.112 ; 423 ; 4.449.992 ; 4 ; 13.172 ; 427 ; 4.463.164 ; 1.304 ; 10.023.276 ;;;;
122;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 357 ; 1.211.805 ; 402 ; 3.585.695 ; 759 ; 4.797.500 ; 387 ; 3.746.670 ; 34 ; 1.386.846 ; 421 ; 5.133.515 ; 1.180 ; 9.931.016 ;;;;
123;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;;; 26 ; 604.705 ; 4 ; 12.233 ; 251 ; 4.197.004 ; 281 ; 4.813.942 ; 170 ; 4.772.014 ; 1 ; 6.953 ; 171 ; 4.778.967 ; 452 ; 9.592.908 ;;;;
124;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 26 ; 1.049.704 ; 64 ; 1.462.557 ; 168 ; 439.342 ; 1.191 ; 2.318.264 ; 1.449 ; 5.269.867 ; 233 ; 3.146.081 ; 18 ; 980.301 ; 251 ; 4.126.381 ; 1.700 ; 9.396.248 ;;;;
125;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 648 ; 4.278.475 ; 8 ; 27.580 ; 656 ; 4.306.054 ; 6 ; 29.777 ; 59 ; 4.280.692 ; 65 ; 4.310.468 ; 721 ; 8.616.523 ;;;;
126;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 5 ; 96.661 ; 248 ; 1.576.781 ; 313 ; 3.991.922 ; 566 ; 5.665.364 ; 114 ; 2.470.594 ;;; 114 ; 2.470.594 ; 680 ; 8.135.957 ;;;;
127;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 77.534 ; 33 ; 458.596 ; 50 ; 1.516.754 ; 397 ; 2.276.513 ; 481 ; 4.329.396 ; 104 ; 2.442.671 ; 22 ; 1.324.189 ; 126 ; 3.766.860 ; 607 ; 8.096.256 ;;;;
128;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 9 ; 39.899 ; 8 ; 184.380 ; 136 ; 697.774 ; 398 ; 3.669.998 ; 551 ; 4.592.051 ; 295 ; 3.275.503 ; 13 ; 120.285 ; 308 ; 3.395.788 ; 859 ; 7.987.839 ;;;;
129;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 2.947 ; 4 ; 13.952 ; 186 ; 128.732 ; 1.189 ; 2.174.689 ; 1.380 ; 2.320.321 ; 262 ; 3.798.682 ; 16 ; 1.747.000 ; 278 ; 5.545.682 ; 1.658 ; 7.866.002 ;;;;
130;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 11 ; 191.045 ; 18 ; 119.720 ; 35 ; 557.882 ; 377 ; 3.331.724 ; 441 ; 4.200.371 ; 203 ; 2.944.208 ; 18 ; 249.768 ; 221 ; 3.193.976 ; 662 ; 7.394.347 ;;;;
131;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 13 ; 543.711 ; 65 ; 436.805 ; 579 ; 3.024.500 ; 657 ; 4.005.016 ; 11 ; 3.378.040 ; 1 ; 783 ; 12 ; 3.378.823 ; 669 ; 7.383.839 ;;;;
132;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 260 ; 236.767 ; 1.716 ; 2.664.740 ; 1.976 ; 2.901.507 ; 53 ; 2.661.767 ; 5 ; 23.041 ; 58 ; 2.684.808 ; 2.034 ; 5.586.315 ;;;;
133;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S/A;;;;; 3 ; 2.756.575 ; 7 ; 1.876 ; 10 ; 2.758.452 ;;; 1 ; 2.755.739 ; 1 ; 2.755.739 ; 11 ; 5.514.190 ;;;;
134;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 144 ; 642.733 ; 228 ; 2.442.646 ; 372 ; 3.085.379 ; 331 ; 1.798.120 ; 2 ; 7.142 ; 333 ; 1.805.262 ; 705 ; 4.890.640 ;;;;
135;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 100 ; 277.042 ; 239 ; 2.330.157 ; 339 ; 2.607.199 ; 136 ; 2.108.840 ; 13 ; 68.468 ; 149 ; 2.177.308 ; 488 ; 4.784.507 ;;;;
136;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 7 ; 104.587 ; 55 ; 1.101.451 ; 13 ; 44.962 ; 101 ; 961.912 ; 176 ; 2.212.912 ; 108 ; 2.070.118 ; 16 ; 156.277 ; 124 ; 2.226.395 ; 300 ; 4.439.307 ;;;;
137;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 1.587 ; 406 ; 235.972 ; 1.866 ; 1.991.536 ; 2.273 ; 2.229.096 ; 73 ; 1.941.493 ; 11 ; 253.134 ; 84 ; 2.194.627 ; 2.357 ; 4.423.722 ;;;;
138;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.209 ; 384.475 ; 2.704 ; 2.154.907 ; 3.913 ; 2.539.382 ; 64 ; 1.780.370 ;;; 64 ; 1.780.370 ; 3.977 ; 4.319.753 ;;;;
139;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 126 ; 273.019 ; 230 ; 2.093.618 ; 356 ; 2.366.636 ; 211 ; 1.781.588 ;;; 211 ; 1.781.588 ; 567 ; 4.148.224 ;;;;
140;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 10 ; 1.534.426 ;;; 11 ; 242.217 ; 78 ; 295.163 ; 99 ; 2.071.805 ; 8 ; 111.005 ; 10 ; 1.712.316 ; 18 ; 1.823.321 ; 117 ; 3.895.126 ;;;;
141;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;;;;; 1 ; 1.788.511 ; 1 ; 3.550 ; 2 ; 1.792.060 ; 2 ; 15.510 ; 1 ; 1.768.941 ; 3 ; 1.784.451 ; 5 ; 3.576.511 ;;;;
142;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 15 ; 84.318 ; 3 ; 6.858 ; 95 ; 806.654 ; 493 ; 1.117.692 ; 606 ; 2.015.522 ; 89 ; 826.972 ; 18 ; 617.726 ; 107 ; 1.444.697 ; 713 ; 3.460.219 ;;;;
143;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 21 ; 22.869 ; 213 ; 1.523.964 ; 234 ; 1.546.834 ; 191 ; 1.518.858 ; 3 ; 4.469 ; 194 ; 1.523.327 ; 428 ; 3.070.161 ;;;;
144;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 137 ; 403.834 ; 279 ; 1.442.649 ; 416 ; 1.846.483 ; 87 ; 1.052.809 ;;; 87 ; 1.052.809 ; 503 ; 2.899.292 ;;;;
145;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 15 ; 447.991 ; 3 ; 43.681 ; 83 ; 1.001.382 ; 101 ; 1.493.055 ; 79 ; 1.375.967 ; 2 ; 24.524 ; 81 ; 1.400.490 ; 182 ; 2.893.545 ;;;;
146;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 2 ; 10.738 ; 10 ; 47.919 ; 228 ; 1.400.423 ; 240 ; 1.459.080 ; 188 ; 1.364.216 ; 2 ; 882 ; 190 ; 1.365.097 ; 430 ; 2.824.178 ;;;;
147;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 1 ; 56.186 ; 3 ; 3.661 ; 89 ; 1.326.286 ; 93 ; 1.386.134 ; 149 ; 1.379.517 ; 1 ; 698 ; 150 ; 1.380.215 ; 243 ; 2.766.349 ;;;;
148;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 149 ; 494.490 ; 197 ; 1.269.519 ; 346 ; 1.764.009 ; 115 ; 790.976 ;;; 115 ; 790.976 ; 461 ; 2.554.985 ;;;;
149;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 116 ; 455.569 ; 180 ; 1.190.472 ; 296 ; 1.646.041 ; 79 ; 729.199 ; 1 ; 197 ; 80 ; 729.397 ; 376 ; 2.375.437 ;;;;
150;14.388.334;PARANÁ BANCO S.A.;;; 2 ; 262.813 ;;; 8 ; 43.089 ; 10 ; 305.902 ; 2 ; 1.150.000 ; 1 ; 900.000 ; 3 ; 2.050.000 ; 13 ; 2.355.902 ;;;;
151;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 16 ; 11.042 ; 755 ; 1.116.876 ; 771 ; 1.127.918 ; 121 ; 1.070.419 ;;; 121 ; 1.070.419 ; 892 ; 2.198.337 ;;;;
152;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 2 ; 12.571 ; 365 ; 194.728 ; 907 ; 873.342 ; 1.274 ; 1.080.641 ; 78 ; 675.853 ;;; 78 ; 675.853 ; 1.352 ; 1.756.494 ;;;;
153;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 96 ; 56.308 ; 405 ; 821.455 ; 501 ; 877.763 ; 67 ; 775.963 ;;; 67 ; 775.963 ; 568 ; 1.653.726 ;;;;
