Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Out/2020;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
74;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 79 ; 141.365.250 ; 18 ; 7.565.926 ; 43 ; 98.692.715 ; 251 ; 88.410.570 ; 391 ; 336.034.461 ; 19 ; 15.764.548 ; 153 ; 158.479.093 ; 172 ; 174.243.641 ; 563 ; 510.278.102 ;
75;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;; 5 ; 150.111.185 ; 5 ; 150.111.185 ;;; 5 ; 356.096.775 ; 5 ; 356.096.775 ; 10 ; 506.207.960 ;
76;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 188 ; 140.541.849 ; 215 ; 19.485.239 ; 146 ; 50.754.550 ; 251 ; 25.036.030 ; 800 ; 235.817.668 ; 132 ; 59.371.301 ; 175 ; 206.014.805 ; 307 ; 265.386.106 ; 1.107 ; 501.203.775 ;
77;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 15 ; 429.461 ; 504 ; 109.254.989 ; 801 ; 87.002.194 ; 1.474 ; 89.782.493 ; 2.794 ; 286.469.138 ; 492 ; 136.178.523 ; 99 ; 24.614.532 ; 591 ; 160.793.055 ; 3.385 ; 447.262.193 ;
78;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 421 ; 11.268.358 ; 2.241 ; 28.826.721 ; 12.433 ; 91.220.390 ; 19.338 ; 163.659.224 ; 34.433 ; 294.974.693 ; 3.887 ; 118.096.992 ; 751 ; 28.334.200 ; 4.638 ; 146.431.192 ; 39.071 ; 441.405.884 ;
79;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 323 ; 9.297.625 ; 6.528 ; 169.544.862 ; 1.642 ; 18.332.849 ; 4.869 ; 36.515.884 ; 13.362 ; 233.691.219 ; 4.489 ; 184.533.163 ; 262 ; 6.125.982 ; 4.751 ; 190.659.145 ; 18.113 ; 424.350.364 ;
80;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 245 ; 4.391.060 ; 4.934 ; 127.962.534 ; 2.457 ; 31.281.150 ; 5.705 ; 55.512.721 ; 13.341 ; 219.147.465 ; 7.444 ; 171.457.428 ; 1.415 ; 23.672.537 ; 8.859 ; 195.129.964 ; 22.200 ; 414.277.430 ;
81;60.889.128;BANCO SOFISA S.A.; 873 ; 171.871.562 ; 525 ; 31.730.953 ; 119 ; 10.914.351 ; 531 ; 13.844.635 ; 2.048 ; 228.361.502 ; 44 ; 42.834.827 ; 70 ; 137.265.746 ; 114 ; 180.100.574 ; 2.162 ; 408.462.075 ;
82;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 121 ; 10.651.917 ; 112 ; 2.389.261 ; 34 ; 3.832.349 ; 118 ; 76.445.684 ; 385 ; 93.319.210 ; 25 ; 179.750.000 ; 19 ; 112.750.000 ; 44 ; 292.500.000 ; 429 ; 385.819.210 ;
83;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 950 ; 58.790.099 ; 3.431 ; 94.715.240 ; 4.756 ; 32.366.957 ; 7.291 ; 42.652.133 ; 16.428 ; 228.524.428 ; 4.204 ; 96.932.353 ; 1.274 ; 50.799.126 ; 5.478 ; 147.731.479 ; 21.906 ; 376.255.907 ;
84;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 18 ; 27.966.852 ; 45 ; 14.276.037 ; 63 ; 19.588.662 ; 403 ; 21.759.269 ; 529 ; 83.590.820 ; 37 ; 162.847.389 ; 35 ; 127.831.404 ; 72 ; 290.678.793 ; 601 ; 374.269.613 ;
85;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 432 ; 8.754.961 ; 4.540 ; 94.327.031 ; 3.359 ; 45.278.090 ; 6.871 ; 63.175.316 ; 15.202 ; 211.535.397 ; 4.841 ; 130.286.739 ; 984 ; 26.789.311 ; 5.825 ; 157.076.050 ; 21.027 ; 368.611.447 ;
86;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 8.926 ; 69.943.817 ; 18.950 ; 163.134.946 ; 27.876 ; 233.078.763 ; 9.059 ; 110.779.372 ; 1.959 ; 23.758.347 ; 11.018 ; 134.537.719 ; 38.894 ; 367.616.482 ;
87;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 18 ; 378.233 ; 85 ; 965.428 ; 3.745 ; 18.829.576 ; 4.901 ; 31.642.903 ; 8.749 ; 51.816.141 ; 4.401 ; 143.674.300 ; 1.204 ; 130.518.805 ; 5.605 ; 274.193.105 ; 14.354 ; 326.009.246 ;
88;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 445 ; 7.777.606 ; 3.391 ; 74.482.339 ; 5.342 ; 24.261.778 ; 10.419 ; 42.375.528 ; 19.597 ; 148.897.250 ; 5.936 ; 103.598.862 ; 920 ; 18.823.861 ; 6.856 ; 122.422.723 ; 26.453 ; 271.319.974 ;
89;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 1.172 ; 28.122.701 ; 4.411 ; 85.513.306 ; 5.583 ; 113.636.007 ; 4.172 ; 86.044.242 ; 1.156 ; 28.617.034 ; 5.328 ; 114.661.277 ; 10.911 ; 228.297.283 ;
90;33.042.953;CITIBANK N.A.;;;;; 12 ; 341.958 ; 99 ; 6.856.092 ; 111 ; 7.198.050 ;;; 2 ; 208.731.501 ; 2 ; 208.731.501 ; 113 ; 215.929.551 ;
91;00.416.968;BANCO INTER S.A.; 131 ; 1.377.479 ; 203 ; 2.967.030 ; 32.326 ; 48.332.751 ; 5.682 ; 60.427.615 ; 38.342 ; 113.104.875 ; 1.167 ; 44.988.250 ; 1.262 ; 32.985.299 ; 2.429 ; 77.973.549 ; 40.771 ; 191.078.424 ;
92;61.024.352;BANCO INDUSVAL S.A.; 370 ; 54.577.368 ; 350 ; 22.206.556 ; 200 ; 14.839.057 ; 536 ; 22.634.447 ; 1.456 ; 114.257.428 ; 85 ; 23.716.455 ; 65 ; 45.455.107 ; 150 ; 69.171.562 ; 1.606 ; 183.428.990 ;
93;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 2.542 ; 64.420.709 ; 825 ; 27.663.597 ; 543 ; 6.381.846 ; 760 ; 7.987.503 ; 4.670 ; 106.453.654 ; 58 ; 12.490.627 ; 253 ; 47.082.946 ; 311 ; 59.573.573 ; 4.981 ; 166.027.227 ;
94;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 21 ; 315.912 ; 873 ; 28.868.265 ; 1.285 ; 3.113.790 ; 2.038 ; 8.509.347 ; 4.217 ; 40.807.314 ; 1.731 ; 78.599.174 ; 535 ; 44.688.237 ; 2.266 ; 123.287.411 ; 6.483 ; 164.094.725 ;
95;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 11 ; 388.913 ; 387 ; 45.944.137 ; 1.716 ; 37.418.567 ; 2.114 ; 83.751.616 ; 73 ; 34.978.997 ; 44 ; 43.522.814 ; 117 ; 78.501.811 ; 2.231 ; 162.253.427 ;
96;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 196 ; 3.281.806 ; 1.293 ; 29.653.044 ; 1.989 ; 21.209.032 ; 3.806 ; 32.427.785 ; 7.284 ; 86.571.668 ; 3.756 ; 55.028.257 ; 866 ; 17.520.218 ; 4.622 ; 72.548.475 ; 11.906 ; 159.120.142 ;
97;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 213 ; 12.808.717 ; 308 ; 6.878.778 ; 200 ; 15.917.187 ; 197 ; 71.622.122 ; 918 ; 107.226.803 ; 25 ; 49.169.200 ;;; 25 ; 49.169.200 ; 943 ; 156.396.003 ;
98;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.783 ; 15.017.430 ; 1.844 ; 25.318.399 ; 3.627 ; 40.335.829 ; 1.506 ; 58.935.631 ; 600 ; 48.668.938 ; 2.106 ; 107.604.569 ; 5.733 ; 147.940.398 ;
99;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 56 ; 1.375.111 ; 1.258 ; 51.068.008 ; 719 ; 10.117.589 ; 1.617 ; 12.154.820 ; 3.650 ; 74.715.528 ; 2.084 ; 62.323.115 ; 570 ; 10.713.139 ; 2.654 ; 73.036.254 ; 6.304 ; 147.751.782 ;
100;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 7.891 ; 2.965.885 ; 4.527 ; 4.044.441 ; 12.418 ; 7.010.326 ; 521 ; 70.717.321 ; 429 ; 69.678.798 ; 950 ; 140.396.119 ; 13.368 ; 147.406.445 ;
101;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 37 ; 585.748 ; 693 ; 9.703.988 ; 730 ; 14.926.541 ; 3.053 ; 25.636.825 ; 4.513 ; 50.853.102 ; 3.739 ; 55.586.074 ; 702 ; 35.816.651 ; 4.441 ; 91.402.725 ; 8.954 ; 142.255.827 ;
102;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 238 ; 3.862.060 ; 664 ; 9.452.896 ; 3.126 ; 18.601.348 ; 7.318 ; 51.792.100 ; 11.346 ; 83.708.405 ; 5.683 ; 46.491.849 ; 576 ; 7.941.800 ; 6.259 ; 54.433.648 ; 17.605 ; 138.142.053 ;
103;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 2 ; 76.408 ; 581 ; 11.383.769 ; 910 ; 5.237.685 ; 920 ; 17.629.350 ; 2.413 ; 34.327.212 ; 1.947 ; 56.681.700 ; 522 ; 32.979.253 ; 2.469 ; 89.660.954 ; 4.882 ; 123.988.166 ;
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 20 ; 379.341 ; 427 ; 10.702.523 ; 6.124 ; 15.034.129 ; 7.468 ; 31.294.166 ; 14.039 ; 57.410.159 ; 3.587 ; 46.032.968 ; 867 ; 19.442.246 ; 4.454 ; 65.475.214 ; 18.493 ; 122.885.373 ;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 52 ; 610.804 ; 1.526 ; 33.291.457 ; 780 ; 10.254.300 ; 2.060 ; 13.981.207 ; 4.418 ; 58.137.769 ; 1.337 ; 48.306.049 ; 291 ; 11.894.339 ; 1.628 ; 60.200.388 ; 6.046 ; 118.338.157 ;
106;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 440 ; 20.792.496 ; 29 ; 2.091.444 ; 222 ; 32.100.945 ; 585 ; 2.582.771 ; 1.276 ; 57.567.656 ; 32 ; 2.546.765 ; 179 ; 51.224.012 ; 211 ; 53.770.778 ; 1.487 ; 111.338.434 ;
107;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 81 ; 1.519.970 ; 213 ; 5.549.448 ; 1.788 ; 8.700.209 ; 3.407 ; 44.454.767 ; 5.489 ; 60.224.393 ; 1.650 ; 43.774.941 ; 228 ; 3.683.809 ; 1.878 ; 47.458.751 ; 7.367 ; 107.683.144 ;
108;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 12 ; 84.004 ; 323 ; 5.937.168 ; 865 ; 2.332.313 ; 3.612 ; 40.989.346 ; 4.812 ; 49.342.832 ; 3.913 ; 45.948.619 ; 125 ; 1.450.144 ; 4.038 ; 47.398.762 ; 8.850 ; 96.741.594 ;
109;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 3 ; 39.296 ; 9 ; 288.951 ; 1.339 ; 5.871.254 ; 2.353 ; 12.696.368 ; 3.704 ; 18.895.869 ; 2.163 ; 41.216.717 ; 642 ; 34.163.563 ; 2.805 ; 75.380.280 ; 6.509 ; 94.276.149 ;
110;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 70 ; 3.178.985 ; 1.346 ; 36.748.102 ; 128 ; 2.241.710 ; 518 ; 3.111.555 ; 2.062 ; 45.280.352 ; 1.162 ; 40.347.042 ; 203 ; 5.907.218 ; 1.365 ; 46.254.260 ; 3.427 ; 91.534.612 ;
111;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 153 ; 2.553.468 ; 625 ; 10.848.947 ; 2.802 ; 19.109.043 ; 3.364 ; 20.209.371 ; 6.944 ; 52.720.829 ; 2.344 ; 22.278.516 ; 1.118 ; 13.017.099 ; 3.462 ; 35.295.615 ; 10.406 ; 88.016.444 ;
112;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 10 ; 10.654 ; 10 ; 10.654 ; 58 ; 43.095.010 ; 84 ; 43.024.295 ; 142 ; 86.119.305 ; 152 ; 86.129.959 ;
113;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 63 ; 1.317.338 ; 325 ; 6.671.464 ; 1.526 ; 20.063.170 ; 1.655 ; 22.087.863 ; 3.569 ; 50.139.835 ; 861 ; 18.816.414 ; 379 ; 11.431.058 ; 1.240 ; 30.247.473 ; 4.809 ; 80.387.307 ;
114;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 2.804 ; 11.756.941 ; 4.095 ; 33.070.336 ; 6.899 ; 44.827.277 ; 3.323 ; 26.275.335 ; 542 ; 5.847.690 ; 3.865 ; 32.123.025 ; 10.764 ; 76.950.301 ;
115;04.902.979;BANCO DA AMAZONIA S.A.; 319 ; 17.569.877 ; 110 ; 6.492.406 ; 106 ; 2.393.233 ; 618 ; 9.250.823 ; 1.153 ; 35.706.340 ; 34 ; 12.913.830 ; 68 ; 12.372.286 ; 102 ; 25.286.116 ; 1.255 ; 60.992.456 ;
116;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 107 ; 3.968.662 ; 397 ; 6.466.326 ; 458 ; 5.425.843 ; 2.467 ; 10.193.720 ; 3.429 ; 26.054.552 ; 1.965 ; 17.829.870 ; 938 ; 10.605.503 ; 2.903 ; 28.435.374 ; 6.332 ; 54.489.925 ;
117;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 152 ; 1.060.227 ; 252 ; 3.407.654 ; 2.126 ; 20.788.004 ; 1.949 ; 6.723.977 ; 4.479 ; 31.979.862 ; 313 ; 3.077.020 ; 412 ; 14.793.794 ; 725 ; 17.870.815 ; 5.204 ; 49.850.676 ;
118;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 34 ; 228.982 ; 100 ; 1.216.597 ; 2.990 ; 10.086.532 ; 3.709 ; 11.757.669 ; 6.833 ; 23.289.781 ; 974 ; 14.491.442 ; 542 ; 11.767.234 ; 1.516 ; 26.258.675 ; 8.349 ; 49.548.456 ;
119;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 40 ; 505.627 ; 582 ; 14.108.244 ; 374 ; 4.339.114 ; 316 ; 3.759.457 ; 1.312 ; 22.712.441 ; 652 ; 18.069.323 ; 336 ; 5.100.673 ; 988 ; 23.169.996 ; 2.300 ; 45.882.437 ;
120;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 4 ; 55.457 ; 184 ; 3.824.380 ; 866 ; 5.957.194 ; 2.196 ; 15.054.734 ; 3.250 ; 24.891.765 ; 1.295 ; 16.065.498 ; 69 ; 3.316.254 ; 1.364 ; 19.381.752 ; 4.614 ; 44.273.517 ;
121;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 5 ; 25.181 ; 92 ; 1.884.846 ; 2.389 ; 14.603.059 ; 2.942 ; 17.450.821 ; 5.428 ; 33.963.907 ; 1.625 ; 7.239.769 ; 142 ; 2.788.112 ; 1.767 ; 10.027.881 ; 7.195 ; 43.991.788 ;
122;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 32 ; 292.242 ; 217 ; 4.766.384 ; 482 ; 10.283.077 ; 720 ; 9.070.344 ; 1.451 ; 24.412.048 ; 820 ; 10.589.403 ; 301 ; 7.305.581 ; 1.121 ; 17.894.984 ; 2.572 ; 42.307.032 ;
123;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 190 ; 715.703 ; 562 ; 6.544.659 ; 1.648 ; 5.510.643 ; 2.695 ; 11.279.482 ; 5.095 ; 24.050.487 ; 1.542 ; 14.446.251 ; 426 ; 2.881.542 ; 1.968 ; 17.327.793 ; 7.063 ; 41.378.280 ;
124;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 17 ; 311.020 ; 499 ; 12.434.757 ; 166 ; 3.542.425 ; 276 ; 3.328.974 ; 958 ; 19.617.176 ; 449 ; 14.399.310 ; 126 ; 2.489.111 ; 575 ; 16.888.420 ; 1.533 ; 36.505.597 ;
125;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 15 ; 31.945 ; 23 ; 390.705 ; 1.144 ; 3.924.628 ; 2.774 ; 15.008.243 ; 3.956 ; 19.355.522 ; 1.605 ; 12.225.572 ; 211 ; 1.172.615 ; 1.816 ; 13.398.188 ; 5.772 ; 32.753.709 ;
126;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 31 ; 408.792 ; 285 ; 4.221.583 ; 634 ; 5.551.043 ; 1.433 ; 6.664.461 ; 2.383 ; 16.845.879 ; 1.250 ; 9.312.786 ; 243 ; 4.378.435 ; 1.493 ; 13.691.222 ; 3.876 ; 30.537.100 ;
127;33.042.151;BANCO DE LA NACION ARGENTINA; 11 ; 4.388.526 ; 10 ; 1.547.015 ; 4.045 ; 6.227.228 ; 160 ; 554.850 ; 4.226 ; 12.717.619 ; 8 ; 1.428.855 ; 37 ; 9.470.064 ; 45 ; 10.898.919 ; 4.271 ; 23.616.538 ;
128;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 276 ; 6.766.754 ; 122 ; 1.870.719 ; 87 ; 1.409.241 ; 195 ; 1.728.523 ; 680 ; 11.775.237 ; 237 ; 3.531.193 ; 336 ; 8.141.197 ; 573 ; 11.672.389 ; 1.253 ; 23.447.626 ;
129;61.033.106;BANCO CREFISA S.A.;;;;; 66 ; 1.147.243 ; 77 ; 10.631.819 ; 143 ; 11.779.062 ; 14 ; 10.216.537 ; 4 ; 720.000 ; 18 ; 10.936.537 ; 161 ; 22.715.599 ;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 7 ; 84.271 ; 574 ; 1.141.098 ; 1.126 ; 9.573.436 ; 1.707 ; 10.798.805 ; 2.214 ; 8.648.297 ; 22 ; 216.047 ; 2.236 ; 8.864.344 ; 3.943 ; 19.663.149 ;
131;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 9.850 ; 47 ; 624.169 ; 681 ; 2.424.845 ; 882 ; 5.705.937 ; 1.611 ; 8.764.801 ; 480 ; 7.337.630 ; 189 ; 3.417.660 ; 669 ; 10.755.290 ; 2.280 ; 19.520.091 ;
132;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 37 ; 668.448 ; 214 ; 3.150.411 ; 1.235 ; 6.416.614 ; 1.486 ; 10.235.473 ; 1.108 ; 6.546.963 ; 164 ; 2.612.235 ; 1.272 ; 9.159.199 ; 2.758 ; 19.394.672 ;
133;00.795.423;BANCO SEMEAR S.A.; 1 ; 48.922 ; 99 ; 6.120.761 ; 6 ; 1.155.163 ; 8 ; 625.228 ; 114 ; 7.950.073 ; 76 ; 7.751.630 ; 14 ; 2.206.617 ; 90 ; 9.958.246 ; 204 ; 17.908.320 ;
134;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 28 ; 351.462 ; 97 ; 1.617.483 ; 549 ; 1.632.205 ; 1.487 ; 5.503.511 ; 2.161 ; 9.104.661 ; 1.335 ; 6.767.260 ; 234 ; 1.680.109 ; 1.569 ; 8.447.368 ; 3.730 ; 17.552.029 ;
135;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 1 ; 6.650 ; 337 ; 1.642.922 ; 1.573 ; 7.803.719 ; 1.911 ; 9.453.291 ; 1.485 ; 6.798.875 ; 36 ; 666.168 ; 1.521 ; 7.465.043 ; 3.432 ; 16.918.334 ;
136;16.789.470;TURISCAM CORRETORA DE CAMBIO LTDA;;; 39 ; 505.367 ; 254 ; 2.108.351 ; 767 ; 3.536.415 ; 1.060 ; 6.150.133 ; 899 ; 6.276.172 ; 188 ; 4.366.071 ; 1.087 ; 10.642.243 ; 2.147 ; 16.792.375 ;
137;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 33 ; 672.401 ; 16 ; 547.776 ; 3.338 ; 1.881.678 ; 4.960 ; 5.602.046 ; 8.347 ; 8.703.901 ; 549 ; 5.288.262 ; 103 ; 1.927.466 ; 652 ; 7.215.728 ; 8.999 ; 15.919.630 ;
138;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 20 ; 472.056 ; 926 ; 4.757.554 ; 1.416 ; 5.306.205 ; 2.362 ; 10.535.815 ; 552 ; 3.133.091 ; 202 ; 2.125.978 ; 754 ; 5.259.069 ; 3.116 ; 15.794.883 ;
139;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 2 ; 7.571 ; 161 ; 4.160.002 ; 93 ; 1.965.205 ; 189 ; 1.620.822 ; 445 ; 7.753.600 ; 277 ; 5.756.690 ; 75 ; 1.974.118 ; 352 ; 7.730.808 ; 797 ; 15.484.408 ;
140;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 1.022 ; 3.039.591 ; 1.267 ; 5.756.625 ; 2.289 ; 8.796.216 ; 340 ; 2.965.782 ; 29 ; 270.290 ; 369 ; 3.236.072 ; 2.658 ; 12.032.288 ;
141;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 1.848 ; 4.259.809 ; 1.570 ; 5.239.808 ; 3.418 ; 9.499.617 ; 307 ; 1.527.242 ; 43 ; 554.896 ; 350 ; 2.082.139 ; 3.768 ; 11.581.756 ;
142;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 992 ; 5.103.181 ; 839 ; 3.504.085 ; 1.831 ; 8.607.266 ; 25 ; 51.843 ; 113 ; 2.023.301 ; 138 ; 2.075.144 ; 1.969 ; 10.682.411 ;
143;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 2.385 ; 2.477.220 ; 2.399 ; 5.117.994 ; 4.784 ; 7.595.214 ; 195 ; 2.577.252 ; 24 ; 175.229 ; 219 ; 2.752.481 ; 5.003 ; 10.347.695 ;
144;58.497.702;BANCO SMARTBANK S.A.;;;;; 7 ; 2.184.367 ; 82 ; 2.122.425 ; 89 ; 4.306.792 ; 20 ; 1.974.000 ; 3 ; 2.114.773 ; 23 ; 4.088.773 ; 112 ; 8.395.565 ;
145;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; 1 ; 6.697 ; 11 ; 127.880 ; 381 ; 1.082.776 ; 593 ; 2.870.254 ; 986 ; 4.087.607 ; 453 ; 2.779.698 ; 166 ; 881.522 ; 619 ; 3.661.220 ; 1.605 ; 7.748.827 ;
146;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 484 ; 1.823.254 ; 819 ; 2.934.004 ; 1.303 ; 4.757.258 ; 304 ; 1.139.721 ; 20 ; 164.790 ; 324 ; 1.304.510 ; 1.627 ; 6.061.768 ;
147;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 729 ; 929.045 ; 1.065 ; 1.740.263 ; 1.794 ; 2.669.309 ; 419 ; 1.820.330 ; 55 ; 856.326 ; 474 ; 2.676.656 ; 2.268 ; 5.345.965 ;
148;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 13 ; 94.801 ; 80 ; 170.240 ; 688 ; 2.165.964 ; 781 ; 2.431.005 ; 315 ; 2.172.641 ; 26 ; 176.789 ; 341 ; 2.349.431 ; 1.122 ; 4.780.436 ;
149;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 186 ; 333.781 ; 654 ; 2.061.107 ; 840 ; 2.394.887 ; 485 ; 1.760.334 ; 17 ; 52.493 ; 502 ; 1.812.827 ; 1.342 ; 4.207.714 ;
150;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 11.273 ; 864 ; 726.863 ; 1.078 ; 1.653.487 ; 1.944 ; 2.391.622 ; 235 ; 1.260.151 ; 28 ; 336.547 ; 263 ; 1.596.697 ; 2.207 ; 3.988.320 ;
151;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 549 ; 511.689 ; 903 ; 1.688.845 ; 1.452 ; 2.200.534 ; 198 ; 1.238.969 ; 1 ; 5.000 ; 199 ; 1.243.969 ; 1.651 ; 3.444.503 ;
152;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 70 ; 82.896 ; 756 ; 1.049.334 ; 826 ; 1.132.229 ; 106 ; 1.014.144 ; 8 ; 44.386 ; 114 ; 1.058.530 ; 940 ; 2.190.759 ;
153;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 328 ; 359 ; 286.756 ; 416 ; 872.267 ; 776 ; 1.159.351 ; 64 ; 624.100 ; 4 ; 44.929 ; 68 ; 669.028 ; 844 ; 1.828.379 ;
154;00.806.535;PLANNER CORRETORA DE VALORES S.A.;;;;;;; 5 ; 662.000 ; 5 ; 662.000 ; 9 ; 662.000 ;;; 9 ; 662.000 ; 14 ; 1.324.000 ;
155;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 18 ; 30.767 ; 207 ; 478.241 ; 225 ; 509.009 ; 104 ; 429.212 ;;; 104 ; 429.212 ; 329 ; 938.221 ;
156;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 46 ; 403.653 ; 46 ; 403.653 ;;;;; -   ; -   ; 46 ; 403.653 ;
157;09.274.232;STATE STREET BRASIL S.A. – BANCO COMERCIAL;;;;; 5 ; 28.922 ; 18 ; 136.459 ; 23 ; 165.381 ; 2 ; 160.000 ;;; 2 ; 160.000 ; 25 ; 325.381 ;
