Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas em Agosto/2024.;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
45;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 114 ; 55.624.915 ; 111 ; 11.211.836 ; 7.559 ; 103.937.587 ; 2.138 ; 100.257.005 ; 9.922 ; 271.031.343 ; 148 ; 105.343.579 ; 167 ; 165.557.872 ; 315 ; 270.901.451 ; 10.237 ; 541.932.794 ;
46;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; 6 ; 87.720.724 ; -   ; -   ; 32 ; 34.151.609 ; 91 ; 50.656.975 ; 129 ; 172.529.308 ; 5 ; 113.286.851 ; 8 ; 193.273.625 ; 13 ; 306.560.476 ; 142 ; 479.089.784 ;
47;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL; 160 ; 30.906.281 ; 673 ; 69.665.488 ; 304 ; 37.507.823 ; 427 ; 83.731.359 ; 1.564 ; 221.810.951 ; 54 ; 124.410.853 ; 54 ; 103.566.270 ; 108 ; 227.977.123 ; 1.672 ; 449.788.074 ;
48;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 61 ; 10.691.950 ; 91 ; 7.448.219 ; 4.099 ; 188.276.730 ; 300 ; 18.960.927 ; 4.551 ; 225.377.826 ; 120 ; 22.995.804 ; 235 ; 195.558.505 ; 355 ; 218.554.309 ; 4.906 ; 443.932.135 ;
49;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 1.069 ; 64.724.975 ; 1.363 ; 63.317.644 ; 953 ; 117.159.040 ; 472 ; 23.713.536 ; 3.857 ; 268.915.195 ; 26 ; 36.429.510 ; 22 ; 123.320.932 ; 48 ; 159.750.442 ; 3.905 ; 428.665.637 ;
50;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 15 ; 43.848.139 ; -   ; -   ; 7 ; 3.647.610 ; 55 ; 64.539.995 ; 77 ; 112.035.744 ; 8 ; 139.018.761 ; 9 ; 147.104.350 ; 17 ; 286.123.111 ; 94 ; 398.158.855 ;
51;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 14 ; 604.698 ; 31 ; 4.766.047 ; 289 ; 65.416.972 ; 595 ; 168.614.929 ; 929 ; 239.402.646 ; 47 ; 128.515.405 ; 5 ; 20.183.053 ; 52 ; 148.698.458 ; 981 ; 388.101.104 ;
52;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 601 ; 150.265.962 ; 812 ; 52.215.785 ; 362 ; 12.765.731 ; 441 ; 16.526.011 ; 2.216 ; 231.773.489 ; 27 ; 26.666.539 ; 55 ; 124.564.267 ; 82 ; 151.230.806 ; 2.298 ; 383.004.295 ;
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 246 ; 11.081.395 ; 2.749 ; 41.126.301 ; 1.881 ; 56.261.889 ; 3.516 ; 80.946.670 ; 8.392 ; 189.416.255 ; 449 ; 117.361.913 ; 153 ; 62.776.824 ; 602 ; 180.138.737 ; 8.994 ; 369.554.992 ;
54;10.690.848;BANCO DA CHINA BRASIL S.A.;BCO DA CHINA BRASIL S.A. - PRUDENCIAL; 26 ; 4.867.006 ; 16 ; 4.168.127 ; 121 ; 11.002.379 ; 76 ; 10.998.418 ; 239 ; 31.035.930 ; 75 ; 162.346.275 ; 82 ; 163.070.212 ; 157 ; 325.416.487 ; 396 ; 356.452.417 ;
