Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Jun/2020;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
27;78.632.767;BANCO OURINVEST S.A.;1.666;168.038.479;9.113;607.350.269;9.617;587.298.452;9.357;546.902.735;29.753;1.909.589.936;6.494;1.562.966.720;22.742;1.204.476.682;29.236;2.767.443.402;58.989;4.677.033.337
28;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;82;254.826.554;92;231.807.087;107;1.542.572.498;636;617.660.692;917;2.646.866.831;49;497.627.704;103;1.476.955.285;152;1.974.582.989;1.069;4.621.449.820
29;62.232.889;BANCO DAYCOVAL S.A.;3.205;426.729.542;3.235;240.376.294;17.436;823.752.583;8.830;273.417.064;32.706;1.764.275.483;1.803;804.840.984;3.650;1.721.101.326;5.453;2.525.942.310;38.159;4.290.217.793
30;58.616.418;BANCO FIBRA S.A.;395;288.717.858;3.677;619.237.194;357;896.306.126;1.060;861.915.312;5.489;2.666.176.490;247;874.198.985;190;616.725.507;437;1.490.924.492;5.926;4.157.100.982
31;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;2.426;312.954.762;7.577;263.755.711;8.157;439.259.214;15.181;854.497.416;33.341;1.870.467.103;6.267;1.264.352.887;25.661;897.894.509;31.928;2.162.247.396;65.269;4.032.714.499
32;19.307.785;MS BANK S.A. BANCO DE CÂMBIO;435;24.641.621;3.099;130.508.684;1.423;833.351.865;523.491;647.128.051;528.448;1.635.630.221;1.503;1.136.278.458;1.835;1.218.689.871;3.338;2.354.968.329;531.786;3.990.598.551
33;61.088.183;BANCO MIZUHO DO BRASIL S.A.;349;398.444.106;983;185.795.669;510;553.107.109;861;215.423.736;2.703;1.352.770.620;432;701.830.815;483;1.380.581.693;915;2.082.412.508;3.618;3.435.183.129
34;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;123;252.192.983;;;140;63.523.382;1;61.095;264;315.777.461;34;814.657.161;80;2.040.190.099;114;2.854.847.259;378;3.170.624.720
35;13.059.145;BEXS BANCO DE CÂMBIO S/A;84;328.402.420;75;2.991.244;96.339;305.121.954;111.434;1.051.182.064;207.932;1.687.697.682;606;861.419.088;282;452.883.833;888;1.314.302.921;208.820;3.002.000.603
36;7.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;348;403.075.418;1.153;136.392.287;90;435.768.646;1.106;642.938.076;2.697;1.618.174.427;172;636.589.468;172;658.522.572;344;1.295.112.040;3.041;2.913.286.467
37;10.690.848;BANCO DA CHINA BRASIL S.A.;125;314.311.989;152;151.909.170;152;1.035.523.250;309;377.999.044;738;1.879.743.453;133;85.851.419;246;905.846.243;379;991.697.662;1.117;2.871.441.115
38;62.144.175;BANCO PINE S.A.;93;69.968.396;970;111.118.218;45;27.557.286;190;53.188.279;1.298;261.832.178;308;1.097.749.097;612;1.022.436.320;920;2.120.185.417;2.218;2.382.017.595
39;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;;155;338.456.005;116;836.876.997;271;1.175.333.002;33;790.747.325;40;293.091.990;73;1.083.839.315;344;2.259.172.317
40;00.360.305;CAIXA ECONOMICA FEDERAL;611;167.959.964;292;46.265.344;52.275;394.580.311;4.487;334.121.897;57.665;942.927.517;1.125;576.120.675;1.140;644.950.448;2.265;1.221.071.123;59.930;2.163.998.640
41;71.027.866;BANCO BS2 S.A.;1.042;227.231.837;3.654;194.893.355;18.640;461.377.989;39.586;315.834.274;62.922;1.199.337.455;667;368.898.442;4.998;539.657.321;5.665;908.555.763;68.587;2.107.893.218
42;7.656.500;BANCO KDB DO BRASIL S.A.;;;1;5.068.046;821;338.051.801;2.086;718.389.120;2.908;1.061.508.967;244;667.070.988;122;232.100.000;366;899.170.988;3.274;1.960.679.954
43;30.723.886;BANCO MODAL S.A.;104;103.179.899;452;36.463.374;894;670.789.181;659;500.997.760;2.109;1.311.430.214;49;152.573.678;62;390.301.497;111;542.875.175;2.220;1.854.305.389
44;33.923.798;BANCO MÁXIMA S.A.;805;308.955.963;1.451;127.190.525;28.051;340.248.421;146.234;396.080.468;176.541;1.172.475.376;339;216.068.447;349;340.449.188;688;556.517.635;177.229;1.728.993.012
45;00.997.185;BANCO B3 S.A.;;;;;1.045;470.924.444;886;618.417.474;1.931;1.089.341.918;415;358.384.006;178;210.872.415;593;569.256.421;2.524;1.658.598.339
46;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;78;124.343.547;466;102.015.462;86;63.113.725;257;54.661.565;887;344.134.299;170;422.555.719;169;460.233.926;339;882.789.645;1.226;1.226.923.944
47;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;1.103;18.842.200;3.300;81.493.743;52.729;163.451.695;14.681;163.855.613;71.813;427.643.251;5.360;398.039.366;2.053;334.979.405;7.413;733.018.771;79.226;1.160.662.022
48;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;20;58.393.649;4;1.660.233;42;8.646.369;1.244;408.429.042;1.310;477.129.292;76;457.319.115;13;119.279.332;89;576.598.446;1.399;1.053.727.739
49;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;3.760;279.933.407;5.624;237.196.399;2.468;32.667.804;4.271;157.858.274;16.123;707.655.883;167;196.722.519;119;110.095.078;286;306.817.597;16.409;1.014.473.480
50;7.679.404;BANCO TOPÁZIO S.A.;39;39.653.173;72;4.652.522;2.569;26.944.483;1.360;310.895.049;4.040;382.145.227;991;413.438.426;1.437;164.456.860;2.428;577.895.286;6.468;960.040.513
51;59.285.411;BANCO PAN S.A.;;;;;42;560.244;129;480.000.679;171;480.560.923;14;479.405.660;;;14;479.405.660;185;959.966.583
52;15.114.366;BANCO BOCOM BBM S.A.;97;67.114.010;53;3.901.335;128;273.650.617;953;297.615.903;1.231;642.281.863;18;93.265.190;24;183.285.775;42;276.550.965;1.273;918.832.828
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;1.058;23.718.666;8.799;142.122.962;10.122;89.403.083;20.265;142.839.073;40.244;398.083.785;2.871;342.645.615;1.150;170.864.182;4.021;513.509.797;44.265;911.593.582
54;3.609.817;BANCO CARGILL S.A.;77;130.475.955;3;243.723;17;42.376.261;108;36.006.332;205;209.102.272;10;363.000.000;9;331.500.000;19;694.500.000;224;903.602.272
55;92.894.922;BANCO ORIGINAL S.A.;130;218.217.313;73;43.002.784;293;3.926.398;711;65.053.125;1.207;330.199.620;29;31.532.954;47;504.530.421;76;536.063.375;1.283;866.262.995
56;45.246.410;PLURAL S.A. BANCO MÚLTIPLO;73;5.538.952;254;22.727.221;1.217;141.741.113;1.894;343.681.077;3.438;513.688.362;226;272.329.270;89;53.182.194;315;325.511.464;3.753;839.199.827
57;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;37;207.339.487;67;64.781.606;16;46.509.293;632;78.849.653;752;397.480.039;46;161.940.000;53;268.600.000;99;430.540.000;851;828.020.039
58;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;35;120.603.625;72;5.204.742;81;78.252.447;263;30.598.067;451;234.658.882;43;196.089.901;64;347.271.231;107;543.361.132;558;778.020.014
59;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.;99;12.115.386;139;9.012.095;15.781;339.723.166;1.214;38.760.164;17.233;399.610.810;388;33.916.220;676;337.980.314;1.064;371.896.534;18.297;771.507.345
60;2.318.507;BANCO KEB HANA DO BRASIL S.A.;7;43.407.540;59;32.004.578;251;213.866.505;384;223.623.246;701;512.901.868;133;78.187.661;48;79.848.977;181;158.036.638;882;670.938.506
61;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;192;208.213.392;273;18.611.019;308;19.970.800;360;32.059.887;1.133;278.855.098;244;41.435.604;193;220.972.709;437;262.408.313;1.570;541.263.410
62;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;;11.509;190.237.605;52.287;214.892.293;63.796;405.129.898;579;68.310.259;955;43.470.794;1.534;111.781.053;65.330;516.910.951
63;1.181.521;BANCO COOPERATIVO SICREDI S.A.;3.151;132.949.755;3.070;86.294.923;2.155;51.442.999;1.444;83.948.741;9.820;354.636.417;72;64.000.562;66;78.127.226;138;142.127.788;9.958;496.764.205
64;59.118.133;BANCO LUSO BRASILEIRO S.A.;391;31.295.972;1.155;144.039.147;258;38.836.994;515;22.081.917;2.319;236.254.030;1.042;159.724.765;591;62.617.069;1.633;222.341.834;3.952;458.595.864
65;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;72;39.371.457;60;9.274.685;94;168.752.540;223;51.187.038;449;268.585.720;34;2.424.196;59;149.253.403;93;151.677.600;542;420.263.320
66;61.186.680;BANCO BMG S.A.;27;20.422.623;10;6.520.526;7;6.728.097;212;27.871.562;256;61.542.808;14;165.352.560;12;187.264.527;26;352.617.087;282;414.159.895
67;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;486;7.934.600;4.805;103.986.176;3.253;48.652.099;6.662;65.896.051;15.206;226.468.925;2.978;145.660.440;295;32.347.109;3.273;178.007.550;18.479;404.476.475
68;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;70;6.311.856;71;1.881.204;25;1.770.285;94;74.317.937;260;84.281.282;25;179.750.000;17;108.750.000;42;288.500.000;302;372.781.282
69;8.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;29;1.064.251;308;8.237.286;1.249;47.617.453;5.322;121.587.327;6.908;178.506.316;1.158;126.017.245;430;44.981.789;1.588;170.999.034;8.496;349.505.350
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.;913;16.897.720;4.367;112.582.990;2.690;37.648.773;2.972;29.394.347;10.942;196.523.830;1.572;108.531.152;260;21.110.120;1.832;129.641.272;12.774;326.165.102
71;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;676;11.361.094;6.398;110.089.502;1.859;26.369.181;5.192;42.486.616;14.125;190.306.393;1.809;123.848.299;137;9.045.864;1.946;132.894.162;16.071;323.200.555
72;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;58;99.287.444;12;1.924.854;26;41.952.437;165;44.287.364;261;187.452.099;17;13.094.548;103;108.313.093;120;121.407.641;381;308.859.739
73;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;237;4.603.075;1.167;14.735.497;7.583;56.500.727;12.824;116.654.830;21.811;192.494.129;2.628;84.051.139;418;14.079.892;3.046;98.131.032;24.857;290.625.161
74;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;6;13.038.013;30;8.653.198;48;19.018.594;234;19.212.037;318;59.921.842;21;150.036.982;17;70.027.142;38;220.064.124;356;279.985.966
75;4.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;;6.130;44.564.486;11.587;120.704.769;17.717;165.269.255;6.988;86.640.282;573;16.342.029;7.561;102.982.311;25.278;268.251.566
76;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;12;270.112;269;61.840.683;479;53.748.157;897;51.850.510;1.657;167.709.463;287;78.857.733;72;19.185.532;359;98.043.265;2.016;265.752.728
77;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;183;4.390.730;3.592;99.467.944;996;11.575.689;2.961;22.299.351;7.732;137.733.714;2.652;107.979.980;172;2.180.865;2.824;110.160.845;10.556;247.894.559
78;60.889.128;BANCO SOFISA S.A.;470;89.505.341;256;15.834.340;75;5.481.052;290;6.967.641;1.091;117.788.374;29;36.299.134;37;72.726.675;66;109.025.809;1.157;226.814.183
79;33.042.953;CITIBANK N.A.;;;;;6;340.924;55;5.416.932;61;5.757.856;;;2;208.731.501;2;208.731.501;63;214.489.357
80;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;132;2.321.957;2.591;60.023.952;1.461;15.047.459;3.410;29.882.167;7.594;107.275.535;4.253;86.562.674;854;14.039.747;5.107;100.602.421;12.701;207.877.956
81;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;10;131.758;48;757.125;2.380;12.411.252;3.354;23.162.146;5.792;36.462.280;3.055;90.206.301;668;78.970.018;3.723;169.176.318;9.515;205.638.598
82;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.;559;32.305.697;1.613;42.980.245;2.897;18.174.514;4.604;27.645.087;9.673;121.105.543;2.687;48.123.700;764;28.023.252;3.451;76.146.952;13.124;197.252.495
83;2.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;223;4.203.550;2.086;41.331.353;2.095;27.843.074;4.197;37.151.526;8.601;110.529.503;2.475;62.306.553;688;15.858.104;3.163;78.164.657;11.764;188.694.160
84;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;1;300.000;5;1.298.905;280;5.785.421;331;11.778.714;617;19.163.040;130;88.035.297;108;81.053.762;238;169.089.059;855;188.252.099
85;33.264.668;BANCO XP S.A.;;;1;10.000;61;32.908.060;141;71.328.152;203;104.246.212;60;58.211.060;10;18.490.000;70;76.701.060;273;180.947.272
86;31.872.495;BANCO C6 S.A.;29;4.544.745;180;17.357.342;1.064;23.897.121;15.802;45.323.870;17.075;91.123.078;41;51.131.737;18;18.102.411;59;69.234.148;17.134;160.357.226
87;3.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;2;48.548.056;2;48.548.056;;;2;99.874.279;2;99.874.279;4;148.422.335
88;4.062.902;VISION S.A. CORRETORA DE CAMBIO;255;4.457.189;1.841;39.695.432;3.082;12.519.075;6.108;26.257.058;11.286;82.928.754;3.543;56.807.406;387;7.826.307;3.930;64.633.713;15.216;147.562.467
89;7.237.373;BANCO DO NORDESTE DO BRASIL S.A.;101;28.434.030;127;13.735.856;82;4.487.985;144;12.366.577;454;59.024.449;61;34.721.649;74;41.336.754;135;76.058.404;589;135.082.852
90;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;;1.321;12.349.223;1.349;21.519.043;2.670;33.868.267;1.328;54.692.094;509;45.579.249;1.837;100.271.343;4.507;134.139.610
91;2.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;;664;11.837.842;2.704;49.012.955;3.368;60.850.796;2.580;49.226.435;660;12.038.980;3.240;61.265.414;6.608;122.116.211
92;61.024.352;BANCO INDUSVAL S.A.;132;25.856.924;153;12.334.992;131;10.227.881;283;12.812.049;699;61.231.846;51;17.201.729;38;23.620.224;89;40.821.953;788;102.053.799
93;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;1.546;39.634.312;425;13.230.216;322;2.545.120;556;6.252.640;2.849;61.662.289;37;8.519.265;158;31.081.691;195;39.600.956;3.044;101.263.245
94;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;;5.265;1.975.708;3.524;3.351.373;8.789;5.327.080;309;48.176.347;236;46.854.829;545;95.031.175;9.334;100.358.256
95;2.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;49;563.337;60;1.311.412;110;10.668.122;103;48.641.284;322;61.184.155;15;38.110.110;;;15;38.110.110;337;99.294.265
96;00.416.968;BANCO INTER S.A.;88;844.244;134;2.185.540;17.678;29.550.282;3.135;25.026.942;21.035;57.607.008;736;16.578.407;755;21.268.470;1.491;37.846.877;22.526;95.453.885
97;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;111;1.926.126;291;3.113.229;2.156;12.799.602;4.987;39.557.136;7.545;57.396.093;4.013;31.029.157;270;3.312.075;4.283;34.341.232;11.828;91.737.325
98;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;116;1.858.350;658;13.227.198;1.277;14.022.195;2.453;22.427.238;4.504;51.534.982;2.429;29.555.569;430;9.829.783;2.859;39.385.352;7.363;90.920.334
99;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;;6;6.390;6;6.390;58;43.095.010;84;43.024.295;142;86.119.305;148;86.125.695
100;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;17;298.998;259;5.431.956;829;2.025.709;1.458;4.985.813;2.563;12.742.476;909;37.773.091;334;29.711.045;1.243;67.484.136;3.806;80.226.612
101;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;22;492.018;638;23.980.375;448;5.355.986;1.070;7.699.965;2.178;37.528.345;1.217;30.943.272;328;5.210.016;1.545;36.153.289;3.723;73.681.633
102;6.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;11;197.972;144;3.521.213;4.865;10.358.913;5.536;21.185.332;10.556;35.263.431;2.220;24.224.772;439;10.121.496;2.659;34.346.267;13.215;69.609.698
103;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;33;376.596;784;16.786.708;546;6.007.954;1.380;7.606.405;2.743;30.777.664;941;26.683.337;208;8.667.608;1.149;35.350.945;3.892;66.128.609
104;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;1;72.945;251;4.290.648;361;2.019.437;550;8.994.844;1.163;15.377.874;1.174;29.716.016;269;18.523.961;1.443;48.239.977;2.606;63.617.851
105;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;;802;3.772.213;1.540;9.378.051;2.342;13.150.264;1.430;27.937.664;349;22.347.338;1.779;50.285.002;4.121;63.435.266
106;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;1.898;8.388.292;3.098;28.575.107;4.996;36.963.399;2.938;22.653.832;357;3.522.639;3.295;26.176.472;8.291;63.139.871
107;4.913.711;BANCO DO ESTADO DO PARÁ S.A.;220;12.229.068;19;906.401;119;16.693.207;449;1.525.755;807;31.354.431;16;1.117.048;96;27.497.024;112;28.614.072;919;59.968.502
108;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;19;313.034;236;3.855.131;434;7.282.965;1.894;15.355.510;2.583;26.806.640;2.193;21.354.863;322;9.902.051;2.515;31.256.914;5.098;58.063.554
109;00.000.208;BRB - BANCO DE BRASILIA S.A.;;;5;342.894;248;4.208.301;1.397;25.655.854;1.650;30.207.048;53;24.333.903;24;2.947.573;77;27.281.476;1.727;57.488.524
110;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;90;1.328.191;301;5.076.284;1.893;13.455.763;2.170;13.801.328;4.454;33.661.566;1.443;12.251.852;686;8.311.792;2.129;20.563.644;6.583;54.225.210
111;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;9;61.153;103;1.321.324;426;1.311.804;2.290;22.168.689;2.828;24.862.970;3.058;22.604.158;49;498.537;3.107;23.102.695;5.935;47.965.664
112;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;33;741.016;165;3.048.557;1.188;14.206.893;1.221;14.598.930;2.607;32.595.396;489;8.185.160;218;5.487.269;707;13.672.429;3.314;46.267.826
113;4.902.979;BANCO DA AMAZONIA S.A.;203;9.960.643;50;4.134.998;58;833.605;401;7.230.658;712;22.159.904;21;10.780.427;41;6.225.056;62;17.005.483;774;39.165.387
114;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;23;167.566;38;410.571;1.986;6.710.245;2.949;9.857.153;4.996;17.145.536;763;12.408.113;304;8.977.530;1.067;21.385.643;6.063;38.531.179
115;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;2;10.865;54;1.131.861;1.604;10.434.494;2.054;13.724.492;3.714;25.301.711;1.251;6.006.681;76;2.019.732;1.327;8.026.413;5.041;33.328.124
