Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Jul/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
60;03.609.817;BANCO CARGILL S.A.; 50 ; 412.732.873 ; 53 ; 39.516.154 ; 12 ; 12.604.516 ; 82 ; 39.372.959 ; 197 ; 504.226.502 ; 21 ; 70.175.000 ; 37 ; 406.250.000 ; 58,0 ; 476.425.000 ; 255 ; 980.651.502 ;
61;61.186.680;BANCO BMG S.A.; 9 ; 29.579.661 ;;; 4 ; 8.285.507 ; 73 ; 422.684.553 ; 86 ; 460.549.720 ; 26 ; 447.658.215 ; 10 ; 54.579.661 ; 36,0 ; 502.237.876 ; 122 ; 962.787.596 ;
62;03.512.293;FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.; 21 ; 660.550 ; 71 ; 1.182.007 ; 1.105 ; 13.761.059 ; 3.682 ; 74.767.240 ; 4.879 ; 90.370.856 ; 6.735 ; 456.691.197 ; 1.544 ; 396.041.672 ; 8.279,0 ; 852.732.870 ; 13.158 ; 943.103.726 ;
63;92.856.905;ADVANCED CORRETORA DE C∂MBIO LTDA; 505 ; 13.683.098 ; 8.143 ; 257.228.471 ; 4.529 ; 61.332.202 ; 16.666 ; 159.161.356 ; 29.843 ; 491.405.128 ; 3.621 ; 361.805.796 ; 360 ; 19.629.495 ; 3.981,0 ; 381.435.291 ; 33.824 ; 872.840.419 ;
64;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 53 ; 16.857.443 ; 188 ; 11.917.940 ; 229 ; 7.116.073 ; 756 ; 54.838.415 ; 1.226 ; 90.729.872 ; 486 ; 404.450.914 ; 265 ; 362.453.443 ; 751,0 ; 766.904.357 ; 1.977 ; 857.634.229 ;
65;61.024.352;BANCO INDUSVAL S.A.; 445 ; 203.429.925 ; 264 ; 31.682.625 ; 120 ; 5.154.976 ; 587 ; 58.062.608 ; 1.416 ; 298.330.135 ; 210 ; 193.008.551 ; 331 ; 256.555.255 ; 541,0 ; 449.563.806 ; 1.957 ; 747.893.941 ;
66;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 299 ; 6.423.002 ; 6.023 ; 161.344.672 ; 4.193 ; 67.875.764 ; 17.034 ; 201.949.434 ; 27.549 ; 437.592.871 ; 2.528 ; 291.338.612 ; 24 ; 2.443.478 ; 2.552,0 ; 293.782.091 ; 30.101 ; 731.374.961 ;
67;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 75 ; 4.925.967 ; 1.514 ; 34.653.857 ; 2.579 ; 12.852.775 ; 11.968 ; 156.814.854 ; 16.136 ; 209.247.454 ; 7.190 ; 345.908.371 ; 3.875 ; 171.949.642 ; 11.065,0 ; 517.858.013 ; 27.201 ; 727.105.467 ;
68;92.894.922;BANCO ORIGINAL S.A.; 65 ; 280.429.563 ; 67 ; 32.979.616 ; 2 ; 5.001.000 ; 180 ; 33.356.045 ; 314 ; 351.766.223 ; 35 ; 87.808.998 ; 41 ; 282.115.662 ; 76,0 ; 369.924.660 ; 390 ; 721.690.884 ;
69;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 824 ; 3.449.348 ; 16.531 ; 350.182.248 ; 17.355 ; 353.631.596 ; 2.693 ; 350.181.259 ; 24 ; 887.777 ; 2.717,0 ; 351.069.036 ; 20.072 ; 704.700.632 ;
70;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 18 ; 877.091 ; 409 ; 9.368.370 ; 2.229 ; 10.887.156 ; 10.549 ; 96.126.913 ; 13.205 ; 117.259.529 ; 5.309 ; 336.069.932 ; 468 ; 242.395.146 ; 5.777,0 ; 578.465.077 ; 18.982 ; 695.724.607 ;
71;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 248 ; 160.892.711 ; 180 ; 178.290.031 ; 428 ; 339.182.742 ; 141 ; 177.064.000 ; 143 ; 159.635.000 ; 284,0 ; 336.699.000 ; 712 ; 675.881.742 ;
72;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 5 ; 146.941 ; 191 ; 2.319.278 ; 2.728 ; 86.960.435 ; 7.091 ; 301.667.048 ; 10.015 ; 391.093.702 ; 4.117 ; 259.060.473 ; 1.076 ; 23.169.323 ; 5.193,0 ; 282.229.796 ; 15.208 ; 673.323.498 ;
73;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 589.368 ; 161 ; 172.756.643 ; 86 ; 106.178.360 ; 1.076 ; 62.969.316 ; 1.328 ; 342.493.686 ; 158 ; 228.590.000 ; 29 ; 99.900.684 ; 187,0 ; 328.490.684 ; 1.515 ; 670.984.371 ;
74;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 62 ; 138.896.166 ; 37 ; 8.258.864 ; 77 ; 46.136.175 ; 110 ; 21.018.411 ; 286 ; 214.309.617 ; 153 ; 128.601.737 ; 180 ; 285.891.069 ; 333,0 ; 414.492.806 ; 619 ; 628.802.423 ;
75;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 315 ; 12.242.408 ; 6.329 ; 215.282.101 ; 2.288 ; 55.808.273 ; 8.038 ; 72.817.003 ; 16.970 ; 356.149.784 ; 1.960 ; 238.444.350 ; 37 ; 18.332.221 ; 1.997,0 ; 256.776.571 ; 18.967 ; 612.926.355 ;
76;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 4.201 ; 226.069.475 ; 1.889 ; 86.058.293 ; 847 ; 18.407.898 ; 2.379 ; 15.453.470 ; 9.316 ; 345.989.137 ; 128 ; 60.292.803 ; 505 ; 203.438.009 ; 633,0 ; 263.730.811 ; 9.949 ; 609.719.948 ;
77;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 231 ; 12.482.271 ; 4.864 ; 15.345.958 ; 13.192 ; 150.096.170 ; 18.287 ; 177.924.399 ; 6.364 ; 271.863.828 ; 687 ; 125.701.312 ; 7.051,0 ; 397.565.141 ; 25.338 ; 575.489.540 ;
78;03.532.415;BANCO ABN AMRO S.A.; 37 ; 246.415.000 ;;; 8 ; 5.893.097 ; 23 ; 4.763.836 ; 68 ; 257.071.932 ; 3 ; 2.002.000 ; 41 ; 249.526.000 ; 44,0 ; 251.528.000 ; 112 ; 508.599.932 ;
79;59.285.411;BANCO PAN S.A.; 87 ; 125.166.012 ;;; 33 ; 366.272 ; 182 ; 94.998.012 ; 302 ; 220.530.295 ; 5 ; 131.687.545 ; 62 ; 141.000.000 ; 67,0 ; 272.687.545 ; 369 ; 493.217.840 ;
80;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 40 ; 694.864 ; 2.359 ; 106.463.535 ; 676 ; 4.398.586 ; 27.677 ; 135.452.054 ; 30.752 ; 247.009.039 ; 4.827 ; 241.119.815 ; 20 ; 4.226.252 ; 4.847,0 ; 245.346.067 ; 35.599 ; 492.355.106 ;
81;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.913 ; 113.222.845 ; 1.970 ; 71.095.436 ; 810 ; 34.348.334 ; 1.472 ; 89.998.514 ; 6.165 ; 308.665.129 ; 128 ; 93.277.115 ; 97 ; 78.926.493 ; 225,0 ; 172.203.607 ; 6.390 ; 480.868.736 ;
82;60.889.128;BANCO SOFISA S.A.; 959 ; 202.263.373 ; 616 ; 37.878.774 ; 144 ; 15.052.373 ; 739 ; 47.166.278 ; 2.458 ; 302.360.798 ; 96 ; 20.295.562 ; 56 ; 153.391.578 ; 152,0 ; 173.687.140 ; 2.610 ; 476.047.939 ;
83;10.690.848;BANCO DA CHINA BRASIL S.A.; 40 ; 72.464.580 ; 94 ; 21.143.396 ; 91 ; 125.915.752 ; 186 ; 3.804.333 ; 411 ; 223.328.061 ; 49 ; 23.608.067 ; 84 ; 197.062.335 ; 133,0 ; 220.670.402 ; 544 ; 443.998.464 ;
84;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 113 ; 4.851.317 ;;; 6.619 ; 214.951.691 ; 6.732 ; 219.803.007 ; 715 ; 219.977.830 ; 2 ; 168.304 ; 717,0 ; 220.146.133 ; 7.449 ; 439.949.141 ;
85;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 47 ; 37.086.181 ; 128 ; 25.463.928 ; 31 ; 14.607.944 ; 507 ; 6.869.633 ; 713 ; 84.027.686 ; 56 ; 167.969.561 ; 37 ; 187.237.498 ; 93,0 ; 355.207.059 ; 806 ; 439.234.746 ;
86;02.318.507;BANCO KEB DO BRASIL S.A.; 4 ; 911.446 ; 119 ; 65.645.958 ; 260 ; 101.683.463 ; 1.688 ; 80.231.985 ; 2.071 ; 248.472.852 ; 117 ; 115.403.755 ; 47 ; 72.294.665 ; 164,0 ; 187.698.420 ; 2.235 ; 436.171.272 ;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 531 ; 132.910.123 ; 786 ; 62.097.376 ; 54 ; 15.623.495 ; 368 ; 8.758.492 ; 1.739 ; 219.389.486 ; 293 ; 65.856.136 ; 214 ; 143.386.029 ; 507,0 ; 209.242.164 ; 2.246 ; 428.631.651 ;
88;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 361 ; 151.841.396 ; 632 ; 8.272.140 ; 3.916 ; 43.575.157 ; 4.909 ; 203.688.693 ; 158 ; 195.511.661 ; 4 ; 9.049.538 ; 162,0 ; 204.561.199 ; 5.071 ; 408.249.891 ;
89;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 2.829 ; 152.759.464 ; 13 ; 198.070 ; 1.795 ; 46.576.085 ; 4.637 ; 199.533.619 ; 1.613 ; 207.252.434 ; 9 ; 751.684 ; 1.622,0 ; 208.004.118 ; 6.259 ; 407.537.737 ;
90;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 25 ; 18.432.367 ; 118 ; 28.776.450 ; 94 ; 41.844.269 ; 462 ; 102.788.412 ; 699 ; 191.841.497 ; 164 ; 140.229.287 ; 71 ; 69.279.288 ; 235,0 ; 209.508.574 ; 934 ; 401.350.072 ;
91;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 161 ; 108.147.322 ; 241 ; 32.611.408 ; 120 ; 1.799.963 ; 280 ; 30.141.668 ; 802 ; 172.700.360 ; 115 ; 83.198.454 ; 120 ; 124.458.383 ; 235,0 ; 207.656.837 ; 1.037 ; 380.357.197 ;
92;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 80 ; 1.321.665 ; 3.304 ; 86.547.336 ; 1.510 ; 20.535.846 ; 8.565 ; 87.809.903 ; 13.459 ; 196.214.751 ; 2.754 ; 165.129.656 ; 126 ; 12.606.778 ; 2.880,0 ; 177.736.435 ; 16.339 ; 373.951.185 ;
93;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 109 ; 23.073.289 ; 311 ; 130.813.085 ; 290 ; 35.525.361 ; 713 ; 196.295.035 ; 158 ; 47.996.010 ; 136 ; 127.140.075 ; 294,0 ; 175.136.085 ; 1.007 ; 371.431.120 ;
94;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 221 ; 5.081.433 ; 5.012 ; 115.225.283 ; 885 ; 19.684.890 ; 4.563 ; 44.915.116 ; 10.681 ; 184.906.722 ; 2.084 ; 137.228.384 ; 24 ; 1.830.157 ; 2.108,0 ; 139.058.542 ; 12.789 ; 323.965.264 ;
95;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 42 ; 853.281 ; 2.869 ; 13.672.589 ; 6.604 ; 149.096.582 ; 9.515 ; 163.622.452 ; 4.023 ; 137.350.829 ; 45 ; 952.502 ; 4.068,0 ; 138.303.330 ; 13.583 ; 301.925.782 ;
96;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 3 ; 46.780 ; 317 ; 4.660.717 ; 2.606 ; 9.497.307 ; 10.275 ; 114.108.487 ; 13.201 ; 128.313.290 ; 4.906 ; 135.956.322 ; 256 ; 26.607.282 ; 5.162,0 ; 162.563.604 ; 18.363 ; 290.876.894 ;
97;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 245 ; 3.735.539 ; 1.620 ; 2.034.996 ; 12.101 ; 29.783.660 ; 13.969 ; 35.762.559 ; 1.705 ; 109.843.865 ; 324 ; 78.557.546 ; 2.029,0 ; 188.401.411 ; 15.998 ; 224.163.971 ;
98;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 128 ; 2.281.496 ; 1.872 ; 43.175.381 ; 623 ; 9.248.526 ; 4.489 ; 57.539.805 ; 7.112 ; 112.245.208 ; 3.788 ; 100.522.229 ; 398 ; 11.333.235 ; 4.186,0 ; 111.855.465 ; 11.298 ; 224.100.673 ;
99;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 62.461 ; 896 ; 7.859.958 ; 2.575 ; 35.621.408 ; 3.472 ; 43.543.826 ; 1.086 ; 97.173.227 ; 277 ; 69.277.311 ; 1.363,0 ; 166.450.539 ; 4.835 ; 209.994.365 ;
100;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 2 ; 91.105 ; 49 ; 252.541 ; 154 ; 432.372 ; 35.632 ; 103.305.652 ; 35.837 ; 104.081.670 ; 1.610 ; 103.766.051 ; 9 ; 698.242 ; 1.619,0 ; 104.464.293 ; 37.456 ; 208.545.962 ;
101;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 79 ; 755.408 ; 2.137 ; 46.177.389 ; 475 ; 7.885.351 ; 3.250 ; 53.028.652 ; 5.941 ; 107.846.800 ; 5.477 ; 93.942.258 ; 83 ; 3.392.233 ; 5.560,0 ; 97.334.491 ; 11.501 ; 205.181.291 ;
102;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 297 ; 564.389 ; 1.637 ; 52.526.067 ; 1.934 ; 53.090.456 ; 1.852 ; 98.795.757 ; 311 ; 46.828.166 ; 2.163,0 ; 145.623.923 ; 4.097 ; 198.714.379 ;
103;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 198 ; 3.765.510 ; 1.139 ; 23.200.426 ; 623 ; 8.897.488 ; 4.536 ; 63.651.153 ; 6.496 ; 99.514.577 ; 2.151 ; 78.485.808 ; 116 ; 4.331.438 ; 2.267,0 ; 82.817.246 ; 8.763 ; 182.331.823 ;
104;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 24 ; 984.695 ; 643 ; 1.343.238 ; 5.382 ; 80.785.745 ; 6.049 ; 83.113.678 ; 2.087 ; 82.825.086 ; 34 ; 2.343.887 ; 2.121,0 ; 85.168.973 ; 8.170 ; 168.282.651 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 133 ; 2.613.994 ; 2.548 ; 6.321.195 ; 9.698 ; 62.488.148 ; 12.379 ; 71.423.337 ; 2.223 ; 77.119.070 ; 226 ; 18.381.910 ; 2.449,0 ; 95.500.980 ; 14.828 ; 166.924.317 ;
106;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 1.271 ; 60.030.339 ; 42 ; 735.623 ; 596 ; 20.775.498 ; 1.916 ; 81.712.710 ; 1.041 ; 80.458.471 ; 9 ; 547.494 ; 1.050,0 ; 81.005.965 ; 2.966 ; 162.718.675 ;
107;07.679.404;BANCO TOPµZIO S.A.; 91 ; 8.766.146 ; 27 ; 335.322 ; 29 ; 1.130.143 ; 659 ; 74.264.525 ; 806 ; 84.496.135 ; 298 ; 71.248.770 ; 33 ; 6.602.377 ; 331,0 ; 77.851.148 ; 1.137 ; 162.347.283 ;
108;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 2 ; 30.100 ; 366 ; 31.452.371 ; 269 ; 10.294.887 ; 637 ; 41.777.358 ; 135 ; 32.486.581 ; 401 ; 53.819.285 ; 536,0 ; 86.305.866 ; 1.173 ; 128.083.224 ;
109;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 15 ; 432.241 ; 549 ; 14.631.552 ; 433 ; 17.433.363 ; 4.233 ; 42.974.160 ; 5.230 ; 75.471.316 ; 1.013 ; 44.167.003 ; 72 ; 4.487.426 ; 1.085,0 ; 48.654.429 ; 6.315 ; 124.125.746 ;
110;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 3 ; 27.900 ; 3.721 ; 5.805.244 ; 7.908 ; 59.756.294 ; 11.636 ; 65.897.833 ; 1.572 ; 54.253.524 ; 138 ; 628.218 ; 1.710,0 ; 54.881.742 ; 13.346 ; 120.779.575 ;
111;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 550 ; 27.527.537 ; 48 ; 137.182 ; 901 ; 22.633.262 ; 1.499 ; 50.297.981 ; 1.631 ; 58.849.093 ; 64 ; 8.785.768 ; 1.695,0 ; 67.634.861 ; 3.194 ; 117.932.842 ;
112;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 660 ; 18.621.767 ; 1.025 ; 8.275.031 ; 13.376 ; 33.670.855 ; 15.067 ; 60.752.365 ; 1.516 ; 49.793.486 ; 219 ; 5.990.344 ; 1.735,0 ; 55.783.830 ; 16.802 ; 116.536.195 ;
113;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 105 ; 4.023.653 ; 1.300 ; 33.732.811 ; 551 ; 2.697.114 ; 3.289 ; 19.434.441 ; 5.245 ; 59.888.019 ; 2.489 ; 47.123.100 ; 28 ; 697.690 ; 2.517,0 ; 47.820.790 ; 7.762 ; 107.708.809 ;
114;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 23 ; 255.729 ; 745 ; 21.663.730 ; 548 ; 1.753.361 ; 2.554 ; 22.336.873 ; 3.870 ; 46.009.694 ; 1.781 ; 51.684.865 ; 212 ; 9.623.327 ; 1.993,0 ; 61.308.192 ; 5.863 ; 107.317.886 ;
115;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 59 ; 2.167.287 ; 10 ; 311.615 ; 707 ; 46.526.543 ; 776 ; 49.005.445 ; 1.865 ; 49.075.254 ; 17 ; 582.249 ; 1.882,0 ; 49.657.503 ; 2.658 ; 98.662.948 ;
116;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 1.284 ; 36.362.921 ; 56 ; 491.421 ; 2.999 ; 10.795.387 ; 4.340 ; 47.652.378 ; 1.637 ; 47.243.477 ; 41 ; 582.884 ; 1.678,0 ; 47.826.360 ; 6.018 ; 95.478.738 ;
117;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 45 ; 14.114.468 ; 26 ; 986.629 ; 120 ; 18.107.297 ; 76 ; 1.030.432 ; 267 ; 34.238.825 ; 17 ; 15.722.263 ; 48 ; 43.021.093 ; 65,0 ; 58.743.356 ; 332 ; 92.982.181 ;
118;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705 ; 2.063 ; 90.705.458 ;
119;33.042.151;BANCO DE LA NACION ARGENTINA; 35 ; 19.188.087 ; 54 ; 2.479.760 ; 2.273 ; 3.184.443 ; 585 ; 781.992 ; 2.947 ; 25.634.282 ; 29 ; 22.265.472 ; 54 ; 42.428.357 ; 83,0 ; 64.693.829 ; 3.030 ; 90.328.111 ;
120;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 778 ; 4.054.727 ; 2.418 ; 36.095.537 ; 3.196 ; 40.150.264 ; 1.883 ; 37.899.384 ; 82 ; 5.680.085 ; 1.965,0 ; 43.579.469 ; 5.161 ; 83.729.733 ;
121;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 1.320 ; 3.162.353 ; 4.603 ; 41.674.383 ; 5.923 ; 44.836.737 ; 2.516 ; 38.753.729 ; 16 ; 97.740 ; 2.532,0 ; 38.851.468 ; 8.455 ; 83.688.205 ;
122;04.902.979;BANCO DA AMAZONIA S.A.; 217 ; 25.343.167 ; 182 ; 11.892.996 ; 150 ; 3.657.809 ; 349 ; 3.315.733 ; 898 ; 44.209.706 ; 42 ; 12.852.945 ; 85 ; 26.607.415 ; 127,0 ; 39.460.360 ; 1.025 ; 83.670.066 ;
123;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 10 ; 297.696 ; 165 ; 3.975.138 ; 387 ; 2.381.892 ; 5.063 ; 36.702.210 ; 5.625 ; 43.356.936 ; 713 ; 38.595.022 ; 5 ; 329.738 ; 718,0 ; 38.924.760 ; 6.343 ; 82.281.696 ;
124;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 115 ; 25.626.308 ; 146 ; 5.109.369 ; 33 ; 7.361.750 ; 70 ; 6.093.265 ; 364 ; 44.190.692 ; 15 ; 7.628.318 ; 35 ; 27.335.664 ; 50,0 ; 34.963.982 ; 414 ; 79.154.674 ;
125;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 1.712 ; 14.697.274 ; 3.177 ; 34.370.260 ; 4.890 ; 49.074.934 ; 912 ; 21.322.791 ; 30 ; 1.578.620 ; 942,0 ; 22.901.411 ; 5.832 ; 71.976.345 ;
126;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 29 ; 259.477 ; 816 ; 573.126 ; 8.006 ; 22.428.527 ; 8.851 ; 23.261.131 ; 1.525 ; 34.550.114 ; 112 ; 12.375.154 ; 1.637,0 ; 46.925.268 ; 10.488 ; 70.186.399 ;
127;59.118.133;BANCO LUSO BRASILEIRO S.A.; 10 ; 2.574.265 ; 52 ; 3.720.445 ; 73 ; 20.911.962 ; 104 ; 8.221.224 ; 239 ; 35.427.896 ; 59 ; 10.825.096 ; 44 ; 22.320.336 ; 103,0 ; 33.145.432 ; 342 ; 68.573.328 ;
128;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 86 ; 2.446.315 ; 349 ; 7.515.748 ; 625 ; 1.568.059 ; 7.352 ; 17.987.297 ; 8.412 ; 29.517.419 ; 972 ; 23.092.237 ; 31 ; 1.406.771 ; 1.003,0 ; 24.499.008 ; 9.415 ; 54.016.427 ;
129;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 19 ; 14.060.000 ; 3 ; 76.917 ; 3 ; 35.252 ; 58 ; 13.974.841 ; 83 ; 28.147.010 ; 6 ; 12.743.944 ; 8 ; 12.242.830 ; 14,0 ; 24.986.774 ; 97 ; 53.133.784 ;
130;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 993 ; 2.597.187 ; 3.013 ; 24.928.118 ; 4.006 ; 27.525.305 ; 1.633 ; 23.722.875 ; 64 ; 1.306.800 ; 1.697,0 ; 25.029.675 ; 5.703 ; 52.554.980 ;
131;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 39 ; 634.606 ; 854 ; 2.654.708 ; 3.724 ; 21.139.043 ; 4.617 ; 24.428.358 ; 1.465 ; 19.615.645 ; 28 ; 345.089 ; 1.493,0 ; 19.960.734 ; 6.110 ; 44.389.092 ;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 14 ; 21.985 ; 1.830 ; 1.195.082 ; 14.547 ; 20.856.260 ; 16.391 ; 22.073.327 ; 629 ; 20.218.520 ; 20 ; 396.815 ; 649,0 ; 20.615.335 ; 17.040 ; 42.688.661 ;
133;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 794 ; 1.905.559 ; 2.269 ; 21.049.325 ; 3.063 ; 22.954.884 ; 1.397 ; 19.225.572 ; 2 ; 50.000 ; 1.399,0 ; 19.275.572 ; 4.462 ; 42.230.456 ;
134;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 7 ; 259.725 ; 202 ; 2.277.749 ; 266 ; 3.352.215 ; 2.431 ; 17.261.087 ; 2.906 ; 23.150.776 ; 1.351 ; 17.032.477 ; 73 ; 1.089.880 ; 1.424,0 ; 18.122.357 ; 4.330 ; 41.273.133 ;
135;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 8 ; 213.559 ; 530 ; 947.356 ; 3.027 ; 19.179.022 ; 3.565 ; 20.339.937 ; 550 ; 18.510.812 ; 3 ; 45.001 ; 553,0 ; 18.555.813 ; 4.118 ; 38.895.751 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 131 ; 128.224 ; 2.276 ; 17.011.238 ; 2.407 ; 17.139.462 ; 994 ; 17.303.799 ; 15 ; 398.423 ; 1.009,0 ; 17.702.222 ; 3.416 ; 34.841.684 ;
137;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 27 ; 475.806 ; 425 ; 11.484.425 ; 50 ; 355.380 ; 1.192 ; 5.164.624 ; 1.694 ; 17.480.235 ; 962 ; 16.323.305 ; 29 ; 513.252 ; 991,0 ; 16.836.557 ; 2.685 ; 34.316.792 ;
138;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 5.629 ; 2.304.791 ; 14.891 ; 16.641.349 ; 20.520 ; 18.946.140 ; 355 ; 14.975.863 ; 3 ; 187.867 ; 358,0 ; 15.163.730 ; 20.878 ; 34.109.869 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 3.457 ; 2.332.363 ; 8.983 ; 16.256.758 ; 12.446 ; 18.602.283 ; 247 ; 14.816.209 ;;; 247,0 ; 14.816.209 ; 12.693 ; 33.418.492 ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 622 ; 1.823.935 ; 1.961 ; 15.447.242 ; 2.583 ; 17.271.177 ; 641 ; 13.649.420 ; 2 ; 2.598 ; 643,0 ; 13.652.018 ; 3.226 ; 30.923.196 ;
