Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em NOVEMBRO / 2016;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 5.479 ; 2.310.629.303 ; 20.653 ; 1.963.957.368 ; 17.326 ; 5.457.990.928 ; 27.185 ; 5.896.849.585 ; 70.643 ; 15.629.427.184 ; 636 ; 4.561.287.682 ; 613 ; 5.054.882.254 ; 1.249 ; 9.616.169.936 ; 71.892 ; 25.245.597.119 ;;;;
2;33.479.023;BANCO CITIBANK S.A.; 1.469 ; 1.181.697.258 ; 6.191 ; 1.355.643.591 ; 8.737 ; 7.959.304.429 ; 12.249 ; 7.340.680.514 ; 28.646 ; 17.837.325.792 ; 237 ; 1.430.788.000 ; 266 ; 2.071.483.103 ; 503 ; 3.502.271.104 ; 29.149 ; 21.339.596.895 ;;;;
3;60.701.190;ITAÚ UNIBANCO S.A.; 8.528 ; 1.423.318.950 ; 16.145 ; 1.297.459.968 ; 50.087 ; 6.011.565.628 ; 27.847 ; 3.096.929.503 ; 102.607 ; 11.829.274.049 ; 239 ; 3.225.202.421 ; 239 ; 2.998.454.693 ; 478 ; 6.223.657.114 ; 103.085 ; 18.052.931.163 ;;;;
4;60.746.948;BANCO BRADESCO S.A.; 8.040 ; 2.632.488.293 ; 15.743 ; 1.988.292.800 ; 34.267 ; 3.002.291.477 ; 21.369 ; 3.281.701.145 ; 79.419 ; 10.904.773.716 ; 645 ; 3.348.740.552 ; 581 ; 2.853.136.403 ; 1.226 ; 6.201.876.955 ; 80.645 ; 17.106.650.670 ;;;;
5;00.000.000;BANCO DO BRASIL S.A.; 8.945 ; 2.723.743.014 ; 8.521 ; 1.504.650.373 ; 22.401 ; 2.570.129.582 ; 29.229 ; 3.290.853.800 ; 69.096 ; 10.089.376.770 ; 344 ; 957.915.263 ; 344 ; 1.586.208.213 ; 688 ; 2.544.123.476 ; 69.784 ; 12.633.500.245 ;;;;
6;33.172.537;BANCO J.P. MORGAN S.A.; 165 ; 416.381.743 ; 1.873 ; 391.095.849 ; 892 ; 2.593.941.060 ; 1.550 ; 3.323.891.135 ; 4.480 ; 6.725.309.787 ; 201 ; 1.731.929.559 ; 189 ; 1.159.455.460 ; 390 ; 2.891.385.019 ; 4.870 ; 9.616.694.806 ;;;;
7;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 21 ; 27.768.061 ; 380 ; 30.143.643 ; 148 ; 817.422.236 ; 364 ; 952.134.467 ; 913 ; 1.827.468.406 ; 172 ; 4.154.559.670 ; 134 ; 2.833.442.221 ; 306 ; 6.988.001.891 ; 1.219 ; 8.815.470.297 ;;;;
8;30.306.294;BANCO BTG PACTUAL S.A.; 61 ; 86.088.771 ; 65 ; 9.789.934 ; 436 ; 636.238.732 ; 524 ; 180.654.502 ; 1.086 ; 912.771.938 ; 109 ; 2.220.070.573 ; 167 ; 3.569.562.635 ; 276 ; 5.789.633.208 ; 1.362 ; 6.702.405.146 ;;;;
9;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 158 ; 666.800.304 ; 179 ; 46.853.085 ; 325 ; 1.658.004.517 ; 878 ; 2.224.072.702 ; 1.540 ; 4.595.730.608 ; 24 ; 1.033.501.795 ; 23 ; 924.363.400 ; 47 ; 1.957.865.195 ; 1.587 ; 6.553.595.803 ;;;;
10;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 1 ; 2.333.335 ;;; 165 ; 252.689.044 ; 192 ; 679.013.354 ; 358 ; 934.035.733 ; 144 ; 2.908.832.041 ; 171 ; 2.402.831.283 ; 315 ; 5.311.663.324 ; 673 ; 6.245.699.057 ;;;;
11;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 190 ; 245.834.485 ; 702 ; 159.351.951 ; 764 ; 1.256.090.451 ; 1.261 ; 1.231.307.525 ; 2.917 ; 2.892.584.412 ; 350 ; 1.090.687.360 ; 342 ; 993.299.699 ; 692 ; 2.083.987.060 ; 3.609 ; 4.976.571.472 ;;;;
12;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 326 ; 1.131.559.463 ; 182 ; 1.008.230.277 ; 508 ; 2.139.789.740 ; 33 ; 990.244.136 ; 24 ; 988.744.387 ; 57 ; 1.978.988.523 ; 565 ; 4.118.778.263 ;;;;
13;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 149 ; 204.535.162 ; 915 ; 222.205.664 ; 350 ; 590.710.833 ; 1.092 ; 747.014.871 ; 2.506 ; 1.764.466.531 ; 119 ; 1.155.308.318 ; 120 ; 982.045.821 ; 239 ; 2.137.354.139 ; 2.745 ; 3.901.820.670 ;;;;
14;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 130 ; 77.402.392 ; 394 ; 48.288.181 ; 484 ; 355.513.113 ; 463 ; 204.851.800 ; 1.471 ; 686.055.485 ; 524 ; 1.218.804.986 ; 453 ; 1.486.148.709 ; 977 ; 2.704.953.696 ; 2.448 ; 3.391.009.181 ;;;;
15;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 630 ; 612.659.707 ; 729 ; 1.041.802.233 ; 1.359 ; 1.654.461.940 ; 27 ; 725.114.987 ; 16 ; 358.115.038 ; 43 ; 1.083.230.026 ; 1.402 ; 2.737.691.966 ;;;;
16;59.588.111;BANCO VOTORANTIM S.A.; 166 ; 255.646.807 ; 1.542 ; 169.348.462 ; 293 ; 455.007.283 ; 1.290 ; 612.647.090 ; 3.291 ; 1.492.649.641 ; 319 ; 663.155.356 ; 525 ; 527.836.083 ; 844 ; 1.190.991.439 ; 4.135 ; 2.683.641.080 ;;;;
17;61.820.817;BANCO PAULISTA S.A.; 157 ; 91.745.585 ; 453 ; 33.328.499 ; 904 ; 155.229.364 ; 1.149 ; 103.138.883 ; 2.663 ; 383.442.331 ; 1.477 ; 575.777.257 ; 9.908 ; 666.643.500 ; 11.385 ; 1.242.420.758 ; 14.048 ; 1.625.863.088 ;;;;
18;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 78 ; 143.468.499 ; 33 ; 15.141.420 ; 80 ; 411.045.557 ; 285 ; 185.100.299 ; 476 ; 754.755.775 ; 17 ; 16.750.316 ; 38 ; 484.723.973 ; 55 ; 501.474.289 ; 531 ; 1.256.230.064 ;;;;
19;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO; 8 ; 79.343.456 ; 25 ; 42.062.995 ; 83 ; 134.779.425 ; 48 ; 31.347.981 ; 164 ; 287.533.857 ; 135 ; 352.275.853 ; 188 ; 512.903.239 ; 323 ; 865.179.091 ; 487 ; 1.152.712.948 ;;;;
20;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 19 ; 10.614.594 ; 29 ; 544.563.703 ; 48 ; 555.178.297 ; 26 ; 543.540.006 ; 9 ; 9.385.203 ; 35 ; 552.925.209 ; 83 ; 1.108.103.506 ;;;;
21;58.160.789;BANCO SAFRA S.A.; 213 ; 134.124.040 ; 1.164 ; 88.765.466 ; 1.080 ; 139.834.210 ; 1.830 ; 161.542.758 ; 4.287 ; 524.266.474 ; 140 ; 289.781.795 ; 137 ; 267.653.911 ; 277 ; 557.435.706 ; 4.564 ; 1.081.702.180 ;;;;
22;00.360.305;CAIXA ECONOMICA FEDERAL; 322 ; 171.808.823 ; 272 ; 8.491.167 ; 5.463 ; 128.173.499 ; 1.203 ; 139.893.525 ; 7.260 ; 448.367.013 ; 119 ; 187.382.060 ; 176 ; 327.380.669 ; 295 ; 514.762.729 ; 7.555 ; 963.129.742 ;;;;
23;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 145 ; 41.559.602 ; 453 ; 75.375.553 ; 351 ; 248.745.444 ; 461 ; 170.010.047 ; 1.410 ; 535.690.646 ; 46 ; 182.025.641 ; 71 ; 227.411.369 ; 117 ; 409.437.010 ; 1.527 ; 945.127.656 ;;;;
24;28.195.667;BANCO ABC BRASIL S.A.; 98 ; 50.288.848 ; 106 ; 12.130.509 ; 34 ; 91.913.587 ; 204 ; 74.246.427 ; 442 ; 228.579.371 ; 36 ; 339.029.882 ; 30 ; 272.632.908 ; 66 ; 611.662.790 ; 508 ; 840.242.161 ;;;;
25;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 146 ; 9.450.365 ; 836 ; 41.559.507 ; 633 ; 125.354.992 ; 1.833 ; 125.646.361 ; 3.448 ; 302.011.225 ; 922 ; 276.276.084 ; 6.929 ; 243.707.269 ; 7.851 ; 519.983.353 ; 11.299 ; 821.994.578 ;;;;
26;68.900.810;BANCO RENDIMENTO S.A.; 35 ; 2.399.810 ; 62 ; 20.013.460 ; 17.053 ; 119.727.739 ; 1.523 ; 120.049.373 ; 18.673 ; 262.190.382 ; 494 ; 186.069.079 ; 7.963 ; 192.388.367 ; 8.457 ; 378.457.445 ; 27.130 ; 640.647.827 ;;;;
27;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 50 ; 173.445.179 ;;; 87 ; 82.533.398 ; 51 ; 112.844.823 ; 188 ; 368.823.401 ; 4 ; 84.641.840 ; 5 ; 169.281.250 ; 9 ; 253.923.090 ; 197 ; 622.746.491 ;;;;
28;78.632.767;BANCO OURINVEST S.A.; 67 ; 17.694.790 ; 320 ; 12.534.469 ; 944 ; 96.062.212 ; 602 ; 33.366.016 ; 1.933 ; 159.657.486 ; 234 ; 136.600.144 ; 6.712 ; 187.813.767 ; 6.946 ; 324.413.911 ; 8.879 ; 484.071.397 ;;;;
29;62.232.889;BANCO DAYCOVAL S.A.; 282 ; 73.411.430 ; 352 ; 21.904.830 ; 525 ; 29.536.861 ; 1.441 ; 29.202.317 ; 2.600 ; 154.055.438 ; 371 ; 136.208.075 ; 1.466 ; 172.835.844 ; 1.837 ; 309.043.919 ; 4.437 ; 463.099.357 ;;;;
30;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 59 ; 58.790.995 ; 248 ; 39.657.178 ; 58 ; 114.456.919 ; 79 ; 13.151.006 ; 444 ; 226.056.098 ; 109 ; 46.851.548 ; 117 ; 173.070.259 ; 226 ; 219.921.807 ; 670 ; 445.977.905 ;;;;
