Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Dez/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
140;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 4.823 ; 3.667.035 ; 14.744 ; 29.216.924 ; 19.573 ; 32.897.121 ; 425 ; 26.133.103 ; 1 ; 50.000 ; 426,0 ; 26.183.103 ; 19.999 ; 59.080.225 ;
141;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 1.146 ; 3.219.848 ; 3.513 ; 26.539.579 ; 4.659 ; 29.759.427 ; 1.071 ; 23.376.860 ; 2 ; 2.598 ; 1.073,0 ; 23.379.458 ; 5.732 ; 53.138.885 ;
142;14.388.334;PARANµ BANCO S.A.; 23 ; 15.071.032 ;;; 2 ; 2.886 ; 26 ; 4.460.776 ; 51 ; 19.534.695 ; 7 ; 7.400.000 ; 20 ; 17.570.000 ; 27,0 ; 24.970.000 ; 78 ; 44.504.695 ;
143;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 3.427 ; 5.088.380 ; 3.093 ; 21.928.986 ; 6.520 ; 27.017.366 ; 985 ; 16.781.032 ;;; 985,0 ; 16.781.032 ; 7.505 ; 43.798.398 ;
144;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 255 ; 1.664.691 ; 57 ; 1.879.467 ; 1.112 ; 4.792.533 ; 6.945 ; 17.707.870 ; 8.369 ; 26.044.560 ; 1.068 ; 14.591.803 ; 34 ; 1.455.615 ; 1.102,0 ; 16.047.418 ; 9.471 ; 42.091.978 ;
145;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 546 ; 9.069.658 ; 137 ; 1.338.675 ; 1.046 ; 10.643.249 ; 1.730 ; 21.066.527 ; 1.084 ; 19.427.924 ; 27 ; 1.020.615 ; 1.111,0 ; 20.448.540 ; 2.841 ; 41.515.066 ;
146;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 189 ; 531.603 ; 3.142 ; 18.513.869 ; 3.331 ; 19.045.473 ; 1.156 ; 18.350.082 ; 26 ; 311.441 ; 1.182,0 ; 18.661.522 ; 4.513 ; 37.706.995 ;
147;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 6 ; 36.928 ; 183 ; 292.208 ; 8.159 ; 16.987.966 ; 8.348 ; 17.317.102 ; 1.270 ; 16.861.225 ; 17 ; 121.981 ; 1.287,0 ; 16.983.206 ; 9.635 ; 34.300.308 ;
148;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 38 ; 201.739 ; 2.000 ; 14.471.312 ; 2.039 ; 14.683.108 ; 1.806 ; 14.374.892 ; 13 ; 97.908 ; 1.819,0 ; 14.472.800 ; 3.858 ; 29.155.908 ;
149;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1.387 ; 1.031.739 ; 8.378 ; 12.989.909 ; 9.765 ; 14.021.648 ; 1.922 ; 12.000.413 ; 1 ; 4.808 ; 1.923,0 ; 12.005.221 ; 11.688 ; 26.026.868 ;
150;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 184 ; 5.758.398 ; 37 ; 515.834 ; 686 ; 6.143.704 ; 907 ; 12.417.936 ; 487 ; 12.077.274 ; 23 ; 585.000 ; 510,0 ; 12.662.274 ; 1.417 ; 25.080.210 ;
151;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 643 ; 410.545 ; 4.180 ; 12.266.213 ; 4.823 ; 12.676.758 ; 731 ; 12.016.190 ; 7 ; 1.436 ; 738,0 ; 12.017.625 ; 5.561 ; 24.694.383 ;
152;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 20 ; 3.929.142 ; 60 ; 9.356.836 ; 80 ; 13.285.978 ; 3 ; 7.198.125 ; 3 ; 3.905.763 ; 6,0 ; 11.103.888 ; 86 ; 24.389.867 ;
153;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 864 ; 1.774.694 ; 1.835 ; 12.084.529 ; 2.699 ; 13.859.223 ; 1.151 ; 10.283.085 ;;; 1.151,0 ; 10.283.085 ; 3.850 ; 24.142.308 ;
154;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 454 ; 645.499 ; 5.348 ; 11.962.039 ; 5.802 ; 12.607.538 ; 815 ; 11.322.446 ; 1 ; 2.755 ; 816,0 ; 11.325.201 ; 6.618 ; 23.932.740 ;
155;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;; 11 ; 65.382 ; 3.235 ; 3.699.094 ; 6.601 ; 11.646.178 ; 9.847 ; 15.410.654 ; 822 ; 8.005.300 ;;; 822,0 ; 8.005.300 ; 10.669 ; 23.415.954 ;
156;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 16 ; 6.948.230 ; 23 ; 161.855 ; 41 ; 8.450.624 ; 1 ; 1.000.000 ; 9 ; 7.800.000 ; 10,0 ; 8.800.000 ; 51 ; 17.250.624 ;
157;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 403 ; 211.670 ; 9.105 ; 8.419.025 ; 9.508 ; 8.630.695 ; 1.088 ; 8.269.190 ; 2 ; 20.001 ; 1.090,0 ; 8.289.191 ; 10.598 ; 16.919.886 ;
158;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 729 ; 3.506.946 ; 1.213 ; 8.342.272 ; 1.942 ; 11.849.218 ; 347 ; 4.934.039 ; 2 ; 35.000 ; 349,0 ; 4.969.039 ; 2.291 ; 16.818.257 ;
159;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 2.725 ; 1.817.071 ; 8.502 ; 7.817.331 ; 11.227 ; 9.634.402 ; 312 ; 6.044.429 ;;; 312,0 ; 6.044.429 ; 11.539 ; 15.678.831 ;
160;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 60 ; 4.396.877 ; 5 ; 310.952 ; 177 ; 164.858 ; 804 ; 2.658.188 ; 1.046 ; 7.530.875 ; 32 ; 2.731.807 ; 35 ; 4.414.693 ; 67,0 ; 7.146.500 ; 1.113 ; 14.677.375 ;
161;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 2 ; 2.814 ; 336 ; 6.384.027 ; 338 ; 6.386.841 ; 216 ; 6.459.522 ; 3 ; 78.310 ; 219,0 ; 6.537.832 ; 557 ; 12.924.673 ;
162;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 3 ; 41.157 ; 105 ; 1.318.841 ; 31 ; 442.247 ; 522 ; 4.466.893 ; 661 ; 6.269.138 ; 512 ; 5.610.405 ; 10 ; 289.368 ; 522,0 ; 5.899.773 ; 1.183 ; 12.168.911 ;
163;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000 ; 13 ; 10.443.764 ;
164;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 196 ; 268.476 ; 1.896 ; 5.052.482 ; 2.092 ; 5.320.958 ; 583 ; 4.778.696 ; 8 ; 7.624 ; 591,0 ; 4.786.320 ; 2.683 ; 10.107.278 ;
165;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 511 ; 957.187 ; 68 ; 3.802.923 ; 580 ; 4.767.749 ; 6 ; 3.750.000 ; 4 ; 800.000 ; 10,0 ; 4.550.000 ; 590 ; 9.317.749 ;
166;62.090.873;INTL FCSTONE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 5 ; 279.927 ; 535 ; 4.284.517 ; 7 ; 65.233 ; 547 ; 4.629.678 ; 14 ; 339.000 ; 61 ; 4.278.301 ; 75,0 ; 4.617.301 ; 622 ; 9.246.979 ;
167;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 13 ; 144.379 ; 294 ; 839.853 ; 1.977 ; 3.651.234 ; 2.286 ; 4.654.418 ; 947 ; 3.452.177 ; 76 ; 513.966 ; 1.023,0 ; 3.966.143 ; 3.309 ; 8.620.561 ;
168;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 379 ; 416.906 ; 949 ; 4.190.851 ; 1.328 ; 4.607.757 ; 577 ; 3.799.530 ; 7 ; 3.952 ; 584,0 ; 3.803.482 ; 1.912 ; 8.411.239 ;
169;33.124.959;BANCO RURAL S.A.;;;;; 7 ; 196.160 ; 28 ; 6.991.637 ; 35 ; 7.187.797 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426 ; 78 ; 8.123.223 ;
170;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA; 10 ; 739.193 ; 21 ; 663.856 ; 18 ; 1.145.495 ; 236 ; 1.191.391 ; 285 ; 3.739.934 ; 77 ; 1.786.329 ; 21 ; 1.769.722 ; 98,0 ; 3.556.051 ; 383 ; 7.295.985 ;
171;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 669 ; 810.286 ; 1.204 ; 3.367.302 ; 1.873 ; 4.177.588 ; 132 ; 2.635.630 ; 1 ; 4.517 ; 133,0 ; 2.640.146 ; 2.006 ; 6.817.734 ;
172;20.283.069;JN-MAXI CORRETORA DE C∂MBIO LTDA.;;;;; 1.633 ; 1.015.606 ; 3.608 ; 3.289.465 ; 5.241 ; 4.305.071 ; 231 ; 2.357.379 ; 1 ; 4.600 ; 232,0 ; 2.361.979 ; 5.473 ; 6.667.050 ;
173;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 220 ; 537.206 ; 568 ; 3.086.915 ; 788 ; 3.624.121 ; 174 ; 2.543.318 ;;; 174,0 ; 2.543.318 ; 962 ; 6.167.439 ;
174;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 3.277 ; 1.904.180 ; 3.301 ; 2.415.968 ; 6.578 ; 4.320.148 ; 42 ; 516.213 ; 2 ; 21.922 ; 44,0 ; 538.135 ; 6.622 ; 4.858.283 ;
175;21.040.668;EURODIVISAS DO BRASIL SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 658 ; 1.297.801 ; 616 ; 1.393.983 ; 1.274 ; 2.691.784 ; 25 ; 467.797 ; 3 ; 101.842 ; 28,0 ; 569.639 ; 1.302 ; 3.261.423 ;
176;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 7 ; 51.145 ; 4 ; 2.602 ; 284 ; 1.408.469 ; 295 ; 1.462.216 ; 197 ; 1.463.992 ;;; 197,0 ; 1.463.992 ; 492 ; 2.926.208 ;
177;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;; 1 ; 530 ; 28 ; 79.025 ; 29 ; 79.555 ; 39 ; 495.002 ; 9 ; 650.000 ; 48,0 ; 1.145.002 ; 77 ; 1.224.557 ;
178;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 94 ; 80.781 ; 319 ; 575.884 ; 413 ; 656.665 ; 46 ; 482.180 ;;; 46,0 ; 482.180 ; 459 ; 1.138.845 ;
179;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 29 ; 264.024 ; 29 ; 264.024 ; 1 ; 189.821 ; 1 ; 193.967 ; 2,0 ; 383.788 ; 31 ; 647.812 ;
180;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966 ; 8 ; 447.967 ;
181;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 23 ; 9.026 ; 51 ; 94.217 ; 74 ; 103.243 ; 3 ; 200.000 ;;; 3,0 ; 200.000 ; 77 ; 303.243 ;
182;40.161.713;POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 25 ; 59.118 ; 25 ; 59.118 ; 12 ; 59.068 ;;; 12,0 ; 59.068 ; 37 ; 118.185 ;
183;18.520.834;UBS BRASIL BANCO DE INVESTIMENTO S.A.;;;;;;; 1 ; 34.908 ; 1 ; 34.908 ; 1 ; 34.908 ;;; 1,0 ; 34.908 ; 2 ; 69.815 ;
184;33.042.953;CITIBANK N.A.;;;;; 12 ; 4.594 ; 36 ; 43.097 ; 48 ; 47.691 ;;;;; -   ; -   ; 48 ; 47.691 ;
185;33.918.160;GRADUAL CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 1 ; 100 ; 1 ; 100 ; 2 ; 200 ;;;;; -   ; -   ; 2 ; 200 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 424.649 ; 225.019.409.206 ; 1.324.891 ; 218.093.857.347 ; 1.893.307 ; 511.760.844.212 ; 3.217.102 ; 529.062.349.084 ; 6.859.949 ; 1.483.936.459.848 ; 476.914 ; 776.609.431.866 ; 476.914 ; 776.672.970.322 ; 953.828 ; 1.553.282.402.188 ; 7.813.777 ; 3.037.218.862.036 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 09.01.2015";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
