Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Dez/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
60;16.944.141;BROKER BRASIL CORRETORA DE C∂MBIO LTDA.; 50 ; 1.421.718 ; 2.766 ; 82.040.651 ; 1.743 ; 13.221.441 ; 10.532 ; 569.139.472 ; 15.091 ; 665.823.283 ; 11.980 ; 736.449.567 ; 1.220 ; 99.832.401 ; 13.200,0 ; 836.281.967 ; 28.291 ; 1.502.105.250 ;
61;92.856.905;ADVANCED CORRETORA DE C∂MBIO LTDA; 834 ; 24.017.281 ; 13.927 ; 425.095.376 ; 8.568 ; 118.281.476 ; 29.778 ; 280.999.235 ; 53.107 ; 848.393.367 ; 6.287 ; 604.421.730 ; 782 ; 39.649.133 ; 7.069,0 ; 644.070.862 ; 60.176 ; 1.492.464.229 ;
62;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 46 ; 218.908.020 ; 41 ; 84.130.163 ; 52 ; 432.414.361 ; 73 ; 7.893.470 ; 212 ; 743.346.014 ; 31 ; 61.452.185 ; 72 ; 633.091.000 ; 103,0 ; 694.543.185 ; 315 ; 1.437.889.198 ;
63;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 451 ; 334.367.040 ; 357 ; 375.200.125 ; 808 ; 709.567.165 ; 291 ; 377.318.300 ; 272 ; 336.485.490 ; 563,0 ; 713.803.790 ; 1.371 ; 1.423.370.955 ;
64;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 96 ; 25.450.874 ; 302 ; 20.357.214 ; 386 ; 12.441.863 ; 1.245 ; 81.786.125 ; 2.029 ; 140.036.075 ; 859 ; 657.324.458 ; 482 ; 586.714.447 ; 1.341,0 ; 1.244.038.905 ; 3.370 ; 1.384.074.980 ;
65;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 41 ; 1.399.661 ; 771 ; 18.294.495 ; 3.356 ; 19.318.729 ; 16.336 ; 154.197.323 ; 20.504 ; 193.210.208 ; 9.276 ; 668.779.571 ; 906 ; 517.089.463 ; 10.182,0 ; 1.185.869.033 ; 30.686 ; 1.379.079.241 ;
66;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 467 ; 9.498.752 ; 10.436 ; 286.602.875 ; 7.548 ; 115.817.356 ; 31.021 ; 384.992.286 ; 49.472 ; 796.911.269 ; 4.739 ; 550.336.090 ; 35 ; 3.987.804 ; 4.774,0 ; 554.323.894 ; 54.246 ; 1.351.235.163 ;
67;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 15 ; 279.018 ; 381 ; 4.249.686 ; 5.235 ; 156.772.103 ; 14.751 ; 607.143.609 ; 20.382 ; 768.444.417 ; 7.660 ; 521.909.098 ; 3.325 ; 55.345.276 ; 10.985,0 ; 577.254.374 ; 31.367 ; 1.345.698.790 ;
68;03.532.415;BANCO ABN AMRO S.A.; 140 ; 632.314.219 ; 3 ; 31.244.941 ; 19 ; 14.921.954 ; 53 ; 8.058.932 ; 215 ; 686.540.046 ; 11 ; 10.604.000 ; 183 ; 618.393.000 ; 194,0 ; 628.997.000 ; 409 ; 1.315.537.046 ;
69;61.024.352;BANCO INDUSVAL S.A.; 723 ; 338.785.272 ; 551 ; 70.052.302 ; 182 ; 7.409.815 ; 1.004 ; 98.333.830 ; 2.460 ; 514.581.219 ; 363 ; 330.175.698 ; 545 ; 407.478.845 ; 908,0 ; 737.654.543 ; 3.368 ; 1.252.235.762 ;
70;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 715 ; 42.172.387 ; 15.142 ; 26.973.862 ; 32.715 ; 258.267.207 ; 48.572 ; 327.413.456 ; 13.111 ; 576.221.609 ; 1.216 ; 303.688.548 ; 14.327,0 ; 879.910.157 ; 62.899 ; 1.207.323.613 ;
71;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 7.402 ; 395.714.507 ; 3.309 ; 143.920.562 ; 1.502 ; 34.832.336 ; 4.144 ; 26.073.078 ; 16.357 ; 600.540.484 ; 255 ; 172.069.080 ; 987 ; 431.842.237 ; 1.242,0 ; 603.911.317 ; 17.599 ; 1.204.451.801 ;
72;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 113 ; 7.574.454 ; 2.746 ; 63.481.546 ; 4.542 ; 22.043.243 ; 21.639 ; 269.673.993 ; 29.040 ; 362.773.236 ; 12.400 ; 571.805.267 ; 6.400 ; 267.461.240 ; 18.800,0 ; 839.266.507 ; 47.840 ; 1.202.039.743 ;
73;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.469 ; 5.639.953 ; 27.546 ; 569.088.938 ; 29.015 ; 574.728.891 ; 4.718 ; 588.812.532 ; 205 ; 22.467.398 ; 4.923,0 ; 611.279.930 ; 33.938 ; 1.186.008.821 ;
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 530 ; 20.428.462 ; 10.757 ; 399.504.798 ; 4.154 ; 116.431.019 ; 12.652 ; 141.268.621 ; 28.093 ; 677.632.900 ; 3.139 ; 441.894.883 ; 93 ; 37.956.536 ; 3.232,0 ; 479.851.419 ; 31.325 ; 1.157.484.319 ;
75;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 589.368 ; 295 ; 333.901.143 ; 170 ; 147.116.130 ; 2.071 ; 113.439.426 ; 2.541 ; 595.046.067 ; 330 ; 425.910.000 ; 65 ; 126.521.684 ; 395,0 ; 552.431.684 ; 2.936 ; 1.147.477.752 ;
76;92.894.922;BANCO ORIGINAL S.A.; 116 ; 334.097.024 ; 204 ; 105.018.167 ; 33 ; 6.668.094 ; 605 ; 44.552.900 ; 958 ; 490.336.184 ; 77 ; 296.365.988 ; 63 ; 306.693.291 ; 140,0 ; 603.059.280 ; 1.098 ; 1.093.395.464 ;
77;61.186.680;BANCO BMG S.A.; 20 ; 40.758.063 ;;; 5 ; 8.311.320 ; 127 ; 469.182.624 ; 152 ; 518.252.008 ; 36 ; 494.446.229 ; 23 ; 72.456.188 ; 59,0 ; 566.902.418 ; 211 ; 1.085.154.426 ;
78;03.512.293;FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.; 21 ; 660.550 ; 71 ; 1.182.007 ; 1.105 ; 13.761.059 ; 3.682 ; 74.767.240 ; 4.879 ; 90.370.856 ; 6.735 ; 456.691.197 ; 1.544 ; 396.041.672 ; 8.279,0 ; 852.732.870 ; 13.158 ; 943.103.726 ;
79;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 238 ; 29.639.051 ; 520 ; 314.519.609 ; 507 ; 167.190.208 ; 1.268 ; 518.232.167 ; 321 ; 103.072.463 ; 259 ; 227.448.624 ; 580,0 ; 330.521.088 ; 1.848 ; 848.753.255 ;
80;60.889.128;BANCO SOFISA S.A.; 1.675 ; 349.977.273 ; 1.050 ; 65.354.729 ; 245 ; 26.494.224 ; 1.347 ; 90.513.768 ; 4.317 ; 532.339.994 ; 150 ; 58.486.285 ; 83 ; 256.371.594 ; 233,0 ; 314.857.879 ; 4.550 ; 847.197.873 ;
81;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 3.417 ; 218.408.560 ; 3.494 ; 126.776.641 ; 1.433 ; 51.841.447 ; 2.494 ; 162.632.396 ; 10.838 ; 559.659.045 ; 252 ; 139.438.052 ; 161 ; 120.327.160 ; 413,0 ; 259.765.212 ; 11.251 ; 819.424.256 ;
82;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 345 ; 237.827.296 ; 444 ; 63.710.047 ; 214 ; 4.456.128 ; 486 ; 57.099.834 ; 1.489 ; 363.093.305 ; 187 ; 144.691.741 ; 230 ; 260.595.221 ; 417,0 ; 405.286.961 ; 1.906 ; 768.380.266 ;
83;59.285.411;BANCO PAN S.A.; 186 ; 224.823.052 ;;; 70 ; 2.552.686 ; 313 ; 146.451.974 ; 569 ; 373.827.712 ; 7 ; 178.634.503 ; 123 ; 214.740.000 ; 130,0 ; 393.374.503 ; 699 ; 767.202.214 ;
84;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 48 ; 24.657.638 ; 188 ; 42.514.498 ; 178 ; 154.430.460 ; 757 ; 244.452.560 ; 1.171 ; 466.055.157 ; 217 ; 195.376.385 ; 106 ; 88.675.744 ; 323,0 ; 284.052.129 ; 1.494 ; 750.107.286 ;
85;10.690.848;BANCO DA CHINA BRASIL S.A.; 58 ; 101.780.349 ; 148 ; 64.007.036 ; 174 ; 218.950.739 ; 298 ; 8.940.262 ; 678 ; 393.678.386 ; 67 ; 34.759.976 ; 116 ; 282.588.268 ; 183,0 ; 317.348.244 ; 861 ; 711.026.630 ;
86;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 836 ; 192.599.296 ; 1.451 ; 107.453.225 ; 103 ; 45.139.723 ; 649 ; 28.078.578 ; 3.039 ; 373.270.822 ; 528 ; 113.881.881 ; 379 ; 222.848.765 ; 907,0 ; 336.730.646 ; 3.946 ; 710.001.468 ;
87;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 1.713 ; 77.575.401 ; 1.445 ; 1.803.542 ; 6.837 ; 273.342.117 ; 9.995 ; 352.721.060 ; 1.272 ; 350.166.968 ; 5 ; 1.168.329 ; 1.277,0 ; 351.335.297 ; 11.272 ; 704.056.357 ;
88;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 135 ; 1.971.848 ; 5.998 ; 158.343.971 ; 4.436 ; 46.225.179 ; 14.932 ; 148.008.752 ; 25.501 ; 354.549.750 ; 4.963 ; 280.795.719 ; 231 ; 22.618.409 ; 5.194,0 ; 303.414.128 ; 30.695 ; 657.963.878 ;
89;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 77 ; 1.351.002 ; 2.788 ; 114.219.603 ; 1.066 ; 6.514.466 ; 40.389 ; 202.438.081 ; 44.320 ; 324.523.151 ; 7.939 ; 315.030.605 ; 60 ; 6.325.596 ; 7.999,0 ; 321.356.200 ; 52.319 ; 645.879.351 ;
90;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 580 ; 218.987.461 ; 869 ; 16.305.227 ; 6.759 ; 84.612.156 ; 8.208 ; 319.904.844 ; 250 ; 303.556.711 ; 8 ; 16.428.956 ; 258,0 ; 319.985.667 ; 8.466 ; 639.890.511 ;
91;02.318.507;BANCO KEB DO BRASIL S.A.; 6 ; 1.412.554 ; 161 ; 84.581.218 ; 438 ; 144.111.536 ; 3.189 ; 132.272.933 ; 3.794 ; 362.378.242 ; 171 ; 169.789.942 ; 71 ; 98.695.414 ; 242,0 ; 268.485.356 ; 4.036 ; 630.863.598 ;
92;07.679.404;BANCO TOPµZIO S.A.; 162 ; 16.356.555 ; 53 ; 804.471 ; 65 ; 5.470.600 ; 991 ; 280.452.042 ; 1.271 ; 303.083.668 ; 510 ; 275.763.684 ; 87 ; 16.387.605 ; 597,0 ; 292.151.289 ; 1.868 ; 595.234.957 ;
93;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 4.179 ; 221.613.434 ; 42 ; 1.099.667 ; 2.619 ; 63.408.207 ; 6.840 ; 286.121.307 ; 2.232 ; 285.752.719 ; 22 ; 1.820.429 ; 2.254,0 ; 287.573.148 ; 9.094 ; 573.694.455 ;
94;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 355 ; 7.572.784 ; 8.429 ; 189.185.920 ; 1.561 ; 35.585.401 ; 7.733 ; 75.677.355 ; 18.078 ; 308.021.461 ; 3.602 ; 225.587.536 ; 51 ; 3.893.643 ; 3.653,0 ; 229.481.179 ; 21.731 ; 537.502.640 ;
95;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 7 ; 111.296 ; 560 ; 8.045.117 ; 4.591 ; 18.245.458 ; 18.334 ; 197.917.323 ; 23.492 ; 224.319.194 ; 8.509 ; 231.671.733 ; 423 ; 44.008.237 ; 8.932,0 ; 275.679.970 ; 32.424 ; 499.999.164 ;
96;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 57 ; 37.892.731 ; 138 ; 25.770.350 ; 76 ; 14.905.315 ; 574 ; 8.082.771 ; 845 ; 86.651.167 ; 84 ; 191.202.625 ; 56 ; 210.830.126 ; 140,0 ; 402.032.751 ; 985 ; 488.683.919 ;
97;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 83 ; 1.609.562 ; 5.149 ; 21.681.701 ; 12.550 ; 238.607.789 ; 17.782 ; 261.899.052 ; 6.887 ; 220.218.302 ; 68 ; 1.618.312 ; 6.955,0 ; 221.836.614 ; 24.737 ; 483.735.665 ;
98;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 526 ; 800.171 ; 2.384 ; 66.874.729 ; 2.910 ; 67.674.900 ; 3.469 ; 222.731.145 ; 1.024 ; 156.647.046 ; 4.493,0 ; 379.378.191 ; 7.403 ; 447.053.091 ;
99;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 62.461 ; 1.486 ; 12.689.545 ; 4.787 ; 61.716.194 ; 6.274 ; 74.468.199 ; 1.975 ; 174.107.130 ; 490 ; 124.946.387 ; 2.465,0 ; 299.053.517 ; 8.739 ; 373.521.716 ;
100;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 177 ; 3.012.209 ; 3.316 ; 72.726.266 ; 1.171 ; 17.025.857 ; 7.575 ; 92.679.616 ; 12.239 ; 185.443.948 ; 6.549 ; 165.354.139 ; 755 ; 20.068.155 ; 7.304,0 ; 185.422.295 ; 19.543 ; 370.866.242 ;
101;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 398 ; 6.538.969 ; 2.905 ; 3.579.057 ; 21.201 ; 54.448.551 ; 24.507 ; 64.774.942 ; 2.988 ; 180.083.724 ; 622 ; 122.924.589 ; 3.610,0 ; 303.008.313 ; 28.117 ; 367.783.255 ;
102;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 2 ; 91.105 ; 78 ; 388.936 ; 443 ; 864.844 ; 61.666 ; 173.800.495 ; 62.189 ; 175.145.379 ; 3.197 ; 173.914.383 ; 9 ; 698.242 ; 3.206,0 ; 174.612.625 ; 65.395 ; 349.758.004 ;
103;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 138 ; 1.560.247 ; 3.657 ; 77.159.076 ; 879 ; 14.137.927 ; 5.787 ; 86.494.420 ; 10.461 ; 179.351.671 ; 9.262 ; 153.870.336 ; 177 ; 5.932.920 ; 9.439,0 ; 159.803.255 ; 19.900 ; 339.154.926 ;
104;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 2.484 ; 117.184.059 ; 79 ; 1.874.898 ; 1.138 ; 39.840.842 ; 3.708 ; 159.071.048 ; 1.943 ; 156.056.769 ; 18 ; 1.066.637 ; 1.961,0 ; 157.123.406 ; 5.669 ; 316.194.454 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 343 ; 7.551.568 ; 4.461 ; 10.681.319 ; 17.561 ; 112.737.934 ; 22.365 ; 130.970.821 ; 3.733 ; 145.219.547 ; 351 ; 35.671.907 ; 4.084,0 ; 180.891.454 ; 26.449 ; 311.862.274 ;
106;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 17 ; 1.084.244 ; 674 ; 62.052.710 ; 1.098 ; 32.621.533 ; 1.789 ; 95.758.487 ; 577 ; 93.832.162 ; 936 ; 118.906.929 ; 1.513,0 ; 212.739.090 ; 3.302 ; 308.497.577 ;
107;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 161 ; 7.287.166 ; 841 ; 1.278.350 ; 1.133 ; 139.719.247 ; 2.135 ; 148.284.763 ; 4.359 ; 148.989.513 ; 50 ; 2.677.933 ; 4.409,0 ; 151.667.446 ; 6.544 ; 299.952.209 ;
108;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 338 ; 6.560.780 ; 1.959 ; 38.075.227 ; 1.373 ; 17.921.165 ; 7.443 ; 93.425.155 ; 11.113 ; 155.982.327 ; 3.294 ; 113.959.695 ; 144 ; 6.824.435 ; 3.438,0 ; 120.784.130 ; 14.551 ; 276.766.456 ;
109;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 76 ; 3.507.987 ; 903 ; 1.968.379 ; 8.553 ; 119.646.122 ; 9.532 ; 125.122.489 ; 3.590 ; 125.258.372 ; 53 ; 4.031.887 ; 3.643,0 ; 129.290.259 ; 13.175 ; 254.412.748 ;
110;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 203 ; 7.497.955 ; 2.467 ; 66.975.854 ; 1.176 ; 5.644.014 ; 7.738 ; 50.187.741 ; 11.584 ; 130.305.563 ; 5.625 ; 105.065.700 ; 43 ; 1.236.172 ; 5.668,0 ; 106.301.871 ; 17.252 ; 236.607.434 ;
111;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 31 ; 433.977 ; 1.452 ; 47.802.069 ; 1.090 ; 3.555.370 ; 4.881 ; 44.693.717 ; 7.454 ; 96.485.133 ; 3.382 ; 113.713.347 ; 341 ; 25.172.920 ; 3.723,0 ; 138.886.267 ; 11.177 ; 235.371.401 ;
112;59.118.133;BANCO LUSO BRASILEIRO S.A.; 33 ; 8.432.128 ; 679 ; 54.184.785 ; 89 ; 21.103.064 ; 409 ; 21.602.361 ; 1.210 ; 105.322.338 ; 388 ; 85.917.432 ; 151 ; 39.681.112 ; 539,0 ; 125.598.544 ; 1.749 ; 230.920.882 ;
113;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 80 ; 24.571.677 ; 45 ; 1.489.449 ; 267 ; 73.371.657 ; 149 ; 32.888.322 ; 541 ; 132.321.104 ; 47 ; 18.338.024 ; 107 ; 78.026.454 ; 154,0 ; 96.364.478 ; 695 ; 228.685.582 ;
114;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 7 ; 204.191 ; 1.205 ; 33.533.245 ; 1.754 ; 14.470.731 ; 23.015 ; 60.693.981 ; 25.981 ; 108.902.148 ; 2.807 ; 90.085.299 ; 375 ; 10.443.914 ; 3.182,0 ; 100.529.213 ; 29.163 ; 209.431.360 ;
115;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 6 ; 60.094 ; 5.593 ; 8.944.196 ; 13.456 ; 100.206.538 ; 19.059 ; 109.519.223 ; 2.781 ; 92.270.246 ; 243 ; 878.856 ; 3.024,0 ; 93.149.102 ; 22.083 ; 202.668.325 ;
116;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 16 ; 454.962 ; 806 ; 20.860.631 ; 1.019 ; 25.602.167 ; 7.164 ; 67.181.761 ; 9.005 ; 114.099.520 ; 1.521 ; 69.764.019 ; 136 ; 7.820.064 ; 1.657,0 ; 77.584.082 ; 10.662 ; 191.683.603 ;
117;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 2 ; 32.542 ; 2.297 ; 69.840.743 ; 111 ; 964.883 ; 5.922 ; 21.726.637 ; 8.332 ; 92.564.805 ; 3.110 ; 91.716.633 ; 79 ; 1.134.231 ; 3.189,0 ; 92.850.864 ; 11.521 ; 185.415.669 ;
118;33.042.151;BANCO DE LA NACION ARGENTINA; 72 ; 38.467.801 ; 84 ; 7.821.946 ; 3.661 ; 5.295.124 ; 1.167 ; 1.530.884 ; 4.984 ; 53.115.755 ; 57 ; 47.220.005 ; 115 ; 82.036.277 ; 172,0 ; 129.256.282 ; 5.156 ; 182.372.037 ;
119;04.902.979;BANCO DA AMAZONIA S.A.; 419 ; 57.366.697 ; 347 ; 25.822.738 ; 235 ; 4.660.667 ; 609 ; 4.551.505 ; 1.610 ; 92.401.607 ; 86 ; 27.561.921 ; 172 ; 57.453.715 ; 258,0 ; 85.015.636 ; 1.868 ; 177.417.243 ;
120;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;; 1 ; 5.354 ; 1.362 ; 8.140.006 ; 4.266 ; 64.273.865 ; 5.629 ; 72.419.225 ; 3.633 ; 79.897.860 ; 283 ; 23.591.948 ; 3.916,0 ; 103.489.808 ; 9.545 ; 175.909.033 ;
121;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 221 ; 42.432.560 ; 245 ; 7.527.363 ; 60 ; 18.603.259 ; 150 ; 7.010.586 ; 676 ; 75.573.768 ; 20 ; 12.543.633 ; 64 ; 58.130.312 ; 84,0 ; 70.673.945 ; 760 ; 146.247.714 ;
122;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 18 ; 725.521 ; 295 ; 7.080.734 ; 672 ; 7.147.880 ; 8.277 ; 61.997.931 ; 9.262 ; 76.952.066 ; 1.179 ; 64.622.168 ; 41 ; 3.184.847 ; 1.220,0 ; 67.807.014 ; 10.482 ; 144.759.080 ;
123;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 2.397 ; 5.428.726 ; 8.589 ; 70.311.929 ; 10.986 ; 75.740.655 ; 4.639 ; 65.127.610 ; 23 ; 114.080 ; 4.662,0 ; 65.241.690 ; 15.648 ; 140.982.345 ;
124;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 569 ; 28.389.389 ; 49 ; 137.365 ; 1.019 ; 24.677.224 ; 1.637 ; 53.203.978 ; 1.810 ; 62.174.732 ; 84 ; 9.265.947 ; 1.894,0 ; 71.440.679 ; 3.531 ; 124.644.657 ;
125;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 49 ; 376.025 ; 1.484 ; 1.011.881 ; 13.281 ; 35.489.844 ; 14.814 ; 36.877.750 ; 2.575 ; 59.033.662 ; 231 ; 24.160.519 ; 2.806,0 ; 83.194.181 ; 17.620 ; 120.071.931 ;
126;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 2.944 ; 22.930.258 ; 5.360 ; 57.494.654 ; 8.305 ; 80.432.312 ; 1.558 ; 36.294.694 ; 37 ; 1.610.571 ; 1.595,0 ; 37.905.265 ; 9.900 ; 118.337.576 ;
127;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 135 ; 4.124.222 ; 718 ; 14.867.927 ; 1.309 ; 3.397.615 ; 13.034 ; 32.864.706 ; 15.196 ; 55.254.469 ; 1.907 ; 42.994.448 ; 68 ; 2.728.750 ; 1.975,0 ; 45.723.198 ; 17.171 ; 100.977.667 ;
128;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 1.895 ; 5.313.750 ; 5.749 ; 46.276.848 ; 7.644 ; 51.590.598 ; 2.930 ; 43.599.065 ; 114 ; 2.527.025 ; 3.044,0 ; 46.126.090 ; 10.688 ; 97.716.688 ;
129;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705 ; 2.063 ; 90.705.458 ;
130;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.; 12 ; 97.775 ; 75 ; 1.166.731 ; 1.406 ; 5.015.020 ; 5.691 ; 38.925.097 ; 7.184 ; 45.204.622 ; 2.701 ; 36.048.544 ; 77 ; 912.002 ; 2.778,0 ; 36.960.546 ; 9.962 ; 82.165.168 ;
131;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 21 ; 15.060.000 ; 6 ; 102.451 ; 5 ; 853.563 ; 104 ; 26.413.799 ; 136 ; 42.429.813 ; 9 ; 24.314.386 ; 10 ; 13.242.830 ; 19,0 ; 37.557.216 ; 155 ; 79.987.029 ;
132;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 13 ; 334.762 ; 314 ; 3.620.066 ; 445 ; 7.258.480 ; 4.344 ; 32.903.273 ; 5.116 ; 44.116.582 ; 2.298 ; 30.626.740 ; 124 ; 1.669.296 ; 2.422,0 ; 32.296.036 ; 7.538 ; 76.412.618 ;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 24 ; 39.193 ; 3.338 ; 2.125.500 ; 25.149 ; 35.673.262 ; 28.511 ; 37.837.956 ; 1.052 ; 35.733.466 ; 64 ; 2.139.447 ; 1.116,0 ; 37.872.914 ; 29.627 ; 75.710.869 ;
134;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 9 ; 217.679 ; 911 ; 1.510.939 ; 5.359 ; 36.448.845 ; 6.279 ; 38.177.463 ; 962 ; 35.408.872 ; 29 ; 361.955 ; 991,0 ; 35.770.828 ; 7.270 ; 73.948.291 ;
135;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 1.341 ; 3.067.782 ; 3.995 ; 36.419.282 ; 5.336 ; 39.487.064 ; 2.434 ; 33.386.364 ; 2 ; 50.000 ; 2.436,0 ; 33.436.364 ; 7.772 ; 72.923.428 ;
136;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 57 ; 1.115.985 ; 829 ; 22.149.497 ; 92 ; 566.105 ; 2.043 ; 8.281.893 ; 3.021 ; 32.113.481 ; 1.622 ; 29.977.482 ; 68 ; 1.233.863 ; 1.690,0 ; 31.211.345 ; 4.711 ; 63.324.826 ;
137;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;; 25 ; 34.999 ; 280 ; 31.609.316 ; 305 ; 31.644.316 ; 992 ; 31.574.639 ;;; 992,0 ; 31.574.639 ; 1.297 ; 63.218.955 ;
138;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 9.470 ; 3.749.547 ; 28.086 ; 30.664.712 ; 37.556 ; 34.414.259 ; 681 ; 27.454.681 ; 3 ; 187.867 ; 684,0 ; 27.642.548 ; 38.240 ; 62.056.806 ;
139;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 225 ; 212.621 ; 4.193 ; 30.455.653 ; 4.418 ; 30.668.274 ; 1.898 ; 30.728.341 ; 48 ; 466.652 ; 1.946,0 ; 31.194.993 ; 6.364 ; 61.863.267 ;
