Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em MARÇO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
73;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 25 ; 18.049.500 ;;; 6 ; 7.200.000 ; 12 ; 181.427 ; 43 ; 25.430.927 ; 1 ; 3.750.000 ; 12 ; 28.750.000 ; 13 ; 32.500.000 ; 56 ; 57.930.927 ;;;;
74;15.114.366;BANCO BBM S/A; 19 ; 4.281.610 ; 2 ; 8.509.070 ; 5 ; 4.934.161 ; 37 ; 2.809.502 ; 63 ; 20.534.343 ; 6 ; 24.017.748 ; 5 ; 12.018.043 ; 11 ; 36.035.791 ; 74 ; 56.570.134 ;;;;
75;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 142 ; 530.504 ; 1.244 ; 27.940.207 ; 1.386 ; 28.470.711 ; 361 ; 27.095.929 ; 3 ; 54.500 ; 364 ; 27.150.429 ; 1.750 ; 55.621.140 ;;;;
76;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 338 ; 17.242.055 ; 313 ; 9.176.914 ; 138 ; 1.969.655 ; 243 ; 9.403.563 ; 1.032 ; 37.792.187 ; 24 ; 4.703.537 ; 15 ; 10.367.262 ; 39 ; 15.070.799 ; 1.071 ; 52.862.986 ;;;;
77;61.186.680;BANCO BMG S.A.;;;;; 1 ; 400 ; 13 ; 13.206.984 ; 14 ; 13.207.384 ; 4 ; 36.000.000 ;;; 4 ; 36.000.000 ; 18 ; 49.207.384 ;;;;
78;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 12 ; 5.284.900 ; 20 ; 5.405.425 ; 17 ; 3.567.593 ; 61 ; 13.090.108 ; 110 ; 27.348.026 ; 13 ; 17.627.651 ; 6 ; 3.877.020 ; 19 ; 21.504.672 ; 129 ; 48.852.697 ;;;;
79;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;;; 13 ; 342.165 ; 52 ; 19.585.155 ; 68 ; 3.165.776 ; 133 ; 23.093.097 ; 17 ; 4.558.605 ; 15 ; 20.288.729 ; 32 ; 24.847.334 ; 165 ; 47.940.430 ;;;;
80;19.307.785;MSB BANK S.A. BANCO DE CÂMBIO;;; 4 ; 159.589 ; 23 ; 8.174.295 ; 199 ; 3.907.465 ; 226 ; 12.241.349 ; 145 ; 15.048.642 ; 234 ; 20.599.220 ; 379 ; 35.647.861 ; 605 ; 47.889.210 ;;;;
81;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 23 ; 613.857 ; 455 ; 8.820.893 ; 190 ; 2.191.975 ; 1.610 ; 14.632.196 ; 2.278 ; 26.258.921 ; 521 ; 21.229.744 ; 10 ; 274.593 ; 531 ; 21.504.336 ; 2.809 ; 47.763.257 ;;;;
82;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 31 ; 371.977 ; 595 ; 11.587.828 ; 201 ; 5.897.801 ; 730 ; 11.152.408 ; 1.557 ; 29.010.014 ; 364 ; 17.582.518 ; 17 ; 1.097.873 ; 381 ; 18.680.391 ; 1.938 ; 47.690.405 ;;;;
83;02.318.507;BANCO KEB DO BRASIL S.A.;;; 10 ; 4.241.091 ; 41 ; 8.205.916 ; 410 ; 15.228.920 ; 461 ; 27.675.927 ; 11 ; 15.427.707 ; 5 ; 4.220.000 ; 16 ; 19.647.707 ; 477 ; 47.323.634 ;;;;
84;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 7 ; 83.187 ; 25 ; 452.129 ; 27 ; 20.492.943 ; 54 ; 16.652.874 ; 113 ; 37.681.133 ; 3 ; 2.001.407 ; 4 ; 6.751.433 ; 7 ; 8.752.840 ; 120 ; 46.433.973 ;;;;
85;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 8 ; 171.732 ; 521 ; 12.444.767 ; 218 ; 2.358.215 ; 1.063 ; 8.346.196 ; 1.810 ; 23.320.911 ; 473 ; 19.710.045 ; 30 ; 1.448.858 ; 503 ; 21.158.903 ; 2.313 ; 44.479.814 ;;;;
86;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 53 ; 6.907.825 ; 135 ; 10.278.682 ; 10 ; 322.281 ; 50 ; 1.301.530 ; 248 ; 18.810.318 ; 50 ; 10.942.860 ; 24 ; 6.564.311 ; 74 ; 17.507.171 ; 322 ; 36.317.489 ;;;;
87;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 2 ; 18.000.000 ;;; 2 ; 18.000.000 ;;; 2 ; 18.000.000 ; 2 ; 18.000.000 ; 4 ; 36.000.000 ;;;;
88;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 1 ; 11.567 ; 58 ; 668.350 ; 422 ; 1.455.488 ; 1.465 ; 14.580.788 ; 1.946 ; 16.716.193 ; 806 ; 16.433.367 ; 51 ; 2.592.111 ; 857 ; 19.025.478 ; 2.803 ; 35.741.671 ;;;;
89;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 3 ; 35.545 ; 140 ; 4.097.485 ; 173 ; 832.168 ; 570 ; 5.698.725 ; 886 ; 10.663.923 ; 495 ; 16.215.641 ; 47 ; 7.297.117 ; 542 ; 23.512.758 ; 1.428 ; 34.176.682 ;;;;
90;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 6 ; 17.176 ; 67 ; 15.585.968 ; 73 ; 15.603.144 ; 273 ; 15.668.651 ; 1 ; 100.000 ; 274 ; 15.768.651 ; 347 ; 31.371.795 ;;;;
91;92.894.922;BANCO ORIGINAL S.A.; 8 ; 4.926.194 ; 81 ; 14.464.851 ; 53 ; 324.028 ; 129 ; 1.022.853 ; 271 ; 20.737.926 ; 15 ; 9.227.010 ; 4 ; 493 ; 19 ; 9.227.503 ; 290 ; 29.965.429 ;;;;
92;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;;;; 154 ; 1.239.041 ; 338 ; 4.506.323 ; 492 ; 5.745.364 ; 192 ; 13.340.029 ; 44 ; 10.077.378 ; 236 ; 23.417.407 ; 728 ; 29.162.771 ;;;;
93;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 21 ; 228.263 ; 237 ; 4.721.841 ; 111 ; 2.434.251 ; 607 ; 6.848.627 ; 976 ; 14.232.983 ; 563 ; 11.943.390 ; 94 ; 2.794.389 ; 657 ; 14.737.779 ; 1.633 ; 28.970.762 ;;;;
94;33.042.151;BANCO DE LA NACION ARGENTINA; 8 ; 2.134.614 ; 10 ; 77.167 ; 350 ; 385.837 ; 124 ; 497.663 ; 492 ; 3.095.280 ; 10 ; 11.109.743 ; 9 ; 13.547.249 ; 19 ; 24.656.992 ; 511 ; 27.752.272 ;;;;
95;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 10 ; 309.527 ; 444 ; 2.107.456 ; 687 ; 12.611.207 ; 1.141 ; 15.028.191 ; 488 ; 10.876.757 ; 4 ; 75.378 ; 492 ; 10.952.135 ; 1.633 ; 25.980.326 ;;;;
96;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 6 ; 298.985 ; 6 ; 769.388 ; 35 ; 2.258.961 ; 80 ; 3.988.507 ; 127 ; 7.315.841 ; 31 ; 14.521.081 ; 11 ; 3.660.362 ; 42 ; 18.181.443 ; 169 ; 25.497.285 ;;;;
97;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 7 ; 106.002 ; 72 ; 1.333.032 ; 80 ; 493.200 ; 722 ; 10.881.937 ; 881 ; 12.814.171 ; 624 ; 12.074.379 ; 12 ; 439.000 ; 636 ; 12.513.379 ; 1.517 ; 25.327.550 ;;;;
98;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 20 ; 432.086 ; 207 ; 4.604.974 ; 144 ; 541.295 ; 769 ; 6.914.451 ; 1.140 ; 12.492.807 ; 789 ; 10.543.379 ; 2 ; 65.637 ; 791 ; 10.609.016 ; 1.931 ; 23.101.823 ;;;;
99;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 8 ; 9.000.000 ; 2 ; 10.170 ; 3 ; 23.627 ; 12 ; 1.735.594 ; 25 ; 10.769.391 ; 6 ; 2.148.726 ; 16 ; 8.500.000 ; 22 ; 10.648.726 ; 47 ; 21.418.116 ;;;;
100;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 10.581 ; 35 ; 849.981 ; 583 ; 841.485 ; 1.452 ; 7.555.331 ; 2.071 ; 9.257.378 ; 361 ; 9.808.356 ; 24 ; 2.236.147 ; 385 ; 12.044.503 ; 2.456 ; 21.301.881 ;;;;
101;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 12 ; 133.030 ; 254 ; 5.382.435 ; 83 ; 852.961 ; 458 ; 4.430.874 ; 807 ; 10.799.299 ; 818 ; 9.542.128 ; 33 ; 714.609 ; 851 ; 10.256.737 ; 1.658 ; 21.056.036 ;;;;
102;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 23 ; 497.880 ; 363 ; 587.563 ; 1.721 ; 4.002.044 ; 2.107 ; 5.087.487 ; 221 ; 8.874.943 ; 46 ; 4.982.819 ; 267 ; 13.857.762 ; 2.374 ; 18.945.250 ;;;;
103;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 194 ; 8.073.087 ; 18 ; 320.121 ; 78 ; 1.215.355 ; 290 ; 9.608.562 ; 155 ; 9.073.530 ; 3 ; 110.221 ; 158 ; 9.183.751 ; 448 ; 18.792.314 ;;;;
104;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 24 ; 409.527 ; 148 ; 3.585.858 ; 210 ; 2.194.512 ; 556 ; 4.989.656 ; 938 ; 11.179.552 ; 226 ; 6.596.317 ; 6 ; 597.433 ; 232 ; 7.193.751 ; 1.170 ; 18.373.303 ;;;;
105;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;;; 105 ; 3.662.197 ; 166 ; 740.851 ; 1.677 ; 4.518.005 ; 1.948 ; 8.921.053 ; 262 ; 8.030.854 ; 36 ; 657.202 ; 298 ; 8.688.056 ; 2.246 ; 17.609.109 ;;;;
106;59.285.411;BANCO PAN S.A.; 11 ; 3.650.585 ;;; 6 ; 532.177 ; 24 ; 647.769 ; 41 ; 4.830.530 ;;; 8 ; 12.480.000 ; 8 ; 12.480.000 ; 49 ; 17.310.530 ;;;;
107;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 3 ; 59.201 ; 148 ; 4.016.194 ; 14 ; 76.146 ; 530 ; 4.095.256 ; 695 ; 8.246.798 ; 389 ; 8.113.738 ; 10 ; 126.538 ; 399 ; 8.240.275 ; 1.094 ; 16.487.073 ;;;;
108;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 24 ; 1.148.741 ; 58 ; 384.168 ; 480 ; 5.702.289 ; 562 ; 7.235.199 ; 11 ; 7.342.959 ; 2 ; 1.078.525 ; 13 ; 8.421.484 ; 575 ; 15.656.683 ;;;;
109;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 136 ; 1.012.313 ; 257 ; 3.557.262 ; 393 ; 4.569.574 ; 299 ; 6.384.955 ; 44 ; 3.859.138 ; 343 ; 10.244.094 ; 736 ; 14.813.668 ;;;;
110;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 9 ; 481.570 ; 66 ; 98.952 ; 501 ; 5.956.095 ; 576 ; 6.536.617 ; 295 ; 7.161.370 ; 7 ; 832.000 ; 302 ; 7.993.370 ; 878 ; 14.529.987 ;;;;
111;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 4 ; 5.797 ; 215 ; 193.450 ; 3.501 ; 6.735.095 ; 3.720 ; 6.934.341 ; 291 ; 6.545.000 ;;; 291 ; 6.545.000 ; 4.011 ; 13.479.341 ;;;;
112;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 2 ; 200.000 ; 31 ; 554.204 ; 66 ; 1.353.998 ; 665 ; 5.543.773 ; 764 ; 7.651.975 ; 151 ; 5.167.399 ; 14 ; 608.807 ; 165 ; 5.776.205 ; 929 ; 13.428.180 ;;;;
113;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 113 ; 4.434.068 ;;; 55 ; 470.484 ; 168 ; 4.904.552 ; 135 ; 5.645.535 ; 6 ; 616.359 ; 141 ; 6.261.894 ; 309 ; 11.166.446 ;;;;
114;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;;; 33 ; 1.021.301 ; 2 ; 5.513 ; 182 ; 4.506.247 ; 217 ; 5.533.061 ; 138 ; 5.526.411 ; 1 ; 1.492 ; 139 ; 5.527.903 ; 356 ; 11.060.964 ;;;;
115;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 4 ; 2.195.000 ; 5 ; 404.748 ; 32 ; 2.670.665 ; 21 ; 270.798 ; 62 ; 5.541.212 ; 7 ; 411.193 ; 14 ; 4.510.994 ; 21 ; 4.922.187 ; 83 ; 10.463.399 ;;;;
116;04.902.979;BANCO DA AMAZONIA S.A.; 33 ; 2.551.678 ; 30 ; 2.784.263 ; 21 ; 177.018 ; 63 ; 330.063 ; 147 ; 5.843.022 ; 7 ; 2.275.544 ; 10 ; 2.020.000 ; 17 ; 4.295.544 ; 164 ; 10.138.566 ;;;;
117;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 1 ; 2.500 ; 295 ; 505.172 ; 704 ; 4.843.101 ; 1.000 ; 5.350.773 ; 250 ; 4.479.449 ; 10 ; 18.126 ; 260 ; 4.497.576 ; 1.260 ; 9.848.349 ;;;;
118;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 19 ; 636.551 ; 68 ; 1.370.776 ; 187 ; 328.828 ; 1.108 ; 2.393.989 ; 1.382 ; 4.730.143 ; 238 ; 3.345.759 ; 15 ; 539.589 ; 253 ; 3.885.349 ; 1.635 ; 8.615.492 ;;;;
119;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 39 ; 765.239 ; 19 ; 24.906 ; 81 ; 3.369.412 ; 139 ; 4.159.556 ; 253 ; 4.129.772 ; 1 ; 18.789 ; 254 ; 4.148.560 ; 393 ; 8.308.116 ;;;;
120;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 54.999 ; 37 ; 821.599 ; 33 ; 973.305 ; 449 ; 2.668.866 ; 520 ; 4.518.768 ; 89 ; 3.019.617 ; 11 ; 560.768 ; 100 ; 3.580.385 ; 620 ; 8.099.154 ;;;;
121;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;;;; 2 ; 259 ; 2 ; 259 ; 13 ; 4.013.863 ; 9 ; 4.013.370 ; 22 ; 8.027.233 ; 24 ; 8.027.492 ;;;;
122;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 8 ; 75.343 ; 13 ; 331.787 ; 119 ; 731.173 ; 371 ; 3.476.636 ; 511 ; 4.614.939 ; 265 ; 3.119.139 ; 14 ; 117.506 ; 279 ; 3.236.645 ; 790 ; 7.851.584 ;;;;
123;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;;;; 262 ; 538.111 ; 543 ; 3.913.694 ; 805 ; 4.451.805 ; 339 ; 3.382.720 ; 1 ; 14.900 ; 340 ; 3.397.620 ; 1.145 ; 7.849.425 ;;;;
124;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 166 ; 155.988 ; 1.008 ; 2.312.348 ; 1.174 ; 2.468.336 ; 235 ; 3.665.368 ; 18 ; 1.441.296 ; 253 ; 5.106.663 ; 1.427 ; 7.575.000 ;;;;
125;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 200 ; 619.828 ; 376 ; 3.463.552 ; 576 ; 4.083.380 ; 331 ; 3.079.267 ; 15 ; 227.964 ; 346 ; 3.307.231 ; 922 ; 7.390.610 ;;;;
126;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 44 ; 189.047 ; 229 ; 3.233.944 ; 273 ; 3.422.991 ; 264 ; 3.151.368 ; 7 ; 131.331 ; 271 ; 3.282.699 ; 544 ; 6.705.690 ;;;;
127;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 16 ; 3.340.862 ; 11 ; 217.419 ; 7 ; 368.800 ; 15 ; 126.057 ; 49 ; 4.053.139 ; 1 ; 250.000 ; 6 ; 2.000.000 ; 7 ; 2.250.000 ; 56 ; 6.303.139 ;;;;
128;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 14 ; 2.818.059 ;;; 4 ; 44.773 ; 109 ; 398.925 ; 127 ; 3.261.758 ; 6 ; 255.453 ; 14 ; 2.700.000 ; 20 ; 2.955.453 ; 147 ; 6.217.210 ;;;;
129;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 233 ; 1.670.588 ; 288 ; 3.117.975 ; 521 ; 4.788.563 ; 94 ; 1.389.326 ; 3 ; 7.833 ; 97 ; 1.397.159 ; 618 ; 6.185.723 ;;;;
130;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 400 ; 2.952.872 ; 3 ; 18.515 ; 403 ; 2.971.387 ; 3 ; 18.522 ; 28 ; 2.952.875 ; 31 ; 2.971.397 ; 434 ; 5.942.783 ;;;;
131;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 5.250 ; 98 ; 249.751 ; 274 ; 2.733.853 ; 373 ; 2.988.854 ; 109 ; 2.504.935 ; 8 ; 33.505 ; 117 ; 2.538.441 ; 490 ; 5.527.294 ;;;;
132;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.049 ; 354.530 ; 2.462 ; 2.460.640 ; 3.511 ; 2.815.170 ; 71 ; 2.100.106 ;;; 71 ; 2.100.106 ; 3.582 ; 4.915.276 ;;;;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;;; 453 ; 245.268 ; 1.691 ; 2.125.283 ; 2.144 ; 2.370.551 ; 78 ; 1.980.738 ; 10 ; 244.000 ; 88 ; 2.224.738 ; 2.232 ; 4.595.289 ;;;;
134;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 7 ; 246.896 ; 75 ; 1.613.140 ; 16 ; 60.159 ; 139 ; 252.846 ; 237 ; 2.173.042 ; 150 ; 1.794.601 ; 13 ; 235.498 ; 163 ; 2.030.098 ; 400 ; 4.203.140 ;;;;
135;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 2 ; 28.388 ; 26 ; 161.076 ; 45 ; 211.389 ; 320 ; 1.869.056 ; 393 ; 2.269.909 ; 190 ; 1.853.781 ; 23 ; 68.031 ; 213 ; 1.921.812 ; 606 ; 4.191.720 ;;;;
136;07.679.404;BANCO TOPÁZIO S.A.; 10 ; 724.770 ; 2 ; 10.670 ; 43 ; 217.061 ; 41 ; 1.373.454 ; 96 ; 2.325.956 ; 8 ; 1.123.000 ; 10 ; 662.000 ; 18 ; 1.785.000 ; 114 ; 4.110.956 ;;;;
137;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 112 ; 305.733 ; 235 ; 2.051.257 ; 347 ; 2.356.990 ; 176 ; 1.726.947 ;;; 176 ; 1.726.947 ; 523 ; 4.083.937 ;;;;
138;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 208 ; 168.077 ; 866 ; 2.243.294 ; 1.074 ; 2.411.370 ; 29 ; 1.423.655 ;;; 29 ; 1.423.655 ; 1.103 ; 3.835.025 ;;;;
139;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 16 ; 613.947 ; 5 ; 23.184 ; 68 ; 986.165 ; 89 ; 1.623.296 ; 59 ; 1.614.188 ; 3 ; 33.911 ; 62 ; 1.648.099 ; 151 ; 3.271.395 ;;;;
140;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 17 ; 1.229.092 ;;; 6 ; 81.468 ; 23 ; 1.310.560 ; 16 ; 1.310.414 ;;; 16 ; 1.310.414 ; 39 ; 2.620.974 ;;;;
141;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 18 ; 10.907 ; 663 ; 1.198.195 ; 681 ; 1.209.102 ; 119 ; 1.222.935 ;;; 119 ; 1.222.935 ; 800 ; 2.432.037 ;;;;
142;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 165 ; 687.698 ; 183 ; 1.173.763 ; 348 ; 1.861.461 ; 70 ; 498.774 ;;; 70 ; 498.774 ; 418 ; 2.360.235 ;;;;
143;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 95 ; 297.153 ; 242 ; 1.110.648 ; 337 ; 1.407.801 ; 68 ; 826.864 ;;; 68 ; 826.864 ; 405 ; 2.234.665 ;;;;
144;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 21 ; 16.266 ; 180 ; 1.051.551 ; 201 ; 1.067.817 ; 140 ; 1.104.651 ; 8 ; 55.223 ; 148 ; 1.159.874 ; 349 ; 2.227.690 ;;;;
145;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 86 ; 314.709 ; 169 ; 1.104.906 ; 255 ; 1.419.614 ; 147 ; 793.364 ;;; 147 ; 793.364 ; 402 ; 2.212.978 ;;;;
146;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 158 ; 126.558 ; 656 ; 1.082.597 ; 814 ; 1.209.155 ; 180 ; 956.388 ;;; 180 ; 956.388 ; 994 ; 2.165.543 ;;;;
147;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 15 ; 90.043 ; 3 ; 57.042 ; 80 ; 219.352 ; 400 ; 917.960 ; 498 ; 1.284.397 ; 73 ; 730.712 ; 3 ; 71.303 ; 76 ; 802.014 ; 574 ; 2.086.411 ;;;;
148;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;;;; 1 ; 53 ; 1 ; 53 ;;; 1 ; 2.000.000 ; 1 ; 2.000.000 ; 2 ; 2.000.053 ;;;;
149;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S/A;;;;; 3 ; 1.801.345 ; 5 ; 5.496 ; 8 ; 1.806.841 ;;;;; -   ; -   ; 8 ; 1.806.841 ;;;;
150;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;;;; 4 ; 12.571 ; 173 ; 872.789 ; 177 ; 885.360 ; 146 ; 860.129 ;;; 146 ; 860.129 ; 323 ; 1.745.489 ;;;;
151;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 112 ; 468.897 ; 152 ; 856.549 ; 264 ; 1.325.446 ; 44 ; 390.160 ;;; 44 ; 390.160 ; 308 ; 1.715.606 ;;;;
152;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 44 ; 39.536 ; 455 ; 857.236 ; 499 ; 896.772 ; 77 ; 806.490 ;;; 77 ; 806.490 ; 576 ; 1.703.263 ;;;;
153;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 540 ; 332.947 ; 980 ; 770.150 ; 1.520 ; 1.103.097 ; 69 ; 421.183 ;;; 69 ; 421.183 ; 1.589 ; 1.524.281 ;;;;
154;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 11 ; 226.713 ; 5 ; 95.955 ; 1 ; 151 ; 36 ; 478.738 ; 53 ; 801.556 ; 10 ; 538.084 ; 8 ; 144.480 ; 18 ; 682.564 ; 71 ; 1.484.120 ;;;;
155;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 587 ; 366.048 ; 757 ; 656.780 ; 1.344 ; 1.022.828 ; 20 ; 265.417 ;;; 20 ; 265.417 ; 1.364 ; 1.288.245 ;;;;
156;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 85 ; 99.564 ; 280 ; 576.873 ; 365 ; 676.438 ; 41 ; 468.024 ;;; 41 ; 468.024 ; 406 ; 1.144.462 ;;;;
157;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 94 ; 299.111 ; 126 ; 541.285 ; 220 ; 840.396 ; 58 ; 232.412 ; 1 ; 3.717 ; 59 ; 236.129 ; 279 ; 1.076.524 ;;;;
158;21.040.668;EURODIVISAS DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 216 ; 406.549 ; 221 ; 524.020 ; 437 ; 930.569 ; 14 ; 59.666 ;;; 14 ; 59.666 ; 451 ; 990.235 ;;;;
159;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 6 ; 81.894 ; 5 ; 73.324 ; 30 ; 326.936 ; 41 ; 482.154 ; 29 ; 378.217 ; 2 ; 14.837 ; 31 ; 393.054 ; 72 ; 875.208 ;;;;
160;16.657.210;CHLOE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 41 ; 19.473 ; 435 ; 408.396 ; 476 ; 427.869 ; 88 ; 409.115 ;;; 88 ; 409.115 ; 564 ; 836.985 ;;;;
161;14.388.334;PARANÁ BANCO S.A.; 2 ; 408.656 ; 1 ; 99.625 ;;; 2 ; 619 ; 5 ; 508.899 ;;; 1 ; 270.000 ; 1 ; 270.000 ; 6 ; 778.899 ;;;;
162;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 62 ; 132.535 ; 54 ; 367.377 ; 116 ; 499.912 ; 19 ; 248.937 ;;; 19 ; 248.937 ; 135 ; 748.849 ;;;;
163;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 12 ; 7.063 ; 167 ; 361.788 ; 179 ; 368.851 ; 54 ; 359.010 ;;; 54 ; 359.010 ; 233 ; 727.862 ;;;;
