Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas em Março/2025.;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
24;61.088.183;BANCO MIZUHO DO BRASIL S.A.;MIZUHO - PRUDENCIAL; 56 ; 207.111.235 ; 179 ; 43.991.667 ; 104 ; 334.522.083 ; 173 ; 223.878.536 ; 512 ; 809.503.521 ; 149 ; 1.357.071.545 ; 160 ; 1.628.683.302 ; 309 ; 2.985.754.847 ; 821 ; 3.795.258.368 ;
25;07.679.404;BANCO TOPÁZIO S.A.;BANCO TOPÁZIO S.A. - PRUDENCIAL; 130 ; 32.918.993 ; 757 ; 4.725.251 ; 33.826 ; 124.472.670 ; 68.075 ; 747.075.108 ; 102.788 ; 909.192.022 ; 700 ; 1.037.453.925 ; 2.742 ; 437.425.394 ; 3.442 ; 1.474.879.319 ; 106.230 ; 2.384.071.341 ;
26;31.872.495;BANCO C6 S.A.;BANCO C6 - PRUDENCIAL; 159 ; 156.209.441 ; 629 ; 159.293.486 ; 2.152 ; 364.302.375 ; 4.608 ; 348.729.482 ; 7.548 ; 1.028.534.784 ; 66 ; 484.501.931 ; 135 ; 824.635.265 ; 201 ; 1.309.137.196 ; 7.749 ; 2.337.671.980 ;
27;15.114.366;BANCO BOCOM BBM S.A.;BBM - PRUDENCIAL; 34 ; 12.510.119 ; 76 ; 22.040.818 ; 45 ; 172.051.548 ; 328 ; 308.874.962 ; 483 ; 515.477.447 ; 120 ; 881.916.179 ; 110 ; 800.177.404 ; 230 ; 1.682.093.583 ; 713 ; 2.197.571.030 ;
28;33.923.798;BANCO MASTER S/A;BANCO MASTER - PRUDENCIAL; 98 ; 93.257.236 ; 247 ; 310.572.238 ; 3.595 ; 271.706.301 ; 1.010 ; 120.370.151 ; 4.950 ; 795.905.926 ; 67 ; 631.305.017 ; 58 ; 592.824.394 ; 125 ; 1.224.129.411 ; 5.075 ; 2.020.035.337 ;
29;71.027.866;BANCO BS2 S.A.;BS2 - PRUDENCIAL; 444 ; 60.372.055 ; 2.026 ; 295.167.970 ; 4.681 ; 133.099.228 ; 7.460 ; 251.133.228 ; 14.611 ; 739.772.481 ; 137 ; 747.097.849 ; 122 ; 363.234.839 ; 259 ; 1.110.332.688 ; 14.870 ; 1.850.105.169 ;
30;78.632.767;OURIBANK S.A. BANCO MÚLTIPLO;OURIBANK - PRUDENCIAL; 729 ; 92.809.231 ; 4.095 ; 196.588.328 ; 66.789 ; 253.129.238 ; 377.311 ; 433.321.675 ; 448.924 ; 975.848.472 ; 993 ; 526.310.199 ; 6.924 ; 295.152.925 ; 7.917 ; 821.463.124 ; 456.841 ; 1.797.311.596 ;
31;62.232.889;BANCO DAYCOVAL S.A.;BCO DAYCOVAL S.A - PRUDENCIAL; 333 ; 136.204.550 ; 1.451 ; 182.484.062 ; 59.835 ; 351.992.571 ; 32.994 ; 241.603.229 ; 94.613 ; 912.284.412 ; 260 ; 412.587.093 ; 1.578 ; 428.362.622 ; 1.838 ; 840.949.715 ; 96.451 ; 1.753.234.127 ;
32;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL; 160 ; 327.716.476 ; 670 ; 50.424.442 ; 304 ; 96.871.124 ; 372 ; 218.188.703 ; 1.506 ; 693.200.745 ; 88 ; 405.316.671 ; 93 ; 545.990.503 ; 181 ; 951.307.174 ; 1.687 ; 1.644.507.919 ;
33;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; -   ; -   ; -   ; -   ; 18 ; 88.709.009 ; 82 ; 508.053.704 ; 100 ; 596.762.713 ; 11 ; 401.638.560 ; 18 ; 641.640.828 ; 29 ; 1.043.279.388 ; 129 ; 1.640.042.101 ;
34;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;CREDIT AGRICOLE - PRUDENCIAL; 8 ; 141.394.095 ; -   ; -   ; 10 ; 9.850.441 ; 54 ; 136.769.925 ; 72 ; 288.014.461 ; 65 ; 612.251.675 ; 63 ; 716.160.338 ; 128 ; 1.328.412.013 ; 200 ; 1.616.426.474 ;
35;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;WISE BRASIL CC - PRUDENCIAL; 7.667 ; 1.978.476 ; 320 ; 233.607 ; 1.282.325 ; 433.844.719 ; 1.507.258 ; 500.295.077 ; 2.797.570 ; 936.351.879 ; 910 ; 284.434.068 ; 866 ; 214.935.106 ; 1.776 ; 499.369.174 ; 2.799.346 ; 1.435.721.053 ;
36;28.195.667;BANCO ABC BRASIL S.A.;ABC-BRASIL - PRUDENCIAL; 103 ; 72.140.390 ; 606 ; 107.297.964 ; 60 ; 42.052.808 ; 592 ; 96.309.102 ; 1.361 ; 317.800.264 ; 119 ; 673.972.718 ; 145 ; 291.975.757 ; 264 ; 965.948.475 ; 1.625 ; 1.283.748.739 ;
37;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 10 ; 1.051.176 ; 37 ; 2.255.569 ; 363 ; 55.494.534 ; 627 ; 333.532.235 ; 1.037 ; 392.333.514 ; 85 ; 544.897.573 ; 45 ; 268.045.033 ; 130 ; 812.942.606 ; 1.167 ; 1.205.276.120 ;
38;11.703.662;BANCO TRAVELEX S.A.;BANCO TRAVELEX - PRUDENCIAL; 437 ; 38.718.082 ; 2.083 ; 73.946.704 ; 5.569 ; 121.952.864 ; 4.862 ; 196.320.593 ; 12.951 ; 430.938.243 ; 2.075 ; 435.648.564 ; 3.211 ; 297.308.074 ; 5.286 ; 732.956.638 ; 18.237 ; 1.163.894.881 ;
39;68.900.810;BANCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL; 85 ; 3.136.249 ; 586 ; 22.370.412 ; 171.627 ; 304.390.998 ; 4.846 ; 100.510.229 ; 177.144 ; 430.407.888 ; 1.190 ; 218.838.350 ; 4.384 ; 404.425.732 ; 5.574 ; 623.264.082 ; 182.718 ; 1.053.671.970 ;
40;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 208 ; 300.859.343 ; 196 ; 337.586.785 ; 404 ; 638.446.128 ; 39 ; 196.766.129 ; 44 ; 160.071.678 ; 83 ; 356.837.807 ; 487 ; 995.283.935 ;
41;13.059.145;EBURY BANCO DE CÂMBIO S.A.;EBURY BANCO DE CÂMBIO - PRUDENCIAL; 160 ; 295.754.992 ; 623 ; 35.289.483 ; 27.053 ; 52.295.940 ; 32.169 ; 147.506.271 ; 60.005 ; 530.846.686 ; 1.116 ; 126.252.052 ; 1.141 ; 293.883.232 ; 2.257 ; 420.135.284 ; 62.262 ; 950.981.970 ;
42;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; 1 ; 15.000.000 ; -   ; -   ; 140 ; 170.290.799 ; 231 ; 39.537.278 ; 372 ; 224.828.077 ; 50 ; 191.593.557 ; 68 ; 336.700.000 ; 118 ; 528.293.557 ; 490 ; 753.121.634 ;
43;58.616.418;BANCO FIBRA S.A.;BCO FIBRA S.A. - PRUDENCIAL; 83 ; 62.764.388 ; 262 ; 68.980.883 ; 41 ; 14.473.590 ; 79 ; 5.843.697 ; 465 ; 152.062.558 ; 44 ; 207.050.415 ; 59 ; 371.121.071 ; 103 ; 578.171.486 ; 568 ; 730.234.044 ;
44;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 91 ; 8.658.971 ; 69 ; 6.753.669 ; 5.189 ; 243.924.471 ; 269 ; 9.985.721 ; 5.618 ; 269.322.832 ; 90 ; 40.698.830 ; 228 ; 276.552.000 ; 318 ; 317.250.830 ; 5.936 ; 586.573.662 ;
45;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 41 ; 62.813.086 ; -   ; -   ; 44 ; 15.256.923 ; 3 ; 98.680 ; 88 ; 78.168.689 ; -   ; -   ; 4 ; 482.512.387 ; 4 ; 482.512.387 ; 92 ; 560.681.076 ;
46;10.690.848;BANCO DA CHINA BRASIL S.A.;BANK OF CHINA (BRASIL) - PRUDENCIAL; 34 ; 104.756.654 ; 24 ; 4.975.459 ; 139 ; 8.179.815 ; 91 ; 74.043.390 ; 288 ; 191.955.318 ; 87 ; 167.179.005 ; 95 ; 201.050.032 ; 182 ; 368.229.037 ; 470 ; 560.184.355 ;
47;33.987.793;BANCO DE INVESTIMENTOS UBS (BRASIL) S.A.;UBS (BRASIL) - PRUDENCIAL; -   ; -   ; -   ; -   ; 45 ; 114.390.891 ; 164 ; 215.813.759 ; 209 ; 330.204.650 ; 7 ; 50.411.205 ; 5 ; 410.450 ; 12 ; 50.821.655 ; 221 ; 381.026.305 ;
48;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 50 ; 40.590.044 ; 468 ; 144.762.129 ; 24 ; 2.529.007 ; 376 ; 30.286.254 ; 918 ; 218.167.434 ; 29 ; 136.412.973 ; 10 ; 9.413.600 ; 39 ; 145.826.573 ; 957 ; 363.994.007 ;
49;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 515 ; 134.375.727 ; 908 ; 50.888.020 ; 304 ; 13.712.756 ; 410 ; 13.813.374 ; 2.137 ; 212.789.877 ; 40 ; 34.003.100 ; 80 ; 116.364.161 ; 120 ; 150.367.261 ; 2.257 ; 363.157.138 ;
50;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AVENUE SECURITIES DTVM - PRUDENCIAL; -   ; -   ; -   ; -   ; 12.814 ; 26.950.954 ; 88.897 ; 170.234.926 ; 101.711 ; 197.185.880 ; 189 ; 142.148.935 ; -   ; -   ; 189 ; 142.148.935 ; 101.900 ; 339.334.815 ;
51;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;BR PARTNERS - PRUDENCIAL; 4 ; 127.000.000 ; 10 ; 3.136.175 ; 54 ; 5.493.249 ; 42 ; 1.604.527 ; 110 ; 137.233.951 ; 2 ; 2.500.000 ; 5 ; 131.500.000 ; 7 ; 134.000.000 ; 117 ; 271.233.951 ;
52;07.450.604;BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A;BANK OF CHINA (BRASIL) - PRUDENCIAL; 11 ; 6.307.653 ; 28 ; 7.618.597 ; 22 ; 34.446.406 ; 91 ; 45.344.442 ; 152 ; 93.717.098 ; 35 ; 86.846.559 ; 17 ; 88.914.865 ; 52 ; 175.761.424 ; 204 ; 269.478.522 ;
53;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 99 ; 48.162.449 ; 76 ; 2.874.566 ; 6.159 ; 41.849.310 ; 1.733 ; 43.028.240 ; 8.067 ; 135.914.565 ; 106 ; 34.103.558 ; 119 ; 75.983.302 ; 225 ; 110.086.860 ; 8.292 ; 246.001.425 ;
54;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 922 ; 52.062.024 ; 1.582 ; 78.175.425 ; 1.014 ; 19.376.310 ; 422 ; 38.364.202 ; 3.940 ; 187.977.961 ; 15 ; 48.090.455 ; 1 ; 4.500.000 ; 16 ; 52.590.455 ; 3.956 ; 240.568.416 ;
55;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 7 ; 37.474.702 ; 6 ; 39.000 ; 8 ; 3.275.700 ; 53 ; 5.420.718 ; 74 ; 46.210.120 ; 3 ; 67.201.310 ; 10 ; 113.035.882 ; 13 ; 180.237.192 ; 87 ; 226.447.312 ;
56;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 53 ; 4.915.578 ; 268 ; 864.730 ; 85.355 ; 98.297.682 ; 230.047 ; 88.349.461 ; 315.723 ; 192.427.451 ; 8 ; 2.277.450 ; 9 ; 26.208.658 ; 17 ; 28.486.108 ; 315.740 ; 220.913.559 ;
57;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 174 ; 5.614.625 ; 2.438 ; 45.682.541 ; 1.632 ; 29.292.290 ; 2.771 ; 43.470.146 ; 7.015 ; 124.059.602 ; 304 ; 73.245.933 ; 42 ; 18.134.563 ; 346 ; 91.380.496 ; 7.361 ; 215.440.098 ;
58;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;ICBC DO BRASIL BM S.A. - PRUDENCIAL; 1 ; 12.000.000 ; 3 ; 231.346 ; 8 ; 20.390 ; 23 ; 30.398.615 ; 35 ; 42.650.351 ; 22 ; 84.884.092 ; 7 ; 65.589.178 ; 29 ; 150.473.270 ; 64 ; 193.123.621 ;
59;60.889.128;BANCO SOFISA S.A.;SOFISA - PRUDENCIAL; 235 ; 56.944.159 ; 199 ; 12.230.323 ; 20 ; 3.294.750 ; 163 ; 8.642.046 ; 617 ; 81.111.278 ; 6 ; 424.251 ; 12 ; 68.313.430 ; 18 ; 68.737.681 ; 635 ; 149.848.959 ;
60;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;FRENTE CC - PRUDENCIAL; 29 ; 2.866.056 ; 249 ; 4.894.525 ; 339 ; 21.594.018 ; 2.792 ; 51.692.373 ; 3.409 ; 81.046.972 ; 741 ; 49.827.317 ; 76 ; 17.892.554 ; 817 ; 67.719.871 ; 4.226 ; 148.766.843 ;
61;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;FAIR CC S.A. - PRUDENCIAL; 113 ; 1.920.061 ; 939 ; 29.575.103 ; 1.384 ; 10.608.764 ; 2.095 ; 17.217.904 ; 4.531 ; 59.321.832 ; 583 ; 58.178.383 ; 119 ; 23.909.787 ; 702 ; 82.088.170 ; 5.233 ; 141.410.002 ;
62;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 16 ; 603.753 ; 584 ; 24.366.923 ; 274 ; 21.829.782 ; 592 ; 25.262.883 ; 1.466 ; 72.063.341 ; 210 ; 45.940.682 ; 58 ; 18.679.500 ; 268 ; 64.620.182 ; 1.734 ; 136.683.523 ;
63;92.894.922;BANCO ORIGINAL S.A.;ORIGINAL - PRUDENCIAL; 4 ; 7.605.265 ; 51 ; 27.006.279 ; 21 ; 9.043.590 ; 66 ; 28.625.031 ; 142 ; 72.280.165 ; 8 ; 53.847.927 ; 2 ; 3.838.223 ; 10 ; 57.686.150 ; 152 ; 129.966.315 ;
64;03.609.817;BANCO CARGILL S.A.;BCO CARGILL S.A. - PRUDENCIAL; 10 ; 1.865.153 ; 2 ; 34.877 ; 8 ; 7.079.406 ; 228 ; 58.700.518 ; 248 ; 67.679.954 ; 5 ; 45.000.000 ; -   ; -   ; 5 ; 45.000.000 ; 253 ; 112.679.954 ;
65;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;WESTERN UNION - PRUDENCIAL; 966 ; 288.057 ; 29.342 ; 7.639.895 ; 153.716 ; 53.869.288 ; 164.166 ; 40.314.856 ; 348.190 ; 102.112.096 ; 10 ; 2.086.435 ; 27 ; 8.437.435 ; 37 ; 10.523.870 ; 348.227 ; 112.635.966 ;
66;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;JP MORGAN CHASE - PRUDENCIAL; -   ; -   ; -   ; -   ; 14 ; 5.831.869 ; 46 ; 53.093.444 ; 60 ; 58.925.313 ; 19 ; 50.648.000 ; 1 ; 2.000.000 ; 20 ; 52.648.000 ; 80 ; 111.573.313 ;
67;00.250.699;AGK CORRETORA DE CAMBIO S.A.;AGK CC S.A. - PRUDENCIAL; 160 ; 5.210.918 ; 948 ; 30.475.312 ; 461 ; 6.436.418 ; 730 ; 10.126.220 ; 2.299 ; 52.248.868 ; 487 ; 35.967.349 ; 69 ; 7.017.234 ; 556 ; 42.984.583 ; 2.855 ; 95.233.451 ;
68;02.992.317;INTEX BANK BANCO DE CÂMBIO S.A.;INTEX BANK BCO CÂMBIO - PRUDENCIAL; 76 ; 1.241.738 ; 830 ; 17.066.797 ; 7.572 ; 13.864.614 ; 12.192 ; 17.038.065 ; 20.670 ; 49.211.214 ; 1.738 ; 28.757.007 ; 193 ; 9.702.735 ; 1.931 ; 38.459.742 ; 22.601 ; 87.670.956 ;
69;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;GUITTA CC LTDA - PRUDENCIAL; 188 ; 2.994.875 ; 1.231 ; 26.859.569 ; 305 ; 5.924.413 ; 728 ; 7.956.382 ; 2.452 ; 43.735.239 ; 377 ; 30.198.129 ; 36 ; 4.255.079 ; 413 ; 34.453.208 ; 2.865 ; 78.188.447 ;
70;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL; 30 ; 10.784.278 ; 20 ; 4.764.577 ; 10 ; 6.561.954 ; 39 ; 8.936.661 ; 99 ; 31.047.470 ; 14 ; 21.195.213 ; 15 ; 24.878.445 ; 29 ; 46.073.658 ; 128 ; 77.121.128 ;
