Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Set/2020;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
69;59.118.133;BANCO LUSO BRASILEIRO S.A.; 700 ; 62.092.221 ; 1.898 ; 198.632.629 ; 344 ; 46.371.267 ; 734 ; 31.266.479 ; 3.676 ; 338.362.595 ; 1.739 ; 226.444.582 ; 989 ; 102.781.611 ; 2.728 ; 329.226.193 ; 6.404 ; 667.588.788 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.581 ; 37.968.071 ; 7.454 ; 191.690.519 ; 3.995 ; 63.925.729 ; 4.598 ; 52.980.575 ; 17.628 ; 346.564.894 ; 2.621 ; 184.403.235 ; 446 ; 41.635.600 ; 3.067 ; 226.038.835 ; 20.695 ; 572.603.729 ;
71;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 39 ; 5.456.687 ; 517 ; 11.077.436 ; 1.616 ; 66.085.885 ; 7.022 ; 183.684.160 ; 9.194 ; 266.304.168 ; 1.706 ; 212.121.072 ; 737 ; 89.040.622 ; 2.443 ; 301.161.694 ; 11.637 ; 567.465.862 ;
72;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 3 ; 369.337 ; 5 ; 1.298.905 ; 424 ; 10.425.936 ; 495 ; 157.986.889 ; 927 ; 170.081.068 ; 205 ; 264.056.834 ; 170 ; 125.395.341 ; 375 ; 389.452.175 ; 1.302 ; 559.533.243 ;
73;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 1.091 ; 18.032.137 ; 10.237 ; 180.777.728 ; 2.751 ; 39.944.235 ; 7.808 ; 62.363.647 ; 21.887 ; 301.117.746 ; 3.136 ; 202.993.220 ; 294 ; 17.834.235 ; 3.430 ; 220.827.455 ; 25.317 ; 521.945.201 ;
74;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 76 ; 141.287.444 ; 15 ; 7.460.966 ; 42 ; 98.692.515 ; 232 ; 88.220.191 ; 365 ; 335.661.117 ; 19 ; 15.764.548 ; 153 ; 158.479.093 ; 172 ; 174.243.641 ; 537 ; 509.904.758 ;
75;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 154 ; 130.615.030 ; 204 ; 17.681.812 ; 128 ; 29.943.358 ; 221 ; 24.172.775 ; 707 ; 202.412.974 ; 117 ; 55.440.952 ; 144 ; 174.043.587 ; 261 ; 229.484.538 ; 968 ; 431.897.512 ;
76;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 13 ; 396.922 ; 425 ; 96.997.134 ; 701 ; 80.700.131 ; 1.342 ; 83.415.342 ; 2.481 ; 261.509.529 ; 447 ; 123.601.967 ; 94 ; 24.254.532 ; 541 ; 147.856.499 ; 3.022 ; 409.366.028 ;
77;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 371 ; 9.591.484 ; 1.980 ; 24.572.158 ; 11.161 ; 82.318.776 ; 17.701 ; 151.726.737 ; 31.213 ; 268.209.155 ; 3.541 ; 109.160.331 ; 676 ; 25.127.342 ; 4.217 ; 134.287.673 ; 35.430 ; 402.496.828 ;
78;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 114 ; 9.870.581 ; 100 ; 2.278.096 ; 33 ; 3.814.679 ; 115 ; 76.443.203 ; 362 ; 92.406.559 ; 25 ; 179.750.000 ; 19 ; 112.750.000 ; 44 ; 292.500.000 ; 406 ; 384.906.559 ;
79;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 290 ; 7.833.460 ; 5.814 ; 153.060.407 ; 1.478 ; 16.670.525 ; 4.380 ; 33.310.131 ; 11.962 ; 210.874.522 ; 4.045 ; 167.053.639 ; 252 ; 5.217.132 ; 4.297 ; 172.270.771 ; 16.259 ; 383.145.293 ;
80;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;; 4 ; 105.437.196 ; 4 ; 105.437.196 ;;; 4 ; 266.289.860 ; 4 ; 266.289.860 ; 8 ; 371.727.056 ;
81;60.889.128;BANCO SOFISA S.A.; 771 ; 154.990.008 ; 448 ; 27.491.896 ; 110 ; 9.190.988 ; 462 ; 9.724.509 ; 1.791 ; 201.397.401 ; 37 ; 36.812.730 ; 63 ; 130.743.201 ; 100 ; 167.555.932 ; 1.891 ; 368.953.333 ;
82;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 214 ; 3.898.280 ; 4.344 ; 110.423.501 ; 2.241 ; 28.632.056 ; 5.161 ; 50.212.560 ; 11.960 ; 193.166.397 ; 6.687 ; 149.437.050 ; 1.288 ; 21.349.187 ; 7.975 ; 170.786.237 ; 19.935 ; 363.952.634 ;
83;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 17 ; 26.799.394 ; 39 ; 12.782.355 ; 61 ; 19.568.646 ; 359 ; 21.396.252 ; 476 ; 80.546.647 ; 35 ; 161.322.199 ; 32 ; 106.302.434 ; 67 ; 267.624.633 ; 543 ; 348.171.280 ;
84;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 8.197 ; 62.053.195 ; 17.019 ; 150.853.938 ; 25.216 ; 212.907.133 ; 8.473 ; 104.470.391 ; 1.548 ; 21.782.089 ; 10.021 ; 126.252.480 ; 35.237 ; 339.159.613 ;
85;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 846 ; 52.032.138 ; 2.916 ; 79.724.826 ; 4.244 ; 28.261.498 ; 6.623 ; 38.871.502 ; 14.629 ; 198.889.964 ; 3.811 ; 83.337.198 ; 1.129 ; 45.115.510 ; 4.940 ; 128.452.708 ; 19.569 ; 327.342.672 ;
86;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 372 ; 7.568.456 ; 3.932 ; 80.275.625 ; 3.019 ; 41.832.179 ; 6.165 ; 56.968.147 ; 13.488 ; 186.644.408 ; 4.191 ; 112.511.948 ; 902 ; 24.655.635 ; 5.093 ; 137.167.583 ; 18.581 ; 323.811.991 ;
87;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 16 ; 312.919 ; 73 ; 918.535 ; 3.437 ; 17.168.455 ; 4.556 ; 29.261.806 ; 8.082 ; 47.661.715 ; 3.958 ; 127.599.748 ; 955 ; 115.143.987 ; 4.913 ; 242.743.735 ; 12.995 ; 290.405.450 ;
88;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 397 ; 7.119.992 ; 3.039 ; 65.854.426 ; 4.756 ; 21.716.155 ; 9.091 ; 38.731.539 ; 17.283 ; 133.422.112 ; 5.349 ; 91.627.625 ; 748 ; 15.875.132 ; 6.097 ; 107.502.757 ; 23.380 ; 240.924.869 ;
89;33.042.953;CITIBANK N.A.;;;;; 11 ; 341.768 ; 87 ; 6.496.062 ; 98 ; 6.837.830 ;;; 2 ; 208.731.501 ; 2 ; 208.731.501 ; 100 ; 215.569.331 ;
90;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 1.066 ; 25.085.532 ; 4.041 ; 78.257.775 ; 5.107 ; 103.343.307 ; 3.836 ; 78.743.298 ; 1.050 ; 25.498.717 ; 4.886 ; 104.242.015 ; 9.993 ; 207.585.322 ;
91;61.024.352;BANCO INDUSVAL S.A.; 344 ; 50.142.258 ; 288 ; 19.755.123 ; 182 ; 14.136.151 ; 452 ; 17.988.601 ; 1.266 ; 102.022.132 ; 74 ; 23.098.460 ; 60 ; 42.931.667 ; 134 ; 66.030.126 ; 1.400 ; 168.052.259 ;
92;00.416.968;BANCO INTER S.A.; 122 ; 1.247.153 ; 187 ; 2.803.127 ; 28.290 ; 43.999.973 ; 5.034 ; 50.611.874 ; 33.633 ; 98.662.128 ; 1.056 ; 37.230.741 ; 1.141 ; 30.768.135 ; 2.197 ; 67.998.876 ; 35.830 ; 166.661.004 ;
93;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 2.341 ; 59.665.796 ; 737 ; 24.426.229 ; 482 ; 5.505.485 ; 713 ; 7.620.052 ; 4.273 ; 97.217.562 ; 55 ; 11.598.377 ; 239 ; 44.492.345 ; 294 ; 56.090.722 ; 4.567 ; 153.308.284 ;
94;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.652 ; 14.231.773 ; 1.719 ; 24.334.823 ; 3.371 ; 38.566.597 ; 1.465 ; 57.760.246 ; 564 ; 47.684.801 ; 2.029 ; 105.445.047 ; 5.400 ; 144.011.643 ;
95;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 177 ; 2.910.629 ; 1.169 ; 27.231.642 ; 1.805 ; 19.093.074 ; 3.475 ; 29.897.227 ; 6.626 ; 79.132.571 ; 3.465 ; 49.725.470 ; 726 ; 14.650.828 ; 4.191 ; 64.376.298 ; 10.817 ; 143.508.870 ;
96;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 20 ; 313.912 ; 744 ; 24.351.791 ; 1.149 ; 2.958.778 ; 1.848 ; 6.264.456 ; 3.761 ; 33.888.937 ; 1.516 ; 68.152.109 ; 487 ; 40.845.618 ; 2.003 ; 108.997.727 ; 5.764 ; 142.886.665 ;
97;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 7.206 ; 2.669.251 ; 4.235 ; 3.774.618 ; 11.441 ; 6.443.869 ; 475 ; 67.870.615 ; 392 ; 66.816.018 ; 867 ; 134.686.633 ; 12.308 ; 141.130.502 ;
98;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 146 ; 6.401.649 ; 209 ; 4.611.823 ; 179 ; 14.240.742 ; 172 ; 63.982.282 ; 706 ; 89.236.496 ; 24 ; 48.169.200 ;;; 24 ; 48.169.200 ; 730 ; 137.405.696 ;
99;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 47 ; 1.078.687 ; 1.128 ; 45.479.461 ; 658 ; 9.310.748 ; 1.476 ; 11.178.201 ; 3.309 ; 67.047.097 ; 1.864 ; 55.873.600 ; 515 ; 9.714.996 ; 2.379 ; 65.588.596 ; 5.688 ; 132.635.693 ;
100;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 202 ; 3.289.074 ; 592 ; 8.525.394 ; 2.893 ; 17.637.807 ; 6.771 ; 49.680.490 ; 10.458 ; 79.132.766 ; 5.298 ; 44.011.231 ; 517 ; 7.021.943 ; 5.815 ; 51.033.174 ; 16.273 ; 130.165.940 ;
101;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 31 ; 509.264 ; 565 ; 8.342.665 ; 659 ; 14.192.001 ; 2.719 ; 23.170.848 ; 3.974 ; 46.214.777 ; 3.366 ; 49.468.138 ; 619 ; 32.707.912 ; 3.985 ; 82.176.050 ; 7.959 ; 128.390.827 ;
102;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 2 ; 76.408 ; 496 ; 9.263.666 ; 737 ; 4.345.873 ; 847 ; 17.233.635 ; 2.082 ; 30.919.583 ; 1.819 ; 53.006.538 ; 455 ; 30.947.270 ; 2.274 ; 83.953.809 ; 4.356 ; 114.873.391 ;
103;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 15 ; 236.312 ; 352 ; 8.861.017 ; 5.851 ; 14.208.243 ; 6.986 ; 29.056.751 ; 13.204 ; 52.362.323 ; 3.258 ; 41.190.171 ; 792 ; 17.775.708 ; 4.050 ; 58.965.879 ; 17.254 ; 111.328.202 ;
104;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 11 ; 388.913 ; 345 ; 27.555.340 ; 1.615 ; 29.414.731 ; 1.971 ; 57.358.983 ; 66 ; 27.670.801 ; 37 ; 25.850.463 ; 103 ; 53.521.265 ; 2.074 ; 110.880.248 ;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 46 ; 536.835 ; 1.362 ; 29.392.965 ; 717 ; 9.220.117 ; 1.918 ; 12.631.861 ; 4.043 ; 51.781.778 ; 1.254 ; 43.777.354 ; 274 ; 11.503.849 ; 1.528 ; 55.281.203 ; 5.571 ; 107.062.981 ;
106;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 384 ; 18.792.872 ; 23 ; 1.163.911 ; 200 ; 32.008.496 ; 551 ; 2.393.840 ; 1.158 ; 54.359.119 ; 28 ; 1.896.925 ; 162 ; 49.630.454 ; 190 ; 51.527.380 ; 1.348 ; 105.886.499 ;
107;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 6 ; 258.547 ; 1.209 ; 5.370.196 ; 2.155 ; 12.009.992 ; 3.370 ; 17.638.736 ; 1.993 ; 38.747.586 ; 575 ; 31.869.483 ; 2.568 ; 70.617.069 ; 5.938 ; 88.255.805 ;
108;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 11 ; 77.789 ; 259 ; 4.755.377 ; 795 ; 2.083.229 ; 3.433 ; 37.792.628 ; 4.498 ; 44.709.022 ; 3.656 ; 41.505.058 ; 112 ; 1.128.977 ; 3.768 ; 42.634.036 ; 8.266 ; 87.343.058 ;
109;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 9 ; 9.603 ; 9 ; 9.603 ; 58 ; 43.095.010 ; 84 ; 43.024.295 ; 142 ; 86.119.305 ; 151 ; 86.128.908 ;
110;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 130 ; 2.110.813 ; 535 ; 9.178.733 ; 2.570 ; 17.917.182 ; 3.074 ; 18.920.838 ; 6.309 ; 48.127.566 ; 2.121 ; 19.754.574 ; 1.003 ; 11.828.216 ; 3.124 ; 31.582.790 ; 9.433 ; 79.710.356 ;
111;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 62 ; 3.063.746 ; 1.107 ; 29.792.103 ; 114 ; 2.077.780 ; 466 ; 2.683.004 ; 1.749 ; 37.616.634 ; 1.009 ; 32.946.100 ; 179 ; 5.600.387 ; 1.188 ; 38.546.488 ; 2.937 ; 76.163.121 ;
112;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 56 ; 1.212.479 ; 289 ; 5.688.485 ; 1.447 ; 19.141.179 ; 1.570 ; 21.021.139 ; 3.362 ; 47.063.283 ; 781 ; 16.835.921 ; 339 ; 10.466.034 ; 1.120 ; 27.301.956 ; 4.482 ; 74.365.238 ;
113;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 2.521 ; 10.660.989 ; 3.823 ; 31.879.742 ; 6.344 ; 42.540.731 ; 3.234 ; 25.451.606 ; 507 ; 5.426.284 ; 3.741 ; 30.877.889 ; 10.085 ; 73.418.621 ;
114;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 72 ; 1.387.081 ; 177 ; 4.319.106 ; 1.617 ; 7.855.284 ; 2.816 ; 25.107.419 ; 4.682 ; 38.668.889 ; 1.203 ; 23.543.564 ; 207 ; 3.241.536 ; 1.410 ; 26.785.101 ; 6.092 ; 65.453.990 ;
115;04.902.979;BANCO DA AMAZONIA S.A.; 297 ; 17.040.098 ; 104 ; 6.328.526 ; 93 ; 1.875.559 ; 577 ; 9.091.565 ; 1.071 ; 34.335.748 ; 33 ; 12.213.830 ; 62 ; 11.722.286 ; 95 ; 23.936.116 ; 1.166 ; 58.271.863 ;
116;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 89 ; 3.192.427 ; 355 ; 5.573.460 ; 413 ; 4.816.341 ; 2.310 ; 9.053.256 ; 3.167 ; 22.635.484 ; 1.783 ; 15.760.125 ; 844 ; 9.185.335 ; 2.627 ; 24.945.460 ; 5.794 ; 47.580.944 ;
117;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 33 ; 221.641 ; 85 ; 966.564 ; 2.744 ; 9.251.876 ; 3.518 ; 11.319.524 ; 6.380 ; 21.759.605 ; 918 ; 14.152.734 ; 490 ; 11.327.023 ; 1.408 ; 25.479.757 ; 7.788 ; 47.239.362 ;
118;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 132 ; 911.815 ; 213 ; 2.969.587 ; 1.895 ; 18.169.778 ; 1.821 ; 6.262.547 ; 4.061 ; 28.313.727 ; 296 ; 2.984.933 ; 352 ; 12.834.077 ; 648 ; 15.819.010 ; 4.709 ; 44.132.737 ;
119;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 3 ; 50.599 ; 155 ; 3.201.287 ; 769 ; 5.708.854 ; 2.006 ; 14.255.321 ; 2.933 ; 23.216.061 ; 1.200 ; 14.847.464 ; 66 ; 3.271.748 ; 1.266 ; 18.119.212 ; 4.199 ; 41.335.273 ;
120;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 5 ; 25.181 ; 83 ; 1.725.505 ; 2.183 ; 13.482.819 ; 2.668 ; 16.307.502 ; 4.939 ; 31.541.007 ; 1.488 ; 6.936.223 ; 127 ; 2.702.363 ; 1.615 ; 9.638.586 ; 6.554 ; 41.179.593 ;
121;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 30 ; 277.885 ; 183 ; 4.350.398 ; 419 ; 9.468.881 ; 601 ; 7.836.955 ; 1.233 ; 21.934.119 ; 691 ; 9.210.466 ; 275 ; 6.741.124 ; 966 ; 15.951.590 ; 2.199 ; 37.885.709 ;
122;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 17 ; 271.700 ; 464 ; 11.222.086 ; 339 ; 4.082.007 ; 277 ; 2.853.373 ; 1.097 ; 18.429.167 ; 548 ; 14.179.587 ; 289 ; 4.522.542 ; 837 ; 18.702.129 ; 1.934 ; 37.131.295 ;
123;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 166 ; 605.557 ; 481 ; 5.582.112 ; 1.493 ; 5.136.399 ; 2.446 ; 10.207.471 ; 4.586 ; 21.531.538 ; 1.383 ; 12.668.884 ; 374 ; 2.653.006 ; 1.757 ; 15.321.890 ; 6.343 ; 36.853.429 ;
124;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 15 ; 31.945 ; 20 ; 360.747 ; 1.012 ; 3.620.097 ; 2.580 ; 14.458.408 ; 3.627 ; 18.471.198 ; 1.525 ; 11.927.990 ; 210 ; 1.128.615 ; 1.735 ; 13.056.605 ; 5.362 ; 31.527.803 ;
125;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 16 ; 304.626 ; 443 ; 9.997.853 ; 145 ; 3.200.735 ; 244 ; 2.802.928 ; 848 ; 16.306.143 ; 402 ; 11.548.730 ; 109 ; 2.253.398 ; 511 ; 13.802.128 ; 1.359 ; 30.108.271 ;
126;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 29 ; 398.865 ; 239 ; 3.747.907 ; 530 ; 4.959.178 ; 1.235 ; 5.874.154 ; 2.033 ; 14.980.103 ; 1.096 ; 8.113.454 ; 199 ; 3.847.251 ; 1.295 ; 11.960.705 ; 3.328 ; 26.940.808 ;
127;61.033.106;BANCO CREFISA S.A.;;;;; 65 ; 1.134.117 ; 71 ; 10.599.202 ; 136 ; 11.733.319 ; 13 ; 10.210.649 ; 4 ; 720.000 ; 17 ; 10.930.649 ; 153 ; 22.663.968 ;
128;33.042.151;BANCO DE LA NACION ARGENTINA; 9 ; 4.116.761 ; 9 ; 1.544.358 ; 3.636 ; 5.896.828 ; 152 ; 432.069 ; 3.806 ; 11.990.016 ; 7 ; 1.407.651 ; 32 ; 9.068.751 ; 39 ; 10.476.402 ; 3.845 ; 22.466.417 ;
129;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 235 ; 6.103.151 ; 108 ; 1.752.076 ; 80 ; 1.332.137 ; 173 ; 1.586.316 ; 596 ; 10.773.680 ; 202 ; 3.270.289 ; 290 ; 7.400.489 ; 492 ; 10.670.778 ; 1.088 ; 21.444.458 ;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 6 ; 36.994 ; 524 ; 1.079.155 ; 1.060 ; 9.428.270 ; 1.590 ; 10.544.420 ; 2.182 ; 8.518.687 ; 22 ; 216.047 ; 2.204 ; 8.734.734 ; 3.794 ; 19.279.153 ;
131;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 9.850 ; 39 ; 301.376 ; 617 ; 2.289.077 ; 805 ; 5.347.975 ; 1.462 ; 7.948.277 ; 441 ; 6.730.606 ; 179 ; 3.360.890 ; 620 ; 10.091.497 ; 2.082 ; 18.039.774 ;
132;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 30 ; 584.674 ; 203 ; 2.856.913 ; 1.165 ; 5.984.910 ; 1.398 ; 9.426.497 ; 1.029 ; 6.028.046 ; 152 ; 2.315.298 ; 1.181 ; 8.343.344 ; 2.579 ; 17.769.841 ;
133;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 39 ; 505.367 ; 254 ; 2.108.351 ; 767 ; 3.536.415 ; 1.060 ; 6.150.133 ; 899 ; 6.276.172 ; 188 ; 4.366.071 ; 1.087 ; 10.642.243 ; 2.147 ; 16.792.375 ;
134;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 315 ; 1.529.832 ; 1.420 ; 7.000.679 ; 1.735 ; 8.530.511 ; 1.360 ; 6.073.653 ; 32 ; 615.888 ; 1.392 ; 6.689.541 ; 3.127 ; 15.220.052 ;
135;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 24 ; 284.173 ; 65 ; 873.661 ; 512 ; 1.398.584 ; 1.420 ; 5.333.125 ; 2.021 ; 7.889.543 ; 1.249 ; 5.851.870 ; 201 ; 1.381.002 ; 1.450 ; 7.232.872 ; 3.471 ; 15.122.415 ;
136;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 31 ; 669.487 ; 14 ; 540.807 ; 3.125 ; 1.750.762 ; 4.678 ; 5.205.898 ; 7.848 ; 8.166.954 ; 494 ; 5.004.540 ; 97 ; 1.889.783 ; 591 ; 6.894.324 ; 8.439 ; 15.061.277 ;
137;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 19 ; 437.553 ; 846 ; 4.386.548 ; 1.305 ; 5.057.527 ; 2.170 ; 9.881.628 ; 518 ; 2.950.459 ; 176 ; 1.850.977 ; 694 ; 4.801.436 ; 2.864 ; 14.683.064 ;
138;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 2 ; 7.571 ; 153 ; 3.925.332 ; 83 ; 1.633.797 ; 172 ; 1.425.448 ; 410 ; 6.992.147 ; 256 ; 5.327.404 ; 67 ; 1.643.056 ; 323 ; 6.970.460 ; 733 ; 13.962.607 ;
139;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 917 ; 2.829.847 ; 1.175 ; 5.544.291 ; 2.092 ; 8.374.138 ; 331 ; 2.935.450 ; 27 ; 220.290 ; 358 ; 3.155.740 ; 2.450 ; 11.529.878 ;
140;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 1.627 ; 3.803.522 ; 1.401 ; 4.851.647 ; 3.028 ; 8.655.169 ; 281 ; 1.473.194 ; 34 ; 436.739 ; 315 ; 1.909.933 ; 3.343 ; 10.565.102 ;
141;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 927 ; 4.996.290 ; 796 ; 3.442.173 ; 1.723 ; 8.438.463 ; 25 ; 51.843 ; 102 ; 1.992.429 ; 127 ; 2.044.272 ; 1.850 ; 10.482.735 ;
142;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 2.221 ; 2.352.931 ; 2.246 ; 4.944.860 ; 4.467 ; 7.297.791 ; 186 ; 2.530.477 ; 24 ; 175.229 ; 210 ; 2.705.706 ; 4.677 ; 10.003.497 ;
143;58.497.702;BANCO SMARTBANK S.A.;;;;; 7 ; 2.184.367 ; 81 ; 2.122.341 ; 88 ; 4.306.708 ; 20 ; 1.974.000 ; 3 ; 2.114.773 ; 23 ; 4.088.773 ; 111 ; 8.395.481 ;
144;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; 1 ; 6.697 ; 9 ; 104.171 ; 347 ; 989.238 ; 546 ; 2.725.636 ; 903 ; 3.825.742 ; 424 ; 2.660.226 ; 156 ; 836.150 ; 580 ; 3.496.376 ; 1.483 ; 7.322.117 ;
145;00.795.423;BANCO SEMEAR S.A.;;; 55 ; 2.461.189 ; 3 ; 407.319 ; 7 ; 623.600 ; 65 ; 3.492.108 ; 45 ; 3.182.470 ; 7 ; 502.540 ; 52 ; 3.685.009 ; 117 ; 7.177.117 ;
146;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 469 ; 1.818.414 ; 802 ; 2.916.389 ; 1.271 ; 4.734.803 ; 304 ; 1.139.721 ; 7 ; 145.770 ; 311 ; 1.285.491 ; 1.582 ; 6.020.294 ;
147;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 672 ; 868.126 ; 1.000 ; 1.680.583 ; 1.672 ; 2.548.709 ; 406 ; 1.758.905 ; 55 ; 856.326 ; 461 ; 2.615.231 ; 2.133 ; 5.163.939 ;
148;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 12 ; 81.923 ; 78 ; 166.717 ; 654 ; 2.047.873 ; 744 ; 2.296.513 ; 295 ; 2.017.658 ; 16 ; 165.921 ; 311 ; 2.183.579 ; 1.055 ; 4.480.092 ;
149;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 178 ; 315.344 ; 624 ; 1.992.572 ; 802 ; 2.307.915 ; 472 ; 1.722.535 ; 15 ; 49.207 ; 487 ; 1.771.743 ; 1.289 ; 4.079.658 ;
150;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 11.273 ; 805 ; 689.310 ; 1.016 ; 1.574.631 ; 1.823 ; 2.275.214 ; 227 ; 1.218.406 ; 27 ; 329.547 ; 254 ; 1.547.953 ; 2.077 ; 3.823.167 ;
