Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em JULHO / 2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
74;15.114.366;BANCO BBM S/A; 31 ; 11.554.671 ; 2 ; 15.628 ; 18 ; 3.989.097 ; 98 ; 5.648.950 ; 149 ; 21.208.346 ; 1 ; 26.276 ; 7 ; 30.376.231 ; 8 ; 30.402.507 ; 157 ; 51.610.853 
75;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 4 ; 87.030 ; 53 ; 874.472 ; 121 ; 1.013.565 ; 617 ; 19.121.348 ; 795 ; 21.096.414 ; 2.496 ; 24.281.492 ; 54 ; 5.369.776 ; 2.550 ; 29.651.268 ; 3.345 ; 50.747.682 
76;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 18 ; 394.598 ; 801 ; 19.108.515 ; 189 ; 977.809 ; 911 ; 5.857.854 ; 1.919 ; 26.338.776 ; 524 ; 23.796.975 ; 9 ; 202.465 ; 533 ; 23.999.441 ; 2.452 ; 50.338.216 
77;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 1 ; 8.715 ; 173 ; 3.440.828 ; 9 ; 17.382 ; 909 ; 20.039.133 ; 1.092 ; 23.506.057 ; 869 ; 23.570.343 ; 4 ; 123.697 ; 873 ; 23.694.040 ; 1.965 ; 47.200.098 
78;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 6 ; 10.815.228 ; 26 ; 1.746.578 ; 20 ; 6.593.511 ; 48 ; 5.299.043 ; 100 ; 24.454.359 ; 15 ; 5.910.162 ; 10 ; 16.105.092 ; 25 ; 22.015.254 ; 125 ; 46.469.613 
79;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 385 ; 3.708.823 ; 495 ; 9.672.757 ; 880 ; 13.381.581 ; 816 ; 19.439.797 ; 82 ; 13.515.055 ; 898 ; 32.954.852 ; 1.778 ; 46.336.433 
80;33.923.798;BANCO MÁXIMA S.A.; 5 ; 15.416.676 ; 29 ; 3.029.094 ; 12 ; 608.965 ; 461 ; 5.562.411 ; 507 ; 24.617.146 ; 20 ; 15.758.939 ; 3 ; 5.009.418 ; 23 ; 20.768.357 ; 530 ; 45.385.503 
81;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 23 ; 650.013 ; 71 ; 848.880 ; 409 ; 1.045.811 ; 1.687 ; 21.357.371 ; 2.190 ; 23.902.076 ; 1.296 ; 20.843.900 ; 24 ; 365.242 ; 1.320 ; 21.209.142 ; 3.510 ; 45.111.219 
82;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 466 ; 17.859.695 ; 231 ; 5.775.125 ; 80 ; 469.991 ; 311 ; 1.225.137 ; 1.088 ; 25.329.948 ; 16 ; 2.676.970 ; 44 ; 14.333.811 ; 60 ; 17.010.781 ; 1.148 ; 42.340.729 
83;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 2 ; 2.128 ; 157 ; 4.383.425 ; 53 ; 197.945 ; 312 ; 10.542.764 ; 524 ; 15.126.262 ; 376 ; 19.926.660 ; 42 ; 5.194.150 ; 418 ; 25.120.811 ; 942 ; 40.247.072 
84;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 5 ; 217.359 ; 59 ; 1.419.591 ; 360 ; 1.563.788 ; 1.668 ; 15.651.610 ; 2.092 ; 18.852.348 ; 883 ; 18.065.453 ; 55 ; 2.806.245 ; 938 ; 20.871.697 ; 3.030 ; 39.724.046 
85;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 4 ; 17.603.674 ; 14 ; 2.094.461 ; 5 ; 60.075 ; 6 ; 58.064 ; 29 ; 19.816.273 ; 6 ; 2.382.509 ; 7 ; 16.882.542 ; 13 ; 19.265.051 ; 42 ; 39.081.324 
86;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 18 ; 244.658 ; 960 ; 2.911.272 ; 2.136 ; 16.042.084 ; 3.114 ; 19.198.014 ; 1.985 ; 16.243.160 ; 160 ; 2.830.271 ; 2.145 ; 19.073.431 ; 5.259 ; 38.271.445 
87;28.650.236;BONSUCESSO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 344 ; 1.366.678 ; 939 ; 18.711.409 ; 1.283 ; 20.078.087 ; 1.377 ; 17.270.792 ; 14 ; 25.691 ; 1.391 ; 17.296.483 ; 2.674 ; 37.374.570 
88;07.679.404;BANCO TOPÁZIO S.A.;;; 2 ; 11.695 ; 45 ; 2.346.066 ; 139 ; 17.999.557 ; 186 ; 20.357.319 ; 41 ; 16.153.056 ; 4 ; 452.800 ; 45 ; 16.605.856 ; 231 ; 36.963.175 
89;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 1 ; 4.648 ; 220 ; 1.286.622 ; 600 ; 9.840.323 ; 821 ; 11.131.592 ; 1.136 ; 17.158.115 ; 72 ; 8.617.541 ; 1.208 ; 25.775.656 ; 2.029 ; 36.907.247 
90;61.186.680;BANCO BMG S.A.; 2 ; 6.772.439 ;;; 3 ; 73.803 ; 20 ; 936.154 ; 25 ; 7.782.396 ; 2 ; 20.000.000 ; 1 ; 7.000.000 ; 3 ; 27.000.000 ; 28 ; 34.782.396 
91;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 33 ; 359.090 ; 411 ; 7.754.201 ; 127 ; 1.077.908 ; 882 ; 8.700.832 ; 1.453 ; 17.892.031 ; 1.508 ; 15.155.190 ; 15 ; 137.137 ; 1.523 ; 15.292.327 ; 2.976 ; 33.184.358 
92;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 30 ; 43.003 ; 116 ; 16.093.022 ; 146 ; 16.136.026 ; 658 ; 16.148.600 ; 1 ; 99.882 ; 659 ; 16.248.482 ; 805 ; 32.384.507 
93;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 24 ; 574.163 ; 657 ; 14.433.368 ; 681 ; 15.007.531 ; 671 ; 14.462.659 ; 24 ; 574.163 ; 695 ; 15.036.822 ; 1.376 ; 30.044.352 
94;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 56 ; 869.920 ; 197 ; 303.739 ; 779 ; 4.324.182 ; 1.032 ; 5.497.840 ; 312 ; 14.355.776 ; 45 ; 9.442.026 ; 357 ; 23.797.802 ; 1.389 ; 29.295.643 
95;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 11 ; 3.862.094 ; 15 ; 2.650.217 ; 14 ; 6.552.007 ; 45 ; 2.434.509 ; 85 ; 15.498.826 ; 6 ; 3.100.647 ; 7 ; 10.100.567 ; 13 ; 13.201.214 ; 98 ; 28.700.040 
96;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 6 ; 141.605 ; 380 ; 2.280.100 ; 826 ; 13.922.968 ; 1.212 ; 16.344.673 ; 747 ; 12.063.126 ; 1 ; 84.207 ; 748 ; 12.147.333 ; 1.960 ; 28.492.006 
97;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 34 ; 442.283 ; 212 ; 4.668.009 ; 119 ; 861.685 ; 549 ; 4.384.466 ; 914 ; 10.356.442 ; 368 ; 12.776.212 ; 66 ; 5.044.382 ; 434 ; 17.820.594 ; 1.348 ; 28.177.037 
98;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 10 ; 208.689 ; 28 ; 462.801 ; 140 ; 852.675 ; 381 ; 6.184.426 ; 559 ; 7.708.591 ; 390 ; 12.694.168 ; 50 ; 7.107.238 ; 440 ; 19.801.406 ; 999 ; 27.509.997 
99;60.889.128;BANCO SOFISA S.A.; 93 ; 11.622.779 ; 81 ; 3.200.666 ; 13 ; 279.518 ; 88 ; 1.810.002 ; 275 ; 16.912.965 ; 12 ; 7.694.499 ; 5 ; 177.985 ; 17 ; 7.872.484 ; 292 ; 24.785.449 
100;62.144.175;BANCO PINE S.A.; 16 ; 3.092.554 ;;; 1 ; 150 ; 37 ; 5.556.110 ; 54 ; 8.648.814 ; 1 ; 177.140 ; 2 ; 15.178.841 ; 3 ; 15.355.981 ; 57 ; 24.004.795 
101;33.042.151;BANCO DE LA NACION ARGENTINA;;; 1 ; 2.100.000 ; 385 ; 301.989 ; 78 ; 209.120 ; 464 ; 2.611.109 ; 3 ; 11.750.000 ; 2 ; 9.600.000 ; 5 ; 21.350.000 ; 469 ; 23.961.109 
102;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 4 ; 386.333 ; 1 ; 48.665 ; 5 ; 11.041 ; 7 ; 2.663 ; 17 ; 448.702 ; 4 ; 11.400.000 ; 5 ; 11.700.000 ; 9 ; 23.100.000 ; 26 ; 23.548.702 
103;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 24 ; 345.497 ; 1.176 ; 1.376.353 ; 2.732 ; 9.846.357 ; 3.932 ; 11.568.206 ; 851 ; 9.419.184 ; 20 ; 605.058 ; 871 ; 10.024.242 ; 4.803 ; 21.592.448 
104;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 6 ; 68.377 ; 14 ; 340.863 ; 523 ; 1.099.406 ; 1.045 ; 4.746.410 ; 1.588 ; 6.255.056 ; 497 ; 9.325.715 ; 96 ; 5.405.822 ; 593 ; 14.731.538 ; 2.181 ; 20.986.594 
105;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 1 ; 126.837 ; 41 ; 1.132.944 ; 63 ; 8.473.022 ; 105 ; 9.732.803 ; 19 ; 9.209.888 ; 8 ; 1.595.222 ; 27 ; 10.805.110 ; 132 ; 20.537.913 
106;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 103 ; 218.299 ; 298 ; 10.023.077 ; 401 ; 10.241.376 ; 664 ; 9.794.550 ; 6 ; 4.662 ; 670 ; 9.799.212 ; 1.071 ; 20.040.588 
107;00.416.968;BANCO INTER S.A.; 3 ; 10.376 ; 124 ; 2.862.896 ; 277 ; 1.124.843 ; 267 ; 6.512.217 ; 671 ; 10.510.331 ; 124 ; 8.826.874 ; 53 ; 589.330 ; 177 ; 9.416.204 ; 848 ; 19.926.535 
108;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 5 ; 17.210 ; 37 ; 8.610.042 ; 439 ; 2.273.395 ; 481 ; 10.900.648 ; 17 ; 725.409 ; 8 ; 7.707.319 ; 25 ; 8.432.727 ; 506 ; 19.333.375 
109;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 2 ; 32.500 ; 1 ; 9.967 ; 1.152 ; 1.042.110 ; 1.143 ; 1.319.409 ; 2.298 ; 2.403.987 ; 101 ; 7.878.785 ; 75 ; 7.600.347 ; 176 ; 15.479.131 ; 2.474 ; 17.883.118 
110;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 26 ; 2.686.703 ; 35 ; 4.749.824 ; 11 ; 455.415 ; 25 ; 379.366 ; 97 ; 8.271.308 ; 11 ; 5.976.075 ; 9 ; 3.101.330 ; 20 ; 9.077.405 ; 117 ; 17.348.713 
111;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 1 ; 50.951 ; 22 ; 297.754 ; 72 ; 427.410 ; 760 ; 5.796.488 ; 855 ; 6.572.602 ; 656 ; 7.597.724 ; 143 ; 1.993.140 ; 799 ; 9.590.864 ; 1.654 ; 16.163.467 
112;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 25 ; 263.156 ; 86 ; 2.100.219 ; 285 ; 1.692.914 ; 647 ; 5.229.615 ; 1.043 ; 9.285.904 ; 540 ; 6.056.989 ; 66 ; 678.286 ; 606 ; 6.735.276 ; 1.649 ; 16.021.180 
113;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 1 ; 5.434 ; 152 ; 4.437.721 ; 76 ; 599.620 ; 373 ; 2.465.252 ; 602 ; 7.508.027 ; 399 ; 7.014.767 ; 59 ; 707.782 ; 458 ; 7.722.548 ; 1.060 ; 15.230.575 
114;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 2 ; 26.973 ; 198 ; 623.174 ; 882 ; 7.500.425 ; 1.082 ; 8.150.572 ; 511 ; 6.661.105 ; 2 ; 4.668 ; 513 ; 6.665.773 ; 1.595 ; 14.816.344 
115;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 114.022 ; 76 ; 1.146.636 ; 206 ; 203.625 ; 2.735 ; 5.181.777 ; 3.021 ; 6.646.060 ; 1.723 ; 6.357.785 ; 24 ; 308.141 ; 1.747 ; 6.665.926 ; 4.768 ; 13.311.986 
116;04.902.979;BANCO DA AMAZONIA S.A.; 48 ; 2.742.324 ; 12 ; 549.527 ; 12 ; 190.404 ; 85 ; 3.645.664 ; 157 ; 7.127.920 ; 15 ; 3.252.000 ; 13 ; 2.030.000 ; 28 ; 5.282.000 ; 185 ; 12.409.920 
117;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 6 ; 160.271 ; 13 ; 162.199 ; 50 ; 1.157.245 ; 462 ; 5.217.561 ; 531 ; 6.697.275 ; 229 ; 4.545.274 ; 19 ; 444.148 ; 248 ; 4.989.422 ; 779 ; 11.686.698 
118;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 3 ; 9.731 ; 254 ; 1.370.740 ; 574 ; 5.712.750 ; 831 ; 7.093.220 ; 184 ; 4.295.304 ; 1 ; 50.000 ; 185 ; 4.345.304 ; 1.016 ; 11.438.524 
119;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 8 ; 41.161 ; 58 ; 560.821 ; 182 ; 413.302 ; 581 ; 4.533.822 ; 829 ; 5.549.106 ; 452 ; 4.682.061 ; 6 ; 35.547 ; 458 ; 4.717.608 ; 1.287 ; 10.266.714 
120;61.024.352;BANCO INDUSVAL S.A.; 18 ; 2.930.366 ; 19 ; 490.892 ; 29 ; 979.625 ; 93 ; 1.274.787 ; 159 ; 5.675.670 ; 40 ; 1.103.911 ; 19 ; 3.436.022 ; 59 ; 4.539.934 ; 218 ; 10.215.604 
121;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 4 ; 22.423 ; 18 ; 505.090 ; 84 ; 1.218.231 ; 297 ; 2.906.856 ; 403 ; 4.652.600 ; 271 ; 3.324.075 ; 47 ; 1.142.722 ; 318 ; 4.466.796 ; 721 ; 9.119.396 
122;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 6 ; 9.029.376 ;;; 6 ; 9.029.376 ;;;;; -   ; -   ; 6 ; 9.029.376 
123;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 3 ; 115.034 ; 114 ; 1.852.691 ; 49 ; 934.075 ; 210 ; 964.316 ; 376 ; 3.866.116 ; 365 ; 2.862.833 ; 38 ; 1.098.759 ; 403 ; 3.961.592 ; 779 ; 7.827.708 
124;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 2 ; 103.844 ; 61 ; 1.627.003 ; 17 ; 43.640 ; 656 ; 2.045.265 ; 736 ; 3.819.753 ; 632 ; 3.677.373 ; 8 ; 137.685 ; 640 ; 3.815.058 ; 1.376 ; 7.634.811 
125;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA;;;;; 259 ; 915.877 ; 400 ; 3.482.816 ; 659 ; 4.398.693 ; 322 ; 2.643.256 ; 17 ; 460.277 ; 339 ; 3.103.533 ; 998 ; 7.502.226 
126;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 141 ; 378.640 ; 455 ; 3.512.034 ; 596 ; 3.890.674 ; 177 ; 3.238.514 ;;; 177 ; 3.238.514 ; 773 ; 7.129.188 
127;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 11 ; 195.510 ; 40 ; 546.914 ; 556 ; 3.103.623 ; 607 ; 3.846.048 ; 455 ; 2.993.309 ; 18 ; 265.540 ; 473 ; 3.258.849 ; 1.080 ; 7.104.897 
128;03.609.817;BANCO CARGILL S.A.; 1 ; 1.000.000 ;;; 3 ; 4.047.500 ; 12 ; 1.840.900 ; 16 ; 6.888.400 ;;;;; -   ; -   ; 16 ; 6.888.400 
129;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 188 ; 382.574 ; 515 ; 3.337.739 ; 703 ; 3.720.313 ; 243 ; 3.010.560 ; 2 ; 53.472 ; 245 ; 3.064.032 ; 948 ; 6.784.345 
130;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 2 ; 36.450 ; 33 ; 531.102 ; 123 ; 1.140.763 ; 422 ; 1.903.523 ; 580 ; 3.611.838 ; 138 ; 2.194.221 ; 22 ; 924.937 ; 160 ; 3.119.158 ; 740 ; 6.730.996 
131;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 21 ; 665.958 ; 10 ; 166.271 ; 119 ; 2.422.996 ; 150 ; 3.255.225 ; 371 ; 3.072.657 ; 7 ; 146.771 ; 378 ; 3.219.428 ; 528 ; 6.474.653 
132;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 26 ; 176.825 ; 12 ; 167.973 ; 130 ; 1.578.562 ; 780 ; 2.146.800 ; 948 ; 4.070.160 ; 130 ; 1.458.191 ; 20 ; 918.774 ; 150 ; 2.376.966 ; 1.098 ; 6.447.126 
133;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 42 ; 61.306 ; 486 ; 3.124.808 ; 528 ; 3.186.114 ; 631 ; 3.090.526 ; 6 ; 23.550 ; 637 ; 3.114.075 ; 1.165 ; 6.300.190 
134;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 25 ; 2.409.373 ; 4 ; 105.249 ; 18 ; 43.011 ; 207 ; 458.389 ; 254 ; 3.016.022 ; 14 ; 637.897 ; 17 ; 2.339.973 ; 31 ; 2.977.870 ; 285 ; 5.993.892 
135;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 3 ; 9.057 ; 106 ; 309.987 ; 1.909 ; 2.934.390 ; 2.018 ; 3.253.434 ; 590 ; 2.580.539 ; 1 ; 255 ; 591 ; 2.580.795 ; 2.609 ; 5.834.229 
136;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 447 ; 378.009 ; 1.243 ; 2.616.077 ; 1.690 ; 2.994.086 ; 159 ; 2.533.657 ;;; 159 ; 2.533.657 ; 1.849 ; 5.527.742 
137;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 2.900 ; 195 ; 1.291.150 ; 338 ; 2.608.399 ; 534 ; 3.902.449 ; 214 ; 1.437.790 ; 5 ; 101.803 ; 219 ; 1.539.592 ; 753 ; 5.442.041 
138;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 143 ; 300.620 ; 347 ; 2.633.780 ; 490 ; 2.934.400 ; 305 ; 2.287.495 ;;; 305 ; 2.287.495 ; 795 ; 5.221.895 
139;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 129 ; 443.024 ; 290 ; 2.258.451 ; 419 ; 2.701.474 ; 133 ; 1.887.424 ;;; 133 ; 1.887.424 ; 552 ; 4.588.898 
140;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 6 ; 251.353 ; 45 ; 1.087.936 ; 26 ; 463.718 ; 89 ; 543.626 ; 166 ; 2.346.634 ; 85 ; 1.467.846 ; 24 ; 551.634 ; 109 ; 2.019.480 ; 275 ; 4.366.114 
141;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 35.099 ; 368 ; 131.224 ; 2.144 ; 2.119.893 ; 2.513 ; 2.286.216 ; 173 ; 2.038.846 ; 1 ; 11.091 ; 174 ; 2.049.938 ; 2.687 ; 4.336.154 
142;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 327 ; 1.659.586 ; 307 ; 1.621.292 ; 634 ; 3.280.879 ; 17 ; 49.575 ; 2 ; 130.000 ; 19 ; 179.575 ; 653 ; 3.460.454 
143;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 12 ; 499.231 ; 9 ; 36.543 ; 78 ; 1.090.118 ; 99 ; 1.625.891 ; 85 ; 1.568.994 ; 2 ; 20.042 ; 87 ; 1.589.036 ; 186 ; 3.214.927 
144;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 93 ; 414.224 ; 212 ; 1.467.058 ; 305 ; 1.881.282 ; 104 ; 1.117.925 ; 1 ; 700 ; 105 ; 1.118.625 ; 410 ; 2.999.907 
145;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 25 ; 20.346 ; 249 ; 1.470.509 ; 274 ; 1.490.855 ; 320 ; 1.460.837 ; 5 ; 12.158 ; 325 ; 1.472.994 ; 599 ; 2.963.849 
146;59.285.411;BANCO PAN S.A.; 4 ; 579.591 ;;; 7 ; 31.872 ; 23 ; 397.110 ; 34 ; 1.008.573 ;;; 2 ; 1.750.000 ; 2 ; 1.750.000 ; 36 ; 2.758.573 
147;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 15 ; 154.133 ; 13 ; 19.280 ; 415 ; 934.077 ; 443 ; 1.107.490 ; 184 ; 1.129.228 ; 3 ; 14.861 ; 187 ; 1.144.089 ; 630 ; 2.251.578 
148;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 64 ; 30.563 ; 525 ; 1.126.250 ; 589 ; 1.156.814 ; 127 ; 1.089.369 ;;; 127 ; 1.089.369 ; 716 ; 2.246.183 
149;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 7 ; 1.351 ; 151 ; 1.098.950 ; 158 ; 1.100.301 ; 134 ; 1.098.600 ; 1 ; 500 ; 135 ; 1.099.100 ; 293 ; 2.199.401 
150;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 108 ; 131.592 ; 213 ; 568.454 ; 321 ; 700.046 ; 121 ; 930.617 ; 29 ; 493.092 ; 150 ; 1.423.708 ; 471 ; 2.123.755 
151;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 4.384 ; 56 ; 41.362 ; 692 ; 1.021.780 ; 749 ; 1.067.526 ; 137 ; 1.009.574 ; 1 ; 400 ; 138 ; 1.009.974 ; 887 ; 2.077.500 
152;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 6 ; 52.246 ; 56 ; 76.333 ; 554 ; 973.216 ; 616 ; 1.101.795 ; 107 ; 940.162 ;;; 107 ; 940.162 ; 723 ; 2.041.957 
153;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 2 ; 551.253 ; 3 ; 19.965 ; 5 ; 571.218 ;;; 1 ; 1.200.000 ; 1 ; 1.200.000 ; 6 ; 1.771.218 
154;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 10 ; 170.679 ; 19 ; 301.005 ; 3 ; 46.100 ; 46 ; 136.648 ; 78 ; 654.433 ; 36 ; 458.205 ; 13 ; 216.736 ; 49 ; 674.941 ; 127 ; 1.329.374 
155;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;;;; 244 ; 438.452 ; 244 ; 438.452 ; 37 ; 452.682 ;;; 37 ; 452.682 ; 281 ; 891.134 
156;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 83 ; 35.929 ; 321 ; 434.007 ; 404 ; 469.937 ; 51 ; 390.803 ;;; 51 ; 390.803 ; 455 ; 860.740 
157;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 12 ; 2.750 ; 106 ; 364.652 ; 118 ; 367.402 ; 117 ; 354.087 ;;; 117 ; 354.087 ; 235 ; 721.489 
158;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA;;;;; 3 ; 2.062 ; 174 ; 355.199 ; 177 ; 357.261 ; 78 ; 354.056 ;;; 78 ; 354.056 ; 255 ; 711.317 
159;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 1 ; 771 ; 143 ; 343.752 ; 144 ; 344.523 ; 159 ; 335.672 ;;; 159 ; 335.672 ; 303 ; 680.195 
160;61.033.106;BANCO CREFISA S.A.;;;;; 20 ; 334.403 ; 5 ; 19.951 ; 25 ; 354.354 ;;; 3 ; 320.000 ; 3 ; 320.000 ; 28 ; 674.354 
161;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 3 ; 2.920 ; 86 ; 225.873 ; 89 ; 228.793 ; 36 ; 317.356 ; 3 ; 59.709 ; 39 ; 377.065 ; 128 ; 605.858 
162;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 34 ; 27.686 ; 147 ; 251.457 ; 181 ; 279.143 ; 61 ; 212.065 ;;; 61 ; 212.065 ; 242 ; 491.208 
163;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 9.411 ; 3 ; 111.917 ; 11 ; 101.374 ; 15 ; 222.703 ; 12 ; 110.785 ; 3 ; 111.917 ; 15 ; 222.703 ; 30 ; 445.406 
164;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 64 ; 41.944 ; 67 ; 62.543 ; 131 ; 104.487 ; 8 ; 39.198 ;;; 8 ; 39.198 ; 139 ; 143.685 
165;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 2 ; 6.373 ; 3 ; 10.346 ; 5 ; 16.719 ; 1 ; 9.372 ; 2 ; 6.373 ; 3 ; 15.745 ; 8 ; 32.464 
166;33.042.953;CITIBANK N.A.;;;;; 2 ; 13.760 ; 2 ; 1.576 ; 4 ; 15.337 ;;;;; -   ; -   ; 4 ; 15.337 
167;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 3 ; 2.140 ; 3 ; 2.140 ;;;;; -   ; -   ; 3 ; 2.140 
