Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em JUNHO / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
68;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 129 ; 737.803 ; 1.532 ; 40.690.709 ; 1.661 ; 41.428.512 ; 326 ; 39.484.025 ; 2 ; 13.832 ; 328 ; 39.497.857 ; 1.989 ; 80.926.369 ;;;;
69;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 609 ; 29.204.672 ; 278 ; 11.950.847 ; 127 ; 2.605.141 ; 310 ; 1.757.342 ; 1.324 ; 45.518.002 ; 17 ; 6.177.982 ; 76 ; 24.539.599 ; 93 ; 30.717.581 ; 1.417 ; 76.235.583 ;;;;
70;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 3 ; 54.291 ; 22 ; 551.524 ; 15 ; 911.495 ; 137 ; 6.261.358 ; 177 ; 7.778.669 ; 22 ; 35.750.000 ; 25 ; 30.200.000 ; 47 ; 65.950.000 ; 224 ; 73.728.669 ;;;;
71;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 57 ; 26.666.474 ; 95 ; 8.396.618 ; 4 ; 45.543 ; 52 ; 2.668.910 ; 208 ; 37.777.545 ; 39 ; 10.115.019 ; 22 ; 25.734.734 ; 61 ; 35.849.753 ; 269 ; 73.627.298 ;;;;
72;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO;;; 22 ; 5.425.493 ; 39 ; 26.248.329 ; 37 ; 6.003.806 ; 98 ; 37.677.629 ; 23 ; 9.601.566 ; 20 ; 24.482.010 ; 43 ; 34.083.576 ; 141 ; 71.761.205 ;;;;
73;02.318.507;BANCO KEB DO BRASIL S.A.;;; 16 ; 5.058.870 ; 31 ; 11.196.180 ; 246 ; 16.753.126 ; 293 ; 33.008.176 ; 16 ; 23.332.755 ; 9 ; 12.678.665 ; 25 ; 36.011.420 ; 318 ; 69.019.596 ;;;;
74;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 3 ; 189.186 ; 79 ; 1.569.788 ; 348 ; 1.600.352 ; 1.168 ; 11.068.913 ; 1.598 ; 14.428.239 ; 622 ; 31.038.304 ; 33 ; 20.233.685 ; 655 ; 51.271.989 ; 2.253 ; 65.700.228 ;;;;
75;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 287 ; 15.367.729 ; 341 ; 14.677.733 ; 113 ; 3.444.185 ; 214 ; 12.348.435 ; 955 ; 45.838.081 ; 20 ; 13.701.821 ; 11 ; 5.442.841 ; 31 ; 19.144.662 ; 986 ; 64.982.743 ;;;;
76;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 34 ; 2.112.412 ; 550 ; 2.351.298 ; 1.329 ; 17.485.985 ; 1.913 ; 21.949.695 ; 742 ; 29.567.617 ; 63 ; 12.703.413 ; 805 ; 42.271.030 ; 2.718 ; 64.220.725 ;;;;
77;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 19 ; 23.203.720 ; 13 ; 5.928.830 ; 173 ; 2.676.723 ; 205 ; 31.809.272 ; 22 ; 25.140.000 ; 3 ; 5.350.000 ; 25 ; 30.490.000 ; 230 ; 62.299.272 ;;;;
78;10.690.848;BANCO DA CHINA BRASIL S.A.; 12 ; 28.321.768 ; 7 ; 632.489 ; 15 ; 1.713.967 ; 26 ; 566.610 ; 60 ; 31.234.835 ; 2 ; 550.000 ; 28 ; 29.430.000 ; 30 ; 29.980.000 ; 90 ; 61.214.835 ;;;;
79;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 13 ; 140.460 ; 505 ; 14.202.497 ; 237 ; 6.684.517 ; 1.255 ; 11.992.742 ; 2.010 ; 33.020.216 ; 350 ; 22.887.338 ; 14 ; 3.542.701 ; 364 ; 26.430.039 ; 2.374 ; 59.450.255 ;;;;
80;03.532.415;BANCO ABN AMRO S.A.; 9 ; 28.030.000 ;;; 3 ; 1.292.442 ; 2 ; 1.852 ; 14 ; 29.324.294 ;;; 7 ; 29.322.000 ; 7 ; 29.322.000 ; 21 ; 58.646.294 ;;;;
81;60.889.128;BANCO SOFISA S.A.; 154 ; 28.626.917 ; 76 ; 3.413.815 ; 21 ; 3.748.793 ; 89 ; 2.063.663 ; 340 ; 37.853.188 ; 11 ; 223.135 ; 8 ; 20.182.524 ; 19 ; 20.405.659 ; 359 ; 58.258.847 ;;;;
82;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 6 ; 14.485.774 ; 7 ; 956.938 ; 10 ; 3.776.754 ; 17 ; 2.385.041 ; 40 ; 21.604.507 ; 18 ; 11.889.081 ; 20 ; 23.885.902 ; 38 ; 35.774.982 ; 78 ; 57.379.489 ;;;;
83;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 58 ; 17.419.559 ; 274 ; 393.704 ; 518 ; 9.273.436 ; 850 ; 27.086.699 ; 27 ; 26.314.200 ;;; 27 ; 26.314.200 ; 877 ; 53.400.899 ;;;;
84;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÈLTIPLO; 6 ; 15.724.555 ; 9 ; 8.728.198 ; 4 ; 2.238.059 ; 40 ; 2.345.828 ; 59 ; 29.036.640 ; 5 ; 13.913.612 ; 4 ; 9.911.267 ; 9 ; 23.824.879 ; 68 ; 52.861.519 ;;;;
85;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 12 ; 50.364.767 ;;; 12 ; 50.364.767 ;;;;; -   ; -   ; 12 ; 50.364.767 ;;;;
86;61.186.680;BANCO BMG S.A.; 3 ; 17.800.000 ;;; 3 ; 285.507 ; 13 ; 510.737 ; 19 ; 18.596.244 ; 2 ; 13.000.000 ; 3 ; 17.800.000 ; 5 ; 30.800.000 ; 24 ; 49.396.244 ;;;;
87;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.;;; 54 ; 742.498 ; 460 ; 2.075.449 ; 1.532 ; 16.171.746 ; 2.046 ; 18.989.693 ; 707 ; 19.093.330 ; 39 ; 4.256.132 ; 746 ; 23.349.462 ; 2.792 ; 42.339.154 ;;;;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 19 ; 537.319 ; 693 ; 15.300.962 ; 120 ; 2.521.168 ; 601 ; 5.447.116 ; 1.433 ; 23.806.565 ; 280 ; 17.769.328 ; 3 ; 91.805 ; 283 ; 17.861.133 ; 1.716 ; 41.667.698 ;;;;
89;59.285.411;BANCO PAN S.A.; 11 ; 26.063.695 ;;; 5 ; 45.483 ; 25 ; 721.432 ; 41 ; 26.830.610 ;;; 11 ; 13.800.000 ; 11 ; 13.800.000 ; 52 ; 40.630.610 ;;;;
90;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 1 ; 100 ; 71 ; 5.673.005 ; 67 ; 2.924.712 ; 139 ; 8.597.817 ; 32 ; 13.581.305 ; 82 ; 17.042.212 ; 114 ; 30.623.517 ; 253 ; 39.221.334 ;;;;
91;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 286 ; 15.160.772 ; 7 ; 17.014 ; 105 ; 3.972.420 ; 398 ; 19.150.206 ; 209 ; 19.140.377 ;;; 209 ; 19.140.377 ; 607 ; 38.290.583 ;;;;
92;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 62.461 ; 103 ; 1.331.131 ; 373 ; 4.998.872 ; 477 ; 6.392.464 ; 155 ; 17.057.153 ; 37 ; 13.323.130 ; 192 ; 30.380.284 ; 669 ; 36.772.747 ;;;;
93;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 17 ; 16.197.060 ; 22 ; 952.717 ; 12 ; 101.469 ; 31 ; 501.511 ; 82 ; 17.752.757 ; 7 ; 1.161.760 ; 12 ; 16.061.840 ; 19 ; 17.223.599 ; 101 ; 34.976.356 ;;;;
94;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 9 ; 59.337 ;;; 374 ; 17.228.179 ; 383 ; 17.287.516 ; 87 ; 17.332.234 ; 1 ; 50.000 ; 88 ; 17.382.234 ; 471 ; 34.669.750 ;;;;
95;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 4 ; 19.680 ; 467 ; 3.159.331 ; 841 ; 16.233.038 ; 1.312 ; 19.412.049 ; 469 ; 13.197.506 ; 6 ; 50.941 ; 475 ; 13.248.447 ; 1.787 ; 32.660.496 ;;;;
96;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 11 ; 123.870 ; 328 ; 7.531.945 ; 62 ; 1.147.547 ; 465 ; 8.164.234 ; 866 ; 16.967.595 ; 750 ; 15.046.882 ; 14 ; 621.571 ; 764 ; 15.668.453 ; 1.630 ; 32.636.048 ;;;;
97;92.894.922;BANCO ORIGINAL S.A.; 4 ; 10.292.000 ; 18 ; 5.156.249 ;;; 46 ; 1.860.895 ; 68 ; 17.309.144 ; 9 ; 3.668.487 ; 3 ; 10.035.316 ; 12 ; 13.703.803 ; 80 ; 31.012.947 ;;;;
98;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 16 ; 375.523 ; 273 ; 5.799.901 ; 69 ; 945.108 ; 593 ; 7.706.109 ; 951 ; 14.826.641 ; 498 ; 13.486.364 ; 43 ; 1.247.510 ; 541 ; 14.733.874 ; 1.492 ; 29.560.515 ;;;;
99;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 28 ; 372.320 ; 263 ; 246.799 ; 1.555 ; 3.690.183 ; 1.846 ; 4.309.302 ; 217 ; 13.181.494 ; 65 ; 9.384.743 ; 282 ; 22.566.237 ; 2.128 ; 26.875.538 ;;;;
100;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 10 ; 538.142 ; 100 ; 135.374 ; 857 ; 11.703.915 ; 967 ; 12.377.431 ; 360 ; 12.497.527 ; 6 ; 399.000 ; 366 ; 12.896.527 ; 1.333 ; 25.273.958 ;;;;
101;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 6 ; 275.284 ; 3 ; 102.470 ; 54 ; 11.158.727 ; 63 ; 11.536.481 ; 474 ; 11.597.729 ; 5 ; 266.184 ; 479 ; 11.863.913 ; 542 ; 23.400.394 ;;;;
102;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 28.302 ; 92 ; 2.612.586 ; 87 ; 5.297.307 ; 612 ; 8.421.977 ; 792 ; 16.360.172 ; 122 ; 6.142.787 ; 9 ; 342.629 ; 131 ; 6.485.416 ; 923 ; 22.845.588 ;;;;
103;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 15 ; 5.143.046 ; 5 ; 227.231 ; 29 ; 2.997.860 ; 14 ; 30.783 ; 63 ; 8.398.921 ; 4 ; 4.768.578 ; 9 ; 9.458.305 ; 13 ; 14.226.883 ; 76 ; 22.625.803 ;;;;
104;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 38 ; 79.751 ; 165 ; 3.701.231 ; 203 ; 3.780.982 ; 188 ; 11.002.611 ; 41 ; 7.363.725 ; 229 ; 18.366.336 ; 432 ; 22.147.318 ;;;;
105;59.118.133;BANCO LUSO BRASILEIRO S.A.;;; 6 ; 568.780 ; 14 ; 6.588.300 ; 13 ; 4.542.564 ; 33 ; 11.699.644 ; 7 ; 3.990.629 ; 5 ; 5.513.654 ; 12 ; 9.504.283 ; 45 ; 21.203.927 ;;;;
106;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA;;; 224 ; 8.085.024 ; 3 ; 2.855 ; 583 ; 2.059.251 ; 810 ; 10.147.130 ; 242 ; 10.100.991 ; 2 ; 1.755 ; 244 ; 10.102.746 ; 1.054 ; 20.249.876 ;;;;
107;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 14 ; 102.057 ; 119 ; 3.504.972 ; 79 ; 326.427 ; 359 ; 3.375.026 ; 571 ; 7.308.482 ; 265 ; 9.356.275 ; 34 ; 2.882.717 ; 299 ; 12.238.992 ; 870 ; 19.547.474 ;;;;
108;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 1.117 ; 1.732.113 ; 1.159 ; 9.586.246 ; 2.276 ; 11.318.359 ; 213 ; 8.007.943 ; 14 ; 37.877 ; 227 ; 8.045.820 ; 2.503 ; 19.364.179 ;;;;
109;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 20 ; 531.835 ; 478 ; 1.265.584 ; 1.104 ; 5.988.190 ; 1.602 ; 7.785.609 ; 204 ; 8.031.871 ; 30 ; 2.811.402 ; 234 ; 10.843.273 ; 1.836 ; 18.628.882 ;;;;
110;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 1 ; 7.500 ; 1 ; 1.354 ; 18 ; 161.488 ; 2.187 ; 9.110.207 ; 2.207 ; 9.280.549 ; 165 ; 9.079.992 ; 2 ; 126.004 ; 167 ; 9.205.996 ; 2.374 ; 18.486.544 ;;;;
111;33.042.151;BANCO DE LA NACION ARGENTINA; 4 ; 1.919.533 ; 8 ; 106.642 ; 396 ; 435.423 ; 73 ; 54.771 ; 481 ; 2.516.368 ; 7 ; 6.210.000 ; 9 ; 8.500.000 ; 16 ; 14.710.000 ; 497 ; 17.226.368 ;;;;
112;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.;;; 89 ; 2.458.190 ; 150 ; 1.161.657 ; 1.718 ; 5.164.167 ; 1.957 ; 8.784.014 ; 187 ; 7.170.691 ; 29 ; 904.320 ; 216 ; 8.075.011 ; 2.173 ; 16.859.025 ;;;;
113;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 19 ; 266.630 ; 141 ; 2.247.617 ; 96 ; 1.123.958 ; 457 ; 5.500.128 ; 713 ; 9.138.333 ; 212 ; 6.790.849 ; 5 ; 420.000 ; 217 ; 7.210.849 ; 930 ; 16.349.182 ;;;;
114;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 13 ; 475.791 ; 180 ; 4.440.286 ; 105 ; 376.355 ; 643 ; 3.438.443 ; 941 ; 8.730.875 ; 441 ; 7.387.160 ; 5 ; 215.150 ; 446 ; 7.602.310 ; 1.387 ; 16.333.185 ;;;;
115;07.679.404;BANCO TOPµZIO S.A.; 12 ; 976.539 ; 5 ; 57.448 ; 3 ; 67.261 ; 80 ; 7.049.217 ; 100 ; 8.150.465 ; 46 ; 6.695.389 ; 7 ; 625.000 ; 53 ; 7.320.389 ; 153 ; 15.470.854 ;;;;
116;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 118 ; 1.091.153 ; 288 ; 4.481.912 ; 406 ; 5.573.066 ; 220 ; 5.294.897 ; 18 ; 1.878.624 ; 238 ; 7.173.521 ; 644 ; 12.746.587 ;;;;
117;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 290 ; 3.699.359 ; 431 ; 5.013.081 ; 721 ; 8.712.440 ; 143 ; 2.642.342 ; 12 ; 1.289.997 ; 155 ; 3.932.339 ; 876 ; 12.644.779 ;;;;
118;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 15 ; 4.394.734 ; 15 ; 392.895 ; 5 ; 363.583 ; 10 ; 114.562 ; 45 ; 5.265.774 ; 1 ; 250.000 ; 6 ; 6.940.000 ; 7 ; 7.190.000 ; 52 ; 12.455.774 ;;;;
119;04.902.979;BANCO DA AMAZONIA S.A.; 34 ; 3.553.124 ; 20 ; 1.317.571 ; 17 ; 387.083 ; 50 ; 356.699 ; 121 ; 5.614.478 ; 5 ; 1.155.900 ; 12 ; 3.532.646 ; 17 ; 4.688.546 ; 138 ; 10.303.024 ;;;;
120;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 8 ; 36.881 ; 87 ; 54.817 ; 1.161 ; 3.183.085 ; 1.256 ; 3.274.783 ; 215 ; 4.824.201 ; 20 ; 1.656.229 ; 235 ; 6.480.430 ; 1.491 ; 9.755.213 ;;;;
121;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 1 ; 31.460 ; 12 ; 159.524 ; 54 ; 263.102 ; 674 ; 4.499.993 ; 741 ; 4.954.079 ; 86 ; 4.370.654 ;;; 86 ; 4.370.654 ; 827 ; 9.324.732 ;;;;
122;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 191 ; 669.041 ; 533 ; 4.527.988 ; 724 ; 5.197.030 ; 319 ; 3.931.958 ; 3 ; 41.784 ; 322 ; 3.973.742 ; 1.046 ; 9.170.772 ;;;;
123;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;;; 27 ; 271.925 ; 40 ; 675.778 ; 408 ; 3.500.133 ; 475 ; 4.447.835 ; 206 ; 2.984.890 ; 8 ; 40.850 ; 214 ; 3.025.740 ; 689 ; 7.473.576 ;;;;
124;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 12 ; 390.444 ; 65 ; 1.380.977 ; 72 ; 173.870 ; 890 ; 2.145.819 ; 1.039 ; 4.091.110 ; 161 ; 3.052.703 ; 3 ; 68.746 ; 164 ; 3.121.450 ; 1.203 ; 7.212.560 ;;;;
125;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;;;; 5 ; 55.254 ; 112 ; 3.212.370 ; 117 ; 3.267.623 ; 152 ; 3.436.578 ; 6 ; 282.466 ; 158 ; 3.719.044 ; 275 ; 6.986.667 ;;;;
126;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 9 ; 109.161 ; 77 ; 573.506 ; 321 ; 3.166.350 ; 407 ; 3.849.017 ; 207 ; 2.779.474 ; 5 ; 58.698 ; 212 ; 2.838.172 ; 619 ; 6.687.190 ;;;;
127;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 119 ; 381.894 ; 341 ; 3.032.981 ; 460 ; 3.414.875 ; 185 ; 2.559.829 ;;; 185 ; 2.559.829 ; 645 ; 5.974.703 ;;;;
128;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 89 ; 303.878 ; 328 ; 2.894.328 ; 417 ; 3.198.206 ; 122 ; 2.597.813 ;;; 122 ; 2.597.813 ; 539 ; 5.796.018 ;;;;
129;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 145 ; 328.682 ; 405 ; 2.769.670 ; 550 ; 3.098.352 ; 193 ; 2.549.311 ; 5 ; 118.870 ; 198 ; 2.668.181 ; 748 ; 5.766.533 ;;;;
130;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 4.557 ; 215 ; 104.149 ; 1.644 ; 2.324.328 ; 1.862 ; 2.433.034 ; 76 ; 2.395.616 ; 6 ; 130.000 ; 82 ; 2.525.616 ; 1.944 ; 4.958.650 ;;;;
131;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.000 ; 91 ; 263.400 ; 399 ; 2.201.480 ; 491 ; 2.474.880 ; 70 ; 1.965.371 ;;; 70 ; 1.965.371 ; 561 ; 4.440.251 ;;;;
132;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 2 ; 30.482 ; 62 ; 1.340.406 ; 11 ; 272.013 ; 150 ; 540.155 ; 225 ; 2.183.056 ; 130 ; 1.833.985 ; 8 ; 255.932 ; 138 ; 2.089.918 ; 363 ; 4.272.974 ;;;;
133;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 1.534 ; 557.079 ; 2.118 ; 2.143.155 ; 3.652 ; 2.700.233 ; 34 ; 1.415.969 ;;; 34 ; 1.415.969 ; 3.686 ; 4.116.202 ;;;;
134;14.388.334;PARANµ BANCO S.A.; 1 ; 2.000.000 ;;;;; 3 ; 528 ; 4 ; 2.000.528 ;;; 1 ; 2.000.000 ; 1 ; 2.000.000 ; 5 ; 4.000.528 ;;;;
135;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 8 ; 7.957 ; 213 ; 1.724.570 ; 221 ; 1.732.527 ; 130 ; 1.705.268 ; 2 ; 2.472 ; 132 ; 1.707.740 ; 353 ; 3.440.267 ;;;;
136;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;;;; 958 ; 616.161 ; 467 ; 1.853.117 ; 1.425 ; 2.469.278 ; 23 ; 967.391 ;;; 23 ; 967.391 ; 1.448 ; 3.436.669 ;;;;
137;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 19 ; 145.469 ; 1 ; 1.583 ; 84 ; 377.016 ; 540 ; 1.561.325 ; 644 ; 2.085.393 ; 99 ; 1.103.857 ; 3 ; 47.631 ; 102 ; 1.151.488 ; 746 ; 3.236.881 ;;;;
138;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;;;;;; 155 ; 1.327.666 ; 155 ; 1.327.666 ; 139 ; 1.327.646 ;;; 139 ; 1.327.646 ; 294 ; 2.655.313 ;;;;
139;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 44 ; 22.711 ; 405 ; 1.281.012 ; 449 ; 1.303.723 ; 64 ; 1.285.216 ;;; 64 ; 1.285.216 ; 513 ; 2.588.938 ;;;;
140;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 935 ; 499.448 ; 237 ; 1.261.630 ; 1.172 ; 1.761.078 ; 57 ; 751.043 ;;; 57 ; 751.043 ; 1.229 ; 2.512.121 ;;;;
141;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO;;;;; 2 ; 1.735.347 ; 1 ; 55 ; 3 ; 1.735.401 ;;; 1 ; 700.000 ; 1 ; 700.000 ; 4 ; 2.435.401 ;;;;
142;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 84 ; 69.950 ; 698 ; 1.131.776 ; 782 ; 1.201.726 ; 159 ; 1.040.301 ;;; 159 ; 1.040.301 ; 941 ; 2.242.027 ;;;;
143;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 24 ; 13.334 ; 1.119 ; 1.012.155 ; 1.143 ; 1.025.490 ; 91 ; 997.169 ;;; 91 ; 997.169 ; 1.234 ; 2.022.659 ;;;;
144;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 2 ; 10.650 ; 11 ; 33.286 ; 528 ; 982.157 ; 541 ; 1.026.093 ; 85 ; 940.448 ; 2 ; 29.232 ; 87 ; 969.680 ; 628 ; 1.995.773 ;;;;
145;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 28 ; 40.596 ; 422 ; 989.014 ; 450 ; 1.029.610 ; 58 ; 895.174 ;;; 58 ; 895.174 ; 508 ; 1.924.784 ;;;;
146;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 4 ; 374.688 ; 5 ; 127.839 ; 4 ; 173.759 ; 43 ; 183.644 ; 56 ; 859.931 ; 4 ; 391.978 ; 6 ; 574.311 ; 10 ; 966.289 ; 66 ; 1.826.220 ;;;;
147;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 42 ; 656.053 ; 1 ; 37.601 ; 24 ; 218.535 ; 67 ; 912.190 ; 52 ; 874.581 ; 1 ; 37.601 ; 53 ; 912.182 ; 120 ; 1.824.372 ;;;;
148;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 11 ; 21.802 ; 248 ; 757.710 ; 259 ; 779.511 ; 57 ; 808.347 ; 3 ; 36.061 ; 60 ; 844.408 ; 319 ; 1.623.919 ;;;;
149;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 273 ; 235.087 ; 524 ; 795.062 ; 797 ; 1.030.149 ; 56 ; 558.445 ;;; 56 ; 558.445 ; 853 ; 1.588.594 ;;;;
150;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 14 ; 304.092 ; 3 ; 51.447 ; 57 ; 379.400 ; 74 ; 734.940 ; 47 ; 719.583 ; 2 ; 36.447 ; 49 ; 756.030 ; 123 ; 1.490.970 ;;;;
151;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 351 ; 237.617 ; 740 ; 634.014 ; 1.091 ; 871.631 ; 26 ; 409.241 ;;; 26 ; 409.241 ; 1.117 ; 1.280.872 ;;;;
152;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 66 ; 147.413 ; 124 ; 643.151 ; 190 ; 790.564 ; 67 ; 480.848 ;;; 67 ; 480.848 ; 257 ; 1.271.412 ;;;;
153;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 28 ; 551.992 ; 28 ; 551.992 ; 20 ; 551.992 ;;; 20 ; 551.992 ; 48 ; 1.103.985 ;;;;
154;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 6 ; 454.831 ;;; 15 ; 33.820 ; 21 ; 488.650 ; 6 ; 537.576 ;;; 6 ; 537.576 ; 27 ; 1.026.226 ;;;;
155;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 8 ; 163.710 ;;; 37 ; 285.932 ; 45 ; 449.642 ; 44 ; 462.394 ;;; 44 ; 462.394 ; 89 ; 912.037 ;;;;
156;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 93 ; 83.241 ; 181 ; 410.560 ; 274 ; 493.801 ; 27 ; 357.973 ; 1 ; 4.517 ; 28 ; 362.490 ; 302 ; 856.291 ;;;;
157;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 18 ; 25.494 ; 173 ; 396.745 ; 191 ; 422.239 ; 61 ; 383.433 ;;; 61 ; 383.433 ; 252 ; 805.672 ;;;;
158;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 41 ; 31.867 ; 5 ; 301.267 ; 46 ; 333.133 ; 1 ; 300.000 ;;; 1 ; 300.000 ; 47 ; 633.133 ;;;;
