Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Fev/2018;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 9.612 ; 3.285.147.209 ; 41.223 ; 4.062.510.279 ; 38.751 ; 12.237.719.773 ; 58.682 ; 9.811.302.687 ; 148.268 ; 29.396.679.949 ; 1.148 ; 14.451.445.982 ; 1.115 ; 13.440.114.005 ; 2.263 ; 27.891.559.988 ; 150.531 ; 57.288.239.936 ;;;;
2;60.746.948;BANCO BRADESCO S.A.; 13.417 ; 7.976.092.018 ; 39.659 ; 5.315.487.245 ; 66.138 ; 10.908.203.050 ; 54.872 ; 14.720.191.788 ; 174.086 ; 38.919.974.102 ; 1.521 ; 7.264.338.837 ; 1.530 ; 6.460.219.776 ; 3.051 ; 13.724.558.613 ; 177.137 ; 52.644.532.715 ;;;;
3;33.479.023;BANCO CITIBANK S.A.; 2.621 ; 2.971.839.751 ; 12.814 ; 3.123.971.590 ; 13.772 ; 14.933.589.031 ; 20.345 ; 13.680.578.797 ; 49.552 ; 34.709.979.169 ; 555 ; 4.546.794.887 ; 599 ; 4.289.847.921 ; 1.154 ; 8.836.642.808 ; 50.706 ; 43.546.621.977 ;;;;
4;60.701.190;ITAÚ UNIBANCO S.A.; 13.144 ; 2.303.230.987 ; 31.217 ; 2.772.662.931 ; 79.820 ; 7.476.090.930 ; 61.890 ; 7.505.857.145 ; 186.071 ; 20.057.841.994 ; 523 ; 6.343.392.384 ; 500 ; 5.905.366.242 ; 1.023 ; 12.248.758.626 ; 187.094 ; 32.306.600.620 ;;;;
5;33.172.537;BANCO J.P. MORGAN S.A.; 437 ; 864.358.960 ; 4.922 ; 1.227.777.145 ; 1.852 ; 8.760.938.209 ; 3.655 ; 7.171.153.684 ; 10.866 ; 18.024.227.998 ; 488 ; 5.400.430.630 ; 533 ; 5.850.106.321 ; 1.021 ; 11.250.536.951 ; 11.887 ; 29.274.764.949 ;;;;
6;00.000.000;BANCO DO BRASIL S.A.; 13.123 ; 5.668.781.923 ; 17.802 ; 2.752.563.286 ; 35.358 ; 4.287.287.659 ; 78.766 ; 5.803.209.133 ; 145.049 ; 18.511.842.002 ; 670 ; 1.365.602.833 ; 724 ; 3.718.019.852 ; 1.394 ; 5.083.622.685 ; 146.443 ; 23.595.464.686 ;;;;
7;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 424 ; 730.351.615 ; 2.346 ; 662.512.352 ; 1.678 ; 3.849.593.960 ; 3.307 ; 2.931.271.466 ; 7.755 ; 8.173.729.393 ; 933 ; 3.115.747.677 ; 966 ; 4.135.757.790 ; 1.899 ; 7.251.505.466 ; 9.654 ; 15.425.234.859 ;;;;
8;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 334 ; 179.680.714 ; 898 ; 125.832.720 ; 984 ; 356.289.633 ; 958 ; 639.426.547 ; 3.174 ; 1.301.229.613 ; 1.130 ; 6.989.589.780 ; 1.087 ; 6.751.104.171 ; 2.217 ; 13.740.693.952 ; 5.391 ; 15.041.923.564 ;;;;
9;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 57 ; 99.684.555 ; 586 ; 114.649.149 ; 342 ; 2.130.171.375 ; 734 ; 2.100.190.411 ; 1.719 ; 4.444.695.490 ; 248 ; 5.240.388.146 ; 238 ; 4.779.884.545 ; 486 ; 10.020.272.691 ; 2.205 ; 14.464.968.180 ;;;;
10;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 267 ; 1.144.469.931 ; 737 ; 457.714.628 ; 761 ; 3.488.722.016 ; 3.449 ; 3.338.202.014 ; 5.214 ; 8.429.108.590 ; 68 ; 1.894.381.812 ; 161 ; 2.618.634.907 ; 229 ; 4.513.016.719 ; 5.443 ; 12.942.125.309 ;;;;
11;30.306.294;BANCO BTG PACTUAL S.A.; 39 ; 490.750.178 ; 112 ; 60.788.555 ; 563 ; 1.071.387.429 ; 1.317 ; 870.569.556 ; 2.031 ; 2.493.495.718 ; 134 ; 3.549.614.114 ; 136 ; 3.175.929.310 ; 270 ; 6.725.543.423 ; 2.301 ; 9.219.039.141 ;;;;
12;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 1 ; 134.150 ;;; 474 ; 1.093.238.796 ; 517 ; 1.419.867.101 ; 992 ; 2.513.240.048 ; 167 ; 3.354.118.282 ; 211 ; 3.137.647.898 ; 378 ; 6.491.766.180 ; 1.370 ; 9.005.006.227 ;;;;
13;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 544 ; 2.147.781.297 ; 397 ; 1.705.224.869 ; 941 ; 3.853.006.166 ; 28 ; 1.000.745.171 ; 55 ; 2.179.237.751 ; 83 ; 3.179.982.922 ; 1.024 ; 7.032.989.087 ;;;;
14;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 277 ; 518.655.257 ; 1.081 ; 295.015.141 ; 721 ; 1.161.218.691 ; 1.775 ; 1.425.341.055 ; 3.854 ; 3.400.230.143 ; 166 ; 2.067.571.586 ; 143 ; 1.414.169.259 ; 309 ; 3.481.740.845 ; 4.163 ; 6.881.970.988 ;;;;
15;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 37 ; 101.439.020 ; 23 ; 18.125.579 ; 50 ; 259.314.508 ; 88 ; 46.567.340 ; 198 ; 425.446.447 ; 210 ; 2.967.315.751 ; 223 ; 3.164.732.757 ; 433 ; 6.132.048.508 ; 631 ; 6.557.494.955 ;;;;
16;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 1.396 ; 1.871.265.807 ; 1.162 ; 1.547.081.822 ; 2.558 ; 3.418.347.629 ; 67 ; 1.515.779.753 ; 54 ; 1.081.805.482 ; 121 ; 2.597.585.236 ; 2.679 ; 6.015.932.865 ;;;;
17;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO; 43 ; 273.928.690 ; 142 ; 155.381.812 ; 176 ; 524.830.578 ; 346 ; 502.452.846 ; 707 ; 1.456.593.926 ; 371 ; 1.856.720.132 ; 582 ; 1.963.289.648 ; 953 ; 3.820.009.779 ; 1.660 ; 5.276.603.705 ;;;;
18;59.588.111;BANCO VOTORANTIM S.A.; 211 ; 476.007.651 ; 1.291 ; 268.445.555 ; 457 ; 450.633.449 ; 1.381 ; 767.241.031 ; 3.340 ; 1.962.327.687 ; 525 ; 1.554.803.678 ; 1.663 ; 1.500.721.967 ; 2.188 ; 3.055.525.645 ; 5.528 ; 5.017.853.332 ;;;;
19;61.820.817;BANCO PAULISTA S.A.; 333 ; 235.416.716 ; 1.018 ; 83.655.276 ; 1.452 ; 549.971.092 ; 3.293 ; 442.336.697 ; 6.096 ; 1.311.379.781 ; 3.033 ; 1.335.663.790 ; 23.374 ; 1.585.275.032 ; 26.407 ; 2.920.938.822 ; 32.503 ; 4.232.318.603 ;;;;
20;49.336.860;ING BANK N.V.; 23 ; 91.755.584 ; 34 ; 34.348.151 ; 31 ; 105.682.869 ; 94 ; 35.213.380 ; 182 ; 266.999.985 ; 46 ; 1.016.802.547 ; 49 ; 1.177.014.128 ; 95 ; 2.193.816.675 ; 277 ; 2.460.816.660 ;;;;
21;58.160.789;BANCO SAFRA S.A.; 342 ; 278.169.719 ; 1.933 ; 204.605.720 ; 1.702 ; 467.675.657 ; 4.434 ; 479.696.152 ; 8.411 ; 1.430.147.249 ; 335 ; 468.946.885 ; 324 ; 539.220.473 ; 659 ; 1.008.167.358 ; 9.070 ; 2.438.314.607 ;;;;
22;68.900.810;BANCO RENDIMENTO S.A.; 30 ; 3.659.384 ; 177 ; 15.949.525 ; 120.417 ; 303.344.707 ; 1.559 ; 376.573.952 ; 122.183 ; 699.527.568 ; 1.022 ; 760.387.419 ; 17.087 ; 694.325.584 ; 18.109 ; 1.454.713.003 ; 140.292 ; 2.154.240.571 ;;;;
23;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 440 ; 23.064.673 ; 2.949 ; 133.696.194 ; 1.755 ; 215.733.809 ; 6.052 ; 214.137.237 ; 11.196 ; 586.631.913 ; 1.674 ; 810.629.335 ; 16.070 ; 706.742.132 ; 17.744 ; 1.517.371.467 ; 28.940 ; 2.104.003.380 ;;;;
24;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 55 ; 440.899.509 ; 26 ; 580.765.427 ; 81 ; 1.021.664.936 ; 13 ; 566.289.974 ; 26 ; 425.466.663 ; 39 ; 991.756.637 ; 120 ; 2.013.421.573 ;;;;
25;28.195.667;BANCO ABC BRASIL S.A.; 131 ; 57.589.184 ; 274 ; 42.523.135 ; 67 ; 144.478.449 ; 370 ; 44.526.120 ; 842 ; 289.116.888 ; 269 ; 723.559.354 ; 386 ; 671.870.652 ; 655 ; 1.395.430.006 ; 1.497 ; 1.684.546.894 ;;;;
26;78.632.767;BANCO OURINVEST S.A.; 166 ; 38.539.388 ; 1.276 ; 92.698.890 ; 723 ; 82.733.024 ; 2.463 ; 195.623.527 ; 4.628 ; 409.594.830 ; 990 ; 697.333.591 ; 18.507 ; 542.633.642 ; 19.497 ; 1.239.967.233 ; 24.125 ; 1.649.562.063 ;;;;
27;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 152 ; 306.836.602 ; 58 ; 65.603.923 ; 146 ; 380.335.883 ; 462 ; 380.571.612 ; 818 ; 1.133.348.021 ; 25 ; 182.406.764 ; 27 ; 322.444.338 ; 52 ; 504.851.102 ; 870 ; 1.638.199.123 ;;;;
28;62.232.889;BANCO DAYCOVAL S.A.; 731 ; 94.620.313 ; 1.115 ; 75.481.076 ; 1.184 ; 64.066.328 ; 5.165 ; 216.815.760 ; 8.195 ; 450.983.476 ; 1.001 ; 599.070.782 ; 3.700 ; 457.302.978 ; 4.701 ; 1.056.373.760 ; 12.896 ; 1.507.357.237 ;;;;
29;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;;;;; 18 ; 310.001.235 ; 36 ; 150.770.978 ; 54 ; 460.772.213 ; 13 ; 309.808.301 ; 18 ; 465.989.493 ; 31 ; 775.797.794 ; 85 ; 1.236.570.008 ;;;;
30;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 264 ; 67.267.843 ; 1.171 ; 227.149.938 ; 624 ; 185.527.425 ; 1.125 ; 177.472.757 ; 3.184 ; 657.417.962 ; 145 ; 358.776.758 ; 132 ; 207.277.948 ; 277 ; 566.054.707 ; 3.461 ; 1.223.472.669 ;;;;
31;13.059.145;BEXS BANCO DE CÂMBIO S/A; 56 ; 286.890.661 ; 87 ; 4.089.472 ; 277 ; 49.937.045 ; 763 ; 251.327.592 ; 1.183 ; 592.244.769 ; 362 ; 271.785.130 ; 203 ; 355.003.620 ; 565 ; 626.788.751 ; 1.748 ; 1.219.033.520 ;;;;
32;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 38 ; 69.962.466 ; 87 ; 9.212.242 ; 21 ; 352.189.246 ; 112 ; 91.787.491 ; 258 ; 523.151.444 ; 10 ; 206.526.713 ; 19 ; 413.524.286 ; 29 ; 620.051.000 ; 287 ; 1.143.202.444 ;;;;
33;03.532.415;BANCO ABN AMRO S.A.; 32 ; 81.217.321 ;;; 39 ; 480.033.938 ; 77 ; 479.398.669 ; 148 ; 1.040.649.929 ; 4 ; 5.754.511 ; 28 ; 89.008.306 ; 32 ; 94.762.817 ; 180 ; 1.135.412.746 ;;;;
34;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 335 ; 201.929.716 ; 506 ; 332.373.455 ; 841 ; 534.303.170 ; 42 ; 322.191.442 ; 95 ; 191.490.000 ; 137 ; 513.681.442 ; 978 ; 1.047.984.612 ;;;;
35;00.360.305;CAIXA ECONOMICA FEDERAL; 407 ; 138.824.895 ; 289 ; 8.495.819 ; 14.455 ; 98.381.582 ; 3.680 ; 190.904.560 ; 18.831 ; 436.606.856 ; 231 ; 282.036.359 ; 222 ; 304.934.445 ; 453 ; 586.970.804 ; 19.284 ; 1.023.577.660 ;;;;
36;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 102 ; 267.838.085 ;;; 166 ; 70.498.935 ; 69 ; 48.185.213 ; 337 ; 386.522.233 ; 11 ; 169.491.747 ; 17 ; 381.694.226 ; 28 ; 551.185.973 ; 365 ; 937.708.206 ;;;;
