Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Set/2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
66;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 165 ; 10.158.701 ; 1.148 ; 81.616.117 ; 63.676 ; 124.781.865 ; 139.616 ; 311.225.724 ; 204.605 ; 527.782.407 ; 34.008 ; 393.221.369 ; 3.033 ; 135.149.052 ; 37.041 ; 528.370.421 ; 241.646 ; 1.056.152.828 ;;
67;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 108 ; 12.917.722 ; 264 ; 42.202.169 ; 1.930 ; 312.696.896 ; 5.353 ; 316.984.884 ; 7.655 ; 684.801.671 ; 1.147 ; 181.076.923 ; 618 ; 147.494.421 ; 1.765 ; 328.571.344 ; 9.420 ; 1.013.373.015 ;;
68;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 195 ; 224.297.086 ; 224 ; 123.127.811 ; 98 ; 8.505.484 ; 680 ; 108.000.514 ; 1.197 ; 463.930.895 ; 113 ; 266.891.037 ; 112 ; 260.369.385 ; 225 ; 527.260.422 ; 1.422 ; 991.191.317 ;;
69;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 2 ; 538.174 ; 234 ; 201.694.546 ; 546 ; 101.004.078 ; 1.218 ; 228.606.467 ; 2.000 ; 531.843.265 ; 458 ; 360.573.731 ; 76 ; 31.803.132 ; 534 ; 392.376.863 ; 2.534 ; 924.220.128 ;;
70;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 250 ; 13.925.226 ; 2.483 ; 206.800.718 ; 4.527 ; 72.426.249 ; 18.738 ; 221.650.481 ; 25.998 ; 514.802.674 ; 3.938 ; 366.711.169 ; 254 ; 24.642.766 ; 4.192 ; 391.353.935 ; 30.190 ; 906.156.609 ;;
71;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 84 ; 4.263.494 ; 453 ; 24.199.135 ; 135.024 ; 152.666.294 ; 475.899 ; 368.829.915 ; 611.460 ; 549.958.838 ; 9.722 ; 273.500.221 ; 555 ; 37.465.168 ; 10.277 ; 310.965.389 ; 621.737 ; 860.924.227 ;;
72;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 18 ; 213.994.631 ; 98 ; 51.130.100 ; 40 ; 51.613.855 ; 404 ; 96.786.582 ; 560 ; 413.525.168 ; 20 ; 154.772.500 ; 11 ; 273.000.000 ; 31 ; 427.772.500 ; 591 ; 841.297.668 ;;
73;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.191 ; 34.642.679 ; 7.820 ; 258.828.060 ; 4.934 ; 75.653.293 ; 11.279 ; 99.719.961 ; 25.224 ; 468.843.993 ; 3.794 ; 309.324.641 ; 627 ; 61.023.684 ; 4.421 ; 370.348.325 ; 29.645 ; 839.192.318 ;;
74;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 54 ; 3.080.672 ; 705 ; 27.089.713 ; 57.733 ; 32.543.118 ; 90.326 ; 199.159.168 ; 148.818 ; 261.872.671 ; 17.102 ; 382.745.368 ; 1.270 ; 192.618.968 ; 18.372 ; 575.364.336 ; 167.190 ; 837.237.007 ;;
75;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 7 ; 460.032 ; 82 ; 310.963 ; 244.514 ; 99.643.535 ; 490.644 ; 394.065.344 ; 735.247 ; 494.479.874 ; 23.616 ; 318.162.305 ; 8.927 ; 24.477.156 ; 32.543 ; 342.639.461 ; 767.790 ; 837.119.335 ;;
76;30.723.886;BANCO MODAL S.A.; 31 ; 25.822.199 ; 14 ; 690.081 ; 1.231 ; 331.097.476 ; 1.100 ; 159.952.989 ; 2.376 ; 517.562.745 ; 19 ; 47.549.051 ; 41 ; 254.579.029 ; 60 ; 302.128.080 ; 2.436 ; 819.690.825 ;;
77;92.894.922;BANCO ORIGINAL S.A.; 2 ; 879.153 ; 6 ; 2.167.526 ; 639 ; 9.957.254 ; 1.153 ; 126.789.714 ; 1.800 ; 139.793.647 ; 51 ; 388.564.704 ; 23 ; 279.064.935 ; 74 ; 667.629.639 ; 1.874 ; 807.423.286 ;;
78;59.118.133;BANCO LUSO BRASILEIRO S.A.; 386 ; 66.889.487 ; 1.130 ; 189.491.821 ; 235 ; 22.564.575 ; 1.173 ; 38.118.960 ; 2.924 ; 317.064.843 ; 1.539 ; 253.095.163 ; 584 ; 114.872.982 ; 2.123 ; 367.968.145 ; 5.047 ; 685.032.988 ;;
79;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 215 ; 142.368.334 ; 547 ; 65.305.393 ; 422 ; 37.034.100 ; 1.025 ; 74.434.739 ; 2.209 ; 319.142.566 ; 452 ; 149.408.766 ; 210 ; 215.463.763 ; 662 ; 364.872.529 ; 2.871 ; 684.015.095 ;;
80;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 119 ; 13.696.162 ; 1.692 ; 129.881.968 ; 2.257 ; 29.649.423 ; 11.117 ; 136.203.267 ; 15.185 ; 309.430.820 ; 9.119 ; 259.581.977 ; 1.459 ; 36.819.659 ; 10.578 ; 296.401.636 ; 25.763 ; 605.832.456 ;;
81;61.186.680;BANCO BMG S.A.; 18 ; 51.031.948 ; -   ; -   ; 88 ; 38.846.961 ; 499 ; 33.876.758 ; 605 ; 123.755.667 ; 34 ; 256.173.480 ; 29 ; 200.374.483 ; 63 ; 456.547.963 ; 668 ; 580.303.630 ;;
82;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 25 ; 1.824.441 ; 2.050 ; 206.341.827 ; 417 ; 4.301.048 ; 2.564 ; 45.524.049 ; 5.056 ; 257.991.365 ; 4.517 ; 263.850.545 ; 582 ; 18.112.021 ; 5.099 ; 281.962.566 ; 10.155 ; 539.953.931 ;;
83;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 115 ; 18.104.377 ; 100 ; 2.615.526 ; 18 ; 20.956.469 ; 389 ; 183.830.905 ; 622 ; 225.507.277 ; 38 ; 187.887.898 ; 19 ; 43.260.706 ; 57 ; 231.148.604 ; 679 ; 456.655.881 ;;
84;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 207 ; 75.073.678 ; 168 ; 59.184.402 ; 104 ; 23.277.839 ; 312 ; 35.690.845 ; 791 ; 193.226.764 ; 99 ; 129.620.863 ; 125 ; 131.170.546 ; 224 ; 260.791.409 ; 1.015 ; 454.018.173 ;;
85;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 491 ; 69.469.602 ; 459 ; 42.869.689 ; 2.043 ; 40.084.432 ; 2.572 ; 164.000.290 ; 5.565 ; 316.424.013 ; 66 ; 114.284.070 ; 6 ; 3.903.010 ; 72 ; 118.187.080 ; 5.637 ; 434.611.093 ;;
86;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 78 ; 2.861.156 ; 847 ; 61.398.248 ; 3.859 ; 41.707.083 ; 5.104 ; 97.466.472 ; 9.888 ; 203.432.959 ; 4.960 ; 163.167.636 ; 1.572 ; 48.859.073 ; 6.532 ; 212.026.709 ; 16.420 ; 415.459.668 ;;
87;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 422 ; 48.637.094 ; 785 ; 54.306.146 ; 5.938 ; 26.268.905 ; 29.567 ; 93.905.912 ; 36.712 ; 223.118.057 ; 7.496 ; 126.186.782 ; 854 ; 52.857.385 ; 8.350 ; 179.044.167 ; 45.062 ; 402.162.224 ;;
88;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 74 ; 4.712.468 ; 1.036 ; 63.900.443 ; 1.497 ; 22.766.008 ; 10.441 ; 87.704.541 ; 13.048 ; 179.083.460 ; 7.517 ; 139.731.342 ; 1.624 ; 15.607.205 ; 9.141 ; 155.338.547 ; 22.189 ; 334.422.007 ;;
89;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 21 ; 1.727.648 ; 1.228 ; 21.756.354 ; 6.739 ; 12.868.517 ; 2.340 ; 129.682.738 ; 10.328 ; 166.035.257 ; 2.068 ; 146.800.954 ; 425 ; 9.959.667 ; 2.493 ; 156.760.621 ; 12.821 ; 322.795.878 ;;
90;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 37 ; 5.116.294 ; 441 ; 51.802.276 ; 863 ; 45.303.784 ; 1.704 ; 64.118.178 ; 3.045 ; 166.340.532 ; 721 ; 100.708.903 ; 221 ; 35.235.600 ; 942 ; 135.944.503 ; 3.987 ; 302.285.035 ;;
91;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 42 ; 57.000.150 ; 32 ; 13.719.865 ; 105 ; 18.062.068 ; 608 ; 30.281.607 ; 787 ; 119.063.690 ; 19 ; 45.406.965 ; 29 ; 134.675.203 ; 48 ; 180.082.168 ; 835 ; 299.145.858 ;;
92;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 4 ; 23.452 ; 19 ; 1.652.765 ; 17.739 ; 11.261.705 ; 29.295 ; 38.700.731 ; 47.057 ; 51.638.653 ; 8.868 ; 138.111.076 ; 785 ; 109.011.041 ; 9.653 ; 247.122.117 ; 56.710 ; 298.760.770 ;;
93;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 42 ; 6.523.041 ; 1.613 ; 57.135.565 ; 1.650 ; 12.899.751 ; 8.532 ; 74.919.937 ; 11.837 ; 151.478.294 ; 2.624 ; 121.800.522 ; 143 ; 9.154.476 ; 2.767 ; 130.954.998 ; 14.604 ; 282.433.292 ;;
94;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 61 ; 1.102.088 ; 819 ; 43.825.636 ; 749 ; 6.785.433 ; 3.584 ; 61.415.672 ; 5.213 ; 113.128.829 ; 3.922 ; 106.734.099 ; 879 ; 9.384.884 ; 4.801 ; 116.118.983 ; 10.014 ; 229.247.812 ;;
95;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 23.398 ; 820 ; 22.388.221 ; 17.811 ; 15.234.278 ; 29.265 ; 52.607.387 ; 47.898 ; 90.253.284 ; 7.498 ; 85.442.974 ; 409 ; 25.625.640 ; 7.907 ; 111.068.614 ; 55.805 ; 201.321.898 ;;
96;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 198.295 ; 14 ; 288.246 ; 10.422 ; 6.816.073 ; 24.829 ; 27.923.663 ; 35.267 ; 35.226.277 ; 4.191 ; 91.652.236 ; 716 ; 70.434.990 ; 4.907 ; 162.087.226 ; 40.174 ; 197.313.503 ;;
97;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 40 ; 881.195 ; 1.381 ; 65.568.564 ; 585 ; 12.415.853 ; 4.000 ; 18.042.818 ; 6.006 ; 96.908.430 ; 2.920 ; 82.510.836 ; 434 ; 12.209.001 ; 3.354 ; 94.719.837 ; 9.360 ; 191.628.267 ;;
98;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 18 ; 383.466 ; 114 ; 5.644.539 ; 29.937 ; 26.646.942 ; 53.464 ; 69.046.285 ; 83.533 ; 101.721.232 ; 7.094 ; 64.530.843 ; 1.232 ; 16.952.698 ; 8.326 ; 81.483.541 ; 91.859 ; 183.204.773 ;;
99;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 140.750 ; 33.494.379 ; 149.644 ; 77.087.753 ; 290.394 ; 110.582.132 ; 4.632 ; 58.510.034 ; 87 ; 14.085.548 ; 4.719 ; 72.595.582 ; 295.113 ; 183.177.714 ;;
100;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 543 ; 56.014.587 ; 39 ; 2.462.597 ; 251 ; 4.962.569 ; 1.072 ; 13.439.704 ; 1.905 ; 76.879.457 ; 43 ; 19.789.186 ; 200 ; 64.741.598 ; 243 ; 84.530.784 ; 2.148 ; 161.410.241 ;;
101;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 17 ; 39.949.173 ; 4 ; 1.500.002 ; 68 ; 30.757.568 ; 89 ; 72.206.743 ; 44 ; 74.741.982 ; 5 ; 5.518.700 ; 49 ; 80.260.682 ; 138 ; 152.467.425 ;;
102;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 10.470 ; 5.330.715 ; 7.749 ; 7.667.519 ; 18.219 ; 12.998.234 ; 554 ; 68.214.312 ; 349 ; 65.860.592 ; 903 ; 134.074.904 ; 19.122 ; 147.073.138 ;;
103;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 83 ; 17.037.395 ; 419 ; 18.898.490 ; 322 ; 10.487.317 ; 517 ; 19.238.760 ; 1.341 ; 65.661.962 ; 819 ; 37.780.587 ; 338 ; 27.166.049 ; 1.157 ; 64.946.636 ; 2.498 ; 130.608.598 ;;
104;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 14 ; 633.417 ; 56.770 ; 27.335.522 ; 80.071 ; 63.717.616 ; 136.855 ; 91.686.555 ; 9.609 ; 37.749.844 ; 40 ; 507.046 ; 9.649 ; 38.256.890 ; 146.504 ; 129.943.445 ;;
105;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 24 ; 3.341.842 ; 46 ; 3.268.160 ; 1.385 ; 25.250.826 ; 2.524 ; 45.699.368 ; 3.979 ; 77.560.196 ; 1.124 ; 36.116.388 ; 537 ; 15.740.009 ; 1.661 ; 51.856.397 ; 5.640 ; 129.416.593 ;;
106;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 79 ; 1.480.711 ; 533 ; 10.420.575 ; 1.584 ; 19.480.909 ; 7.709 ; 37.279.825 ; 9.905 ; 68.662.020 ; 2.366 ; 40.714.790 ; 777 ; 13.974.336 ; 3.143 ; 54.689.126 ; 13.048 ; 123.351.146 ;;
107;54.403.563;BANCO ARBI S.A.; 5 ; 32.771 ; 198 ; 36.648.039 ; 27 ; 21.544.428 ; 153 ; 7.572.707 ; 383 ; 65.797.945 ; 70 ; 37.488.866 ; 17 ; 14.727.293 ; 87 ; 52.216.159 ; 470 ; 118.014.104 ;;
108;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 15 ; 308.475 ; 166 ; 2.479.248 ; 14.401 ; 11.547.829 ; 43.889 ; 50.457.553 ; 58.471 ; 64.793.105 ; 7.317 ; 46.571.524 ; 649 ; 5.530.187 ; 7.966 ; 52.101.711 ; 66.437 ; 116.894.816 ;;
109;00.795.423;BANCO SEMEAR S.A.; 8 ; 737.273 ; 370 ; 14.441.830 ; 108 ; 17.026.990 ; 677 ; 19.063.879 ; 1.163 ; 51.269.972 ; 150 ; 36.617.019 ; 33 ; 21.028.468 ; 183 ; 57.645.487 ; 1.346 ; 108.915.459 ;;
110;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 220 ; 5.913.145 ; 623 ; 16.019.099 ; 31.513 ; 15.646.036 ; 35.059 ; 26.910.011 ; 67.415 ; 64.488.291 ; 2.141 ; 31.196.804 ; 361 ; 9.660.047 ; 2.502 ; 40.856.851 ; 69.917 ; 105.345.142 ;;
111;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 711 ; 2.858.302 ; 326 ; 6.124.334 ; 2.695 ; 34.927.191 ; 3.643 ; 17.347.772 ; 7.375 ; 61.257.599 ; 603 ; 9.422.997 ; 346 ; 23.735.659 ; 949 ; 33.158.656 ; 8.324 ; 94.416.255 ;;
112;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 24 ; 1.762.845 ; 110 ; 6.522.111 ; 850 ; 18.254.192 ; 5.616 ; 22.475.908 ; 6.600 ; 49.015.056 ; 1.251 ; 25.179.588 ; 1.176 ; 16.195.993 ; 2.427 ; 41.375.581 ; 9.027 ; 90.390.637 ;;
113;00.000.208;BRB - BANCO DE BRASILIA S.A.; -   ; -   ; 5 ; 621.371 ; 342 ; 3.433.928 ; 2.682 ; 42.162.413 ; 3.029 ; 46.217.712 ; 54 ; 41.029.728 ; 6 ; 1.817.981 ; 60 ; 42.847.709 ; 3.089 ; 89.065.421 ;;
114;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 9.034 ; 9 ; 9.034 ; 32 ; 34.143.256 ; 54 ; 34.134.285 ; 86 ; 68.277.541 ; 95 ; 68.286.575 ;;
115;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 13 ; 384.804 ; 46 ; 3.052.663 ; 2.407 ; 7.433.787 ; 8.234 ; 22.799.606 ; 10.700 ; 33.670.860 ; 2.610 ; 25.126.258 ; 221 ; 7.094.554 ; 2.831 ; 32.220.812 ; 13.531 ; 65.891.672 ;;
116;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 41.438 ; 387 ; 7.608.754 ; 2.216 ; 2.050.181 ; 7.126 ; 17.506.437 ; 9.732 ; 27.206.810 ; 2.127 ; 26.534.782 ; 132 ; 3.543.406 ; 2.259 ; 30.078.188 ; 11.991 ; 57.284.998 ;;
117;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 51 ; 4.103.307 ; 1.929 ; 7.095.870 ; 7.268 ; 22.073.506 ; 9.248 ; 33.272.683 ; 1.456 ; 20.998.360 ; 15 ; 1.838.965 ; 1.471 ; 22.837.325 ; 10.719 ; 56.110.008 ;;
118;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 18 ; 227.777 ; 152 ; 3.952.676 ; 24.576 ; 13.543.735 ; 32.727 ; 21.218.478 ; 57.473 ; 38.942.666 ; 1.366 ; 13.459.974 ; 107 ; 2.030.547 ; 1.473 ; 15.490.521 ; 58.946 ; 54.433.187 ;;
119;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 26 ; 504.099 ; 90 ; 51.925.315 ; 116 ; 52.429.414 ; -   ; -   ; -   ; -   ; -   ; -   ; 116 ; 52.429.414 ;;
120;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 102 ; 275.493 ; 249 ; 3.920.241 ; 9.088 ; 5.165.632 ; 15.565 ; 21.288.371 ; 25.004 ; 30.649.737 ; 1.838 ; 20.689.028 ; 104 ; 883.212 ; 1.942 ; 21.572.240 ; 26.946 ; 52.221.977 ;;
121;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 31 ; 1.676.208 ; 441 ; 9.356.116 ; 1.558 ; 5.225.221 ; 5.339 ; 6.414.788 ; 7.369 ; 22.672.333 ; 1.599 ; 15.330.352 ; 273 ; 6.424.980 ; 1.872 ; 21.755.332 ; 9.241 ; 44.427.665 ;;
122;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 13 ; 1.338.337 ; 59 ; 5.950.935 ; 323 ; 6.642.199 ; 430 ; 6.581.433 ; 825 ; 20.512.904 ; 656 ; 13.326.441 ; 485 ; 8.775.017 ; 1.141 ; 22.101.458 ; 1.966 ; 42.614.362 ;;
123;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 26 ; 355.142 ; 104 ; 250.212 ; 2.948 ; 20.660.479 ; 3.078 ; 21.265.833 ; 2.566 ; 20.884.436 ; 23 ; 118.714 ; 2.589 ; 21.003.150 ; 5.667 ; 42.268.983 ;;
124;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 173 ; 10.487.344 ; 19 ; 612.348 ; 424 ; 6.209.876 ; 427 ; 3.676.617 ; 1.043 ; 20.986.185 ; 280 ; 4.291.531 ; 575 ; 16.697.720 ; 855 ; 20.989.251 ; 1.898 ; 41.975.436 ;;
125;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 18 ; 845.857 ; 240 ; 11.484.192 ; 125 ; 1.762.870 ; 321 ; 7.667.606 ; 704 ; 21.760.525 ; 352 ; 18.234.675 ; 71 ; 1.691.502 ; 423 ; 19.926.177 ; 1.127 ; 41.686.702 ;;
126;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 4.132 ; 3.110.211 ; 18.380 ; 19.645.385 ; 22.512 ; 22.755.596 ; 1.835 ; 17.221.135 ; 24 ; 703.006 ; 1.859 ; 17.924.141 ; 24.371 ; 40.679.737 ;;
127;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 11 ; 84.481 ; 273 ; 2.065.586 ; 6.707 ; 16.981.927 ; 6.991 ; 19.131.994 ; 3.769 ; 16.450.504 ; 52 ; 1.446.890 ; 3.821 ; 17.897.394 ; 10.812 ; 37.029.388 ;;
128;33.042.151;BANCO DE LA NACION ARGENTINA; 12 ; 11.681.027 ; 22 ; 2.453.460 ; 4.307 ; 3.188.838 ; 315 ; 740.672 ; 4.656 ; 18.063.997 ; 6 ; 1.580.532 ; 19 ; 12.970.703 ; 25 ; 14.551.235 ; 4.681 ; 32.615.232 ;;
129;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 15.982 ; 5.872.103 ; 20.499 ; 15.530.840 ; 36.481 ; 21.402.943 ; 1.136 ; 10.067.239 ; 11 ; 65.832 ; 1.147 ; 10.133.071 ; 37.628 ; 31.536.014 ;;
130;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 92 ; 15.470.993 ; -   ; -   ; 81 ; 102.776 ; 80 ; 113.695 ; 253 ; 15.687.464 ; 2 ; 310.000 ; 31 ; 13.600.000 ; 33 ; 13.910.000 ; 286 ; 29.597.464 ;;
131;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 27 ; 1.243.045 ; 7 ; 138.911 ; 1.850 ; 1.204.117 ; 10.237 ; 13.174.408 ; 12.121 ; 15.760.481 ; 1.522 ; 12.207.921 ; 35 ; 1.320.074 ; 1.557 ; 13.527.995 ; 13.678 ; 29.288.476 ;;
132;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 217.588 ; 73 ; 3.836.077 ; 255 ; 1.116.565 ; 1.549 ; 9.468.809 ; 1.880 ; 14.639.039 ; 1.475 ; 13.304.098 ; 107 ; 1.319.131 ; 1.582 ; 14.623.229 ; 3.462 ; 29.262.268 ;;
133;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 114 ; 1.162.105 ; 496 ; 13.596.871 ; 610 ; 14.758.976 ; 43 ; 13.171.830 ; 2 ; 793.000 ; 45 ; 13.964.830 ; 655 ; 28.723.806 ;;
134;04.902.979;BANCO DA AMAZONIA S.A.; 35 ; 6.210.131 ; 7 ; 994.606 ; 303 ; 6.070.174 ; 276 ; 1.106.876 ; 621 ; 14.381.787 ; 12 ; 1.205.727 ; 112 ; 11.403.291 ; 124 ; 12.609.018 ; 745 ; 26.990.805 ;;
135;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 5.850 ; 43 ; 1.306.719 ; 5.255 ; 4.501.094 ; 6.324 ; 7.908.355 ; 11.623 ; 13.722.018 ; 368 ; 7.520.534 ; 57 ; 2.199.963 ; 425 ; 9.720.497 ; 12.048 ; 23.442.515 ;;
136;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 41.636 ; 11.276.307 ; 22.030 ; 6.873.139 ; 63.666 ; 18.149.446 ; 54 ; 312.299 ; 347 ; 4.697.168 ; 401 ; 5.009.467 ; 64.067 ; 23.158.913 ;;
137;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 4.432 ; 2.966.659 ; 11.213 ; 11.043.645 ; 15.645 ; 14.010.304 ; 976 ; 8.546.489 ; 39 ; 494.046 ; 1.015 ; 9.040.535 ; 16.660 ; 23.050.839 ;;
138;61.033.106;BANCO CREFISA S.A.; -   ; -   ; 1 ; 3.680.000 ; 37 ; 1.152.183 ; 90 ; 6.768.755 ; 128 ; 11.600.938 ; 47 ; 9.310.267 ; -   ; -   ; 47 ; 9.310.267 ; 175 ; 20.911.205 ;;
139;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 466 ; 2.777.712 ; 533 ; 3.030.985 ; 999 ; 5.808.697 ; 61 ; 7.305.940 ; 32 ; 7.200.800 ; 93 ; 14.506.740 ; 1.092 ; 20.315.437 ;;
140;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 3 ; 25.060 ; 11.599 ; 4.752.375 ; 8.584 ; 8.368.885 ; 20.186 ; 13.146.320 ; 704 ; 4.995.849 ; 51 ; 1.340.784 ; 755 ; 6.336.633 ; 20.941 ; 19.482.953 ;;
141;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; 4 ; 26.313 ; 947 ; 783.212 ; 5.517 ; 9.595.344 ; 6.468 ; 10.404.869 ; 1.536 ; 8.932.179 ; 52 ; 69.127 ; 1.588 ; 9.001.306 ; 8.056 ; 19.406.175 ;;
142;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; 3 ; 674.654 ; 41 ; 1.424.428 ; 123 ; 3.159.156 ; 436 ; 4.367.597 ; 603 ; 9.625.835 ; 434 ; 5.809.556 ; 117 ; 3.845.185 ; 551 ; 9.654.741 ; 1.154 ; 19.280.576 ;;
143;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 3.434 ; 1.053.574 ; 7.095 ; 7.134.020 ; 10.529 ; 8.187.594 ; 1.176 ; 6.086.448 ; 2 ; 20.483 ; 1.178 ; 6.106.931 ; 11.707 ; 14.294.525 ;;
144;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 871 ; 1.463.747 ; 4.783 ; 6.291.060 ; 5.654 ; 7.754.807 ; 90 ; 4.842.500 ; 1 ; 150 ; 91 ; 4.842.650 ; 5.745 ; 12.597.457 ;;
145;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 208.281 ; 42 ; 1.003.730 ; 26 ; 312.081 ; 452 ; 3.497.250 ; 523 ; 5.021.342 ; 402 ; 4.655.161 ; 37 ; 674.590 ; 439 ; 5.329.751 ; 962 ; 10.351.093 ;;
