Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em JUNHO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
64;07.450.604;BANCO INDUSTRIAL E COMERCIAL S.A.; 111 ; 26.131.315 ; 147 ; 18.626.598 ; 40 ; 1.485.502 ; 222 ; 10.475.138 ; 520 ; 56.718.552 ; 31 ; 22.500.766 ; 22 ; 20.786.175 ; 53 ; 43.286.941 ; 573 ; 100.005.493 ;;;;
65;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 46 ; 1.702.152 ; 750 ; 30.324.809 ; 413 ; 10.349.710 ; 1.010 ; 9.629.053 ; 2.219 ; 52.005.725 ; 316 ; 36.561.911 ; 23 ; 8.562.986 ; 339 ; 45.124.896 ; 2.558 ; 97.130.621 ;;;;
66;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 41 ; 2.110.348 ; 1.014 ; 2.334.831 ; 2.242 ; 18.328.425 ; 3.297 ; 22.773.604 ; 1.827 ; 43.272.665 ; 92 ; 25.235.842 ; 1.919 ; 68.508.507 ; 5.216 ; 91.282.111 ;;;;
67;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 14 ; 8.963.399 ; 4 ; 120.557 ; 4 ; 20.002.671 ; 6 ; 18.077 ; 28 ; 29.104.704 ; 5 ; 14.162.901 ; 9 ; 44.220.566 ; 14 ; 58.383.467 ; 42 ; 87.488.171 ;;;;
68;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 737 ; 27.838.331 ; 247 ; 10.394.798 ; 116 ; 6.875.656 ; 285 ; 1.849.319 ; 1.385 ; 46.958.105 ; 28 ; 9.028.662 ; 71 ; 28.423.997 ; 99 ; 37.452.659 ; 1.484 ; 84.410.764 ;;;;
69;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 52 ; 118.985 ; 153 ; 4.147.184 ; 205 ; 4.266.168 ; 367 ; 40.160.512 ; 120 ; 36.130.518 ; 487 ; 76.291.030 ; 692 ; 80.557.198 ;;;;
70;61.024.352;BANCO INDUSVAL S.A.; 61 ; 18.827.232 ; 37 ; 7.916.926 ; 11 ; 911.356 ; 68 ; 3.526.543 ; 177 ; 31.182.057 ; 15 ; 10.270.252 ; 30 ; 38.269.229 ; 45 ; 48.539.480 ; 222 ; 79.721.537 ;;;;
71;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 11 ; 945.330 ; 247 ; 4.369.962 ; 526 ; 2.294.695 ; 1.767 ; 17.611.752 ; 2.551 ; 25.221.739 ; 1.358 ; 33.088.980 ; 563 ; 14.990.316 ; 1.921 ; 48.079.297 ; 4.472 ; 73.301.036 ;;;;
72;59.285.411;BANCO PAN S.A.; 12 ; 12.155.716 ;;; 6 ; 20.083.124 ; 31 ; 1.083.814 ; 49 ; 33.322.654 ;;; 10 ; 38.250.000 ; 10 ; 38.250.000 ; 59 ; 71.572.654 ;;;;
73;60.889.128;BANCO SOFISA S.A.; 87 ; 25.701.976 ; 70 ; 7.327.276 ; 24 ; 780.300 ; 111 ; 1.239.065 ; 292 ; 35.048.618 ; 14 ; 35.419.788 ; 4 ; 383.822 ; 18 ; 35.803.611 ; 310 ; 70.852.229 ;;;;
74;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 5 ; 282.886 ; 7 ; 1.135.960 ; 30 ; 649.295 ; 46 ; 32.245.174 ; 88 ; 34.313.315 ; 19 ; 32.656.610 ; 4 ; 300.326 ; 23 ; 32.956.936 ; 111 ; 67.270.251 ;;;;
75;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 139 ; 432.601 ; 1.421 ; 33.367.370 ; 1.560 ; 33.799.970 ; 494 ; 32.689.085 ; 12 ; 403.705 ; 506 ; 33.092.790 ; 2.066 ; 66.892.761 ;;;;
76;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 349 ; 18.055.045 ; 326 ; 9.698.899 ; 115 ; 2.055.210 ; 256 ; 12.237.500 ; 1.046 ; 42.046.654 ; 27 ; 11.595.408 ; 9 ; 4.486.010 ; 36 ; 16.081.418 ; 1.082 ; 58.128.072 ;;;;
77;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 7 ; 1.176.159 ; 11 ; 1.224.105 ; 17 ; 25.120.481 ; 42 ; 25.861.922 ; 77 ; 53.382.667 ; 8 ; 1.300.261 ; 8 ; 2.301.607 ; 16 ; 3.601.868 ; 93 ; 56.984.535 ;;;;
78;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 54 ; 17.283.458 ; 36 ; 6.734.000 ; 6 ; 11.951 ; 53 ; 1.070.448 ; 149 ; 25.099.857 ; 27 ; 11.042.458 ; 34 ; 19.984.658 ; 61 ; 31.027.116 ; 210 ; 56.126.974 ;;;;
79;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 15 ; 150.238 ; 533 ; 13.250.369 ; 214 ; 1.761.785 ; 1.271 ; 10.912.209 ; 2.033 ; 26.074.600 ; 573 ; 23.272.704 ; 21 ; 1.019.723 ; 594 ; 24.292.427 ; 2.627 ; 50.367.028 ;;;;
80;10.690.848;BANCO DA CHINA BRASIL S.A.; 12 ; 1.167.657 ; 14 ; 4.477.949 ; 17 ; 8.456.120 ; 42 ; 820.382 ; 85 ; 14.922.109 ; 15 ; 13.300.000 ; 11 ; 21.600.000 ; 26 ; 34.900.000 ; 111 ; 49.822.109 ;;;;
81;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 10 ; 2.568.752 ;;; 3 ; 3.422 ; 7 ; 8.032 ; 20 ; 2.580.206 ; 20 ; 18.754.931 ; 32 ; 25.250.000 ; 52 ; 44.004.931 ; 72 ; 46.585.137 ;;;;
82;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 51 ; 15.357.089 ; 16 ; 2.074.762 ; 355 ; 6.523.589 ; 422 ; 23.955.440 ; 32 ; 20.580.000 ; 2 ; 410.000 ; 34 ; 20.990.000 ; 456 ; 44.945.440 ;;;;
83;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 29 ; 9.024.851 ; 38 ; 12.849.404 ; 67 ; 21.874.254 ; 21 ; 12.366.928 ; 17 ; 8.548.150 ; 38 ; 20.915.078 ; 105 ; 42.789.332 ;;;;
84;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 77 ; 9.456.592 ; 126 ; 10.660.023 ; 10 ; 133.177 ; 39 ; 246.630 ; 252 ; 20.496.421 ; 55 ; 9.956.682 ; 21 ; 8.669.349 ; 76 ; 18.626.031 ; 328 ; 39.122.452 ;;;;
85;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 2 ; 21.012 ; 162 ; 4.835.574 ; 170 ; 608.522 ; 476 ; 4.279.482 ; 810 ; 9.744.591 ; 453 ; 18.281.640 ; 49 ; 9.766.265 ; 502 ; 28.047.905 ; 1.312 ; 37.792.496 ;;;;
86;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 29 ; 504.636 ; 630 ; 12.747.787 ; 169 ; 2.868.418 ; 662 ; 4.795.273 ; 1.490 ; 20.916.114 ; 388 ; 14.526.829 ; 5 ; 264.367 ; 393 ; 14.791.196 ; 1.883 ; 35.707.310 ;;;;
87;19.307.785;MSB BANK S.A. BANCO DE CÂMBIO; 1 ; 130.000 ; 5 ; 63.189 ; 24 ; 7.361.926 ; 223 ; 5.970.608 ; 253 ; 13.525.723 ; 129 ; 10.752.287 ; 207 ; 10.856.133 ; 336 ; 21.608.421 ; 589 ; 35.134.144 ;;;;
88;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 16 ; 127.381 ; 427 ; 7.642.983 ; 174 ; 2.183.077 ; 1.510 ; 9.440.618 ; 2.127 ; 19.394.058 ; 424 ; 14.949.212 ; 4 ; 179.394 ; 428 ; 15.128.607 ; 2.555 ; 34.522.665 ;;;;
89;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 2 ; 93.079 ; 47 ; 749.333 ; 394 ; 2.261.339 ; 1.588 ; 14.091.239 ; 2.031 ; 17.194.991 ; 799 ; 14.755.159 ; 37 ; 2.260.157 ; 836 ; 17.015.316 ; 2.867 ; 34.210.307 ;;;;
90;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 11 ; 311.397 ; 414 ; 2.347.235 ; 815 ; 16.687.253 ; 1.240 ; 19.345.885 ; 600 ; 14.665.477 ; 6 ; 21.195 ; 606 ; 14.686.672 ; 1.846 ; 34.032.557 ;;;;
91;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.414 ; 117 ; 909.693 ; 360 ; 5.882.242 ; 478 ; 6.793.350 ; 213 ; 14.585.782 ; 39 ; 9.612.130 ; 252 ; 24.197.912 ; 730 ; 30.991.262 ;;;;
92;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 23 ; 350.266 ; 260 ; 5.499.664 ; 113 ; 1.926.429 ; 552 ; 5.639.418 ; 948 ; 13.415.778 ; 560 ; 11.431.132 ; 92 ; 2.488.233 ; 652 ; 13.919.365 ; 1.600 ; 27.335.143 ;;;;
93;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 22 ; 25.660 ; 28 ; 92.394 ; 6.943 ; 13.378.447 ; 6.993 ; 13.496.502 ; 547 ; 13.361.797 ; 1 ; 50.420 ; 548 ; 13.412.217 ; 7.541 ; 26.908.720 ;;;;
94;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 10 ; 24.740.029 ;;; 10 ; 24.740.029 ;;;;; -   ; -   ; 10 ; 24.740.029 ;;;;
95;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 209 ; 12.098.419 ;;; 4 ; 130.000 ; 213 ; 12.228.419 ; 118 ; 12.228.689 ;;; 118 ; 12.228.689 ; 331 ; 24.457.108 ;;;;
96;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 32 ; 697.896 ; 14 ; 246.563 ; 136 ; 10.692.136 ; 182 ; 11.636.594 ; 373 ; 11.357.679 ; 4 ; 215.638 ; 377 ; 11.573.317 ; 559 ; 23.209.911 ;;;;
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 12 ; 86.743 ; 300 ; 5.758.654 ; 85 ; 1.064.765 ; 497 ; 5.124.762 ; 894 ; 12.034.924 ; 988 ; 9.981.391 ; 15 ; 249.756 ; 1.003 ; 10.231.147 ; 1.897 ; 22.266.071 ;;;;
98;04.902.979;BANCO DA AMAZONIA S.A.; 36 ; 2.688.287 ; 42 ; 3.118.132 ; 18 ; 158.810 ; 84 ; 4.591.419 ; 180 ; 10.556.648 ; 12 ; 7.962.525 ; 16 ; 3.147.631 ; 28 ; 11.110.156 ; 208 ; 21.666.803 ;;;;
99;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 18 ; 544.518 ; 191 ; 4.208.641 ; 153 ; 806.802 ; 826 ; 6.346.079 ; 1.188 ; 11.906.040 ; 847 ; 9.350.921 ; 1 ; 20.000 ; 848 ; 9.370.921 ; 2.036 ; 21.276.961 ;;;;
100;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 249 ; 40 ; 472.877 ; 200 ; 7.283.065 ; 707 ; 9.525.275 ; 948 ; 17.281.467 ; 109 ; 3.349.527 ; 12 ; 630.478 ; 121 ; 3.980.004 ; 1.069 ; 21.261.471 ;;;;
101;33.042.151;BANCO DE LA NACION ARGENTINA; 7 ; 3.994.305 ; 5 ; 969.228 ; 291 ; 490.621 ; 112 ; 219.396 ; 415 ; 5.673.550 ; 6 ; 5.921.550 ; 7 ; 9.112.050 ; 13 ; 15.033.600 ; 428 ; 20.707.150 ;;;;
102;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 3 ; 90.519 ; 230 ; 5.736.802 ; 19 ; 46.667 ; 503 ; 4.451.592 ; 755 ; 10.325.581 ; 454 ; 10.146.021 ; 9 ; 116.207 ; 463 ; 10.262.227 ; 1.218 ; 20.587.809 ;;;;
103;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 48 ; 1.032.505 ; 299 ; 277.957 ; 1.771 ; 4.555.261 ; 2.118 ; 5.865.723 ; 277 ; 9.932.620 ; 53 ; 4.627.669 ; 330 ; 14.560.290 ; 2.448 ; 20.426.013 ;;;;
104;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 189 ; 6.633.333 ; 14 ; 664.942 ; 96 ; 2.739.815 ; 299 ; 10.038.089 ; 145 ; 9.065.181 ; 6 ; 368.065 ; 151 ; 9.433.247 ; 450 ; 19.471.336 ;;;;
105;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 5 ; 27.439 ; 70 ; 1.243.444 ; 68 ; 558.674 ; 534 ; 7.502.790 ; 677 ; 9.332.347 ; 569 ; 9.021.499 ; 20 ; 885.191 ; 589 ; 9.906.690 ; 1.266 ; 19.239.037 ;;;;
106;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 33.790 ; 26 ; 470.039 ; 377 ; 754.947 ; 1.364 ; 6.981.617 ; 1.768 ; 8.240.393 ; 451 ; 8.724.921 ; 21 ; 2.047.966 ; 472 ; 10.772.886 ; 2.240 ; 19.013.279 ;;;;
107;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;;; 132 ; 3.616.946 ; 155 ; 1.345.441 ; 1.661 ; 4.749.579 ; 1.948 ; 9.711.967 ; 286 ; 8.104.591 ; 40 ; 1.042.881 ; 326 ; 9.147.472 ; 2.274 ; 18.859.438 ;;;;
108;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 10 ; 153.891 ; 166 ; 3.992.165 ; 215 ; 1.586.343 ; 495 ; 4.769.937 ; 886 ; 10.502.336 ; 311 ; 7.121.929 ; 1 ; 120.000 ; 312 ; 7.241.929 ; 1.198 ; 17.744.265 ;;;;
109;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 5 ; 873.108 ; 5 ; 86.254 ; 50 ; 6.652.384 ; 22 ; 1.530.560 ; 82 ; 9.142.306 ; 9 ; 1.362.312 ; 17 ; 7.190.762 ; 26 ; 8.553.074 ; 108 ; 17.695.380 ;;;;
110;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 12 ; 284.463 ; 55 ; 364.267 ; 509 ; 8.378.486 ; 576 ; 9.027.217 ; 10 ; 8.427.295 ;;; 10 ; 8.427.295 ; 586 ; 17.454.512 ;;;;
111;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 7 ; 329.259 ; 52 ; 74.644 ; 532 ; 6.680.703 ; 591 ; 7.084.606 ; 366 ; 8.271.185 ; 12 ; 1.346.594 ; 378 ; 9.617.780 ; 969 ; 16.702.386 ;;;;
112;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 124 ; 4.646.557 ; 1 ; 20.000 ; 171 ; 3.341.237 ; 296 ; 8.007.794 ; 334 ; 8.168.153 ; 7 ; 289.990 ; 341 ; 8.458.143 ; 637 ; 16.465.937 ;;;;
113;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 6 ; 341.045 ; 17 ; 146.186 ; 49 ; 1.107.687 ; 756 ; 7.076.761 ; 828 ; 8.671.679 ; 152 ; 6.768.498 ; 9 ; 968.193 ; 161 ; 7.736.691 ; 989 ; 16.408.370 ;;;;
114;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;; 115 ; 499.238 ; 270 ; 4.178.657 ; 385 ; 4.677.895 ; 348 ; 7.440.031 ; 42 ; 3.752.124 ; 390 ; 11.192.155 ; 775 ; 15.870.050 ;;;;
115;61.186.680;BANCO BMG S.A.; 3 ; 1.222.900 ;;; 1 ; 400.000 ; 15 ; 6.854.075 ; 19 ; 8.476.975 ;;; 4 ; 6.222.425 ; 4 ; 6.222.425 ; 23 ; 14.699.400 ;;;;
116;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 2 ; 1.137 ; 69 ; 5.998.691 ; 71 ; 5.999.828 ; 240 ; 5.998.805 ;;; 240 ; 5.998.805 ; 311 ; 11.998.633 ;;;;
117;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 47 ; 263.585 ; 289 ; 5.633.448 ; 336 ; 5.897.033 ; 441 ; 5.390.934 ; 2 ; 3.961 ; 443 ; 5.394.895 ; 779 ; 11.291.928 ;;;;
118;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 277 ; 469.985 ; 667 ; 4.895.043 ; 944 ; 5.365.029 ; 264 ; 4.501.983 ; 11 ; 24.394 ; 275 ; 4.526.377 ; 1.219 ; 9.891.405 ;;;;
119;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 1 ; 50.000 ; 35 ; 800.749 ; 8 ; 424.719 ; 179 ; 3.512.682 ; 223 ; 4.788.150 ; 145 ; 4.247.197 ; 1 ; 377.331 ; 146 ; 4.624.528 ; 369 ; 9.412.678 ;;;;
120;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 3 ; 366.684 ; 17 ; 235.583 ; 21 ; 735.186 ; 53 ; 2.432.687 ; 94 ; 3.770.140 ; 2 ; 3.000.000 ; 1 ; 1.500.000 ; 3 ; 4.500.000 ; 97 ; 8.270.140 ;;;;
121;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 15 ; 1.287.866 ; 18 ; 355.344 ; 3 ; 34.702 ; 22 ; 2.521.253 ; 58 ; 4.199.165 ; 3 ; 2.500.000 ; 1 ; 1.500.000 ; 4 ; 4.000.000 ; 62 ; 8.199.165 ;;;;
122;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 228 ; 559.458 ; 452 ; 3.112.592 ; 680 ; 3.672.050 ; 344 ; 3.471.231 ; 35 ; 900.767 ; 379 ; 4.371.998 ; 1.059 ; 8.044.048 ;;;;
123;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 19 ; 604.678 ; 52 ; 1.122.358 ; 137 ; 165.395 ; 1.161 ; 2.460.323 ; 1.369 ; 4.352.754 ; 228 ; 3.244.488 ; 17 ; 397.617 ; 245 ; 3.642.105 ; 1.614 ; 7.994.859 ;;;;
124;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 2.125 ; 142 ; 63.021 ; 1.295 ; 2.540.619 ; 1.438 ; 2.605.765 ; 272 ; 3.943.775 ; 20 ; 1.361.283 ; 292 ; 5.305.058 ; 1.730 ; 7.910.824 ;;;;
125;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;;; 75 ; 2.868.790 ; 1 ; 596 ; 67 ; 1.016.810 ; 143 ; 3.886.195 ; 107 ; 3.917.165 ; 3 ; 24.804 ; 110 ; 3.941.968 ; 253 ; 7.828.163 ;;;;
126;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;;;; 232 ; 512.483 ; 498 ; 3.692.790 ; 730 ; 4.205.272 ; 327 ; 3.190.574 ;;; 327 ; 3.190.574 ; 1.057 ; 7.395.847 ;;;;
127;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 7.581 ; 178 ; 1.179.801 ; 328 ; 3.621.006 ; 507 ; 4.808.387 ; 135 ; 2.453.518 ;;; 135 ; 2.453.518 ; 642 ; 7.261.906 ;;;;
128;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 10 ; 107.762 ; 10 ; 207.824 ; 119 ; 449.816 ; 379 ; 2.864.458 ; 518 ; 3.629.860 ; 260 ; 2.651.541 ; 16 ; 138.381 ; 276 ; 2.789.921 ; 794 ; 6.419.782 ;;;;
129;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 471 ; 3.118.583 ; 7 ; 35.878 ; 478 ; 3.154.462 ; 7 ; 69.683 ; 42 ; 3.152.433 ; 49 ; 3.222.116 ; 527 ; 6.376.577 ;;;;
130;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;;; 14 ; 144.279 ; 37 ; 482.278 ; 415 ; 2.887.293 ; 466 ; 3.513.849 ; 195 ; 2.591.880 ; 10 ; 44.081 ; 205 ; 2.635.960 ; 671 ; 6.149.810 ;;;;
131;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 1.669 ; 318 ; 172.879 ; 1.807 ; 2.374.315 ; 2.126 ; 2.548.864 ; 94 ; 2.471.945 ; 10 ; 226.970 ; 104 ; 2.698.915 ; 2.230 ; 5.247.779 ;;;;
132;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 223 ; 271.547 ; 1.185 ; 2.305.286 ; 1.408 ; 2.576.833 ; 39 ; 2.668.516 ;;; 39 ; 2.668.516 ; 1.447 ; 5.245.349 ;;;;
133;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 13 ; 2.395.079 ;;; 2 ; 507 ; 93 ; 264.705 ; 108 ; 2.660.292 ; 10 ; 139.629 ; 12 ; 2.284.439 ; 22 ; 2.424.069 ; 130 ; 5.084.361 ;;;;
134;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 876 ; 307.108 ; 2.971 ; 2.478.805 ; 3.847 ; 2.785.913 ; 86 ; 2.107.958 ;;; 86 ; 2.107.958 ; 3.933 ; 4.893.871 ;;;;
135;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 113 ; 251.651 ; 227 ; 2.068.849 ; 340 ; 2.320.501 ; 218 ; 1.838.295 ;;; 218 ; 1.838.295 ; 558 ; 4.158.796 ;;;;
136;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 100 ; 238.897 ; 270 ; 1.988.639 ; 370 ; 2.227.536 ; 108 ; 1.794.618 ; 6 ; 31.032 ; 114 ; 1.825.651 ; 484 ; 4.053.187 ;;;;
137;07.679.404;BANCO TOPÁZIO S.A.;;; 5 ; 234.840 ; 76 ; 1.129.080 ; 33 ; 699.516 ; 114 ; 2.063.436 ; 12 ; 794.692 ; 1 ; 1.000.000 ; 13 ; 1.794.692 ; 127 ; 3.858.128 ;;;;
138;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 97 ; 324.159 ; 178 ; 1.782.261 ; 275 ; 2.106.421 ; 269 ; 1.468.913 ; 2 ; 9.297 ; 271 ; 1.478.210 ; 546 ; 3.584.631 ;;;;
139;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 14 ; 569.105 ; 15 ; 395.482 ; 109 ; 615.546 ; 138 ; 1.580.133 ; 108 ; 1.185.099 ; 7 ; 342.833 ; 115 ; 1.527.932 ; 253 ; 3.108.065 ;;;;
140;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 14 ; 66.439 ; 1 ; 5.018 ; 81 ; 577.732 ; 558 ; 1.104.795 ; 654 ; 1.753.983 ; 88 ; 780.695 ; 8 ; 337.991 ; 96 ; 1.118.686 ; 750 ; 2.872.669 ;;;;
141;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 30 ; 34.831 ; 761 ; 1.376.319 ; 791 ; 1.411.150 ; 118 ; 1.384.486 ; 1 ; 8.088 ; 119 ; 1.392.574 ; 910 ; 2.803.724 ;;;;
142;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 97 ; 235.915 ; 308 ; 1.394.924 ; 405 ; 1.630.839 ; 101 ; 1.157.957 ;;; 101 ; 1.157.957 ; 506 ; 2.788.796 ;;;;
143;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 32.224 ; 49 ; 1.043.462 ; 10 ; 19.449 ; 116 ; 292.771 ; 179 ; 1.387.906 ; 104 ; 1.341.453 ; 12 ; 58.904 ; 116 ; 1.400.357 ; 295 ; 2.788.263 ;;;;
144;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 1 ; 5.700 ; 237 ; 122.182 ; 1.547 ; 1.303.250 ; 1.785 ; 1.431.133 ; 106 ; 1.200.785 ; 1 ; 11.243 ; 107 ; 1.212.028 ; 1.892 ; 2.643.160 ;;;;
145;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 2 ; 149.410 ;;; 71 ; 1.074.639 ; 73 ; 1.224.049 ; 105 ; 1.244.555 ; 4 ; 20.563 ; 109 ; 1.265.118 ; 182 ; 2.489.167 ;;;;
146;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 115 ; 505.265 ; 165 ; 1.161.713 ; 280 ; 1.666.979 ; 71 ; 700.599 ; 3 ; 44.500 ; 74 ; 745.099 ; 354 ; 2.412.078 ;;;;
147;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;;;;; 1 ; 418.500 ; 3 ; 2.668 ; 4 ; 421.168 ;;; 3 ; 1.887.056 ; 3 ; 1.887.056 ; 7 ; 2.308.224 ;;;;
148;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 119 ; 403.847 ; 159 ; 1.119.206 ; 278 ; 1.523.053 ; 108 ; 726.676 ;;; 108 ; 726.676 ; 386 ; 2.249.729 ;;;;
149;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 56 ; 26.350 ; 464 ; 1.059.550 ; 520 ; 1.085.900 ; 70 ; 1.006.590 ;;; 70 ; 1.006.590 ; 590 ; 2.092.491 ;;;;
150;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 12 ; 12.798 ; 172 ; 997.883 ; 184 ; 1.010.681 ; 142 ; 1.019.330 ; 3 ; 55.100 ; 145 ; 1.074.430 ; 329 ; 2.085.111 ;;;;
151;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 8 ; 108.683 ; 13 ; 754.632 ; 1 ; 4.289 ; 19 ; 108.583 ; 41 ; 976.187 ; 17 ; 835.855 ; 9 ; 112.972 ; 26 ; 948.827 ; 67 ; 1.925.014 ;;;;
